R,neta,mot,rgo,hniv,hop,ratio,i
2.0,1.7432193869363268,TP,6.231000000000986,23,10,1.386206896551817,GBPUSD
2.0,1.7432193869363268,TP,6.231000000000986,1,10,1.386206896551817,GBPUSD
-1.0,-1.2481389578163342,SL,6.4480000000011195,10,11,1.1751412429378665,GBPUSD
-1.0,-1.1217285453438786,SL,13.144000000000489,23,4,1.1459459459459405,GBPUSD
-1.0,-1.1217285453438786,SL,13.144000000000489,1,4,1.1459459459459405,GBPUSD
-1.0,-1.1217285453438786,SL,13.144000000000489,10,4,1.1459459459459405,GBPUSD
2.0,1.7858385758264976,TP,7.470999999998895,1,6,1.478527607361959,GBPUSD
-1.0,-1.3109211037698993,SL,5.146000000000317,16,12,1.0921052631579158,GBPUSD
1.0971888216270347,0.9645078364707179,fuera,12.05899999999982,21,16,1.2548387096774511,GBPUSD
2.0,1.758818209225156,TP,6.6339999999986965,23,0,1.1204188481675095,GBPUSD
2.0,1.7432193869362353,TP,6.230999999998765,23,1,2.233333333333103,GBPUSD
2.0,1.7132616487455496,TP,5.5800000000005845,23,2,1.0526315789474572,GBPUSD
2.0,1.7132616487455496,TP,5.5800000000005845,1,2,1.0526315789474572,GBPUSD
-1.0,-1.2688172043010673,SL,5.952000000000179,23,3,1.5000000000001734,GBPUSD
-1.0,-1.2688172043010673,SL,5.952000000000179,1,3,1.5000000000001734,GBPUSD
-1.0,-1.1491702405370312,SL,10.725999999998681,17,8,1.4297520661156577,GBPUSD
-1.0,-1.125885129819038,SL,12.710000000000221,17,9,1.5413533834587105,GBPUSD
-1.0,-1.120030007501873,SL,13.330000000000286,5,12,1.5357142857143224,GBPUSD
-1.0,-1.1918695287204322,SL,8.33900000000165,23,2,2.611650485436753,GBPUSD
-1.0,-1.1607878605165087,SL,9.951000000001375,17,8,1.4930232558139598,GBPUSD
-1.0,-1.2072807358466293,SL,7.718999999999365,23,13,1.5660377358491409,GBPUSD
-1.0,-1.3166435780724757,SL,5.052999999999308,1,13,1.025157232704428,GBPUSD
-1.0,-1.4064008128015715,SL,3.9370000000005234,16,21,1.649350649350919,GBPUSD
2.0,1.891796848583219,TP,14.78700000000055,15,0,1.1865671641791053,GBPUSD
2.0,1.7132616487455496,TP,5.5800000000005845,15,1,1.058823529411757,GBPUSD
-1.0,-1.1351123121094446,SL,11.841999999999686,15,2,1.5465587044534321,GBPUSD
2.0,1.8805256869773084,TP,13.392000000000959,23,3,1.9547511312217254,GBPUSD
-1.0,-1.2633311389071098,SL,6.076000000001525,23,4,1.3706293706293033,GBPUSD
2.0,1.721011333914454,TP,5.734999999997825,16,8,1.0109289617485842,GBPUSD
2.0,1.827381594562532,TP,9.269000000000638,23,18,1.1771653543307339,GBPUSD
-1.0,-1.2674243690457054,SL,5.982999999998295,0,0,1.1987577639750644,GBPUSD
-1.0,-1.1280717201632906,SL,12.493000000000087,23,6,4.112244897959242,GBPUSD
-1.0,-1.4608294930875683,SL,3.4719999999999196,19,6,1.1428571428571752,GBPUSD
-1.0,-1.1237719501817867,SL,12.927000000000355,19,7,1.4529616724739065,GBPUSD
-1.0,-1.1417936901807832,SL,11.284000000000294,0,14,1.2907801418439036,GBPUSD
2.0,1.8468459844931573,TP,10.447000000000095,23,15,1.4401709401708807,GBPUSD
-1.0,-1.3609293931875195,SL,4.432999999999243,22,6,1.6627906976743074,GBPUSD
2.0,1.8285285607115898,TP,9.33099999999909,15,12,1.644808743169377,GBPUSD
2.0,1.8176222500854833,TP,8.772999999999698,23,19,1.2466960352422447,GBPUSD
2.0,1.8176222500854833,TP,8.772999999999698,0,19,1.2466960352422447,GBPUSD
2.0,1.8499624906226275,TP,10.663999999998008,23,1,1.045592705167205,GBPUSD
2.0,1.8499624906226275,TP,10.663999999998008,0,1,1.045592705167205,GBPUSD
-1.0,-1.1478879748590485,SL,10.81899999999969,17,1,1.0607902735562955,GBPUSD
2.0,1.7918834547346851,TP,7.688000000001249,23,10,1.5403726708075827,GBPUSD
-1.0,-1.1365420720259365,SL,11.718000000000561,16,1,1.7339449541285124,GBPUSD
-1.0,-1.1365420720259365,SL,11.718000000000561,23,1,1.7339449541285124,GBPUSD
-1.0,-1.1466275659824252,SL,10.911999999998478,16,4,1.2307692307692786,GBPUSD
-1.0,-1.1767565178965875,SL,9.052000000000504,22,1,2.0419580419580052,GBPUSD
2.0,1.8993900521914062,TP,15.902999999999334,16,2,1.704318936877127,GBPUSD
-1.0,-1.2789886660854382,SL,5.735000000000046,21,8,1.0220994475138359,GBPUSD
2.0,1.9029832646131402,TP,16.491999999999063,21,9,1.1037344398340125,GBPUSD
-1.0,-1.2619944326183223,SL,6.1069999999996405,22,19,1.1453488372093557,GBPUSD
-1.0,-1.2774887270204465,SL,5.766000000000382,0,21,1.1071428571429043,GBPUSD
-1.0,-1.2244039270687352,SL,7.129999999999637,8,22,2.8750000000002776,GBPUSD
2.0,1.8516870596959496,TP,10.787999999999354,22,1,2.319999999999864,GBPUSD
-1.0,-1.2324905550712284,SL,6.881999999999167,8,2,1.3373493975902986,GBPUSD
-1.0,-1.2324905550712284,SL,6.881999999999167,0,2,1.3373493975902986,GBPUSD
-1.0,-1.2324905550712284,SL,6.881999999999167,22,2,1.3373493975902986,GBPUSD
-1.0,-1.2335425485330251,SL,6.851000000001051,8,3,1.5785714285713843,GBPUSD
-1.0,-1.2335425485330251,SL,6.851000000001051,0,3,1.5785714285713843,GBPUSD
-1.0,-1.2335425485330251,SL,6.851000000001051,22,3,1.5785714285713843,GBPUSD
-1.0,-1.1271253774034755,SL,12.585999999998876,22,12,1.1404494382022314,GBPUSD
-1.0,-1.2367564368156245,SL,6.758000000000042,21,2,1.1179487179486998,GBPUSD
-1.0,-1.2367564368156245,SL,6.758000000000042,21,2,1.1179487179486998,GBPUSD
2.0,1.8776945421189404,TP,13.081999999999816,21,7,1.5125448028673858,GBPUSD
-1.0,-1.1354669376005493,SL,11.81099999999935,23,9,1.994764397905725,GBPUSD
2.0,1.7991715827789592,TP,7.966999999999835,21,3,1.1843317972350023,GBPUSD
2.0,1.7991715827789592,TP,7.966999999999835,21,3,1.1843317972350023,GBPUSD
-1.0,-1.1369042525883435,SL,11.687000000000225,23,12,1.4960317460317638,GBPUSD
2.0,1.8176222500854833,TP,8.772999999999698,23,1,1.3286384976525514,GBPUSD
2.0,1.3025283347858647,TP,2.293999999998242,23,2,1.0277777777779662,GBPUSD
-1.0,-1.0836513828619185,SL,19.127000000001004,22,11,1.2217821782178238,GBPUSD
-1.0,-1.0836513828619185,SL,19.127000000001004,12,11,1.2217821782178238,GBPUSD
-1.0,-1.0836513828619185,SL,19.127000000001004,15,11,1.2217821782178238,GBPUSD
-1.0,-1.2253838568812732,SL,7.0989999999993,15,13,1.3795180722891027,GBPUSD
-1.0,-1.2774887270204465,SL,5.766000000000382,20,2,2.3846153846156253,GBPUSD
-1.0,-1.6001500375093645,SL,2.666000000000057,20,4,1.1780821917807969,GBPUSD
-1.0,-1.318598168060599,SL,5.021999999998972,20,0,1.7234042553192093,GBPUSD
-1.0,-1.5799202609638934,SL,2.759000000001066,23,2,1.1125000000001943,GBPUSD
2.0,1.7033741193919603,TP,5.394000000000787,23,3,2.1219512195121752,GBPUSD
2.0,1.4200797390361066,TP,2.759000000001066,20,4,1.780000000000311,GBPUSD
-1.0,-1.0888346010771195,SL,18.011,20,13,1.6366197183098494,GBPUSD
-1.0,-1.1296806613713897,SL,12.337999999998406,17,14,1.406360424028279,GBPUSD
-1.0,-1.1296806613713897,SL,12.337999999998406,22,14,1.406360424028279,GBPUSD
-1.0,-1.2774887270204465,SL,5.766000000000382,11,5,1.2483221476509958,GBPUSD
-1.0,-1.1810979060554536,SL,8.83500000000037,14,1,2.6886792452828825,GBPUSD
2.0,1.8899511658298376,TP,14.53900000000008,11,11,2.103139013452896,GBPUSD
2.0,1.8899511658298376,TP,14.53900000000008,15,11,2.103139013452896,GBPUSD
2.0,1.8481973434534944,TP,10.539999999998884,17,12,1.1003236245954857,GBPUSD
-1.0,-1.274536719286155,SL,5.828000000001055,17,1,1.105882352941215,GBPUSD
-1.0,-1.1445739586157022,SL,11.06700000000016,22,8,1.0170940170940663,GBPUSD
2.0,1.908811125042753,TP,17.546000000001616,23,8,1.6125356125356571,GBPUSD
-1.0,-1.1445739586157022,SL,11.06700000000016,13,8,1.0170940170940663,GBPUSD
-1.0,-1.1205908953873815,SL,13.268000000001834,22,10,1.7327935222672508,GBPUSD
-1.0,-1.1205908953873815,SL,13.268000000001834,13,10,1.7327935222672508,GBPUSD
-1.0,-1.1531540155068427,SL,10.447000000000095,17,11,1.063091482649833,GBPUSD
2.0,1.8855589728917874,TP,13.981000000000687,15,11,1.422712933753895,GBPUSD
-1.0,-1.133712184522828,SL,11.965999999998811,15,1,1.4456928838951486,GBPUSD
1.3773022463534899,1.2921324390501867,fuera,18.786000000001746,12,6,4.391304347826255,GBPUSD
-1.0,-1.1536098310291567,SL,10.41600000000198,22,8,1.0338461538461003,GBPUSD
-1.0,-1.1536098310291567,SL,10.41600000000198,13,8,1.0338461538461003,GBPUSD
2.0,1.888041424672868,TP,14.29099999999961,13,2,2.2163461538463047,GBPUSD
2.0,1.888041424672868,TP,14.29099999999961,9,2,2.2163461538463047,GBPUSD
2.0,1.888041424672868,TP,14.29099999999961,23,2,2.2163461538463047,GBPUSD
-1.0,-1.2820377225454216,SL,5.672999999999373,9,3,1.0701754385964275,GBPUSD
2.0,1.8546115402090184,TP,11.005000000001708,9,4,1.706730769230781,GBPUSD
-1.0,-1.0892956803214695,SL,17.91799999999899,16,10,1.0988593155893251,GBPUSD
2.0,1.9524743064219077,TP,33.66599999999886,16,11,2.2625000000000126,GBPUSD
-1.0,-1.1670320492744235,SL,9.57900000000178,9,11,1.1616541353384102,GBPUSD
-1.0,-1.1670320492744235,SL,9.57900000000178,9,11,1.1616541353384102,GBPUSD
-1.0,-1.1670320492744235,SL,9.57900000000178,14,11,1.1616541353384102,GBPUSD
-1.0,-1.1134349521446132,SL,14.105000000002033,9,13,1.872427983539169,GBPUSD
-1.0,-1.1545296503766465,SL,10.354000000001307,9,15,1.0986842105263,GBPUSD
-1.0,-1.1545296503766465,SL,10.354000000001307,23,15,1.0986842105263,GBPUSD
-1.0,-1.1545296503766465,SL,10.354000000001307,14,15,1.0986842105263,GBPUSD
-0.16169481241792927,-0.323490747295054,fuera,9.889000000000703,15,15,1.1433691756273117,GBPUSD
2.0,1.815007515319655,TP,8.648999999998352,2,16,1.0568181818181293,GBPUSD
2.0,1.815007515319655,TP,8.648999999998352,15,16,1.0568181818181293,GBPUSD
-1.0,-1.2273696177348028,SL,7.037000000000848,23,6,4.7291666666663,GBPUSD
2.0,1.6927803379415556,TP,5.207999999998769,15,2,1.5555555555555098,GBPUSD
-1.0,-1.3740065451145587,SL,4.277999999999782,23,3,1.516483516483503,GBPUSD
-1.0,-1.2263723825693598,SL,7.067999999998964,9,8,1.2459016393441749,GBPUSD
2.0,1.7849462365591622,TP,7.440000000000779,9,11,1.0480349344978377,GBPUSD
-1.0,-1.1623047271251714,SL,9.858000000000366,0,15,1.0,GBPUSD
2.0,1.7518610421835805,TP,6.447999999998899,21,2,1.4647887323942914,GBPUSD
2.0,1.8845348921123029,TP,13.857000000001563,16,10,1.2771428571429093,GBPUSD
2.0,1.8845348921123029,TP,13.857000000001563,23,10,1.2771428571429093,GBPUSD
2.0,1.8845348921123029,TP,13.857000000001563,12,10,1.2771428571429093,GBPUSD
2.0,1.8163241878084975,TP,8.710999999999025,16,12,1.2217391304347902,GBPUSD
2.0,1.8163241878084975,TP,8.710999999999025,23,12,1.2217391304347902,GBPUSD
2.0,1.8163241878084975,TP,8.710999999999025,12,12,1.2217391304347902,GBPUSD
2.0,1.8307773664727736,TP,9.455000000000435,16,8,2.9901960784313086,GBPUSD
2.0,1.8307773664727736,TP,9.455000000000435,23,8,2.9901960784313086,GBPUSD
2.0,1.8307773664727736,TP,9.455000000000435,12,8,2.9901960784313086,GBPUSD
2.0,1.803004186161027,TP,8.121999999999296,21,11,1.0115830115830022,GBPUSD
-1.0,-1.4096262160778095,SL,3.906000000000187,21,2,1.2352941176470715,GBPUSD
-1.0,-1.543293718166634,SL,2.944999999998643,21,6,1.0439560439560895,GBPUSD
-1.0,-1.120030007501873,SL,13.330000000000286,23,2,3.7719298245609116,GBPUSD
2.0,1.681401831939401,TP,5.021999999998972,23,10,1.165467625899246,GBPUSD
2.0,1.8459316321617631,TP,10.384999999999422,23,2,1.6341463414633115,GBPUSD
2.0,1.8459316321617631,TP,10.384999999999422,23,2,1.6341463414633115,GBPUSD
-1.0,-1.444938820912243,SL,3.5959999999990444,23,6,1.4320987654319262,GBPUSD
-1.0,-1.1112347052280263,SL,14.384000000000619,8,14,1.0892018779342847,GBPUSD
-1.0,-1.1112347052280263,SL,14.384000000000619,23,14,1.0892018779342847,GBPUSD
-1.0,-1.1300073129113481,SL,12.30700000000029,8,2,2.1117021276594734,GBPUSD
-1.0,-1.1564027370478989,SL,10.229999999999961,11,2,1.7553191489361162,GBPUSD
-1.0,-1.1466275659824252,SL,10.911999999998478,11,3,2.461538461538366,GBPUSD
-1.0,-1.0957567777844195,SL,16.709000000001417,23,8,1.1898454746137082,GBPUSD
-1.0,-1.0957567777844195,SL,16.709000000001417,8,8,1.1898454746137082,GBPUSD
-1.0,-1.241181790774844,SL,6.6339999999986965,9,19,1.0918367346938012,GBPUSD
2.0,1.82621918105789,TP,9.206999999999965,9,20,1.192771084337373,GBPUSD
-1.0,-1.160288519334811,SL,9.981999999999491,11,18,1.3879310344826992,GBPUSD
-1.0,-1.160288519334811,SL,9.981999999999491,15,18,1.3879310344826992,GBPUSD
2.0,1.8066932463453171,TP,8.277000000000978,15,2,1.2961165048543437,GBPUSD
2.0,1.6833564219275243,TP,5.052999999999308,11,4,1.05161290322586,GBPUSD
-1.0,-1.255509421909879,SL,6.262000000001322,15,23,1.6031746031746592,GBPUSD
-1.0,-1.1592990840302642,SL,10.044000000000164,16,5,2.436090225563744,GBPUSD
2.0,1.6999249812453177,TP,5.332000000000114,16,13,1.4098360655739077,GBPUSD
-1.0,-1.2774887270204465,SL,5.766000000000382,18,4,1.0813953488372183,GBPUSD
-1.0,-1.1761532533303811,SL,9.08300000000084,16,10,1.0244755244755308,GBPUSD
2.0,1.745749245193049,TP,6.292999999999438,16,4,1.526315789473605,GBPUSD
-1.0,-1.1051179291767896,SL,15.221000000000817,2,5,3.04968944099398,GBPUSD
-1.0,-1.1051179291767896,SL,15.221000000000817,23,5,3.04968944099398,GBPUSD
2.0,1.8102466793168979,TP,8.43200000000044,11,6,2.7199999999997515,GBPUSD
-1.0,-1.1870032725572792,SL,8.555999999999564,18,9,1.1744680851063867,GBPUSD
-1.0,-1.1792114695340226,SL,8.92800000000138,23,13,2.267716535433276,GBPUSD
-1.0,-1.4230565838182152,SL,3.781999999998842,0,22,1.5641025641025568,GBPUSD
-1.0,-1.1985111662531356,SL,8.059999999998624,23,2,1.2206572769952948,GBPUSD
-1.0,-1.1985111662531356,SL,8.059999999998624,0,2,1.2206572769952948,GBPUSD
2.0,1.8725607327757943,TP,12.55500000000076,2,5,5.704225352112923,GBPUSD
2.0,1.8725607327757943,TP,12.55500000000076,23,5,5.704225352112923,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,0,8,1.0440251572327142,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,23,8,1.0440251572327142,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,0,8,1.0440251572327142,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,20,8,1.0440251572327142,GBPUSD
-1.0,-1.1509149217128907,SL,10.601999999999556,0,9,1.7538461538460364,GBPUSD
2.0,1.8983997967995927,TP,15.747999999999873,20,10,1.9242424242424319,GBPUSD
-1.0,-1.1228878648233358,SL,13.020000000001364,2,13,1.153846153846121,GBPUSD
-1.0,-1.1228878648233358,SL,13.020000000001364,23,13,1.153846153846121,GBPUSD
-1.0,-1.1228878648233358,SL,13.020000000001364,11,13,1.153846153846121,GBPUSD
-1.0,-1.0986862394374854,SL,16.213000000000477,11,14,2.1701244813279157,GBPUSD
2.0,1.7033741193918381,TP,5.393999999998567,17,2,1.0807453416148898,GBPUSD
-1.0,-1.3147128245476223,SL,5.083999999999644,17,4,2.1298701298704144,GBPUSD
-1.0,-1.1836758121915025,SL,8.710999999999025,23,2,1.7345679012346034,GBPUSD
2.0,1.8983997967995927,TP,15.747999999999873,23,10,1.2124105011933355,GBPUSD
-1.0,-1.0657489213067604,SL,24.334999999999773,16,7,1.7800453514739827,GBPUSD
-1.0,-1.184992484680345,SL,8.648999999998352,23,1,1.8116883116882434,GBPUSD
-1.0,-1.184992484680345,SL,8.648999999998352,9,1,1.8116883116882434,GBPUSD
2.0,1.9105495611337886,TP,17.887000000000874,23,2,1.923333333333278,GBPUSD
2.0,1.9105495611337886,TP,17.887000000000874,9,2,1.923333333333278,GBPUSD
2.0,1.9105495611337886,TP,17.887000000000874,23,2,1.923333333333278,GBPUSD
2.0,1.9105495611337886,TP,17.887000000000874,23,2,1.923333333333278,GBPUSD
-1.0,-1.17378081894211,SL,9.206999999999965,23,9,1.2913043478260684,GBPUSD
-1.0,-1.17378081894211,SL,9.206999999999965,9,9,1.2913043478260684,GBPUSD
-1.0,-1.0992555831265405,SL,16.12000000000169,16,18,1.6666666666666905,GBPUSD
2.0,1.8837547224644045,TP,13.764000000000554,16,2,1.8423236514522643,GBPUSD
-1.0,-1.1617959348771247,SL,9.889000000000703,16,12,1.0031446540880709,GBPUSD
2.0,1.6339510409517934,TP,4.371000000000791,20,7,1.3428571428572758,GBPUSD
-1.0,-1.0732097918096561,SL,21.854999999999514,20,8,2.962184873949796,GBPUSD
2.0,1.8431218746935916,TP,10.198999999999625,19,0,1.1963636363636287,GBPUSD
2.0,1.9188476364374143,TP,19.716000000000733,23,6,1.6142131979695917,GBPUSD
2.0,1.9188476364374143,TP,19.716000000000733,14,6,1.6142131979695917,GBPUSD
2.0,1.8582063098192168,TP,11.284000000000294,14,11,1.318840579710131,GBPUSD
2.0,1.9309064213844636,TP,23.157000000000316,20,10,1.4255725190840103,GBPUSD
-1.0,-1.2567806130636732,SL,6.231000000000986,8,7,1.2721518987342884,GBPUSD
-1.0,-1.0546746856205578,SL,29.263999999999957,20,12,2.5722070844686526,GBPUSD
-1.0,-1.0546746856205578,SL,29.263999999999957,23,12,2.5722070844686526,GBPUSD
-1.0,-1.0665972944849091,SL,24.02500000000085,23,13,1.793981481481473,GBPUSD
2.0,1.942715978661704,TP,27.93100000000104,2,15,1.1123456790123416,GBPUSD
2.0,1.942715978661704,TP,27.93100000000104,23,15,1.1123456790123416,GBPUSD
2.0,1.942715978661704,TP,27.93100000000104,23,15,1.1123456790123416,GBPUSD
-1.0,-1.0886819643055077,SL,18.042000000000336,20,2,3.095744680850859,GBPUSD
-1.0,-1.2633311389071098,SL,6.076000000001525,23,2,1.042553191489402,GBPUSD
-1.0,-1.0986862394374854,SL,16.213000000000477,23,3,1.7550335570469384,GBPUSD
-1.0,-1.1798358997415097,SL,8.896999999998823,23,4,1.1343873517786631,GBPUSD
2.0,1.8366680277664302,TP,9.795999999999694,20,9,1.0063694267516343,GBPUSD
2.0,1.6927803379415556,TP,5.207999999998769,23,4,1.1506849315067702,GBPUSD
-1.0,-1.2949308755759759,SL,5.425000000001123,23,5,1.174496644295254,GBPUSD
-1.0,-1.1034326717951948,SL,15.469000000001287,23,10,1.4851190476190494,GBPUSD
2.0,1.9542438801189654,TP,34.96799999999966,2,11,4.904347826087005,GBPUSD
2.0,1.9542438801189654,TP,34.96799999999966,7,11,4.904347826087005,GBPUSD
-1.0,-1.051000892515618,SL,31.37200000000062,23,12,2.5948717948717612,GBPUSD
2.0,1.8340421118141312,TP,9.641000000000233,21,17,1.1476014760147324,GBPUSD
-1.0,-1.1798358997415097,SL,8.896999999998823,21,18,1.8397435897436791,GBPUSD
-1.0,-1.086890409471055,SL,18.41399999999993,21,23,4.040816326530424,GBPUSD
-1.0,-1.102814548258578,SL,15.562000000000076,0,0,2.5743589743588307,GBPUSD
-1.0,-1.123181153283559,SL,12.988999999998807,22,2,2.602484472049816,GBPUSD
-1.0,-1.107526881720435,SL,14.879999999999338,0,4,2.0600858369098853,GBPUSD
-1.0,-1.107526881720435,SL,14.879999999999338,22,4,2.0600858369098853,GBPUSD
-1.0,-1.107526881720435,SL,14.879999999999338,23,4,2.0600858369098853,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,21,5,1.8547486033519927,GBPUSD
2.0,1.8445394481150503,TP,10.292000000000634,23,5,1.8547486033519927,GBPUSD
-1.0,-1.260671228413165,SL,6.137999999999977,21,6,1.867924528301867,GBPUSD
-1.0,-1.260671228413165,SL,6.137999999999977,23,6,1.867924528301867,GBPUSD
2.0,1.8850492133055536,TP,13.919000000000015,0,12,1.0924574209245304,GBPUSD
2.0,1.8850492133055536,TP,13.919000000000015,23,12,1.0924574209245304,GBPUSD
2.0,1.7419354838709946,TP,6.200000000000649,21,2,1.612903225806284,GBPUSD
2.0,1.8652404615514193,TP,11.873000000000022,13,2,2.6232876712328466,GBPUSD
2.0,1.8915695310382232,TP,14.756000000000213,13,15,1.6301369863013844,GBPUSD
2.0,1.8759305210918116,TP,12.896000000000019,2,12,1.2093023255814044,GBPUSD
2.0,1.8759305210918116,TP,12.896000000000019,15,12,1.2093023255814044,GBPUSD
2.0,1.8826979472140695,TP,13.639999999999208,17,17,1.349693251533713,GBPUSD
2.0,1.8648876878905807,TP,11.842000000001907,17,2,1.776744186046505,GBPUSD
-1.0,-1.3166435780724757,SL,5.052999999999308,17,3,1.1560283687942312,GBPUSD
-1.0,-1.1208733096623167,SL,13.236999999999277,15,11,1.7791666666666963,GBPUSD
2.0,1.9099251252603704,TP,17.76299999999953,13,3,2.0319148936169937,GBPUSD
2.0,1.9099251252603704,TP,17.76299999999953,9,3,2.0319148936169937,GBPUSD
2.0,1.9099251252603704,TP,17.76299999999953,21,3,2.0319148936169937,GBPUSD
-1.0,-1.0955794504181628,SL,16.739999999999533,12,2,4.029850746268854,GBPUSD
-1.0,-1.0924962423401487,SL,17.298000000001146,12,8,1.9442508710801596,GBPUSD
1.1069553102561152,1.0212195906119201,fuera,18.6620000000004,13,11,2.280303030303103,GBPUSD
1.1069553102561152,1.0212195906119201,fuera,18.6620000000004,9,11,2.280303030303103,GBPUSD
1.2704166468714255,1.1944035346095672,fuera,21.04900000000187,21,12,2.1832797427653348,GBPUSD
-1.0,-1.1421843064071808,SL,11.252999999999957,23,3,1.1169230769230922,GBPUSD
-1.0,-1.164372303266916,SL,9.733999999999021,12,9,1.1294964028776673,GBPUSD
-1.0,-1.164372303266916,SL,9.733999999999021,23,9,1.1294964028776673,GBPUSD
-1.0,-1.1686696183850143,SL,9.485999999998551,12,3,1.108695652173906,GBPUSD
-1.0,-1.1686696183850143,SL,9.485999999998551,23,3,1.108695652173906,GBPUSD
-1.0,-1.1686696183850143,SL,9.485999999998551,10,3,1.108695652173906,GBPUSD
-1.0,-1.086453774247588,SL,18.50699999999872,23,8,2.0657439446366466,GBPUSD
2.0,1.8324256388772382,TP,9.547999999999224,21,12,1.4128440366973327,GBPUSD
2.0,1.8324256388772382,TP,9.547999999999224,12,12,1.4128440366973327,GBPUSD
-1.0,-1.1433691756272537,SL,11.159999999998949,21,13,1.9047619047618656,GBPUSD
2.0,1.874725963044168,TP,12.772000000000894,23,2,3.7454545454548684,GBPUSD
2.0,1.874725963044168,TP,12.772000000000894,10,2,3.7454545454548684,GBPUSD
-1.0,-1.2633311389071098,SL,6.076000000001525,12,6,1.0051282051281245,GBPUSD
-1.0,-1.1504749365183877,SL,10.632999999999893,12,8,1.5733944954128716,GBPUSD
-1.0,-1.1280717201632906,SL,12.493000000000087,14,13,1.271293375394357,GBPUSD
2.0,1.8890045091918044,TP,14.414999999998734,14,14,1.363636363636411,GBPUSD
-1.0,-1.2346041055718229,SL,6.820000000000714,12,20,1.10552763819098,GBPUSD
2.0,1.8313303816149857,TP,9.485999999998551,20,2,1.6363636363636365,GBPUSD
2.0,1.8959417273673276,TP,15.376000000000278,14,13,3.844961240309924,GBPUSD
-1.0,-1.2168609379235533,SL,7.378000000000107,22,2,1.2142857142857628,GBPUSD
-1.0,-1.2168609379235533,SL,7.378000000000107,23,2,1.2142857142857628,GBPUSD
-1.0,-1.2168609379235533,SL,7.378000000000107,23,2,1.2142857142857628,GBPUSD
2.0,1.72101133391467,TP,5.735000000002266,23,5,2.6811594202897338,GBPUSD
2.0,1.8499624906226275,TP,10.663999999998008,14,12,1.8105263157894023,GBPUSD
-1.0,-1.0557977332170876,SL,28.675000000000228,23,6,2.6967930029154115,GBPUSD
-1.0,-1.0815369719206973,SL,19.623000000001944,17,7,1.3439490445859783,GBPUSD
-1.0,-1.0815369719206973,SL,19.623000000001944,7,7,1.3439490445859783,GBPUSD
-1.0,-1.0815369719206973,SL,19.623000000001944,22,7,1.3439490445859783,GBPUSD
-1.0,-1.0815369719206973,SL,19.623000000001944,23,7,1.3439490445859783,GBPUSD
-1.0,-1.0815369719206973,SL,19.623000000001944,3,7,1.3439490445859783,GBPUSD
2.0,1.8022494129279734,TP,8.09100000000118,20,17,1.1651785714285616,GBPUSD
2.0,1.8022494129279734,TP,8.09100000000118,2,17,1.1651785714285616,GBPUSD
-1.0,-1.241181790774844,SL,6.6339999999986965,20,19,1.1567567567567114,GBPUSD
-1.0,-1.241181790774844,SL,6.6339999999986965,2,19,1.1567567567567114,GBPUSD
-1.0,-1.241181790774844,SL,6.6339999999986965,10,19,1.1567567567567114,GBPUSD
2.0,1.7765675185030014,TP,7.160999999999973,20,2,1.509803921568619,GBPUSD
2.0,1.7765675185030014,TP,7.160999999999973,10,2,1.509803921568619,GBPUSD
-1.0,-1.2098085496983844,SL,7.626000000000577,11,8,1.1826923076922162,GBPUSD
-1.0,-1.1402524544179595,SL,11.407999999999419,11,9,1.1288343558282548,GBPUSD
2.0,1.7444905780900304,TP,6.261999999999102,23,21,1.1542857142857172,GBPUSD
-1.0,-1.3823178016727524,SL,4.184999999998773,23,1,1.451612903225614,GBPUSD
-1.0,-1.1457991616548318,SL,10.973999999999151,23,2,2.0228571428572937,GBPUSD
-1.0,-1.1457991616548318,SL,10.973999999999151,23,2,2.0228571428572937,GBPUSD
-1.0,-1.1457991616548318,SL,10.973999999999151,22,2,2.0228571428572937,GBPUSD
2.0,1.7726303822651972,TP,7.037000000000848,23,3,1.118226600985232,GBPUSD
-1.0,-1.1843317972350038,SL,8.68000000000091,8,13,1.2669683257918907,GBPUSD
2.0,1.9291031549096083,TP,22.568000000000588,21,14,1.2052980132450164,GBPUSD
-1.0,-1.0674678473539898,SL,23.71500000000193,21,9,1.2988115449914994,GBPUSD
-1.0,-1.0501096147823328,SL,31.930000000002234,21,10,1.8592057761732872,GBPUSD
-1.0,-1.065332788893422,SL,24.490000000001455,23,3,5.000000000000281,GBPUSD
-1.0,-1.125274036955832,SL,12.772000000000894,23,4,1.9712918660287315,GBPUSD
-1.0,-1.0731060952206821,SL,21.88600000000207,0,4,3.377990430622162,GBPUSD
-1.0,-1.0839234198793586,SL,19.06500000000033,23,5,2.18861209964418,GBPUSD
-1.0,-1.2132764596107293,SL,7.502000000001452,8,0,1.2099999999999322,GBPUSD
-1.0,-1.1792114695340226,SL,8.92800000000138,23,2,2.057142857143079,GBPUSD
2.0,1.8686694574407086,TP,12.183000000001165,23,2,2.8071428571431585,GBPUSD
-1.0,-1.133712184522828,SL,11.965999999998811,13,3,1.8037383177569715,GBPUSD
-1.0,-1.103225806451617,SL,15.499999999999403,13,9,1.457725947521881,GBPUSD
