i,ts,lado,entrada,stop,objetivo,riesgo_u,rr,n_obj,tf_obj,tomas,R,motivo,R_neto,ins,coste_R
751,2020-01-06 17:09:00,1,8804.82,8798.25,8844.68,6.569999999999709,6.0669710806700685,1,12H,1,-1.0,SL,-1.2283105022831151,NAS100,0.22831050228311514
814,2020-01-06 17:54:00,-1,1.31584,1.31629,1.30638,4.500000000000615,21.02222222221891,1,4H,2,-1.0,SL,-1.3333333333332877,GBPUSD,0.3333333333332878
766,2020-01-06 18:24:00,1,8816.31,8811.2,8844.68,5.109999999998763,5.551859099805806,1,12H,1,-1.0,SL,-1.2935420743640633,NAS100,0.2935420743640632
787,2020-01-06 20:09:00,1,8823.74,8818.78,8844.68,4.959999999999127,4.221774193549233,1,12H,1,4.221774193549233,TP,3.9193548387104697,NAS100,0.3024193548387629
800,2020-01-06 21:14:00,1,8832.79,8826.52,8887.99,6.270000000000437,8.803827751195385,1,1D,1,-1.0,SL,-1.2392344497607488,NAS100,0.2392344497607489
959,2020-01-07 06:04:00,1,1.11859,1.11799,1.12055,5.999999999999339,3.266666666666963,1,4H,1,-1.0,SL,-1.200000000000022,EURUSD,0.20000000000002202
985,2020-01-07 08:14:00,-1,1.11754,1.11791,1.11571,3.6999999999998145,4.945945945946189,1,12H,1,-1.0,SL,-1.3243243243243406,EURUSD,0.32432432432434055
919,2020-01-07 08:54:00,-1,8867.3,8876.64,8827.64,9.340000000000146,4.246252676659447,1,4H,2,4.246252676659447,TP,4.085653104924974,NAS100,0.16059957173447287
993,2020-01-07 08:54:00,-1,1.11834,1.11876,1.11571,4.20000000000087,6.261904761903251,1,12H,1,-1.0,SL,-1.2857142857142265,EURUSD,0.2857142857142265
882,2020-01-07 08:54:00,-1,3251.734,3254.746,3240.934,3.012000000000171,3.5856573705176342,1,4H,2,3.5856573705176342,TP,3.3864541832666495,SPX500,0.1992031872509847
890,2020-01-07 09:34:00,-1,3249.252,3251.3,3240.934,2.048000000000229,4.061523437499426,1,4H,2,4.061523437499426,TP,3.768554687499459,SPX500,0.2929687499999672
951,2020-01-07 11:34:00,1,8854.12,8848.4,8887.99,5.720000000001164,5.921328671327288,1,1D,1,-1.0,SL,-1.2622377622377088,NAS100,0.2622377622377089
998,2020-01-07 15:29:00,1,8848.86,8836.19,8887.99,12.670000000000073,3.0883977900551676,1,1D,1,-1.0,SL,-1.1183898973954216,NAS100,0.11838989739542158
1049,2020-01-07 19:44:00,1,8851.84,8845.85,8887.99,5.989999999999782,6.035058430718022,1,1D,1,-1.0,SL,-1.25041736227046,NAS100,0.25041736227045985
1061,2020-01-07 20:44:00,1,8859.2,8853.17,8887.99,6.030000000000655,4.774461028191696,1,1D,1,-1.0,SL,-1.2487562189054455,NAS100,0.24875621890544564
1153,2020-01-07 22:09:00,1,1.31206,1.31122,1.31643,8.399999999999519,5.202380952381232,1,4H,1,-1.0,SL,-1.1785714285714388,GBPUSD,0.1785714285714388
1159,2020-01-07 22:39:00,1,1.31155,1.31097,1.31643,5.800000000000249,8.413793103447906,1,4H,1,-1.0,SL,-1.2586206896551613,GBPUSD,0.2586206896551613
1161,2020-01-07 22:49:00,1,1.31122,1.31043,1.31643,7.900000000000684,6.594936708860108,1,4H,1,6.594936708860108,TP,6.405063291138606,GBPUSD,0.18987341772150254
1163,2020-01-07 22:59:00,-1,1.31134,1.3119399999999999,1.30633,5.999999999999339,8.35000000000085,1,1D,1,-1.0,SL,-1.2500000000000275,GBPUSD,0.25000000000002753
1077,2020-01-07 23:49:00,1,8724.62,8709.42,8875.64,15.200000000000728,9.935526315788907,2,12H,2,-1.0,SL,-1.098684210526311,NAS100,0.09868421052631107
1176,2020-01-08 00:04:00,-1,1.31105,1.31167,1.30633,6.199999999998429,7.6129032258084735,1,1D,1,-1.0,SL,-1.241935483871029,GBPUSD,0.24193548387102903
1176,2020-01-08 00:04:00,1,107.99,107.92,108.629,6.999999999999318,9.12857142857246,2,4H,1,-1.0,SL,-1.1857142857143037,USDJPY,0.18571428571430382
1083,2020-01-08 00:19:00,1,8706.61,8694.97,8875.64,11.640000000001237,14.521477663228598,2,12H,2,-1.0,SL,-1.1288659793814295,NAS100,0.1288659793814296
1182,2020-01-08 00:34:00,1,107.738,107.64099999999999,108.629,9.700000000000841,9.185567010308537,2,4H,1,9.185567010308537,TP,9.051546391751847,USDJPY,0.13402061855668942
1088,2020-01-08 00:44:00,1,8676.18,8659.97,8875.64,16.210000000000946,12.304750154225015,2,12H,2,12.304750154225015,TP,12.212214682294114,NAS100,0.09253547193090145
1095,2020-01-08 01:19:00,1,8707.97,8691.11,8875.64,16.859999999998763,9.94483985765198,2,12H,2,9.94483985765198,TP,9.855871886121724,NAS100,0.08896797153025564
1102,2020-01-08 01:54:00,1,8739.1,8722.8,8875.64,16.30000000000109,8.376687116563799,2,12H,2,8.376687116563799,TP,8.284662576686504,NAS100,0.09202453987729445
1078,2020-01-08 02:59:00,-1,3226.637,3229.955,3208.634,3.3179999999997563,5.425858951175853,1,1D,1,-1.0,SL,-1.18083182640146,SPX500,0.18083182640145992
1219,2020-01-08 03:39:00,1,108.325,108.259,108.63,6.60000000000025,4.621212121211834,1,1D,1,4.621212121211834,TP,4.424242424242145,USDJPY,0.19696969696968952
1235,2020-01-08 04:59:00,1,108.313,108.265,108.63,4.800000000000182,6.604166666666272,1,1D,1,6.604166666666272,TP,6.3333333333329485,USDJPY,0.2708333333333231
1146,2020-01-08 05:34:00,1,8793.18,8788.43,8875.64,4.75,17.359999999999815,2,12H,2,-1.0,SL,-1.3157894736842106,NAS100,0.3157894736842105
1120,2020-01-08 06:29:00,-1,3226.152,3227.952,3208.634,1.800000000000182,9.732222222221255,1,1D,1,-1.0,SL,-1.3333333333332997,SPX500,0.3333333333332996
1128,2020-01-08 07:09:00,-1,3230.652,3233.14,3208.634,2.487999999999829,8.84967845659226,1,1D,1,-1.0,SL,-1.241157556270113,SPX500,0.24115755627011304
1263,2020-01-08 07:19:00,1,1.31371,1.31308,1.31643,6.299999999999084,4.317460317461034,1,4H,1,4.317460317461034,TP,4.079365079365761,GBPUSD,0.23809523809527272
1264,2020-01-08 07:24:00,-1,1.31371,1.31419,1.30633,4.8000000000003595,15.374999999998728,1,1D,1,-1.0,SL,-1.3124999999999765,GBPUSD,0.3124999999999766
1181,2020-01-08 08:29:00,1,8809.21,8802.13,8875.64,7.079999999999927,9.382768361582059,2,12H,2,9.382768361582059,TP,9.170903954802396,NAS100,0.2118644067796632
1277,2020-01-08 08:29:00,1,108.443,108.399,108.63,4.399999999999693,4.2500000000002425,1,1D,1,4.2500000000002425,TP,3.954545454545676,USDJPY,0.29545454545456606
1146,2020-01-08 08:39:00,-1,3228.955,3231.437,3208.634,2.481999999999971,8.187348912167668,1,1D,1,-1.0,SL,-1.2417405318291728,SPX500,0.24174053182917285
1281,2020-01-08 08:49:00,-1,1.31491,1.31538,1.30633,4.699999999999704,18.255319148937385,1,1D,1,-1.0,SL,-1.3191489361702329,GBPUSD,0.3191489361702328
1153,2020-01-08 09:14:00,-1,3231.646,3234.155,3208.634,2.5090000000000146,9.171781586289374,1,1D,1,-1.0,SL,-1.2391390992427247,SPX500,0.23913909924272478
1162,2020-01-08 09:59:00,-1,3231.643,3234.5,3208.634,2.856999999999971,8.053552677633968,1,1D,1,-1.0,SL,-1.2100105005250283,SPX500,0.21001050052502837
1170,2020-01-08 10:39:00,-1,3235.955,3238.14,3208.634,2.1849999999999454,12.503890160183339,1,1D,1,-1.0,SL,-1.274599542334103,SPX500,0.27459954233410294
1305,2020-01-08 10:49:00,-1,1.3129,1.3137,1.30633,8.00000000000134,8.212499999998581,1,1D,1,-1.0,SL,-1.1874999999999687,GBPUSD,0.1874999999999686
1177,2020-01-08 11:14:00,1,3239.646,3237.652,3248.5,1.9940000000001419,4.440320962888257,1,12H,1,-1.0,SL,-1.3009027081243518,SPX500,0.3009027081243517
1310,2020-01-08 11:14:00,-1,1.31208,1.3125499999999999,1.30633,4.699999999999704,12.234042553192092,1,1D,1,-1.0,SL,-1.3191489361702329,GBPUSD,0.3191489361702328
1189,2020-01-08 12:14:00,1,3240.94,3238.94,3248.5,2.0,3.7799999999999727,1,12H,1,-1.0,SL,-1.3,SPX500,0.3
1203,2020-01-08 13:24:00,-1,3243.434,3246.949,3208.634,3.5149999999998727,9.900426742532416,1,1D,1,-1.0,SL,-1.1706970128022822,SPX500,0.17069701280228214
1346,2020-01-08 14:14:00,-1,1.31243,1.31295,1.30633,5.20000000000076,11.730769230767507,1,1D,1,-1.0,SL,-1.2884615384614964,GBPUSD,0.2884615384614963
1354,2020-01-08 14:54:00,-1,1.31217,1.31294,1.30633,7.699999999999374,7.584415584416289,1,1D,1,-1.0,SL,-1.1948051948052107,GBPUSD,0.19480519480521064
1226,2020-01-08 15:19:00,-1,3246.249,3250.055,3208.634,3.80600000000004,9.883079348397105,1,1D,1,-1.0,SL,-1.1576458223857051,SPX500,0.15764582238570513
1370,2020-01-08 16:14:00,1,1.3092,1.30827,1.31694,9.299999999998754,8.322580645162493,1,4H,2,-1.0,SL,-1.1612903225806668,GBPUSD,0.16129032258066678
1380,2020-01-08 17:04:00,-1,1.31057,1.31117,1.30633,5.999999999999339,7.066666666667481,1,1D,1,-1.0,SL,-1.2500000000000275,GBPUSD,0.25000000000002753
1248,2020-01-08 17:09:00,-1,3258.746,3261.3,3208.634,2.5540000000000873,19.620986687548303,1,1D,1,-1.0,SL,-1.2349256068911432,SPX500,0.23492560689114309
1382,2020-01-08 17:14:00,-1,1.31098,1.31178,1.30633,7.999999999999119,5.812500000000694,1,1D,1,-1.0,SL,-1.1875000000000207,GBPUSD,0.18750000000002065
1461,2020-01-08 23:49:00,-1,109.064,109.108,108.616,4.400000000001114,10.181818181815451,1,4H,1,-1.0,SL,-1.2954545454544706,USDJPY,0.29545454545447064
1474,2020-01-09 00:54:00,-1,109.21,109.254,108.616,4.400000000001114,13.499999999996447,1,4H,1,-1.0,SL,-1.2954545454544706,USDJPY,0.29545454545447064
1537,2020-01-09 06:09:00,-1,1.31175,1.31243,1.30633,6.800000000000139,7.970588235293926,1,1D,1,7.970588235293926,TP,7.749999999999813,GBPUSD,0.22058823529411312
1558,2020-01-09 07:54:00,1,1.31145,1.31083,1.31694,6.200000000000649,8.854838709676484,1,4H,2,-1.0,SL,-1.2419354838709424,GBPUSD,0.2419354838709424
1583,2020-01-09 09:59:00,1,1.30279,1.3016,1.31694,11.899999999998023,11.890756302523073,1,4H,2,-1.0,SL,-1.126050420168088,GBPUSD,0.12605042016808818
1585,2020-01-09 10:09:00,1,1.30302,1.30244,1.31694,5.800000000000249,23.999999999998852,1,4H,2,-1.0,SL,-1.2586206896551613,GBPUSD,0.2586206896551613
1587,2020-01-09 10:19:00,1,1.30277,1.30212,1.31694,6.500000000000394,21.7999999999987,1,4H,2,-1.0,SL,-1.2307692307692168,GBPUSD,0.23076923076921677
1591,2020-01-09 10:39:00,1,1.30384,1.30331,1.31694,5.300000000001415,24.716981132068664,1,4H,2,-1.0,SL,-1.2830188679244527,GBPUSD,0.28301886792445274
1648,2020-01-09 15:24:00,1,1.30481,1.30381,1.31187,10.000000000001119,7.059999999999276,1,4H,1,-1.0,SL,-1.1499999999999833,GBPUSD,0.1499999999999832
1657,2020-01-09 16:09:00,1,1.30491,1.30422,1.31187,6.900000000000794,10.086956521738081,1,4H,1,-1.0,SL,-1.217391304347801,GBPUSD,0.21739130434780105
1576,2020-01-09 19:09:00,1,8975.49,8970.42,9003.51,5.069999999999709,5.526627218935315,1,4H,1,-1.0,SL,-1.2958579881656975,NAS100,0.29585798816569747
1590,2020-01-09 20:19:00,1,8975.18,8970.66,9003.51,4.520000000000437,6.2676991150436265,1,4H,1,-1.0,SL,-1.331858407079614,NAS100,0.33185840707961395
1753,2020-01-10 00:09:00,-1,109.511,109.558,109.317,4.7000000000011255,4.1276595744671525,1,4H,2,-1.0,SL,-1.276595744680785,USDJPY,0.27659574468078485
1845,2020-01-10 07:49:00,1,1.30594,1.3054000000000001,1.31233,5.399999999999849,11.83333333333347,1,12H,1,-1.0,SL,-1.2777777777777855,GBPUSD,0.2777777777777855
1870,2020-01-10 09:54:00,1,1.30651,1.30499,1.31233,15.199999999999658,3.8289473684210966,1,12H,1,-1.0,SL,-1.098684210526318,GBPUSD,0.09868421052631801
1879,2020-01-10 10:39:00,1,1.30611,1.30549,1.31233,6.200000000000649,10.032258064514904,1,12H,1,-1.0,SL,-1.2419354838709424,GBPUSD,0.2419354838709424
1895,2020-01-10 11:59:00,-1,1.3073,1.30778,1.30126,4.8000000000003595,12.583333333332023,1,12H,2,-1.0,SL,-1.3124999999999765,GBPUSD,0.3124999999999766
1961,2020-01-10 17:29:00,-1,1.30659,1.3070599999999999,1.30479,4.699999999999704,3.8297872340428447,2,4H,2,3.8297872340428447,TP,3.510638297872612,GBPUSD,0.3191489361702328
1830,2020-01-13 00:09:00,-1,3267.252,3269.055,3256.055,1.8029999999998836,6.210205213533466,1,1D,1,-1.0,SL,-1.332778702163083,SPX500,0.33277870216308303
1846,2020-01-13 01:29:00,-1,3272.246,3274.052,3256.055,1.80600000000004,8.965116279069711,1,1D,1,-1.0,SL,-1.332225913621255,SPX500,0.3322259136212551
2154,2020-01-13 09:34:00,-1,109.805,109.846,109.528,4.099999999999682,6.756097560976159,2,4H,1,-1.0,SL,-1.317073170731732,USDJPY,0.31707317073173197
1968,2020-01-13 12:59:00,-1,3273.252,3275.249,3256.055,1.9969999999998436,8.611417125689266,1,1D,1,-1.0,SL,-1.3004506760140446,SPX500,0.30045067601404457
2064,2020-01-13 15:19:00,-1,9009.92,9017.68,8913.2,7.760000000000218,12.46391752577276,1,1D,1,-1.0,SL,-1.1932989690721596,NAS100,0.19329896907215952
1997,2020-01-13 15:29:00,-1,3273.852,3275.652,3256.055,1.800000000000182,9.887222222221236,1,1D,1,-1.0,SL,-1.3333333333332997,SPX500,0.3333333333332996
2066,2020-01-13 15:29:00,-1,9014.9,9019.68,8913.2,4.780000000000655,21.27615062761192,1,1D,1,-1.0,SL,-1.3138075313807103,NAS100,0.31380753138071016
2230,2020-01-13 15:54:00,1,1.29822,1.29768,1.30269,5.399999999999849,8.27777777777796,1,4H,2,-1.0,SL,-1.2777777777777855,GBPUSD,0.2777777777777855
2014,2020-01-13 16:54:00,-1,3279.5,3281.449,3256.055,1.9490000000000691,12.029245767059688,1,1D,1,-1.0,SL,-1.3078501795792605,SPX500,0.3078501795792605
2400,2020-01-14 06:04:00,1,1.29901,1.29854,1.30269,4.699999999999704,7.829787234042844,2,4H,2,-1.0,SL,-1.3191489361702329,GBPUSD,0.3191489361702328
2416,2020-01-14 07:24:00,1,1.29729,1.2968,1.30269,4.900000000001015,11.020408163262717,2,4H,2,-1.0,SL,-1.3061224489795284,GBPUSD,0.30612244897952845
2420,2020-01-14 07:44:00,1,1.29713,1.29639,1.30269,7.399999999999629,7.513513513513903,2,4H,2,-1.0,SL,-1.2027027027027128,GBPUSD,0.20270270270271287
2423,2020-01-14 07:59:00,1,1.29788,1.29729,1.30269,5.899999999998684,8.152542372883142,2,4H,2,-1.0,SL,-1.2542372881356498,GBPUSD,0.25423728813564994
2427,2020-01-14 08:19:00,1,1.29664,1.29532,1.30269,13.199999999999878,4.583333333333291,2,4H,2,4.583333333333291,TP,4.469696969696926,GBPUSD,0.11363636363636469
2172,2020-01-14 08:19:00,1,3280.755,3277.94,3295.455,2.8150000000000546,5.222024866784914,1,4H,1,-1.0,SL,-1.2131438721136725,SPX500,0.21314387211367258
2198,2020-01-14 10:29:00,1,3289.234,3287.24,3295.455,1.9940000000001419,3.1198595787359884,1,4H,1,-1.0,SL,-1.3009027081243518,SPX500,0.3009027081243517
2206,2020-01-14 11:09:00,-1,3285.234,3287.249,3267.34,2.0149999999998727,8.880397022332957,1,12H,2,-1.0,SL,-1.2977667493796714,SPX500,0.2977667493796714
2281,2020-01-14 11:09:00,-1,9060.3,9065.99,8987.83,5.690000000000509,12.736379613355512,1,12H,3,-1.0,SL,-1.26362038664321,NAS100,0.26362038664321014
2331,2020-01-14 15:19:00,-1,9051.69,9057.72,8987.83,6.029999999998836,10.590381426204463,1,12H,3,-1.0,SL,-1.2487562189055206,NAS100,0.24875621890552066
2256,2020-01-14 15:19:00,-1,3282.549,3285.1,3267.34,2.550999999999931,5.961975695805663,1,12H,2,-1.0,SL,-1.2352018816150592,SPX500,0.23520188161505928
2357,2020-01-14 17:29:00,-1,9062.71,9068.1,8987.83,5.390000000001237,13.892393320961412,1,12H,3,-1.0,SL,-1.2782931354359288,NAS100,0.2782931354359287
2290,2020-01-14 18:09:00,-1,3292.35,3294.337,3267.34,1.98700000000008,12.586814292903249,1,12H,2,-1.0,SL,-1.3019627579265103,SPX500,0.30196275792651023
2294,2020-01-14 18:29:00,-1,3293.1,3294.9,3267.34,1.800000000000182,14.311111111109534,1,12H,2,-1.0,SL,-1.3333333333332997,SPX500,0.3333333333332996
2299,2020-01-14 18:54:00,-1,3286.352,3288.555,3267.34,2.2029999999999745,8.630049931911001,1,12H,2,-1.0,SL,-1.2723558783477107,SPX500,0.2723558783477108
2374,2020-01-14 18:54:00,-1,9046.65,9057.71,8987.83,11.05999999999949,5.318264014466765,1,12H,3,-1.0,SL,-1.1356238698010912,NAS100,0.13562386980109123
2379,2020-01-14 19:19:00,-1,9033.36,9038.93,8987.83,5.569999999999709,8.174147217235733,1,12H,3,-1.0,SL,-1.2692998204668005,NAS100,0.2692998204668004
2310,2020-01-14 19:49:00,-1,3287.552,3290.034,3267.34,2.481999999999971,8.143432715552064,1,12H,2,-1.0,SL,-1.2417405318291728,SPX500,0.24174053182917285
2370,2020-01-15 02:39:00,-1,3278.549,3281.555,3267.34,3.005999999999858,3.7288755821691155,2,12H,2,-1.0,SL,-1.199600798403203,SPX500,0.19960079840320302
2377,2020-01-15 03:14:00,-1,3278.355,3280.337,3267.34,1.981999999999971,5.557517658930391,2,12H,2,-1.0,SL,-1.30272452068618,SPX500,0.30272452068618
2453,2020-01-15 03:14:00,-1,9014.24,9018.96,8987.83,4.719999999999345,5.595338983051593,2,12H,3,-1.0,SL,-1.3177966101695358,NAS100,0.31779661016953564
2693,2020-01-15 06:29:00,-1,1.3038,1.3043,1.2993,4.999999999999449,9.000000000001332,1,4H,1,9.000000000001332,TP,8.7000000000013,GBPUSD,0.300000000000033
2429,2020-01-15 07:59:00,-1,3283.555,3285.355,3267.34,1.800000000000182,9.008333333332251,2,12H,2,-1.0,SL,-1.3333333333332997,SPX500,0.3333333333332996
2431,2020-01-15 08:09:00,-1,3284.352,3286.4,3267.34,2.048000000000229,8.306640624998932,2,12H,2,-1.0,SL,-1.2929687499999671,SPX500,0.2929687499999672
2724,2020-01-15 09:09:00,1,1.11284,1.11247,1.11469,3.6999999999998145,5.0,1,1D,1,5.0,TP,4.6756756756756594,EURUSD,0.32432432432434055
2732,2020-01-15 09:44:00,1,1.29926,1.29877,1.3045,4.900000000001015,10.693877551018012,1,1D,1,-1.0,SL,-1.3061224489795284,GBPUSD,0.30612244897952845
2751,2020-01-15 11:19:00,1,1.30238,1.30179,1.3045,5.9000000000009045,3.59322033898233,1,1D,1,-1.0,SL,-1.2542372881355544,GBPUSD,0.25423728813555424
2753,2020-01-15 11:29:00,1,1.3021,1.3014000000000001,1.3045,6.999999999999229,3.428571428571746,1,1D,1,-1.0,SL,-1.214285714285738,GBPUSD,0.2142857142857379
2760,2020-01-15 12:04:00,1,1.30147,1.30093,1.3045,5.399999999999849,5.611111111111431,1,1D,1,-1.0,SL,-1.2777777777777855,GBPUSD,0.2777777777777855
2782,2020-01-15 13:54:00,1,1.30057,1.30005,1.3045,5.20000000000076,7.557692307691183,1,1D,1,7.557692307691183,TP,7.2692307692296865,GBPUSD,0.2884615384614963
2784,2020-01-15 14:04:00,-1,1.30083,1.30157,1.29733,7.399999999999629,4.729729729729746,1,12H,1,-1.0,SL,-1.2027027027027128,GBPUSD,0.20270270270271287
2584,2020-01-15 14:09:00,-1,9034.2,9038.71,8987.83,4.509999999998399,10.281596452331986,2,12H,3,-1.0,SL,-1.3325942350333775,NAS100,0.3325942350333775
2601,2020-01-15 15:34:00,-1,9064.7,9069.91,8987.83,5.209999999999127,14.754318618044852,2,12H,3,-1.0,SL,-1.287907869481814,NAS100,0.28790786948181407
2604,2020-01-15 15:49:00,-1,9073.69,9080.72,8987.83,7.029999999998836,12.21337126600495,2,12H,3,-1.0,SL,-1.2133712660028804,NAS100,0.21337126600288028
2811,2020-01-15 16:19:00,1,1.30237,1.30185,1.3045,5.20000000000076,4.096153846153181,1,1D,1,4.096153846153181,TP,3.8076923076916844,GBPUSD,0.2884615384614963
2529,2020-01-15 16:24:00,-1,3294.734,3296.752,3267.34,2.018000000000029,13.57482656095113,2,12H,2,-1.0,SL,-1.297324083250739,SPX500,0.297324083250739
2533,2020-01-15 16:44:00,-1,3297.443,3299.5,3267.34,2.056999999999789,14.634419056880484,2,12H,2,-1.0,SL,-1.2916869227029955,SPX500,0.2916869227029954
2624,2020-01-15 17:29:00,-1,9064.34,9069.99,8987.83,5.649999999999636,13.541592920354892,2,12H,3,-1.0,SL,-1.2654867256637339,NAS100,0.26548672566373394
2545,2020-01-15 17:44:00,-1,3294.752,3297.3,3267.34,2.548000000000229,10.758241758240715,2,12H,2,-1.0,SL,-1.2354788069073572,SPX500,0.23547880690735715
2627,2020-01-15 17:44:00,-1,9063.87,9069.89,8987.83,6.019999999998618,12.631229235883444,2,12H,3,-1.0,SL,-1.249169435216004,NAS100,0.24916943521600407
2639,2020-01-15 18:44:00,-1,9044.4,9050.5,8987.83,6.100000000000364,9.273770491802678,2,12H,3,-1.0,SL,-1.2459016393442477,NAS100,0.24590163934424764
2907,2020-01-16 00:24:00,-1,109.959,110.0,109.788,4.099999999999682,4.170731707317555,1,4H,2,-1.0,SL,-1.317073170731732,USDJPY,0.31707317073173197
2862,2020-01-16 15:04:00,-1,9094.34,9100.6,8966.91,6.260000000000218,20.35623003194822,1,1D,2,-1.0,SL,-1.239616613418522,NAS100,0.239616613418522
2864,2020-01-16 15:14:00,-1,9099.42,9104.395,8966.91,4.975000000000364,26.63517587939508,1,1D,2,-1.0,SL,-1.3015075376884202,NAS100,0.30150753768842015
3104,2020-01-16 16:44:00,-1,1.30711,1.30764,1.30252,5.299999999999194,8.66037735849206,1,4H,1,-1.0,SL,-1.2830188679245713,GBPUSD,0.2830188679245713
3107,2020-01-16 16:59:00,-1,1.30758,1.30825,1.30252,6.699999999999484,7.552238805970827,1,4H,1,-1.0,SL,-1.2238805970149427,GBPUSD,0.22388059701494262
3114,2020-01-16 17:34:00,-1,1.30717,1.30768,1.30252,5.1000000000001044,9.117647058823428,1,4H,1,-1.0,SL,-1.2941176470588176,GBPUSD,0.2941176470588175
3120,2020-01-16 18:04:00,-1,1.30726,1.3079,1.30252,6.399999999999739,7.406250000000596,1,4H,1,-1.0,SL,-1.2343750000000095,GBPUSD,0.23437500000000955
2934,2020-01-16 21:04:00,-1,9122.62,9128.36,8966.91,5.739999999999782,27.127177700349627,1,1D,2,-1.0,SL,-1.2613240418118568,NAS100,0.26132404181185664
3296,2020-01-17 08:49:00,-1,1.11354,1.11392,1.11185,3.8000000000004697,4.447368421052001,1,1D,1,4.447368421052001,TP,4.13157894736783,EURUSD,0.3157894736841715
3135,2020-01-17 15:34:00,-1,9147.88,9152.49,9125.41,4.610000000000582,4.874186550975382,1,4H,1,4.874186550975382,TP,4.548806941430954,NAS100,0.32537960954442746
3191,2020-01-17 20:14:00,1,9141.69,9133.94,9171.88,7.75,3.8954838709675728,1,4H,1,3.8954838709675728,TP,3.7019354838707987,NAS100,0.1935483870967742
3459,2020-01-19 22:24:00,-1,110.129,110.194,109.928,6.499999999999773,3.0923076923079176,2,12H,4,-1.0,SL,-1.200000000000007,USDJPY,0.200000000000007
3866,2020-01-21 08:19:00,1,1.10893,1.10854,1.11425,3.8999999999989043,13.64102564102945,1,1D,1,-1.0,SL,-1.307692307692394,EURUSD,0.30769230769239414
3877,2020-01-21 09:09:00,-1,1.30118,1.30173,1.29952,5.5000000000005045,3.018181818181532,1,4H,1,-1.0,SL,-1.2727272727272476,GBPUSD,0.2727272727272477
