i,alcista,d,vuelve,base,r3,velas
15,True,1.318612176214917,1.0,0.7445525052320572,1.8885850007197496,1.0
17,False,0.0017495750884987686,1.0,0.9971069801797365,0.3390756065979939,1.0
19,True,0.20581880006127223,1.0,0.9540194509417703,0.5389746521821872,1.0
26,True,0.426578550286214,1.0,0.9078542410439493,0.43125000000000435,34.0
27,True,0.0705818801524545,1.0,0.9806106118429152,0.7543664065403007,2.0
31,True,2.3597437896166014,1.0,0.5943616890311461,3.4582043343652575,12.0
32,True,0.5768632236099617,1.0,0.8776929705773728,0.7329453894360106,4.0
33,True,0.31879696020490056,1.0,0.9302597562476917,0.418956882863077,1.0
42,False,0.5671784680983744,1.0,0.9159177643727687,0.41354903943376853,2.0
45,True,0.04336451182691256,1.0,0.9871352948418072,0.785986975072989,4.0
55,False,0.807239801570345,1.0,0.8792933645204973,0.9180555555555674,1.0
61,False,0.6207121500863672,1.0,0.9085928844023144,0.4217536071032208,11.0
65,True,0.611412713460267,1.0,0.8715991628708606,1.1451718852638515,2.0
72,True,0.5535871987572005,1.0,0.8821863843407608,1.2604166666666723,7.0
73,True,0.2395274127773427,1.0,0.9471869998768928,0.5557851239669628,1.0
75,False,0.22310533486047968,1.0,0.9642989043456851,0.9186351706036421,1.0
84,True,0.552420623271914,0.0,0.8824325987935492,0.6624624958328771,
86,True,0.5360978326449168,0.0,0.885571833066601,0.2275318066157752,
89,True,0.1334692342195016,1.0,0.9676843530715253,0.2457098283931485,1.0
91,False,0.27189966596757703,1.0,0.9568509171488366,0.5028735632183882,1.0
95,True,0.8814074548807438,1.0,0.8235257909639295,0.726507713885014,5.0
96,True,0.08274079788232185,1.0,0.9780869137018343,0.5247104247104326,2.0
101,False,0.6175621868919576,1.0,0.9089006524682999,0.45554035567717915,5.0
118,True,0.38776251536662293,1.0,0.9156099963067832,0.7659504674430192,2.0
125,True,0.5665130621459765,1.0,0.8796626861996799,0.6160520607375227,1.0
131,True,0.25134826366057467,1.0,0.9441708728302352,0.8759018759018586,1.0
136,True,0.5202361390360088,1.0,0.8890188354056383,1.4618494188983024,3.0
143,True,0.2665209978535659,1.0,0.9410931921703805,0.387172011661793,8.0
145,True,0.058084097634558005,1.0,0.9838729533423612,0.4728789986091885,1.0
152,False,0.690450259682156,1.0,0.8976978948664287,0.5844940867280094,11.0
154,False,0.4008971233056094,1.0,0.9365382247937954,0.4924338685456676,1.0
158,True,0.18491305587228218,1.0,0.958389757478764,0.34359941336683497,1.0
164,True,0.8927356829334943,1.0,0.8217407361812139,1.2283464566928743,5.0
165,True,0.3531447954998677,1.0,0.9233657515696171,0.5085470085469763,3.0
174,True,0.799975277924253,1.0,0.8392219623291888,2.3475770925111106,1.0
179,True,0.906309449323838,0.0,0.8192785916533301,1.263321167883208,
180,True,0.726433713927352,1.0,0.8519635602609873,0.7337859309548105,10.0
190,False,0.5537801489730666,1.0,0.9179490336082728,1.5571591340676327,1.0
193,True,1.7562311748020505,1.0,0.6772744060076327,2.2671206225680534,4.0
194,True,0.21508937354335092,1.0,0.9522343961590546,0.4994422037243565,2.0
197,False,0.9078969043760539,1.0,0.8629816570232672,0.9439900867410159,2.0
200,True,1.1472760278614946,1.0,0.7734827034346916,0.7431660702048375,36.0
203,True,0.4606783335102049,1.0,0.9016373261110427,0.7639296187683409,11.0
204,True,0.14384909912540209,1.0,0.9658992982888096,0.468330134357013,1.0
210,True,1.0563550814854932,1.0,0.7909023759694694,0.9777070063693754,2.0
213,False,0.5283900046495025,1.0,0.9207189462021421,1.070801638385032,50.0
214,False,0.9340260110564456,1.0,0.858919118552259,1.375227686703086,49.0
221,False,0.362812368194193,1.0,0.9415856210759571,1.4881889763779634,1.0
225,False,0.04435583901538897,1.0,0.9899667610488736,0.44921874999995626,1.0
227,True,0.32391333407185224,1.0,0.9290286839837498,0.5111162575266068,1.0
229,False,1.3057802989548766,1.0,0.8050597070048011,1.1408379606259451,12.0
230,False,0.24493154264690445,1.0,0.9610981164594362,0.2831858407079765,1.0
237,False,0.4067778999703478,1.0,0.9357995814354303,0.7593093405450907,1.0
239,True,0.3056729755897153,1.0,0.9317985965776191,0.8598820058997313,1.0
245,False,0.4796980575130543,1.0,0.9265049858426689,0.4585635359115928,1.0
253,False,1.1971568574839122,1.0,0.8203865566908778,0.6390593047034783,4.0
254,False,0.1701306041352727,1.0,0.9716237843161394,0.4847999999999956,2.0
257,True,1.0738417261226216,1.0,0.787393820017235,0.9619896762083272,10.0
258,True,0.952212619618345,1.0,0.8096762279945833,1.18422764227647,8.0
259,True,0.9340002103561874,1.0,0.8139234273051827,0.7761911300288232,7.0
264,True,0.5651974909582163,1.0,0.8798473470392711,0.9028848545138078,1.0
266,False,0.8249006916447084,1.0,0.8762772374738397,0.6491557223264484,14.0
267,False,0.6582359857018385,1.0,0.9022528622430137,1.063583815028911,6.0
277,True,0.20948926803942947,1.0,0.9530345931306168,0.5436893203883661,1.0
287,True,1.0137083383948535,1.0,0.7985965776191062,0.8177662654273775,47.0
288,True,0.49802546680132836,1.0,0.8939431244614059,1.4160611142165014,45.0
292,True,1.231209796946994,1.0,0.7580943001354179,1.3395104895105423,9.0
293,True,0.8197750399334639,1.0,0.8352825310845746,0.7543722265726894,4.0
300,False,0.9237743963399724,1.0,0.8605810661085805,1.4290209790209116,1.0
310,False,0.3042277128289528,1.0,0.951926628093069,1.0386809269162391,1.0
315,True,0.2911849606895894,1.0,0.9344454019450942,0.5549168548552499,1.0
317,False,0.4692854322491047,1.0,0.9282284870121876,1.1609854876813592,1.0
320,True,0.45182636620844374,1.0,0.9030530592145759,0.6513461538461373,3.0
323,False,0.42063018600156565,1.0,0.9338914194263204,1.0316205533596554,15.0
324,False,0.8748224561606219,1.0,0.8691370183429767,1.4444444444445799,14.0
325,False,0.9314886406472049,1.0,0.8594731010710328,1.437665782493248,2.0
326,False,0.6943869484479549,1.0,0.8968361442816694,0.6439114391144112,1.0
338,True,0.9265731736677074,1.0,0.8152160531823218,0.9708554774558426,17.0
339,True,0.07641528378888074,1.0,0.9793179859657762,0.1983047854494164,1.0
343,True,0.15237346996785894,1.0,0.9644220115720793,0.6199999999999818,1.0
345,False,0.19274866636041021,1.0,0.9684845500430875,0.6947580645161063,1.0
347,True,1.3838793245584562,1.0,0.7356272313184784,2.111994469408862,7.0
348,True,0.616331443340583,1.0,0.8707374122861011,0.6088379705401127,1.0
355,False,2.5393285713910356,1.0,0.6338791087036809,1.5891396332863446,1.0
361,True,0.1927078728994341,1.0,0.956420041856457,0.34146341463412067,1.0
367,False,0.8061019548900855,1.0,0.8793549181336945,1.3628509719222024,12.0
368,False,1.0587493200010374,1.0,0.8416225532438755,0.8779714738510319,2.0
369,False,0.2670345479138113,1.0,0.957774221346793,0.545126353790614,1.0
375,False,0.22704645324956338,1.0,0.9637449218269112,0.6804835924006652,1.0
379,True,0.7561963634917317,1.0,0.8471623784316139,0.8823899371069017,1.0
384,True,0.8206670534013407,1.0,0.8351594238581805,1.6888760139049623,10.0
385,True,0.10222391837362538,1.0,0.9739012680044319,0.2813036020583397,2.0
388,False,0.011870502701110695,1.0,0.9953219253970208,0.7844611528822311,1.0
397,False,0.17848946564049825,1.0,0.9707004801181829,0.20991561181434654,1.0
403,False,0.4197490488629841,1.0,0.9340145266527146,0.8201402382360473,1.0
410,True,0.6246828070706871,1.0,0.8691985719561739,1.1766349916153078,1.0
413,False,0.5779444482739214,1.0,0.9147482457220238,0.7031163562603491,6.0
414,False,0.6159411755987377,1.0,0.9093930813738766,1.298190401258906,1.0
431,False,0.24102373864173982,1.0,0.9615289917518158,0.5230328410844497,1.0
435,False,0.27614796088036425,1.0,0.9560507201772744,0.4337042925278349,2.0
438,True,0.2178142095958508,1.0,0.9516188600270836,0.4002375296912058,1.0
441,False,0.26629611281400933,1.0,0.9578357749599902,0.4471264367815922,1.0
456,True,0.31495124001632907,1.0,0.9306906315400714,0.45165975103737827,1.0
458,False,0.41676806858244314,1.0,0.9343222947187,0.610621242484974,10.0
460,False,0.46518402669344644,1.0,0.9285362550781731,1.2612826603325857,7.0
461,False,0.33845738674019166,1.0,0.9465099101317247,0.6425612052730828,6.0
463,False,0.8412175803636545,1.0,0.8742459682383356,0.48927168328799286,3.0
467,True,2.6580287369356546,0.0,0.5545365012926259,1.1612364243943052,
468,True,1.0999970675943824,1.0,0.7822848701218761,0.5741007194244674,47.0
469,True,1.4066260322150947,1.0,0.7316878000738644,1.097744360902252,46.0
489,True,0.43392072804579496,1.0,0.9065616151668103,0.8343016500116234,1.0
497,True,2.3945867690188103,1.0,0.5891911855225902,0.6264511324308913,17.0
498,True,0.12030443345591603,1.0,0.9705158192785917,0.3594405594405676,15.0
508,True,0.4923876509768776,1.0,0.8952357503385449,0.654139290407376,1.0
514,False,4.730440728375289,0.0,0.39400467807460293,2.2639275766017084,
515,False,0.20820415316135737,0.0,0.9663301735811892,0.39826207320824975,
523,True,0.3696561750490618,1.0,0.9201034100701712,0.7091446881932878,4.0
524,True,0.3517093528260407,1.0,0.9236735196356026,0.9002433090023483,2.0
535,True,0.19084909441336828,1.0,0.9566047026960482,0.5461538461538257,1.0
537,False,0.5917231401284726,0.0,0.9130862981657023,0.34099616858237297,
538,False,1.3064342976835512,1.0,0.8049981533916041,1.1685393258427212,48.0
539,False,0.8660954875400652,1.0,0.8706758586729041,0.6932692307692235,9.0
540,False,0.6271621938512745,1.0,0.9076080265911609,0.6035420889789712,5.0
548,True,0.2740404116728797,1.0,0.938877262095285,0.5143513203214695,7.0
550,True,0.3280398513121995,1.0,0.9281669333989905,0.5480082892010288,1.0
556,False,0.3052514977342253,1.0,0.9516804136402807,0.3127336448598308,4.0
562,False,0.6239735719163373,1.0,0.9081004554967377,0.4521178637200759,3.0
570,True,0.7546009690205723,1.0,0.8474701464975994,1.399224806201551,10.0
571,True,0.5782819662536486,1.0,0.8776314169641758,0.9385041551247205,2.0
585,True,0.06352853532455303,1.0,0.9828265419180106,0.4446289725975573,1.0
593,True,0.15720798590000407,1.0,0.9634371537609258,0.7924528301887076,1.0
600,True,0.7999545093216435,1.0,0.8392219623291888,0.5324854428440159,2.0
617,True,0.5486589567176312,1.0,0.8832327957651114,0.7565588773642299,13.0
618,True,0.06959008347456518,1.0,0.9807337190693094,0.46774193548387,2.0
631,False,0.2877595936572121,0.0,0.9543272190077557,1.1067027027026868,
635,False,0.2524413986536739,1.0,0.9599901514218885,0.35380026740718606,2.0
642,False,0.3397558308671568,1.0,0.9462636956789363,0.28399603792271577,1.0
644,True,0.29535392221317647,1.0,0.9335220977471378,0.5134668966432401,1.0
646,True,0.33699162751570183,1.0,0.9263818786162747,0.6578533207428408,1.0
648,False,0.3475546734979782,1.0,0.9451557306413887,0.5223121387283353,2.0
665,False,0.39475563976029365,1.0,0.9374615289917518,0.5412521942656068,1.0
668,True,0.387129823826315,1.0,0.9156715499199803,0.5182584269663078,1.0
671,False,0.1451597392414574,1.0,0.9755632155607534,0.7025510204081755,1.0
673,True,0.2805277749001321,1.0,0.9373999753785547,0.9195657537626373,1.0
678,False,0.4420642555585459,1.0,0.9316139357380279,0.5780898876404562,1.0
703,True,0.5493028535773528,1.0,0.8831712421519143,0.5172786177105797,7.0
710,False,0.6432774745772585,0.0,0.9050227748368829,0.5810097039675683,
711,False,0.177238985865947,0.0,0.9708235873445771,0.4820295983087085,
714,False,1.7044047105388231,1.0,0.7468915425335467,2.152771618625136,34.0
715,False,0.44473082464153585,1.0,0.9313061676720423,0.45627768050264084,1.0
732,True,0.31921411329239846,1.0,0.9301366490212976,0.24000000000001642,1.0
736,False,0.40240967604897826,1.0,0.9362920103410071,0.5820433436532666,1.0
747,True,0.7226425404428353,1.0,0.8523328819401699,0.5348837209302325,3.0
751,False,0.6745002033548756,1.0,0.8996676104887357,0.5427769985974692,17.0
753,False,0.3222752689495056,1.0,0.9491567154991998,1.0049972237645832,15.0
755,False,0.2131483803059128,1.0,0.9654684229964299,0.9856479527227188,13.0
766,True,0.3929918444129697,1.0,0.9146866921088268,1.0645087759288558,1.0
769,True,0.953667998404481,1.0,0.809491567154992,0.4473976405274013,30.0
776,False,0.09407772989113354,1.0,0.9833805244367845,0.6075439101641675,1.0
778,True,0.656813095523911,1.0,0.8637203003816324,0.9694277501959859,17.0
790,False,0.06040637702399016,1.0,0.9880585990397637,0.23904202440126734,1.0
796,False,0.02699388499299939,1.0,0.9926751200295457,0.41608961303461367,1.0
800,False,0.33676472666347157,1.0,0.9470023390373015,0.9241751881150294,1.0
819,True,0.8891316993575021,1.0,0.8221100578603964,3.015830115830181,1.0
821,False,0.8629053820780012,0.0,0.871291394804875,0.9700854700855448,
822,False,0.8049078643248939,0.0,0.8795395789732857,1.0720264317180082,
823,False,0.5716490603761903,1.0,0.9152406746276006,0.7972056708444913,2.0
824,False,0.25171906475851413,1.0,0.9601748122614797,0.6701030927834629,1.0
826,True,0.7244250912665139,1.0,0.8520866674873815,0.827906976744235,7.0
833,False,0.2788110763111105,1.0,0.9555582912716977,0.5531068258341332,2.0
841,True,0.4401804439088085,1.0,0.905699864582051,0.8421052631578549,4.0
851,False,0.5070188884349568,1.0,0.9235504124092084,0.682508833922289,19.0
852,False,0.7452307809819383,1.0,0.8897574787640035,1.7817758219000615,16.0
853,False,0.6246384451154781,1.0,0.9079773482703435,0.47261368589276637,3.0
857,True,0.4424852307520611,1.0,0.9048996676104888,0.5410614525139782,1.0
859,False,1.1706314948148488,1.0,0.8246953096146744,2.246747967479659,4.0
860,False,0.18852984324080457,1.0,0.9692231934014527,0.5265062420843241,2.0
868,True,0.974810426586179,1.0,0.8054290286839838,1.3990654205608264,1.0
877,False,0.3059111481102527,1.0,0.9516804136402807,0.5525216832637315,2.0
878,False,0.3685737015735867,1.0,0.9409085313307891,1.4308139534883568,1.0
881,False,0.5584238793118624,1.0,0.9171488366367105,1.394787814756162,1.0
885,True,1.3534555520843194,0.0,0.7396897697894866,1.1453612654980725,
886,True,0.6333467191894258,1.0,0.8676597316262464,0.5959935299240939,2.0
887,True,0.2234157465593273,1.0,0.9503877877631417,0.4947807933194439,1.0
889,False,0.40223138091772065,1.0,0.9362920103410071,0.9625431246919557,2.0
892,True,0.07543377242290372,0.0,0.9797488612581559,0.2990506329113753,
894,True,0.036016346053739164,1.0,0.9884279207189463,0.46486775313920325,1.0
908,False,0.6584930033862868,1.0,0.9021913086298166,1.7590747330961138,1.0
919,True,0.6778004792132089,1.0,0.8608272805613689,1.0208768267223183,1.0
924,True,0.44261485928189437,1.0,0.9048996676104888,1.0333208536128566,44.0
931,True,0.23187959846205564,1.0,0.9490336082728056,0.5013619030324925,36.0
939,True,0.6895618687299211,1.0,0.858857564939062,1.0321022727272888,1.0
940,True,0.19192922773237495,1.0,0.9565431490828512,0.7597027250206336,1.0
954,False,0.28696634586655445,1.0,0.9544503262341499,0.6373008434863948,4.0
955,False,0.24405553775178884,1.0,0.9612827772990274,0.4700980392157241,1.0
959,True,0.5696740174932446,1.0,0.8791702572941031,0.9103641456582795,1.0
967,False,0.7140748464514388,1.0,0.8948048750461652,0.8642319487036294,49.0
968,False,1.3842643438230504,1.0,0.7934876277237474,2.190322580645214,48.0
969,False,3.7617133903022575,1.0,0.4910131724732242,2.372606774668628,32.0
970,False,1.2638537061986408,1.0,0.8105995321925397,0.38628181253879545,14.0
972,False,0.16001394817621512,1.0,0.9729164101932783,0.34923664122140297,7.0
984,True,1.3469333012561575,1.0,0.740613073987443,2.6915584415584934,1.0
991,False,0.25127287689683436,1.0,0.9602979194878739,0.5023364485981021,2.0
998,True,0.24864888840381513,1.0,0.9450941770281915,0.5456238361266523,2.0
1001,True,0.14172563330665497,1.0,0.9666379416471746,0.8848929374186727,1.0
1002,True,0.0419437057433999,0.0,0.9873815092945956,0.6029411764705855,
1004,True,0.038778187851779285,1.0,0.9879354918133695,0.6786613357026365,1.0
1009,False,0.2067845655559358,1.0,0.9664532808075834,0.3739163937584318,1.0
1016,True,4.513803248351718,0.0,0.33503631663178624,4.834799144283456,
1017,True,0.9435761293276556,1.0,0.8112150683245106,0.4818092428711895,1.0
1021,True,1.708456807051162,1.0,0.6844761787516926,3.360481258676457,2.0
1022,True,0.23143985726860036,1.0,0.9490336082728056,0.320389240796842,1.0
1025,True,0.031651775207917975,1.0,0.9893512249169026,0.2867682926829376,1.0
1027,False,0.5079292972877185,1.0,0.9235504124092084,2.0156779661018067,1.0
1031,True,0.22405235684950428,1.0,0.9503877877631417,0.8964452759588433,1.0
1034,True,0.19397798710557843,1.0,0.9561738274036686,0.6219354041869897,8.0
1041,False,0.44225595870891793,1.0,0.9315523821248307,0.5172505661382875,4.0
1046,True,0.5525601864947168,1.0,0.8823710451803521,0.44102564102565966,1.0
1048,False,0.5174146374951927,1.0,0.9221346793056753,0.32670906200319166,2.0
1054,False,0.2145204758886896,1.0,0.9654068693832328,0.2969642857142925,2.0
1057,True,0.18130452062881833,1.0,0.9588821863843408,0.5877738707059598,1.0
1060,False,0.3434806458142182,1.0,0.9456481595469655,1.1352189074002115,1.0
