dia,ses,lado,entrada,stop,riesgo,edad,ts,R,motivo,ins
2023-01-03,Londres,1,3911.339,3828.079,83.25999999999976,1,2023-01-03 10:59:00,0.590439586836416,tiempo,DAX
2023-01-05,Londres,-1,3959.339,3975.389,16.050000000000182,2,2023-01-05 14:59:00,-1.0,SL,DAX
2023-01-06,Londres,-1,3960.499,3986.069,25.570000000000164,1,2023-01-06 10:59:00,-1.0,SL,DAX
2023-01-09,Londres,-1,4034.349,4045.199,10.849999999999909,1,2023-01-09 10:59:00,-1.0,SL,DAX
2023-01-10,Londres,-1,4045.379,4056.499,11.11999999999989,2,2023-01-10 10:59:00,-1.0,SL,DAX
2023-01-12,Londres,-1,4113.369,4144.379,31.01000000000022,1,2023-01-12 14:59:00,-1.0,SL,DAX
2023-01-16,Londres,-1,4152.379,4163.039,10.659999999999854,2,2023-01-16 10:58:00,-1.0,SL,DAX
2023-01-17,Londres,-1,4142.339,4162.499,20.159999999999854,1,2023-01-17 10:59:00,-1.0,SL,DAX
2023-01-18,Londres,-1,4188.369,4197.499,9.13000000000011,1,2023-01-18 14:59:00,2.0,TP,DAX
2023-01-19,Londres,-1,4120.389,4158.359,37.970000000000255,9,2023-01-19 10:59:00,-0.47879905188307004,tiempo,DAX
2023-01-20,Londres,-1,4110.389,4120.389,10.0,1,2023-01-20 14:59:00,-1.0,SL,DAX
2023-01-23,Londres,-1,4126.369,4147.849,21.480000000000473,1,2023-01-23 10:59:00,-1.0,SL,DAX
2023-01-24,Londres,-1,4140.389,4167.379,26.98999999999978,1,2023-01-24 10:59:00,-1.0,SL,DAX
2023-01-25,Londres,1,4129.389,4114.369,15.020000000000437,3,2023-01-25 10:58:00,2.0,TP,DAX
2023-01-26,Londres,-1,4165.369,4183.389,18.020000000000437,1,2023-01-26 14:59:00,-1.0,SL,DAX
2023-01-27,Londres,1,4182.369,4158.339,24.029999999999745,1,2023-01-27 10:59:00,-1.0,SL,DAX
2023-01-30,Londres,1,4137.349,4126.349,11.0,7,2023-01-30 10:59:00,-1.0,SL,DAX
2023-01-31,Londres,-1,4125.349,4159.359,34.01000000000022,2,2023-01-31 10:59:00,-1.0,SL,DAX
2023-02-01,Londres,-1,4163.389,4186.499,23.109999999999673,1,2023-02-01 10:59:00,-1.0,SL,DAX
2023-02-03,Londres,-1,4224.349,4234.199,9.849999999999454,2,2023-02-03 10:59:00,2.0,TP,DAX
2023-02-06,Londres,1,4192.499,4184.339,8.159999999999854,4,2023-02-06 10:59:00,2.0,TP,DAX
2023-02-07,Londres,-1,4206.499,4218.499,12.0,1,2023-02-07 10:58:00,-1.0,SL,DAX
2023-02-08,Londres,-1,4228.359,4239.499,11.139999999999418,6,2023-02-08 14:59:00,2.0,TP,DAX
2023-02-09,Londres,-1,4252.389,4274.379,21.98999999999978,7,2023-02-09 14:59:00,2.0,TP,DAX
2023-02-10,Londres,-1,4201.379,4235.359,33.98000000000047,3,2023-02-10 10:59:00,-0.5005885815185398,tiempo,DAX
2023-02-13,Londres,1,4218.389,4190.089,28.300000000000182,5,2023-02-13 10:58:00,2.0,TP,DAX
2023-02-14,Londres,-1,4262.359,4280.499,18.139999999999418,5,2023-02-14 14:59:00,-1.0,SL,DAX
2023-02-15,Londres,1,4263.389,4230.359,33.029999999999745,2,2023-02-15 10:58:00,-1.0,SL,DAX
2023-02-16,Londres,-1,4274.499,4309.389,34.89000000000033,1,2023-02-16 14:59:00,-0.3026655202063715,tiempo,DAX
2023-02-17,Londres,1,4253.389,4229.339,24.050000000000182,4,2023-02-17 10:59:00,0.9139293139292889,tiempo,DAX
2023-02-20,Londres,1,4275.369,4259.339,16.029999999999745,3,2023-02-20 10:59:00,-1.0,SL,DAX
2023-02-21,Londres,1,4246.379,4207.359,39.01999999999953,4,2023-02-21 09:59:00,-1.0,SL,DAX
2023-02-22,Londres,1,4220.379,4203.339,17.039999999999964,2,2023-02-22 09:59:00,2.0,TP,DAX
2023-02-23,Londres,-1,4259.339,4273.389,14.050000000000182,3,2023-02-23 09:59:00,-1.0,SL,DAX
2023-02-24,Londres,1,4254.349,4245.349,9.0,1,2023-02-24 10:59:00,-1.0,SL,DAX
2023-02-27,Londres,1,4251.359,4194.059,57.30000000000018,2,2023-02-27 10:59:00,-1.0,SL,DAX
2023-02-28,Londres,1,4241.369,4219.349,22.019999999999527,4,2023-02-28 09:59:00,-1.0,SL,DAX
2023-03-01,Londres,1,4267.379,4240.199,27.18000000000029,3,2023-03-01 10:59:00,-1.0,SL,DAX
2023-03-02,Londres,1,4212.379,4201.379,11.0,1,2023-03-02 13:59:00,2.0,TP,DAX
2023-03-03,Londres,-1,4272.359,4277.379,5.019999999999527,4,2023-03-03 09:59:00,-1.0,SL,DAX
2023-03-06,Londres,-1,4311.369,4325.499,14.13000000000011,1,2023-03-06 09:59:00,2.0,TP,DAX
2023-03-07,Londres,-1,4314.349,4320.379,6.029999999999745,1,2023-03-07 10:59:00,2.0,TP,DAX
2023-03-08,Londres,1,4278.339,4257.059,21.279999999999745,1,2023-03-08 09:59:00,-1.0,SL,DAX
2023-03-09,Londres,1,4258.379,4256.339,2.0399999999999636,2,2023-03-09 09:59:00,2.0,TP,DAX
2023-03-13,Londres,-1,4128.369,4232.379,104.01000000000022,2,2023-03-13 09:59:00,0.5863859244303399,tiempo,DAX
2023-03-14,Londres,1,4126.369,4083.359,43.00999999999976,1,2023-03-14 10:59:00,-1.0,SL,DAX
2023-03-15,Londres,-1,4048.359,4179.339,130.98000000000002,4,2023-03-15 10:59:00,-0.1351351351351372,tiempo,DAX
2023-03-16,Asia,1,4103.539,4074.049,29.48999999999978,5,2023-03-16 06:59:00,-1.0,SL,DAX
2023-03-17,Asia,-1,4145.069,4154.059,8.989999999999782,1,2023-03-17 06:59:00,-1.0,SL,DAX
2023-03-20,Asia,1,4039.539,3996.059,43.48000000000002,4,2023-03-20 06:59:00,-1.0,SL,DAX
2023-03-22,Londres,1,4197.389,4164.339,33.05000000000018,1,2023-03-22 09:59:00,-1.0,SL,DAX
2023-03-23,Asia,-1,4185.569,4193.059,7.489999999999782,3,2023-03-23 06:59:00,-1.0,SL,DAX
2023-03-24,Asia,1,4182.539,4174.699,7.8400000000001455,3,2023-03-24 06:59:00,-1.0,SL,DAX
2023-03-27,Londres,-1,4164.859,4189.869,25.00999999999931,2,2023-03-27 09:59:00,-1.0,SL,DAX
2023-03-28,Londres,-1,4163.849,4204.879,41.029999999999745,1,2023-03-28 09:59:00,-1.0,SL,DAX
2023-04-03,Londres,-1,4321.369,4328.379,7.010000000000218,1,2023-04-03 09:59:00,2.0,TP,DAX
2023-04-04,NY,1,4312.049,4305.049,7.0,1,2023-04-04 16:59:00,-1.0,SL,DAX
2023-04-05,Londres,1,4300.499,4295.369,5.130000000000109,5,2023-04-05 09:59:00,-1.0,SL,DAX
2023-04-06,Londres,-1,4306.379,4312.379,6.0,1,2023-04-06 09:59:00,-1.0,SL,DAX
2023-04-11,NY,-1,4342.039,4345.199,3.1599999999998545,1,2023-04-11 18:54:00,2.0,TP,DAX
2023-04-12,Londres,-1,4343.379,4348.499,5.119999999999891,1,2023-04-12 09:58:00,-1.0,SL,DAX
2023-04-13,Londres,-1,4346.379,4359.389,13.010000000000218,1,2023-04-13 09:59:00,-1.0,SL,DAX
2023-04-14,NY,-1,4377.049,4396.499,19.449999999999818,1,2023-04-14 16:59:00,-1.0,SL,DAX
2023-04-17,Londres,-1,4379.389,4402.379,22.98999999999978,1,2023-04-17 09:59:00,-1.0,SL,DAX
2023-04-18,Londres,-1,4393.499,4397.379,3.880000000000109,3,2023-04-18 09:59:00,-1.0,SL,DAX
2023-04-19,Londres,1,4374.389,4369.339,5.050000000000182,2,2023-04-19 09:59:00,2.0,TP,DAX
2023-04-20,Londres,-1,4374.359,4401.569,27.210000000000036,2,2023-04-20 09:59:00,-1.0,SL,DAX
2023-04-21,Londres,1,4382.349,4364.389,17.960000000000036,2,2023-04-21 09:59:00,0.9476614699331566,tiempo,DAX
2023-04-24,Londres,-1,4399.369,4403.499,4.130000000000109,4,2023-04-24 09:59:00,-1.0,SL,DAX
