R,neta,rgo,lado,gana,fvg,pos,anio
-1.0,-1.4741379310344624,3.0160000000001297,-1,False,True,1.1128404669260334,2020
2.4482758620699236,2.011901129082343,3.2769999999993082,1,True,True,0.14125560538116966,2020
2.4482758620681926,1.8469301934392588,2.3780000000006574,-1,True,True,0.5928753180661732,2020
-1.0,-1.7146426786605398,2.0010000000003636,-1,False,True,0.5465425531914991,2020
2.4482758620686766,2.3198635057468433,11.136000000000479,1,True,True,0.2929200850805255,2020
-1.0,-1.1035931614024959,13.803999999999483,-1,False,True,0.5946428571428564,2020
2.4482758620689653,2.2656449553001226,7.829999999999782,-1,True,True,0.9930735930735862,2020
-1.0,-1.1521924223073763,9.395999999999294,1,False,True,0.04788732394366373,2020
-1.0,-1.163279287508567,8.757999999999821,1,False,True,0.11585944919278321,2020
2.44827586206911,2.335951614170273,12.73099999999916,-1,True,True,0.9886742171885409,2020
-1.0,-1.1786606696651845,8.003999999999234,-1,False,True,0.6235154394299355,2020
2.448275862068938,2.384567406219345,22.44600000000041,1,True,True,0.41054808686658434,2020
2.4482758620689347,2.3841531769875486,22.301000000000126,1,True,True,0.4022750775594634,2020
-1.0,-1.2261942423283476,6.322000000000827,-1,False,True,0.965094339622643,2020
-1.0,-1.1020918112372362,14.007000000000325,1,False,True,-0.019508670520230878,2020
2.4482758620690657,2.214577545350647,6.118999999999986,1,True,True,0.0664697193500824,2020
-1.0,-1.1396893621178132,10.236999999999608,-1,False,True,0.9507313317936888,2020
-1.0,-1.3201970443349218,4.466000000000747,1,False,True,0.01741293532338643,2020
-1.0,-1.1358411703239266,10.527000000000175,-1,False,True,0.695957820738134,2020
2.448275862068405,2.1105337742082844,4.234000000000737,-1,True,True,0.7422969187675265,2020
2.4482758620691443,2.2892102335930566,8.989999999999831,1,True,True,0.12269446672012882,2020
-1.0,-1.1274169116991868,11.223000000000205,-1,False,True,0.9740406320541566,2020
-1.0,-1.1718130481797642,8.32299999999897,1,False,True,0.17911877394636375,2021
-1.0,-1.1416963931827284,10.091999999999324,1,False,True,0.23948598130840057,2021
-1.0,-1.367987647967098,3.885999999999612,-1,False,True,0.6776061776062065,2021
2.4482758620699236,2.011901129082343,3.2769999999993082,-1,True,True,1.1104761904761722,2021
2.448275862069256,2.2393337229692896,6.843999999999184,1,True,True,0.0687898089171963,2021
-1.0,-1.4109195402298673,3.4800000000001496,-1,False,True,0.9510489510489719,2021
-1.0,-1.425089179548279,3.3639999999990344,-1,False,True,0.9020979020979127,2021
-1.0,-1.1780156852981314,8.033000000000623,1,False,True,0.3722943722943725,2021
2.448275862068593,2.1457584091386117,4.726999999999926,1,True,True,-0.0095313741064433,2021
-1.0,-1.1874918054281105,7.62699999999894,-1,False,True,0.9456967213114609,2021
2.4482758620690754,1.9346264367817412,2.7840000000001197,-1,True,True,0.5454545454545477,2021
-1.0,-1.3976640711900714,3.596000000001265,1,False,True,0.4952919020715742,2021
2.448275862069599,2.166502463054756,5.0749999999988304,-1,True,True,0.5152173913043263,2021
2.448275862069943,2.0830140485321538,3.9149999999987806,-1,True,True,0.938223938223934,2021
2.4482758620687073,2.0775213896808835,3.8570000000004434,-1,True,True,0.9227799227799033,2021
-1.0,-1.3201970443349218,4.466000000000747,1,False,True,0.030769230769222684,2021
-1.0,-1.3201970443349218,4.466000000000747,1,False,True,0.06863905325441579,2021
-1.0,-1.46084434418307,3.102999999999856,1,False,True,0.16410256410254093,2021
2.44827586206915,2.2758620689656976,8.293999999999802,1,True,True,0.08127721335267153,2021
2.448275862069943,2.0830140485321538,3.9149999999987806,1,True,True,0.15300546448087582,2021
-1.0,-1.5540488182876404,2.5809999999992783,1,False,True,0.24185248713552882,2021
-1.0,-1.4882212359166278,2.9290000000004035,1,False,True,0.009775171065492394,2021
-1.0,-1.5245781364637674,2.725999999999562,1,False,True,0.11784511784514112,2021
2.4482758620690626,2.145758409139081,4.726999999999926,1,True,True,0.00963855421687714,2021
2.4482758620694236,2.1966924700919046,5.683999999999134,-1,True,True,0.8169209431345411,2021
-1.0,-1.3764148460121197,3.798999999999886,1,False,True,0.4969969969970107,2021
-1.0,-1.2622890682318837,5.451999999999124,1,False,True,0.19523809523807106,2021
-1.0,-1.407523510971866,3.508999999999318,1,False,True,0.3215130023640761,2021
-1.0,-1.2089421390999664,6.843999999999184,-1,False,True,0.8389830508474397,2021
-1.0,-1.400897112419414,3.566999999999876,-1,False,True,0.7031250000000255,2021
-1.0,-1.2304221720915351,6.205999999999712,1,False,True,0.4838709677419124,2021
-1.0,-1.23821422622018,6.003000000001091,-1,False,True,0.8012820512820312,2021
2.4482758620690657,2.214577545350647,6.118999999999986,-1,True,True,2.3310502283104872,2021
-1.0,-1.2134646962232811,6.699000000001121,-1,False,True,0.5703564727954783,2021
-1.0,-1.157541037787823,9.076999999999558,1,False,True,-0.23734177215190386,2021
-1.0,-1.1616732617297991,8.844999999999548,1,False,True,-0.1034047919293876,2022
-1.0,-1.171216475095778,8.35200000000036,1,False,True,-0.017654476670873786,2022
2.4482758620694454,2.0407523510975794,3.508999999999318,1,True,True,0.0735376044568242,2022
-1.0,-1.2325959661678914,6.147999999999154,-1,False,True,1.0967536600891123,2022
-1.0,-1.1706240305452906,8.380999999999528,1,False,True,0.14265927977837886,2022
-1.0,-1.1706240305452906,8.380999999999528,1,False,True,0.49793672627235386,2022
2.4482758620694467,2.24863883847595,7.16299999999892,-1,True,True,0.6753782668500751,2022
-1.0,-1.6163793103448012,2.3200000000000998,1,False,True,0.35902439024389776,2022
-1.0,-1.2970502700457216,4.813999999999652,1,False,True,0.21469248291571028,2022
-1.0,-1.3354445226366483,4.262999999999906,1,False,True,0.2431662870159479,2022
-1.0,-1.0591251137021434,24.185999999999375,1,False,True,-0.061294765840208675,2022
-1.0,-1.0608769689229476,23.489999999999345,1,False,True,-0.06060606060605968,2022
2.4482758620684373,2.140086206896037,4.6400000000001995,1,True,True,0.35761154855643873,2022
-1.0,-1.3354445226366483,4.262999999999906,1,False,True,0.24214559386973564,2022
-1.0,-1.4980842911877663,2.870999999999846,-1,False,True,0.6851851851851768,2022
-1.0,-1.5136494252873343,2.7840000000001197,-1,False,True,0.6998050682261218,2022
-1.0,-1.2282886334610374,6.264000000000269,1,False,True,0.4754098360655719,2022
-1.0,-1.121454051299474,11.773999999999951,-1,False,True,0.5945692883895192,2022
2.4482758620691376,2.269615192403953,8.003999999999234,-1,True,True,0.6730382293762397,2022
-1.0,-1.28177339901472,5.075000000001051,1,False,True,0.13131313131312392,2022
-1.0,-1.0656595803296767,21.77899999999955,1,False,True,0.4748153122901264,2022
2.4482758620693628,2.2936979785972893,9.25099999999901,-1,True,True,0.7294685990338197,2022
2.44827586206881,2.277059386973032,8.35200000000036,-1,True,True,0.7142857142857252,2022
-1.0,-1.3522167487683614,4.060000000001285,-1,False,True,0.7333333333333355,2022
-1.0,-1.1565407772304304,9.135000000000115,1,False,True,0.22970159611380406,2022
2.4482758620694467,2.24863883847595,7.16299999999892,1,True,True,0.18739054290718857,2022
-1.0,-1.132199315891643,10.817000000000743,1,False,True,-0.30530164533822085,2022
-1.0,-1.0996168582375456,14.35500000000034,1,False,True,0.2027522935779773,2022
-1.0,-1.1311445341159152,10.904000000000469,1,False,True,0.11873920552677181,2022
2.4482758620689413,2.3185117967331936,11.020000000000474,1,True,True,0.3169398907103843,2022
-1.0,-1.114144316730529,12.527999999999428,1,False,True,0.0827067669172926,2022
-1.0,-1.11740558292283,12.179999999999414,1,False,True,0.04928989139515291,2022
-1.0,-1.1004284008708454,14.239000000000335,-1,False,True,0.7296389588581018,2022
-1.0,-1.1113100334708468,12.847000000000275,1,False,True,0.3222707423580838,2022
2.448275862069038,2.3513989567103213,14.760999999999802,1,True,True,0.2736220472440964,2022
2.448275862069004,2.329168748958892,12.005999999999961,1,True,True,0.30807086614173057,2022
-1.0,-1.2490421455938832,5.741999999999692,-1,False,True,0.9348903043170536,2022
-1.0,-1.162205081669705,8.815999999999269,-1,False,True,0.9284243048403706,2022
-1.0,-1.365261813537686,3.914999999999891,-1,False,True,0.8702368692070047,2022
2.448275862068865,2.260068439062805,7.597999999999772,-1,True,True,0.9043001686340637,2022
-1.0,-1.0933908045976972,15.312000000000658,-1,False,True,0.8974769723668357,2022
-1.0,-1.0824587706146918,17.34200000000019,1,False,True,-0.29940119760478984,2022
-1.0,-1.0891687971565762,16.036999999999857,1,False,True,-0.11377245508980086,2022
-1.0,-1.1343606126092105,10.64300000000129,1,False,True,0.3580533024333706,2022
2.448275862068884,2.3314267037096745,12.237999999999971,1,True,True,0.3476245654693008,2022
-1.0,-1.2046072399485062,6.988999999999468,-1,False,True,0.5619930475086841,2022
2.4482758620695937,2.181733457596125,5.364999999999398,-1,True,True,0.887788778877886,2023
-1.0,-1.1248363160192032,11.455000000000215,-1,False,True,0.9783427495291946,2023
2.4482758620683382,1.9600546261517104,2.9290000000004035,-1,True,True,0.8082788671023976,2023
-1.0,-1.0941037115030299,15.195999999999543,1,False,True,0.28594507269790137,2023
2.448275862068811,2.2683110999243565,7.946000000000897,1,True,True,0.08284371327849051,2023
-1.0,-1.2817733990148432,5.0749999999988304,-1,False,True,0.9536741214057306,2023
-1.0,-1.1503364171572685,9.512000000000409,-1,False,True,0.9472843450479321,2023
2.4482758620688476,2.2281403940885616,6.496000000000279,1,True,True,0.426470588235285,2023
-1.0,-1.1545778834720737,9.25099999999901,-1,False,True,0.9764837625979791,2023
2.4482758620686265,1.9958873774119315,3.1610000000004135,-1,True,True,0.9774527726995743,2023
-1.0,-1.300672834314467,4.756000000001315,1,False,True,0.14233907524932526,2023
2.448275862069343,2.304513923796483,9.94699999999904,-1,True,True,0.6640502354788131,2023
-1.0,-1.735975295934196,1.942999999999806,1,False,True,0.3513738551207399,2023
-1.0,-1.146756978653524,9.744000000000419,-1,False,True,0.7263948497854019,2023
2.4482758620693406,2.156498673740391,4.900999999999378,1,True,True,-0.09318377911992846,2023
-1.0,-1.6663560111833964,2.1460000000006474,1,False,True,0.1022146507666168,2023
2.4482758620696705,2.1420004283579135,4.668999999999368,-1,True,True,0.916666666666676,2023
-1.0,-1.3331780055918705,4.291999999999074,-1,False,True,1.0214876033057791,2023
-1.0,-1.2554940146507327,5.596999999999408,-1,False,True,0.7111756168359967,2023
-1.0,-1.1389023797960154,10.295000000000165,1,False,True,0.030462184873962638,2023
-1.0,-1.2116323812342926,6.756999999999458,1,False,True,0.08668730650154323,2023
-1.0,-1.3354445226366483,4.262999999999906,1,False,True,0.1407129455909982,2024
-1.0,-1.3354445226366483,4.262999999999906,1,False,True,0.14258911819884873,2024
-1.0,-1.2465517241379205,5.800000000000249,1,False,True,0.420091324200923,2024
-1.0,-1.272432844351279,5.249000000000503,1,False,True,0.4794520547945129,2024
-1.0,-1.223123732251502,6.409000000000553,1,False,True,0.03495145631069309,2024
-1.0,-1.5941005400914432,2.406999999999826,1,False,True,0.33820224719100994,2024
-1.0,-1.5359820089957021,2.6679999999990045,-1,False,True,0.8632558139534812,2024
2.448275862068108,1.8078817733982646,2.2330000000003736,-1,True,True,0.7610993657505546,2024
2.4482758620690444,1.7123005661348483,1.942999999999806,-1,True,True,0.7632135306553841,2024
2.44827586207055,1.6896551724150748,1.8849999999992484,-1,True,True,0.7272727272727187,2024
-1.0,-1.2089421390999664,6.843999999999184,-1,False,True,1.5215517241379048,2024
2.4482758620683924,1.9830839297327776,3.0740000000006873,-1,True,True,0.7843478260869696,2024
-1.0,-1.3120907900480383,4.581999999999642,-1,False,True,0.8812499999999656,2024
-1.0,-1.3265585750172166,4.3789999999988005,-1,False,True,0.8291666666666626,2024
2.4482758620692615,2.2436686221207554,6.988999999999468,-1,True,True,0.9000000000000089,2024
