tf,ema,fib,rr,filtro,n,R,z,fuente
60,10,0.5,2.0,K<=30/>=70,2627,-0.10826992655617165,-3.9507287632129544,real
60,10,0.5,2.0,cruce K>D,3995,-0.2075742895884924,-9.487610483926538,real
60,10,0.5,3.0,sin filtro,12757,-0.17873280000079225,-11.980319841264633,real
60,10,0.5,3.0,K<=20/>=80,1394,-0.28383161477033925,-6.664407957495501,real
60,10,0.5,3.0,K<=30/>=70,2442,-0.2668294135768321,-8.191312467946164,real
60,10,0.5,3.0,cruce K>D,3889,-0.2772025085171351,-10.603367815328427,real
60,10,0.618,1.0,sin filtro,12903,-0.22114092054489068,-24.93341498369679,real
60,10,0.618,1.0,K<=20/>=80,2366,-0.01605302305999107,-0.7816079119522873,real
60,10,0.618,1.0,K<=30/>=70,3758,-0.07172590415715058,-4.3738661817440265,real
60,10,0.618,1.0,cruce K>D,3659,-0.2734514785324667,-16.42030595494476,real
60,10,0.618,2.0,sin filtro,12691,-0.17511975466018528,-14.073246365274422,real
60,10,0.618,2.0,K<=20/>=80,2226,-0.010890256449167152,-0.3571752662164284,real
60,10,0.618,2.0,K<=30/>=70,3610,-0.06076971851119718,-2.555431016561736,real
60,10,0.618,2.0,cruce K>D,3594,-0.2273010776620225,-9.817898618481852,real
60,10,0.618,3.0,sin filtro,12412,-0.18636301520378198,-12.219963542651314,real
60,10,0.618,3.0,K<=20/>=80,2076,-0.085088370978106,-2.238639669067188,real
60,10,0.618,3.0,K<=30/>=70,3405,-0.15853361589352297,-5.456077602471575,real
60,10,0.618,3.0,cruce K>D,3532,-0.2664325771913653,-9.544237550007105,real
60,10,0.705,1.0,sin filtro,12149,-0.3043336200934763,-33.36891856551263,real
60,10,0.705,1.0,K<=20/>=80,2570,-0.13244757135469362,-6.670986577435182,real
60,10,0.705,1.0,K<=30/>=70,4072,-0.1608158669649832,-10.167604350859277,real
60,10,0.705,1.0,cruce K>D,3480,-0.3703076592893737,-21.7929700874094,real
60,10,0.705,2.0,sin filtro,12037,-0.22340000644341992,-17.549441419959898,real
60,10,0.705,2.0,K<=20/>=80,2512,-0.04786697154025209,-1.6681900853908553,real
60,10,0.705,2.0,K<=30/>=70,4002,-0.06995667672179989,-3.0832009145700487,real
60,10,0.705,2.0,cruce K>D,3445,-0.3013130722341721,-12.886090161759137,real
60,10,0.705,3.0,sin filtro,11905,-0.19163910298278855,-12.183146813005843,real
60,10,0.705,3.0,K<=20/>=80,2436,-0.049042617993757115,-1.368114158527235,real
60,10,0.705,3.0,K<=30/>=70,3901,-0.07698934355932074,-2.7332912279439268,real
60,10,0.705,3.0,cruce K>D,3403,-0.2628010627807984,-9.10353116147288,real
60,10,0.786,1.0,sin filtro,10921,-0.4486503389259262,-47.49352957425156,real
60,10,0.786,1.0,K<=20/>=80,2669,-0.2611226559216077,-13.432580127952763,real
60,10,0.786,1.0,K<=30/>=70,4096,-0.29799655031430305,-19.022897631633843,real
60,10,0.786,1.0,cruce K>D,3011,-0.5332491124563502,-30.134227681583923,real
60,10,0.786,2.0,sin filtro,10864,-0.34956058146013114,-26.79176693385782,real
60,10,0.786,2.0,K<=20/>=80,2627,-0.19224392163546555,-7.0320078356939595,real
60,10,0.786,2.0,K<=30/>=70,4054,-0.19972429293758814,-9.060814304737205,real
60,10,0.786,2.0,cruce K>D,2985,-0.4246199086122904,-17.393722648504433,real
60,10,0.786,3.0,sin filtro,10816,-0.29821159431058347,-18.522063382428257,real
60,10,0.786,3.0,K<=20/>=80,2600,-0.0866636707465938,-2.5006297768592556,real
60,10,0.786,3.0,K<=30/>=70,4011,-0.11963012936077912,-4.317250618128727,real
60,10,0.786,3.0,cruce K>D,2973,-0.40107758636420177,-13.554204666966836,real
60,20,0.382,1.0,sin filtro,15373,-0.21536081244298666,-26.773858538286856,real
60,20,0.382,1.0,K<=20/>=80,1074,-0.15505784034358522,-5.075013137273074,real
60,20,0.382,1.0,K<=30/>=70,2057,-0.1821558514334361,-8.241665383666206,real
60,20,0.382,1.0,cruce K>D,3769,-0.19215536338232003,-11.809738811378969,real
60,20,0.382,2.0,sin filtro,14688,-0.20734235208376386,-18.39512979205601,real
60,20,0.382,2.0,K<=20/>=80,926,-0.2191046015487246,-4.936025248017899,real
60,20,0.382,2.0,K<=30/>=70,1819,-0.2398319015766288,-7.590130279366715,real
60,20,0.382,2.0,cruce K>D,3638,-0.1589627265643763,-6.902693266289995,real
60,20,0.382,3.0,sin filtro,13999,-0.28767670479026847,-21.323862275600092,real
60,20,0.382,3.0,K<=20/>=80,841,-0.37807763077944145,-7.267944063604245,real
60,20,0.382,3.0,K<=30/>=70,1672,-0.42292520046501436,-11.702502001568195,real
60,20,0.382,3.0,cruce K>D,3531,-0.20682183339476434,-7.405070912778647,real
60,20,0.5,1.0,sin filtro,14949,-0.19468410924977825,-23.680477991219266,real
60,20,0.5,1.0,K<=20/>=80,1784,-0.06054348933849204,-2.544760013416494,real
60,20,0.5,1.0,K<=30/>=70,2984,-0.11994033696134199,-6.501335756900951,real
60,20,0.5,1.0,cruce K>D,3529,-0.19203557351550887,-11.343214137563482,real
60,20,0.5,2.0,sin filtro,14449,-0.17952465760145653,-15.554345808039285,real
60,20,0.5,2.0,K<=20/>=80,1572,-0.11173188055088029,-3.1710291802997483,real
60,20,0.5,2.0,K<=30/>=70,2704,-0.13750035896401777,-5.129354676083014,real
60,20,0.5,2.0,cruce K>D,3412,-0.20720008210733198,-8.783701108455384,real
60,20,0.5,3.0,sin filtro,13998,-0.21155500417367765,-15.03716314451355,real
60,20,0.5,3.0,K<=20/>=80,1451,-0.3049873348913748,-7.389304360707753,real
60,20,0.5,3.0,K<=30/>=70,2501,-0.3040001286683064,-9.61525636945892,real
60,20,0.5,3.0,cruce K>D,3299,-0.2890385864388128,-10.28473581931507,real
60,20,0.618,1.0,sin filtro,14199,-0.24535386560094427,-29.03312732861565,real
60,20,0.618,1.0,K<=20/>=80,2504,-0.018554454870816597,-0.9277151700033043,real
60,20,0.618,1.0,K<=30/>=70,3944,-0.08804131149207485,-5.4885425850796805,real
60,20,0.618,1.0,cruce K>D,3269,-0.23557710615505553,-13.344310957279015,real
60,20,0.618,2.0,sin filtro,13957,-0.20404580436494585,-17.32164892762985,real
60,20,0.618,2.0,K<=20/>=80,2346,-0.03200801326521318,-1.0824737452757753,real
60,20,0.618,2.0,K<=30/>=70,3778,-0.0856108666901406,-3.70431377556177,real
60,20,0.618,2.0,cruce K>D,3197,-0.21151488711469693,-8.608707972765645,real
60,20,0.618,3.0,sin filtro,13647,-0.20870763400963005,-14.463044616009146,real
60,20,0.618,3.0,K<=20/>=80,2186,-0.10799332548359858,-2.94060257658966,real
60,20,0.618,3.0,K<=30/>=70,3555,-0.18173352124227582,-6.4540271987433435,real
60,20,0.618,3.0,cruce K>D,3124,-0.2394107642812388,-8.015392804661705,real
60,20,0.705,1.0,sin filtro,13377,-0.3211882280373013,-37.01607366622975,real
60,20,0.705,1.0,K<=20/>=80,2708,-0.12460346686682024,-6.453688071569798,real
60,20,0.705,1.0,K<=30/>=70,4301,-0.1667066175164155,-10.8342198755418,real
60,20,0.705,1.0,cruce K>D,3241,-0.33305618010719024,-18.851273576091135,real
60,20,0.705,2.0,sin filtro,13258,-0.2522943745612136,-20.97048419276235,real
60,20,0.705,2.0,K<=20/>=80,2645,-0.06352460551850578,-2.2840385671616756,real
60,20,0.705,2.0,K<=30/>=70,4226,-0.09059971393537211,-4.1238431167344,real
60,20,0.705,2.0,cruce K>D,3204,-0.29827031871016535,-12.344652488643012,real
60,20,0.705,3.0,sin filtro,13111,-0.2178195220490752,-14.663883742862568,real
60,20,0.705,3.0,K<=20/>=80,2565,-0.04879517440291715,-1.3993755858998729,real
60,20,0.705,3.0,K<=30/>=70,4119,-0.08765343778003372,-3.2109594059416793,real
60,20,0.705,3.0,cruce K>D,3159,-0.25635151379020626,-8.575230546701361,real
60,20,0.786,1.0,sin filtro,12011,-0.4507992052208173,-50.126689121119966,real
60,20,0.786,1.0,K<=20/>=80,2825,-0.24528244016833206,-12.997755793150796,real
60,20,0.786,1.0,K<=30/>=70,4382,-0.29222014567506477,-19.31343061764069,real
60,20,0.786,1.0,cruce K>D,2885,-0.49604074083473354,-27.248877797421656,real
60,20,0.786,2.0,sin filtro,11948,-0.3559735476245763,-28.71671880045774,real
60,20,0.786,2.0,K<=20/>=80,2782,-0.18472764585358772,-6.9621013830412215,real
60,20,0.786,2.0,K<=30/>=70,4339,-0.1999304207506976,-9.403626416480849,real
60,20,0.786,2.0,cruce K>D,2853,-0.3920964688656123,-15.57821337299507,real
60,20,0.786,3.0,sin filtro,11897,-0.3169598977053105,-20.82624425100542,real
60,20,0.786,3.0,K<=20/>=80,2753,-0.1002949577422753,-2.9988816307082815,real
60,20,0.786,3.0,K<=30/>=70,4294,-0.13473479437107747,-5.063925976835361,real
60,20,0.786,3.0,cruce K>D,2841,-0.3891462382001679,-12.852519629602574,real
60,50,0.382,1.0,sin filtro,16573,-0.3242222518389091,-42.537420353897424,real
60,50,0.382,1.0,K<=20/>=80,1678,-0.5080977288144171,-22.463546083014112,real
60,50,0.382,1.0,K<=30/>=70,3310,-0.5165952536918814,-32.15778239077854,real
60,50,0.382,1.0,cruce K>D,3627,-0.27912332417931024,-16.973781363046786,real
60,50,0.382,2.0,sin filtro,15876,-0.3251890499696668,-31.252376987290138,real
60,50,0.382,2.0,K<=20/>=80,1530,-0.5954181785970396,-20.68586610205744,real
60,50,0.382,2.0,K<=30/>=70,3073,-0.5771614955112274,-27.92761517862223,real
60,50,0.382,2.0,cruce K>D,3501,-0.25579038334370985,-11.213207112491526,real
60,50,0.382,3.0,sin filtro,15198,-0.3976278953107552,-32.39450520501214,real
60,50,0.382,3.0,K<=20/>=80,1453,-0.6871314447730449,-21.552474182744113,real
60,50,0.382,3.0,K<=30/>=70,2928,-0.6931797769032729,-30.96277250076171,real
60,50,0.382,3.0,cruce K>D,3401,-0.2948426284512749,-10.736862565568368,real
60,50,0.5,1.0,sin filtro,16176,-0.30063088575012054,-38.44899339265135,real
60,50,0.5,1.0,K<=20/>=80,2288,-0.32235269766762853,-15.481380414039362,real
60,50,0.5,1.0,K<=30/>=70,4103,-0.38954356121590133,-25.45809561147902,real
60,50,0.5,1.0,cruce K>D,3471,-0.26478859857043446,-15.578712780393912,real
60,50,0.5,2.0,sin filtro,15682,-0.2958856310852561,-27.676148886591037,real
60,50,0.5,2.0,K<=20/>=80,2081,-0.39282556263936025,-13.952760110047233,real
60,50,0.5,2.0,K<=30/>=70,3827,-0.4338998523945813,-21.256191019488135,real
60,50,0.5,2.0,cruce K>D,3359,-0.2927734843633205,-12.642273616942346,real
60,50,0.5,3.0,sin filtro,15222,-0.32711737657145656,-25.41201920712134,real
60,50,0.5,3.0,K<=20/>=80,1960,-0.5384818312091942,-17.061960287453505,real
60,50,0.5,3.0,K<=30/>=70,3628,-0.5670457818186687,-24.864356126004903,real
60,50,0.5,3.0,cruce K>D,3243,-0.3857289853515531,-14.228091980316636,real
60,50,0.618,1.0,sin filtro,15410,-0.33706521042077087,-41.96852746450563,real
60,50,0.618,1.0,K<=20/>=80,2915,-0.22847786797217617,-12.153980431545211,real
60,50,0.618,1.0,K<=30/>=70,4948,-0.3093354743316145,-21.663735806768027,real
60,50,0.618,1.0,cruce K>D,3296,-0.2899609025965689,-16.51664650729728,real
60,50,0.618,2.0,sin filtro,15167,-0.301061270139692,-27.39097739770134,real
60,50,0.618,2.0,K<=20/>=80,2759,-0.2539824433551934,-9.748367118966106,real
60,50,0.618,2.0,K<=30/>=70,4784,-0.3147761247445351,-16.208277293060977,real
60,50,0.618,2.0,cruce K>D,3223,-0.26645539911139493,-11.032830465533348,real
60,50,0.618,3.0,sin filtro,14853,-0.3197551951007362,-24.107310412861793,real
60,50,0.618,3.0,K<=20/>=80,2595,-0.32896760808945313,-10.503336343819083,real
60,50,0.618,3.0,K<=30/>=70,4557,-0.4084104119274729,-17.921108869659204,real
60,50,0.618,3.0,cruce K>D,3149,-0.2881751634299359,-9.845678944535079,real
60,50,0.705,1.0,sin filtro,14523,-0.3983166376330976,-48.37517038429337,real
60,50,0.705,1.0,K<=20/>=80,3027,-0.29780596508591495,-16.327844784628113,real
60,50,0.705,1.0,K<=30/>=70,5137,-0.3440144014649561,-24.634633576167847,real
60,50,0.705,1.0,cruce K>D,3262,-0.36696077354979817,-20.90132782403717,real
60,50,0.705,2.0,sin filtro,14405,-0.34107300589242473,-30.333147753878045,real
60,50,0.705,2.0,K<=20/>=80,2966,-0.24751528008001664,-9.788271316872565,real
60,50,0.705,2.0,K<=30/>=70,5064,-0.28893097957334624,-15.050252079369441,real
60,50,0.705,2.0,cruce K>D,3227,-0.35770819207331084,-15.146486946370704,real
60,50,0.705,3.0,sin filtro,14263,-0.3065744070664012,-22.205429137388027,real
60,50,0.705,3.0,K<=20/>=80,2886,-0.2305153712627735,-7.386269212630246,real
60,50,0.705,3.0,K<=30/>=70,4959,-0.27816868170764086,-11.841480959305242,real
60,50,0.705,3.0,cruce K>D,3184,-0.3145736682286919,-10.795315193070227,real
60,50,0.786,1.0,sin filtro,12994,-0.5072241950999425,-59.39697079979792,real
60,50,0.786,1.0,K<=20/>=80,3130,-0.37537789219562484,-21.066855204978076,real
60,50,0.786,1.0,K<=30/>=70,5081,-0.41668418835764665,-29.95580848166055,real
60,50,0.786,1.0,cruce K>D,2902,-0.4996018947687362,-27.433157647629635,real
60,50,0.786,2.0,sin filtro,12931,-0.4144686322975682,-35.421262045605346,real
60,50,0.786,2.0,K<=20/>=80,3087,-0.31549148683558426,-12.891623239415729,real
60,50,0.786,2.0,K<=30/>=70,5038,-0.3352841957789491,-17.521944986276317,real
60,50,0.786,2.0,cruce K>D,2870,-0.39422243448928856,-15.67002684646978,real
60,50,0.786,3.0,sin filtro,12883,-0.3834776668925464,-26.878373843531946,real
60,50,0.786,3.0,K<=20/>=80,3059,-0.25340539672419377,-8.33503172694092,real
60,50,0.786,3.0,K<=30/>=70,4996,-0.2939078927305153,-12.480462918510487,real
60,50,0.786,3.0,cruce K>D,2860,-0.4155368481029599,-13.901991483331441,real
60,100,0.382,1.0,sin filtro,16984,-0.39158089298337495,-52.981121250516686,real
60,100,0.382,1.0,K<=20/>=80,2325,-0.69727279349189,-40.941169493332524,real
60,100,0.382,1.0,K<=30/>=70,4295,-0.6502125586208896,-50.00599527205894,real
60,100,0.382,1.0,cruce K>D,3749,-0.33581904751790054,-21.00601285136033,real
60,100,0.382,2.0,sin filtro,16366,-0.39708618411439817,-40.01476379228329,real
60,100,0.382,2.0,K<=20/>=80,2184,-0.7742007579069378,-38.168665326047915,real
60,100,0.382,2.0,K<=30/>=70,4080,-0.7012947351099349,-43.45407689015899,real
60,100,0.382,2.0,cruce K>D,3640,-0.3180590631655755,-14.542626051018308,real
60,100,0.382,3.0,sin filtro,15776,-0.45725348460819004,-39.27667722609414,real
60,100,0.382,3.0,K<=20/>=80,2112,-0.8415874300760416,-38.76115890726,real
60,100,0.382,3.0,K<=30/>=70,3943,-0.7850856438548742,-45.305717421218766,real
60,100,0.382,3.0,cruce K>D,3562,-0.3401792808551643,-12.931011255598513,real
60,100,0.5,1.0,sin filtro,16650,-0.36675205533372374,-48.254308245934226,real
60,100,0.5,1.0,K<=20/>=80,2864,-0.5200245498848914,-29.661005584476385,real
60,100,0.5,1.0,K<=30/>=70,4980,-0.5324685845570842,-40.378089062304866,real
60,100,0.5,1.0,cruce K>D,3621,-0.32202594919280597,-19.524040701774254,real
60,100,0.5,2.0,sin filtro,16195,-0.36993477494514443,-36.2101479660534,real
60,100,0.5,2.0,K<=20/>=80,2664,-0.6034271126660595,-27.28360132112971,real
60,100,0.5,2.0,K<=30/>=70,4725,-0.5879301956999606,-35.0022613052432,real
60,100,0.5,2.0,cruce K>D,3514,-0.3493497952645578,-15.753079453974204,real
60,100,0.5,3.0,sin filtro,15791,-0.3952949932026194,-32.328965815807834,real
60,100,0.5,3.0,K<=20/>=80,2558,-0.704511064784254,-29.134281183326532,real
60,100,0.5,3.0,K<=30/>=70,4547,-0.6876370812424624,-37.25324427523851,real
60,100,0.5,3.0,cruce K>D,3413,-0.4349908715634495,-16.87053337283209,real
60,100,0.618,1.0,sin filtro,15909,-0.398908930563947,-51.11913947391765,real
60,100,0.618,1.0,K<=20/>=80,3391,-0.41707797604299035,-24.627343608039233,real
60,100,0.618,1.0,K<=30/>=70,5688,-0.4494257727061762,-34.76893154785154,real
60,100,0.618,1.0,cruce K>D,3459,-0.34638259993504594,-20.35456640935205,real
60,100,0.618,2.0,sin filtro,15694,-0.3660995400533891,-34.687343049808106,real
60,100,0.618,2.0,K<=20/>=80,3247,-0.45565798065934154,-20.455222815222186,real
60,100,0.618,2.0,K<=30/>=70,5539,-0.45734999136614346,-26.808092081065546,real
60,100,0.618,2.0,cruce K>D,3392,-0.3176443371260421,-13.689768230322978,real
60,100,0.618,3.0,sin filtro,15403,-0.38728341250412257,-30.649911901315907,real
60,100,0.618,3.0,K<=20/>=80,3094,-0.5269020348179209,-20.314911353652594,real
60,100,0.618,3.0,K<=30/>=70,5330,-0.5467087236368575,-28.00024553170397,real
60,100,0.618,3.0,cruce K>D,3318,-0.33397451170475495,-11.90918205515055,real
60,100,0.705,1.0,sin filtro,15010,-0.4579672742338694,-57.32194521108278,real
60,100,0.705,1.0,K<=20/>=80,3402,-0.45701817521127264,-27.26961521216849,real
60,100,0.705,1.0,K<=30/>=70,5763,-0.46700891243763076,-36.28127575804709,real
60,100,0.705,1.0,cruce K>D,3371,-0.4160422508809785,-24.254438229044965,real
60,100,0.705,2.0,sin filtro,14911,-0.4075294254514613,-37.77061444730339,real
60,100,0.705,2.0,K<=20/>=80,3355,-0.4152893992204568,-18.40791842734119,real
60,100,0.705,2.0,K<=30/>=70,5708,-0.41580705220328795,-23.965517661482362,real
60,100,0.705,2.0,cruce K>D,3339,-0.40280468680329257,-17.587063781640694,real
60,100,0.705,3.0,sin filtro,14779,-0.377214606722226,-28.63192683227427,real
60,100,0.705,3.0,K<=20/>=80,3275,-0.42364365652875335,-15.61608414229315,real
60,100,0.705,3.0,K<=30/>=70,5604,-0.4232289962853356,-20.322400288265904,real
60,100,0.705,3.0,cruce K>D,3297,-0.36800112290981557,-13.099503130148616,real
60,100,0.786,1.0,sin filtro,13408,-0.5539563461976675,-66.78592543545987,real
60,100,0.786,1.0,K<=20/>=80,3433,-0.5014941720232209,-30.124302028378132,real
60,100,0.786,1.0,K<=30/>=70,5588,-0.5235469740767803,-40.40809669818234,real
60,100,0.786,1.0,cruce K>D,3009,-0.5420554704536112,-30.59444830433905,real
60,100,0.786,2.0,sin filtro,13349,-0.46981324323887513,-41.6426386580754,real
60,100,0.786,2.0,K<=20/>=80,3394,-0.4578923131735643,-20.52122592105154,real
60,100,0.786,2.0,K<=30/>=70,5549,-0.45053838700602045,-25.64846331540722,real
60,100,0.786,2.0,cruce K>D,2980,-0.43488144160989467,-17.81268519185328,real
60,100,0.786,3.0,sin filtro,13311,-0.44280614519895184,-32.35581934194652,real
60,100,0.786,3.0,K<=20/>=80,3372,-0.4005865477717974,-14.571659818348927,real
60,100,0.786,3.0,K<=30/>=70,5517,-0.4074762152717781,-18.951762255140476,real
60,100,0.786,3.0,cruce K>D,2973,-0.46694350195572415,-16.26284070112503,real
60,200,0.382,1.0,sin filtro,17310,-0.43385385424388373,-60.07720736567833,real
60,200,0.382,1.0,K<=20/>=80,2904,-0.7781472810325136,-55.182808547454705,real
60,200,0.382,1.0,K<=30/>=70,5067,-0.7072586570213413,-61.8446018929826,real
60,200,0.382,1.0,cruce K>D,3931,-0.3760362615603314,-24.31297918047467,real
60,200,0.382,2.0,sin filtro,16742,-0.44532175864805923,-46.47359689691217,real
60,200,0.382,2.0,K<=20/>=80,2773,-0.8383424492450418,-50.71624635695315,real
60,200,0.382,2.0,K<=30/>=70,4867,-0.7482688312043979,-53.145574817011955,real
60,200,0.382,2.0,cruce K>D,3826,-0.3737821052295807,-17.91684802868187,real
60,200,0.382,3.0,sin filtro,16194,-0.5071007911146551,-45.53368740715534,real
60,200,0.382,3.0,K<=20/>=80,2703,-0.8917438839273245,-50.57814420725658,real
60,200,0.382,3.0,K<=30/>=70,4740,-0.8131783100043428,-53.32611134342781,real
60,200,0.382,3.0,cruce K>D,3755,-0.4091890065205628,-16.532464864177367,real
60,200,0.5,1.0,sin filtro,17021,-0.40954662270946707,-55.07371152520004,real
60,200,0.5,1.0,K<=20/>=80,3404,-0.6269292663661413,-41.10982076977689,real
60,200,0.5,1.0,K<=30/>=70,5710,-0.6005721476408354,-50.43251605752656,real
60,200,0.5,1.0,cruce K>D,3825,-0.37123025390851316,-23.36252413169455,real
60,200,0.5,2.0,sin filtro,16590,-0.4146619659779307,-41.856644386909984,real
60,200,0.5,2.0,K<=20/>=80,3211,-0.6996442119725691,-37.34596023938055,real
60,200,0.5,2.0,K<=30/>=70,5472,-0.6491709607864072,-43.39628618697103,real
60,200,0.5,2.0,cruce K>D,3727,-0.40292456824507966,-19.102825114353973,real
60,200,0.5,3.0,sin filtro,16220,-0.4442954406914547,-37.768181889787115,real
60,200,0.5,3.0,K<=20/>=80,3115,-0.7725913987757923,-37.66724348626284,real
60,200,0.5,3.0,K<=30/>=70,5304,-0.723686707789841,-43.66016311016261,real
60,200,0.5,3.0,cruce K>D,3640,-0.48852044629665226,-20.13958846736469,real
60,200,0.618,1.0,sin filtro,16308,-0.441482127545891,-57.86346691175618,real
60,200,0.618,1.0,K<=20/>=80,3833,-0.5294407621711876,-34.395146448668704,real
60,200,0.618,1.0,K<=30/>=70,6302,-0.5251906013289911,-43.82794302959041,real
60,200,0.618,1.0,cruce K>D,3654,-0.4019514897574614,-24.533622399155057,real
60,200,0.618,2.0,sin filtro,16101,-0.41092702546357535,-40.10454818196645,real
60,200,0.618,2.0,K<=20/>=80,3693,-0.565592880276347,-28.562559244576114,real
60,200,0.618,2.0,K<=30/>=70,6156,-0.5272552247117169,-33.638939043688076,real
60,200,0.618,2.0,cruce K>D,3585,-0.3659690117623713,-16.45806893128078,real
60,200,0.618,3.0,sin filtro,15827,-0.4350059251954955,-35.67940958574367,real
60,200,0.618,3.0,K<=20/>=80,3546,-0.6316130988624798,-27.82680496943754,real
60,200,0.618,3.0,K<=30/>=70,5961,-0.6081790836387201,-34.17914324406245,real
60,200,0.618,3.0,cruce K>D,3515,-0.39227247633329737,-14.73951120833248,real
60,200,0.705,1.0,sin filtro,15375,-0.49467633558388663,-63.22663686567257,real
60,200,0.705,1.0,K<=20/>=80,3825,-0.5638991261870282,-36.80931261369711,real
60,200,0.705,1.0,K<=30/>=70,6296,-0.5363139090917636,-44.38214901237329,real
60,200,0.705,1.0,cruce K>D,3571,-0.4683132991251808,-28.400337024908026,real
60,200,0.705,2.0,sin filtro,15284,-0.4469393868836408,-42.537571574208975,real
60,200,0.705,2.0,K<=20/>=80,3784,-0.515615112404337,-25.227819739444673,real
60,200,0.705,2.0,K<=30/>=70,6247,-0.4767632445328623,-29.362891745363005,real
60,200,0.705,2.0,cruce K>D,3539,-0.448949763405605,-20.491705115647953,real
60,200,0.705,3.0,sin filtro,15158,-0.41822715733249904,-32.69023050132674,real
60,200,0.705,3.0,K<=20/>=80,3710,-0.5327236177663974,-21.9919393731459,real
60,200,0.705,3.0,K<=30/>=70,6156,-0.4833733248632089,-24.935146619507012,real
60,200,0.705,3.0,cruce K>D,3497,-0.42641351606803085,-16.009735611768694,real
60,200,0.786,1.0,sin filtro,13657,-0.5844997985492631,-71.82010742819286,real
60,200,0.786,1.0,K<=20/>=80,3716,-0.5864268040294242,-37.65250785192763,real
60,200,0.786,1.0,K<=30/>=70,5933,-0.5730426998249797,-46.219931012699725,real
60,200,0.786,1.0,cruce K>D,3116,-0.5834540183084261,-33.97536359259248,real
60,200,0.786,2.0,sin filtro,13602,-0.4980931246295169,-45.03544480226091,real
60,200,0.786,2.0,K<=20/>=80,3681,-0.5327567672846197,-25.607496150138303,real
60,200,0.786,2.0,K<=30/>=70,5898,-0.49267175223176496,-29.31443940831233,real
60,200,0.786,2.0,cruce K>D,3087,-0.4781161342570863,-20.259357101925143,real
60,200,0.786,3.0,sin filtro,13568,-0.4736394383812886,-35.39714706444139,real
60,200,0.786,3.0,K<=20/>=80,3663,-0.46557209733803984,-18.098982816288913,real
60,200,0.786,3.0,K<=30/>=70,5870,-0.43669648531858146,-21.127832270242212,real
60,200,0.786,3.0,cruce K>D,3080,-0.5088379356391258,-18.387863416735815,real
240,10,0.382,1.0,sin filtro,3657,-0.11345580457694288,-6.87852045328329,real
240,10,0.382,1.0,K<=20/>=80,296,0.05605286489931045,0.9642699680927644,real
240,10,0.382,1.0,K<=30/>=70,474,0.02560348775755136,0.5564481864685668,real
240,10,0.382,1.0,cruce K>D,1363,-0.13731851274869927,-5.089922796742338,real
240,10,0.382,2.0,sin filtro,3520,-0.10247383128448738,-4.380268343017166,real
240,10,0.382,2.0,K<=20/>=80,269,0.09285420592903168,1.0468464132090607,real
240,10,0.382,2.0,K<=30/>=70,421,-0.0665329899498104,-0.9717451482270802,real
240,10,0.382,2.0,cruce K>D,1336,-0.12330179314193589,-3.263422148659704,real
240,10,0.382,3.0,sin filtro,3367,-0.1638800586716585,-5.761775240032824,real
240,10,0.382,3.0,K<=20/>=80,235,-0.3202185249899962,-3.1984254237637586,real
240,10,0.382,3.0,K<=30/>=70,381,-0.35461199745972727,-4.593172936673979,real
240,10,0.382,3.0,cruce K>D,1298,-0.1439323563196927,-3.111435055777301,real
240,10,0.5,1.0,sin filtro,3535,-0.0955093592528191,-5.678693897358118,real
240,10,0.5,1.0,K<=20/>=80,407,0.009484590348431642,0.19110764080945766,real
240,10,0.5,1.0,K<=30/>=70,650,-0.025441898888812105,-0.6470592343709484,real
240,10,0.5,1.0,cruce K>D,1169,-0.10787452412390733,-3.6847074048811,real
240,10,0.5,2.0,sin filtro,3480,-0.07890578429060398,-3.323385233940365,real
240,10,0.5,2.0,K<=20/>=80,386,-0.020125320796755233,-0.27812116100064355,real
240,10,0.5,2.0,K<=30/>=70,625,-0.08811256066910399,-1.5768041708005989,real
240,10,0.5,2.0,cruce K>D,1156,-0.02841340969757626,-0.6791804701794857,real
240,10,0.5,3.0,sin filtro,3376,-0.05545908524023146,-1.869172676546969,real
240,10,0.5,3.0,K<=20/>=80,344,-0.2493325590825738,-2.901650022445105,real
240,10,0.5,3.0,K<=30/>=70,574,-0.19662398010736132,-2.88604979944158,real
240,10,0.5,3.0,cruce K>D,1137,0.012808412643572159,0.24454589945507957,real
240,10,0.618,1.0,sin filtro,3363,-0.11165837976823705,-6.472106025459151,real
240,10,0.618,1.0,K<=20/>=80,534,0.0641063526154542,1.4902702670685428,real
240,10,0.618,1.0,K<=30/>=70,829,0.007956202875572,0.2291717412540464,real
240,10,0.618,1.0,cruce K>D,975,-0.1803475269834051,-5.650281845802882,real
240,10,0.618,2.0,sin filtro,3331,-0.09057132030778217,-3.7286531252468214,real
240,10,0.618,2.0,K<=20/>=80,514,0.11235273634538512,1.745642415829796,real
240,10,0.618,2.0,K<=30/>=70,803,-0.03711179359486334,-0.7420137680072115,real
240,10,0.618,2.0,cruce K>D,965,-0.12187385745696937,-2.717387564195517,real
240,10,0.618,3.0,sin filtro,3290,-0.09380626048677011,-3.1488541893769564,real
240,10,0.618,3.0,K<=20/>=80,502,0.15355381325802403,1.8791957560629164,real
240,10,0.618,3.0,K<=30/>=70,791,0.0019392383278442138,0.031020044659108025,real
240,10,0.618,3.0,cruce K>D,953,-0.15448456161132612,-2.8462253891906886,real
240,10,0.705,1.0,sin filtro,3250,-0.14807570751431767,-8.427578462510903,real
