dia,ts,i,fin,lado,entrada,stop,obj,riesgo,exceso,mecha,cuerpo,visto,A,B,C
2022-10-11,2022-10-11 11:34:00,206989,206994,-1,0.97334,0.97389,0.9722399999999999,5.5000000000005045,10.999999999999899,15.100000000000113,4.00000000000067,True,False,False,True
2022-10-20,2022-10-20 06:19:00,208936,209004,-1,0.97896,0.97948,0.9779200000000001,5.199999999999649,1.9999999999997797,4.8000000000003595,1.9999999999997797,True,False,False,False
2022-10-21,2022-10-21 06:39:00,209227,209291,1,0.97666,0.97605,0.97886,6.099999999999994,0.700000000000145,1.7999999999995797,4.1999999999997595,False,True,True,True
2022-12-02,2022-12-02 07:49:00,217852,217914,-1,1.05353,1.05434,1.0519100000000001,8.099999999999774,1.2999999999996348,3.1000000000003247,5.399999999999849,True,True,True,True
2022-12-13,2022-12-13 07:14:00,219858,219927,-1,1.05569,1.05598,1.0551100000000002,2.8999999999990145,3.5000000000007248,5.00000000000167,1.4999999999987246,False,False,False,False
2022-12-29,2022-12-29 08:39:00,223311,223363,-1,1.06365,1.06436,1.06223,7.099999999999884,1.40000000000029,5.399999999999849,2.500000000000835,True,False,True,False
2023-01-02,2023-01-02 07:59:00,223870,223930,1,1.06786,1.06631,1.07087,15.499999999999403,3.8000000000004697,10.900000000000354,11.799999999999589,True,False,False,True
2023-01-10,2023-01-10 09:39:00,225610,225650,-1,1.0746,1.0752599999999999,1.0732800000000002,6.599999999998829,3.4000000000000696,7.599999999998719,3.8999999999989043,True,False,False,True
2023-01-16,2023-01-16 08:19:00,226742,226798,1,1.08219,1.08097,1.08741,12.199999999999989,6.399999999999739,9.399999999999409,8.20000000000043,False,False,False,True
2023-01-19,2023-01-19 07:44:00,227596,227659,-1,1.08033,1.08086,1.0792700000000002,5.299999999999194,0.7999999999985796,2.1999999999988695,2.8999999999990145,False,False,True,False
2023-02-06,2023-02-06 08:04:00,231029,231088,1,1.07861,1.07789,1.07987,7.200000000000539,1.2000000000012,6.399999999999739,6.300000000001305,False,True,True,True
2023-02-14,2023-02-14 07:09:00,232743,232813,-1,1.07375,1.07473,1.07179,9.799999999999809,2.4000000000001798,3.5000000000007248,7.800000000000029,True,False,False,True
2023-02-16,2023-02-16 08:34:00,233335,233388,-1,1.07109,1.07232,1.0686300000000004,12.299999999998423,1.9999999999997797,7.500000000000284,7.999999999999119,True,False,False,True
2023-03-03,2023-03-03 08:49:00,235726,235764,-1,1.06228,1.063,1.0608399999999998,7.200000000000539,1.9999999999997797,5.899999999998684,2.700000000002145,False,False,False,False
2023-03-07,2023-03-07 07:44:00,236121,236160,-1,1.06881,1.06953,1.06737,7.200000000000539,0.1999999999990898,1.2000000000012,5.399999999999849,False,True,True,True
2023-03-16,2023-03-16 07:09:00,237531,237577,-1,1.06245,1.06303,1.0612899999999998,5.800000000000249,1.2000000000012,4.500000000000615,4.8000000000003595,False,True,True,True
2023-03-30,2023-03-30 07:49:00,239559,239597,-1,1.08506,1.08568,1.0838199999999998,6.200000000000649,5.1000000000001044,9.300000000000974,3.900000000001125,False,False,False,True
2023-04-10,2023-04-10 08:04:00,240911,240946,-1,1.09119,1.09179,1.0899900000000002,5.999999999999339,2.100000000000435,2.5999999999992696,4.799999999998139,False,False,False,True
2023-04-18,2023-04-18 06:44:00,242114,242165,-1,1.09432,1.09477,1.0934199999999998,4.500000000000615,1.0999999999983245,2.9999999999996696,2.20000000000109,False,False,True,False
2023-04-28,2023-04-28 07:24:00,243752,243795,1,1.10051,1.09928,1.10394,12.300000000000644,4.20000000000087,11.799999999999589,6.700000000001705,False,False,False,True
2023-05-17,2023-05-17 06:14:00,246386,246443,1,1.08531,1.08492,1.08736,3.8999999999989043,0.40000000000040004,2.2999999999995246,2.5999999999992696,True,False,True,False
2023-05-24,2023-05-24 06:14:00,247402,247459,-1,1.07848,1.07902,1.0774000000000001,5.399999999999849,2.5999999999992696,3.1000000000003247,3.8999999999989043,False,False,False,True
2023-05-26,2023-05-26 10:59:00,247867,247867,-1,1.07441,1.07476,1.0737100000000004,3.4999999999985043,1.9999999999997797,4.100000000000215,1.3999999999980695,True,False,False,False
2023-06-07,2023-06-07 06:09:00,249434,249492,1,1.0685,1.06806,1.07043,4.3999999999999595,1.4999999999987246,2.9999999999996696,3.2999999999994145,False,False,True,False
2023-06-15,2023-06-15 09:44:00,250688,250703,-1,1.08431,1.08482,1.0832900000000005,5.099999999997884,0.700000000000145,2.7999999999983594,1.9999999999997797,False,False,True,False
2023-06-22,2023-06-22 06:54:00,251644,251693,1,1.0983,1.098,1.09949,2.9999999999996696,0.700000000000145,2.6999999999999247,1.500000000000945,False,False,True,False
2023-06-29,2023-06-29 07:29:00,252656,252698,-1,1.09161,1.09216,1.0905099999999999,5.5000000000005045,2.20000000000109,4.500000000000615,3.20000000000098,False,False,False,False
2023-07-06,2023-07-06 06:14:00,253659,253716,-1,1.08586,1.08629,1.0850000000000002,4.299999999999304,4.099999999997994,6.899999999998574,3.2999999999994145,False,False,False,False
2023-07-10,2023-07-10 09:34:00,254106,254123,-1,1.09684,1.09743,1.0956600000000003,5.899999999998684,1.4999999999987246,3.7999999999982492,3.4000000000000696,False,False,True,False
2023-07-19,2023-07-19 06:29:00,255485,255539,1,1.1217,1.12124,1.12356,4.599999999999049,0.8000000000008001,3.9999999999995595,1.7999999999984695,True,False,True,False
2023-07-31,2023-07-31 09:04:00,257166,257201,-1,1.10278,1.1037,1.1009400000000005,9.199999999998099,0.10000000000065512,7.900000000000684,6.299999999999084,False,True,True,True
2023-08-04,2023-08-04 07:14:00,258296,258353,1,1.09504,1.0943100000000001,1.09615,7.299999999998974,1.2000000000012,2.2999999999995246,5.299999999999194,False,True,True,True
2023-08-07,2023-08-07 06:09:00,258570,258640,1,1.09839,1.0979,1.10139,4.899999999998794,0.5999999999994898,1.8999999999991246,2.5999999999992696,False,False,True,False
