R,neta,rgo,lado,hfrac,hbar,gana,fvg,pos,anio
-1.0,-1.1611343860779857,3.1030000000000655,-1,16,18,False,True,0.99398267182335,2020
-1.0,-1.0984546557237573,5.078480000000127,-1,16,19,False,True,0.7200886058424482,2020
-1.0,-1.1044932079414869,4.7849999999998545,1,0,0,False,True,-1.1640728843597616,2020
-1.0,-1.0717942090790984,6.96434999999974,1,10,12,False,True,-0.29800518134714993,2020
-1.0,-1.0418419145521156,11.94974000000002,1,20,21,False,True,0.02804848439571937,2020
2.448275862069008,2.416223326681406,15.599389999999858,1,22,23,True,True,0.1808465627931793,2020
-1.0,-1.037087806122751,13.481520000000273,-1,4,8,False,True,0.6476917900403777,2020
-1.0,-1.0924718654349448,5.407049999999799,-1,19,21,False,True,0.9181183573360177,2020
-1.0,-1.060368975176277,8.282400000000052,-1,22,2,False,True,0.8326238690219734,2020
-1.0,-1.1094621250101238,4.567790000000059,1,4,5,False,True,0.4565273055749173,2020
-1.0,-1.1134077439343815,4.408870000000206,-1,14,16,False,True,0.7053931691818914,2020
-1.0,-1.1296344309048494,3.856999999999971,-1,10,12,False,True,0.970052696180216,2020
2.4482758620690515,2.3779115013363037,7.105869999999868,1,7,8,True,True,0.11667920870374998,2020
-1.0,-1.1145074006133073,4.366529999999784,-1,19,20,False,True,0.9487169383834932,2020
2.448275862068677,2.2525512700565997,2.554610000000139,1,6,7,True,True,0.17640478106415625,2020
2.4482758620688547,2.355320398890375,5.378920000000107,1,9,10,True,True,0.17764126317442105,2020
2.4482758620689378,2.4078145382391605,12.357480000000123,1,19,21,True,True,-0.035445804841304135,2020
-1.0,-1.0853533629224965,5.858000000000175,-1,11,12,False,True,0.6141572573452193,2020
-1.0,-1.0549894090398202,9.092659999999796,1,21,22,False,True,0.20381606918044043,2020
-1.0,-1.0670635937233843,7.455609999999979,-1,18,21,False,True,0.727883538633822,2020
2.448275862068937,2.266135789067195,2.745139999999992,-1,20,0,True,True,0.9989727200091297,2020
2.4482758620689875,2.3708421994877207,6.457139999999981,-1,19,20,True,True,0.7440895761977798,2020
2.4482758620689515,2.357845885616919,5.529140000000098,-1,19,20,True,True,0.7218624093072784,2020
-1.0,-1.0402215725991337,12.431140000000141,-1,17,19,False,True,0.950675907270705,2021
2.4482758620689222,2.4109123788955675,13.382050000000163,1,22,0,True,True,-0.2525788268165518,2021
2.4482758620690737,2.320665919723241,3.9181899999998677,1,12,13,True,True,0.1335732853429314,2021
2.448275862068801,2.310399977939702,3.6264500000002045,1,12,14,True,True,0.12674798373658977,2021
-1.0,-1.1383405224291476,3.614270000000033,-1,4,6,False,True,0.7761995054500295,2021
