par,lado,R,neta,tam,prof,cierre,hora,rr
EURUSD,-1,0.2499999999999043,0.12672413793094406,0.42083828270826723,0.16935483870972506,0.7661290322581266,0,0.2499999999999043
EURUSD,1,0.8492063492062472,0.7357142857141872,0.6583389601620181,0.19487179487182932,0.45128205128207116,4,0.8492063492062472
EURUSD,-1,-1.0,-1.0473509933774832,2.03304484657754,0.12693498452012789,0.34055727554178555,12,1.410596026490106
EURUSD,-1,-1.0,-1.0910828025477795,1.98566417569011,0.0967741935483728,0.14439324116742527,16,3.547770700637331
EURUSD,1,-1.0,-1.2698113207546449,0.8239095315023676,0.10196078431379071,0.10588235294118056,20,4.301886792451375
EURUSD,1,0.40909090909090146,0.3007575757575671,0.4828762629575763,0.010869565217463448,0.7065217391304177,0,0.40909090909090146
EURUSD,1,-1.0,-1.11349206349206,1.5103201087628368,0.05728314238950033,0.14893617021279534,16,4.126984126983897
EURUSD,1,-1.0,-1.0756613756613778,0.7682806324110546,0.1221864951768661,0.48553054662377054,4,0.8465608465608945
EURUSD,-1,0.6600660066006414,0.6128712871286955,1.1304140885292777,0.05894736842106444,0.5789473684210551,12,0.6600660066006414
EURUSD,1,0.34963325183375743,0.31466992665038274,0.9958707796939518,0.3463414634146291,0.651219512195111,8,0.34963325183375743
EURUSD,1,-1.0,-1.1191666666666797,1.1808541129263799,0.15048543689316124,0.14077669902912804,12,2.950000000000407
EURUSD,1,0.8398950131233636,0.8023622047244143,1.019792895530262,0.8020565552698906,0.17737789203086096,4,0.8398950131233636
