ts,R,neta,rgo,lado,hfrac,hbar,gana,fvg,pos,anio
2020-02-07 12:00:00,-1.0,-1.1093533571480663,13.716999999999757,-1,7,13,False,False,0.814006024096386,2020
2020-03-04 16:00:00,-1.0,-1.101619131495156,14.761000000000024,1,9,17,False,True,0.28536102868447116,2020
2020-03-10 20:00:00,-1.0,-1.0202047413793103,74.24000000000035,-1,9,21,False,True,0.7024171888988348,2020
2020-04-16 22:00:00,2.4482758620690066,2.3822169375082978,22.706999999999766,-1,6,0,True,True,0.8693771626297601,2020
2020-06-04 08:00:00,-1.0,-1.0943871130128398,15.891999999999484,-1,0,10,False,False,0.8893905191873596,2020
2020-06-18 14:00:00,2.4482758620687886,2.327987169205922,12.470000000000425,1,2,16,True,False,0.09391675560299712,2020
2020-06-21 20:00:00,-1.0,-1.1922830406358358,7.800999999999192,1,14,22,False,False,0.11924686192467723,2020
2020-06-21 22:00:00,-1.0,-1.2102607232969111,7.133999999999219,1,14,0,False,False,0.1767782426778231,2020
2020-10-01 14:00:00,-1.0,-1.0673491379310358,22.271999999999537,-1,2,16,False,False,0.502772643253248,2020
2020-10-19 00:00:00,-1.0,-1.25606008876747,5.858000000000629,-1,16,2,False,True,0.6881918819188257,2020
2020-12-14 14:00:00,-1.0,-1.080818965517244,18.559999999999377,1,23,15,False,False,0.4411764705882358,2020
2021-01-08 08:00:00,-1.0,-1.1057753331922946,14.181000000000665,-1,1,9,False,False,0.8650568181818199,2021
2021-01-25 14:00:00,-1.0,-1.1354035024372564,11.078000000000543,-1,1,15,False,True,0.7904085257548943,2021
2021-02-09 14:00:00,2.4482758620690928,2.2983508245878275,10.004999999999598,1,9,15,True,False,0.0332252836304672,2021
2021-04-20 00:00:00,-1.0,-1.0894881279083644,16.761999999999944,1,16,2,False,False,0.25382262996942634,2021
2021-07-15 10:00:00,-1.0,-1.1747437092264585,8.584000000000458,1,2,12,False,False,0.2571127502634355,2021
2021-09-27 00:00:00,-1.0,-1.19086397760528,7.859000000000549,-1,20,2,False,False,0.9159713945172876,2021
2021-10-06 08:00:00,-1.0,-1.1082094935795677,13.862000000000307,-1,16,10,False,True,0.7256728778467926,2021
2021-11-30 14:00:00,2.448275862069013,2.404217822945473,34.04599999999931,1,9,15,True,True,0.30955882352941144,2021
2022-04-22 06:00:00,-1.0,-1.037672351005851,39.817000000000746,1,12,8,False,True,0.4583333333333326,2022
2022-05-26 00:00:00,-1.0,-1.0502176096417817,29.869999999999663,-1,18,2,False,False,0.5429234338747129,2022
2022-05-26 02:00:00,-1.0,-1.050709939148073,29.579999999999984,-1,18,4,False,False,0.6015081206496542,2022
2022-09-13 22:00:00,-1.0,-1.021506918058642,69.74500000000035,-1,14,0,False,True,0.928055293748041,2022
2022-09-14 00:00:00,-1.0,-1.0224985375950566,66.67099999999948,-1,14,2,False,True,0.8758680555555556,2022
2023-01-26 04:00:00,-1.0,-1.0323680462647284,46.34199999999851,1,15,5,False,True,0.13859480269489033,2023
2023-01-26 06:00:00,-1.0,-1.0363998155742673,41.20900000000063,1,15,7,False,False,0.21174205967276089,2023
2023-01-26 16:00:00,2.4482758620688605,2.411799037011715,41.122000000001435,-1,5,17,True,True,0.6278625954198475,2023
2023-01-30 02:00:00,-1.0,-1.0486129115893181,30.855999999999995,-1,15,3,False,True,0.5563204005006196,2023
2023-03-10 02:00:00,2.448275862069116,2.401381811361013,31.986999999998034,1,15,3,True,False,0.40750105351874777,2023
2023-05-31 06:00:00,2.448275862069119,2.379125945049015,21.691999999998757,1,16,8,True,True,0.1750000000000069,2023
2023-09-06 00:00:00,-1.0,-1.0646551724137934,23.199999999999932,-1,18,2,False,False,0.9571428571428637,2023
2023-10-03 12:00:00,0.40636565507032213,0.3872227468797098,78.35800000000006,-1,6,14,True,False,0.9427586206896558,2023
