R,neta,rgo,lado,hfrac,hbar,gana,fvg,pos,anio
-1.0,-1.2163624070317445,7.395000000001151,-1,6,8,False,False,0.6011486917677137,2020
-1.0,-1.6647278770253908,2.406999999999826,-1,4,5,False,True,0.8067387158296295,2020
-1.0,-1.2691337258199926,5.945000000000533,1,12,13,False,False,0.03172737955346556,2020
-1.0,-1.2843938855314208,5.626000000000797,1,12,13,False,False,0.029964747356052257,2020
-1.0,-1.1362281822051847,11.745000000000783,-1,11,12,False,True,0.8116438356164463,2020
2.4482758620697855,2.030303030303747,3.8279999999990544,-1,22,0,True,True,0.8658892128279995,2020
-1.0,-1.5254515599344396,3.0449999999992983,1,20,23,False,False,0.2895586652314158,2020
-1.0,-1.3152709359606638,5.0749999999988304,1,19,19,False,False,0.12395437262357574,2020
-1.0,-1.3606040117196825,4.436999999999358,1,19,20,False,False,0.13916349809885925,2020
-1.0,-1.187661271405118,8.525999999999812,1,9,11,False,False,0.32216494845360366,2020
-1.0,-1.0931966449207788,17.16800000000074,1,9,12,False,False,0.2854071486159597,2020
-1.0,-1.1463459251806507,10.932999999999637,1,5,7,False,False,0.02444556451612694,2020
2.4482758620689324,2.3106887952532094,11.628999999999667,1,2,3,True,True,0.08293729878889963,2020
2.4482758620689813,2.2845595006651065,9.772999999999588,1,2,4,True,False,0.10194695692166265,2020
-1.0,-1.0604960677555983,26.447999999998917,1,11,14,False,True,0.02770815928710577,2020
-1.0,-1.0631263315710524,25.346000000001645,-1,13,16,False,True,0.7110135522046171,2020
-1.0,-1.071745661629523,22.301000000000126,-1,13,16,False,True,0.6518419545714835,2020
2.4482758620688365,2.179142136248844,5.945000000000533,-1,18,20,True,False,0.5553766902768854,2020
-1.0,-1.1393242772553192,11.483999999999384,-1,22,23,False,False,0.9274497487437242,2020
-1.0,-1.1196798563841648,13.369000000000852,1,15,16,False,True,0.4079002079002043,2020
-1.0,-1.2530844669408974,6.3219999999986065,1,21,22,False,True,0.39808253438932745,2020
