R,neta,mot,rgo,hniv,izq,velas,pos,i
-1.0,-1.184683575474017,SL,8.122000000000185,18,0,19,1.1651728553136873,USDJPY
-1.0,-1.0710530055421374,SL,21.11099999999908,18,0,85,1.3188220230473666,USDJPY
-1.0,-1.105648682913094,SL,14.197999999998956,23,33,29,1.5813060179257417,USDJPY
-1.0,-1.0784231714330514,SL,19.127000000000294,15,0,51,0.9065300896286723,USDJPY
-1.0,-1.144871547228111,SL,10.354000000000951,21,0,6,0.6286811779769657,USDJPY
2.0,1.9026416563899464,TP,15.406999999999016,7,0,66,1.0726933830382128,USDJPY
-1.0,-1.1674294006027701,SL,8.958999999998696,23,0,56,0.9247910863510076,USDJPY
-1.0,-1.1359188111634826,SL,11.03599999999858,7,0,44,0.8885793871866456,USDJPY
2.0,1.9014519413967523,TP,15.220999999999663,23,55,31,1.2033149171270687,USDJPY
2.0,1.9014519413967523,TP,15.220999999999663,15,17,31,1.2033149171270687,USDJPY
2.0,1.5112414467256554,TP,3.06900000000212,0,57,1,1.2033149171270687,USDJPY
-1.0,-1.1805488685604337,SL,8.307999999999538,0,0,3,1.3060773480663148,USDJPY
2.0,1.9047498094996145,TP,15.747999999999251,23,0,18,0.9823204419889601,USDJPY
2.0,1.9047498094996145,TP,15.747999999999251,15,0,18,0.9823204419889601,USDJPY
-1.0,-1.0997672098437148,SL,15.034999999997467,15,0,50,0.503642987249536,USDJPY
2.0,1.8483163110527023,TP,9.889000000001147,15,0,6,-0.1193181818182754,USDJPY
2.0,1.899193548387093,TP,14.879999999999427,23,0,12,0.24999999999991926,USDJPY
-1.0,-1.1135847342117258,SL,13.205999999999563,0,0,5,-0.5909090909092084,USDJPY
-1.0,-1.1812250815512633,SL,8.277000000001067,4,0,63,2.267045454545618,USDJPY
2.0,1.8613550235696192,TP,10.818999999997914,0,1,10,0.6615581098339717,USDJPY
-1.0,-1.1536098310292058,SL,9.764999999998736,20,8,79,0.6615581098339717,USDJPY
2.0,1.8613550235696192,TP,10.818999999997914,23,0,10,0.6615581098339717,USDJPY
-1.0,-1.1721960739295232,SL,8.710999999999558,23,0,22,0.7196679438058616,USDJPY
-1.0,-1.2122241086587988,SL,7.067999999998165,0,0,10,0.7305236270753536,USDJPY
-1.0,-1.1263370672955453,SL,11.872999999999934,20,1,17,0.6130268199233576,USDJPY
-1.0,-1.2986857825567744,SL,5.0219999999995935,23,12,41,0.5485312899105869,USDJPY
-1.0,-1.108735048930758,SL,13.795000000001778,23,0,21,0.7228607918263111,USDJPY
-1.0,-1.2160138248847479,SL,6.944000000001438,23,0,55,0.761538461538462,USDJPY
-1.0,-1.067111091226342,SL,22.351000000000454,20,8,72,0.5991452991452999,USDJPY
-1.0,-1.2431512400713296,SL,6.168999999999869,23,10,9,0.5846153846153888,USDJPY
-1.0,-1.0785504817762925,SL,19.09599999999898,23,0,48,0.4059829059829055,USDJPY
-1.0,-1.0485326948587668,SL,30.907000000001972,20,0,65,0.6196581196581215,USDJPY
-1.0,-1.091124476034257,SL,16.461000000001036,4,0,40,1.0435897435897579,USDJPY
-1.0,-1.091124476034257,SL,16.461000000001036,1,40,40,1.0435897435897579,USDJPY
-1.0,-1.1685961560076636,SL,8.896999999998911,1,0,26,0.9957264957264995,USDJPY
-1.0,-1.026600932806043,SL,56.38900000000149,16,19,48,-0.020477815699659365,USDJPY
-1.0,-1.055553498018595,SL,27.0009999999985,16,7,12,0.21222646752344285,USDJPY
2.0,1.9761639917368505,TP,62.930000000000064,16,0,80,0.30705105939561966,USDJPY
2.0,1.9708686955001837,TP,51.49099999999862,16,0,66,1.5266272189349128,USDJPY
2.0,1.9708686955001837,TP,51.49099999999862,23,1,66,1.5266272189349128,USDJPY
2.0,1.9708686955001837,TP,51.49099999999862,23,0,66,1.5266272189349128,USDJPY
-1.0,-1.05568135417053,SL,26.939000000001556,23,0,11,0.24852071005918552,USDJPY
-1.0,-1.1218818558543793,SL,12.307000000001267,20,0,48,0.819136172765453,USDJPY
2.0,1.9170032645382666,TP,18.073000000001116,20,0,60,0.7519496100779852,USDJPY
-1.0,-1.059885020760138,SL,25.048000000001025,16,40,29,-0.25788497217067796,USDJPY
2.0,1.9635089767917084,TP,41.1059999999992,23,0,83,-0.25788497217067796,USDJPY
-1.0,-1.059885020760138,SL,25.048000000001025,23,40,29,-0.25788497217067796,USDJPY
2.0,1.9498059162093402,TP,29.883999999998423,1,52,22,-0.47356215213357317,USDJPY
-1.0,-1.038616996627449,SL,38.84299999999996,1,3,20,-0.6094619666048188,USDJPY
-1.0,-1.070638097480579,SL,21.23499999999865,13,0,34,0.17782963827304576,USDJPY
2.0,1.9644212523719176,TP,42.16000000000122,14,0,73,-0.05670945157526142,USDJPY
-1.0,-1.0521975153982652,SL,28.73700000000099,23,0,19,0.30210772833726646,USDJPY
2.0,1.935224770047935,TP,23.157000000000494,23,0,76,0.6913113869400971,USDJPY
-1.0,-1.069923550251727,SL,21.451999999999316,14,14,53,-0.0732931726907699,USDJPY
2.0,1.899819675415752,TP,14.973000000000525,14,0,42,0.031124497991973515,USDJPY
-1.0,-1.076804915514603,SL,19.52999999999747,9,45,29,-0.4578313253012179,USDJPY
-1.0,-1.0824311699730693,SL,18.197000000000685,11,0,36,-0.7620481927710918,USDJPY
-1.0,-1.105648682913073,SL,14.198000000001798,9,12,11,0.3060476481368385,USDJPY
-1.0,-1.0728721336960663,SL,20.584000000002334,11,17,33,-0.15884476534296843,USDJPY
-1.0,-1.2250562640659832,SL,6.665000000000987,21,0,4,0.6269554753309189,USDJPY
-1.0,-1.2250562640659832,SL,6.665000000000987,23,0,4,0.6269554753309189,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,21,0,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,1,0,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,1,69,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,22,0,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,23,46,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,23,0,44,1.2196149217809953,USDJPY
2.0,1.9726007379534578,TP,54.746000000000095,0,46,44,1.2196149217809953,USDJPY
-1.0,-1.1094730696248896,SL,13.701999999997838,22,0,13,0.8627010849233109,USDJPY
-1.0,-1.1094730696248896,SL,13.701999999997838,23,1,13,0.8627010849233109,USDJPY
-1.0,-1.1094730696248896,SL,13.701999999997838,0,1,13,0.8627010849233109,USDJPY
2.0,1.9172870140612117,TP,18.1350000000009,1,8,56,0.6827534605312442,USDJPY
2.0,1.9172870140612117,TP,18.1350000000009,23,8,56,0.6827534605312442,USDJPY
-1.0,-1.078678206136898,SL,19.06500000000051,23,1,19,0.6591844369622145,USDJPY
-1.0,-1.0758418444736488,SL,19.778000000002294,10,17,45,1.2540216984661434,USDJPY
2.0,1.876877616350641,TP,12.182999999998856,1,0,23,0.4520547945205487,USDJPY
2.0,1.876877616350641,TP,12.182999999998856,23,0,23,0.4520547945205487,USDJPY
2.0,1.8529267575252486,TP,10.19900000000007,1,0,21,0.47113502935421575,USDJPY
2.0,1.92270431825209,TP,19.406000000000745,22,0,40,1.19397363465162,USDJPY
-1.0,-1.0950630584954824,SL,15.778999999997723,2,0,25,0.9651600753295605,USDJPY
-1.0,-1.164024056861708,SL,9.14499999999805,22,0,41,0.668103448275869,USDJPY
-1.0,-1.156087408949,SL,9.610000000000696,22,0,12,0.8125000000000026,USDJPY
2.0,1.9049369415045347,TP,15.779000000000565,22,0,12,0.1968085106381917,USDJPY
2.0,1.9049369415045347,TP,15.779000000000565,23,0,12,0.1968085106381917,USDJPY
-1.0,-1.093592063393026,SL,16.026999999999703,22,0,31,1.3989361702127305,USDJPY
-1.0,-1.093592063393026,SL,16.026999999999703,23,0,31,1.3989361702127305,USDJPY
-1.0,-1.093592063393026,SL,16.026999999999703,23,3,31,1.3989361702127305,USDJPY
-1.0,-1.1374633431085168,SL,10.911999999999011,2,0,12,-0.6861702127661022,USDJPY
-1.0,-1.1374633431085168,SL,10.911999999999011,23,2,12,-0.6861702127661022,USDJPY
-1.0,-1.0799786723540443,SL,18.754999999998745,2,0,41,0.2180851063829755,USDJPY
-1.0,-1.108248538644716,SL,13.857000000001563,16,0,48,-7.04255319148987,USDJPY
-1.0,-1.2141021981158633,SL,7.006000000001222,0,0,30,0.4112531969309447,USDJPY
-1.0,-1.0842980780038183,SL,17.794000000000665,0,0,57,1.057106598984755,USDJPY
-1.0,-1.0842980780038183,SL,17.794000000000665,13,19,57,1.057106598984755,USDJPY
-1.0,-1.1521606816798564,SL,9.857999999999834,13,0,1,0.8845177664974532,USDJPY
-1.0,-1.194325689856195,SL,7.719000000000165,22,0,1,0.9007782101167546,USDJPY
-1.0,-1.0528243414565417,SL,28.396000000000754,9,0,19,0.3448879551820748,USDJPY
2.0,1.863313285948626,TP,10.974000000001638,16,21,12,-5.276041666666494,USDJPY
-1.0,-1.0803772371664324,SL,18.66200000000049,16,0,59,-4.562499999999852,USDJPY
-1.0,-1.0825718374986137,SL,18.166000000002214,16,0,13,0.31724137931034657,USDJPY
2.0,1.937241119618428,TP,23.90100000000075,2,82,50,-0.5248275862068874,USDJPY
2.0,1.9006425117573034,TP,15.097000000000094,2,1,64,0.3100936524453718,USDJPY
-1.0,-1.070741369552914,SL,21.20400000000018,15,0,20,0.5504682622268441,USDJPY
2.0,1.908875523965743,TP,16.461000000001036,16,0,58,0.7585848074921959,USDJPY
2.0,1.908875523965743,TP,16.461000000001036,15,0,58,0.7585848074921959,USDJPY
-1.0,-1.0845928265283062,SL,17.73200000000088,0,83,46,1.4921334172435299,USDJPY
-1.0,-1.2282410225197848,SL,6.571999999999889,23,2,4,1.4065449968533514,USDJPY
-1.0,-1.1256807708420642,SL,11.934999999999718,2,0,9,2.2290748898678046,USDJPY
-1.0,-1.1152073732718875,SL,13.02000000000021,0,0,28,0.615806805708016,USDJPY
2.0,1.909556828459439,TP,16.584999999997763,21,20,38,0.9720998531571138,USDJPY
2.0,1.909556828459439,TP,16.584999999997763,2,20,38,0.9720998531571138,USDJPY
-1.0,-1.1322051824431478,SL,11.346000000000345,23,0,51,-1.0759493670884233,USDJPY
-1.0,-1.085188550658785,SL,17.60800000000131,21,2,57,0.1075949367090042,USDJPY
-1.0,-1.085188550658785,SL,17.60800000000131,2,2,57,0.1075949367090042,USDJPY
-1.0,-1.085188550658785,SL,17.60800000000131,23,3,57,0.1075949367090042,USDJPY
2.0,1.938982223487772,TP,24.58299999999838,1,57,46,-1.3776546629732156,USDJPY
2.0,1.898346435348332,TP,14.755999999999858,23,0,9,-1.1061865189288835,USDJPY
-1.0,-1.159168081494083,SL,9.4239999999985,23,0,17,0.32914451425810315,USDJPY
-1.0,-1.159168081494083,SL,9.4239999999985,23,10,17,0.32914451425810315,USDJPY
-1.0,-1.073202869552482,SL,20.491000000001236,23,0,61,0.18269695505075711,USDJPY
2.0,1.9290511777504507,TP,21.142000000000394,1,20,91,-0.03238279362011003,USDJPY
2.0,1.9290511777504507,TP,21.142000000000394,11,20,91,-0.03238279362011003,USDJPY
2.0,1.9155548049315962,TP,17.76299999999935,1,0,54,0.13629772837119974,USDJPY
2.0,1.9155548049315962,TP,17.76299999999935,11,0,54,0.13629772837119974,USDJPY
-1.0,-1.1418976444991178,SL,10.570999999998776,16,0,12,0.002238805970159938,USDJPY
-1.0,-1.1897533206831234,SL,7.904999999999518,11,0,11,0.17537313432836793,USDJPY
-1.0,-1.2016129032258143,SL,7.4399999999997135,16,6,1,0.44010195412063846,USDJPY
2.0,1.9246306903828725,TP,19.90199999999902,16,0,61,0.19966015293118902,USDJPY
2.0,1.9085310079882831,TP,16.39899999999841,9,16,13,-1.285106382978617,USDJPY
2.0,1.9085310079882831,TP,16.39899999999841,23,0,13,-1.285106382978617,USDJPY
-1.0,-1.0901063254640455,SL,16.64700000000039,9,0,65,-0.3148936170211896,USDJPY
-1.0,-1.1674294006027701,SL,8.958999999998696,23,0,37,0.085106382978762,USDJPY
-1.0,-1.071578545523961,SL,20.9559999999982,9,21,66,-0.357052096569255,USDJPY
-1.0,-1.1154823312033357,SL,12.988999999998896,9,0,14,0.19059720457433865,USDJPY
2.0,1.9376454938476857,TP,24.05599999999879,9,0,63,-0.1588193956430069,USDJPY
2.0,1.8688696564385163,TP,11.439000000001442,19,0,47,-0.07615894039736182,USDJPY
-1.0,-1.0721119176962641,SL,20.80100000000016,20,2,35,0.007931665649789598,USDJPY
-1.0,-1.0735366212373758,SL,20.39800000000014,10,0,51,1.3247863247861233,USDJPY
-1.0,-1.1061120543293568,SL,14.136000000002014,20,3,28,-0.35042735042726736,USDJPY
-1.0,-1.1061120543293568,SL,14.136000000002014,23,0,28,-0.35042735042726736,USDJPY
-1.0,-1.1061120543293568,SL,14.136000000002014,23,3,28,-0.35042735042726736,USDJPY
2.0,1.8348563250027725,TP,9.083000000001107,23,0,11,1.3504273504272675,USDJPY
-1.0,-1.1466275659823848,SL,10.230000000001382,10,0,80,4.15384615384565,USDJPY
-1.0,-1.093955527716881,SL,15.964999999999918,20,20,41,0.06081871345028233,USDJPY
-1.0,-1.093955527716881,SL,15.964999999999918,23,0,41,0.06081871345028233,USDJPY
-1.0,-1.093955527716881,SL,15.964999999999918,23,20,41,0.06081871345028233,USDJPY
2.0,1.8337213169271944,TP,9.021000000001322,0,59,24,2.242105263157849,USDJPY
-1.0,-1.1550868486352281,SL,9.67200000000048,0,0,10,2.101754385964864,USDJPY
2.0,1.9474053295932632,TP,28.51999999999748,0,0,94,0.8568994889267415,USDJPY
2.0,1.912658670082683,TP,17.173999999999978,0,0,9,1.0583475298126064,USDJPY
2.0,1.912658670082683,TP,17.173999999999978,16,0,9,1.0583475298126064,USDJPY
2.0,1.8370804822417341,TP,9.206999999997834,0,0,29,0.15999999999999906,USDJPY
2.0,1.9039938556067568,TP,15.623999999999683,2,46,10,-0.08163265306122022,USDJPY
-1.0,-1.0806451612903196,SL,18.600000000000705,2,0,11,-0.08125537403267132,USDJPY
-1.0,-1.0806451612903196,SL,18.600000000000705,20,0,11,-0.08125537403267132,USDJPY
-1.0,-1.1237521656629086,SL,12.120999999999071,20,0,24,0.028374892519347675,USDJPY
-1.0,-1.1521606816798564,SL,9.857999999999834,3,23,45,-1.4143646408841106,USDJPY
2.0,1.8752909876953858,TP,12.028000000000816,2,0,60,0.9682320441988999,USDJPY
2.0,1.8752909876953858,TP,12.028000000000816,23,0,60,0.9682320441988999,USDJPY
-1.0,-1.1250312578144588,SL,11.996999999999503,0,1,60,1.05870165745857,USDJPY
-1.0,-1.0945060483871039,SL,15.87199999999882,20,0,2,0.9329091960670998,USDJPY
-1.0,-1.0945060483871039,SL,15.87199999999882,23,0,2,0.9329091960670998,USDJPY
-1.0,-1.0945060483871039,SL,15.87199999999882,0,0,2,0.9329091960670998,USDJPY
2.0,1.933074554945791,TP,22.41300000000024,23,10,61,0.7964141122035853,USDJPY
-1.0,-1.1180173092053645,SL,12.709999999998445,18,2,15,1.0844418739155497,USDJPY
2.0,1.8487903225806392,TP,9.919999999999618,16,46,12,0.20011567379988487,USDJPY
-1.0,-1.0925183494726507,SL,16.212999999999056,23,0,10,0.7043040804918949,USDJPY
-1.0,-1.291488534784185,SL,5.1460000000020045,18,12,2,0.9259515570934257,USDJPY
2.0,1.8511166253101812,TP,10.0750000000005,23,0,8,1.0339100346020809,USDJPY
2.0,1.8511166253101812,TP,10.0750000000005,0,41,8,1.0339100346020809,USDJPY
-1.0,-1.1461845823993784,SL,10.260999999999854,18,41,23,1.0339100346020809,USDJPY
2.0,1.8511166253101812,TP,10.0750000000005,18,0,8,1.0339100346020809,USDJPY
-1.0,-1.0930521091811367,SL,16.1200000000008,7,0,78,-7.559999999997999,USDJPY
2.0,1.9436704344887148,TP,26.62899999999979,23,23,40,1.0647482014388359,USDJPY
2.0,1.9436704344887148,TP,26.62899999999979,23,0,40,1.0647482014388359,USDJPY
2.0,1.9436704344887148,TP,26.62899999999979,2,24,40,1.0647482014388359,USDJPY
2.0,1.8423873069244443,TP,9.516999999999598,2,0,8,0.6813559322033848,USDJPY
-1.0,-1.0973583436100536,SL,15.406999999999016,17,0,66,0.8192090395480304,USDJPY
2.0,1.952280969650699,TP,31.43400000000156,4,32,20,0.9932203389830507,USDJPY
2.0,1.899819675415752,TP,14.973000000000525,11,0,52,-0.31961471103328404,USDJPY
-1.0,-1.1427347987439473,SL,10.508999999998991,0,107,18,-0.6786339754816186,USDJPY
-1.0,-1.0945060483871039,SL,15.87199999999882,14,0,34,0.8698884758364438,USDJPY
-1.0,-1.1347829993710166,SL,11.128999999999678,2,0,12,0.7033457249070623,USDJPY
-1.0,-1.1347829993710166,SL,11.128999999999678,14,0,12,0.7033457249070623,USDJPY
-1.0,-1.0544286802859333,SL,27.5589999999994,11,0,90,0.897102306327613,USDJPY
-1.0,-1.1012282359292775,SL,14.817999999999643,2,0,23,0.9940863394441213,USDJPY
-1.0,-1.1012282359292775,SL,14.817999999999643,14,0,23,0.9940863394441213,USDJPY
-1.0,-1.1470732424747514,SL,10.19900000000007,14,2,37,0.8660714285714426,USDJPY
-1.0,-1.2481389578163649,SL,6.0450000000003,2,0,17,0.9857142857143183,USDJPY
2.0,1.9049369415045347,TP,15.779000000000565,14,1,27,0.7946428571428821,USDJPY
-1.0,-1.104961164369183,SL,14.291000000000054,23,15,8,-0.09642857142857958,USDJPY
2.0,1.9262391817466575,TP,20.336000000000354,21,0,60,0.9926470588235407,USDJPY
2.0,1.9219562955254998,TP,19.22000000000139,0,0,33,0.7663398692810426,USDJPY
2.0,1.9219562955254998,TP,19.22000000000139,15,0,33,0.7663398692810426,USDJPY
2.0,1.9219562955254998,TP,19.22000000000139,23,0,33,0.7663398692810426,USDJPY
-1.0,-1.1819063788503572,SL,8.245999999999754,21,0,31,0.5185556670010063,USDJPY
2.0,1.7770179872157235,TP,6.727000000000771,21,0,21,0.44032096288866523,USDJPY
2.0,1.7604599169593662,TP,6.261999999998125,21,0,3,0.49955076370171775,USDJPY
2.0,1.710256905543778,TP,5.177000000000476,21,30,10,0.9505840071877746,USDJPY
-1.0,-1.2986857825567744,SL,5.0219999999995935,21,0,5,0.8580413297394546,USDJPY
-1.0,-1.134036279152897,SL,11.190999999999462,2,0,25,1.2371967654986613,USDJPY
-1.0,-1.2067824648469707,SL,7.25400000000036,2,5,58,0.6805019305019142,USDJPY
2.0,1.8403066113062925,TP,9.393000000000029,2,0,7,0.8262548262548199,USDJPY
2.0,1.7830175032547413,TP,6.913000000000125,13,0,27,1.1399613899613723,USDJPY
-1.0,-1.1734304543877951,SL,8.648999999999774,22,0,2,0.9972577696526637,USDJPY
2.0,1.906044472283119,TP,15.964999999999918,2,0,46,-0.288888888888892,USDJPY
-1.0,-1.1336660131883707,SL,11.222000000000776,2,53,14,-0.3970370370370369,USDJPY
-1.0,-1.1197700415202898,SL,12.523999999999091,3,0,44,-0.6409876543209867,USDJPY
-1.0,-1.164024056861657,SL,9.145000000000891,3,5,12,0.08795180722890776,USDJPY
2.0,1.7749437359340168,TP,6.665000000000987,13,34,27,0.7445783132530076,USDJPY
-1.0,-1.194325689856195,SL,7.719000000000165,13,0,12,0.812048192771094,USDJPY
-1.0,-1.1215756200356368,SL,12.33800000000258,4,24,22,0.13253909158599772,USDJPY
-1.0,-1.0993574882426966,SL,15.097000000000094,16,0,33,-0.025316455696196102,USDJPY
-1.0,-1.2644103648862293,SL,5.673000000001593,16,0,6,0.5254798146922657,USDJPY
-1.0,-1.1721960739295232,SL,8.710999999999558,16,0,15,0.38361508452537557,USDJPY
-1.0,-1.1721960739295232,SL,8.710999999999558,4,0,15,0.38361508452537557,USDJPY
-1.0,-1.088297621850715,SL,16.988000000000625,23,0,65,-0.057803468208039305,USDJPY
-1.0,-1.106345267635585,SL,14.1050000000007,9,0,35,-2.0578034682080393,USDJPY
-1.0,-1.129724120038073,SL,11.56299999999817,10,63,7,-0.21566632756865534,USDJPY
-1.0,-1.129724120038073,SL,11.56299999999817,9,0,7,-0.21566632756865534,USDJPY
-1.0,-1.0975546305931287,SL,15.376000000000545,10,0,61,0.01729399796540777,USDJPY
-1.0,-1.0975546305931287,SL,15.376000000000545,9,0,61,0.01729399796540777,USDJPY
2.0,1.9311705593539195,TP,21.79299999999955,10,0,75,0.7970370370370355,USDJPY
-1.0,-1.130775937227551,SL,11.469999999999914,9,0,80,0.7970370370370355,USDJPY
-1.0,-1.0848896434635058,SL,17.669999999998254,9,0,63,0.8340740740740811,USDJPY
-1.0,-1.177242112725975,SL,8.46300000000042,0,32,13,0.9037037037037067,USDJPY
2.0,1.8733322073973844,TP,11.84199999999862,9,0,22,1.0896296296296368,USDJPY
-1.0,-1.1498052531708671,SL,10.013000000000716,9,0,3,1.1140740740740718,USDJPY
2.0,1.812453113278334,TP,7.998000000000616,9,0,40,0.5718918918919117,USDJPY
-1.0,-1.1853911753800126,SL,8.091000000001713,9,0,10,0.4897297297297269,USDJPY
-1.0,-1.1715854495539164,SL,8.74199999999803,23,0,9,0.2264150943396024,USDJPY
-1.0,-1.1197700415202898,SL,12.523999999999091,20,0,38,0.9270833333333373,USDJPY
-1.0,-1.1253551729901279,SL,11.966000000001031,17,0,46,1.0715532286212868,USDJPY
-1.0,-1.0854895702724194,SL,17.546000000001527,20,0,50,0.3551483420593255,USDJPY
2.0,1.855560905151653,TP,10.384999999999422,20,3,35,0.007486631016017943,USDJPY
2.0,1.855560905151653,TP,10.384999999999422,23,0,35,0.007486631016017943,USDJPY
-1.0,-1.1402524544179367,SL,10.695000000001187,20,0,31,-0.033155080213910997,USDJPY
-1.0,-1.1402524544179367,SL,10.695000000001187,23,0,31,-0.033155080213910997,USDJPY
2.0,1.8902786921220278,TP,13.67100000000221,17,43,35,1.222652468538225,USDJPY
2.0,1.8902786921220278,TP,13.67100000000221,16,0,35,1.222652468538225,USDJPY
-1.0,-1.1555855201742233,SL,9.641000000002009,17,0,58,1.1587608906098594,USDJPY
2.0,1.8954922315892135,TP,14.352999999999838,5,48,86,1.2836398838334966,USDJPY
2.0,1.556081680970465,TP,3.3789999999982,5,0,28,0.7471098265895816,USDJPY
-1.0,-1.1133187278084082,SL,13.237000000000876,5,0,12,0.9848265895953651,USDJPY
-1.0,-1.0672977702005453,SL,22.28900000000067,16,8,50,0.8359826589595365,USDJPY
-1.0,-1.1054185114906157,SL,14.22900000000027,17,0,16,-2.341772151898534,USDJPY
-1.0,-1.1054185114906157,SL,14.22900000000027,5,0,16,-2.341772151898534,USDJPY
-1.0,-1.1054185114906157,SL,14.22900000000027,23,0,16,-2.341772151898534,USDJPY
-1.0,-1.1054185114906157,SL,14.22900000000027,23,2,16,-2.341772151898534,USDJPY
2.0,1.835418038183059,TP,9.11400000000242,5,1,10,1.797468354430152,USDJPY
2.0,1.835418038183059,TP,9.11400000000242,23,1,10,1.797468354430152,USDJPY
2.0,1.835418038183059,TP,9.11400000000242,23,0,10,1.797468354430152,USDJPY
-1.0,-1.2024564718585165,SL,7.409000000001242,22,0,70,0.7922497308934519,USDJPY
2.0,1.8146088246199874,TP,8.091000000001713,22,3,6,1.1474703982777181,USDJPY
-1.0,-1.1526406838302423,SL,9.827000000001362,17,1,10,1.013633265166995,USDJPY
-1.0,-1.1516836889472977,SL,9.889000000001147,23,0,51,1.3881019830027441,USDJPY
2.0,1.8879928315412333,TP,13.392000000001758,7,65,18,-0.9886685552408199,USDJPY
2.0,1.8879928315412333,TP,13.392000000001758,0,2,18,-0.9886685552408199,USDJPY
-1.0,-1.140660165041262,SL,10.663999999999874,0,0,24,0.43472750316857145,USDJPY
-1.0,-1.1355380862022242,SL,11.066999999999894,18,0,5,0.5195360195360174,USDJPY
2.0,1.7905320485965432,TP,7.160999999999262,18,0,91,0.29332129963897785,USDJPY
2.0,1.8376271920328926,TP,9.237999999999147,18,0,14,0.8826714801444089,USDJPY
-1.0,-1.1805488685604337,SL,8.307999999999538,18,0,12,0.8537906137184066,USDJPY
-1.0,-1.1805488685604337,SL,8.307999999999538,8,39,12,0.8537906137184066,USDJPY
-1.0,-1.0960061443932432,SL,15.623999999999683,18,0,48,1.080542264752791,USDJPY
-1.0,-1.0906125407756317,SL,16.554000000002134,8,1,78,1.080542264752791,USDJPY
-1.0,-1.0960061443932432,SL,15.623999999999683,23,0,48,1.080542264752791,USDJPY
-1.0,-1.1453065969195053,SL,10.322999999999638,8,0,22,1.2017543859649251,USDJPY
2.0,1.7370266479662113,TP,5.703999999997222,23,0,4,1.5311004784689008,USDJPY
-1.0,-1.1662786830728056,SL,9.021000000001322,23,0,4,-0.6111111111112427,USDJPY
-1.0,-1.1662786830728056,SL,9.021000000001322,23,1,4,-0.6111111111112427,USDJPY
2.0,1.9034189685145926,TP,15.531000000001427,23,0,24,2.8888888888887574,USDJPY
2.0,1.9034189685145926,TP,15.531000000001427,23,0,24,2.8888888888887574,USDJPY
-1.0,-1.1218818558543793,SL,12.307000000001267,9,90,36,2.4305555555552267,USDJPY
-1.0,-1.1218818558543793,SL,12.307000000001267,13,14,36,2.4305555555552267,USDJPY
2.0,1.9202848488069237,TP,18.81699999999853,9,3,72,4.999999999999606,USDJPY
2.0,1.9202848488069237,TP,18.81699999999853,13,3,72,4.999999999999606,USDJPY
-1.0,-1.156087408949,SL,9.610000000000696,20,0,85,1.103122043519404,USDJPY
-1.0,-1.111748491395388,SL,13.422999999997387,20,0,47,0.7824030274361472,USDJPY
2.0,1.8511166253101812,TP,10.0750000000005,13,0,16,-0.2846153846153856,USDJPY
2.0,1.8538154176006216,TP,10.260999999999854,13,0,5,-0.4015384615384514,USDJPY
2.0,1.8617511520737229,TP,10.849999999999227,15,0,5,0.9707692307692226,USDJPY
2.0,1.8617511520737229,TP,10.849999999999227,9,0,44,9.583333333332781,USDJPY
-1.0,-1.0985480586032477,SL,15.220999999999663,9,0,19,11.516666666666271,USDJPY
2.0,1.9157019219961817,TP,17.794000000000665,22,11,26,0.0,USDJPY
2.0,1.9157019219961817,TP,17.794000000000665,23,0,26,0.0,USDJPY
2.0,1.893654732364415,TP,14.1050000000007,23,0,10,-1.7333333333330176,USDJPY
-1.0,-1.0985480586032477,SL,15.220999999999663,23,0,33,0.6333333333334912,USDJPY
2.0,1.7868409833736736,TP,7.037000000002536,23,0,30,0.2641046606704918,USDJPY
2.0,1.8117233588552615,TP,7.966999999999302,23,11,19,0.2878168438266625,USDJPY
-1.0,-1.3750937734434652,SL,3.998999999998887,23,0,3,0.2878168438266625,USDJPY
-1.0,-1.2199413489736384,SL,6.819999999999027,22,29,19,0.5168447000821794,USDJPY
-1.0,-1.2199413489736384,SL,6.819999999999027,23,0,19,0.5168447000821794,USDJPY
-1.0,-1.117444409646091,SL,12.772000000001071,22,0,9,0.6335250616269571,USDJPY
-1.0,-1.117444409646091,SL,12.772000000001071,23,0,9,0.6335250616269571,USDJPY
-1.0,-1.0884590434628802,SL,16.95699999999931,23,0,94,0.6047658175842322,USDJPY
-1.0,-1.0891106754589064,SL,16.833000000002585,22,0,46,0.6673984632272263,USDJPY
-1.0,-1.0891106754589064,SL,16.833000000002585,23,0,46,0.6673984632272263,USDJPY
-1.0,-1.0891106754589064,SL,16.833000000002585,23,0,46,0.6673984632272263,USDJPY
-1.0,-1.073986386504881,SL,20.27400000000057,22,0,36,0.33369923161361315,USDJPY
-1.0,-1.0793231094658926,SL,18.909999999999627,23,0,16,-0.13062568605927508,USDJPY
-1.0,-1.0793231094658926,SL,18.909999999999627,23,5,16,-0.13062568605927508,USDJPY
-1.0,-1.0793231094658926,SL,18.909999999999627,16,53,16,-0.13062568605927508,USDJPY
