R,neta,mot,rgo,hniv,izq,velas,pos,i
2.0,1.903293433421252,TP,14.78700000000055,9,0,23,0.5261394101876601,EURUSD
2.0,1.6608159392788657,TP,4.215999999999109,8,19,14,-7.33333333333561,EURUSD
-1.0,-1.097524381095279,SL,14.662999999999204,23,11,32,1.6153846153848344,EURUSD
-1.0,-1.097524381095279,SL,14.662999999999204,23,0,32,1.6153846153848344,EURUSD
-1.0,-1.1000629766986243,SL,14.29099999999961,23,0,21,-1.641025641026035,EURUSD
-1.0,-1.1000629766986243,SL,14.29099999999961,23,1,21,-1.641025641026035,EURUSD
2.0,1.885535900104059,TP,12.493000000000087,23,0,37,0.45220966084274944,EURUSD
-1.0,-1.116487455197133,SL,12.275999999999954,23,0,33,0.5971223021582819,EURUSD
-1.0,-1.1114227832320456,SL,12.833999999999346,23,11,93,0.26210350584308634,EURUSD
2.0,1.7152528872958397,TP,5.021999999998972,23,0,15,0.26210350584308634,EURUSD
-1.0,-1.126728110599075,SL,11.284000000000294,23,0,59,0.34056761268782343,EURUSD
2.0,1.8477589694453278,TP,9.392999999999763,14,16,8,-0.007957559681690972,EURUSD
-1.0,-1.2353522053982293,SL,6.076000000001525,23,0,9,1.3402777777778752,EURUSD
-1.0,-1.2847471127041603,SL,5.021999999998972,23,0,24,0.8124999999999903,EURUSD
2.0,1.8212053013252856,TP,7.997999999997951,9,23,77,1.243055555555625,EURUSD
2.0,1.854482548081783,TP,9.82699999999781,9,0,37,2.9236111111112213,EURUSD
-1.0,-1.2520712145249706,SL,5.672999999999373,21,0,27,0.9020332717190521,EURUSD
-1.0,-1.2847471127041603,SL,5.021999999998972,4,0,29,0.8168238993710746,EURUSD
2.0,1.8981699067150992,TP,14.04300000000136,4,0,80,0.72720125786163,EURUSD
2.0,1.8811107416029214,TP,12.027999999999484,13,0,63,0.6753603294440693,EURUSD
-1.0,-1.242784380305623,SL,5.889999999999507,2,0,66,0.6753603294440693,EURUSD
-1.0,-1.1337073398784407,SL,10.695000000000565,2,0,40,0.7185998627316403,EURUSD
-1.0,-1.1689708141321333,SL,8.462999999998555,13,0,31,0.599862731640356,EURUSD
2.0,1.709880300263756,TP,4.929000000000183,12,0,2,6.671052631578002,EURUSD
-1.0,-1.145977950183753,SL,9.795999999999694,4,31,57,0.05473204104903385,EURUSD
-1.0,-1.1464413722478002,SL,9.765000000001578,4,0,19,-0.012542759407050212,EURUSD
-1.0,-1.1065335617969232,SL,13.422999999999075,20,0,92,0.4736297828334932,EURUSD
-1.0,-1.1337073398784407,SL,10.695000000000565,0,49,72,1.1201157742402157,EURUSD
-1.0,-1.1337073398784407,SL,10.695000000000565,22,0,72,1.1201157742402157,EURUSD
2.0,1.7393839985420936,TP,5.487000000001796,18,0,2,1.11722141823444,EURUSD
2.0,1.9206040752873244,TP,18.011,0,0,70,1.0607814761215437,EURUSD
-1.0,-1.0992022199098248,SL,14.414999999998734,22,0,57,0.9811866859623786,EURUSD
1.6138076575218323,1.5275851673198428,fuera,16.585000000000072,20,0,48,0.5224312590448489,EURUSD
2.0,1.493087557603999,TP,2.821000000001739,22,0,9,0.5278592375366601,EURUSD
2.0,1.5340501792114678,TP,3.0689999999999884,22,0,16,0.48826979472141224,EURUSD
-1.0,-1.5839118007350121,SL,2.4489999999999235,22,1,3,0.33720930232569246,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,18,1,27,3.5465116279066313,EURUSD
-1.0,-1.1547954102619937,SL,9.237999999998081,3,28,23,3.139534883720798,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,3,2,20,4.499999999999613,EURUSD
-1.0,-1.1979786792192042,SL,7.222999999998425,0,0,53,0.40099009900989285,EURUSD
-1.0,-1.1979786792192042,SL,7.222999999998425,23,0,53,0.40099009900989285,EURUSD
2.0,1.931150698122288,TP,20.769999999998845,22,0,70,0.01815181518149064,EURUSD
2.0,1.7716384541679646,TP,6.261999999999102,23,0,6,-0.0379537953795304,EURUSD
2.0,1.7716384541679646,TP,6.261999999999102,1,0,6,-0.0379537953795304,EURUSD
-1.0,-1.0831153734379535,SL,17.205000000000137,12,47,45,-0.4950495049505175,EURUSD
-1.0,-1.175395559916603,SL,8.152999999999633,12,0,7,-0.21287128712871667,EURUSD
-1.0,-1.1569014702655436,SL,9.113999999998956,22,0,73,0.48851148851149095,EURUSD
-1.0,-1.4311124510098892,SL,3.3170000000004585,23,6,76,0.48851148851149095,EURUSD
-1.0,-1.1979786792192042,SL,7.222999999998425,23,0,59,0.38161838161837225,EURUSD
-1.0,-1.1979786792192042,SL,7.222999999998425,1,7,59,0.38161838161837225,EURUSD
2.0,1.8693228547930307,TP,10.943000000001035,23,7,62,0.3606393606393471,EURUSD
-1.0,-1.3138029405310108,SL,4.557000000000588,1,0,6,0.4765234765234671,EURUSD
-1.0,-1.419354838709497,SL,3.4100000000014674,10,0,10,0.9982174688056924,EURUSD
-1.0,-1.2606160014579064,SL,5.487000000001796,22,0,40,1.0854700854700978,EURUSD
-1.0,-1.512544802867534,SL,2.789999999999182,22,0,5,0.9620132953466326,EURUSD
-1.0,-1.2493461203137637,SL,5.735000000002266,23,0,39,0.9097815764482419,EURUSD
-1.0,-1.2493461203137637,SL,5.735000000002266,10,0,39,0.9097815764482419,EURUSD
-1.0,-1.1093105029811972,SL,13.081999999999816,23,0,17,0.7977207977207996,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,23,19,29,0.7977207977207996,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,1,19,29,0.7977207977207996,EURUSD
-1.0,-1.1093105029811972,SL,13.081999999999816,10,0,17,0.7977207977207996,EURUSD
-1.0,-1.2318041822013175,SL,6.169000000000313,1,0,47,0.35157545605305257,EURUSD
-1.0,-1.212576185521044,SL,6.726999999999705,23,0,45,0.45360824742261197,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,23,0,39,1.0927835051545471,EURUSD
-1.0,-1.1624261699227618,SL,8.804000000000034,10,16,31,3.1134020618552523,EURUSD
-1.0,-1.2329749103942662,SL,6.137999999999977,17,8,43,0.004411764705878655,EURUSD
-1.0,-1.3225806451613455,SL,4.432999999999243,17,0,15,-0.05588235294118406,EURUSD
-1.0,-1.087035909920885,SL,16.42999999999839,14,0,57,-0.06617647058824513,EURUSD
-1.0,-1.3271562571495008,SL,4.3709999999985705,17,12,18,0.5088282504012708,EURUSD
-1.0,-1.2681920480119973,SL,5.332000000000114,17,0,32,0.5810593900481511,EURUSD
-1.0,-1.1027372656081613,SL,13.919000000000015,14,0,91,1.0818619582664548,EURUSD
-1.0,-1.1027372656081613,SL,13.919000000000015,23,0,91,1.0818619582664548,EURUSD
-1.0,-1.1027372656081613,SL,13.919000000000015,20,15,91,1.0818619582664548,EURUSD
2.0,1.8183896367792465,TP,7.873999999998826,23,0,6,1.343499197431789,EURUSD
-1.0,-1.6685366993919266,SL,2.139000000001001,20,0,26,0.9903691813804255,EURUSD
-1.0,-1.1898314084694122,SL,7.532999999999568,23,13,61,0.5291828793774355,EURUSD
2.0,1.493087557603999,TP,2.821000000001739,20,0,71,0.5291828793774355,EURUSD
2.0,1.2181519956259645,TP,1.8289999999998585,23,0,55,0.5201037613488994,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,23,8,36,0.6679636835278752,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,20,0,36,0.6679636835278752,EURUSD
-1.0,-1.129940935938216,SL,11.004999999999487,23,0,52,0.6147859922179149,EURUSD
-1.0,-1.2023203169213652,SL,7.067999999998964,14,20,9,0.39559014267184894,EURUSD
2.0,1.9164329125759767,TP,17.11200000000135,14,0,33,0.5693904020752342,EURUSD
-1.0,-1.0959023539668722,SL,14.910999999999675,10,21,13,0.8698630136986376,EURUSD
-1.0,-1.145059849868122,SL,9.858000000000366,22,19,23,-0.13013698630138776,EURUSD
-1.0,-1.145059849868122,SL,9.858000000000366,3,37,23,-0.13013698630138776,EURUSD
-1.0,-1.0987773710022835,SL,14.476999999999407,22,0,1,0.05479452054795007,EURUSD
-1.0,-1.0987773710022835,SL,14.476999999999407,3,0,1,0.05479452054795007,EURUSD
2.0,1.8858192270840026,TP,12.524000000000424,22,0,20,0.3382649630127699,EURUSD
2.0,1.8858192270840026,TP,12.524000000000424,3,0,20,0.3382649630127699,EURUSD
-1.0,-1.1329366923863378,SL,10.757000000001238,0,0,17,0.6223934723481369,EURUSD
-1.0,-1.1747311827956997,SL,8.183999999999969,23,0,3,0.5412511332728902,EURUSD
-1.0,-1.1747311827956997,SL,8.183999999999969,23,14,3,0.5412511332728902,EURUSD
-1.0,-1.1747311827956997,SL,8.183999999999969,10,0,3,0.5412511332728902,EURUSD
-1.0,-1.1103565365025407,SL,12.958000000000691,23,0,46,0.6201269265639174,EURUSD
-1.0,-1.1103565365025407,SL,12.958000000000691,23,0,46,0.6201269265639174,EURUSD
-1.0,-1.1103565365025407,SL,12.958000000000691,10,0,46,0.6201269265639174,EURUSD
-0.31124673060157965,-0.3943621040395331,fuera,17.205000000000137,10,0,44,0.4696282864913897,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,10,0,59,1.6836734693877158,EURUSD
-1.0,-1.1601702508960325,SL,8.92800000000138,0,0,13,1.4536516853932355,EURUSD
-1.0,-1.0989893396095716,SL,14.446000000001291,0,26,70,-0.017639077340564687,EURUSD
-1.0,-1.4435483870965444,SL,3.22400000000167,0,0,77,0.013568521031205922,EURUSD
2.0,1.700460829493133,TP,4.774000000000722,23,0,12,-0.2795115332428661,EURUSD
2.0,1.8176718092566786,TP,7.8430000000007105,0,0,11,0.6503649635036456,EURUSD
-1.0,-1.1962937542896606,SL,7.284999999999098,0,0,51,0.7437956204379642,EURUSD
2.0,1.8823238973008423,TP,12.151999999998608,23,0,39,0.18102189781022113,EURUSD
2.0,1.8482597623089998,TP,9.424000000000099,0,0,14,0.35839416058393825,EURUSD
2.0,1.469781238413129,TP,2.6970000000003935,11,14,1,0.6097560975609717,EURUSD
-1.0,-1.3075268817203245,SL,4.650000000001597,11,0,5,0.7144308943089472,EURUSD
2.0,1.8403839714253734,TP,8.958999999999495,11,0,67,0.6790540540540598,EURUSD
2.0,1.8109465891062906,TP,7.563999999999904,16,8,63,0.9206081081081151,EURUSD
-1.0,-1.218621005962394,SL,6.540999999999908,16,0,50,0.8403361344536717,EURUSD
-1.0,-1.218621005962394,SL,6.540999999999908,23,0,50,0.8403361344536717,EURUSD
-1.0,-1.4232021308080678,SL,3.3789999999989107,23,0,11,1.2605042016806942,EURUSD
2.0,1.8352534562212155,TP,8.68000000000091,11,60,23,3.5294117647057948,EURUSD
2.0,1.8352534562212155,TP,8.68000000000091,3,53,23,3.5294117647057948,EURUSD
2.0,1.8352534562212155,TP,8.68000000000091,16,6,23,3.5294117647057948,EURUSD
-1.0,-1.1329366923863378,SL,10.757000000001238,11,0,37,1.924369747899039,EURUSD
-1.0,-1.1329366923863378,SL,10.757000000001238,3,0,37,1.924369747899039,EURUSD
-1.0,-1.3075268817203245,SL,4.650000000001597,3,0,61,0.39660493827159643,EURUSD
2.0,1.7134842716890895,TP,4.991000000000856,16,0,11,0.39660493827159643,EURUSD
-1.0,-1.1507484714316063,SL,9.485999999998551,3,0,48,0.4768518518518545,EURUSD
-1.0,-1.6406810035842898,SL,2.2319999999997897,16,0,1,0.3194444444444449,EURUSD
2.0,1.9005839822024515,TP,14.384000000000619,2,13,50,0.00971817298347791,EURUSD
-1.0,-1.1352757544224865,SL,10.57099999999922,16,13,88,0.00971817298347791,EURUSD
-1.0,-1.1590656284760876,SL,8.989999999999831,16,0,12,-0.007774538386769381,EURUSD
-1.0,-1.1011601584606667,SL,14.136000000000148,2,0,65,0.1331389698736711,EURUSD
2.0,1.870787024487216,TP,11.06700000000016,21,5,59,0.01896207584829481,EURUSD
-1.0,-1.0766262994319993,SL,18.6620000000004,21,0,50,-0.058882235528951624,EURUSD
-1.0,-1.1114227832320456,SL,12.833999999999346,21,16,44,0.6001881467544781,EURUSD
-0.12806539509538886,-0.19091148809002612,fuera,22.754000000000385,21,0,66,0.2285983066792052,EURUSD
2.0,1.8183896367792465,TP,7.873999999998826,21,0,90,0.6086206896551678,EURUSD
-1.0,-1.4271206690560516,SL,3.348000000000795,21,0,20,0.5724137931034547,EURUSD
-1.0,-1.1093105029811972,SL,13.081999999999816,21,0,70,2.2718446601939926,EURUSD
-1.0,-1.366103430619542,SL,3.906000000000187,21,0,6,0.36105032822755856,EURUSD
-1.0,-1.1808981657178683,SL,7.905000000001383,23,0,61,0.39824945295403663,EURUSD
-1.0,-1.2440689537464076,SL,5.85899999999917,21,0,14,0.4507658643325968,EURUSD
-1.0,-1.1226835964310238,SL,11.655999999999889,16,0,84,0.04083405734143998,EURUSD
-1.0,-1.1760650086185822,SL,8.121999999999296,16,4,23,0.1844155844156093,EURUSD
-1.0,-1.1517402376910002,SL,9.424000000000099,19,10,27,0.1350649350649541,EURUSD
-1.0,-1.2713472485768789,SL,5.269999999999442,19,0,33,-1.6240000000000157,EURUSD
2.0,1.8746493688639487,TP,11.407999999999419,21,5,54,-0.03738317757010121,EURUSD
-1.0,-1.2729528535979457,SL,5.239000000001326,21,0,23,0.40730717185384147,EURUSD
-1.0,-1.1532525988639801,SL,9.33100000000131,21,0,51,0.5412719891745532,EURUSD
2.0,1.8452045897380063,TP,9.237999999998081,21,0,29,0.1930812550281552,EURUSD
-1.0,-1.102281667977965,SL,13.981000000000687,21,0,33,0.3081255028157698,EURUSD
-1.0,-1.1502574340653393,SL,9.517000000001108,21,0,42,0.68884723523897,EURUSD
-1.0,-1.1288520454135822,SL,11.098000000000496,17,41,12,1.1255857544517234,EURUSD
2.0,1.8872150800536507,TP,12.679000000002105,0,0,8,1.1255857544517234,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,17,8,68,3.250000000001041,EURUSD
-1.0,-1.2023203169213652,SL,7.067999999998964,17,0,27,8.593750000003427,EURUSD
2.0,1.8069914968281935,TP,7.409000000000443,16,0,35,0.35807504078303903,EURUSD
-1.0,-1.0788530465949762,SL,18.135000000001344,16,0,44,0.6113712374582031,EURUSD
-1.0,-1.1173766724123666,SL,12.183000000001165,16,9,58,0.4591836734693752,EURUSD
-1.0,-1.0882008264972527,SL,16.213000000000477,16,0,51,0.3452380952380914,EURUSD
-1.0,-1.2023203169213652,SL,7.067999999998964,16,0,63,0.3920000000000115,EURUSD
-1.0,-1.201436822087638,SL,7.0989999999993,16,0,44,0.3400000000000082,EURUSD
2.0,1.8589326230640082,TP,10.136999999998952,16,0,27,0.5525477707006448,EURUSD
-1.0,-1.186004162330875,SL,7.688000000001249,23,0,53,0.288888888889015,EURUSD
2.0,1.754632807137999,TP,5.828000000001055,23,0,34,-0.14444444444438415,EURUSD
-1.0,-1.105077522227929,SL,13.609000000001092,23,8,7,-1.7222222222219208,EURUSD
2.0,1.8682027649769588,TP,10.850000000000026,16,20,17,2.355555555555369,EURUSD
-1.0,-1.2207130730051194,SL,6.478999999999235,23,0,14,0.4571788413098359,EURUSD
2.0,1.8358397428538447,TP,8.710999999999025,9,51,21,-0.5931989924433362,EURUSD
2.0,1.8507151059609495,TP,9.57899999999956,9,0,63,0.22931276297336045,EURUSD
-1.0,-1.1364764267990017,SL,10.478000000000431,15,0,13,0.32187938288920853,EURUSD
-1.0,-1.105558426219824,SL,13.54700000000042,9,0,32,0.08906030855540742,EURUSD
-1.0,-1.1122360882191302,SL,12.741000000000557,18,22,19,-0.01612903225806125,EURUSD
2.0,1.9193548387096737,TP,17.731999999999193,18,0,18,0.02454417952314684,EURUSD
-1.0,-1.114464099895941,SL,12.493000000000087,23,34,65,0.7096774193548507,EURUSD
-1.0,-1.248005549774524,SL,5.766000000000382,23,0,7,0.9104838709677462,EURUSD
2.0,1.878926424519509,TP,11.81099999999935,23,8,45,0.8508064516129104,EURUSD
2.0,1.878926424519509,TP,11.81099999999935,21,8,45,0.8508064516129104,EURUSD
-1.0,-1.140637293469688,SL,10.16800000000151,23,0,9,1.0024193548387077,EURUSD
-1.0,-1.140637293469688,SL,10.16800000000151,21,0,9,1.0024193548387077,EURUSD
2.0,1.9100798591460693,TP,15.902999999999334,9,15,34,0.2983870967741973,EURUSD
-1.0,-1.1173766724123666,SL,12.183000000001165,23,17,74,0.8240663900414854,EURUSD
2.0,1.9266629057900428,TP,19.4990000000006,23,0,54,0.8240663900414854,EURUSD
-1.0,-1.1173766724123666,SL,12.183000000001165,21,20,74,0.8240663900414854,EURUSD
2.0,1.9329519879970007,TP,21.328000000000458,3,76,47,1.064730290456431,EURUSD
-1.0,-1.0899201408539307,SL,15.902999999999334,8,0,19,0.891286307053931,EURUSD
-0.4969278033794559,-0.5518433179723888,fuera,26.040000000000507,23,0,64,0.7377593360995833,EURUSD
-1.0,-1.0714071706781196,SL,20.025999999999655,10,16,23,0.5253112033194925,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,21,0,27,0.6866913123844743,EURUSD
2.0,1.862711213517662,TP,10.415999999999759,23,0,59,0.8442622950820389,EURUSD
2.0,1.8205096021086946,TP,7.966999999999835,21,0,26,1.8688524590164441,EURUSD
-1.0,-1.1708482676224659,SL,8.369999999999767,8,13,57,1.8688524590164441,EURUSD
2.0,1.8205096021086946,TP,7.966999999999835,23,0,26,1.8688524590164441,EURUSD
2.0,1.6904091794760128,TP,4.6189999999990405,8,0,64,2.434426229508131,EURUSD
2.0,1.8927231807952012,TP,13.330000000000286,3,24,28,3.762295081967294,EURUSD
2.0,1.8927231807952012,TP,13.330000000000286,8,25,28,3.762295081967294,EURUSD
-1.0,-1.1085388994307515,SL,13.174999999998604,8,0,26,3.434426229508131,EURUSD
-1.0,-1.1574369701640281,SL,9.08300000000084,3,0,14,1.8934426229508494,EURUSD
2.0,1.8198084677419242,TP,7.935999999999499,17,0,17,0.898280802292265,EURUSD
2.0,1.8232604128043763,TP,8.09100000000118,8,0,21,0.5042979942693373,EURUSD
-1.0,-1.1590656284760483,SL,8.990000000002052,23,35,9,0.09312320916906028,EURUSD
2.0,1.8749890724713671,TP,11.438999999999755,23,0,56,0.057295645530941616,EURUSD
-1.0,-1.0981468771448153,SL,14.570000000000416,15,72,16,-0.2513368983957222,EURUSD
2.0,1.7883989345960356,TP,6.758000000000042,23,0,63,0.4863013698630255,EURUSD
-1.0,-1.3318635414249154,SL,4.309000000000118,23,0,33,0.4566210045662052,EURUSD
-1.0,-1.2250196695515303,SL,6.355000000000111,23,0,42,0.6964824120603186,EURUSD
2.0,1.9090157154673257,TP,15.716999999999537,23,0,87,0.46666666666644463,EURUSD
2.0,1.716999802097725,TP,5.052999999999308,23,4,44,1.2333333333334073,EURUSD
-1.0,-1.1095701478813929,SL,13.05099999999948,13,18,68,6.0666666666671105,EURUSD
-1.0,-1.1740718198417464,SL,8.215000000000305,13,0,17,7.366666666667259,EURUSD
2.0,1.8635235732009983,TP,10.478000000000431,17,16,27,1.2807017543859625,EURUSD
2.0,1.6861970594688365,TP,4.556999999998368,13,0,16,0.7304625199362089,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,23,0,4,2.13725490196081,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,23,0,4,2.13725490196081,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,11,0,18,-0.6470588235292837,EURUSD
2.0,1.7318079519880027,TP,5.332000000000114,16,15,5,-3.745098039215328,EURUSD
-1.0,-1.126380910296085,SL,11.31499999999841,3,103,47,-10.960784313725235,EURUSD
2.0,1.816948284690229,TP,7.812000000000374,10,0,11,-10.960784313725235,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,20,1,81,-0.00790861159929017,EURUSD
-1.0,-1.2196620583717503,SL,6.509999999999572,20,0,59,0.02108963093145997,EURUSD
-1.0,-1.1333209024799715,SL,10.725999999998681,20,17,45,0.6058091286306945,EURUSD
-1.0,-1.121073575480491,SL,11.81099999999935,16,23,36,0.5449515905947324,EURUSD
-1.0,-1.2165682265636641,SL,6.603000000000581,20,16,11,0.0989583333333265,EURUSD
-1.0,-1.1093105029811972,SL,13.081999999999816,20,0,63,0.2743055555555799,EURUSD
2.0,1.7844437744949833,TP,6.6339999999986965,19,6,24,-0.003527336860654101,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,19,0,12,0.0537918871252198,EURUSD
-1.0,-1.2938154920896126,SL,4.866999999999511,21,2,83,0.05817610062892659,EURUSD
-1.0,-1.3494623655913993,SL,4.0919999999999845,21,0,16,-1.69811320754766,EURUSD
-1.0,-1.3494623655913993,SL,4.0919999999999845,23,0,16,-1.69811320754766,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,21,0,36,1.9433962264151339,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,23,3,36,1.9433962264151339,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,23,0,36,1.9433962264151339,EURUSD
-1.0,-1.1274282659062598,SL,11.221999999999621,19,11,18,-0.05306799336650756,EURUSD
-1.0,-1.115611609669336,SL,12.368999999999852,19,20,45,0.18066157760813834,EURUSD
-1.0,-1.2283615458319947,SL,6.262000000000212,19,0,8,0.22391857506360968,EURUSD
2.0,1.8704240666908278,TP,11.035999999999824,17,18,19,0.6398104265402879,EURUSD
-1.0,-1.1220344768731807,SL,11.718000000000561,16,26,18,0.7879146919431302,EURUSD
-1.0,-1.145517451918184,SL,9.82700000000003,17,0,45,0.5710900473933778,EURUSD
-1.0,-1.0493886855011398,SL,28.953999999999922,16,1,23,0.9905213270142347,EURUSD
-1.0,-1.0763725699636786,SL,18.724000000001073,23,104,5,1.3495260663507163,EURUSD
-1.0,-1.0763725699636786,SL,18.724000000001073,23,0,5,1.3495260663507163,EURUSD
-1.0,-1.0763725699636786,SL,18.724000000001073,5,105,5,1.3495260663507163,EURUSD
-1.0,-1.0763725699636786,SL,18.724000000001073,8,30,5,1.3495260663507163,EURUSD
2.0,1.8773164035689762,TP,11.655999999999889,8,0,84,-0.07247386759582179,EURUSD
-1.0,-1.1507484714315888,SL,9.485999999999661,18,0,14,-1.2129629629628003,EURUSD
-1.0,-1.1507484714315888,SL,9.485999999999661,8,0,14,-1.2129629629628003,EURUSD
2.0,1.9040976460331278,TP,14.910999999999675,16,20,48,4.851851851851612,EURUSD
2.0,1.8387096774193676,TP,8.866000000000707,17,0,28,0.6643478260869574,EURUSD
-1.0,-1.0789880689350424,SL,18.103999999999896,17,0,92,0.7426086956521761,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,8,7,35,0.6255144032921711,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,14,4,35,0.6255144032921711,EURUSD
-1.0,-1.178794698674665,SL,7.998000000000172,14,0,28,0.6886145404663987,EURUSD
-1.0,-1.320340501792145,SL,4.463999999999579,8,3,12,0.7983539094650128,EURUSD
-1.0,-1.082668516591508,SL,17.298000000001146,4,29,39,-0.03840877914951193,EURUSD
2.0,1.888577216767964,TP,12.834000000000456,4,0,6,0.2647462277091994,EURUSD
-1.0,-1.1522410305546722,SL,9.392999999999763,14,0,76,0.4814471243042692,EURUSD
-1.0,-1.129940935938216,SL,11.004999999999487,14,4,25,0.5426716141001766,EURUSD
2.0,1.8381437464629382,TP,8.83500000000037,8,0,11,-0.2124304267161421,EURUSD
2.0,1.8457223001402445,TP,9.268999999999528,23,0,35,0.42090592334495164,EURUSD
-1.0,-1.3876389265383517,SL,3.6890000000000533,12,0,8,0.42090592334495164,EURUSD
2.0,1.8576264436479513,TP,10.044000000000164,12,0,25,0.4404181184668992,EURUSD
2.0,1.8990611985600374,TP,14.167000000000485,4,0,54,0.5400696864111533,EURUSD
-1.0,-1.209677419354851,SL,6.819999999999604,4,0,6,0.4313588850174244,EURUSD
-1.0,-1.0947208054580413,SL,15.096999999999472,7,0,90,-0.3854625550660745,EURUSD
-1.0,-1.0947208054580413,SL,15.096999999999472,16,0,90,-0.3854625550660745,EURUSD
-1.0,-1.15584132519617,SL,9.175999999999629,16,0,82,0.005154639175234428,EURUSD
-1.0,-1.15584132519617,SL,9.175999999999629,23,0,82,0.005154639175234428,EURUSD
-1.0,-1.1036607466473376,SL,13.79499999999978,23,0,46,-0.09793814432991195,EURUSD
-1.0,-1.1274282659062598,SL,11.221999999999621,16,0,22,-0.5257731958763152,EURUSD
2.0,1.8492515285684112,TP,9.485999999999661,0,0,44,1.7886597938144728,EURUSD
-1.0,-1.1058005327019822,SL,13.516000000000084,0,3,55,1.0,EURUSD
-1.0,-1.1090520857164725,SL,13.112999999999042,12,0,43,1.03143712574851,EURUSD
-1.0,-1.0699985314993405,SL,20.428999999999586,16,26,24,0.34281437125747527,EURUSD
-1.0,-1.0699985314993405,SL,20.428999999999586,23,23,24,0.34281437125747527,EURUSD
2.0,1.913291292748,TP,16.49200000000017,8,12,84,0.18382352941176383,EURUSD
-1.0,-1.12367032776961,SL,11.56299999999999,16,0,76,0.34885620915032883,EURUSD
-1.0,-1.1207566289478161,SL,11.841999999999686,16,0,13,0.48937908496731863,EURUSD
-1.0,-1.1207566289478161,SL,11.841999999999686,23,0,13,0.48937908496731863,EURUSD
-1.0,-1.084796015180267,SL,16.863999999999766,23,0,55,0.35457516339869605,EURUSD
-1.0,-1.274577572964676,SL,5.207999999999879,9,0,3,0.9665032679738633,EURUSD
-1.0,-1.212576185521044,SL,6.726999999999705,9,0,52,0.809171597633142,EURUSD
-1.0,-1.6884930187769736,SL,2.0770000000003286,9,0,6,0.8261834319526652,EURUSD
-1.0,-1.1188892583970786,SL,12.027999999999484,22,7,40,0.905325443786986,EURUSD
-1.0,-1.1906158357770893,SL,7.502000000001452,22,0,4,1.0665680473372874,EURUSD
2.0,1.824604440083397,TP,8.152999999999633,23,0,29,0.18229166666671184,EURUSD
-1.0,-1.2106348504934337,SL,6.789000000000378,23,0,35,-0.15624999999998915,EURUSD
2.0,1.9600614439324116,TP,35.804999999999865,10,21,79,3.08333333333342,EURUSD
2.0,1.9600614439324116,TP,35.804999999999865,23,8,79,3.08333333333342,EURUSD
-1.0,-1.1116925720534239,SL,12.80300000000012,0,0,33,0.14742451154529765,EURUSD
2.0,1.9278105911454373,TP,19.80899999999952,23,7,88,0.020870337477801145,EURUSD
-1.0,-1.1125098347757651,SL,12.710000000000221,0,0,20,0.22291296625222642,EURUSD
-1.0,-1.1464413722478168,SL,9.765000000000468,0,0,30,0.5691176470588271,EURUSD
2.0,1.865513025486691,TP,10.632999999999893,23,0,24,0.1867954911433238,EURUSD
-1.0,-1.1890534108937094,SL,7.563999999999904,14,5,22,0.8262295081967233,EURUSD
-1.0,-1.1090520857164634,SL,13.113000000000152,23,0,94,-0.5432098765432201,EURUSD
2.0,1.7023933402704796,TP,4.804999999998838,12,0,63,0.9164037854889718,EURUSD
-1.0,-1.1867572156196722,SL,7.657000000000913,2,0,53,0.9164037854889718,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,12,0,15,0.8895899053627884,EURUSD
-1.0,-1.2729528535979457,SL,5.239000000001326,14,0,3,0.8075709779179816,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,14,0,13,0.9747634069400729,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,23,0,13,0.9747634069400729,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,23,0,3,0.6372239747634125,EURUSD
-1.0,-1.1041287409888658,SL,13.732999999999107,0,46,54,0.08201892744480678,EURUSD
-1.0,-1.1041287409888658,SL,13.732999999999107,8,46,54,0.08201892744480678,EURUSD
-1.0,-1.1041287409888658,SL,13.732999999999107,9,28,54,0.08201892744480678,EURUSD
-1.0,-1.401122019635364,SL,3.5649999999998183,9,0,7,0.11425576519915491,EURUSD
