instr,entrada,slf,rr,phi,n,nres,tp,sl,ctr,wr,wrr,base,z,perd,gana,Rbruto,Rneto,usd,pest,pdin,pes0,pdi0,dias
NASDAQ,A,0.25,1:1,0.2,1691,1616,53.92000000000007,53.92000000000007,4,0.4937906564163217,0.49257425742574257,0.5,-0.597022314125994,431.3600000000006,431.3600000000006,-0.013323942253192418,-0.02445153869236156,-10.547415730337097,0.3268333333333333,0.24983333333333332,0.3715,0.25533333333333336,27.0
NASDAQ,A,0.25,1:1,0.5,1691,1616,53.92000000000007,53.92000000000007,9,0.4937906564163217,0.49257425742574257,0.5,-0.597022314125994,970.5600000000013,970.5600000000013,-0.013323942253192418,-0.02445153869236156,-23.731685393258555,0.357,0.29333333333333333,0.4091666666666667,0.31316666666666665,7.0
NASDAQ,A,0.25,1:1,1.0,1691,1616,53.92000000000007,53.92000000000007,19,0.4937906564163217,0.49257425742574257,0.5,-0.597022314125994,2048.9600000000028,2048.9600000000028,-0.013323942253192418,-0.02445153869236156,-50.10022471910125,0.22583333333333333,0.19316666666666665,0.223,0.19083333333333333,4.0
NASDAQ,A,0.25,1:3,0.2,1691,1673,17.973333333333358,53.92000000000007,4,0.7421643997634536,0.7477585176329946,0.75,-0.21173012856017423,431.3600000000006,143.78666666666686,-0.0056070758615606635,-0.01673467230072978,-7.218668243642808,0.23133333333333334,0.18783333333333332,0.305,0.232,72.0
NASDAQ,A,0.25,1:3,0.5,1691,1673,17.973333333333358,53.92000000000007,9,0.7421643997634536,0.7477585176329946,0.75,-0.21173012856017423,970.5600000000013,323.52000000000044,-0.0056070758615606635,-0.01673467230072978,-16.24200354819636,0.36516666666666664,0.2723333333333333,0.4106666666666667,0.3025,17.0
NASDAQ,A,0.25,1:3,1.0,1691,1673,17.973333333333358,53.92000000000007,19,0.7421643997634536,0.7477585176329946,0.75,-0.21173012856017423,2048.9600000000028,682.9866666666676,-0.0056070758615606635,-0.01673467230072978,-34.28867415730348,0.3993333333333333,0.2811666666666667,0.4121666666666667,0.2781666666666667,4.0
NASDAQ,A,0.25,1:10,0.2,1691,1687,5.3920000000000075,53.92000000000007,4,0.9024246008279124,0.9045643153526971,0.9090909090909091,-0.6467281201639384,431.3600000000006,43.13600000000006,-0.005485698856048852,-0.01661329529521799,-7.166311058545242,0.0175,0.015333333333333332,0.059333333333333335,0.06733333333333333,151.5
NASDAQ,A,0.25,1:10,0.5,1691,1687,5.3920000000000075,53.92000000000007,9,0.9024246008279124,0.9045643153526971,0.9090909090909091,-0.6467281201639384,970.5600000000013,97.05600000000014,-0.005485698856048852,-0.01661329529521799,-16.124199881726806,0.2145,0.16016666666666668,0.337,0.25833333333333336,59.0
NASDAQ,A,0.25,1:10,1.0,1691,1687,5.3920000000000075,53.92000000000007,19,0.9024246008279124,0.9045643153526971,0.9090909090909091,-0.6467281201639384,2048.9600000000028,204.89600000000027,-0.005485698856048852,-0.01661329529521799,-34.039977528089906,0.3511666666666667,0.22083333333333333,0.4206666666666667,0.26916666666666667,16.0
NASDAQ,A,0.25,1:30,0.2,1691,1689,1.7973333333333357,53.92000000000007,4,0.9538734476641041,0.9550029603315572,0.967741935483871,-2.9631277912840264,431.3600000000006,14.378666666666685,-0.013410270876069936,-0.02453786731523907,-10.584654445101538,0.0,0.0,0.0,0.0,
NASDAQ,A,0.25,1:30,0.5,1691,1689,1.7973333333333357,53.92000000000007,9,0.9538734476641041,0.9550029603315572,0.967741935483871,-2.9631277912840264,970.5600000000013,32.35200000000004,-0.013410270876069936,-0.02453786731523907,-23.815472501478453,0.002,0.0026666666666666666,0.049166666666666664,0.049166666666666664,139.0
NASDAQ,A,0.25,1:30,1.0,1691,1689,1.7973333333333357,53.92000000000007,19,0.9538734476641041,0.9550029603315572,0.967741935483871,-2.9631277912840264,2048.9600000000028,68.29866666666676,-0.013410270876069936,-0.02453786731523907,-50.27710861423229,0.0735,0.04566666666666667,0.24966666666666668,0.152,65.0
NASDAQ,A,0.5,1:1,0.2,1691,1265,107.84000000000015,107.84000000000015,2,0.5198107628622117,0.4964426877470356,0.5,-0.2530447007019885,431.3600000000006,431.3600000000006,0.026100437689846802,0.020536639470262245,8.858684801892334,0.4845,0.33816666666666667,0.5015,0.3591666666666667,30.0
NASDAQ,A,0.5,1:1,0.5,1691,1265,107.84000000000015,107.84000000000015,5,0.5198107628622117,0.4964426877470356,0.5,-0.2530447007019885,1078.4000000000015,1078.4000000000015,0.026100437689846802,0.020536639470262245,22.146712004730833,0.43466666666666665,0.33016666666666666,0.44566666666666666,0.3365,6.0
NASDAQ,A,0.5,1:1,1.0,1691,1265,107.84000000000015,107.84000000000015,9,0.5198107628622117,0.4964426877470356,0.5,-0.2530447007019885,1941.1200000000026,1941.1200000000026,0.026100437689846802,0.020536639470262245,39.864081608515505,0.37766666666666665,0.31383333333333335,0.37816666666666665,0.32116666666666666,5.0
NASDAQ,A,0.5,1:3,0.2,1691,1585,35.946666666666715,107.84000000000015,2,0.7208752217622708,0.7520504731861198,0.75,0.1885246276380797,431.3600000000006,143.78666666666686,-0.008676395837391247,-0.014240194056975799,-6.142650108417088,0.23733333333333334,0.177,0.26816666666666666,0.21633333333333332,79.0
NASDAQ,A,0.5,1:3,0.5,1691,1585,35.946666666666715,107.84000000000015,5,0.7208752217622708,0.7520504731861198,0.75,0.1885246276380797,1078.4000000000015,359.46666666666715,-0.008676395837391247,-0.014240194056975799,-15.356625271042732,0.37466666666666665,0.2673333333333333,0.3868333333333333,0.281,16.0
NASDAQ,A,0.5,1:3,1.0,1691,1585,35.946666666666715,107.84000000000015,9,0.7208752217622708,0.7520504731861198,0.75,0.1885246276380797,1941.1200000000026,647.0400000000009,-0.008676395837391247,-0.014240194056975799,-27.641925487876993,0.446,0.394,0.46166666666666667,0.402,5.0
NASDAQ,A,0.5,1:10,0.2,1691,1664,10.784000000000015,107.84000000000015,2,0.905972797161443,0.9182692307692307,0.9090909090909091,1.3023647131866867,431.3600000000006,43.13600000000006,0.005732642441131044,0.000168844221546468,0.07283264340628454,0.08583333333333333,0.0855,0.13866666666666666,0.1325,150.0
NASDAQ,A,0.5,1:10,0.5,1691,1664,10.784000000000015,107.84000000000015,5,0.905972797161443,0.9182692307692307,0.9090909090909091,1.3023647131866867,1078.4000000000015,107.84000000000015,0.005732642441131044,0.000168844221546468,0.18208160851570648,0.4151666666666667,0.2921666666666667,0.49916666666666665,0.368,52.0
NASDAQ,A,0.5,1:10,1.0,1691,1664,10.784000000000015,107.84000000000015,9,0.905972797161443,0.9182692307692307,0.9090909090909091,1.3023647131866867,1941.1200000000026,194.11200000000028,0.005732642441131044,0.000168844221546468,0.3277468953282992,0.47683333333333333,0.38366666666666666,0.5186666666666667,0.4206666666666667,19.0
NASDAQ,A,0.5,1:30,0.2,1691,1681,3.5946666666666713,107.84000000000015,2,0.9574216439976345,0.9631171921475312,0.967741935483871,-1.0731799703963107,431.3600000000006,14.378666666666685,-0.00650707570070443,-0.012070873920288983,-5.206892174255863,0.0,0.0,0.0,0.0,
NASDAQ,A,0.5,1:30,0.5,1691,1681,3.5946666666666713,107.84000000000015,5,0.9574216439976345,0.9631171921475312,0.967741935483871,-1.0731799703963107,1078.4000000000015,35.946666666666715,-0.00650707570070443,-0.012070873920288983,-13.017230435639664,0.04833333333333333,0.054,0.12866666666666668,0.123,137.0
NASDAQ,A,0.5,1:30,1.0,1691,1681,3.5946666666666713,107.84000000000015,9,0.9574216439976345,0.9631171921475312,0.967741935483871,-1.0731799703963107,1941.1200000000026,64.70400000000008,-0.00650707570070443,-0.012070873920288983,-23.431014784151394,0.2085,0.18366666666666667,0.33716666666666667,0.27566666666666667,60.0
NASDAQ,A,1.0,1:1,0.2,1691,514,215.6800000000003,215.6800000000003,1,0.5280898876404494,0.4377431906614786,0.5,-2.822918984903878,431.3600000000006,431.3600000000006,0.015422271775694973,0.012640372665902698,5.452551153163795,0.45,0.3313333333333333,0.471,0.34983333333333333,54.0
NASDAQ,A,1.0,1:1,0.5,1691,514,215.6800000000003,215.6800000000003,2,0.5280898876404494,0.4377431906614786,0.5,-2.822918984903878,862.7200000000012,862.7200000000012,0.015422271775694973,0.012640372665902698,10.90510230632759,0.451,0.3451666666666667,0.4795,0.3415,16.0
NASDAQ,A,1.0,1:1,1.0,1691,514,215.6800000000003,215.6800000000003,5,0.5280898876404494,0.4377431906614786,0.5,-2.822918984903878,2156.800000000003,2156.800000000003,0.015422271775694973,0.012640372665902698,27.26275576581896,0.3243333333333333,0.25383333333333336,0.3323333333333333,0.266,7.0
NASDAQ,A,1.0,1:3,0.2,1691,1180,71.89333333333343,215.6800000000003,1,0.6505026611472502,0.8169491525423729,0.75,5.3111118990772335,431.3600000000006,143.78666666666686,-0.0001152205982564276,-0.0028971197080487044,-1.2497015572638908,0.25333333333333335,0.21533333333333332,0.2768333333333333,0.23266666666666666,96.0
NASDAQ,A,1.0,1:3,0.5,1691,1180,71.89333333333343,215.6800000000003,2,0.6505026611472502,0.8169491525423729,0.75,5.3111118990772335,862.7200000000012,287.5733333333337,-0.0001152205982564276,-0.0028971197080487044,-2.4994031145277815,0.39966666666666667,0.29,0.4185,0.2961666666666667,29.0
NASDAQ,A,1.0,1:3,1.0,1691,1180,71.89333333333343,215.6800000000003,5,0.6505026611472502,0.8169491525423729,0.75,5.3111118990772335,2156.800000000003,718.9333333333343,-0.0001152205982564276,-0.0028971197080487044,-6.248507786319464,0.43266666666666664,0.33216666666666667,0.43533333333333335,0.3335,6.0
NASDAQ,A,1.0,1:10,0.2,1691,1531,21.56800000000003,215.6800000000003,1,0.8503843879361325,0.9314173742651861,0.9090909090909091,3.0387869283779976,431.3600000000006,43.13600000000006,-0.00887919078048026,-0.01166108989027256,-5.030127735067978,0.018833333333333334,0.017333333333333333,0.027833333333333335,0.025833333333333333,158.0
NASDAQ,A,1.0,1:10,0.5,1691,1531,21.56800000000003,215.6800000000003,2,0.8503843879361325,0.9314173742651861,0.9090909090909091,3.0387869283779976,862.7200000000012,86.27200000000012,-0.00887919078048026,-0.01166108989027256,-10.060255470135957,0.189,0.15866666666666668,0.21783333333333332,0.17883333333333334,85.0
NASDAQ,A,1.0,1:10,1.0,1691,1531,21.56800000000003,215.6800000000003,5,0.8503843879361325,0.9314173742651861,0.9090909090909091,3.0387869283779976,2156.800000000003,215.6800000000003,-0.00887919078048026,-0.01166108989027256,-25.150638675339877,0.3601666666666667,0.25416666666666665,0.39216666666666666,0.2628333333333333,17.0
