dia,ts,lado,R,motivo,rgo,neta
2020-04-08,2020-04-08 08:05:00,-1,-0.6629711751662566,cierre,45.100000000000136,-0.6946784922394272
2020-04-08,2020-04-08 09:05:00,1,-1.0,SL,12.799999999999478,-1.1117187500000045
2020-07-03,2020-07-03 09:35:00,-1,-1.0,SL,5.9000000000009045,-1.242372881355895
2020-07-03,2020-07-03 11:30:00,-1,-0.5624999999997398,cierre,3.1999999999987594,-1.0093749999999129
2021-02-26,2021-02-26 08:35:00,-1,-1.0,SL,9.099999999999664,-1.157142857142863
2021-02-26,2021-02-26 10:20:00,-1,2.0,TP,10.300000000000864,1.861165048543701
2021-03-22,2021-03-22 08:35:00,1,1.1363636363636478,cierre,17.599999999999838,1.055113636363647
2021-04-14,2021-04-14 08:05:00,-1,-1.0,SL,0.8999999999992347,-2.5888888888902395
2021-08-26,2021-08-26 09:40:00,1,-1.0,SL,3.9999999999995595,-1.3575000000000395
2021-08-26,2021-08-26 08:30:00,-1,-1.0,SL,2.5999999999992696,-1.5500000000001544
2021-11-26,2021-11-26 08:10:00,1,2.0,TP,4.699999999999704,1.6957446808510448
2022-04-08,2022-04-08 09:10:00,-1,-1.0,SL,9.200000000000319,-1.1554347826086904
2022-08-22,2022-08-22 08:45:00,-1,-1.0,SL,5.199999999998539,-1.2750000000000772
2022-11-01,2022-11-01 08:10:00,1,-1.0,SL,13.600000000000279,-1.1051470588235273
2022-11-01,2022-11-01 10:30:00,1,-1.0,SL,9.299999999999864,-1.1537634408602173
2022-12-12,2022-12-12 08:35:00,-1,-1.0,SL,4.699999999999704,-1.3042553191489552
2022-12-28,2022-12-28 08:20:00,1,-1.0,SL,7.099999999999884,-1.2014084507042286
2023-04-26,2023-04-26 08:15:00,1,2.0,TP,3.9999999999995595,1.6424999999999605
2023-05-26,2023-05-26 09:25:00,1,-1.0,SL,8.099999999999774,-1.176543209876548
2024-02-12,2024-02-12 08:55:00,1,-1.0,SL,5.300000000001415,-1.2698113207546449
2024-02-12,2024-02-12 09:25:00,-1,0.6249999999998843,cierre,9.600000000000719,0.4760416666665621
2024-07-15,2024-07-15 08:15:00,-1,2.0,TP,0.5999999999994898,-0.3833333333353597
2024-10-02,2024-10-02 10:20:00,1,-1.0,SL,11.099999999999444,-1.1288288288288353
2024-10-16,2024-10-16 11:20:00,1,0.4629629629631305,cierre,5.399999999999849,0.19814814814830833
2024-10-16,2024-10-16 08:05:00,-1,-1.0,SL,7.7000000000015945,-1.1857142857142473
2025-01-15,2025-01-15 09:05:00,1,-1.0,SL,8.40000000000174,-1.17023809523806
2025-01-15,2025-01-15 10:35:00,1,-0.3370786516853344,cierre,8.900000000000574,-0.4977528089886948
2025-01-15,2025-01-15 08:05:00,-1,-1.0,SL,4.999999999999449,-1.2860000000000316
2025-01-22,2025-01-22 10:15:00,1,2.0,TP,3.6999999999998145,1.6135135135134941
2025-04-02,2025-04-02 09:15:00,-1,-1.0,SL,10.499999999999954,-1.1361904761904769
