instr,F,obj,n,ac,R,neta,z,stop
EURUSD,0.5,1:2,7760,32.61245674740484,0.015373476920596759,-0.11536935752886511,-7.527059061600911,13.499999999999623
EURUSD,0.5,nivel,7194,61.987381703470035,-0.008602350814210857,-0.1422035288538781,-12.10483885099816,13.199999999998768
EURUSD,0.618,1:2,6814,33.21917808219178,0.017796802459190207,-0.14511757707466566,-8.642071476346398,10.844999999999327
EURUSD,0.618,nivel,6489,61.280726475653665,-0.01662869184391794,-0.1816880867902519,-14.436138192054722,10.700399999998833
EURUSD,0.705,1:2,6139,33.47371967654987,0.01687612022122734,-0.1844246352433112,-10.29932185068054,8.729499999999835
EURUSD,0.705,nivel,5951,59.146548792927575,-0.009266447298674076,-0.21208594320453936,-15.029290166399022,8.690000000002307
EURUSD,0.79,1:2,5568,33.4793720335889,0.012438331456688219,-0.24794244720358044,-13.083176393129133,6.758000000000042
EURUSD,0.79,nivel,5475,56.73536989326463,-0.01898976844298502,-0.2803599059482983,-18.130021286909162,6.726999999999705
GBPUSD,0.5,1:2,8119,32.49377248823692,0.010403571020274217,-0.0993783825800933,-6.6518650382248055,17.699999999998273
GBPUSD,0.5,nivel,7533,63.725356900067986,0.017658927062630187,-0.09460701668305449,-8.00328867517284,17.28000000000174
GBPUSD,0.618,1:2,7203,33.24460218870156,0.019722113186386316,-0.1179001155892435,-7.2296050868311825,14.12260000000165
GBPUSD,0.618,nivel,6885,61.34020618556701,-0.0054658203863935575,-0.1447415931991896,-11.208049177604563,13.977999999998936
GBPUSD,0.705,1:2,6517,33.76231331426756,0.025439004473358947,-0.1451295312486158,-8.335079659895856,11.376000000000719
GBPUSD,0.705,nivel,6320,60.40601023017903,-0.0006576528272821166,-0.17262638338737293,-12.660765994574275,11.296999999999002
GBPUSD,0.79,1:2,5901,33.63730213351686,0.015496909686333068,-0.2031859026086366,-10.985310836942544,8.83500000000037
GBPUSD,0.79,nivel,5800,58.761276891047885,-0.006171399071981624,-0.22583922094103168,-15.537268423674409,8.804000000000034
USDJPY,0.5,1:2,7098,32.380044486812835,0.015140672218368645,-0.08453296466807411,-5.288330104227022,19.200000000000728
USDJPY,0.5,nivel,6532,64.0977147360126,-0.011674641791742183,-0.1134539532703637,-9.641267785115918,18.779999999998154
USDJPY,0.618,1:2,6145,33.74350086655112,0.03163730725041069,-0.09425697870860084,-5.31917348909043,15.13479999999987
USDJPY,0.618,nivel,5821,63.97558849171753,-0.0010731357249835903,-0.12909829953679683,-10.018189666939382,14.893800000000113
USDJPY,0.705,1:2,5440,32.41484883275928,-0.011782559470388344,-0.16706304853084045,-8.859204593493116,12.165999999999855
USDJPY,0.705,nivel,5245,61.27479299056422,-0.025575472566078637,-0.18278394471944062,-12.980701141742541,12.008000000000152
USDJPY,0.79,1:2,4818,32.776838546069314,-0.009929721031008046,-0.21268347634999277,-10.485261801913191,9.331000000000245
USDJPY,0.79,nivel,4736,58.35814547001276,-0.025984518786561113,-0.22999548495593178,-14.72178519947609,9.237999999999147
NSXUSD,0.5,1:2,7181,32.51086281812539,0.01283762770252038,-0.025853311878627497,-1.620448893145074,52.901999999998225
NSXUSD,0.5,nivel,6564,61.481020535158684,-0.015691779770614322,-0.05524695455080806,-4.32690269317694,51.48840000000018
NSXUSD,0.618,1:2,6273,32.47387933940007,-0.0054030477451067075,-0.05390407676015704,-3.09726215716842,41.78457999999955
NSXUSD,0.618,nivel,5947,59.65986394557823,-0.018538585629715627,-0.06754201592381871,-4.659494011339913,41.40910200000144
NSXUSD,0.705,1:2,5635,32.200587803085966,-0.018903252459011373,-0.07859751497752673,-4.253157849986238,33.530759999999646
NSXUSD,0.705,nivel,5455,58.456425406203834,-0.024992092112259126,-0.0850779834081935,-5.476845278706114,33.360515000000305
NSXUSD,0.79,1:2,5092,31.614708233413268,-0.04633005672204476,-0.12358663935331188,-6.355836197064949,25.77774000000045
NSXUSD,0.79,nivel,4994,55.820052451079285,-0.0322904702609949,-0.10993800091532664,-6.444753945385515,25.696829999999864
