F,obj,mot,R,neta,rgo,lado,anio
0.5,nivel,SL,-1.0,-1.119846596356667,12.515999999999622,-1,2023
0.5,1:2,SL,-1.0,-1.119846596356667,12.515999999999622,-1,2023
0.618,nivel,SL,-1.0,-1.1491866344688804,10.054519999999684,-1,2023
0.618,1:2,SL,-1.0,-1.1491866344688804,10.054519999999684,-1,2023
0.705,nivel,SL,-1.0,-1.1820454628202566,8.23969999999963,-1,2023
0.705,1:2,SL,-1.0,-1.1820454628202566,8.23969999999963,-1,2023
0.79,nivel,TP,0.26898215445520074,0.03702100021648805,6.466599999999744,-1,2023
0.79,1:2,SL,-1.0,-1.2319611542387128,6.466599999999744,-1,2023
0.5,1:2,fuera,0.1929629629629643,0.13740740740740875,27.0,1,2023
0.618,1:2,fuera,0.7155371138773602,0.6463808206546771,21.690000000000055,1,2023
0.705,1:2,fuera,1.0950773558368265,1.0106891701828185,17.77500000000009,1,2023
0.5,1:2,TP,2.0,1.9218994064354875,19.205999999999676,1,2023
0.5,1:2,TP,2.0,1.9218994064354875,19.205999999999676,1,2023
0.5,nivel,TP,0.2245250431778894,0.1165803108808234,13.89599999999973,1,2023
0.5,1:2,SL,-1.0,-1.107944732297066,13.89599999999973,1,2023
0.618,nivel,TP,0.19032177400263742,0.09003066233584149,14.956460000000334,1,2023
0.618,1:2,TP,2.0,1.899708888333204,14.956460000000334,1,2023
0.705,nivel,TP,0.4524939115678363,0.33011336517948775,12.256849999999758,1,2023
0.705,1:2,TP,2.0,1.8776194536116515,12.256849999999758,1,2023
0.79,nivel,TP,0.8507583711911822,0.6948218685350686,9.619300000000294,1,2023
0.79,1:2,TP,2.0,1.8440634973438863,9.619300000000294,1,2023
0.5,1:2,fuera,1.437026515151523,1.3482481060606124,16.89599999999973,1,2023
0.618,nivel,TP,0.2418662768766316,0.13135373443981543,13.573120000000017,1,2023
0.618,1:2,TP,2.0,1.889487457563184,13.573120000000017,1,2023
0.705,nivel,TP,0.5153912543152844,0.38053797468352374,11.123199999999997,1,2023
0.705,1:2,TP,2.0,1.8651467203682393,11.123199999999997,1,2023
0.79,nivel,TP,0.9309017595308394,0.7590725806452023,8.729599999999664,1,2023
0.79,1:2,TP,2.0,1.8281708211143628,8.729599999999664,1,2023
0.5,nivel,SL,-1.0,-1.1039501039501018,14.430000000000291,-1,2023
0.5,1:2,SL,-1.0,-1.1039501039501018,14.430000000000291,-1,2023
0.618,nivel,SL,-1.0,-1.129398469647434,11.592099999999846,-1,2023
0.618,1:2,SL,-1.0,-1.129398469647434,11.592099999999846,-1,2023
0.705,nivel,SL,-1.0,-1.1578988920761082,9.499749999999949,-1,2023
0.705,1:2,SL,-1.0,-1.1578988920761082,9.499749999999949,-1,2023
0.79,nivel,SL,-1.0,-1.2011937495808456,7.455500000000029,-1,2023
0.79,1:2,SL,-1.0,-1.2011937495808456,7.455500000000029,-1,2023
0.5,nivel,SL,-1.0,-1.1765536723163823,8.496000000000095,1,2023
0.5,1:2,SL,-1.0,-1.1765536723163823,8.496000000000095,1,2023
0.5,nivel,TP,0.07143806485913669,0.02159755449230978,30.09599999999955,1,2023
0.5,1:2,fuera,0.4013822434875102,0.3515417331206833,30.09599999999955,1,2023
0.618,nivel,TP,0.0222888416817254,-0.03975328740561167,24.177119999999377,1,2023
0.618,1:2,fuera,0.7444592242583303,0.6824170951709932,24.177119999999377,1,2023
0.5,nivel,TP,0.07143806485913669,0.02159755449230978,30.09599999999955,1,2023
0.5,1:2,fuera,0.4013822434875102,0.3515417331206833,30.09599999999955,1,2023
0.618,nivel,TP,0.0222888416817254,-0.03975328740561167,24.177119999999377,1,2023
0.618,1:2,fuera,0.7444592242583303,0.6824170951709932,24.177119999999377,1,2023
0.5,1:2,fuera,0.2653997378768009,0.1998689384010456,22.889999999999418,1,2023
0.618,nivel,TP,0.0351691020921048,-0.04640450721381425,18.388299999999617,1,2023
0.618,1:2,fuera,0.5751863956972553,0.4936127863913362,18.388299999999617,1,2023
0.705,nivel,TP,0.26316837267949067,0.16362791777960883,15.069249999999556,1,2023
0.705,1:2,TP,2.0,1.9004595451001183,15.069249999999556,1,2023
0.79,nivel,TP,0.6095209909948944,0.48268718555794354,11.826499999999214,1,2023
0.79,1:2,TP,2.0,1.8731661945630491,11.826499999999214,1,2023
0.5,nivel,TP,1.3472079479272905,1.218739294278785,11.676000000000386,1,2023
0.5,1:2,SL,-1.0,-1.1284686536485056,11.676000000000386,1,2023
0.618,nivel,TP,1.9218356198266282,1.7619161339571123,9.379719999999907,1,2023
0.618,1:2,TP,2.0,1.8400805141304841,9.379719999999907,1,2023
0.705,nivel,TP,2.565379161408567,2.370236902701975,7.686700000000201,1,2023
0.705,1:2,TP,2.0,1.804857741293408,7.686700000000201,1,2023
0.5,nivel,SL,-1.0,-1.1294665976178222,11.58599999999933,1,2023
0.5,1:2,SL,-1.0,-1.1294665976178222,11.58599999999933,1,2023
0.618,nivel,SL,-1.0,-1.1611617397732117,9.307420000000093,1,2023
0.618,1:2,SL,-1.0,-1.1611617397732117,9.307420000000093,1,2023
0.705,nivel,SL,-1.0,-1.1966581229637703,7.627449999999953,1,2023
0.705,1:2,SL,-1.0,-1.1966581229637703,7.627449999999953,1,2023
0.79,nivel,SL,-1.0,-1.2505805115183475,5.986100000000079,1,2023
0.79,1:2,SL,-1.0,-1.2505805115183475,5.986100000000079,1,2023
0.5,nivel,TP,0.1711813393529614,0.030097817908260938,10.631999999999607,-1,2023
0.5,1:2,TP,2.0,1.8589164785552996,10.631999999999607,-1,2023
0.5,nivel,TP,0.1711813393529614,0.030097817908260938,10.631999999999607,-1,2023
0.5,1:2,TP,2.0,1.8589164785552996,10.631999999999607,-1,2023
0.5,nivel,TP,0.1711813393529614,0.030097817908260938,10.631999999999607,-1,2023
0.5,1:2,TP,2.0,1.8589164785552996,10.631999999999607,-1,2023
0.5,nivel,TP,0.5031937790737916,0.4511212941748131,28.806000000000495,-1,2023
0.5,1:2,fuera,0.2424842046795651,0.19041171978058663,28.806000000000495,-1,2023
0.5,nivel,SL,-1.0,-1.124254473161028,12.072000000000571,1,2023
0.5,1:2,SL,-1.0,-1.124254473161028,12.072000000000571,1,2023
0.618,nivel,SL,-1.0,-1.1546736180427764,9.69784000000027,1,2023
0.618,1:2,SL,-1.0,-1.1546736180427764,9.69784000000027,1,2023
0.705,nivel,SL,-1.0,-1.1887409718901667,7.947400000000471,1,2023
0.705,1:2,SL,-1.0,-1.1887409718901667,7.947400000000471,1,2023
0.79,nivel,TP,0.20278330019879381,-0.037709228499980124,6.23720000000003,1,2023
0.79,1:2,SL,-1.0,-1.240492528698774,6.23720000000003,1,2023
0.5,nivel,TP,0.5492492492492874,0.45915915915919536,16.649999999999636,1,2023
0.5,1:2,SL,-1.0,-1.090090090090092,16.649999999999636,1,2023
0.5,nivel,TP,0.5492492492492874,0.45915915915919536,16.649999999999636,1,2023
0.5,1:2,SL,-1.0,-1.090090090090092,16.649999999999636,1,2023
0.5,nivel,TP,0.5492492492492874,0.45915915915919536,16.649999999999636,1,2023
0.5,1:2,SL,-1.0,-1.090090090090092,16.649999999999636,1,2023
0.5,nivel,TP,0.362686567164216,0.2134328358209351,10.050000000000182,1,2023
0.5,1:2,SL,-1.0,-1.149253731343281,10.050000000000182,1,2023
0.618,nivel,TP,0.6962903325695055,0.5104973060011124,8.073500000000422,1,2023
0.618,1:2,SL,-1.0,-1.1857930265683931,8.073500000000422,1,2023
0.705,nivel,TP,1.0699036463254175,0.8431891177027094,6.616250000000036,1,2023
0.705,1:2,TP,2.0,1.773285471377292,6.616250000000036,1,2023
0.79,nivel,TP,1.6374578719307329,1.348579682234061,5.192500000000109,1,2023
0.79,1:2,TP,2.0,1.711121810303328,5.192500000000109,1,2023
0.5,nivel,SL,-1.0,-1.2027575020275711,7.398000000000138,-1,2023
0.5,1:2,SL,-1.0,-1.2027575020275711,7.398000000000138,-1,2023
0.618,nivel,SL,-1.0,-1.2523952307396982,5.943060000000514,-1,2023
0.618,1:2,SL,-1.0,-1.2523952307396982,5.943060000000514,-1,2023
0.705,nivel,SL,-1.0,-1.3079860790292188,4.870350000000144,-1,2023
0.705,1:2,SL,-1.0,-1.3079860790292188,4.870350000000144,-1,2023
0.79,nivel,SL,-1.0,-1.3924338748920997,3.8222999999998137,-1,2023
0.79,1:2,SL,-1.0,-1.3924338748920997,3.8222999999998137,-1,2023
0.5,nivel,SL,-1.0,-1.146627565982411,10.229999999999563,-1,2023
0.5,1:2,SL,-1.0,-1.146627565982411,10.229999999999563,-1,2023
0.618,nivel,SL,-1.0,-1.1825239410569341,8.21810000000005,-1,2023
0.618,1:2,SL,-1.0,-1.1825239410569341,8.21810000000005,-1,2023
0.705,nivel,SL,-1.0,-1.2227254166821462,6.734749999999622,-1,2023
0.705,1:2,SL,-1.0,-1.2227254166821462,6.734749999999622,-1,2023
0.79,nivel,TP,0.21748178980220298,-0.06631349919600202,5.285499999999956,-1,2023
0.79,1:2,SL,-1.0,-1.283795288998205,5.285499999999956,-1,2023
0.5,nivel,TP,0.36006933501415045,0.2812795461707865,19.038000000000466,-1,2023
0.5,1:2,fuera,1.093339636516393,1.014549847673029,19.038000000000466,-1,2023
0.618,nivel,TP,0.18956234724265078,0.0914837719189573,15.293859999999768,-1,2023
0.618,1:2,TP,2.0,1.9019214246763065,15.293859999999768,-1,2023
0.705,nivel,TP,0.451567218660665,0.3318865267466886,12.5333499999997,-1,2023
0.705,1:2,TP,2.0,1.8803193080860237,12.5333499999997,-1,2023
0.5,nivel,TP,0.36006933501415045,0.2812795461707865,19.038000000000466,-1,2023
0.5,1:2,fuera,1.093339636516393,1.014549847673029,19.038000000000466,-1,2023
0.618,nivel,TP,0.18956234724265078,0.0914837719189573,15.293859999999768,-1,2023
0.618,1:2,TP,2.0,1.9019214246763065,15.293859999999768,-1,2023
0.705,nivel,TP,0.451567218660665,0.3318865267466886,12.5333499999997,-1,2023
0.705,1:2,TP,2.0,1.8803193080860237,12.5333499999997,-1,2023
0.5,nivel,TP,0.015624999999961512,-0.14062500000003259,9.600000000000364,-1,2023
0.5,1:2,SL,-1.0,-1.156249999999994,9.600000000000364,-1,2023
