ts,R,neta,rgo,lado,hfrac,hbar,gana,fvg,pos,anio
2020-01-08 12:30:00,-1.0,-1.0930394836308663,17.196999999999907,1,11,13,False,True,0.2485840151038471,2020
2020-01-22 00:30:00,-1.0,-1.2873563218390682,5.568000000000239,-1,22,1,False,False,0.5603063178047284,2020
2020-01-22 01:00:00,-1.0,-1.306513409961738,5.219999999999114,-1,22,2,False,False,0.5494575622208098,2020
2020-03-15 20:00:00,-1.0,-1.0345475352492821,46.313000000000045,1,18,21,False,False,0.16352201257861618,2020
2020-03-23 11:00:00,-1.0,-1.0343753356966376,46.54500000000006,1,23,12,False,False,0.26003611612724087,2020
2020-03-25 18:30:00,-1.0,-1.0392406925982232,40.774000000001195,-1,18,19,False,True,0.8139711465451781,2020
2020-04-20 08:30:00,-1.0,-1.0947979618438195,16.87800000000017,1,8,10,False,False,0.24299494717501152,2020
2020-04-23 08:00:00,-1.0,-1.0557860604581444,28.68099999999929,1,5,10,False,False,0.37076357697019247,2020
2020-04-23 13:00:00,-1.0,-1.0604298070023033,26.477000000000306,1,13,15,False,False,0.3715802368313566,2020
2020-04-23 13:30:00,-1.0,-1.0650618087182795,24.592000000001057,1,13,15,False,False,0.3846467946100458,2020
2020-04-29 21:30:00,-1.0,-1.101794121389489,15.71800000000012,-1,20,23,False,True,0.7488699146157664,2020
2020-05-13 07:30:00,-1.0,-1.0722152012998742,22.155999999999842,1,8,9,False,True,0.08939323761000405,2020
2020-05-18 06:00:00,2.448275862069273,2.28358208955253,9.71499999999903,1,6,8,True,False,0.12108638249717665,2020
2020-05-21 05:00:00,-1.0,-1.3014885999622536,5.307000000001061,-1,5,7,False,False,0.5460288808664215,2020
2020-05-22 10:30:00,2.4482758620691616,2.3311369792812493,13.6589999999992,1,9,12,True,True,0.1526946107784458,2020
2020-05-28 09:00:00,-1.0,-1.1103448275862107,14.499999999999513,-1,8,11,False,True,0.588559959859509,2020
2020-06-01 08:00:00,-1.0,-1.113058224985863,14.152000000000609,-1,4,10,False,True,0.8910488245931281,2020
2020-06-02 01:00:00,-1.0,-1.1451905626134384,11.019999999999364,-1,21,3,False,True,0.9985765124555146,2020
2020-06-03 07:30:00,2.44827586206866,2.3153302866636065,12.03500000000135,-1,5,9,True,False,0.9228135698723922,2020
2020-06-26 00:30:00,-1.0,-1.2074150894477933,7.713999999998666,1,23,2,False,True,0.19623131903833788,2020
2020-07-02 12:30:00,2.448275862068944,2.358418510614379,17.80600000000021,-1,12,14,True,False,0.859789320741011,2020
2020-07-22 17:30:00,-1.0,-1.2206896551723874,7.250000000000867,-1,16,19,False,True,0.8490639625585014,2020
2020-07-24 18:30:00,-1.0,-1.1977505870720808,8.09099999999896,-1,16,20,False,False,0.9589947089947194,2020
2020-07-31 08:00:00,-1.0,-1.1429337144898921,11.194000000001036,-1,4,10,False,False,0.9148450244698207,2020
2020-08-12 12:30:00,2.448275862069067,2.3365908139048903,14.326000000000061,1,9,14,True,False,0.24132492113565115,2020
2020-08-17 07:30:00,-1.0,-1.1697612732095368,9.425000000000683,-1,4,9,False,False,0.6642388929351787,2020
2020-08-17 20:00:00,-1.0,-1.2367914755069007,6.756999999999458,-1,19,22,False,False,0.7414420975965086,2020
2020-08-19 06:30:00,-1.0,-1.1671891327063961,9.569999999998746,-1,5,8,False,False,0.9140877598152444,2020
2020-08-24 19:00:00,2.448275862069422,2.159415056869867,5.53899999999885,1,19,21,True,False,0.002433090024336027,2020
2020-08-27 13:30:00,-1.0,-1.0538267451640027,29.725000000000446,-1,9,15,False,True,0.8479001135073768,2020
2020-09-16 02:00:00,-1.0,-1.1433049708911822,11.164999999999647,-1,19,4,False,False,0.8718730933496033,2020
2020-09-17 14:30:00,-1.0,-1.0688794179689176,23.229000000000166,-1,12,16,False,True,0.6965376782077393,2020
2020-09-22 08:00:00,-1.0,-1.0481434675332495,33.23399999999976,1,3,10,False,True,0.36831132731063004,2020
2020-09-30 07:00:00,-1.0,-1.1189060642092696,13.456000000000579,-1,7,9,False,False,0.5212196126905663,2020
2020-10-08 16:30:00,-1.0,-1.190249702734869,8.409999999998696,-1,15,18,False,False,0.5783950617284015,2020
2020-11-04 13:00:00,-1.0,-1.0483120961410701,33.11800000000087,-1,6,14,False,True,0.5512416928996129,2020
2020-12-01 16:30:00,-1.0,-1.1168907071887735,13.688000000000589,-1,9,17,False,True,0.8586956521739153,2020
2020-12-01 22:00:00,2.4482758620690754,2.218390804597821,6.960000000000299,-1,20,23,True,False,0.8608414239482135,2020
2020-12-28 14:30:00,-1.0,-1.0520494469746255,30.74000000000021,-1,14,15,False,True,0.6786167512690363,2020
2020-12-30 05:30:00,-1.0,-1.2485243864554316,6.437999999999722,-1,4,6,False,False,0.6069546891464688,2020
2020-12-31 11:00:00,-1.0,-1.1223335117363686,13.079000000000285,-1,9,12,False,False,0.9700572435050633,2020
2021-01-07 07:30:00,-1.0,-1.0884173297966364,18.096000000000778,1,7,8,False,True,0.2543806646525698,2021
2021-01-07 08:00:00,-1.0,-1.0964552688690643,16.587999999999603,1,7,9,False,False,0.37885196374622193,2021
2021-01-25 22:00:00,-1.0,-1.254250754806951,6.292999999999438,1,20,23,False,False,0.3980424143556297,2021
2021-02-03 20:30:00,-1.0,-1.2873563218390682,5.568000000000239,1,19,21,False,False,0.1787175989085855,2021
2021-02-09 06:00:00,2.4482758620685208,2.148425787106015,5.3360000000002294,-1,3,7,True,False,0.9807427785419494,2021
2021-02-15 08:00:00,-1.0,-1.2308469196363785,6.931000000001131,-1,5,9,False,False,0.9441132637853927,2021
2021-02-26 11:00:00,2.44827586206898,2.3877133880919175,26.41899999999975,1,9,12,True,True,0.01904474002418103,2021
2021-03-05 13:30:00,2.4482758620688236,2.3877797943132304,26.448000000001137,1,12,14,True,True,0.16258741258741014,2021
2021-03-16 20:30:00,-1.0,-1.3152709359606638,5.0749999999988304,1,18,21,False,True,0.4345603271983611,2021
2021-03-24 13:00:00,-1.0,-1.1487127056417856,10.759000000000185,1,10,14,False,False,0.10795653697861822,2021
2021-03-24 13:30:00,-1.0,-1.1487127056417856,10.759000000000185,1,10,14,False,False,0.16123378899403948,2021
2021-04-02 12:30:00,-1.0,-1.168722977960539,9.48300000000124,-1,12,14,False,False,0.8714969241284972,2021
2021-04-08 06:30:00,-1.0,-1.190908006204521,8.380999999999528,1,6,8,False,False,0.23701799485860967,2021
2021-04-15 09:30:00,2.448275862069165,2.332367429730708,13.803999999999483,-1,9,11,True,True,0.8746418338108939,2021
2021-04-21 15:30:00,-1.0,-1.2772483105180559,5.771000000001081,-1,12,17,False,True,0.7464163822525571,2021
2021-05-05 10:30:00,-1.0,-1.1348958772447553,11.860999999999677,-1,9,12,False,True,0.7050222504767978,2021
2021-05-06 00:30:00,-1.0,-1.2105817320347523,7.597999999999772,-1,0,2,False,True,0.7536342769701632,2021
2021-05-12 07:30:00,2.4482758620688507,2.3684315584608884,20.039000000000584,-1,2,9,True,True,0.8891257995735605,2021
2021-05-20 22:00:00,2.4482758620690963,1.902014339365177,2.9290000000004035,-1,21,0,True,True,0.7910552061495554,2021
2021-05-25 23:30:00,2.448275862069616,2.036541430777758,3.885999999999612,1,22,1,True,False,0.25611745513865714,2021
2021-06-02 18:30:00,-1.0,-1.338481066215364,4.726999999999926,1,19,20,False,True,0.41133720930232565,2021
2021-06-09 23:00:00,-1.0,-1.3629764065335597,4.4080000000001895,1,21,1,False,False,0.008830022075063951,2021
2021-06-10 00:00:00,-1.0,-1.3629764065335597,4.4080000000001895,1,21,2,False,False,0.022167487684710475,2021
2021-07-07 14:30:00,-1.0,-1.0866128944946734,18.47299999999885,1,10,16,False,True,0.2769784172661907,2021
2021-07-08 12:00:00,2.4482758620687606,2.3486866674963793,16.066000000001246,1,12,14,True,True,0.04582763337894438,2021
2021-07-08 12:30:00,2.44827586206896,2.328074524829086,13.311000000000295,1,12,14,True,True,0.06087551299589964,2021
2021-07-12 14:30:00,-1.0,-1.1661819692563478,9.627999999999304,-1,9,16,False,True,0.9025549613784865,2021
2021-07-15 08:00:00,-1.0,-1.0643035125793763,24.881999999999405,1,4,10,False,False,0.3184713375796216,2021
2021-07-23 17:30:00,-1.0,-1.240927571148903,6.641000000000563,-1,17,19,False,True,0.8736059479553876,2021
2021-08-05 13:30:00,-1.0,-1.110787979504232,14.441999999998956,1,13,15,False,True,0.4561403508771916,2021
2021-08-20 13:00:00,2.4482758620689187,2.285525378903424,9.831000000000145,1,12,15,True,False,0.07815989280928652,2021
2021-08-24 15:00:00,2.448275862068692,2.2368873034744428,7.569000000000603,-1,14,17,True,True,0.835051546391741,2021
2021-09-03 09:30:00,-1.0,-1.2347762289068227,6.8150000000000155,-1,0,11,False,True,0.9246935201401172,2021
2021-09-03 10:00:00,-1.0,-1.2566158781074126,6.235000000001101,-1,0,12,False,False,0.8485113835376522,2021
2021-09-08 08:30:00,-1.0,-1.205867215645929,7.771999999999224,1,8,10,False,False,0.05375552282769599,2021
2021-09-24 19:00:00,2.4482758620689395,2.1764905724477392,5.886999999999976,1,16,21,True,True,0.4134275618374464,2021
2021-10-07 06:00:00,-1.0,-1.1803020058597962,8.874000000000937,1,5,8,False,False,0.48753224419604896,2021
2021-10-14 00:00:00,-1.0,-1.4715590922486885,3.3930000000004235,-1,0,2,False,False,0.9373814041745631,2021
2021-10-14 00:30:00,-1.0,-1.5061689338816169,3.1610000000004135,-1,0,2,False,False,0.9335863377608971,2021
2021-10-27 14:30:00,2.44827586206887,2.3370411568408436,14.384000000000619,1,13,16,True,True,0.04020100502512843,2021
2021-11-02 03:00:00,-1.0,-1.3885381253035811,4.117999999999622,1,0,4,False,False,0.05251009809578551,2021
2021-11-16 14:00:00,2.4482758620690563,2.32173362859863,12.643999999999433,-1,13,15,True,False,0.6090225563909771,2021
2021-11-30 23:00:00,-1.0,-1.2097810410384453,7.62699999999894,-1,22,0,False,False,0.6446844798180733,2021
