lado,t,ent,stop,obj,rgoP,largo,gana,Rb,Rn,anio
venta,2020-09-02 23:45:00,1.18457,1.18546,1.1827899999999998,8.900000000000574,False,1,2,1.8393258426966397,2020
compra,2020-09-07 03:45:00,1.18364,1.18298,1.1849600000000002,6.6000000000010495,True,0,-1,-1.2166666666666321,2020
venta,2020-09-07 10:00:00,1.18217,1.18486,1.1767899999999998,26.900000000000812,False,1,2,1.9468401486988864,2020
compra,2020-09-10 00:15:00,1.18109,1.18011,1.18305,9.799999999999809,True,1,2,1.8540816326530585,2020
compra,2020-09-11 19:15:00,1.18403,1.18262,1.1868499999999997,14.099999999999113,True,1,2,1.8985815602836815,2020
venta,2020-09-15 00:15:00,1.18612,1.18686,1.1846400000000001,7.399999999999629,False,0,-1,-1.193243243243253,2020
venta,2020-09-16 05:30:00,1.18432,1.18489,1.1831800000000001,5.699999999999594,False,0,-1,-1.250877192982474,2020
venta,2020-09-21 07:15:00,1.18503,1.187,1.18109,19.700000000000273,False,1,2,1.9274111675126915,2020
compra,2020-09-25 06:15:00,1.16748,1.16619,1.17006,12.900000000000134,True,0,-1,-1.1108527131782935,2020
venta,2020-09-28 05:45:00,1.16289,1.16404,1.16059,11.499999999999844,False,0,-1,-1.1243478260869582,2020
compra,2020-10-01 03:00:00,1.17461,1.17171,1.1804099999999997,28.999999999999027,True,0,-1,-1.0493103448275878,2020
compra,2020-10-01 11:00:00,1.17539,1.17221,1.1817499999999999,31.799999999999606,True,0,-1,-1.04496855345912,2020
compra,2020-10-08 02:45:00,1.17707,1.17594,1.1793300000000002,11.300000000000754,True,0,-1,-1.1265486725663632,2020
venta,2020-10-08 07:00:00,1.17684,1.178,1.1745200000000005,11.599999999998278,False,1,2,1.8767241379310162,2020
compra,2020-10-12 01:30:00,1.18193,1.18102,1.1837499999999999,9.099999999999664,True,0,-1,-1.157142857142863,2020
venta,2020-10-12 07:15:00,1.18083,1.18266,1.17717,18.299999999999983,False,1,2,1.9218579234972677,2020
venta,2020-10-19 03:30:00,1.17072,1.17249,1.1671799999999999,17.700000000000493,False,0,-1,-1.0807909604519752,2020
venta,2020-10-20 06:45:00,1.17671,1.17805,1.1740299999999997,13.400000000001189,False,0,-1,-1.1067164179104383,2020
compra,2020-10-20 22:00:00,1.18267,1.18192,1.1841700000000002,7.500000000000284,True,1,2,1.8093333333333406,2020
compra,2020-10-26 06:30:00,1.18409,1.1829,1.1864700000000001,11.900000000000244,True,0,-1,-1.1201680672268883,2020
venta,2020-10-27 13:15:00,1.18229,1.18379,1.1792900000000004,14.999999999998348,False,1,2,1.904666666666656,2020
compra,2020-11-02 01:00:00,1.16477,1.16386,1.1665900000000005,9.100000000001884,True,0,-1,-1.1571428571428246,2020
venta,2020-11-03 17:30:00,1.17208,1.17397,1.1683000000000001,18.899999999999473,False,0,-1,-1.0756613756613778,2020
venta,2020-11-04 02:15:00,1.16405,1.17704,1.13807,129.90000000000057,False,0,-1,-1.011008468052348,2020
venta,2020-11-04 14:15:00,1.16918,1.17455,1.1584400000000004,53.699999999998745,False,0,-1,-1.0266294227188089,2020
venta,2020-11-05 02:00:00,1.17164,1.1739,1.1671200000000002,22.599999999999287,False,0,-1,-1.0632743362831878,2020
compra,2020-11-06 03:15:00,1.1828,1.17952,1.1893600000000004,32.80000000000172,True,1,2,1.9564024390243926,2020
venta,2020-11-09 05:45:00,1.18805,1.18942,1.1853100000000003,13.699999999998713,False,0,-1,-1.1043795620438055,2020
compra,2020-11-09 11:45:00,1.18866,1.18664,1.1927000000000003,20.200000000001328,True,0,-1,-1.0707920792079162,2020
compra,2020-11-15 22:15:00,1.18409,1.18305,1.1861700000000004,10.40000000000152,True,1,2,1.86250000000002,2020
venta,2020-11-16 07:15:00,1.18453,1.18546,1.1826700000000003,9.299999999998754,False,0,-1,-1.1537634408602357,2020
compra,2020-11-17 08:15:00,1.18614,1.18514,1.1881399999999998,9.999999999998899,True,1,2,1.8569999999999842,2020
compra,2020-11-18 15:45:00,1.18748,1.18513,1.1921800000000002,23.500000000000743,True,0,-1,-1.0608510638297852,2020
venta,2020-11-19 23:30:00,1.18676,1.18825,1.18378,14.899999999999913,False,0,-1,-1.0959731543624167,2020
compra,2020-11-23 10:45:00,1.18952,1.18629,1.1959799999999996,32.29999999999844,True,0,-1,-1.0442724458204355,2020
venta,2020-11-25 11:00:00,1.1888,1.19297,1.18046,41.70000000000007,False,0,-1,-1.0342925659472422,2020
compra,2020-11-25 15:30:00,1.19251,1.18914,1.1992499999999997,33.69999999999873,True,0,-1,-1.0424332344213665,2020
compra,2020-12-02 14:30:00,1.20807,1.20399,1.2162300000000001,40.800000000000836,True,1,2,1.9649509803921577,2020
compra,2020-12-07 01:45:00,1.2135,1.21186,1.2167800000000002,16.40000000000086,True,0,-1,-1.087195121951215,2020
compra,2020-12-08 03:45:00,1.2114,1.21051,1.2131800000000001,8.900000000000574,True,0,-1,-1.1606741573033603,2020
venta,2020-12-08 10:15:00,1.2118,1.21339,1.20862,15.899999999999803,False,0,-1,-1.0899371069182402,2020
compra,2020-12-15 14:15:00,1.21525,1.2121,1.22155,31.49999999999986,True,1,2,1.9546031746031745,2020
compra,2020-12-16 02:45:00,1.21561,1.21451,1.2178100000000003,11.000000000001009,True,1,2,1.8700000000000119,2020
venta,2020-12-17 09:15:00,1.2226,1.22439,1.2190199999999995,17.900000000001803,False,0,-1,-1.0798882681564166,2020
compra,2020-12-22 11:30:00,1.22361,1.22041,1.2300100000000003,32.00000000000092,True,0,-1,-1.0446874999999987,2020
venta,2020-12-24 08:30:00,1.21959,1.22077,1.21723,11.799999999999589,False,1,2,1.8788135593220296,2020
venta,2020-12-28 11:15:00,1.2203,1.22502,1.2108599999999998,47.20000000000057,False,0,-1,-1.0302966101694913,2020
venta,2020-12-29 15:00:00,1.22472,1.22592,1.2223200000000003,11.999999999998678,False,0,-1,-1.1191666666666797,2020
venta,2020-12-30 14:15:00,1.22728,1.22935,1.22314,20.700000000000163,False,0,-1,-1.0690821256038643,2020
venta,2021-01-06 02:45:00,1.22787,1.23261,1.21839,47.399999999999665,False,0,-1,-1.0301687763713083,2021
compra,2021-01-06 18:15:00,1.23047,1.22655,1.2383099999999998,39.199999999999235,True,0,-1,-1.0364795918367353,2021
venta,2021-01-07 02:00:00,1.23269,1.23443,1.2292100000000004,17.399999999998528,False,1,2,1.9178160919540161,2021
compra,2021-01-08 11:00:00,1.22457,1.22174,1.2302299999999997,28.29999999999888,True,0,-1,-1.050530035335691,2021
venta,2021-01-10 23:00:00,1.22044,1.22284,1.21564,23.999999999999577,False,1,2,1.9404166666666656,2021
compra,2021-01-11 05:30:00,1.21747,1.21666,1.21909,8.099999999999774,True,1,2,1.823456790123452,2021
compra,2021-01-12 06:45:00,1.21608,1.21386,1.2205200000000003,22.200000000001108,True,0,-1,-1.0644144144144112,2021
compra,2021-01-18 14:45:00,1.20716,1.20535,1.2107800000000002,18.100000000000893,True,1,2,1.9209944751381254,2021
compra,2021-01-19 19:30:00,1.21249,1.21187,1.2137300000000002,6.200000000000649,True,1,2,1.7693548387097016,2021
venta,2021-01-27 19:15:00,1.21074,1.21193,1.2083599999999999,11.900000000000244,False,1,2,1.8798319327731117,2021
compra,2021-02-01 23:15:00,1.20674,1.2056,1.2090199999999998,11.399999999999189,True,0,-1,-1.125438596491237,2021
venta,2021-02-04 01:30:00,1.20343,1.20427,1.20175,8.399999999999519,False,1,2,1.829761904761895,2021
compra,2021-02-08 11:30:00,1.20355,1.20231,1.2060299999999997,12.399999999999078,True,0,-1,-1.1153225806451699,2021
venta,2021-02-09 23:15:00,1.2116,1.21218,1.21044,5.800000000000249,False,0,-1,-1.2465517241379205,2021
compra,2021-02-11 02:45:00,1.212,1.21134,1.2133199999999997,6.599999999998829,True,1,2,1.783333333333295,2021
venta,2021-02-11 11:00:00,1.21216,1.21359,1.2092999999999998,14.300000000000423,False,0,-1,-1.099999999999997,2021
compra,2021-02-15 03:00:00,1.21335,1.21174,1.2165699999999997,16.099999999998893,True,1,2,1.9111801242235964,2021
compra,2021-02-22 10:15:00,1.21185,1.20911,1.2173300000000005,27.400000000001867,True,1,2,1.9478102189781057,2021
compra,2021-02-26 02:00:00,1.21719,1.21372,1.2241300000000002,34.70000000000084,True,0,-1,-1.0412103746397685,2021
venta,2021-03-01 02:15:00,1.20805,1.21011,1.2039300000000002,20.599999999999508,False,1,2,1.930582524271843,2021
compra,2021-03-01 05:45:00,1.20847,1.20747,1.2104699999999997,9.999999999998899,True,0,-1,-1.1430000000000158,2021
venta,2021-03-08 02:15:00,1.19142,1.19321,1.1878399999999996,17.900000000001803,False,1,2,1.9201117318435834,2021
compra,2021-03-08 23:00:00,1.18509,1.18442,1.1864299999999999,6.699999999999484,True,0,-1,-1.2134328358209119,2021
compra,2021-03-09 19:00:00,1.18979,1.18832,1.1927299999999996,14.699999999998603,True,0,-1,-1.097278911564635,2021
venta,2021-03-09 22:15:00,1.18961,1.19049,1.18785,8.799999999999919,False,1,2,1.8374999999999986,2021
compra,2021-03-16 03:30:00,1.19372,1.1922,1.1967599999999998,15.199999999999658,True,0,-1,-1.0940789473684231,2021
venta,2021-03-16 06:45:00,1.19163,1.19387,1.18715,22.400000000000198,False,0,-1,-1.063839285714285,2021
compra,2021-03-19 03:15:00,1.1917,1.19047,1.19416,12.300000000000644,True,0,-1,-1.11626016260162,2021
venta,2021-03-19 18:45:00,1.19051,1.19124,1.1890499999999997,7.300000000001194,False,1,2,1.8041095890411278,2021
venta,2021-03-22 05:00:00,1.18889,1.18989,1.1868900000000002,9.999999999998899,False,0,-1,-1.1430000000000158,2021
venta,2021-03-22 19:45:00,1.19323,1.19468,1.19033,14.499999999999513,False,1,2,1.9013793103448242,2021
compra,2021-03-22 23:00:00,1.19392,1.19316,1.1954400000000003,7.600000000000939,True,0,-1,-1.1881578947368188,2021
venta,2021-03-29 13:45:00,1.17775,1.17884,1.17557,10.900000000000354,False,1,2,1.8688073394495455,2021
compra,2021-03-29 21:45:00,1.17664,1.17629,1.1773399999999996,3.4999999999985043,True,1,2,1.5914285714283969,2021
venta,2021-04-02 01:30:00,1.17696,1.1784,1.1740800000000002,14.399999999998858,False,0,-1,-1.0993055555555635,2021
venta,2021-04-02 11:15:00,1.17731,1.17866,1.1746100000000002,13.499999999999623,False,1,2,1.8940740740740711,2021
venta,2021-04-05 19:15:00,1.18086,1.18194,1.1787,10.799999999999699,False,0,-1,-1.132407407407411,2021
venta,2021-04-06 03:15:00,1.1802,1.18215,1.1762999999999997,19.500000000001183,False,0,-1,-1.0733333333333288,2021
compra,2021-04-08 02:45:00,1.18698,1.18609,1.1887599999999996,8.899999999998354,True,1,2,1.8393258426965995,2021
venta,2021-04-14 07:30:00,1.1958,1.19658,1.19424,7.800000000000029,False,0,-1,-1.1833333333333327,2021
venta,2021-04-14 18:45:00,1.19708,1.19872,1.1937999999999998,16.40000000000086,False,0,-1,-1.087195121951215,2021
venta,2021-04-22 00:15:00,1.2033,1.20365,1.2026,3.5000000000007248,False,0,-1,-1.408571428571344,2021
compra,2021-04-22 06:30:00,1.20396,1.20307,1.2057399999999996,8.899999999998354,True,0,-1,-1.1606741573034005,2021
compra,2021-04-22 11:15:00,1.20567,1.20219,1.2126299999999999,34.79999999999927,True,0,-1,-1.0410919540229893,2021
venta,2021-04-22 13:15:00,1.20298,1.20591,1.1971199999999997,29.300000000000992,False,0,-1,-1.0488054607508517,2021
compra,2021-04-26 02:00:00,1.2111,1.20885,1.2156000000000002,22.500000000000853,True,0,-1,-1.0635555555555531,2021
compra,2021-04-27 11:45:00,1.2088,1.20567,1.2150600000000003,31.30000000000077,True,0,-1,-1.0456869009584653,2021
compra,2021-04-27 18:15:00,1.20892,1.20693,1.2128999999999999,19.899999999999363,True,0,-1,-1.0718592964824143,2021
compra,2021-04-29 10:00:00,1.21219,1.21111,1.2143500000000005,10.80000000000192,True,0,-1,-1.132407407407384,2021
venta,2021-04-29 13:45:00,1.21062,1.21357,1.20472,29.50000000000008,False,1,2,1.9515254237288138,2021
venta,2021-05-03 02:45:00,1.20194,1.20354,1.19874,16.00000000000046,False,0,-1,-1.0893749999999975,2021
compra,2021-05-06 19:15:00,1.20619,1.20469,1.2091900000000002,15.000000000000568,True,1,2,1.9046666666666703,2021
venta,2021-05-07 11:45:00,1.20664,1.20867,1.20258,20.299999999999763,False,0,-1,-1.0704433497536954,2021
venta,2021-05-11 13:15:00,1.21529,1.21703,1.2118099999999998,17.400000000000748,False,0,-1,-1.0821839080459734,2021
venta,2021-05-13 03:30:00,1.20759,1.20888,1.20501,12.900000000000134,False,0,-1,-1.1108527131782935,2021
compra,2021-05-17 23:30:00,1.21567,1.21504,1.2169300000000003,6.300000000001305,True,1,2,1.77301587301592,2021
venta,2021-05-18 14:00:00,1.22067,1.22339,1.2152299999999998,27.200000000000557,False,0,-1,-1.0525735294117635,2021
venta,2021-05-19 02:00:00,1.22192,1.22327,1.2192199999999995,13.500000000001844,False,0,-1,-1.1059259259259115,2021
compra,2021-05-20 00:15:00,1.21773,1.21709,1.21901,6.399999999999739,True,0,-1,-1.223437500000009,2021
venta,2021-05-20 23:45:00,1.22249,1.223,1.22147,5.1000000000001044,False,0,-1,-1.2803921568627392,2021
venta,2021-05-24 15:30:00,1.22094,1.22298,1.2168599999999998,20.400000000000418,False,0,-1,-1.070098039215685,2021
venta,2021-05-24 21:00:00,1.22135,1.2218,1.2204499999999998,4.500000000000615,False,0,-1,-1.3177777777777344,2021
venta,2021-05-26 07:00:00,1.22391,1.22629,1.21915,23.800000000000487,False,1,2,1.939915966386556,2021
venta,2021-05-27 06:15:00,1.21872,1.21954,1.21708,8.20000000000043,False,0,-1,-1.1743902439024299,2021
venta,2021-05-28 10:30:00,1.21811,1.22005,1.21423,19.400000000000528,False,1,2,1.9262886597938165,2021
compra,2021-06-01 07:45:00,1.22414,1.22181,1.2288,23.299999999999432,True,0,-1,-1.0613733905579414,2021
venta,2021-06-01 15:45:00,1.22404,1.22542,1.2212800000000001,13.799999999999368,False,1,2,1.8963768115941981,2021
venta,2021-06-03 01:45:00,1.22056,1.22141,1.21886,8.500000000000174,False,1,2,1.8317647058823563,2021
compra,2021-06-10 06:15:00,1.21709,1.21626,1.2187500000000002,8.300000000001084,True,0,-1,-1.1722891566264835,2021
venta,2021-06-11 06:30:00,1.2185,1.21903,1.2174399999999996,5.300000000001415,False,0,-1,-1.2698113207546449,2021
compra,2021-06-11 18:45:00,1.21026,1.20925,1.2122799999999998,10.099999999999554,True,1,2,1.858415841584152,2021
venta,2021-06-17 06:00:00,1.19835,1.20018,1.19469,18.299999999999983,False,1,2,1.9218579234972677,2021
venta,2021-06-21 01:45:00,1.18612,1.18759,1.1831800000000003,14.699999999998603,False,0,-1,-1.097278911564635,2021
venta,2021-06-21 18:45:00,1.1908,1.19213,1.1881400000000004,13.299999999998313,False,1,2,1.892481203007505,2021
compra,2021-06-23 05:45:00,1.19265,1.19191,1.19413,7.399999999999629,True,0,-1,-1.193243243243253,2021
compra,2021-06-24 06:00:00,1.19275,1.19209,1.1940699999999997,6.599999999998829,True,0,-1,-1.216666666666705,2021
venta,2021-06-24 14:30:00,1.19286,1.19562,1.1873400000000003,27.599999999998737,False,0,-1,-1.051811594202901,2021
venta,2021-06-25 15:45:00,1.19395,1.19751,1.18683,35.60000000000007,False,1,2,1.9598314606741574,2021
venta,2021-07-02 07:00:00,1.18238,1.18477,1.1775999999999998,23.900000000001143,False,0,-1,-1.0598326359832608,2021
compra,2021-07-02 12:30:00,1.18484,1.18204,1.1904399999999997,27.999999999999137,True,0,-1,-1.0510714285714302,2021
compra,2021-07-05 01:15:00,1.1861,1.18534,1.1876199999999997,7.599999999998719,True,0,-1,-1.1881578947368738,2021
compra,2021-07-05 07:30:00,1.18677,1.18518,1.1899500000000005,15.900000000002024,True,0,-1,-1.0899371069182275,2021
compra,2021-07-06 02:45:00,1.18718,1.18583,1.1898799999999998,13.499999999999623,True,0,-1,-1.1059259259259289,2021
compra,2021-07-07 01:45:00,1.18229,1.18155,1.18377,7.399999999999629,True,0,-1,-1.193243243243253,2021
compra,2021-07-07 22:00:00,1.17948,1.1789,1.1806400000000001,5.800000000000249,True,0,-1,-1.2465517241379205,2021
venta,2021-07-09 00:30:00,1.18399,1.18489,1.1821900000000003,8.999999999999009,False,0,-1,-1.1588888888889064,2021
compra,2021-07-12 07:00:00,1.1871,1.18652,1.18826,5.800000000000249,True,0,-1,-1.2465517241379205,2021
venta,2021-07-12 09:45:00,1.18527,1.18797,1.1798700000000002,26.999999999999247,False,1,2,1.9470370370370356,2021
venta,2021-07-16 11:45:00,1.17942,1.18221,1.1738399999999998,27.900000000000702,False,0,-1,-1.051254480286737,2021
venta,2021-07-22 15:15:00,1.17789,1.18304,1.1675900000000001,51.49999999999988,False,0,-1,-1.0277669902912623,2021
compra,2021-07-22 19:00:00,1.17758,1.17574,1.1812600000000002,18.400000000000638,True,0,-1,-1.0777173913043452,2021
compra,2021-07-26 02:00:00,1.17727,1.17632,1.17917,9.500000000000064,True,1,2,1.8494736842105273,2021
compra,2021-07-27 10:15:00,1.17855,1.17698,1.1816900000000001,15.700000000000713,True,1,2,1.9089171974522334,2021
compra,2021-07-28 08:30:00,1.18127,1.18031,1.1831900000000002,9.600000000000719,True,0,-1,-1.1489583333333222,2021
compra,2021-07-30 06:00:00,1.18813,1.18776,1.1888699999999999,3.6999999999998145,True,0,-1,-1.3864864864865059,2021
compra,2021-08-04 02:45:00,1.18735,1.18606,1.18993,12.900000000000134,True,0,-1,-1.1108527131782935,2021
venta,2021-08-09 14:00:00,1.17544,1.17689,1.1725400000000001,14.499999999999513,False,1,2,1.9013793103448242,2021
venta,2021-08-12 02:00:00,1.1735,1.17445,1.1716,9.500000000000064,False,0,-1,-1.1505263157894727,2021
venta,2021-08-13 03:15:00,1.1738,1.17424,1.17292,4.3999999999999595,False,0,-1,-1.3250000000000028,2021
venta,2021-08-13 18:15:00,1.17973,1.18045,1.1782899999999998,7.200000000000539,False,1,2,1.8013888888889038,2021
compra,2021-08-16 22:45:00,1.17788,1.17727,1.1791,6.099999999999994,True,0,-1,-1.234426229508197,2021
venta,2021-08-17 11:45:00,1.17625,1.17846,1.17183,22.100000000000453,False,1,2,1.9352941176470602,2021
venta,2021-08-19 14:45:00,1.16823,1.17012,1.1644500000000002,18.899999999999473,False,0,-1,-1.0756613756613778,2021
compra,2021-08-20 15:45:00,1.16903,1.16712,1.1728500000000002,19.100000000000783,True,1,2,1.9251308900523592,2021
venta,2021-08-23 10:15:00,1.17183,1.17325,1.16899,14.199999999999768,False,0,-1,-1.1007042253521142,2021
compra,2021-08-24 11:00:00,1.17408,1.17272,1.1768,13.600000000000279,True,0,-1,-1.1051470588235273,2021
compra,2021-08-25 13:45:00,1.1747,1.1726,1.1789,20.999999999999908,True,1,2,1.9319047619047616,2021
compra,2021-08-30 14:45:00,1.17999,1.17827,1.1834300000000004,17.20000000000166,True,1,2,1.916860465116287,2021
venta,2021-09-02 01:30:00,1.1839,1.1846,1.1824999999999997,7.0000000000014495,False,0,-1,-1.204285714285672,2021
compra,2021-09-03 11:15:00,1.18731,1.18662,1.1886900000000002,6.900000000000794,True,1,2,1.7927536231884296,2021
compra,2021-09-03 12:45:00,1.18911,1.18692,1.1934899999999997,21.899999999999142,True,0,-1,-1.0652968036529706,2021
compra,2021-09-05 23:15:00,1.18846,1.18749,1.1904000000000003,9.700000000001374,True,0,-1,-1.1474226804123502,2021
venta,2021-09-09 14:30:00,1.18054,1.18412,1.1733799999999996,35.80000000000138,False,0,-1,-1.0399441340782107,2021
venta,2021-09-13 23:45:00,1.18096,1.18119,1.1805,2.2999999999995246,False,0,-1,-1.6217391304349111,2021
compra,2021-09-17 01:15:00,1.17664,1.1764,1.17712,2.4000000000001798,True,0,-1,-1.5958333333332888,2021
compra,2021-09-19 23:45:00,1.17292,1.17232,1.1741199999999998,5.999999999999339,True,0,-1,-1.2383333333333595,2021
venta,2021-09-21 15:15:00,1.17157,1.17486,1.16499,32.90000000000015,False,0,-1,-1.043465045592705,2021
compra,2021-09-22 01:00:00,1.17253,1.17218,1.1732300000000002,3.5000000000007248,True,0,-1,-1.408571428571344,2021
compra,2021-09-22 18:00:00,1.17523,1.17329,1.17911,19.400000000000528,True,0,-1,-1.0737113402061835,2021
venta,2021-09-24 01:45:00,1.17389,1.17476,1.1721500000000002,8.699999999999264,False,1,2,1.835632183908032,2021
compra,2021-09-27 10:15:00,1.1701,1.16846,1.1733799999999996,16.399999999998638,True,0,-1,-1.0871951219512268,2021
venta,2021-09-30 10:00:00,1.15937,1.16096,1.15619,15.899999999999803,False,0,-1,-1.0899371069182402,2021
compra,2021-10-01 10:15:00,1.15849,1.15751,1.16045,9.799999999999809,True,1,2,1.8540816326530585,2021
compra,2021-10-07 14:30:00,1.15648,1.15474,1.1599599999999997,17.399999999998528,True,0,-1,-1.0821839080459839,2021
venta,2021-10-11 03:00:00,1.15691,1.15792,1.1548900000000002,10.099999999999554,False,0,-1,-1.141584158415848,2021
venta,2021-10-12 07:00:00,1.15573,1.15633,1.1545299999999996,6.00000000000156,False,0,-1,-1.2383333333332713,2021
compra,2021-10-15 02:15:00,1.16035,1.15881,1.1634300000000002,15.400000000000968,True,0,-1,-1.092857142857137,2021
compra,2021-10-18 02:15:00,1.15929,1.15828,1.1613099999999998,10.099999999999554,True,0,-1,-1.141584158415848,2021
compra,2021-10-18 07:00:00,1.15825,1.15777,1.15921,4.8000000000003595,True,0,-1,-1.2979166666666444,2021
venta,2021-10-18 09:15:00,1.15781,1.15961,1.15421,18.000000000000238,False,0,-1,-1.0794444444444433,2021
venta,2021-10-19 11:45:00,1.16566,1.16693,1.1631199999999997,12.700000000001044,False,1,2,1.887401574803159,2021
compra,2021-10-20 00:45:00,1.16348,1.16305,1.1643400000000004,4.300000000001525,True,1,2,1.6674418604652343,2021
compra,2021-10-21 21:30:00,1.16249,1.16194,1.1635900000000001,5.5000000000005045,True,1,2,1.7400000000000237,2021
venta,2021-10-22 15:15:00,1.16354,1.16511,1.1603999999999999,15.700000000000713,False,0,-1,-1.0910828025477666,2021
compra,2021-10-22 19:15:00,1.16395,1.1624,1.16705,15.499999999999403,True,0,-1,-1.0922580645161326,2021
venta,2021-11-02 07:00:00,1.15962,1.16073,1.1574000000000002,11.099999999999444,False,0,-1,-1.1288288288288353,2021
compra,2021-11-02 09:45:00,1.1606,1.15859,1.1646200000000002,20.100000000000673,True,0,-1,-1.0711442786069627,2021
compra,2021-11-02 23:45:00,1.15797,1.15762,1.1586699999999996,3.4999999999985043,True,1,2,1.5914285714283969,2021
compra,2021-11-11 21:15:00,1.1449,1.14428,1.1461400000000002,6.200000000000649,True,0,-1,-1.2306451612902984,2021
compra,2021-11-12 11:30:00,1.14518,1.14371,1.1481200000000003,14.700000000000824,True,0,-1,-1.0972789115646204,2021
compra,2021-11-15 01:30:00,1.14537,1.1441,1.1479100000000002,12.700000000001044,True,0,-1,-1.112598425196841,2021
venta,2021-11-19 17:30:00,1.12949,1.13221,1.1240500000000004,27.199999999998337,False,1,2,1.947426470588232,2021
compra,2021-11-22 09:15:00,1.12822,1.12598,1.1327,22.400000000000198,True,0,-1,-1.063839285714285,2021
venta,2021-11-23 01:45:00,1.12373,1.12439,1.1224099999999997,6.6000000000010495,False,0,-1,-1.2166666666666321,2021
compra,2021-11-23 13:00:00,1.12585,1.12553,1.1264900000000002,3.20000000000098,True,0,-1,-1.4468749999998631,2021
venta,2021-11-24 09:45:00,1.12077,1.12552,1.11127,47.50000000000032,False,0,-1,-1.0301052631578946,2021
venta,2021-11-25 15:00:00,1.12119,1.12265,1.1182699999999999,14.600000000000168,False,0,-1,-1.097945205479451,2021
venta,2021-11-30 03:45:00,1.12985,1.13046,1.12863,6.099999999999994,False,0,-1,-1.234426229508197,2021
compra,2021-12-01 10:00:00,1.1334,1.13025,1.1397,31.49999999999986,True,0,-1,-1.0453968253968255,2021
compra,2021-12-08 10:30:00,1.12935,1.12785,1.1323500000000002,15.000000000000568,True,0,-1,-1.0953333333333297,2021
compra,2021-12-10 02:45:00,1.13015,1.12868,1.1330900000000002,14.700000000000824,True,0,-1,-1.0972789115646204,2021
venta,2021-12-13 19:45:00,1.12872,1.13071,1.1247399999999996,19.900000000001583,False,0,-1,-1.0718592964824063,2021
compra,2021-12-19 23:30:00,1.12422,1.1235,1.12566,7.200000000000539,True,1,2,1.8013888888889038,2021
compra,2021-12-24 02:30:00,1.13256,1.1322,1.1332799999999998,3.5999999999991594,True,1,2,1.602777777777685,2021
compra,2021-12-27 07:15:00,1.13221,1.1313,1.1340299999999999,9.099999999999664,True,0,-1,-1.157142857142863,2021
compra,2022-01-03 07:45:00,1.1348,1.13359,1.13722,12.099999999999334,True,0,-1,-1.1181818181818246,2022
venta,2022-01-04 03:00:00,1.13008,1.13087,1.1284999999999998,7.900000000000684,False,1,2,1.8189873417721676,2022
venta,2022-01-04 10:45:00,1.12945,1.13083,1.1266900000000002,13.799999999999368,False,0,-1,-1.1036231884058019,2022
compra,2022-01-04 15:00:00,1.12941,1.12721,1.13381,21.999999999999797,True,1,2,1.9349999999999994,2022
venta,2022-01-12 06:45:00,1.13641,1.13779,1.1336499999999996,13.800000000001589,False,0,-1,-1.1036231884057852,2022
compra,2022-01-13 13:45:00,1.14718,1.14531,1.1509200000000002,18.700000000000383,True,0,-1,-1.0764705882352925,2022
compra,2022-01-13 23:30:00,1.1459,1.14506,1.1475799999999998,8.399999999999519,True,1,2,1.829761904761895,2022
compra,2022-01-17 03:45:00,1.14182,1.14,1.1454600000000004,18.20000000000155,True,0,-1,-1.0785714285714219,2022
venta,2022-01-17 11:30:00,1.14107,1.14255,1.1381100000000002,14.799999999999258,False,1,2,1.9033783783783735,2022
compra,2022-01-20 22:30:00,1.13117,1.13031,1.1328900000000002,8.60000000000083,True,0,-1,-1.166279069767426,2022
venta,2022-01-21 11:15:00,1.13295,1.13452,1.1298099999999998,15.700000000000713,False,0,-1,-1.0910828025477666,2022
compra,2022-01-24 09:15:00,1.13358,1.13093,1.1388800000000001,26.500000000000412,True,0,-1,-1.0539622641509425,2022
compra,2022-01-28 10:30:00,1.11373,1.11213,1.1169300000000002,16.00000000000046,True,1,2,1.9106250000000025,2022
venta,2022-01-31 07:15:00,1.11616,1.11658,1.1153200000000003,4.199999999998649,False,0,-1,-1.3404761904762998,2022
compra,2022-01-31 15:15:00,1.12076,1.11462,1.13304,61.40000000000034,True,1,2,1.97671009771987,2022
compra,2022-02-01 02:30:00,1.1232,1.12209,1.1254199999999999,11.099999999999444,True,1,2,1.8711711711711647,2022
venta,2022-02-02 00:15:00,1.1269,1.12739,1.1259200000000003,4.899999999998794,False,0,-1,-1.2918367346939492,2022
venta,2022-02-02 14:45:00,1.13049,1.133,1.12547,25.100000000000122,False,0,-1,-1.0569721115537847,2022
compra,2022-02-04 09:45:00,1.14632,1.14397,1.1510200000000002,23.500000000000743,True,0,-1,-1.0608510638297852,2022
venta,2022-02-10 06:15:00,1.14209,1.14314,1.13999,10.499999999999954,False,0,-1,-1.1361904761904769,2022
compra,2022-02-15 08:15:00,1.13387,1.13136,1.13889,25.100000000000122,True,1,2,1.9430278884462153,2022
compra,2022-02-17 07:45:00,1.1375,1.13514,1.1422199999999998,23.599999999999177,True,0,-1,-1.0605932203389852,2022
compra,2022-02-17 23:00:00,1.1369,1.13572,1.13926,11.799999999999589,True,0,-1,-1.1211864406779704,2022
venta,2022-02-18 10:45:00,1.1361,1.13724,1.1338200000000003,11.399999999999189,False,1,2,1.874561403508763,2022
compra,2022-02-21 03:00:00,1.13586,1.1313,1.1449800000000003,45.600000000001195,True,0,-1,-1.031359649122806,2022
