dia,ts,i,fin,lado,rama,entrada,stop,obj,riesgo,R,motivo,rr,coste_R,neto
2021-04-27,2021-04-27 08:44:00,97999,98038,1,mínimo,1.20622,1.20596,1.20874,2.60000000000149,-1.0,SL,9.692307692301583,0.461538461538197,-1.461538461538197
2021-04-28,2021-04-28 06:09:00,98256,98326,1,mínimo,1.20739,1.20687,1.20911,5.199999999998539,-1.0,SL,3.307692307693129,0.2307692307692956,-1.2307692307692957
2021-04-29,2021-04-29 07:24:00,98559,98614,1,mínimo,1.2122,1.21161,1.21498,5.899999999998684,-1.0,SL,4.71186440678072,0.20338983050851994,-1.20338983050852
2021-04-30,2021-04-30 06:39:00,98836,98900,1,mínimo,1.2114,1.21108,1.21265,3.20000000000098,-1.0,SL,3.9062499999987206,0.37499999999988515,-1.3749999999998852
2021-05-03,2021-05-03 06:14:00,99119,99188,1,mínimo,1.20172,1.2012,1.20354,5.199999999998539,3.500000000001281,TP,3.500000000001281,0.2307692307692956,3.2692307692319855
2021-05-04,2021-05-04 08:39:00,99427,99467,1,mínimo,1.20211,1.20152,1.20635,5.9000000000009045,-1.0,SL,7.186440677965036,0.2033898305084434,-1.2033898305084434
2021-05-05,2021-05-05 06:39:00,99690,99754,1,mínimo,1.20066,1.19991,1.20265,7.500000000000284,-1.0,SL,2.6533333333331477,0.15999999999999392,-1.159999999999994
2021-05-06,2021-05-06 09:04:00,100004,100039,-1,máximo,1.20381,1.20416,1.2031100000000003,3.4999999999985043,-1.0,SL,2.0,0.34285714285728935,-1.3428571428572893
2021-05-07,2021-05-07 07:44:00,100274,100325,-1,máximo,1.20724,1.20769,1.2063400000000004,4.499999999998394,-1.0,SL,2.0,0.2666666666667618,-1.2666666666667619
2021-05-10,2021-05-10 08:19:00,100569,100613,1,mínimo,1.21475,1.214,1.21769,7.500000000000284,2.0933333333333493,cierre Londres,3.9199999999997748,0.15999999999999392,1.9333333333333553
2021-05-11,2021-05-11 09:39:00,100872,100900,-1,máximo,1.21644,1.21676,1.2157999999999998,3.20000000000098,-1.0,SL,2.0,0.37499999999988515,-1.3749999999998852
2021-05-13,2021-05-13 06:59:00,101413,101473,-1,máximo,1.20947,1.21002,1.20837,5.5000000000005045,-1.0,SL,2.0,0.21818181818179816,-1.2181818181817983
2021-05-14,2021-05-14 07:29:00,101705,101759,-1,máximo,1.21072,1.21148,1.2092000000000003,7.599999999998719,-1.0,SL,2.0,0.15789473684213187,-1.157894736842132
2021-05-18,2021-05-18 09:14:00,102299,102332,-1,máximo,1.22158,1.22191,1.2209200000000002,3.2999999999994145,-1.0,SL,2.0,0.36363636363642815,-1.3636363636364282
2021-05-19,2021-05-19 08:54:00,102580,102617,1,mínimo,1.22104,1.2203600000000001,1.22425,6.799999999997919,-1.0,SL,4.720588235295794,0.1764705882353481,-1.1764705882353481
2021-05-20,2021-05-20 06:24:00,102834,102901,-1,máximo,1.21864,1.21899,1.2179399999999998,3.5000000000007248,-1.0,SL,2.0,0.34285714285707186,-1.342857142857072
2021-05-21,2021-05-21 07:54:00,103139,103188,1,mínimo,1.22144,1.2208700000000001,1.22391,5.699999999999594,-1.0,SL,4.333333333333593,0.21052631578948866,-1.2105263157894885
2021-05-24,2021-05-24 06:59:00,103416,103476,-1,máximo,1.21898,1.21959,1.21776,6.099999999999994,-1.0,SL,2.0,0.19672131147541,-1.19672131147541
2021-05-25,2021-05-25 06:29:00,103698,103764,-1,máximo,1.22299,1.22391,1.22115,9.200000000000319,-1.0,SL,2.0,0.13043478260869112,-1.1304347826086911
2021-05-26,2021-05-26 07:34:00,103999,104052,1,mínimo,1.22397,1.2235800000000001,1.22629,3.8999999999989043,-1.0,SL,5.948717948719875,0.30769230769239414,-1.307692307692394
2021-05-27,2021-05-27 07:49:00,104290,104340,-1,máximo,1.22013,1.22087,1.21865,7.399999999999629,-1.0,SL,2.0,0.16216216216217028,-1.1621621621621703
2021-05-28,2021-05-28 08:24:00,104585,104628,-1,máximo,1.2195,1.22005,1.2184,5.5000000000005045,-1.0,SL,2.0,0.21818181818179816,-1.2181818181817983
2021-06-01,2021-06-01 07:54:00,104915,104964,-1,máximo,1.22322,1.22398,1.2216999999999998,7.600000000000939,-1.0,SL,2.0,0.15789473684208574,-1.1578947368420858
2021-06-02,2021-06-02 09:04:00,105215,105250,1,mínimo,1.21841,1.21789,1.22265,5.20000000000076,-1.0,SL,8.153846153845004,0.23076923076919706,-1.230769230769197
2021-06-03,2021-06-03 07:14:00,105479,105536,1,mínimo,1.21858,1.21821,1.22141,3.6999999999998145,-1.0,SL,7.6486486486493295,0.32432432432434055,-1.3243243243243406
2021-06-07,2021-06-07 06:14:00,106040,106109,1,mínimo,1.21596,1.21557,1.21726,3.8999999999989043,-1.0,SL,3.333333333334472,0.30769230769239414,-1.307692307692394
2021-06-08,2021-06-08 07:29:00,106343,106397,1,mínimo,1.21692,1.21649,1.21941,4.299999999999304,2.0697674418609333,cierre Londres,5.790697674419781,0.2790697674419056,1.7906976744190277
2021-06-09,2021-06-09 10:54:00,106669,106682,-1,máximo,1.21924,1.21957,1.2185800000000002,3.2999999999994145,-1.0,SL,2.0,0.36363636363642815,-1.3636363636364282
2021-06-11,2021-06-11 09:39:00,107228,107256,1,mínimo,1.21602,1.2154,1.21914,6.200000000000649,-1.0,SL,5.032258064515262,0.1935483870967539,-1.1935483870967538
2021-06-14,2021-06-14 07:54:00,107494,107543,-1,máximo,1.21146,1.21216,1.2100600000000001,6.999999999999229,-1.0,SL,2.0,0.1714285714285903,-1.1714285714285904
2021-06-15,2021-06-15 06:54:00,107766,107827,-1,máximo,1.21338,1.21377,1.2125999999999997,3.900000000001125,-1.0,SL,2.0,0.30769230769221895,-1.307692307692219
2021-06-17,2021-06-17 07:59:00,108354,108402,1,mínimo,1.19544,1.1946,1.20062,8.399999999999519,-1.0,SL,6.166666666666975,0.14285714285715104,-1.142857142857151
2021-06-21,2021-06-21 09:14:00,108945,108978,-1,máximo,1.18902,1.1895499999999999,1.1879600000000001,5.299999999999194,-1.0,SL,2.0,0.22641509433965706,-1.226415094339657
2021-06-24,2021-06-24 07:34:00,109789,109842,-1,máximo,1.19359,1.19401,1.1927499999999998,4.20000000000087,-1.0,SL,2.0,0.2857142857142265,-1.2857142857142265
2021-06-25,2021-06-25 07:09:00,110072,110130,-1,máximo,1.19393,1.1948,1.1921899999999996,8.700000000001484,-1.0,SL,2.0,0.13793103448273508,-1.1379310344827351
2021-06-28,2021-06-28 07:29:00,110363,110417,-1,máximo,1.1938,1.19445,1.1925,6.500000000000394,2.0,TP,2.0,0.1846153846153734,1.8153846153846267
2021-06-29,2021-06-29 08:54:00,110667,110704,1,mínimo,1.19046,1.18984,1.19295,6.200000000000649,-1.0,SL,4.016129032257452,0.1935483870967539,-1.1935483870967538
2021-06-30,2021-06-30 07:44:00,110940,110991,1,mínimo,1.18966,1.18931,1.1909,3.4999999999985043,-1.0,SL,3.542857142859028,0.34285714285728935,-1.3428571428572893
2021-07-01,2021-07-01 11:09:00,111268,111278,-1,máximo,1.18651,1.187,1.1855299999999998,4.900000000001015,-1.0,SL,2.0,0.24489795918362275,-1.2448979591836227
2021-07-02,2021-07-02 06:24:00,111499,111566,1,mínimo,1.18416,1.1838,1.18503,3.60000000000138,-1.0,SL,2.416666666665536,0.33333333333320553,-1.3333333333332056
2021-07-05,2021-07-05 08:04:00,111806,111853,-1,máximo,1.18696,1.18742,1.1860400000000002,4.599999999999049,-1.0,SL,2.0,0.2608695652174452,-1.2608695652174453
2021-07-06,2021-07-06 06:39:00,112077,112141,-1,máximo,1.18892,1.1893,1.1881599999999999,3.8000000000004697,2.0,TP,2.0,0.3157894736841715,1.6842105263158285
2021-07-08,2021-07-08 08:34:00,112676,112717,-1,máximo,1.18117,1.1817199999999999,1.1800700000000004,5.499999999998284,-1.0,SL,2.0,0.21818181818188626,-1.2181818181818862
2021-07-09,2021-07-09 06:49:00,112942,113004,1,mínimo,1.18288,1.1825,1.18499,3.7999999999982492,-1.0,SL,5.552631578950074,0.315789473684356,-1.315789473684356
2021-07-12,2021-07-12 10:24:00,113272,113291,1,mínimo,1.18543,1.18491,1.18802,5.20000000000076,-1.0,SL,4.98076923076868,0.23076923076919706,-1.230769230769197
2021-07-13,2021-07-13 08:29:00,113537,113579,1,mínimo,1.18494,1.18433,1.18751,6.099999999999994,-1.0,SL,4.213114754098301,0.19672131147541,-1.19672131147541
2021-07-14,2021-07-14 07:14:00,113810,113867,-1,máximo,1.17875,1.17948,1.1772899999999997,7.300000000001194,-1.0,SL,2.0,0.1643835616438087,-1.1643835616438087
2021-07-15,2021-07-15 06:14:00,114086,114155,-1,máximo,1.18422,1.18474,1.1831800000000003,5.199999999998539,2.0,TP,2.0,0.2307692307692956,1.7692307692307043
2021-07-16,2021-07-16 09:24:00,114412,114443,-1,máximo,1.18154,1.18212,1.18038,5.800000000000249,-1.0,SL,2.0,0.20689655172412902,-1.206896551724129
2021-07-19,2021-07-19 07:34:00,114677,114730,1,mínimo,1.1785,1.1779,1.18138,6.00000000000156,-1.0,SL,4.799999999998742,0.199999999999948,-1.199999999999948
2021-07-21,2021-07-21 06:39:00,115241,115305,1,mínimo,1.17643,1.17594,1.17832,4.900000000001015,-1.0,SL,3.857142857141951,0.24489795918362275,-1.2448979591836227
2021-07-22,2021-07-22 07:24:00,115536,115591,-1,máximo,1.17985,1.18028,1.1789900000000002,4.299999999999304,2.0,TP,2.0,0.2790697674419056,1.7209302325580944
2021-07-26,2021-07-26 10:14:00,116142,116163,-1,máximo,1.17946,1.17988,1.1786199999999998,4.20000000000087,0.4761904761903251,cierre Londres,2.0,0.2857142857142265,0.1904761904760986
2021-07-27,2021-07-27 07:59:00,116402,116450,1,mínimo,1.1783,1.1774,1.1812,8.999999999999009,-1.0,SL,3.2222222222227157,0.13333333333334801,-1.133333333333348
2021-07-28,2021-07-28 06:44:00,116675,116738,1,mínimo,1.18111,1.18073,1.18274,3.8000000000004697,-1.0,SL,4.289473684209465,0.3157894736841715,-1.3157894736841715
2021-07-29,2021-07-29 08:24:00,116983,117026,-1,máximo,1.18728,1.18758,1.1866799999999995,3.00000000000189,-1.0,SL,2.0,0.399999999999748,-1.3999999999997481
2021-07-30,2021-07-30 08:24:00,117271,117314,-1,máximo,1.18962,1.18989,1.18908,2.6999999999999247,-1.0,SL,2.0,0.4444444444444568,-1.4444444444444569
2021-08-02,2021-08-02 07:09:00,117543,117601,-1,máximo,1.18822,1.18881,1.1870400000000003,5.899999999998684,-1.0,SL,2.0,0.20338983050851994,-1.20338983050852
2021-08-03,2021-08-03 07:54:00,117840,117889,-1,máximo,1.188,1.18837,1.18726,3.6999999999998145,-1.0,SL,2.0,0.32432432432434055,-1.3243243243243406
2021-08-04,2021-08-04 07:24:00,118119,118174,-1,máximo,1.18746,1.18784,1.1866999999999999,3.8000000000004697,-1.0,SL,2.0,0.3157894736841715,-1.3157894736841715
2021-08-05,2021-08-05 10:29:00,118444,118462,-1,máximo,1.18413,1.18447,1.18345,3.4000000000000696,-1.0,SL,2.0,0.352941176470581,-1.352941176470581
2021-08-06,2021-08-06 08:44:00,118710,118749,1,mínimo,1.1813,1.18064,1.18353,6.6000000000010495,-1.0,SL,3.3787878787872723,0.1818181818181529,-1.1818181818181528
2021-08-09,2021-08-09 11:34:00,119031,119036,-1,máximo,1.17611,1.17659,1.17515,4.8000000000003595,-0.33333333333317916,cierre Londres,2.0,0.24999999999998126,-0.5833333333331604
2021-08-10,2021-08-10 06:59:00,119261,119321,-1,máximo,1.17387,1.17437,1.17287,4.999999999999449,2.0,TP,2.0,0.24000000000002641,1.7599999999999736
2021-08-11,2021-08-11 06:49:00,119547,119609,1,mínimo,1.17104,1.17063,1.17255,4.100000000000215,-1.0,SL,3.6829268292678567,0.29268292682925295,-1.292682926829253
2021-08-13,2021-08-13 10:39:00,120166,120182,-1,máximo,1.17475,1.17502,1.17421,2.6999999999999247,-1.0,SL,2.0,0.4444444444444568,-1.4444444444444569
2021-08-16,2021-08-16 08:04:00,120422,120469,1,mínimo,1.17838,1.17776,1.18007,6.200000000000649,-1.0,SL,2.725806451612568,0.1935483870967539,-1.1935483870967538
2021-08-17,2021-08-17 06:49:00,120692,120754,1,mínimo,1.17664,1.17609,1.17805,5.499999999998284,-1.0,SL,2.5636363636374058,0.21818181818188626,-1.2181818181818862
2021-08-20,2021-08-20 08:49:00,121580,121618,1,mínimo,1.16726,1.16696,1.16891,2.9999999999996696,-1.0,SL,5.50000000000037,0.40000000000004404,-1.400000000000044
2021-08-23,2021-08-23 09:09:00,121868,121902,-1,máximo,1.17278,1.17335,1.17164,5.699999999999594,2.0,TP,2.0,0.21052631578948866,1.7894736842105115
2021-08-24,2021-08-24 07:44:00,122137,122188,1,mínimo,1.17379,1.1732,1.17485,5.899999999998684,-1.0,SL,1.7966101694920293,0.20338983050851994,-1.20338983050852
2021-08-26,2021-08-26 07:04:00,122703,122762,1,mínimo,1.17634,1.17554,1.17736,7.999999999999119,1.2750000000001664,TP,1.2750000000001664,0.1500000000000165,1.1250000000001499
2021-08-27,2021-08-27 07:14:00,122990,123047,-1,máximo,1.17682,1.17722,1.17602,3.9999999999995595,2.0,TP,2.0,0.300000000000033,1.6999999999999669
2021-08-30,2021-08-30 11:09:00,123325,123335,1,mínimo,1.17981,1.17932,1.18097,4.900000000001015,-1.0,SL,2.3673469387751216,0.24489795918362275,-1.2448979591836227
2021-08-31,2021-08-31 06:44:00,123553,123616,-1,máximo,1.18273,1.18324,1.18171,5.1000000000001044,-1.0,SL,2.0,0.235294117647054,-1.235294117647054
2021-09-01,2021-09-01 06:24:00,123836,123903,1,mínimo,1.17977,1.17933,1.18116,4.3999999999999595,3.1590909090909434,TP,3.1590909090909434,0.2727272727272752,2.886363636363668
2021-09-02,2021-09-02 08:59:00,124154,124190,-1,máximo,1.18455,1.18487,1.1839099999999998,3.20000000000098,-1.0,SL,2.0,0.37499999999988515,-1.3749999999998852
2021-09-03,2021-09-03 07:59:00,124425,124473,1,mínimo,1.18747,1.18713,1.18842,3.4000000000000696,-1.0,SL,2.794117647058785,0.352941176470581,-1.352941176470581
2021-09-06,2021-09-06 08:14:00,124716,124761,1,mínimo,1.1864,1.1862,1.18862,1.9999999999997797,-1.0,SL,11.100000000001776,0.600000000000066,-1.600000000000066
2021-09-07,2021-09-07 06:54:00,124987,125048,1,mínimo,1.18677,1.18647,1.18851,3.00000000000189,-1.0,SL,5.799999999995856,0.399999999999748,-1.3999999999997481
2021-09-08,2021-09-08 07:04:00,125277,125336,1,mínimo,1.18359,1.18314,1.18511,4.499999999998394,-1.0,SL,3.3777777777794005,0.2666666666667618,-1.2666666666667619
2021-09-09,2021-09-09 07:49:00,125573,125623,-1,máximo,1.18236,1.1828,1.18148,4.3999999999999595,-1.0,SL,2.0,0.2727272727272752,-1.2727272727272751
2021-09-10,2021-09-10 09:19:00,125878,125910,-1,máximo,1.18448,1.18486,1.1837199999999999,3.8000000000004697,2.0,TP,2.0,0.3157894736841715,1.6842105263158285
2021-09-13,2021-09-13 07:59:00,126149,126197,1,mínimo,1.17865,1.17833,1.18147,3.1999999999987594,-1.0,SL,8.812500000003556,0.3750000000001454,-1.3750000000001454
2021-09-14,2021-09-14 07:54:00,126433,126482,-1,máximo,1.18261,1.18284,1.18215,2.2999999999995246,2.0,TP,2.0,0.5217391304348904,1.4782608695651096
2021-09-15,2021-09-15 10:14:00,126746,126767,-1,máximo,1.18237,1.18291,1.18129,5.399999999999849,-1.0,SL,2.0,0.2222222222222284,-1.2222222222222283
2021-09-16,2021-09-16 07:19:00,126997,127053,1,mínimo,1.17928,1.17871,1.18204,5.700000000001815,-1.0,SL,4.842105263156132,0.21052631578940664,-1.2105263157894066
2021-09-17,2021-09-17 09:09:00,127307,127341,-1,máximo,1.17756,1.17807,1.17654,5.1000000000001044,-1.0,SL,2.0,0.235294117647054,-1.235294117647054
2021-09-20,2021-09-20 08:19:00,127585,127629,1,mínimo,1.17106,1.17075,1.17296,3.1000000000003247,-1.0,SL,6.129032258063916,0.3870967741935078,-1.3870967741935079
2021-09-22,2021-09-22 07:29:00,128149,128203,-1,máximo,1.17291,1.17332,1.1720899999999999,4.100000000000215,-1.0,SL,2.0,0.29268292682925295,-1.292682926829253
2021-09-23,2021-09-23 06:49:00,128429,128491,-1,máximo,1.17157,1.17177,1.17117,1.9999999999997797,-1.0,SL,2.0,0.600000000000066,-1.600000000000066
2021-09-24,2021-09-24 06:34:00,128714,128779,1,mínimo,1.174,1.17342,1.17476,5.800000000000249,-1.0,SL,1.3103448275863125,0.20689655172412902,-1.206896551724129
2021-09-27,2021-09-27 09:04:00,129030,129065,1,mínimo,1.16912,1.16875,1.1725,3.6999999999998145,0.2162162162164433,cierre Londres,9.135135135136027,0.32432432432434055,-0.10810810810789726
2021-09-28,2021-09-28 07:19:00,129296,129352,1,mínimo,1.16783,1.16712,1.17031,7.099999999999884,1.2394366197183186,cierre Londres,3.492957746478983,0.169014084507045,1.0704225352112737
2021-09-29,2021-09-29 07:59:00,129592,129640,1,mínimo,1.16619,1.16577,1.169,4.20000000000087,-1.0,SL,6.690476190474755,0.2857142857142265,-1.2857142857142265
2021-09-30,2021-09-30 07:19:00,129872,129928,1,mínimo,1.15956,1.15904,1.16085,5.199999999998539,2.4807692307699534,TP,2.4807692307699534,0.2307692307692956,2.2500000000006577
2021-10-01,2021-10-01 07:34:00,130163,130216,-1,máximo,1.15852,1.15907,1.15742,5.5000000000005045,2.0,TP,2.0,0.21818181818179816,1.7818181818182017
2021-10-04,2021-10-04 09:39:00,130476,130504,-1,máximo,1.16126,1.1615199999999999,1.16074,2.5999999999992696,-1.0,SL,2.0,0.4615384615385912,-1.4615384615385911
2021-10-06,2021-10-06 07:39:00,131028,131080,1,mínimo,1.15706,1.15667,1.16006,3.8999999999989043,-1.0,SL,7.692307692310145,0.30769230769239414,-1.307692307692394
2021-10-07,2021-10-07 06:49:00,131305,131367,-1,máximo,1.1566,1.15686,1.1560800000000002,2.5999999999992696,-1.0,SL,2.0,0.4615384615385912,-1.4615384615385911
2021-10-08,2021-10-08 09:19:00,131623,131655,-1,máximo,1.15591,1.15621,1.15531,2.9999999999996696,-1.0,SL,2.0,0.40000000000004404,-1.400000000000044
2021-10-11,2021-10-11 09:34:00,131914,131943,1,mínimo,1.15578,1.15548,1.15792,2.9999999999996696,-1.0,SL,7.133333333334222,0.40000000000004404,-1.400000000000044
2021-10-13,2021-10-13 09:39:00,132487,132515,-1,máximo,1.15535,1.15574,1.1545700000000003,3.8999999999989043,-1.0,SL,2.0,0.30769230769239414,-1.307692307692394
2021-10-14,2021-10-14 07:34:00,132749,132802,-1,máximo,1.16057,1.16126,1.1591900000000004,6.899999999998574,-1.0,SL,2.0,0.1739130434782968,-1.1739130434782967
2021-10-18,2021-10-18 06:54:00,133314,133375,1,mínimo,1.15753,1.15707,1.16052,4.599999999999049,4.739130434783742,cierre Londres,6.500000000001448,0.2608695652174452,4.478260869566297
2021-10-19,2021-10-19 10:24:00,133643,133662,-1,máximo,1.16639,1.16683,1.16551,4.3999999999999595,2.0,TP,2.0,0.2727272727272752,1.7272727272727249
2021-10-20,2021-10-20 10:39:00,133933,133949,1,mínimo,1.16274,1.1625,1.1652,2.4000000000001798,-1.0,SL,10.249999999998844,0.49999999999996253,-1.4999999999999625
2021-10-21,2021-10-21 08:14:00,134192,134237,1,mínimo,1.16386,1.16333,1.16674,5.299999999999194,0.6415094339623748,cierre Londres,5.433962264152177,0.22641509433965706,0.41509433962271775
2021-10-22,2021-10-22 07:14:00,134466,134523,-1,máximo,1.16374,1.16391,1.1634,1.7000000000000348,-1.0,SL,2.0,0.705882352941162,-1.705882352941162
2021-10-25,2021-10-25 10:49:00,134797,134811,1,mínimo,1.16251,1.16208,1.16649,4.299999999999304,-1.0,SL,9.255813953490089,0.2790697674419056,-1.2790697674419056
2021-10-26,2021-10-26 10:19:00,135077,135097,-1,máximo,1.16158,1.16203,1.1606800000000004,4.499999999998394,-1.0,SL,2.0,0.2666666666667618,-1.2666666666667619
2021-10-27,2021-10-27 06:59:00,135325,135385,-1,máximo,1.16061,1.16084,1.1601499999999996,2.300000000001745,-1.0,SL,2.0,0.5217391304343867,-1.5217391304343866
2021-10-29,2021-10-29 06:59:00,135900,135960,1,mínimo,1.16629,1.1657,1.16899,5.9000000000009045,-1.0,SL,4.576271186439849,0.2033898305084434,-1.2033898305084434
2021-11-01,2021-11-01 07:09:00,136202,136272,-1,máximo,1.15622,1.15697,1.15472,7.500000000000284,-1.0,SL,2.0,0.15999999999999392,-1.159999999999994
2021-11-02,2021-11-02 08:49:00,136510,136560,1,mínimo,1.15946,1.15885,1.16133,6.099999999999994,-0.5737704918030341,cierre Londres,3.065573770491869,0.19672131147541,-0.770491803278444
2021-11-03,2021-11-03 10:44:00,136820,136847,-1,máximo,1.15909,1.15938,1.1585099999999997,2.900000000001235,2.0,TP,2.0,0.41379310344809966,1.5862068965519003
2021-11-04,2021-11-04 07:44:00,137072,137135,1,mínimo,1.15528,1.1548,1.1616,4.8000000000003595,-1.0,SL,13.166666666665433,0.24999999999998126,-1.2499999999999813
2021-11-05,2021-11-05 09:39:00,137383,137423,1,mínimo,1.15358,1.15314,1.15629,4.3999999999999595,-1.0,SL,6.159090909090944,0.2727272727272752,-1.2727272727272751
2021-11-08,2021-11-08 09:19:00,137643,137687,-1,máximo,1.15702,1.15738,1.1562999999999997,3.60000000000138,2.0,TP,2.0,0.33333333333320553,1.6666666666667944
2021-11-10,2021-11-10 08:19:00,138207,138263,1,mínimo,1.15705,1.15666,1.15952,3.8999999999989043,-1.0,SL,6.33333333333561,0.30769230769239414,-1.307692307692394
2021-11-11,2021-11-11 08:24:00,138496,138551,1,mínimo,1.14602,1.14545,1.14875,5.699999999999594,-1.0,SL,4.78947368421069,0.21052631578948866,-1.2105263157894885
2021-11-12,2021-11-12 11:59:00,138827,138839,-1,máximo,1.14497,1.14527,1.14437,2.9999999999996696,-1.0,SL,2.0,0.40000000000004404,-1.400000000000044
2021-11-16,2021-11-16 10:59:00,139391,139415,1,mínimo,1.13617,1.1354,1.13856,7.699999999999374,0.06493506493520725,cierre Londres,3.1038961038965045,0.1558441558441685,-0.09090909090896125
2021-11-17,2021-11-17 12:14:00,139694,139703,-1,máximo,1.13276,1.13293,1.13242,1.7000000000000348,-1.0,SL,2.0,0.705882352941162,-1.705882352941162
2021-11-18,2021-11-18 08:34:00,139938,139991,-1,máximo,1.13328,1.13406,1.13172,7.800000000000029,-1.0,SL,2.0,0.15384615384615327,-1.1538461538461533
2021-11-22,2021-11-22 08:04:00,140508,140567,1,mínimo,1.12697,1.1259,1.12896,10.700000000001264,1.8598130841118703,TP,1.8598130841118703,0.11214953271026712,1.7476635514016032
2021-11-23,2021-11-23 07:59:00,140795,140855,-1,máximo,1.1253,1.12575,1.1243999999999998,4.500000000000615,2.0,TP,2.0,0.26666666666663025,1.7333333333333698
2021-11-24,2021-11-24 10:34:00,141114,141143,1,mínimo,1.12192,1.12136,1.12495,5.60000000000116,-1.0,SL,5.410714285712927,0.2142857142856699,-1.21428571428567
2021-11-25,2021-11-25 09:29:00,141389,141431,-1,máximo,1.122,1.12248,1.1210400000000005,4.799999999998139,-1.0,SL,2.0,0.2500000000000969,-1.2500000000000968
2021-11-26,2021-11-26 07:39:00,141655,141719,-1,máximo,1.12314,1.12408,1.1212600000000001,9.399999999999409,-1.0,SL,2.0,0.12765957446809312,-1.127659574468093
2021-11-29,2021-11-29 07:14:00,141938,142007,1,mínimo,1.1266,1.12625,1.13001,3.5000000000007248,-1.0,SL,9.742857142854877,0.34285714285707186,-1.342857142857072
2021-11-30,2021-11-30 08:14:00,142238,142295,-1,máximo,1.13324,1.13404,1.1316400000000002,7.999999999999119,-1.0,SL,2.0,0.1500000000000165,-1.1500000000000166
2021-12-01,2021-12-01 08:54:00,142534,142583,1,mínimo,1.13071,1.13015,1.13425,5.60000000000116,1.0535714285709754,cierre Londres,6.321428571427042,0.2142857142856699,0.8392857142853055
2021-12-02,2021-12-02 07:29:00,142805,142871,1,mínimo,1.13173,1.1312200000000001,1.13392,5.099999999997884,-1.0,SL,4.294117647060872,0.23529411764715644,-1.2352941176471564
2021-12-03,2021-12-03 11:24:00,143140,143159,-1,máximo,1.13113,1.1316,1.13019,4.699999999999704,2.0,TP,2.0,0.25531914893618624,1.7446808510638139
2021-12-06,2021-12-06 08:04:00,143388,143447,1,mínimo,1.12808,1.12738,1.13119,6.999999999999229,1.5571428571430792,cierre Londres,4.442857142857555,0.1714285714285903,1.3857142857144888
2021-12-07,2021-12-07 07:44:00,143672,143735,-1,máximo,1.12935,1.12994,1.1281700000000003,5.899999999998684,2.0,TP,2.0,0.20338983050851994,1.79661016949148
2021-12-08,2021-12-08 10:44:00,143996,144023,-1,máximo,1.12935,1.13002,1.1280100000000002,6.699999999999484,2.0,TP,2.0,0.17910447761195408,1.8208955223880459
2021-12-09,2021-12-09 07:24:00,144244,144311,1,mínimo,1.1328,1.13212,1.13454,6.800000000000139,-1.0,SL,2.5588235294118222,0.1764705882352905,-1.1764705882352904
2021-12-10,2021-12-10 10:24:00,144568,144599,1,mínimo,1.12808,1.1277,1.13028,3.8000000000004697,-1.0,SL,5.789473684209757,0.3157894736841715,-1.3157894736841715
2021-12-13,2021-12-13 09:44:00,144846,144885,1,mínimo,1.12666,1.12619,1.13192,4.699999999999704,2.0212765957448218,cierre Londres,11.191489361702923,0.25531914893618624,1.7659574468086356
2021-12-14,2021-12-14 10:29:00,145143,145173,-1,máximo,1.13104,1.1314,1.1303200000000002,3.5999999999991594,-1.0,SL,2.0,0.33333333333341114,-1.3333333333334112
2021-12-16,2021-12-16 08:24:00,145694,145749,-1,máximo,1.13028,1.1308,1.1292399999999998,5.20000000000076,-1.0,SL,2.0,0.23076923076919706,-1.230769230769197
2021-12-17,2021-12-17 08:04:00,145978,146037,1,mínimo,1.13206,1.1317,1.13488,3.60000000000138,-1.0,SL,7.833333333330455,0.33333333333320553,-1.3333333333332056
2021-12-20,2021-12-20 07:59:00,146264,146324,-1,máximo,1.1255,1.1260999999999999,1.1243,5.999999999999339,-1.0,SL,2.0,0.20000000000002202,-1.200000000000022
2021-12-21,2021-12-21 07:49:00,146549,146611,-1,máximo,1.12903,1.12957,1.12795,5.399999999999849,-1.0,SL,2.0,0.2222222222222284,-1.2222222222222283
2021-12-22,2021-12-22 10:59:00,146875,146899,-1,máximo,1.12927,1.12979,1.1282299999999998,5.20000000000076,-1.0,SL,2.0,0.23076923076919706,-1.230769230769197
2021-12-23,2021-12-23 09:39:00,147147,147187,1,mínimo,1.13195,1.13137,1.13422,5.800000000000249,-1.0,SL,3.9137931034480977,0.20689655172412902,-1.206896551724129
2021-12-24,2021-12-24 09:44:00,147435,147474,-1,máximo,1.13406,1.13423,1.13372,1.7000000000000348,-1.0,SL,2.0,0.705882352941162,-1.705882352941162
2021-12-28,2021-12-28 08:09:00,147991,148049,1,mínimo,1.13199,1.13146,1.13312,5.300000000001415,2.1320754716972674,TP,2.1320754716972674,0.2264150943395622,1.9056603773577052
2021-12-29,2021-12-29 08:34:00,148283,148336,1,mínimo,1.12856,1.12805,1.13143,5.1000000000001044,-1.0,SL,5.627450980391901,0.235294117647054,-1.235294117647054
2021-12-30,2021-12-30 08:34:00,148570,148623,1,mínimo,1.13081,1.13037,1.13598,4.3999999999999595,-1.0,SL,11.749999999999874,0.2727272727272752,-1.2727272727272751
2021-12-31,2021-12-31 10:34:00,148882,148911,-1,máximo,1.13302,1.13354,1.1319799999999998,5.20000000000076,2.0,TP,2.0,0.23076923076919706,1.769230769230803
