F,obj,mot,R,neta,rgo,lado,anio
0.5,nivel,TP,1.038602941176561,0.9071691176471465,10.879999999999779,-1,2020
0.5,1:2,TP,2.0,1.8685661764705856,10.879999999999779,-1,2020
0.618,nivel,TP,0.0758196721312908,-0.07680157103811029,9.369599999999867,-1,2020
0.618,1:2,TP,2.0,1.8473787568305988,9.369599999999867,-1,2020
0.705,nivel,TP,0.22093023255831154,0.047722868217222464,8.255999999999819,-1,2020
0.705,1:2,TP,2.0,1.826792635658911,8.255999999999819,-1,2020
0.79,nivel,TP,0.40625000000024203,0.20675223214308855,7.167999999999619,-1,2020
0.79,1:2,TP,2.0,1.8005022321428465,7.167999999999619,-1,2020
0.5,nivel,SL,-1.0,-1.0989619377162534,14.450000000001406,1,2020
0.5,1:2,SL,-1.0,-1.0989619377162534,14.450000000001406,1,2020
0.618,nivel,TP,0.056734169077580214,-0.05818064930878756,12.444000000000344,1,2020
0.618,1:2,SL,-1.0,-1.1149148183863677,12.444000000000344,1,2020
0.705,nivel,TP,0.19927040583685388,0.06885544915651395,10.965000000000558,1,2020
0.705,1:2,SL,-1.0,-1.1304149566803399,10.965000000000558,1,2020
0.79,nivel,TP,0.3813025210084967,0.23109243697489334,9.520000000000639,1,2020
0.79,1:2,SL,-1.0,-1.1502100840336034,9.520000000000639,1,2020
0.5,nivel,TP,0.12230634828193039,-0.04426324985437842,8.584999999998733,-1,2020
0.5,1:2,TP,2.0,1.833430401863691,8.584999999998733,-1,2020
0.5,nivel,TP,0.25832555244325833,0.16931216931221948,16.06499999999844,-1,2020
0.5,1:2,TP,2.0,1.910986616868961,16.06499999999844,-1,2020
0.618,nivel,TP,0.15621634557859537,0.08491883052135432,20.056799999998987,-1,2020
0.618,1:2,TP,2.0,1.928702484942759,20.056799999998987,-1,2020
0.705,nivel,TP,0.31217110847050544,0.23125671928926977,17.673000000000272,-1,2020
0.705,1:2,TP,2.0,1.9190856108187644,17.673000000000272,-1,2020
0.5,1:2,TP,2.0,1.9141656662665039,16.659999999999453,-1,2020
0.618,1:2,TP,2.0,1.9003289840526374,14.347200000000004,-1,2020
0.705,nivel,TP,0.001423825344044193,-0.11169118810319081,12.642000000000486,-1,2020
0.705,1:2,TP,2.0,1.886884986552765,12.642000000000486,-1,2020
0.79,nivel,TP,0.15342565597663319,0.023141399416870212,10.976000000000319,-1,2020
0.79,1:2,TP,2.0,1.869715743440237,10.976000000000319,-1,2020
0.5,nivel,TP,0.3256302521008526,0.25052521008405093,19.040000000001278,-1,2020
0.5,1:2,SL,-1.0,-1.0751050420168018,19.040000000001278,-1,2020
0.618,nivel,TP,0.5393247462920467,0.4521126073381062,16.396800000000322,-1,2020
0.618,1:2,SL,-1.0,-1.0872121389539404,16.396800000000322,-1,2020
0.705,nivel,TP,0.7469545957919097,0.6479789590255769,14.448000000000238,-1,2020
0.705,1:2,SL,-1.0,-1.0989756367663328,14.448000000000238,-1,2020
0.79,nivel,TP,1.012117346938769,0.8981186224489821,12.544000000000999,-1,2020
0.79,1:2,TP,2.0,1.8860012755102131,12.544000000000999,-1,2020
0.5,nivel,SL,-1.0,-1.1051470588235444,13.599999999998058,1,2020
0.5,1:2,SL,-1.0,-1.1051470588235444,13.599999999998058,1,2020
0.618,nivel,SL,-1.0,-1.094374488529868,15.152400000000288,1,2020
0.618,1:2,SL,-1.0,-1.094374488529868,15.152400000000288,1,2020
0.705,nivel,SL,-1.0,-1.1071040707036612,13.351500000000627,1,2020
0.705,1:2,SL,-1.0,-1.1071040707036612,13.351500000000627,1,2020
0.79,nivel,TP,0.056331953071026,-0.06702898550730102,11.592000000000269,1,2020
0.79,1:2,SL,-1.0,-1.123360938578327,11.592000000000269,1,2020
0.5,nivel,TP,0.22848808945064464,0.1589693728731037,20.569999999999755,-1,2020
0.5,1:2,SL,-1.0,-1.0695187165775408,20.569999999999755,-1,2020
0.618,nivel,TP,0.4265230546899735,0.3457977690466531,17.714399999999575,-1,2020
0.618,1:2,SL,-1.0,-1.0807252856433203,17.714399999999575,-1,2020
0.705,nivel,TP,0.029534243064785866,-0.06207956947925412,15.609000000000872,-1,2020
0.705,1:2,SL,-1.0,-1.09161381254404,15.609000000000872,-1,2020
0.79,nivel,TP,0.18580283352994495,0.08028335301047314,13.552000000001119,-1,2020
0.79,1:2,SL,-1.0,-1.105519480519472,13.552000000001119,-1,2020
0.5,nivel,TP,0.9453781512604469,0.8702731092436364,19.039999999999058,1,2020
0.5,1:2,fuera,0.8403361344537306,0.7652310924369201,19.039999999999058,1,2020
0.618,nivel,TP,0.112412177985971,0.025200039032018673,16.396799999998102,1,2020
0.618,1:2,TP,2.0,1.9127878610460476,16.396799999998102,1,2020
0.705,nivel,TP,0.2624584717608499,0.1634828349945019,14.447999999998018,1,2020
0.705,1:2,TP,2.0,1.901024363233652,14.447999999998018,1,2020
0.79,nivel,TP,0.45408163265306395,0.3400829081632569,12.543999999998778,1,2020
0.79,1:2,TP,2.0,1.886001275510193,12.543999999998778,1,2020
0.5,nivel,TP,0.37066881547154845,0.25543916196629457,12.409999999998256,1,2020
0.5,1:2,SL,-1.0,-1.115229653505254,12.409999999998256,1,2020
0.618,nivel,TP,0.5916236245228803,0.4578186990044921,10.68719999999912,1,2020
0.618,1:2,TP,2.0,1.8661950744816118,10.68719999999912,1,2020
0.705,nivel,TP,0.80630774131918,0.6544547095680631,9.416999999998232,1,2020
0.705,1:2,TP,2.0,1.8481469682488831,9.416999999998232,1,2020
0.79,nivel,TP,0.016389432485115756,-0.1585127201567685,8.175999999999739,1,2020
0.79,1:2,TP,2.0,1.8250978473581156,8.175999999999739,1,2020
0.5,nivel,TP,0.37066881547154845,0.25543916196629457,12.409999999998256,1,2020
0.5,1:2,SL,-1.0,-1.115229653505254,12.409999999998256,1,2020
0.618,nivel,TP,0.5916236245228803,0.4578186990044921,10.68719999999912,1,2020
0.618,1:2,TP,2.0,1.8661950744816118,10.68719999999912,1,2020
0.705,nivel,TP,0.80630774131918,0.6544547095680631,9.416999999998232,1,2020
0.705,1:2,TP,2.0,1.8481469682488831,9.416999999998232,1,2020
0.79,nivel,TP,0.016389432485115756,-0.1585127201567685,8.175999999999739,1,2020
0.79,1:2,TP,2.0,1.8250978473581156,8.175999999999739,1,2020
0.5,nivel,TP,0.26143790849700077,-0.050108932461613576,4.589999999999872,1,2020
0.5,1:2,SL,-1.0,-1.3115468409586144,4.589999999999872,1,2020
0.618,nivel,TP,0.4647844565880144,0.10301558389017801,3.9527999999999786,1,2020
0.618,1:2,SL,-1.0,-1.3617688726978363,3.9527999999999786,1,2020
0.705,nivel,TP,0.4587737843553716,0.12285647169393943,4.257000000000843,1,2020
0.705,1:2,SL,-1.0,-1.335917312661432,4.257000000000843,1,2020
0.79,nivel,TP,0.6801948051944863,0.29329004328992536,3.69600000000192,1,2020
0.79,1:2,SL,-1.0,-1.386904761904561,3.69600000000192,1,2020
0.5,nivel,TP,2.672268907562066,2.191596638654602,2.975000000000616,-1,2020
0.5,1:2,TP,2.0,1.5193277310925364,2.975000000000616,-1,2020
0.618,nivel,TP,0.0636221701794444,-0.4945355191259413,2.561999999999287,-1,2020
0.618,1:2,TP,2.0,1.4418423106946143,2.561999999999287,-1,2020
0.705,nivel,TP,0.20708748615666978,-0.4263565891478018,2.2575000000002454,-1,2020
0.705,1:2,TP,2.0,1.3665559246955286,2.2575000000002454,-1,2020
0.79,nivel,TP,0.3903061224478554,-0.33928571428652216,1.96000000000085,-1,2020
0.79,1:2,TP,2.0,1.2704081632656226,1.96000000000085,-1,2020
0.5,nivel,TP,0.16949152542373633,0.09820538384846045,20.059999999999523,-1,2020
0.5,1:2,SL,-1.0,-1.071286141575276,20.059999999999523,-1,2020
0.618,nivel,TP,0.35801611558765345,0.2752384921737413,17.275199999999824,-1,2020
0.618,1:2,SL,-1.0,-1.0827776234139121,17.275199999999824,-1,2020
0.705,nivel,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.705,1:2,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.79,nivel,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.79,1:2,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.5,nivel,TP,0.16949152542373633,0.09820538384846045,20.059999999999523,-1,2020
0.5,1:2,SL,-1.0,-1.071286141575276,20.059999999999523,-1,2020
0.618,nivel,TP,0.35801611558765345,0.2752384921737413,17.275199999999824,-1,2020
0.618,1:2,SL,-1.0,-1.0827776234139121,17.275199999999824,-1,2020
0.705,nivel,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.705,1:2,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.79,nivel,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.79,1:2,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.5,nivel,TP,0.16949152542373633,0.09820538384846045,20.059999999999523,-1,2020
0.5,1:2,SL,-1.0,-1.071286141575276,20.059999999999523,-1,2020
0.618,nivel,TP,0.35801611558765345,0.2752384921737413,17.275199999999824,-1,2020
0.618,1:2,SL,-1.0,-1.0827776234139121,17.275199999999824,-1,2020
0.705,nivel,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.705,1:2,SL,-1.0,-1.0939429772697462,15.22199999999918,-1,2020
0.79,nivel,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.79,1:2,SL,-1.0,-1.1082021791767527,13.216000000000339,-1,2020
0.5,nivel,TP,0.09016745384288588,-0.03263203091454281,11.644999999997907,1,2020
0.5,1:2,TP,2.0,1.8772005152425713,11.644999999997907,1,2020
0.618,nivel,TP,0.15690621026214924,0.03404131010062118,11.63880000000006,1,2020
0.618,1:2,TP,2.0,1.877135099838472,11.63880000000006,1,2020
0.5,nivel,TP,0.152788388082658,0.043544690603666766,13.090000000000046,1,2020
0.5,1:2,TP,2.0,1.8907563025210088,13.090000000000046,1,2020
0.5,nivel,SL,-1.0,-1.06676003734827,21.420000000000883,-1,2020
0.5,1:2,SL,-1.0,-1.06676003734827,21.420000000000883,-1,2020
0.618,nivel,TP,0.014832162373162707,-0.0626897389192277,18.44640000000064,-1,2020
0.618,1:2,SL,-1.0,-1.0775219012923904,18.44640000000064,-1,2020
0.705,nivel,TP,0.12095484188506911,0.03297649809277177,16.25399999999999,-1,2020
0.705,1:2,SL,-1.0,-1.0879783437922974,16.25399999999999,-1,2020
0.79,nivel,TP,0.275609080841645,0.17663344407531217,14.448000000000238,-1,2020
0.79,1:2,SL,-1.0,-1.0989756367663328,14.448000000000238,-1,2020
0.5,nivel,SL,-1.0,-1.06676003734827,21.420000000000883,-1,2020
0.5,1:2,SL,-1.0,-1.06676003734827,21.420000000000883,-1,2020
0.618,nivel,TP,0.014832162373162707,-0.0626897389192277,18.44640000000064,-1,2020
0.618,1:2,SL,-1.0,-1.0775219012923904,18.44640000000064,-1,2020
0.705,nivel,TP,0.12095484188506911,0.03297649809277177,16.25399999999999,-1,2020
0.705,1:2,SL,-1.0,-1.0879783437922974,16.25399999999999,-1,2020
0.79,nivel,TP,0.275609080841645,0.17663344407531217,14.448000000000238,-1,2020
0.79,1:2,SL,-1.0,-1.0989756367663328,14.448000000000238,-1,2020
0.5,nivel,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.5,1:2,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.618,nivel,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.618,1:2,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.705,nivel,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.705,1:2,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.79,nivel,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.79,1:2,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.5,nivel,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.5,1:2,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.618,nivel,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.618,1:2,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.705,nivel,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.705,1:2,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.79,nivel,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.79,1:2,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.5,nivel,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.5,1:2,SL,-1.0,-1.1032118368819892,13.855000000000395,-1,2020
0.618,nivel,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.618,1:2,SL,-1.0,-1.1198498105869987,11.931600000001374,-1,2020
0.705,nivel,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.705,1:2,SL,-1.0,-1.1360155989917717,10.513500000000064,-1,2020
0.79,nivel,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.79,1:2,SL,-1.0,-1.15666082383873,9.128000000000469,-1,2020
0.5,nivel,TP,0.014347202295642866,-0.39598278335705495,3.4850000000008485,1,2020
0.5,1:2,TP,2.0,1.5896700143473022,3.4850000000008485,1,2020
0.618,nivel,TP,0.17786218845784815,-0.29861388777812425,3.0012000000012584,1,2020
0.618,1:2,TP,2.0,1.5235239237640275,3.0012000000012584,1,2020
0.705,nivel,TP,0.3367366231807733,-0.20400831915242895,2.6444999999997165,1,2020
0.705,1:2,TP,2.0,1.4592550576667978,2.6444999999997165,1,2020
0.79,nivel,TP,0.5396341463408826,-0.0831881533102432,2.29600000000163,1,2020
0.79,1:2,TP,2.0,1.377177700348874,2.29600000000163,1,2020
0.5,nivel,SL,-1.0,-1.0919318547090942,15.55500000000043,-1,2020
0.5,1:2,SL,-1.0,-1.0919318547090942,15.55500000000043,-1,2020
0.618,nivel,TP,0.052957687598798105,-0.05379378303333953,13.395600000001284,-1,2020
0.618,1:2,SL,-1.0,-1.1067514706321377,13.395600000001284,-1,2020
0.705,nivel,TP,0.1949845384842791,0.07383403227849804,11.803500000000522,-1,2020
0.705,1:2,SL,-1.0,-1.1211505062057812,11.803500000000522,-1,2020
