dia,i,fin,lado,entrada,stop,obj,riesgo,hora,dentro,barrido_rel,rechazo,R,motivo,rr,F,bloque
2023-01-03,108,167,-1,1844.445,1847.445,1838.445,300.0,9,0,0.182290664100097,0.11953352769681465,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-01-04,381,443,-1,1856.115,1858.158,1852.0290000000002,204.29999999998927,8,0,0.7458722741433068,0.24615384615383215,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-01-05,670,719,1,1846.545,1843.715,1858.875,283.00000000001546,9,0,0.7259056732741007,0.13524590163940461,-0.4381625441695906,cierre,4.356890459363694,0,XAUUSD 2023-2025
2023-01-09,1205,1271,-1,1878.605,1880.915,1873.9850000000001,230.99999999999454,8,1,0.06619937694703974,0.0,2.0,TP,2.0,1,XAUUSD 2023-2025
2023-01-10,1532,1547,-1,1875.735,1876.225,1874.7549999999999,49.00000000000091,12,1,0.11995104039167802,0.1552857865452719,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-01-11,1784,1823,-1,1884.805,1885.717,1882.981,91.20000000000346,10,0,0.16141265702772126,0.22053231939162676,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-01-12,2081,2099,-1,1885.165,1885.965,1883.565,79.99999999999545,12,0,0.0984196082142484,0.21543985637322682,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-01-13,2334,2375,-1,1904.715,1905.765,1902.6149999999996,105.00000000001819,10,0,0.6635838150288959,0.10554089709753457,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-01-16,2603,2651,1,1911.635,1910.655,1928.885,98.00000000000182,9,0,0.16124920331421058,0.23770491803275176,3.1938775510204604,cierre,17.602040816326205,0,XAUUSD 2023-2025
2023-01-17,2852,2879,1,1904.695,1904.165,1918.925,52.99999999999727,11,0,0.21729801105884677,0.25581395348863034,8.660377358491287,cierre,26.849056603775,0,XAUUSD 2023-2025
2023-01-18,3105,3155,-1,1910.778,1912.025,1908.2839999999999,124.7000000000071,9,0,0.12954876273655014,0.4330708661417027,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-01-19,3381,3431,-1,1912.618,1913.585,1910.6839999999997,96.70000000000982,9,0,0.24914072473731086,0.3690888119953292,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-01-23,3927,3983,1,1920.367,1919.205,1935.445,116.20000000000346,9,0,0.1388504155124746,0.32553035844912126,5.267641996557584,cierre,12.975903614457424,0,XAUUSD 2023-2025
2023-01-24,4177,4247,-1,1938.475,1940.565,1934.2949999999996,209.00000000001455,8,1,0.06612090680101887,0.1040041601664302,-1.0,SL,2.0,1,XAUUSD 2023-2025
2023-01-25,4497,4523,1,1926.125,1925.075,1939.528,104.99999999999545,11,1,0.046082615929967395,0.40000000000007907,-1.0,SL,12.764761904762477,0,XAUUSD 2023-2025
2023-01-26,4739,4799,1,1942.835,1941.055,1949.085,177.99999999999727,8,1,0.22638680659669783,0.07806122448980468,-1.0,SL,3.5112359550562338,1,XAUUSD 2023-2025
2023-01-30,5303,5339,1,1923.185,1922.135,1934.425,104.99999999999545,9,0,0.22278878211415884,0.16310323762970957,-1.0,SL,10.704761904762377,0,XAUUSD 2023-2025
2023-01-31,5587,5603,1,1903.875,1901.075,1927.268,279.99999999999545,12,0,0.7065111125594646,0.011627906976733939,-1.0,SL,8.354642857143004,0,XAUUSD 2023-2025
2023-02-01,5825,5879,1,1924.845,1923.077,1928.665,176.8000000000029,9,1,0.3133976924887877,0.10256410256401287,2.1606334841628243,TP,2.1606334841628243,1,XAUUSD 2023-2025
2023-02-03,6404,6431,1,1910.577,1909.775,1918.485,80.19999999999072,11,0,0.26575761792126185,0.45028142589128206,-1.0,SL,9.860349127183063,0,XAUUSD 2023-2025
2023-02-07,6941,6983,-1,1876.018,1877.818,1872.4180000000001,179.99999999999545,10,1,0.09718144450968202,0.19653179190746506,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-02-08,7205,7259,-1,1882.448,1884.815,1877.7140000000002,236.69999999999618,9,0,0.9014084507042497,0.012412081092252277,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-02-09,7512,7535,-1,1884.915,1885.758,1883.2289999999998,84.30000000000746,12,0,0.47813777917585787,0.08382229673085534,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-02-10,7763,7811,-1,1867.655,1869.685,1863.595,202.99999999999727,9,0,0.3341922386195024,0.23756906077349316,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-02-13,8049,8087,1,1856.405,1854.818,1866.395,158.6999999999989,10,0,0.23703781292551732,0.31343283582083814,-1.0,SL,6.294896030245796,0,XAUUSD 2023-2025
2023-02-15,8588,8639,1,1835.055,1832.785,1859.998,226.99999999999818,9,0,0.5160251069266168,0.13080168776377946,-1.0,SL,10.988105726872327,0,XAUUSD 2023-2025
2023-02-17,9127,9191,1,1824.475,1821.825,1836.747,264.99999999998636,8,1,0.09229416935247486,0.10144927536233954,-1.0,SL,4.630943396226715,1,XAUUSD 2023-2025
2023-02-20,9402,9443,-1,1844.715,1845.665,1842.8149999999998,95.00000000000455,8,1,0.03555608763318845,0.104395604395625,-1.0,SL,2.0,1,XAUUSD 2023-2025
2023-02-21,9592,9641,1,1835.555,1833.465,1843.725,209.00000000001455,8,0,0.5275707898659153,0.10400000000008731,-1.0,SL,3.909090909090563,0,XAUUSD 2023-2025
2023-02-22,9787,9833,-1,1839.675,1840.725,1837.575,104.99999999999545,9,0,0.7041526953830414,0.412587412587496,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-02-24,10173,10217,1,1820.855,1819.625,1827.715,123.00000000000182,9,0,0.6833333333333341,0.14529914529919846,-1.0,SL,5.57723577235756,0,XAUUSD 2023-2025
2023-02-28,10570,10601,1,1808.344,1804.584,1819.278,375.9999999999991,9,0,1.0354865539229399,0.35862338678143835,0.1678191489361329,cierre,2.9079787234042542,0,XAUUSD 2023-2025
2023-03-01,10783,10805,-1,1835.355,1837.875,1830.315,251.99999999999818,10,1,0.09539884053716585,0.059071729957845175,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-03-02,10978,11009,1,1831.845,1829.885,1838.354,196.00000000000364,9,1,0.14725334053176933,0.1861702127660192,-0.20408163265310383,cierre,3.3209183673468847,0,XAUUSD 2023-2025
2023-03-03,11187,11213,-1,1844.435,1845.655,1841.995,122.00000000000273,9,0,0.14796547472255678,0.02884615384612862,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-03-06,11367,11405,-1,1856.715,1858.1779999999999,1853.789,146.29999999999654,8,0,0.3141755738566425,0.30819140308201576,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-03-07,11568,11609,-1,1849.958,1851.395,1847.0840000000003,143.6999999999898,8,1,0.18267716535434622,0.15028177833438452,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-03-08,11756,11789,-1,1813.515,1814.978,1810.5890000000002,146.29999999999654,9,1,0.22159683135290156,0.08368200836812464,-1.0,SL,2.0,1,XAUUSD 2023-2025
2023-03-09,11983,11993,-1,1816.765,1817.495,1815.3050000000005,72.99999999997908,11,0,0.25110132158587706,0.19672131147526317,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-03-10,12178,12183,-1,1834.515,1834.995,1833.5550000000005,47.99999999997908,11,1,0.031029619181917545,0.06249999999994449,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-03-13,12397,12399,-1,1904.535,1909.668,1894.2690000000005,513.2999999999811,13,0,1.1969393018856922,0.267170626349903,1.5371127995325133,cierre,2.0,0,XAUUSD 2023-2025
2023-03-14,12578,12603,1,1902.004,1900.685,1913.984,131.899999999996,9,1,0.05560409881643091,0.19726775956288153,-1.0,SL,9.082638362396043,0,XAUUSD 2023-2025
2023-03-15,12755,12795,1,1888.715,1885.555,1905.508,315.99999999998545,8,0,1.1322570298299843,0.025089605734744534,5.314240506329397,TP,5.314240506329397,0,XAUUSD 2023-2025
2023-03-16,12973,12975,-1,1925.225,1925.725,1924.225,50.0,11,0,0.14973262032085316,0.38281250000001527,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-03-17,13178,13191,-1,1934.185,1934.795,1932.9649999999997,61.00000000001273,11,1,0.03223806571605569,0.0,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-03-21,13533,13575,1,1967.515,1965.725,1985.025,179.0000000000191,8,0,0.32616318273768974,0.06632653061229934,-1.0,SL,9.782122905026885,0,XAUUSD 2023-2025
2023-03-24,14149,14187,1,1985.575,1981.125,1994.825,445.00000000000455,8,1,0.41119472219359077,0.16748396831391024,2.078651685393237,TP,2.078651685393237,0,XAUUSD 2023-2025
2023-03-27,14322,14367,1,1969.895,1967.7450000000001,1979.798,214.99999999998636,9,1,0.12614550215073292,0.0418848167538918,-1.0,SL,4.606046511628208,1,XAUUSD 2023-2025
2023-03-28,14539,14571,1,1954.185,1952.915,1963.935,126.99999999999818,10,0,0.3367334835725214,0.4171779141104406,-1.0,SL,7.6771653543308185,0,XAUUSD 2023-2025
2023-03-29,14753,14787,1,1961.595,1960.678,1974.224,91.69999999999163,10,0,0.1930195663669863,0.0,6.673936750273118,cierre,13.772082878954262,0,XAUUSD 2023-2025
2023-03-30,14935,14991,-1,1966.025,1967.535,1963.005,150.9999999999991,8,0,0.2575951233900185,0.3857868020304914,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-04-04,15551,15603,1,1980.295,1976.815,1985.375,348.0000000000018,8,1,0.11371629542790906,0.016556291390713518,0.46264367816088836,cierre,1.4597701149425002,1,XAUUSD 2023-2025
2023-04-05,15755,15795,-1,2026.295,2028.265,2022.355,197.00000000000273,9,0,0.5002484677820616,0.041666666666635085,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-04-11,16343,16383,-1,2001.738,2002.198,2000.818,46.00000000000364,9,0,0.13680756309086486,0.8825155494126756,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-04-13,16761,16791,-1,2027.465,2028.308,2025.7789999999998,84.30000000000746,10,0,1.3888799094876703,0.10344827586222217,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-04-14,16966,16995,1,2033.795,2031.718,2047.335,207.69999999999982,10,0,0.7758816837315349,0.13333333333341996,2.0861819932594416,cierre,6.51901781415502,0,XAUUSD 2023-2025
2023-04-17,17144,17199,-1,2011.925,2013.054,2009.6669999999997,112.90000000001328,8,1,0.03157651676961437,0.10979020979015275,-1.0,SL,2.0,1,XAUUSD 2023-2025
2023-04-18,17376,17403,-1,2002.255,2003.265,2000.2350000000001,100.99999999999909,10,0,0.19889372719784462,0.09723261032152791,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-04-19,17575,17607,1,1985.435,1984.268,2008.045,116.69999999999163,10,0,1.7298492234440281,0.31168831168828487,-1.0,SL,19.374464438733288,0,XAUUSD 2023-2025
2023-04-21,17954,18003,1,1986.405,1984.435,2005.495,197.00000000000273,8,0,0.8130921619293829,0.09743589743592315,-1.0,SL,9.690355329949062,0,XAUUSD 2023-2025
2023-04-24,18176,18195,-1,1984.598,1986.125,1981.5439999999999,152.70000000000437,11,1,0.1092474561109349,0.09628610729024875,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-04-25,18379,18399,1,1989.978,1989.538,2000.865,44.00000000000546,11,0,0.18323412698412633,0.045599151643577335,-1.0,SL,24.74318181817862,0,XAUUSD 2023-2025
2023-04-27,18747,18795,-1,2001.955,2003.095,1999.6749999999997,114.00000000001,8,1,0.036191198786046666,0.027272727272704723,2.0,TP,2.0,1,XAUUSD 2023-2025
2023-04-28,18963,18999,1,1982.245,1981.738,1991.465,50.69999999998345,9,0,0.21803680981595994,0.31818181818182995,-1.0,SL,18.185404339256483,0,XAUUSD 2023-2025
2023-05-01,19152,19203,1,1980.465,1979.425,1989.064,103.99999999999636,8,1,0.025561827670679084,0.0784313725491726,-1.0,SL,8.268269230769674,1,XAUUSD 2023-2025
2023-05-02,19362,19395,1,1980.398,1978.568,1985.165,182.99999999999272,10,0,0.6260182670945696,0.10101010101023788,-1.0,SL,2.6049180327870176,0,XAUUSD 2023-2025
2023-05-03,19575,19611,1,2014.715,2013.575,2019.465,113.99999999998727,9,1,0.12728971962617786,0.0,1.5438596491229715,cierre,4.166666666667132,1,XAUUSD 2023-2025
2023-05-04,19778,19815,1,2035.545,2032.175,2079.778,337.0000000000118,9,0,0.1486737624598778,0.023489932885960834,-1.0,SL,13.125519287833285,0,XAUUSD 2023-2025
2023-05-08,20184,20187,-1,2024.198,2025.215,2022.1640000000004,101.69999999998254,13,1,0.05624414123528487,0.0682692307691492,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-05-09,20372,20379,-1,2031.914,2032.334,2031.0739999999998,42.000000000007276,13,0,0.39688172043011277,0.509632224167896,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-05-10,20545,20559,1,2028.134,2026.534,2038.144,159.9999999999909,10,1,0.14561068702290694,0.19410496046007691,0.5249999999999787,cierre,6.25625000000035,0,XAUUSD 2023-2025
2023-05-11,20737,20775,1,2026.194,2025.444,2036.325,75.0,9,0,0.7442407146215264,0.4358507734303658,-1.0,SL,13.508000000000115,0,XAUUSD 2023-2025
2023-05-12,20935,20967,1,2008.904,2007.4950000000001,2017.435,140.8999999999878,10,1,0.08287895310796115,0.1760233918129543,-1.0,SL,6.054648687012553,0,XAUUSD 2023-2025
2023-05-15,21133,21171,-1,2018.454,2019.944,2015.474,149.0000000000009,9,1,0.07580645161290142,0.09876543209882262,-1.0,SL,2.0,1,XAUUSD 2023-2025
2023-05-16,21320,21363,1,2007.584,2006.295,2018.235,128.89999999999873,9,0,1.0389676978294429,0.0,-1.0,SL,8.262994569433626,0,XAUUSD 2023-2025
2023-05-17,21503,21567,1,1988.544,1986.985,1992.985,155.90000000001965,8,1,0.1299754763252381,0.0,-1.0,SL,2.8486209108397973,1,XAUUSD 2023-2025
2023-05-18,21713,21747,1,1977.364,1976.105,1985.944,125.90000000000146,9,0,0.15512986249852323,0.3939393939394952,-1.0,SL,6.814932486099943,0,XAUUSD 2023-2025
2023-05-19,21902,21951,-1,1965.455,1966.595,1963.1749999999997,114.00000000001,8,0,0.25631625879322006,0.4655172413791549,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-05-23,22311,22335,1,1959.795,1958.735,1971.685,106.00000000001728,10,1,0.06327033689401963,0.05940594059400591,-1.0,SL,11.216981132073522,0,XAUUSD 2023-2025
2023-05-24,22492,22539,1,1972.315,1971.585,1980.458,73.00000000000182,9,0,0.2651204510507351,0.5336322869955358,-1.0,SL,11.154794520547707,0,XAUUSD 2023-2025
2023-05-25,22691,22731,-1,1960.305,1961.145,1958.6250000000002,83.99999999999181,9,1,0.07054353213285029,0.2726543704892752,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-05-26,22919,22935,-1,1952.825,1953.955,1950.5650000000003,112.99999999998818,11,0,0.16034597471723794,0.19379844961240858,1.2654867256639055,cierre,2.0,0,XAUUSD 2023-2025
2023-05-29,23073,23127,-1,1947.815,1948.805,1945.835,99.00000000000091,8,0,0.2779411764706048,0.2616822429906443,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-05-30,23296,23313,-1,1947.145,1947.7549999999999,1945.9250000000002,60.999999999989996,11,0,0.21363013698629352,0.8559750875827572,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-06-01,23669,23721,1,1961.435,1960.755,1967.395,67.99999999998363,8,0,0.29020332717188774,0.46610169491519055,-1.0,SL,8.764705882355106,0,XAUUSD 2023-2025
2023-06-05,24072,24117,1,1943.225,1941.805,1949.995,141.99999999998454,9,1,0.144055944055943,0.0649350649350074,-1.0,SL,4.767605633803323,1,XAUUSD 2023-2025
2023-06-06,24282,24321,1,1957.815,1957.205,1964.495,61.00000000001273,9,1,0.12426035502957386,0.6206896551723935,-1.0,SL,10.950819672128594,0,XAUUSD 2023-2025
2023-06-07,24478,24501,1,1956.885,1955.635,1966.688,125.0,10,0,1.6999999999999333,0.28682170542645635,4.560000000000036,cierre,7.842400000000088,0,XAUUSD 2023-2025
2023-06-08,24687,24717,-1,1946.715,1948.365,1943.4149999999997,165.0000000000091,11,1,0.07438117302769694,0.006622516556285408,0.10909090909080386,cierre,2.0,0,XAUUSD 2023-2025
2023-06-09,24889,24909,1,1962.545,1961.874,1966.285,67.10000000000491,11,1,0.08747220163084744,0.20270270270251586,-1.0,SL,5.573770491802884,0,XAUUSD 2023-2025
2023-06-12,25110,25113,-1,1965.495,1966.458,1963.5689999999995,96.30000000001928,12,0,0.712709497206705,0.058616647127993034,1.536863966769984,cierre,2.0,0,XAUUSD 2023-2025
2023-06-13,25273,25317,-1,1963.978,1964.995,1961.9440000000004,101.69999999998254,9,0,0.48208469055370695,0.3810483870970339,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-06-14,25470,25509,-1,1949.405,1950.578,1947.059,117.30000000000018,9,0,0.209836508579904,0.4222222222222278,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-06-16,25900,25917,-1,1963.495,1964.195,1962.0949999999998,70.00000000000455,11,0,0.3044654939106954,0.3226415094339331,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-06-19,26117,26121,1,1950.485,1950.125,1958.548,35.999999999989996,12,0,0.7884778911564836,0.14999999999982946,-1.0,SL,22.39722222222873,0,XAUUSD 2023-2025
2023-06-21,26474,26493,1,1934.445,1932.128,1939.375,231.70000000000073,11,1,0.4006804006804276,0.08189482135686554,-1.0,SL,2.127751402675895,0,XAUUSD 2023-2025
2023-06-22,26659,26685,1,1926.595,1924.754,1934.165,184.1000000000122,10,0,0.49697452229301087,0.0470145745180589,0.3166757197175693,cierre,4.111895708853577,0,XAUUSD 2023-2025
2023-06-23,26864,26889,-1,1918.328,1919.975,1915.034,164.69999999999345,10,0,0.2627551020408121,0.04391468005015313,0.47540983606553305,cierre,2.0,0,XAUUSD 2023-2025
2023-06-26,27030,27057,1,1923.385,1922.825,1928.485,55.99999999999454,8,0,0.26464208242951276,0.6440677966100584,-1.0,SL,9.107142857143582,0,XAUUSD 2023-2025
2023-06-27,27257,27261,1,1920.915,1919.935,1930.285,98.00000000000182,13,0,0.23183391003459908,0.19565217391301482,2.122448979591723,cierre,9.561224489795862,0,XAUUSD 2023-2025
2023-06-28,27416,27465,1,1911.485,1909.785,1917.155,169.9999999999818,8,0,1.010704960835553,0.11650485436893954,-1.0,SL,3.3352941176474586,0,XAUUSD 2023-2025
2023-06-30,27807,27861,1,1905.075,1903.565,1909.855,150.9999999999991,8,0,1.0590163934426446,0.1759697256385231,-1.0,SL,3.165562913907286,0,XAUUSD 2023-2025
2023-07-03,28017,28065,1,1915.085,1914.145,1920.438,94.00000000000546,8,1,0.05596638655463548,0.09016393442633186,-1.0,SL,5.694680851063569,1,XAUUSD 2023-2025
2023-07-04,28207,28257,-1,1926.144,1926.754,1924.9240000000002,60.999999999989996,8,0,0.46882028215086013,0.697406340057567,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-05,28389,28437,1,1922.005,1921.635,1927.045,37.00000000001182,8,0,0.5725190839694564,0.6220472440944684,-1.0,SL,13.621621621617171,0,XAUUSD 2023-2025
2023-07-07,28770,28821,-1,1914.755,1914.975,1914.3150000000005,21.99999999997999,8,0,0.17401621514734156,0.7046476761620484,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-10,28956,29013,1,1920.125,1919.285,1926.835,83.99999999999181,8,1,0.0342935528120715,0.12745098039204322,5.28928571428621,cierre,7.98809523809606,1,XAUUSD 2023-2025
2023-07-11,29165,29205,-1,1930.795,1931.665,1929.0550000000003,86.99999999998909,9,0,0.3311947286284272,0.19469026548677018,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-13,29555,29601,-1,1961.105,1962.645,1958.025,153.99999999999636,10,1,0.061079545454554816,0.034317089910741824,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-07-14,29735,29781,1,1956.665,1955.565,1963.585,109.9999999999909,9,0,0.38821490467937886,0.09302325581387151,-1.0,SL,6.290909090909677,0,XAUUSD 2023-2025
2023-07-17,29977,29985,-1,1956.965,1957.765,1955.3649999999996,80.00000000001819,13,0,0.2151618398637429,0.15281076801263746,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-18,30134,30177,-1,1961.925,1962.785,1960.2049999999997,86.00000000001273,9,0,0.16453900709221125,0.029999999999972715,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-19,30339,30381,-1,1979.325,1980.785,1976.405,146.00000000000364,9,0,0.34055118110235544,0.07874015748042351,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-07-21,30754,30777,1,1962.415,1961.025,1973.705,138.99999999998727,11,0,1.2276707530647892,0.245283018867965,0.9640287769786102,cierre,8.122302158274099,0,XAUUSD 2023-2025
2023-07-24,30948,30981,-1,1962.698,1963.408,1961.2780000000005,70.9999999999809,10,1,0.23410256410256144,0.33035714285721357,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-07-26,31346,31389,-1,1969.035,1970.195,1966.7150000000004,115.99999999998545,9,0,0.9712918660286803,0.0800000000002304,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-07-28,31780,31785,-1,1956.665,1957.588,1954.819,92.30000000000018,13,1,0.10395430579964894,0.43878273177628174,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-08-01,32222,32289,1,1957.205,1955.808,1965.885,139.69999999999345,8,0,0.3143596377749105,0.07635135135138851,-1.0,SL,6.213314244810644,0,XAUUSD 2023-2025
2023-08-02,32555,32565,-1,1951.638,1954.685,1945.5439999999999,304.70000000000255,13,1,0.25296442687744514,0.0398406374502537,0.3291762389235053,cierre,2.0,0,XAUUSD 2023-2025
2023-08-04,33055,33117,1,1933.305,1932.655,1937.925,65.0000000000091,8,1,0.09355509355510407,0.5588235294118729,-1.0,SL,7.107692307691146,0,XAUUSD 2023-2025
2023-08-07,33323,33393,1,1937.235,1935.425,1946.605,180.99999999999454,8,1,0.06380952380953074,0.1802325581395003,-1.0,SL,5.176795580110719,0,XAUUSD 2023-2025
2023-08-08,33659,33669,1,1931.705,1929.874,1937.945,183.09999999999036,13,1,0.1733624454148544,0.15646258503402308,-1.0,SL,3.4079737848172242,0,XAUUSD 2023-2025
2023-08-10,34183,34221,-1,1919.085,1920.2549999999999,1916.7450000000003,116.99999999998454,10,1,0.24109014675049642,0.0,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-08-11,34460,34497,-1,1918.228,1919.135,1916.4140000000002,90.69999999999254,10,0,0.6549797726835043,0.2568807339448948,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-08-14,34731,34773,-1,1915.008,1915.955,1913.1140000000003,94.6999999999889,10,1,0.16275915520246245,0.0,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-08-15,35021,35049,1,1904.395,1903.455,1908.145,94.00000000000546,11,1,0.06813186813185682,0.2521739130434765,-1.0,SL,3.989361702127428,0,XAUUSD 2023-2025
2023-08-16,35267,35325,-1,1904.808,1905.625,1903.174,81.70000000000073,9,1,0.04536862003780921,0.03529411764702106,2.0,TP,2.0,1,XAUUSD 2023-2025
2023-08-17,35546,35601,-1,1896.235,1897.125,1894.4549999999997,89.00000000001,9,0,0.4793233082706739,0.2713178294573015,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-08-18,35860,35877,-1,1895.225,1895.355,1894.9649999999997,13.000000000010914,12,0,0.06068149992218212,0.18518518518502924,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-08-22,36364,36429,-1,1899.295,1900.155,1897.5750000000003,85.99999999999,8,0,0.8282548476454549,0.34736842105253835,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-08-23,36652,36705,-1,1902.138,1904.185,1898.0439999999999,204.70000000000255,9,1,0.05598939148373467,0.1599078341013679,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-08-28,37487,37533,1,1914.535,1913.575,1917.475,96.00000000000364,10,1,0.23776435045318656,0.23492560689128555,-1.0,SL,3.062499999999704,0,XAUUSD 2023-2025
2023-08-30,38033,38085,1,1935.535,1934.828,1937.425,70.70000000001073,9,1,0.11508620689657761,0.029850746268626327,2.6732673267320872,TP,2.6732673267320872,1,XAUUSD 2023-2025
2023-09-01,38614,38637,-1,1943.925,1944.145,1943.485,22.00000000000273,12,1,0.04745762711863871,0.30000000000022736,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-09-05,39114,39159,1,1934.875,1934.205,1938.905,67.00000000000728,10,1,0.1551724137931324,0.11999999999989086,-1.0,SL,6.014925373133634,0,XAUUSD 2023-2025
2023-09-06,39407,39435,1,1923.845,1922.725,1928.375,112.00000000001182,11,0,0.3186813186813286,0.21296296296299416,1.3035714285713234,cierre,4.044642857142406,0,XAUUSD 2023-2025
2023-09-07,39698,39711,-1,1920.058,1920.695,1918.784,63.69999999999436,12,1,0.059957173447530696,0.18682399213377063,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-09-11,40202,40263,-1,1928.015,1928.565,1926.9150000000002,54.99999999999545,8,0,0.05359810210000307,0.06888633754298383,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-09-12,40491,40539,1,1918.878,1918.6680000000001,1924.395,20.9999999999809,9,0,0.25372807017542526,0.11627906976731889,-1.0,SL,26.271428571452716,0,XAUUSD 2023-2025
2023-09-14,41041,41090,1,1905.755,1905.058,1912.825,69.70000000001164,9,0,0.4438888888888693,0.04223864836321891,2.357245337158576,cierre,10.143472022953738,0,XAUUSD 2023-2025
2023-09-15,41316,41363,-1,1917.465,1918.095,1916.2049999999997,63.000000000010914,10,0,0.19957325746795912,0.180567497850221,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-09-19,41850,41912,1,1930.478,1929.898,1934.505,58.00000000001546,8,1,0.05921658986176342,0.0,-1.0,SL,6.943103448274086,1,XAUUSD 2023-2025
2023-09-21,42432,42463,1,1922.955,1922.415,1931.435,53.99999999999636,11,0,0.22585034013606836,0.19230769230752412,-1.0,SL,15.703703703704795,0,XAUUSD 2023-2025
2023-09-22,42701,42739,-1,1926.568,1927.295,1925.1139999999998,72.70000000000891,10,0,0.293103448275886,0.10937499999988343,-1.0,SL,2.0,0,XAUUSD 2023-2025
2023-09-25,42946,43004,1,1921.495,1920.975,1926.324,51.99999999999818,8,0,0.12705436156764716,0.017857142857121106,-1.0,SL,9.286538461539129,0,XAUUSD 2023-2025
2023-09-26,43228,43280,1,1912.315,1911.364,1916.715,95.10000000000218,9,0,0.41296296296294527,0.0,-1.0,SL,4.62670872765485,0,XAUUSD 2023-2025
2023-09-27,43546,43556,1,1893.945,1893.345,1903.825,59.999999999990905,13,0,0.2653799758745543,0.26229508196701756,-1.0,SL,16.466666666669344,0,XAUUSD 2023-2025
2023-09-29,44066,44108,-1,1872.625,1873.0049999999999,1871.8650000000002,37.99999999998818,10,0,0.9113207547170181,0.08820286659331988,2.0,TP,2.0,0,XAUUSD 2023-2025
2023-10-02,44379,44384,1,1835.715,1834.415,1848.835,129.99999999999545,13,0,0.48710010319917446,0.035714285714256715,1.1769230769230972,cierre,10.092307692308136,0,XAUUSD 2023-2025
2023-10-04,44873,44936,1,1818.675,1817.025,1824.945,164.99999999998636,8,0,0.5247706422018121,0.17410714285718681,3.800000000000303,TP,3.800000000000303,0,XAUUSD 2023-2025
2023-10-05,45177,45212,1,1820.145,1819.605,1829.105,53.99999999999636,11,0,0.09278350515463273,0.31818181818194347,5.166666666666948,cierre,16.59259259259378,0,XAUUSD 2023-2025
2023-10-06,45431,45488,1,1819.915,1818.795,1824.475,111.99999999998909,9,1,0.1618852459016358,0.16949152542379087,-1.0,SL,4.071428571428919,0,XAUUSD 2023-2025
