mot,R,neta,rgo,lado,anio,hora
TP,2.0,1.9545454545454541,35.199999999999676,1,2020,11
TP,2.0,1.938461538461537,25.999999999999357,1,2020,12
TP,2.0,1.589743589743708,3.900000000001125,1,2020,5
SL,-1.0,-1.1073825503355712,14.899999999999913,-1,2020,14
fuera,0.29863692688971705,0.2788104089219352,80.70000000000022,-1,2020,9
fuera,0.29863692688971705,0.2788104089219352,80.70000000000022,-1,2020,9
fuera,0.29863692688971705,0.2788104089219352,80.70000000000022,-1,2020,9
SL,-1.0,-1.1159420289855126,13.799999999999368,1,2020,10
TP,2.0,1.8222222222222026,8.999999999999009,1,2020,11
fuera,-0.05487804878050968,-0.10365853658538848,32.79999999999949,-1,2020,15
SL,-1.0,-1.195121951219502,8.20000000000043,1,2020,0
SL,-1.0,-1.7619047619046042,2.100000000000435,1,2020,2
SL,-1.0,-1.1509433962264064,10.600000000000609,-1,2020,2
SL,-1.0,-1.08376963350785,19.100000000000783,1,2020,7
SL,-1.0,-1.1212121212121224,13.199999999999878,-1,2020,8
SL,-1.0,-1.1212121212121224,13.199999999999878,-1,2020,8
SL,-1.0,-1.0547945205479445,29.200000000000337,1,2020,9
TP,2.0,1.838383838383846,9.900000000000464,-1,2020,9
TP,2.0,1.8571428571428583,11.200000000000099,-1,2020,15
TP,2.0,0.8571428571430937,1.40000000000029,1,2020,0
SL,-1.0,-1.2711864406779245,5.9000000000009045,1,2020,1
TP,2.0,1.6799999999999646,4.999999999999449,-1,2020,2
SL,-1.0,-1.5000000000001938,3.1999999999987594,-1,2020,3
SL,-1.0,-1.2077922077921648,7.7000000000015945,1,2020,6
SL,-1.0,-1.2077922077921648,7.7000000000015945,1,2020,6
TP,2.0,1.9058823529411784,17.000000000000348,-1,2020,7
TP,2.0,1.9058823529411784,17.000000000000348,-1,2020,7
TP,2.0,1.88732394366197,14.199999999999768,1,2020,8
TP,2.0,1.9695238095238095,52.499999999999766,1,2020,11
TP,2.0,1.9695238095238095,52.499999999999766,1,2020,11
TP,2.0,1.9695238095238095,52.499999999999766,1,2020,11
SL,-1.0,-1.1777777777777536,9.00000000000123,-1,2020,11
SL,-1.0,-1.1777777777777536,9.00000000000123,-1,2020,11
TP,2.0,1.9518072289156625,33.199999999999896,1,2020,12
TP,2.0,1.9518072289156625,33.199999999999896,1,2020,12
TP,2.0,1.9518072289156625,33.199999999999896,1,2020,12
TP,2.0,1.8461538461538358,10.399999999999299,-1,2020,13
SL,-1.0,-1.1280000000000028,12.499999999999734,1,2020,16
SL,-1.0,-1.1882352941176433,8.500000000000174,-1,2020,1
TP,2.0,1.9473684210526303,30.399999999999316,1,2020,7
TP,2.0,1.9473684210526303,30.399999999999316,1,2020,7
SL,-1.0,-1.0930232558139445,17.20000000000166,-1,2020,10
SL,-1.0,-1.484848484848571,3.2999999999994145,1,2020,2
TP,2.0,1.8993710691823886,15.899999999999803,-1,2020,3
TP,2.0,1.958549222797927,38.599999999999746,-1,2020,9
TP,2.0,1.958549222797927,38.599999999999746,-1,2020,9
TP,2.0,1.9282511210762316,22.299999999999542,-1,2020,10
SL,-1.0,-1.3076923076922626,5.20000000000076,1,2020,14
TP,2.0,1.9000000000000028,16.00000000000046,-1,2020,15
SL,-1.0,-1.1403508771929924,11.399999999999189,1,2020,18
SL,-1.0,-1.4571428571430525,3.4999999999985043,1,2020,0
TP,2.0,1.8279569892473297,9.300000000000974,1,2020,1
SL,-1.0,-1.031746031746032,50.39999999999933,-1,2020,7
SL,-1.0,-1.031746031746032,50.39999999999933,-1,2020,7
SL,-1.0,-1.031746031746032,50.39999999999933,-1,2020,7
fuera,-0.11244019138755676,-0.1507177033492806,41.799999999998505,1,2020,8
SL,-1.0,-1.0799999999999998,20.000000000000018,1,2020,13
SL,-1.0,-1.1259842519684935,12.700000000001044,-1,2020,14
SL,-1.0,-1.1212121212121224,13.199999999999878,1,2020,8
fuera,1.6585903083700564,1.6233480176211577,45.399999999999885,-1,2020,13
fuera,0.29051383399210745,0.25889328063242406,50.60000000000064,-1,2020,14
fuera,0.29051383399210745,0.25889328063242406,50.60000000000064,-1,2020,14
SL,-1.0,-1.0627450980392144,25.500000000000522,1,2020,15
SL,-1.0,-1.0627450980392144,25.500000000000522,1,2020,15
SL,-1.0,-1.2622950819672134,6.099999999999994,1,2020,1
SL,-1.0,-1.195121951219502,8.20000000000043,-1,2020,4
SL,-1.0,-1.1467889908256832,10.900000000000354,1,2020,11
TP,2.0,1.9085714285714244,17.499999999999183,-1,2020,14
SL,-1.0,-1.0535117056856178,29.90000000000048,-1,2020,15
SL,-1.0,-1.2388059701492722,6.699999999999484,1,2020,2
SL,-1.0,-1.2580645161290978,6.199999999998429,-1,2020,3
TP,2.0,1.6521739130434063,4.599999999999049,1,2020,8
SL,-1.0,-1.2133333333333254,7.500000000000284,-1,2020,14
fuera,0.6231884057971379,0.5768115942029344,34.49999999999953,-1,2020,16
TP,2.0,1.7288135593220755,5.9000000000009045,1,2020,0
SL,-1.0,-1.0603773584905702,26.49999999999819,-1,2020,7
SL,-1.0,-1.0603773584905702,26.49999999999819,-1,2020,7
SL,-1.0,-1.0603773584905702,26.49999999999819,-1,2020,7
TP,2.0,1.918781725888326,19.700000000000273,1,2020,8
TP,2.0,1.918781725888326,19.700000000000273,1,2020,8
SL,-1.0,-1.1045751633986907,15.300000000000313,1,2020,10
TP,2.0,1.906432748538005,17.099999999998783,-1,2020,13
TP,2.0,1.7714285714285463,6.999999999999229,-1,2020,16
TP,2.0,1.7419354838709946,6.200000000000649,-1,2020,1
fuera,0.8502673796791165,0.8074866310160157,37.400000000000766,1,2020,9
SL,-1.0,-1.0540540540540526,29.600000000000737,1,2020,14
SL,-1.0,-1.0540540540540526,29.600000000000737,1,2020,14
SL,-1.0,-1.0540540540540526,29.600000000000737,1,2020,14
SL,-1.0,-1.075117370892012,21.300000000001873,-1,2020,15
SL,-1.0,-1.075117370892012,21.300000000001873,-1,2020,15
SL,-1.0,-1.075117370892012,21.300000000001873,-1,2020,15
SL,-1.0,-1.1280000000000028,12.499999999999734,1,2020,1
SL,-1.0,-1.1538461538461642,10.399999999999299,-1,2020,3
SL,-1.0,-1.1538461538461642,10.399999999999299,-1,2020,3
SL,-1.0,-1.088397790055255,18.099999999998673,1,2020,9
SL,-1.0,-1.1403508771929924,11.399999999999189,-1,2020,0
SL,-1.0,-1.5714285714289065,2.7999999999983594,1,2020,4
TP,2.0,1.7681159420290122,6.900000000000794,1,2020,5
SL,-1.0,-1.8888888888885482,1.80000000000069,-1,2020,5
TP,2.0,1.94306049822064,28.099999999999792,1,2020,7
TP,2.0,1.94306049822064,28.099999999999792,1,2020,7
SL,-1.0,-1.0744186046511595,21.500000000000963,-1,2020,8
fuera,0.27151051625239364,0.24091778202677133,52.299999999998455,1,2020,12
SL,-1.0,-1.2105263157895092,7.599999999998719,1,2020,7
TP,2.0,1.9058823529411784,17.000000000000348,-1,2020,11
SL,-1.0,-1.5925925925926092,2.6999999999999247,1,2020,20
TP,2.0,1.8461538461538358,10.399999999999299,-1,2020,0
TP,2.0,1.8461538461538358,10.399999999999299,-1,2020,0
SL,-1.0,-1.2666666666666961,5.999999999999339,1,2020,2
SL,-1.0,-1.2622950819672134,6.099999999999994,1,2020,3
SL,-1.0,-1.096385542168675,16.599999999999948,-1,2020,6
SL,-1.0,-1.1300813008130013,12.300000000000644,1,2020,7
SL,-1.0,-1.166666666666654,9.600000000000719,-1,2020,10
SL,-1.0,-1.1280000000000028,12.499999999999734,1,2020,11
SL,-1.0,-1.5161290322580105,3.1000000000003247,1,2020,0
SL,-1.0,-2.3333333333344672,1.1999999999989797,-1,2020,0
SL,-1.0,-1.3018867924527497,5.300000000001415,-1,2020,2
SL,-1.0,-1.1006289308176114,15.899999999999803,1,2020,7
TP,2.0,1.921568627450982,20.400000000000418,-1,2020,14
SL,-1.0,-1.0588235294117636,27.200000000000557,1,2020,15
TP,2.0,1.9227053140096624,20.700000000000163,-1,2020,16
SL,-1.0,-1.12213740458016,13.099999999999223,-1,2020,2
SL,-1.0,-1.2222222222222057,7.200000000000539,1,2020,3
TP,2.0,1.9424460431654678,27.800000000000047,1,2020,8
fuera,0.20360824742270417,0.16237113402064107,38.79999999999883,1,2020,11
SL,-1.0,-1.0820512820512864,19.499999999998963,-1,2020,12
SL,-1.0,-1.1052631578947392,15.199999999999658,-1,2020,15
SL,-1.0,-1.1666666666666927,9.599999999998499,1,2020,17
SL,-1.0,-1.1391304347826106,11.499999999999844,-1,2020,2
TP,2.0,1.9101123595505676,17.80000000000115,-1,2020,8
SL,-1.0,-1.0517799352750803,30.90000000000037,-1,2020,9
TP,2.0,1.954285714285715,35.00000000000058,1,2020,12
SL,-1.0,-1.086486486486491,18.499999999999073,1,2020,17
TP,2.0,1.938461538461537,25.999999999999357,1,2020,1
TP,2.0,1.9359999999999986,24.999999999999467,1,2020,7
SL,-1.0,-1.551724137931222,2.8999999999990145,-1,2020,7
SL,-1.0,-1.551724137931222,2.8999999999990145,-1,2020,7
SL,-1.0,-1.0486322188449846,32.90000000000015,1,2020,8
SL,-1.0,-1.0486322188449846,32.90000000000015,1,2020,8
SL,-1.0,-1.0683760683760681,23.400000000000087,1,2020,9
SL,-1.0,-1.0669456066945575,23.900000000001143,-1,2020,10
SL,-1.0,-1.2253521126759896,7.100000000002105,1,2020,6
TP,2.0,1.9148936170212814,18.800000000001038,-1,2020,8
TP,2.0,1.9416058394160576,27.399999999999647,-1,2020,9
TP,2.0,1.9416058394160576,27.399999999999647,-1,2020,9
TP,2.0,1.9120879120879195,18.20000000000155,-1,2020,10
SL,-1.0,-1.156862745098036,10.200000000000209,1,2020,11
SL,-1.0,-1.1118881118881085,14.300000000000423,1,2020,12
SL,-1.0,-1.161616161616154,9.900000000000464,-1,2020,12
SL,-1.0,-1.1167883211678942,13.699999999998713,-1,2020,17
TP,2.0,1.8655462184873726,11.899999999998023,1,2020,0
SL,-1.0,-1.22535211267606,7.099999999999884,-1,2020,1
TP,2.0,1.890410958904111,14.600000000000168,-1,2020,8
SL,-1.0,-1.0481927710843375,33.199999999999896,-1,2020,10
SL,-1.0,-1.0481927710843375,33.199999999999896,-1,2020,10
SL,-1.0,-1.0481927710843375,33.199999999999896,-1,2020,10
SL,-1.0,-1.0501567398119118,31.90000000000026,1,2020,12
SL,-1.0,-1.0501567398119118,31.90000000000026,1,2020,12
SL,-1.0,-1.1481481481481524,10.799999999999699,1,2020,13
SL,-1.0,-1.2285714285713814,7.0000000000014495,1,2020,0
TP,2.0,1.7241379310344946,5.800000000000249,-1,2020,1
SL,-1.0,-1.3478260869564258,4.60000000000127,1,2020,2
SL,-1.0,-1.1151079136690645,13.900000000000023,-1,2020,3
TP,2.0,1.5428571428569475,3.4999999999985043,1,2020,7
TP,2.0,1.8947368421052608,15.199999999999658,-1,2020,9
TP,2.0,1.9262672811059909,21.700000000000053,-1,2020,13
SL,-1.0,-1.1367521367521234,11.700000000001154,-1,2020,1
SL,-1.0,-1.1073825503355712,14.899999999999913,1,2020,2
SL,-1.0,-1.0824742268041214,19.400000000000528,1,2020,8
SL,-1.0,-1.088397790055255,18.099999999998673,-1,2020,9
TP,2.0,1.686274509803928,5.1000000000001044,-1,2020,0
TP,2.0,1.272727272726899,2.1999999999988695,1,2020,3
SL,-1.0,-1.1038961038960973,15.400000000000968,-1,2020,15
SL,-1.0,-1.0503144654088057,31.799999999999606,1,2020,16
SL,-1.0,-1.1882352941176924,8.499999999997954,1,2020,0
TP,2.0,1.8584070796460272,11.300000000000754,-1,2020,1
SL,-1.0,-1.22535211267606,7.099999999999884,1,2020,10
SL,-1.0,-1.1428571428571417,11.200000000000099,-1,2020,16
SL,-1.0,-1.1012658227848156,15.799999999999148,-1,2020,17
TP,2.0,1.930735930735925,23.099999999998122,1,2020,18
TP,2.0,1.930735930735925,23.099999999998122,1,2020,18
TP,2.0,1.930735930735925,23.099999999998122,1,2020,18
SL,-1.0,-1.242424242424204,6.6000000000010495,-1,2020,0
TP,2.0,1.686274509803928,5.1000000000001044,1,2020,4
SL,-1.0,-1.4210526315788954,3.8000000000004697,-1,2020,9
SL,-1.0,-1.0780487804878007,20.500000000001073,1,2020,11
TP,2.0,1.9075144508670525,17.300000000000093,1,2020,7
SL,-1.0,-1.10884353741496,14.700000000000824,1,2020,0
SL,-1.0,-1.0349344978165937,45.80000000000028,-1,2020,0
SL,-1.0,-1.3265306122449783,4.899999999998794,1,2020,4
SL,-1.0,-1.0624999999999971,25.600000000001177,-1,2020,4
SL,-1.0,-1.0164271047227929,97.3999999999986,1,2020,6
TP,2.0,1.9571045576407509,37.30000000000011,-1,2020,23
SL,-1.0,-1.045197740112993,35.400000000000986,1,2020,0
SL,-1.0,-1.045197740112993,35.400000000000986,1,2020,0
TP,2.0,1.8832116788321247,13.700000000000934,-1,2020,2
SL,-1.0,-1.0414507772020705,38.60000000000196,-1,2020,4
SL,-1.0,-1.0414507772020705,38.60000000000196,-1,2020,4
SL,-1.0,-1.0327868852459017,48.799999999999955,1,2020,6
TP,2.0,1.9786096256684496,74.80000000000153,-1,2020,14
TP,2.0,1.9786096256684496,74.80000000000153,-1,2020,14
TP,2.0,1.9053254437869804,16.899999999999693,1,2020,20
SL,-1.0,-1.0225988700564972,70.79999999999976,1,2020,6
SL,-1.0,-1.0225988700564972,70.79999999999976,1,2020,6
SL,-1.0,-1.0686695278969973,23.299999999999432,-1,2020,7
SL,-1.0,-1.041884816753925,38.200000000001566,1,2020,8
TP,2.0,1.906432748538005,17.099999999998783,-1,2020,8
TP,2.0,1.948717948717949,31.200000000000117,-1,2020,15
TP,2.0,1.948717948717949,31.200000000000117,-1,2020,15
SL,-1.0,-1.0680851063829766,23.500000000000743,-1,2020,5
SL,-1.0,-1.0637450199203184,25.100000000000122,1,2020,6
TP,2.0,1.9735973597359735,60.59999999999954,-1,2020,11
SL,-1.0,-1.0301318267419954,53.10000000000148,1,2020,12
TP,2.0,1.8926174496644288,14.899999999999913,1,2020,8
TP,2.0,1.8926174496644288,14.899999999999913,1,2020,8
TP,2.0,1.9726962457337893,58.600000000001984,-1,2020,15
TP,2.0,1.9726962457337893,58.600000000001984,-1,2020,15
SL,-1.0,-1.0909090909090917,17.599999999999838,-1,2020,1
SL,-1.0,-1.0909090909090917,17.599999999999838,-1,2020,1
SL,-1.0,-1.0663900414937753,24.100000000000232,1,2020,2
SL,-1.0,-1.0663900414937753,24.100000000000232,1,2020,2
SL,-1.0,-1.0367816091954016,43.50000000000076,-1,2020,6
SL,-1.0,-1.1280000000000028,12.499999999999734,1,2020,7
SL,-1.0,-1.0479041916167648,33.40000000000121,1,2020,8
TP,2.0,1.9676767676767677,49.5000000000001,-1,2020,9
SL,-1.0,-1.033898305084747,47.199999999998354,1,2020,20
SL,-1.0,-1.0490797546012265,32.600000000000406,-1,2020,21
SL,-1.0,-1.0117733627667402,135.8999999999999,1,2020,6
SL,-1.0,-1.0136518771331058,117.19999999999952,-1,2020,8
SL,-1.0,-1.0445682451253484,35.89999999999982,1,2020,4
TP,2.0,1.974481658692185,62.699999999999974,-1,2020,6
SL,-1.0,-1.027210884353742,58.79999999999885,-1,2020,10
SL,-1.0,-1.027210884353742,58.79999999999885,-1,2020,10
SL,-1.0,-1.0136518771331058,117.19999999999952,1,2020,11
SL,-1.0,-1.0136518771331058,117.19999999999952,1,2020,11
TP,2.0,1.945762711864407,29.50000000000008,1,2020,15
SL,-1.0,-1.0427807486631033,37.39999999999854,-1,2020,5
TP,2.0,1.9760837070254105,66.89999999999863,1,2020,8
TP,2.0,1.9760837070254105,66.89999999999863,1,2020,8
SL,-1.0,-1.0274442538593482,58.30000000000002,-1,2020,13
SL,-1.0,-1.042216358839048,37.90000000000182,-1,2020,15
TP,2.0,1.954285714285715,35.00000000000058,1,2020,1
TP,2.0,1.954285714285715,35.00000000000058,1,2020,1
SL,-1.0,-1.0233576642335773,68.49999999999801,1,2020,8
TP,2.0,1.9809523809523808,83.99999999999963,-1,2020,9
SL,-1.0,-1.0204603580562657,78.2000000000016,-1,2020,12
SL,-1.0,-1.0204603580562657,78.2000000000016,-1,2020,12
SL,-1.0,-1.0223152022315205,71.69999999999898,-1,2020,13
TP,2.0,1.9865884325230512,119.29999999999995,1,2020,14
TP,2.0,1.9865884325230512,119.29999999999995,1,2020,14
TP,2.0,1.9860748476936467,114.89999999999999,1,2020,6
SL,-1.0,-1.0395061728395072,40.49999999999887,-1,2020,7
SL,-1.0,-1.0421052631578944,38.000000000000256,-1,2020,10
TP,2.0,1.97158081705151,56.30000000000024,1,2020,11
SL,-1.0,-1.020833333333333,76.8000000000013,1,2020,1
SL,-1.0,-1.0340425531914883,47.000000000001485,-1,2020,6
TP,2.0,1.950310559006211,32.2,-1,2020,0
SL,-1.0,-1.0860215053763453,18.599999999999728,-1,2020,2
SL,-1.0,-1.0495356037151693,32.30000000000066,1,2020,4
fuera,0.8484848484848534,0.8290909090909142,82.5000000000009,1,2020,0
SL,-1.0,-1.0323232323232323,49.5000000000001,-1,2020,6
SL,-1.0,-1.0615384615384578,26.000000000001577,-1,2020,12
SL,-1.0,-1.0683760683760681,23.400000000000087,1,2020,13
SL,-1.0,-1.0344827586206897,46.39999999999977,-1,2020,14
SL,-1.0,-1.02416918429003,66.2000000000007,1,2020,15
TP,2.0,1.9301310043668092,22.899999999999032,-1,2020,15
SL,-1.0,-1.0428954423592491,37.30000000000011,-1,2020,1
SL,-1.0,-1.054237288135593,29.50000000000008,1,2020,2
SL,-1.0,-1.1240310077519367,12.900000000000134,-1,2020,0
SL,-1.0,-1.0730593607305892,21.900000000001363,1,2020,5
SL,-1.0,-1.0301318267419965,53.099999999999255,1,2020,9
SL,-1.0,-1.0301318267419965,53.099999999999255,1,2020,9
TP,2.0,1.942857142857141,27.999999999999137,-1,2020,10
TP,2.0,1.942857142857141,27.999999999999137,-1,2020,10
TP,2.0,1.942857142857141,27.999999999999137,-1,2020,10
TP,2.0,1.9391634980988623,26.300000000001322,-1,2020,11
TP,2.0,1.8202247191011351,8.900000000000574,-1,2020,0
SL,-1.0,-1.1025641025641022,15.600000000000058,1,2020,7
TP,2.0,1.9575596816976109,37.69999999999829,-1,2020,7
TP,2.0,1.9639639639639639,44.39999999999999,-1,2020,8
TP,2.0,1.9639639639639639,44.39999999999999,-1,2020,8
SL,-1.0,-1.0440771349862283,36.299999999998,1,2020,14
SL,-1.0,-1.0443213296398879,36.10000000000113,-1,2020,15
SL,-1.0,-1.1142857142857088,14.000000000000679,-1,2020,21
TP,2.0,1.9545454545454541,35.199999999999676,1,2020,0
TP,2.0,1.9545454545454541,35.199999999999676,1,2020,0
TP,2.0,1.8279569892472887,9.299999999998754,-1,2020,1
SL,-1.0,-1.0577617328519868,27.69999999999939,-1,2020,6
SL,-1.0,-1.0233918128654964,68.4000000000018,1,2020,7
SL,-1.0,-1.0408163265306107,39.20000000000145,-1,2020,22
SL,-1.0,-1.0408163265306107,39.20000000000145,-1,2020,22
TP,2.0,1.955056179775281,35.60000000000007,1,2020,23
TP,2.0,1.9650655021834063,45.80000000000028,1,2020,1
SL,-1.0,-1.195121951219502,8.20000000000043,-1,2020,2
SL,-1.0,-1.0445682451253484,35.89999999999982,1,2020,7
SL,-1.0,-1.0445682451253484,35.89999999999982,1,2020,7
TP,2.0,1.843137254901964,10.200000000000209,-1,2020,7
TP,2.0,1.8832116788321247,13.700000000000934,-1,2020,8
SL,-1.0,-1.0792079207920828,20.199999999999108,-1,2020,9
SL,-1.0,-1.059479553903344,26.900000000000812,1,2020,12
SL,-1.0,-1.0851063829787289,18.799999999998818,-1,2020,0
SL,-1.0,-1.0634920634920615,25.200000000000777,1,2020,5
SL,-1.0,-1.3902439024390039,4.100000000000215,-1,2020,10
TP,2.0,1.9101123595505565,17.799999999998928,1,2020,11
SL,-1.0,-1.0546075085324256,29.29999999999877,1,2020,13
TP,2.0,1.529411764705892,3.4000000000000696,-1,2020,13
SL,-1.0,-1.0829015544041456,19.299999999999873,-1,2020,14
SL,-1.0,-1.0820512820512864,19.499999999998963,1,2020,16
SL,-1.0,-1.0701754385964894,22.800000000000598,1,2020,0
SL,-1.0,-1.0695652173913053,22.999999999999687,-1,2020,1
SL,-1.0,-1.0829015544041456,19.299999999999873,-1,2020,4
TP,2.0,1.9354838709677429,24.800000000000377,1,2020,6
SL,-1.0,-1.0517799352750803,30.90000000000037,1,2020,9
SL,-1.0,-1.0573476702508993,27.89999999999848,-1,2020,11
SL,-1.0,-1.484848484848571,3.2999999999994145,-1,2020,10
TP,2.0,1.7377049180327866,6.099999999999994,1,2020,4
SL,-1.0,-1.1538461538461642,10.399999999999299,-1,2020,5
TP,2.0,1.9696394686907015,52.69999999999886,1,2020,6
TP,2.0,1.9696394686907015,52.69999999999886,1,2020,6
SL,-1.0,-1.059259259259256,27.000000000001467,-1,2020,10
SL,-1.0,-1.059259259259256,27.000000000001467,-1,2020,10
TP,2.0,1.9418181818181826,27.500000000000302,1,2020,1
fuera,1.3714285714285341,1.3445378151260137,59.500000000001215,-1,2020,7
SL,-1.0,-1.0969696969697011,16.499999999999293,1,2020,8
TP,2.0,1.9448275862068947,28.999999999999027,-1,2020,10
TP,2.0,1.9341563786008211,24.299999999999322,-1,2020,11
TP,2.0,1.8545454545454678,11.000000000001009,1,2020,12
TP,2.0,1.8545454545454678,11.000000000001009,1,2020,12
