tf,ema,fib,rr,lado,n,R,z,fuente
60,50,0.786,1.0,ventas,6497,-0.49224263109044986,-40.428045932715136,real
60,50,0.786,2.0,todo,12931,-0.4144686322975682,-35.421262045605346,real
60,50,0.786,2.0,compras,6477,-0.4425643116375074,-27.15970602675511,real
60,50,0.786,2.0,ventas,6454,-0.38627282890668097,-23.002367671910562,real
60,50,0.786,3.0,todo,12883,-0.3834776668925464,-26.878373843531946,real
60,50,0.786,3.0,compras,6459,-0.37990205765316476,-18.859718819676022,real
60,50,0.786,3.0,ventas,6424,-0.3870727571909843,-19.15097989312257,real
60,100,0.382,1.0,todo,16984,-0.39158089298337495,-52.981121250516686,real
60,100,0.382,1.0,compras,8295,-0.39550639414567657,-37.56830077367547,real
60,100,0.382,1.0,ventas,8689,-0.3878333924492178,-37.36955876002715,real
60,100,0.382,2.0,todo,16366,-0.39708618411439817,-40.01476379228329,real
60,100,0.382,2.0,compras,7978,-0.4041709632283467,-28.631610876483585,real
60,100,0.382,2.0,ventas,8388,-0.39034770440873745,-27.979811043960332,real
60,100,0.382,3.0,todo,15776,-0.45725348460819004,-39.27667722609414,real
60,100,0.382,3.0,compras,7731,-0.4339734774008517,-25.79359473332852,real
60,100,0.382,3.0,ventas,8045,-0.4796248625721344,-29.763706440253113,real
60,100,0.5,1.0,todo,16650,-0.36675205533372374,-48.254308245934226,real
60,100,0.5,1.0,compras,8138,-0.37517265246655285,-34.72038066935701,real
60,100,0.5,1.0,ventas,8512,-0.3587014421444657,-33.551908253526804,real
60,100,0.5,2.0,todo,16195,-0.36993477494514443,-36.2101479660534,real
60,100,0.5,2.0,compras,7913,-0.39211117639093435,-27.205678773443356,real
60,100,0.5,2.0,ventas,8282,-0.3487464309895135,-24.101317668517304,real
60,100,0.5,3.0,todo,15791,-0.3952949932026194,-32.328965815807834,real
60,100,0.5,3.0,compras,7701,-0.3979394259286085,-22.83743592792126,real
60,100,0.5,3.0,ventas,8090,-0.39277771552365237,-22.887024509415838,real
60,100,0.618,1.0,todo,15909,-0.398908930563947,-51.11913947391765,real
60,100,0.618,1.0,compras,7806,-0.39564268725055324,-35.61547233138574,real
60,100,0.618,1.0,ventas,8103,-0.4020554559624847,-36.66856218503232,real
60,100,0.618,2.0,todo,15694,-0.3660995400533891,-34.687343049808106,real
60,100,0.618,2.0,compras,7697,-0.3704937037300134,-24.71910325950327,real
60,100,0.618,2.0,ventas,7997,-0.3618702193307461,-24.345962324920382,real
60,100,0.618,3.0,todo,15403,-0.38728341250412257,-30.649911901315907,real
60,100,0.618,3.0,compras,7535,-0.4056607575414737,-22.765950638696427,real
60,100,0.618,3.0,ventas,7868,-0.3696838579977117,-20.64468466782437,real
60,100,0.705,1.0,todo,15010,-0.4579672742338694,-57.32194521108278,real
60,100,0.705,1.0,compras,7384,-0.4727718068665557,-41.92597474525076,real
60,100,0.705,1.0,ventas,7626,-0.44363254187617784,-39.20716945188833,real
60,100,0.705,2.0,todo,14911,-0.4075294254514613,-37.77061444730339,real
60,100,0.705,2.0,compras,7327,-0.40978221068837506,-26.74584180685237,real
60,100,0.705,2.0,ventas,7584,-0.405352980642539,-26.67372657769107,real
60,100,0.705,3.0,todo,14779,-0.377214606722226,-28.63192683227427,real
60,100,0.705,3.0,compras,7259,-0.3985021623581024,-21.497171401904403,real
60,100,0.705,3.0,ventas,7520,-0.35666588779126496,-19.061090012651967,real
60,100,0.786,1.0,todo,13408,-0.5539563461976675,-66.78592543545987,real
60,100,0.786,1.0,compras,6675,-0.5654607867693663,-48.520564514746795,real
60,100,0.786,1.0,ventas,6733,-0.5425510081884459,-45.964946355908985,real
60,100,0.786,2.0,todo,13349,-0.46981324323887513,-41.6426386580754,real
60,100,0.786,2.0,compras,6656,-0.4938864911743821,-31.370821235769117,real
60,100,0.786,2.0,ventas,6693,-0.44587307616002647,-27.595320537796148,real
60,100,0.786,3.0,todo,13311,-0.44280614519895184,-32.35581934194652,real
60,100,0.786,3.0,compras,6642,-0.43195145541836816,-22.230323557348207,real
60,100,0.786,3.0,ventas,6669,-0.45361688886706364,-23.529628774607968,real
60,200,0.382,1.0,todo,17310,-0.43385385424388373,-60.07720736567833,real
60,200,0.382,1.0,compras,8375,-0.42954315968043943,-41.478867420306116,real
60,200,0.382,1.0,ventas,8935,-0.437894376568321,-43.45933191927402,real
60,200,0.382,2.0,todo,16742,-0.44532175864805923,-46.47359689691217,real
60,200,0.382,2.0,compras,8071,-0.43857350686846736,-31.794173004173825,real
60,200,0.382,2.0,ventas,8671,-0.45160305724257954,-33.900714035537604,real
60,200,0.382,3.0,todo,16194,-0.5071007911146551,-45.53368740715534,real
60,200,0.382,3.0,compras,7833,-0.4731780671259551,-28.99311514767516,real
60,200,0.382,3.0,ventas,8361,-0.5388812835202867,-35.43402615242166,real
60,200,0.5,1.0,todo,17021,-0.40954662270946707,-55.07371152520004,real
60,200,0.5,1.0,compras,8231,-0.41422016100179637,-38.98764284158411,real
60,200,0.5,1.0,ventas,8790,-0.405170298058254,-38.918524897944096,real
60,200,0.5,2.0,todo,16590,-0.4146619659779307,-41.856644386909984,real
60,200,0.5,2.0,compras,8020,-0.4283846177190979,-30.416334451398882,real
60,200,0.5,2.0,ventas,8570,-0.40181999783742184,-28.84542384148307,real
60,200,0.5,3.0,todo,16220,-0.4442954406914547,-37.768181889787115,real
60,200,0.5,3.0,compras,7808,-0.4353750098337521,-25.65863282715918,real
60,200,0.5,3.0,ventas,8412,-0.4525753651014572,-27.724441951228634,real
60,200,0.618,1.0,todo,16308,-0.441482127545891,-57.86346691175618,real
60,200,0.618,1.0,compras,7925,-0.4279991537444921,-39.14063620631043,real
60,200,0.618,1.0,ventas,8383,-0.45422846744522144,-42.652392163542956,real
60,200,0.618,2.0,todo,16101,-0.41092702546357535,-40.10454818196645,real
60,200,0.618,2.0,compras,7825,-0.4042901618012124,-27.559510277262994,real
60,200,0.618,2.0,ventas,8276,-0.41720221373786126,-29.1379025339534,real
60,200,0.618,3.0,todo,15827,-0.4350059251954955,-35.67940958574367,real
60,200,0.618,3.0,compras,7665,-0.44039581380656234,-25.356545836524088,real
60,200,0.618,3.0,ventas,8162,-0.42994423734891046,-25.12074904259593,real
60,200,0.705,1.0,todo,15375,-0.49467633558388663,-63.22663686567257,real
60,200,0.705,1.0,compras,7483,-0.49434344994427815,-44.4005387209286,real
60,200,0.705,1.0,ventas,7892,-0.4949919695475447,-45.0184650435852,real
60,200,0.705,2.0,todo,15284,-0.4469393868836408,-42.537571574208975,real
60,200,0.705,2.0,compras,7434,-0.4384570520063303,-29.15359634842397,real
60,200,0.705,2.0,ventas,7850,-0.45497221204006455,-30.98193028048542,real
60,200,0.705,3.0,todo,15158,-0.41822715733249904,-32.69023050132674,real
60,200,0.705,3.0,compras,7373,-0.42466737340036487,-23.358244468591174,real
60,200,0.705,3.0,ventas,7785,-0.4121277722241658,-22.893349206884512,real
60,200,0.786,1.0,todo,13657,-0.5844997985492631,-71.82010742819286,real
60,200,0.786,1.0,compras,6753,-0.5897254982287978,-51.35780639626714,real
60,200,0.786,1.0,ventas,6904,-0.5793883921274932,-50.23286037681148,real
60,200,0.786,2.0,todo,13602,-0.4980931246295169,-45.03544480226091,real
60,200,0.786,2.0,compras,6736,-0.5144823383563397,-33.15182669096728,real
60,200,0.786,2.0,ventas,6866,-0.482014222260761,-30.5937195395919,real
60,200,0.786,3.0,todo,13568,-0.4736394383812886,-35.39714706444139,real
60,200,0.786,3.0,compras,6726,-0.4582051318464984,-24.002253068141922,real
60,200,0.786,3.0,ventas,6842,-0.48881207003182914,-26.057864061368182,real
240,10,0.382,1.0,todo,3657,-0.11345580457694288,-6.87852045328329,real
240,10,0.382,1.0,compras,1727,-0.12357993926418767,-5.149456955949226,real
240,10,0.382,1.0,ventas,1930,-0.10439654001483316,-4.5966457246667565,real
240,10,0.382,2.0,todo,3520,-0.10247383128448738,-4.380268343017166,real
240,10,0.382,2.0,compras,1658,-0.13049131960291105,-3.859342094601089,real
240,10,0.382,2.0,ventas,1862,-0.07752592815240014,-2.3932920699032016,real
240,10,0.382,3.0,todo,3367,-0.1638800586716585,-5.761775240032824,real
240,10,0.382,3.0,compras,1579,-0.18556832858323213,-4.509506559063645,real
240,10,0.382,3.0,ventas,1788,-0.144726938878384,-3.6778156258845867,real
240,10,0.5,1.0,todo,3535,-0.0955093592528191,-5.678693897358118,real
240,10,0.5,1.0,compras,1670,-0.07778513037770107,-3.172734875128564,real
240,10,0.5,1.0,ventas,1865,-0.1113803845726299,-4.818369929339875,real
240,10,0.5,2.0,todo,3480,-0.07890578429060398,-3.323385233940365,real
240,10,0.5,2.0,compras,1639,-0.12955866936464044,-3.797739411713401,real
240,10,0.5,2.0,ventas,1841,-0.03381068454245308,-1.0240852167289276,real
240,10,0.5,3.0,todo,3376,-0.05545908524023146,-1.869172676546969,real
240,10,0.5,3.0,compras,1594,-0.09811308887914451,-2.305526324288465,real
240,10,0.5,3.0,ventas,1782,-0.017305055049194773,-0.4185035764097882,real
240,10,0.618,1.0,todo,3363,-0.11165837976823705,-6.472106025459151,real
240,10,0.618,1.0,compras,1592,-0.11295553760010331,-4.503573807762704,real
240,10,0.618,1.0,ventas,1771,-0.11049232936262944,-4.647415443531504,real
240,10,0.618,2.0,todo,3331,-0.09057132030778217,-3.7286531252468214,real
240,10,0.618,2.0,compras,1581,-0.0939203358496302,-2.6630683887348297,real
240,10,0.618,2.0,ventas,1750,-0.08754572398111836,-2.6122325148227445,real
240,10,0.618,3.0,todo,3290,-0.09380626048677011,-3.1488541893769564,real
240,10,0.618,3.0,compras,1555,-0.13111797091577707,-3.06526285804152,real
240,10,0.618,3.0,ventas,1735,-0.06036550560659382,-1.4551147692625106,real
240,10,0.705,1.0,todo,3250,-0.14807570751431767,-8.427578462510903,real
240,10,0.705,1.0,compras,1527,-0.12778743790857855,-4.976800998357537,real
240,10,0.705,1.0,ventas,1723,-0.16605608342143535,-6.892089091410097,real
240,10,0.705,2.0,todo,3243,-0.09407741647439147,-3.8052168562685447,real
240,10,0.705,2.0,compras,1527,-0.10028252631722293,-2.787538629968736,real
240,10,0.705,2.0,ventas,1716,-0.08855573656180196,-2.6013277822846628,real
240,10,0.705,3.0,todo,3224,-0.10808030501829465,-3.5858240296891983,real
240,10,0.705,3.0,compras,1520,-0.13672257110602426,-3.1451010722751227,real
240,10,0.705,3.0,ventas,1704,-0.08253086578510858,-1.9736448831299935,real
240,10,0.786,1.0,todo,3134,-0.24182051625930898,-13.527086692820891,real
240,10,0.786,1.0,compras,1475,-0.2631724201489651,-10.146554388366706,real
240,10,0.786,1.0,ventas,1659,-0.2228367560198618,-9.032871576049386,real
240,10,0.786,2.0,todo,3129,-0.1293286932495127,-5.132817680638368,real
240,10,0.786,2.0,compras,1475,-0.12418936930150748,-3.382571419099323,real
240,10,0.786,2.0,ventas,1654,-0.13391182675816307,-3.864464445528252,real
240,10,0.786,3.0,todo,3128,-0.15078315202139628,-4.944859465836176,real
240,10,0.786,3.0,compras,1475,-0.20622326760659224,-4.745696797432763,real
240,10,0.786,3.0,ventas,1653,-0.1013129944363001,-2.3722514730625353,real
240,20,0.382,1.0,todo,3974,-0.15027137395959902,-9.527591561207164,real
240,20,0.382,1.0,compras,1893,-0.16889894220575574,-7.407005132138189,real
240,20,0.382,1.0,ventas,2081,-0.1333266422488952,-6.105421148380412,real
240,20,0.382,2.0,todo,3830,-0.12739410351907993,-5.72178483711305,real
240,20,0.382,2.0,compras,1816,-0.17376968746533403,-5.457219357075419,real
240,20,0.382,2.0,ventas,2014,-0.0855777875079591,-2.751995912424179,real
240,20,0.382,3.0,todo,3644,-0.1990800939159951,-7.391601812093627,real
240,20,0.382,3.0,compras,1729,-0.22161343792293736,-5.728492383641237,real
240,20,0.382,3.0,ventas,1915,-0.17873536713374802,-4.765217089343643,real
240,20,0.5,1.0,todo,3843,-0.12618378807612096,-7.833949797301939,real
240,20,0.5,1.0,compras,1834,-0.10861615617876942,-4.649174296320283,real
240,20,0.5,1.0,ventas,2009,-0.14222113844931292,-6.395783951673743,real
240,20,0.5,2.0,todo,3782,-0.09988625610739492,-4.410451666085584,real
240,20,0.5,2.0,compras,1798,-0.15936110648185844,-4.940262278297993,real
240,20,0.5,2.0,ventas,1984,-0.04598717295553739,-1.449438785716151,real
240,20,0.5,3.0,todo,3661,-0.08169929949501104,-2.893300764718906,real
240,20,0.5,3.0,compras,1744,-0.13959710384913868,-3.4866976520918147,real
240,20,0.5,3.0,ventas,1917,-0.029026492612591298,-0.7304440102783941,real
240,20,0.618,1.0,todo,3660,-0.1320032677430441,-7.988445742591669,real
240,20,0.618,1.0,compras,1755,-0.12409630585510799,-5.198106261545728,real
240,20,0.618,1.0,ventas,1905,-0.1392876342067333,-6.082493151060235,real
240,20,0.618,2.0,todo,3627,-0.11753003758749814,-5.08561198735473,real
240,20,0.618,2.0,compras,1743,-0.12014652983378568,-3.6047128655834197,real
240,20,0.618,2.0,ventas,1884,-0.11510936562078945,-3.5881815145131903,real
240,20,0.618,3.0,todo,3579,-0.10953646796909605,-3.8564399856443004,real
240,20,0.618,3.0,compras,1710,-0.14832505191306686,-3.6625366639424146,real
240,20,0.618,3.0,ventas,1869,-0.07404771540398634,-1.8600130876500833,real
240,20,0.705,1.0,todo,3532,-0.16015679414531334,-9.50787151232459,real
240,20,0.705,1.0,compras,1681,-0.1366925202382195,-5.590372792044293,real
240,20,0.705,1.0,ventas,1851,-0.18146605640237692,-7.8104544311250566,real
240,20,0.705,2.0,todo,3525,-0.10709810187976332,-4.530822978084609,real
240,20,0.705,2.0,compras,1681,-0.09505064040478703,-2.7687915804228145,real
240,20,0.705,2.0,ventas,1844,-0.11808063048032467,-3.6219589047738827,real
240,20,0.705,3.0,todo,3505,-0.1220631813714862,-4.243313415728792,real
240,20,0.705,3.0,compras,1673,-0.1466944511318395,-3.5557195899411482,real
240,20,0.705,3.0,ventas,1832,-0.09956966919404564,-2.4816904188191784,real
240,20,0.786,1.0,todo,3402,-0.24652194964709487,-14.374179797361647,real
240,20,0.786,1.0,compras,1625,-0.25221363989935813,-10.192881911414469,real
240,20,0.786,1.0,ventas,1777,-0.24131711190937521,-10.140370243576095,real
240,20,0.786,2.0,todo,3397,-0.13201991637340818,-5.4645096264609245,real
240,20,0.786,2.0,compras,1625,-0.13098287066858894,-3.7563663653932164,real
240,20,0.786,2.0,ventas,1772,-0.1329709317629857,-3.9676507302567754,real
240,20,0.786,3.0,todo,3396,-0.16621079925373086,-5.713617378145298,real
240,20,0.786,3.0,compras,1625,-0.2029828706685889,-4.902787808266825,real
240,20,0.786,3.0,ventas,1771,-0.13247019165963464,-3.24342270086885,real
240,50,0.382,1.0,todo,4192,-0.2355503971657436,-15.52759637796539,real
240,50,0.382,1.0,compras,1991,-0.25313436158237906,-11.550559845734048,real
240,50,0.382,1.0,ventas,2201,-0.2196441394858158,-10.450816851800843,real
240,50,0.382,2.0,todo,4054,-0.22306856294243865,-10.644292660151894,real
240,50,0.382,2.0,compras,1917,-0.2524390229905266,-8.387932422083663,real
240,50,0.382,2.0,ventas,2137,-0.19672173471961005,-6.742039949166838,real
240,50,0.382,3.0,todo,3865,-0.30605503916867416,-12.313204238967753,real
240,50,0.382,3.0,compras,1827,-0.318307364769663,-8.87423243516576,real
240,50,0.382,3.0,ventas,2038,-0.2950712320671009,-8.559031622476741,real
240,50,0.5,1.0,todo,4065,-0.21241778794174068,-13.69177145602296,real
240,50,0.5,1.0,compras,1931,-0.1996964826583551,-8.851885421857693,real
240,50,0.5,1.0,ventas,2134,-0.2239289596859851,-10.478089888763247,real
240,50,0.5,2.0,todo,4016,-0.18440045311265327,-8.606345837283698,real
240,50,0.5,2.0,compras,1904,-0.23902368501416527,-7.842159908782638,real
240,50,0.5,2.0,ventas,2112,-0.13515678192871444,-4.498015806670837,real
240,50,0.5,3.0,todo,3892,-0.17802847424980814,-6.739194971782209,real
240,50,0.5,3.0,compras,1844,-0.22828655823651206,-6.08495157624365,real
240,50,0.5,3.0,ventas,2048,-0.1327765665977173,-3.5771382740962925,real
240,50,0.618,1.0,todo,3905,-0.22543248771159322,-14.22710260014577,real
240,50,0.618,1.0,compras,1868,-0.21124689634576313,-9.208659276686083,real
240,50,0.618,1.0,ventas,2037,-0.2384411694353883,-10.880867954276082,real
240,50,0.618,2.0,todo,3875,-0.18775677068782864,-8.569107905606478,real
240,50,0.618,2.0,compras,1856,-0.19409244994529062,-6.145794230470273,real
240,50,0.618,2.0,ventas,2019,-0.18193259005293536,-5.9785976669565235,real
240,50,0.618,3.0,todo,3840,-0.17960591184194566,-6.718786465419136,real
240,50,0.618,3.0,compras,1831,-0.21116520908349773,-5.532414887493511,real
240,50,0.618,3.0,ventas,2009,-0.15084280917928672,-4.030845521613282,real
240,50,0.705,1.0,todo,3783,-0.23294424077837353,-14.4005870913131,real
240,50,0.705,1.0,compras,1801,-0.20231222072043376,-8.603243449731176,real
240,50,0.705,1.0,ventas,1982,-0.2607788866534238,-11.708359522870293,real
240,50,0.705,2.0,todo,3776,-0.192551661829848,-8.63132125659901,real
240,50,0.705,2.0,compras,1801,-0.17621560772765194,-5.434095947695635,real
240,50,0.705,2.0,ventas,1975,-0.2074484888870911,-6.748417050560205,real
240,50,0.705,3.0,todo,3760,-0.1865819443834877,-6.87078289371612,real
240,50,0.705,3.0,compras,1794,-0.214629039276841,-5.528964200657401,real
240,50,0.705,3.0,ventas,1966,-0.16098861364153672,-4.238631599769216,real
240,50,0.786,1.0,todo,3665,-0.32239662189485135,-19.72892708904039,real
240,50,0.786,1.0,compras,1751,-0.30888977357650466,-13.062845461943802,real
240,50,0.786,1.0,ventas,1914,-0.3347532004765781,-14.804942841129874,real
240,50,0.786,2.0,todo,3660,-0.2096687438430823,-9.189892367685548,real
240,50,0.786,2.0,compras,1751,-0.19181381698027394,-5.799180645959043,real
240,50,0.786,2.0,ventas,1909,-0.2260458925789531,-7.172741826831659,real
240,50,0.786,3.0,todo,3659,-0.2539950316509657,-9.363691440379913,real
240,50,0.786,3.0,compras,1751,-0.2734814354839861,-7.052057793479054,real
240,50,0.786,3.0,ventas,1908,-0.23611206880420532,-6.222603900064758,real
240,100,0.382,1.0,todo,4245,-0.31847407649088655,-21.565347981789095,real
240,100,0.382,1.0,compras,2029,-0.33310110393003267,-15.677612858269626,real
240,100,0.382,1.0,ventas,2216,-0.3050813695080222,-14.853617272747407,real
240,100,0.382,2.0,todo,4124,-0.3130686479158531,-15.644778463495545,real
240,100,0.382,2.0,compras,1968,-0.33028964812458056,-11.507349700380983,real
240,100,0.382,2.0,ventas,2156,-0.29734929336540056,-10.65477446774025,real
240,100,0.382,3.0,todo,3954,-0.3803971414290238,-16.135630133914052,real
240,100,0.382,3.0,compras,1892,-0.3799672743766329,-11.160064459143356,real
240,100,0.382,3.0,ventas,2062,-0.3807915684237491,-11.651007599775447,real
240,100,0.5,1.0,todo,4136,-0.2921331206413629,-19.31076635806486,real
240,100,0.5,1.0,compras,1975,-0.2757472106492014,-12.547028630584698,real
240,100,0.5,1.0,ventas,2161,-0.30710867466011293,-14.72665405842869,real
240,100,0.5,2.0,todo,4094,-0.2793048248037187,-13.639856929134273,real
240,100,0.5,2.0,compras,1957,-0.31438730337683823,-10.78975524685797,real
240,100,0.5,2.0,ventas,2137,-0.24717735144499378,-8.59877167294184,real
240,100,0.5,3.0,todo,3981,-0.275322171567171,-11.005363948815031,real
240,100,0.5,3.0,compras,1905,-0.29989714980304094,-8.403336111895552,real
240,100,0.5,3.0,ventas,2076,-0.2527714328680706,-7.2100578835223,real
240,100,0.618,1.0,todo,3999,-0.3055264372862496,-19.828549122810685,real
240,100,0.618,1.0,compras,1923,-0.28933619025072893,-12.985792256204261,real
240,100,0.618,1.0,ventas,2076,-0.3205234724737767,-15.026256856701556,real
240,100,0.618,2.0,todo,3969,-0.26406529471042467,-12.531503621235245,real
240,100,0.618,2.0,compras,1914,-0.2612962659611431,-8.604685536306192,real
240,100,0.618,2.0,ventas,2055,-0.2666443317061058,-9.109286054542949,real
240,100,0.618,3.0,todo,3942,-0.26925624020388067,-10.604566440402094,real
240,100,0.618,3.0,compras,1895,-0.2837250964015321,-7.8087466481100325,real
240,100,0.618,3.0,ventas,2047,-0.25586176902921076,-7.208588323061264,real
240,100,0.705,1.0,todo,3891,-0.30564793821553626,-19.41222820040401,real
240,100,0.705,1.0,compras,1864,-0.269578293984782,-11.777030287180615,real
240,100,0.705,1.0,ventas,2027,-0.3388170634479615,-15.636483397184204,real
240,100,0.705,2.0,todo,3884,-0.2675394283732159,-12.475576720366183,real
240,100,0.705,2.0,compras,1864,-0.2572392381907906,-8.29013141251567,real
240,100,0.705,2.0,ventas,2020,-0.27704415832373114,-9.335326403395646,real
240,100,0.705,3.0,todo,3868,-0.24809635975579536,-9.496607614586958,real
240,100,0.705,3.0,compras,1860,-0.2732823329575729,-7.3460587388738166,real
240,100,0.705,3.0,ventas,2008,-0.2247667232242683,-6.128402776378158,real
240,100,0.786,1.0,todo,3788,-0.379238305507037,-23.889150995737435,real
240,100,0.786,1.0,compras,1817,-0.3641681536594068,-15.868859680229487,real
240,100,0.786,1.0,ventas,1971,-0.39313098227372606,-17.882297803971667,real
240,100,0.786,2.0,todo,3783,-0.2787096707591084,-12.694033337313623,real
240,100,0.786,2.0,compras,1817,-0.2513448184915477,-7.877580299043541,real
240,100,0.786,2.0,ventas,1966,-0.3040005845791277,-10.049258319452209,real
240,100,0.786,3.0,todo,3782,-0.323199075311187,-12.475493949571966,real
240,100,0.786,3.0,compras,1817,-0.3421538443583611,-9.263747197378239,real
240,100,0.786,3.0,ventas,1965,-0.3056719428131132,-8.4128628604552,real
240,200,0.382,1.0,todo,4295,-0.37912503001032044,-26.33918753799733,real
240,200,0.382,1.0,compras,2042,-0.39418380594794844,-18.99716864294104,real
240,200,0.382,1.0,ventas,2253,-0.3654765522186487,-18.290547873050475,real
240,200,0.382,2.0,todo,4184,-0.38590907396513724,-20.138039914468852,real
240,200,0.382,2.0,compras,1985,-0.4015737482331227,-14.570170087847188,real
240,200,0.382,2.0,ventas,2199,-0.37176883821163514,-13.946428504530987,real
240,200,0.382,3.0,todo,4024,-0.43907173488181217,-19.494304026303716,real
240,200,0.382,3.0,compras,1912,-0.45139578678897024,-13.946894657723783,real
240,200,0.382,3.0,ventas,2112,-0.42791473334465013,-13.645804343984011,real
240,200,0.5,1.0,todo,4191,-0.35877881183614174,-24.33482874208255,real
240,200,0.5,1.0,compras,1985,-0.349354954084104,-16.250765505195368,real
240,200,0.5,1.0,ventas,2206,-0.36725857504457105,-18.1270815735442,real
240,200,0.5,2.0,todo,4153,-0.35273503729447414,-17.931599775275387,real
240,200,0.5,2.0,compras,1972,-0.39818556581564113,-14.292601199308116,real
240,200,0.5,2.0,ventas,2181,-0.31163992393191514,-11.25103794357538,real
240,200,0.5,3.0,todo,4047,-0.3569576765974001,-15.007015712981383,real
240,200,0.5,3.0,compras,1923,-0.3839419839491181,-11.310411395268698,real
240,200,0.5,3.0,ventas,2124,-0.33252696895269496,-9.983612299586294,real
240,200,0.618,1.0,todo,4079,-0.3658245920700898,-24.374697319767908,real
240,200,0.618,1.0,compras,1941,-0.36321584830827314,-16.688019266657886,real
240,200,0.618,1.0,ventas,2138,-0.3681929604712526,-17.76304180042692,real
240,200,0.618,2.0,todo,4048,-0.326443197763861,-16.046402439538284,real
240,200,0.618,2.0,compras,1932,-0.3430277022587135,-11.736999550909207,real
240,200,0.618,2.0,ventas,2116,-0.3113008240946479,-10.987552175011764,real
240,200,0.618,3.0,todo,4026,-0.33082166272886654,-13.562709700123385,real
240,200,0.618,3.0,compras,1920,-0.3653340367518357,-10.543875917147473,real
240,200,0.618,3.0,ventas,2106,-0.2993573901153335,-8.729314542852574,real
240,200,0.705,1.0,todo,3983,-0.35658133919958324,-23.183966131192705,real
240,200,0.705,1.0,compras,1885,-0.33535245443280576,-14.916168437496976,real
240,200,0.705,1.0,ventas,2098,-0.3756549558751673,-17.8193255811218,real
240,200,0.705,2.0,todo,3976,-0.3239714502607794,-15.612992367273861,real
240,200,0.705,2.0,compras,1885,-0.34171850217816385,-11.440850627363,real
240,200,0.705,2.0,ventas,2091,-0.30797279274558587,-10.677594926640493,real
240,200,0.705,3.0,todo,3959,-0.3065378715502763,-12.176497450924456,real
240,200,0.705,3.0,compras,1881,-0.35829376710222804,-10.080892136414068,real
240,200,0.705,3.0,ventas,2078,-0.25968857437355763,-7.305205018511018,real
240,200,0.786,1.0,todo,3881,-0.42295513812513635,-27.271750924993047,real
240,200,0.786,1.0,compras,1837,-0.41448637485205664,-18.375773932633415,real
240,200,0.786,1.0,ventas,2044,-0.43056625267144133,-20.15528120454159,real
240,200,0.786,2.0,todo,3876,-0.3290229293820189,-15.430125699817783,real
240,200,0.786,2.0,compras,1837,-0.30343574883137076,-9.715398567681458,real
240,200,0.786,2.0,ventas,2039,-0.3520752347628627,-12.06796441699076,real
240,200,0.786,3.0,todo,3875,-0.39155434648513743,-15.797252431849941,real
240,200,0.786,3.0,compras,1837,-0.43190608089451715,-12.300474026059302,real
240,200,0.786,3.0,ventas,2038,-0.35518234643114793,-10.175004830935874,real
