par,t,d,rr,R,neta,tp,p_D5,p_D10,p_D20,p_W3,p_W6,p_W12,bd,fuera
EURUSD,2025-04-01 00:00:00,1,1.9611940298506931,-1.0,-1.0426865671641767,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-04-01 12:00:00,-1,1.1472392638037423,-1.0,-1.029243353783232,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-04-04 12:00:00,1,1.8663883089770197,-1.0,-1.0149269311064717,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-04-07 12:00:00,1,5.028340080971756,-1.0,-1.028947368421053,0,-1,-1,-1,0,-1,-1,-1,True
EURUSD,2025-04-08 12:00:00,-1,2.3526863084922898,-1.0,-1.0247833622183715,0,0,-1,-1,0,-1,-1,-1,True
EURUSD,2025-04-09 00:00:00,1,1.3630214205185707,1.0326944757609553,1.0165727170236387,0,1,1,1,0,-1,-1,1,True
EURUSD,2025-04-10 00:00:00,-1,1.2366412213740545,-1.0,-1.0099236641221374,0,-1,-1,-1,0,-1,-1,-1,True
EURUSD,2025-04-14 12:00:00,-1,5.00491400491431,2.1400491400492463,2.1049140049141095,0,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-04-18 00:00:00,1,2.1885245901638957,2.1885245901638957,2.1494535519125293,1,0,-1,-1,0,-1,-1,-1,True
EURUSD,2025-04-25 00:00:00,-1,4.392000000000089,0.6320000000000682,0.5748000000000669,0,0,0,-1,0,-1,-1,1,True
EURUSD,2025-04-25 12:00:00,1,2.2255192878339303,2.2255192878339303,2.1830860534125636,1,0,0,-1,0,-1,-1,1,True
EURUSD,2025-04-26 00:00:00,-1,3.32684824902731,-1.0,-1.0556420233463044,0,0,0,-1,0,-1,-1,-1,True
EURUSD,2025-04-28 12:00:00,1,3.7873303167419987,1.7466063348415817,1.6819004524886418,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-04-30 00:00:00,1,3.638613861386393,-1.0,-1.070792079207924,0,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-04-30 12:00:00,1,3.983606557377063,-1.0,-1.0781420765027323,0,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-05-01 12:00:00,1,3.295384615384708,-1.0,-1.0440000000000003,0,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-05-02 00:00:00,1,2.692953020134227,2.692953020134227,2.6449664429530184,1,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-05-03 00:00:00,-1,1.4095127610208822,-0.35962877030163304,-0.3762180974478046,0,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-05-06 00:00:00,-1,1.320342205323137,-1.0,-1.027186311787072,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-05-06 12:00:00,1,2.1469344608878753,-0.486257928118374,-0.516490486257908,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-05-07 00:00:00,-1,2.5437956204379453,1.0900243309001836,1.0552311435522521,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-05-08 12:00:00,1,4.6347656250001945,-1.0,-1.0558593750000023,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-05-09 12:00:00,1,2.813148788927268,-1.0,-1.0247404844290653,0,0,0,0,1,1,1,-1,True
EURUSD,2025-05-10 00:00:00,-1,2.054487179487204,2.054487179487204,2.0239316239316487,1,0,0,0,1,1,1,1,True
EURUSD,2025-05-13 00:00:00,1,8.483443708609824,4.105960264900996,4.058609271523509,0,1,1,1,1,1,1,-1,True
EURUSD,2025-05-15 00:00:00,1,7.697604790418787,0.7185628742515249,0.6329341317365579,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-05-16 00:00:00,1,3.584862385320941,-1.0,-1.0655963302752272,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-05-20 12:00:00,-1,2.3084112149532916,-1.0,-1.0445482866043623,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-05-22 00:00:00,-1,3.6483870967743837,-1.0,-1.0461290322580663,0,0,-1,-1,1,1,1,1,True
EURUSD,2025-05-27 00:00:00,1,3.43076923076918,-1.0,-1.0733333333333288,0,0,-1,-1,0,1,1,1,True
EURUSD,2025-05-27 12:00:00,-1,0.6886120996441404,0.6886120996441404,0.6631672597864889,1,0,-1,-1,0,1,1,1,True
EURUSD,2025-05-30 12:00:00,-1,3.2930367504834535,-1.0,-1.0276595744680845,0,0,0,-1,0,1,1,1,True
EURUSD,2025-05-31 00:00:00,1,3.0272727272727034,3.0272727272727034,2.9839393939393712,1,0,0,-1,0,1,1,-1,True
EURUSD,2025-06-03 12:00:00,-1,1.1625000000000247,-0.43593749999997894,-0.4582812499999791,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-04 12:00:00,-1,1.881048387096713,-1.0,-1.0576612903225797,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-06-05 12:00:00,-1,9.51724137931097,-1.0,-1.164367816091968,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-06-06 12:00:00,1,17.55000000000208,-1.0,-1.2042857142857368,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-09 12:00:00,-1,4.08904109589039,-1.0,-1.0652968036529706,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-06-10 00:00:00,1,1.7531486146096205,-1.0,-1.036020151133503,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-10 12:00:00,-1,10.223076923075979,-1.0,-1.2199999999999867,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-11 12:00:00,1,1.7527472527471892,1.7527472527471892,1.7003663003662393,1,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-13 00:00:00,-1,7.189427312775398,1.5726872246696397,1.5096916299559833,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-17 00:00:00,-1,1.5342577487764981,0.7487765089722866,0.7254486133768542,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-17 12:00:00,1,5.087628865979848,-1.0,-1.073711340206192,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-06-18 00:00:00,-1,0.47755102040816355,0.01938775510205448,0.004795918367360647,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-06-19 00:00:00,-1,1.1817343173431767,-1.0,-1.0263837638376385,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-06-19 12:00:00,1,2.974212034383976,0.4527220630372894,0.41174785100290534,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-06-21 00:00:00,-1,1.5,1.5,1.4427999999999988,1,1,1,1,-1,-1,-1,1,True
EURUSD,2025-06-25 00:00:00,-1,2.1435810810812037,-1.0,-1.0483108108108132,0,0,0,-1,-1,-1,-1,1,True
EURUSD,2025-06-28 00:00:00,-1,1.7188328912467732,-1.0,-1.0379310344827604,0,0,0,-1,-1,-1,-1,1,True
EURUSD,2025-07-01 00:00:00,1,0.7442893401015137,-0.46827411167511673,-0.4864213197969439,0,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-07-02 00:00:00,1,2.135535307516957,-1.0,-1.0325740318906598,0,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-07-03 12:00:00,-1,3.3260869565214874,-0.027667984189727483,-0.08418972332015906,0,1,1,1,0,-1,-1,-1,True
EURUSD,2025-07-05 00:00:00,-1,2.8538961038957327,-1.0,-1.092857142857137,0,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-07-07 12:00:00,-1,0.5856672158155014,0.5856672158155014,0.562108731466242,1,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-07-08 00:00:00,1,2.063636363636332,-1.0,-1.0288888888888887,0,-1,-1,-1,0,-1,-1,-1,True
EURUSD,2025-07-08 12:00:00,-1,2.0312499999999982,-0.5624999999999711,-0.5956018518518222,0,-1,-1,-1,0,-1,-1,-1,True
EURUSD,2025-07-09 00:00:00,1,1.6102941176470171,-0.25490196078434574,-0.28995098039218814,0,1,1,1,0,-1,-1,-1,True
EURUSD,2025-07-10 12:00:00,-1,1.914473684210434,0.636842105263177,0.5992105263158088,0,1,1,1,0,-1,-1,1,True
EURUSD,2025-07-12 00:00:00,-1,2.108391608391539,-0.1398601398601203,-0.18986013986011882,0,-1,-1,-1,0,-1,-1,-1,True
EURUSD,2025-07-14 12:00:00,1,1.7210982658959892,-1.0,-1.041329479768786,0,1,1,1,0,-1,-1,-1,True
EURUSD,2025-07-17 00:00:00,1,0.5609589041095637,-1.0,-1.0195890410958908,0,-1,-1,-1,0,-1,-1,1,True
EURUSD,2025-07-18 00:00:00,1,1.6977739726027403,0.8544520547945192,0.8299657534246565,0,1,1,1,0,-1,-1,-1,True
EURUSD,2025-07-19 00:00:00,-1,1.0579567779960573,-1.0,-1.0280943025540272,0,1,1,1,0,-1,-1,1,True
EURUSD,2025-07-21 12:00:00,1,1.5423728813559385,1.5423728813559385,1.515442561205279,1,-1,-1,-1,0,0,-1,1,True
EURUSD,2025-07-23 00:00:00,1,0.7042372881355758,0.7042372881355758,0.6799999999999827,1,-1,-1,-1,0,0,-1,1,True
EURUSD,2025-07-24 00:00:00,1,0.716346153846147,-0.8669871794871626,-0.8899038461538292,0,-1,-1,-1,0,0,-1,1,True
EURUSD,2025-07-24 12:00:00,-1,4.21487603305817,-1.0,-1.0590909090909124,0,-1,-1,-1,0,0,-1,1,True
EURUSD,2025-07-25 00:00:00,-1,1.60964912280699,1.60964912280699,1.5678362573099138,1,-1,-1,-1,0,0,-1,-1,True
EURUSD,2025-07-26 00:00:00,1,2.025815217391414,-1.0,-1.0388586956521748,0,-1,-1,-1,0,0,-1,-1,True
EURUSD,2025-07-28 12:00:00,-1,0.5558823529411786,0.5558823529411786,0.5438655462184896,1,1,1,1,0,0,-1,-1,True
EURUSD,2025-07-30 00:00:00,1,3.4150943396227826,-1.0,-1.04496855345912,0,1,1,1,0,0,-1,-1,True
EURUSD,2025-07-30 12:00:00,-1,1.5000000000000533,1.5000000000000533,1.4657074340528093,1,1,1,1,0,0,-1,-1,True
EURUSD,2025-08-01 00:00:00,1,5.028301886792499,-1.0,-1.0899371069182402,0,1,1,1,0,0,-1,-1,True
EURUSD,2025-08-02 00:00:00,1,0.35326370757180847,-0.2464751958224573,-0.25394255874673927,0,1,1,1,0,0,-1,1,True
EURUSD,2025-08-07 12:00:00,-1,1.8909426987061224,-0.01663585951939462,-0.04306839186689966,0,0,1,1,0,0,-1,1,True
EURUSD,2025-08-08 00:00:00,1,1.4659090909090366,-0.8015151515151345,-0.8231818181818007,0,0,1,1,0,0,-1,1,True
EURUSD,2025-08-08 12:00:00,-1,2.8436619718309073,0.8056338028168255,0.7653521126759824,0,0,1,1,0,0,-1,1,True
EURUSD,2025-08-11 12:00:00,-1,1.0042643923241217,-1.0,-1.0304904051172703,0,0,0,1,0,0,-1,-1,True
EURUSD,2025-08-18 12:00:00,1,16.986486486488197,-1.0,-1.3864864864865059,0,-1,-1,-1,0,0,-1,1,True
EURUSD,2025-08-19 12:00:00,1,0.9096774193548208,-1.0,-1.0307526881720428,0,-1,-1,-1,0,0,-1,-1,True
EURUSD,2025-08-20 12:00:00,1,3.604591836734701,-1.0,-1.0729591836734709,0,-1,-1,-1,0,0,-1,-1,True
EURUSD,2025-08-21 00:00:00,-1,2.318777292576582,2.318777292576582,2.256331877729418,1,1,1,1,0,0,-1,1,True
EURUSD,2025-08-22 12:00:00,1,3.8511627906976353,3.8511627906976353,3.7846511627906616,1,1,1,1,0,0,-1,-1,True
EURUSD,2025-08-26 12:00:00,1,3.084302325581344,-1.0,-1.0277131782945734,0,0,0,0,-1,-1,-1,-1,True
EURUSD,2025-08-27 00:00:00,-1,3.084507042253607,-1.0,-1.050352112676057,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-08-29 12:00:00,1,8.68656716418001,-1.0,-1.2134328358209119,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-08-30 00:00:00,-1,1.9448669201522348,-1.0,-1.0543726235741464,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-09-03 00:00:00,1,6.892500000000073,-1.0,-1.0715,0,0,0,0,1,1,1,-1,True
EURUSD,2025-09-03 12:00:00,1,2.406896551724091,0.09885057471262595,0.06597701149423572,0,0,0,0,1,1,1,-1,True
EURUSD,2025-09-04 00:00:00,-1,3.9976415094342608,-1.0,-1.0674528301886825,0,1,1,1,1,1,1,1,True
EURUSD,2025-09-05 00:00:00,1,1.6895910780669539,1.6895910780669539,1.6364312267658403,1,1,1,1,1,1,1,-1,True
EURUSD,2025-09-09 12:00:00,-1,1.9788918205804549,1.10554089709755,1.0678100263851507,0,0,0,0,-1,-1,-1,1,True
EURUSD,2025-09-10 12:00:00,1,4.418918918918742,-1.0,-1.0644144144144112,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-11 00:00:00,-1,1.9148936170212716,-1.0,-1.0507092198581551,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-09-12 00:00:00,1,0.5128378378378472,0.4513513513513767,0.432027027027052,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-09-12 12:00:00,-1,4.948863636363721,-1.0,-1.0541666666666671,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-09-13 00:00:00,1,1.8229166666665992,1.8229166666665992,1.7732638888888252,1,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-09-16 00:00:00,-1,6.0775862068960995,-1.0,-1.1232758620689602,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-09-18 00:00:00,-1,0.6433155080214036,0.6433155080214036,0.6280213903743447,1,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-18 12:00:00,1,3.6884700665187764,-1.0,-1.0317073170731705,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-19 00:00:00,1,2.622107969151645,-1.0,-1.036760925449872,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-20 00:00:00,1,7.260504201680508,-1.0,-1.1201680672268883,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-22 12:00:00,1,1.135838150289008,0.5992292870905451,0.5716763005780212,0,0,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-09-23 12:00:00,-1,2.178445229681807,2.178445229681807,2.12791519434612,1,1,1,1,-1,-1,-1,1,True
EURUSD,2025-09-30 00:00:00,-1,1.8075313807530013,-1.0,-1.0598326359832608,0,0,0,0,-1,-1,-1,1,True
EURUSD,2025-09-30 12:00:00,-1,2.7692307692306377,-1.0,-1.0733333333333288,0,0,0,0,-1,-1,-1,1,True
EURUSD,2025-10-01 12:00:00,-1,1.5271493212669447,0.2692307692307692,0.2368778280542993,0,-1,-1,-1,-1,-1,-1,1,True
EURUSD,2025-10-02 00:00:00,1,5.445086705202273,-1.0,-1.0826589595375717,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-10-03 00:00:00,-1,1.52654867256648,-1.0,-1.0421828908554571,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-10-04 00:00:00,-1,2.138755980861308,2.138755980861308,2.0703349282297263,1,1,1,1,-1,-1,-1,1,True
EURUSD,2025-10-09 00:00:00,1,2.3013029315959552,-1.0,-1.0465798045602586,0,1,1,1,0,-1,-1,-1,True
EURUSD,2025-10-09 12:00:00,-1,1.9387186629526156,1.9387186629526156,1.8988857938718355,1,1,1,1,0,-1,-1,-1,True
EURUSD,2025-10-11 00:00:00,1,0.7889087656529187,-1.0,-1.0255813953488373,0,1,1,1,0,-1,-1,1,True
EURUSD,2025-10-14 00:00:00,1,11.50000000000066,-1.0,-1.170238095238105,0,1,1,1,0,0,0,-1,True
EURUSD,2025-10-14 12:00:00,-1,0.7841726618705277,-1.0,-1.0342925659472422,0,1,1,1,0,0,0,-1,True
EURUSD,2025-10-17 12:00:00,-1,1.7413793103447712,0.7862068965517055,0.7533333333333153,0,0,1,1,0,0,0,1,True
EURUSD,2025-10-20 12:00:00,1,4.575000000000499,-1.0,-1.1191666666666797,0,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-10-23 00:00:00,-1,3.2647058823526383,-1.0,-1.0934640522875798,0,1,1,1,0,0,0,1,True
EURUSD,2025-10-24 12:00:00,-1,4.046511627907109,-1.0,-1.1108527131782935,0,1,1,1,0,0,0,1,True
EURUSD,2025-10-25 00:00:00,-1,1.8080357142856478,-1.0,-1.063839285714285,0,1,1,1,0,0,0,1,True
EURUSD,2025-10-27 12:00:00,1,0.7787234042552938,0.7787234042552938,0.7178723404255085,1,1,1,1,0,0,0,1,True
EURUSD,2025-10-28 12:00:00,-1,1.4837545126354326,-1.0,-1.0516245487364633,0,0,0,1,0,0,0,1,True
EURUSD,2025-10-29 00:00:00,-1,3.4825174825173684,3.4825174825173684,3.3825174825173714,1,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-10-29 12:00:00,1,4.253289473684268,-1.0,-1.0940789473684231,0,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-10-30 00:00:00,-1,1.0388888888888552,1.0388888888888552,1.0124074074073741,1,0,0,1,0,0,0,-1,True
EURUSD,2025-10-31 00:00:00,1,4.75375939849637,-1.0,-1.053759398496243,0,0,0,1,0,0,0,-1,True
EURUSD,2025-11-04 00:00:00,1,3.750000000000497,-1.0,-1.106716417910456,0,0,0,1,0,0,0,-1,True
EURUSD,2025-11-05 12:00:00,-1,3.680412371134417,-1.0,-1.147422680412384,0,0,0,0,0,0,0,-1,True
EURUSD,2025-11-06 00:00:00,1,1.2222222222222863,1.2222222222222863,1.1692592592593218,1,1,1,1,0,0,0,1,True
EURUSD,2025-11-10 12:00:00,1,2.748768472906396,-1.0,-1.0704433497536954,0,0,0,0,1,1,1,1,True
EURUSD,2025-11-11 00:00:00,1,3.846153846153835,1.4423076923075993,1.350641025640933,0,0,0,0,1,1,1,-1,True
EURUSD,2025-11-12 12:00:00,1,4.270992366411756,-1.0,-1.1091603053434995,0,0,0,0,1,1,1,1,True
EURUSD,2025-11-13 00:00:00,1,1.2187499999999687,1.2187499999999687,1.1690972222221907,1,0,0,0,1,1,1,1,True
EURUSD,2025-11-14 00:00:00,-1,3.2316602316603893,1.0849420849421312,1.0297297297297732,0,0,0,0,1,1,1,1,True
EURUSD,2025-11-15 00:00:00,-1,1.635989010989053,0.766483516483564,0.7271978021978484,0,0,0,0,1,1,1,-1,True
EURUSD,2025-11-18 12:00:00,-1,1.5906976744186878,-1.0,-1.0665116279069806,0,0,0,0,1,1,1,-1,True
EURUSD,2025-11-19 00:00:00,-1,1.4619565217390837,1.4619565217390837,1.410144927536187,1,0,0,0,1,1,1,-1,True
EURUSD,2025-11-19 12:00:00,1,2.6560975609757205,-1.0,-1.0697560975609794,0,0,0,0,1,1,1,-1,True
EURUSD,2025-11-21 00:00:00,-1,2.6545454545454645,-1.0,-1.0866666666666704,0,1,1,1,1,1,1,-1,True
EURUSD,2025-11-21 12:00:00,-1,1.5643776824033535,-0.3175965665236295,-0.3482832618025987,0,1,1,1,1,1,1,-1,True
EURUSD,2025-11-22 00:00:00,1,2.9329268292681276,0.9227642276422258,0.8646341463414158,0,1,1,1,1,1,1,-1,True
EURUSD,2025-11-25 00:00:00,-1,2.2376237623762485,-1.0,-1.0471947194719458,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-11-26 12:00:00,-1,4.195852534562165,-1.0,-1.0658986175115206,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-11-27 00:00:00,1,0.8939670932358652,-0.5429616087751354,-0.5691042047531982,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-11-27 12:00:00,-1,3.0274725274726273,-0.6556776556776646,-0.7080586080586189,0,-1,-1,-1,1,1,1,1,True
EURUSD,2025-11-28 12:00:00,-1,0.8615160349854236,-1.0,-1.0416909620991248,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-11-29 00:00:00,-1,6.8823529411763555,-1.0,-1.1401960784313696,0,-1,-1,-1,1,1,1,-1,True
EURUSD,2025-12-02 00:00:00,-1,1.4078947368421573,-1.0,-1.0313596491228076,0,-1,-1,-1,0,1,1,1,True
EURUSD,2025-12-02 12:00:00,1,5.176691729322956,-1.0,-1.107518796992477,0,-1,-1,-1,0,1,1,1,True
EURUSD,2025-12-03 00:00:00,1,0.7256756756757416,0.7256756756757416,0.6870270270270934,1,-1,-1,-1,0,1,1,1,True
EURUSD,2025-12-04 12:00:00,1,1.2747252747252729,-1.0,-1.05238095238095,0,-1,-1,-1,0,1,1,1,True
EURUSD,2025-12-08 12:00:00,-1,2.229166666666506,1.0833333333332562,1.0171296296295576,0,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-12-09 00:00:00,1,1.991803278688562,-1.0,-1.0586065573770493,0,-1,-1,-1,0,0,0,1,True
EURUSD,2025-12-10 12:00:00,-1,1.9446902654868528,-1.0,-1.0632743362831878,0,1,1,1,0,0,0,-1,True
EURUSD,2025-12-13 00:00:00,-1,3.5643564356427655,-1.0,-1.1415841584158168,0,0,-1,-1,0,0,0,-1,True
EURUSD,2025-12-17 00:00:00,-1,0.5392335766423502,0.5392335766423502,0.5131386861314009,1,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-12-18 00:00:00,-1,4.454819277108606,-1.0,-1.0861445783132533,0,1,1,1,0,0,0,-1,True
EURUSD,2025-12-19 00:00:00,-1,1.2795275590551523,-0.24146981627298256,-0.279002624671934,0,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-12-20 00:00:00,-1,1.3905109489051606,-1.0,-1.0521897810218985,0,-1,-1,-1,0,0,0,-1,True
EURUSD,2025-12-22 12:00:00,-1,11.124999999998959,-1.0,-1.2979166666666444,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2025-12-24 00:00:00,-1,7.499999999999704,-1.0,-1.1906666666666594,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-12-24 12:00:00,-1,3.7894736842107495,0.9342105263157953,0.8401315789473721,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-12-26 12:00:00,-1,2.1894409937888066,-1.0,-1.0888198757763914,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-12-27 00:00:00,-1,1.4265734265735244,-0.2762237762237358,-0.3262237762237382,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2025-12-29 12:00:00,1,4.424369747898946,-1.0,-1.1201680672268883,0,0,0,-1,-1,-1,-1,-1,True
EURUSD,2025-12-30 00:00:00,1,2.312227074235927,-1.0,-1.0624454148471643,0,1,1,1,-1,-1,-1,1,True
EURUSD,2025-12-31 12:00:00,1,1.3621323529412037,-1.0,-1.052573529411768,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-01 00:00:00,-1,3.1751824817515018,-1.0,-1.1043795620437886,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-02 12:00:00,-1,1.36046511627911,1.36046511627911,1.3272093023256213,1,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-06 00:00:00,1,1.0494604316546408,-0.44064748201439913,-0.46636690647483076,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-06 12:00:00,-1,2.8528610354222894,0.784741144414154,0.7457765667574789,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-07 12:00:00,1,3.0823170731710072,-1.0,-1.0871951219512268,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-01-08 00:00:00,1,11.137500000000916,-1.0,-1.3575000000000395,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-01-08 12:00:00,1,4.397727272727359,-1.0,-1.1625000000000014,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-01-09 12:00:00,1,5.6774193548380625,-1.0,-1.1537634408601989,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-10 00:00:00,-1,1.093137254901916,-1.0,-1.0467320261437898,0,1,1,1,-1,-1,-1,-1,True
EURUSD,2026-01-13 00:00:00,-1,3.573954983922887,0.6752411575562788,0.6292604501607796,0,0,1,1,0,-1,-1,1,True
EURUSD,2026-01-13 12:00:00,1,3.6081081081083717,-1.0,-1.0966216216216265,0,0,1,1,0,-1,-1,1,True
EURUSD,2026-01-14 00:00:00,-1,0.8637640449437388,0.28089887640446287,0.24073033707862027,0,0,1,1,0,-1,-1,-1,True
EURUSD,2026-01-15 00:00:00,-1,1.9789156626507318,1.9789156626507318,1.8927710843374785,1,0,1,1,0,-1,-1,1,True
EURUSD,2026-01-17 00:00:00,-1,0.9752321981423906,-1.0,-1.0442724458204324,0,0,1,1,0,-1,-1,-1,True
EURUSD,2026-01-20 00:00:00,-1,5.8882978723392405,-1.0,-1.1521276595744416,0,0,0,1,1,1,1,1,True
EURUSD,2026-01-21 00:00:00,-1,3.8181818181819485,0.5909090909091054,0.5566985645933147,0,0,0,1,1,1,1,1,True
EURUSD,2026-01-21 12:00:00,1,6.767441860464972,-1.0,-1.1108527131782935,0,0,0,1,1,1,1,1,True
EURUSD,2026-01-22 00:00:00,-1,0.7051282051281946,-1.0,-1.020370370370371,0,0,0,1,1,1,1,-1,True
EURUSD,2026-01-27 00:00:00,-1,1.812688821752309,-1.0,-1.04320241691843,0,0,0,0,0,0,0,1,True
EURUSD,2026-01-29 00:00:00,1,1.1280846063454537,-1.0,-1.016803760282021,0,0,0,0,0,0,0,-1,True
EURUSD,2026-01-29 12:00:00,-1,2.6522177419354045,1.7399193548386662,1.7110887096773764,0,0,0,0,0,0,0,-1,True
EURUSD,2026-01-30 00:00:00,1,1.4268292682927437,-1.0,-1.0232520325203256,0,0,0,0,0,0,0,-1,True
EURUSD,2026-01-30 12:00:00,1,1.8985239852398428,-1.0,-1.0263837638376385,0,0,0,0,0,0,0,-1,True
EURUSD,2026-02-02 12:00:00,1,6.632911392405186,-1.0,-1.0603375527426164,0,0,0,0,-1,-1,-1,-1,True
EURUSD,2026-02-04 00:00:00,-1,4.714285714286477,-1.0,-1.107518796992495,0,0,0,0,-1,-1,-1,1,True
EURUSD,2026-02-04 12:00:00,-1,2.652173913043597,1.1630434782608994,1.1112318840579984,0,0,0,0,-1,-1,-1,1,True
EURUSD,2026-02-05 12:00:00,1,4.116541353383903,-1.0,-1.107518796992495,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-06 00:00:00,-1,0.9449339207048273,-1.0,-1.0314977973568282,0,0,0,0,-1,-1,-1,-1,True
EURUSD,2026-02-06 12:00:00,1,2.8597560975608767,2.8597560975608767,2.801626016260067,1,0,0,0,-1,-1,-1,-1,True
EURUSD,2026-02-11 00:00:00,-1,0.8545232273838304,0.8545232273838304,0.8195599022004556,1,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-11 12:00:00,1,2.869863013698685,-1.0,-1.0652968036529706,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-13 00:00:00,-1,2.5673076923076503,0.3365384615384112,0.2677884615384139,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-13 12:00:00,1,4.370689655172146,-1.0,-1.1232758620689602,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-14 00:00:00,-1,2.08115183246068,1.1727748691099098,1.097905759162269,0,-1,-1,-1,-1,-1,-1,-1,True
EURUSD,2026-02-18 00:00:00,-1,6.340909090910375,6.340909090910375,6.12424242424367,1,1,1,1,-1,-1,-1,1,True
EURUSD,2026-02-23 12:00:00,-1,1.6175257731958446,0.24123711340208462,0.21175257731961053,0,1,1,1,1,1,1,1,True
EURUSD,2026-02-24 00:00:00,1,4.337837837838028,-1.0,-1.0772972972973012,0,-1,-1,-1,1,1,1,1,True
EURUSD,2026-02-24 12:00:00,1,4.248000000000031,-1.0,-1.1144000000000025,0,-1,-1,-1,1,1,1,1,True
