i,alcista,d,vuelve,base,r3,velas
18,True,0.8187615264895096,1.0,0.836321881315451,2.910543130990632,5.0
19,True,0.46297857665699893,1.0,0.9026639720742238,0.6630076838639056,1.0
42,False,0.13998046571976128,1.0,0.9741686569906302,0.641269841269817,3.0
44,False,0.3535839107262134,1.0,0.9404005144221936,0.6444444444444893,1.0
46,True,0.3983755544006899,1.0,0.9153959213668933,0.4246031746031524,2.0
49,False,0.8767355856922919,1.0,0.8555392246922653,2.7175572519084685,2.0
50,False,0.07842968133441525,1.0,0.9828219731765571,0.6306179775280689,1.0
52,True,1.887839705477709,0.0,0.6553187580378468,2.1420233463035974,
53,True,2.257367064157068,0.0,0.5998346500091861,1.911898274296073,
54,True,2.8970767815562986,0.0,0.5162961602057689,1.0052256532066353,
55,True,0.482790054269943,1.0,0.8985669667462797,0.3331758034026574,13.0
56,True,1.7011893294894624,1.0,0.6848429175087267,2.1319148936169947,12.0
57,True,1.2625071872052334,1.0,0.7568987690611795,0.9407850964736982,10.0
58,True,0.7668866103060824,1.0,0.8454712474738195,0.6471004243281272,4.0
62,False,0.468612286296782,1.0,0.9214587543634025,1.142653352353711,2.0
66,False,0.13284631432265198,1.0,0.9751607569355135,0.6023622047244074,1.0
68,False,1.3483731200922773,1.0,0.7851185008267499,0.8173862310384987,8.0
69,False,0.44470150940315234,1.0,0.9255373874701451,0.5810135617416139,2.0
76,True,0.797936819137545,1.0,0.8400881866617674,0.8223684210526414,4.0
77,True,0.5628199437066983,1.0,0.8831343009369833,0.6009999999999763,3.0
81,False,1.021462497194703,1.0,0.8333639537020026,0.6084311169056874,3.0
82,False,0.40187870914172336,1.0,0.9331251148263825,0.6535714285714026,1.0
84,True,1.432743459095806,1.0,0.7281462428807643,0.9960291197882534,2.0
88,False,0.46992681042011125,1.0,0.9212934043725887,0.6533477321814127,1.0
95,True,0.0054342618532758485,1.0,0.9895829505787249,0.33738938053094464,1.0
101,True,0.48369471293672606,1.0,0.8984383611978688,0.5055165496489533,1.0
105,True,0.3908165938808633,0.0,0.9166636046297998,0.7516556291390714,
106,True,0.6596468367442762,0.0,0.8648723130626492,1.1101321585903092,
107,True,0.26828692515836716,0.0,0.9405291199706044,0.6011904761905202,
109,True,1.013368116578775,0.0,0.8002755833180232,1.3205673758865681,
110,True,2.5614165395486075,0.0,0.5587543634025354,2.150375939849635,
111,True,1.082258857918693,1.0,0.788131545103803,0.45004995004996134,3.0
117,True,0.8502160511319939,0.0,0.8298732316737094,2.5987261146497405,
122,True,0.1328826628854797,1.0,0.967095351828036,0.37515527950309485,5.0
123,True,0.5449696792999285,1.0,0.8862575785412456,2.0364238410594946,4.0
124,True,0.2908146977159909,1.0,0.9364504868638619,1.1414634146342109,2.0
128,False,0.281728239959194,1.0,0.9512033804887011,0.8247933884297663,1.0
130,True,0.9973955652067261,1.0,0.8036744442403086,1.2503113325030777,7.0
131,True,0.8310984504744455,1.0,0.8338416314532426,0.7001992031872735,6.0
132,True,0.8356182389039569,1.0,0.8329597648355687,0.8591749644380927,1.0
138,False,0.3415988524938694,1.0,0.9421458754363402,0.36450457620373977,1.0
140,True,0.6414490167159485,1.0,0.8686937350725703,0.6904176904176879,14.0
