RA,nA,RB,nB,RC,nC,rgo,lado,anio
2.0,1.751243781094517,2.0,1.751243781094517,1.6,1.351243781094517,6.029999999999745,-1,2023
2.0,1.751243781094517,2.0,1.751243781094517,1.6,1.351243781094517,6.029999999999745,-1,2023
2.0,1.491525423728782,0.0,-0.5084745762712178,0.0,-0.5084745762712178,2.949999999999818,-1,2023
2.0,1.6368038740919393,2.0,1.6368038740919393,1.6,1.2368038740919394,4.1299999999992,1,2023
-1.0,-1.2970297029702864,0.0,-0.29702970297028636,0.0,-0.29702970297028636,5.050000000000182,1,2023
-1.0,-2.304347826087369,-1.0,-2.304347826087369,-1.0,-2.304347826087369,1.1499999999996362,1,2023
-1.0,-1.4746835443038193,-1.0,-1.4746835443038193,-1.0,-1.4746835443038193,3.1599999999998545,1,2023
-1.0,-1.3703703703703538,-1.0,-1.3703703703703538,-1.0,-1.3703703703703538,4.050000000000182,1,2023
-1.0,-1.376884422110594,-1.0,-1.376884422110594,-1.0,-1.376884422110594,3.9799999999995634,1,2023
-1.0,-1.376884422110594,-1.0,-1.376884422110594,-1.0,-1.376884422110594,3.9799999999995634,1,2023
-1.0,-1.3363228699551541,0.0,-0.3363228699551542,0.0,-0.3363228699551542,4.460000000000036,1,2023
-1.0,-1.3363228699551541,0.0,-0.3363228699551542,0.0,-0.3363228699551542,4.460000000000036,1,2023
2.0,1.264705882352928,2.0,1.264705882352928,2.0,1.264705882352928,2.0399999999999636,1,2023
2.0,0.5,2.0,0.5,2.13799999999992,0.63799999999992,1.0,-1,2023
2.0,1.6385542168674383,2.0,1.6385542168674383,1.6,1.2385542168674384,4.149999999999636,1,2023
2.0,0.5,2.0,0.5,1.6,0.10000000000000009,1.0,-1,2023
2.0,0.5,2.0,0.5,1.6,0.10000000000000009,1.0,-1,2023
-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,1.5300000000006548,1,2023
-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,1.5300000000006548,1,2023
-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,1.5300000000006548,1,2023
-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,-1.0,-1.9803921568623255,1.5300000000006548,1,2023
-1.0,-1.746268656716337,0.0,-0.7462686567163369,0.0,-0.7462686567163369,2.0100000000002183,1,2023
-1.0,-1.746268656716337,0.0,-0.7462686567163369,0.0,-0.7462686567163369,2.0100000000002183,1,2023
2.0,0.5148514851488357,2.0,0.5148514851488357,1.6,0.11485148514883581,1.0100000000002183,-1,2023
-1.0,-1.8021390374332018,-1.0,-1.8021390374332018,-1.0,-1.8021390374332018,1.8699999999998909,1,2023
-1.0,-2.304347826087369,-1.0,-2.304347826087369,-1.0,-2.304347826087369,1.1499999999996362,-1,2023
-1.0,-2.4563106796120104,-1.0,-2.4563106796120104,-1.0,-2.4563106796120104,1.0299999999997453,1,2023
2.0,1.2682926829268943,2.0,1.2682926829268943,1.6,0.8682926829268943,2.050000000000182,1,2023
-1.0,-1.7317073170731057,0.0,-0.7317073170731058,0.0,-0.7317073170731058,2.050000000000182,1,2023
2.0,1.5238095238094689,2.0,1.5238095238094689,1.6,1.123809523809469,3.149999999999636,-1,2023
2.0,1.701195219123532,2.0,1.701195219123532,2.0,1.701195219123532,5.020000000000437,-1,2023
-1.0,-1.735294117647072,-1.0,-1.735294117647072,-1.0,-1.735294117647072,2.0399999999999636,1,2023
-1.0,-1.735294117647072,-1.0,-1.735294117647072,-1.0,-1.735294117647072,2.0399999999999636,1,2023
2.0,1.4949494949495383,2.0,1.4949494949495383,1.6,1.0949494949495384,2.9700000000002547,1,2023
2.0,1.4949494949495383,2.0,1.4949494949495383,1.6,1.0949494949495384,2.9700000000002547,1,2023
2.0,1.4949494949495383,2.0,1.4949494949495383,1.6,1.0949494949495384,2.9700000000002547,1,2023
2.0,1.3055555555555087,2.0,1.3055555555555087,1.6,0.9055555555555088,2.1599999999998545,1,2023
-1.0,-2.4423076923077427,-1.0,-2.4423076923077427,-1.0,-2.4423076923077427,1.0399999999999636,-1,2023
-1.0,-2.4423076923077427,-1.0,-2.4423076923077427,-1.0,-2.4423076923077427,1.0399999999999636,-1,2023
-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,3.0299999999997453,-1,2023
-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,3.0299999999997453,-1,2023
-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,-1.0,-1.4950495049505368,3.0299999999997453,-1,2023
-1.0,-1.1886792452830233,-1.0,-1.1886792452830233,-1.0,-1.1886792452830233,7.949999999999818,-1,2023
2.0,0.5,2.0,0.5,1.6,0.10000000000000009,1.0,1,2023
2.0,1.25,2.0,1.25,1.6,0.8500000000000001,2.0,-1,2023
2.0,1.25,2.0,1.25,1.6,0.8500000000000001,2.0,-1,2023
2.0,0.5148514851474986,2.0,0.5148514851474986,1.6,0.11485148514749866,1.0099999999993088,1,2023
2.0,0.5148514851474986,2.0,0.5148514851474986,1.6,0.11485148514749866,1.0099999999993088,1,2023
-1.0,-1.75,-1.0,-1.75,-1.0,-1.75,2.0,-1,2023
-1.0,-1.75,-1.0,-1.75,-1.0,-1.75,2.0,-1,2023
-1.0,-1.735294117647072,0.0,-0.735294117647072,0.0,-0.735294117647072,2.0399999999999636,1,2023
-1.0,-1.735294117647072,0.0,-0.735294117647072,0.0,-0.735294117647072,2.0399999999999636,1,2023
2.0,1.25,0.0,-0.75,0.0,-0.75,2.0,-1,2023
2.0,1.25,0.0,-0.75,0.0,-0.75,2.0,-1,2023
-1.0,-2.485148514851164,0.0,-1.4851485148511643,0.0,-1.4851485148511643,1.0100000000002183,-1,2023
-1.0,-2.485148514851164,0.0,-1.4851485148511643,0.0,-1.4851485148511643,1.0100000000002183,-1,2023
-1.0,-1.742574257425582,-1.0,-1.742574257425582,-1.0,-1.742574257425582,2.0200000000004366,1,2023
-1.0,-1.742574257425582,-1.0,-1.742574257425582,-1.0,-1.742574257425582,2.0200000000004366,1,2023
2.0,0.6956521739126309,2.0,0.6956521739126309,1.6,0.295652173912631,1.1499999999996362,-1,2023
2.0,0.6956521739126309,2.0,0.6956521739126309,1.6,0.295652173912631,1.1499999999996362,-1,2023
2.0,1.253731343283663,0.0,-0.7462686567163369,0.0,-0.7462686567163369,2.0100000000002183,1,2023
2.0,1.6143958868894925,2.0,1.6143958868894925,2.0,1.6143958868894925,3.8900000000003274,1,2023
2.0,1.7508305647840712,2.0,1.7508305647840712,2.0,1.7508305647840712,6.020000000000437,1,2023
2.0,1.7508305647840712,2.0,1.7508305647840712,2.0,1.7508305647840712,6.020000000000437,1,2023
2.0,1.5033112582782175,2.0,1.5033112582782175,2.0,1.5033112582782175,3.0200000000004366,-1,2023
2.0,1.5033112582782175,2.0,1.5033112582782175,2.0,1.5033112582782175,3.0200000000004366,-1,2023
2.0,1.29577464788736,0.0,-0.7042253521126399,0.0,-0.7042253521126399,2.130000000000109,-1,2023
-1.0,-1.479233226837044,-1.0,-1.479233226837044,-1.0,-1.479233226837044,3.130000000000109,-1,2023
2.0,1.261083743842272,2.0,1.261083743842272,1.6,0.8610837438422719,2.0299999999997453,-1,2023
-1.0,-1.5,-1.0,-1.5,-1.0,-1.5,3.0,1,2023
2.0,1.491525423728782,2.0,1.491525423728782,1.6,1.0915254237287821,2.949999999999818,1,2023
2.0,1.491525423728782,2.0,1.491525423728782,1.6,1.0915254237287821,2.949999999999818,1,2023
2.0,1.491525423728782,2.0,1.491525423728782,1.6,1.0915254237287821,2.949999999999818,1,2023
2.0,1.491525423728782,2.0,1.491525423728782,2.0,1.491525423728782,2.949999999999818,1,2023
-1.0,-1.75,-1.0,-1.75,-1.0,-1.75,2.0,1,2023
-1.0,-1.993377483443565,0.0,-0.993377483443565,0.0,-0.993377483443565,1.5100000000002183,-1,2023
2.0,1.5,0.0,-0.5,0.0,-0.5,3.0,-1,2023
-1.0,-1.3,-1.0,-1.3,-1.0,-1.3,5.0,1,2023
-1.0,-1.3,-1.0,-1.3,-1.0,-1.3,5.0,1,2023
-1.0,-1.3,-1.0,-1.3,-1.0,-1.3,5.0,1,2023
-1.0,-1.4918032786884954,-1.0,-1.4918032786884954,-1.0,-1.4918032786884954,3.050000000000182,-1,2023
2.0,0.4848484848481507,2.0,0.4848484848481507,2.0,0.4848484848481507,0.9899999999997817,1,2023
2.0,0.4848484848481507,2.0,0.4848484848481507,2.0,0.4848484848481507,0.9899999999997817,1,2023
2.0,1.7011952191234778,2.0,1.7011952191234778,2.0,1.7011952191234778,5.019999999999527,1,2023
2.0,1.7011952191234778,2.0,1.7011952191234778,2.0,1.7011952191234778,5.019999999999527,1,2023
2.0,1.7011952191234778,2.0,1.7011952191234778,2.0,1.7011952191234778,5.019999999999527,1,2023
2.0,1.7011952191234778,2.0,1.7011952191234778,2.0,1.7011952191234778,5.019999999999527,1,2023
2.0,1.5016611295681423,2.0,1.5016611295681423,2.0,1.5016611295681423,3.0100000000002183,1,2023
-1.0,-2.293103448276024,-1.0,-2.293103448276024,-1.0,-2.293103448276024,1.1599999999998545,-1,2023
-1.0,-2.3274336283195245,-1.0,-2.3274336283195245,-1.0,-2.3274336283195245,1.1299999999991996,-1,2023
-1.0,-1.5,0.0,-0.5,0.0,-0.5,3.0,-1,2023
-1.0,-1.5,0.0,-0.5,0.0,-0.5,3.0,-1,2023
-1.0,-1.2673796791444008,-1.0,-1.2673796791444008,-1.0,-1.2673796791444008,5.609999999999673,-1,2023
-1.0,-1.2912621359223506,-1.0,-1.2912621359223506,-1.0,-1.2912621359223506,5.149999999999636,-1,2023
2.0,1.6240601503759193,2.0,1.6240601503759193,2.0,1.6240601503759193,3.9899999999997817,1,2023
-1.0,-2.428571428571181,-1.0,-2.428571428571181,-1.0,-2.428571428571181,1.050000000000182,1,2023
-1.0,-2.428571428571181,-1.0,-2.428571428571181,-1.0,-2.428571428571181,1.050000000000182,1,2023
-1.0,-2.428571428571181,-1.0,-2.428571428571181,-1.0,-2.428571428571181,1.050000000000182,1,2023
2.0,1.2574257425740836,2.0,1.2574257425740836,1.6,0.8574257425740837,2.019999999999527,1,2023
-1.0,-2.5151515151518495,-1.0,-2.5151515151518495,-1.0,-2.5151515151518495,0.9899999999997817,-1,2023
-1.0,-2.5151515151518495,-1.0,-2.5151515151518495,-1.0,-2.5151515151518495,0.9899999999997817,-1,2023
2.0,0.5148514851488357,0.0,-1.4851485148511643,0.0,-1.4851485148511643,1.0100000000002183,-1,2023
2.0,1.264705882352928,0.0,-0.735294117647072,0.0,-0.735294117647072,2.0399999999999636,1,2023
-1.0,-1.735294117647072,0.0,-0.735294117647072,0.0,-0.735294117647072,2.0399999999999636,1,2023
2.0,0.6486486486482501,2.0,0.6486486486482501,5.565765765766976,4.214414414415226,1.1099999999996726,-1,2023
-1.0,-1.21802325581395,-1.0,-1.21802325581395,-1.0,-1.21802325581395,6.880000000000109,-1,2023
2.0,1.6240601503759193,2.0,1.6240601503759193,2.0,1.6240601503759193,3.9899999999997817,1,2023
2.0,0.4848484848495427,2.0,0.4848484848495427,1.6,0.08484848484954277,0.9900000000006912,-1,2023
2.0,0.6725663716815442,0.0,-1.3274336283184558,0.0,-1.3274336283184558,1.1300000000001091,-1,2023
2.0,0.6725663716815442,0.0,-1.3274336283184558,0.0,-1.3274336283184558,1.1300000000001091,-1,2023
2.0,0.6725663716815442,0.0,-1.3274336283184558,0.0,-1.3274336283184558,1.1300000000001091,-1,2023
2.0,0.5294117647065117,2.0,0.5294117647065117,2.0,0.5294117647065117,1.0200000000004366,1,2023
2.0,0.5294117647065117,2.0,0.5294117647065117,2.0,0.5294117647065117,1.0200000000004366,1,2023
2.0,0.5294117647065117,2.0,0.5294117647065117,2.0,0.5294117647065117,1.0200000000004366,1,2023
-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,1.0,1,2023
-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,1.0,1,2023
-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,1.0,1,2023
-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,1.0,1,2023
-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,1.0,1,2023
2.0,1.5253164556961807,0.0,-0.4746835443038193,0.0,-0.4746835443038193,3.1599999999998545,-1,2023
2.0,1.5253164556961807,0.0,-0.4746835443038193,0.0,-0.4746835443038193,3.1599999999998545,-1,2023
2.0,1.3023255813952308,2.0,1.3023255813952308,2.0,1.3023255813952308,2.149999999999636,1,2023
2.0,1.3023255813952308,2.0,1.3023255813952308,2.0,1.3023255813952308,2.149999999999636,1,2023
2.0,1.5238095238094689,2.0,1.5238095238094689,2.0,1.5238095238094689,3.149999999999636,1,2023
2.0,0.5,2.0,0.5,2.0,0.5,1.0,-1,2023
-1.0,-1.3731343283582529,-1.0,-1.3731343283582529,-1.0,-1.3731343283582529,4.019999999999527,-1,2023
2.0,1.6259351620947835,0.0,-0.37406483790521655,0.0,-0.37406483790521655,4.010000000000218,-1,2023
-1.0,-1.2097902097902204,-1.0,-1.2097902097902204,-1.0,-1.2097902097902204,7.149999999999636,1,2023
2.0,1.637681159420239,2.0,1.637681159420239,2.0,1.637681159420239,4.139999999999418,-1,2023
-1.0,-1.183823529411768,-1.0,-1.183823529411768,-1.0,-1.183823529411768,8.159999999999854,1,2023
2.0,1.2063492063493437,2.0,1.2063492063493437,2.6010582010580316,1.8074074074073754,1.8900000000003274,-1,2023
-1.0,-1.3605769230769358,-1.0,-1.3605769230769358,-1.0,-1.3605769230769358,4.1599999999998545,-1,2023
2.0,1.2890995260662403,2.0,1.2890995260662403,2.0,1.2890995260662403,2.1099999999996726,-1,2023
-1.0,-1.4966887417217825,0.0,-0.4966887417217825,0.0,-0.4966887417217825,3.0200000000004366,1,2023
-1.0,-1.4823151125402436,-1.0,-1.4823151125402436,-1.0,-1.4823151125402436,3.1099999999996726,-1,2023
2.0,1.257425742574418,0.0,-0.7425742574255821,0.0,-0.7425742574255821,2.0200000000004366,1,2023
-1.0,-1.2446982055464884,-1.0,-1.2446982055464884,-1.0,-1.2446982055464884,6.130000000000109,1,2023
-1.0,-1.2446982055464884,-1.0,-1.2446982055464884,-1.0,-1.2446982055464884,6.130000000000109,1,2023
-1.0,-1.250836120401356,-1.0,-1.250836120401356,-1.0,-1.250836120401356,5.979999999999563,-1,2023
-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,3.149999999999636,-1,2023
-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,3.149999999999636,-1,2023
-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,-1.0,-1.4761904761905311,3.149999999999636,-1,2023
-1.0,-1.501672240802712,-1.0,-1.501672240802712,-1.0,-1.501672240802712,2.9899999999997817,1,2023
-1.0,-1.501672240802712,-1.0,-1.501672240802712,-1.0,-1.501672240802712,2.9899999999997817,1,2023
-1.0,-1.501672240802712,-1.0,-1.501672240802712,-1.0,-1.501672240802712,2.9899999999997817,1,2023
2.0,1.7011952191234778,2.0,1.7011952191234778,2.0,1.7011952191234778,5.019999999999527,-1,2023
2.0,1.4071146245058692,2.0,1.4071146245058692,2.0,1.4071146245058692,2.5299999999997453,1,2023
-1.0,-1.738916256157728,-1.0,-1.738916256157728,-1.0,-1.738916256157728,2.0299999999997453,-1,2023
-1.0,-1.5208333333333135,-1.0,-1.5208333333333135,-1.0,-1.5208333333333135,2.880000000000109,-1,2023
-1.0,-1.5208333333333135,-1.0,-1.5208333333333135,-1.0,-1.5208333333333135,2.880000000000109,-1,2023
-1.0,-1.742574257425582,0.0,-0.7425742574255821,0.0,-0.7425742574255821,2.0200000000004366,1,2023
-1.0,-1.742574257425582,0.0,-0.7425742574255821,0.0,-0.7425742574255821,2.0200000000004366,1,2023
-1.0,-1.742574257425582,0.0,-0.7425742574255821,0.0,-0.7425742574255821,2.0200000000004366,1,2023
-1.0,-1.742574257425582,0.0,-0.7425742574255821,0.0,-0.7425742574255821,2.0200000000004366,1,2023
2.0,1.2574257425740836,2.0,1.2574257425740836,2.4207920792081095,1.678217821782193,2.019999999999527,-1,2023
2.0,1.4932432432432494,2.0,1.4932432432432494,1.6,1.0932432432432495,2.9600000000000364,1,2023
