R,neta,rgo,lado,hfrac,hbar,gana,fvg,pos,anio
-1.0,-1.0387156721040671,38.7440000000006,-1,14,17,False,True,0.9412778227082504,2020
-1.0,-1.0390047039672974,38.45690000000104,-1,14,18,False,True,0.9439853722001469,2020
2.4482758620689515,2.434254300646567,106.97810000000027,1,10,15,True,True,0.05096240973118376,2020
-1.0,-1.0050721376321166,295.7332999999999,1,22,4,False,False,0.16057291351906727,2020
2.4482758620689715,2.439799274404102,176.95799999999963,1,13,18,True,True,0.11128553007792821,2020
-1.0,-1.0096248861055144,155.84599999999955,1,13,19,False,True,0.2725327502756443,2020
2.4482758620689915,2.41085696752292,40.08669999999984,1,7,11,True,False,0.2752849002849008,2020
2.4482758620689054,2.3927540308848845,27.01640000000043,-1,4,7,True,False,0.9493818270954287,2020
-1.0,-1.042910351693243,34.956599999999526,-1,4,8,False,True,0.9446884698018618,2020
-1.0,-1.0326809489676083,45.898300000000745,1,18,21,False,True,0.030657292347939902,2020
-1.0,-1.0567275037629256,26.442199999999502,-1,18,0,False,True,0.979978776087726,2020
-1.0,-1.0443375089413989,33.83139999999912,1,4,10,False,False,0.29587190021284143,2020
-1.0,-1.028404249275692,52.80899999999929,-1,6,16,False,False,0.5084961276153078,2020
2.4482758620689857,2.4179070633776782,49.392799999999625,1,12,17,True,True,0.26415848938023884,2020
2.448275862068913,2.4151766504921333,45.31830000000082,1,9,16,True,False,0.1823726116995435,2020
-1.0,-1.0266990852893383,56.18169999999918,-1,10,15,False,False,0.9369218552142999,2020
-1.0,-1.0280454036387972,53.484700000000885,-1,9,18,False,False,0.6591019111980307,2020
-1.0,-1.0366473982790385,40.930599999999686,-1,9,16,False,False,0.6161518743179115,2020
-1.0,-1.0266125426687767,56.36440000000039,1,21,11,False,False,0.19009910268725547,2020
-1.0,-1.0550971877660718,27.22462000000087,-1,3,9,False,False,0.9369929354202557,2020
-1.0,-1.0533403505527825,28.1213000000007,-1,8,16,False,True,0.9071678716674175,2020
-1.0,-1.0478041940212905,31.377999999998792,-1,10,16,False,False,0.930110361741261,2020
2.448275862068781,2.318576418911734,11.565200000000914,-1,8,13,True,False,0.6233533269802116,2020
-1.0,-1.014357048305725,104.47829999999885,-1,10,16,False,False,0.6924261660457462,2021
-1.0,-1.0223305003371903,67.17270000000099,1,5,9,False,False,0.18379126963435255,2021
-1.0,-1.0439801186407693,34.10631999999896,1,21,5,False,True,0.16313726868530626,2021
-1.0,-1.047633382999075,31.49051999999938,1,21,6,False,True,0.16336572764177784,2021
-1.0,-1.0420248114486796,35.693199999999706,-1,12,15,False,False,0.8532978814649621,2021
-1.0,-1.0687729529730534,21.8109000000004,-1,8,16,False,True,0.8490783070343602,2021
-1.0,-1.0577923328838377,25.954999999999927,-1,12,19,False,True,0.7646550763401301,2021
2.448275862068941,2.4190346823783826,51.29752000000008,-1,3,15,True,True,0.9124489116430775,2021
-1.0,-1.0594612336541065,25.226520000000164,-1,19,2,False,True,0.8412303909778461,2021
-1.0,-1.0672091189332564,22.31840000000011,-1,11,15,False,False,0.7761045468016943,2021
2.448275862068989,2.392520620146994,26.903299999999945,-1,3,10,True,True,0.8615709365626074,2021
2.4482758620689338,2.3975261192009647,29.556800000000294,1,21,4,True,True,0.3892201525571772,2021
2.448275862069043,2.4070935678199024,36.42341999999917,-1,3,17,True,True,0.6053499825400077,2021
2.4482758620690026,2.385266801366073,23.806099999999788,-1,9,18,True,True,0.9308020718202105,2021
-1.0,-1.0717593478510445,20.903200000000652,-1,12,15,False,False,0.942503333968381,2021
-1.0,-1.0933648699116105,16.066000000000713,1,11,18,False,True,0.20249173658784533,2021
-1.0,-1.0992595239513239,15.111899999999878,1,1,9,False,True,0.15494533435036564,2021
-1.0,-1.0834664158964606,17.971299999999246,1,10,14,False,False,0.3293312571709577,2021
2.4482758620690483,2.3948296884231417,28.0656199999994,-1,8,18,True,True,0.8980166346768996,2021
2.448275862069076,2.394329118294528,27.805199999998877,-1,8,19,True,True,0.9012156110044749,2021
-1.0,-1.0273282284202652,54.88829999999871,-1,13,16,False,False,0.6091061894403824,2021
-1.0,-1.0296583359696303,50.57599999999911,-1,10,17,False,False,0.9366067722232077,2021
-1.0,-1.0604536441456673,24.812400000000707,-1,3,7,False,False,0.5812872813386657,2021
2.448275862069023,2.41969425300065,52.481299999999464,-1,9,12,True,True,0.9491176402917408,2021
-1.0,-1.017492690970623,85.75009999999929,1,13,16,False,False,0.2321337144807568,2022
2.448275862068946,2.423843109149232,61.39300000000003,-1,7,16,True,False,0.9488762160348871,2022
2.4482758620689857,2.432653010211116,96.01319999999942,-1,9,14,True,False,0.562651675311168,2022
2.448275862068934,2.4226215926854238,58.46980000000076,1,3,9,True,True,0.4036190816659135,2022
-1.0,-1.0195295971044116,76.8065000000006,-1,4,12,False,False,0.99967349760885,2022
-1.0,-1.0135712586075707,110.52770000000055,1,3,7,False,True,0.0571416823147254,2022
2.448275862068983,2.428205030767264,74.73531999999977,1,16,21,True,False,0.05433864349505247,2022
2.4482758620689955,2.433042629085431,98.46891999999934,1,11,16,True,True,0.04017801335100284,2022
-1.0,-1.030098772130624,49.83591999999953,-1,9,12,False,False,0.8716043370158656,2022
-1.0,-1.0563935215122493,26.598799999999756,1,16,21,False,False,0.27033872837332895,2022
-1.0,-1.0419022504301967,35.797599999999875,1,5,8,False,True,0.05899754659964899,2022
2.4482758620689857,2.417971117558185,49.49719999999979,1,8,14,True,False,0.09124537607891521,2022
-1.0,-1.0353572615565207,42.42410000000018,1,6,11,False,True,0.2033423187415373,2022
2.4482758620689387,2.4352697170989788,115.33010000000104,-1,6,16,True,True,0.9885299396312601,2022
2.448275862068973,2.4324566315796208,94.82129999999961,-1,11,14,True,False,0.5310842870145173,2022
-1.0,-1.0367672291235681,40.797199999999066,-1,3,17,False,False,0.5467721840662425,2023
-1.0,-1.0144550280947928,103.77011999999922,1,16,19,False,True,0.1253970530975277,2023
-1.0,-1.017661125390458,84.9323000000004,-1,19,14,False,False,0.5668949800173821,2023
2.4482758620689244,2.396566202842474,29.008120000000417,1,21,10,True,True,0.4254508828806158,2023
-1.0,-1.0264939496650278,56.61670000000049,-1,2,11,False,True,0.5191668629144094,2023
-1.0,-1.0269775924117432,55.601699999999255,-1,9,16,False,False,0.7075493012297105,2023
-1.0,-1.0703060186639024,21.335300000000643,-1,9,21,False,True,0.7749731619367457,2023
