dia,i,fin,lado,entrada,stop,obj,riesgo,hora,dist_niv,dist_niv_R,sitio,dist_obj,atrae_contra,atrae_favor,cuerpo,cuerpo_pct,mecha_arriba,mecha_abajo,mecha_niv,mecha_niv_R,dentro,exceso,rango_asia,atr,dsem,R,motivo,rr,neto,ts,mecha_rechazo,ac,limpio,R240,M240,R360,M360,min_tp,min_sl,prim_sl,prim_tp
2021-11-17,139694,139703,-1,1.13276,1.13293,1.13242,1.7000000000000348,13,0.8999999999992347,0.5294117647054214,1.0142405063291016,3.4000000000000696,14.0,11.0,0.5000000000010552,0.1250000000002775,0.3249999999999445,0.549999999999778,2.6999999999999247,1.58823529411757,0,1.4999999999987246,63.20000000000103,3.962499999999776,2,-1.0,SL,2.0,-1.705882352941162,2021-11-17,0.3249999999999445,14.0,0,-1.0,SL,-1.0,SL,15.0,1.0,1.0,
2021-11-18,139938,139991,-1,1.13328,1.13406,1.13172,7.800000000000029,9,5.100000000000104,0.6538461538461648,0.7892561983471108,15.600000000000058,inf,0.089743589743608,5.499999999998284,0.7638888888885933,0.152777777777842,0.0833333333335646,1.7000000000000348,0.2179487179487216,1,0.3999999999981796,24.200000000000887,3.537500000000045,3,-1.0,SL,2.0,-1.1538461538461533,2021-11-18,0.152777777777842,99.0,0,-1.0,SL,-1.0,SL,,153.0,153.0,
2021-11-22,140508,140567,1,1.12697,1.1259,1.12896,10.700000000001264,9,4.900000000001015,0.4579439252336856,0.1975806451613282,19.899999999999363,inf,1.3364485981307228,9.900000000000464,0.8999999999999596,0.1000000000000403,0.0,4.999999999999449,0.4672897196260616,1,4.80000000000036,24.800000000000377,4.425000000000123,0,1.8598130841118703,TP,1.8598130841118703,1.7476635514016032,2021-11-22,0.0,99.0,0,1.8598130841118703,TP,1.8598130841118703,TP,150.0,358.0,,150.0
2021-11-23,140795,140855,-1,1.1253,1.12575,1.1243999999999998,4.500000000000615,8,9.099999999999664,2.022222222221872,1.5055555555555302,9.00000000000123,1.5111111111109357,4.977777777777142,0.5999999999994898,0.1052631578946548,0.1228070175438938,0.7719298245614513,12.600000000000389,2.799999999999704,0,9.799999999999809,18.000000000000238,4.870833333333047,1,2.0,TP,2.0,1.7333333333333698,2021-11-23,0.1228070175438938,1.5111111111109357,0,2.0,TP,2.0,TP,3.0,23.0,,3.0
2021-11-24,141114,141143,1,1.12192,1.12136,1.12495,5.60000000000116,11,13.300000000000534,2.3749999999996034,-0.7823529411765882,30.29999999999866,inf,1.1964285714282317,3.2999999999994145,0.8918918918917783,0.0810810810810162,0.0270270270272054,19.900000000001583,3.5535714285709754,0,15.300000000000312,16.999999999998128,5.600000000000049,2,-1.0,SL,5.410714285712927,-1.21428571428567,2021-11-24,0.0270270270272054,99.0,0,-1.0,SL,-1.0,SL,,7.0,7.0,
2021-11-25,141389,141431,-1,1.122,1.12248,1.1210400000000005,4.799999999998139,10,1.900000000001345,0.395833333333767,1.103260869565287,9.599999999996278,7.333333333336109,0.8333333333340273,3.699999999999815,0.9024390243901514,0.0,0.0975609756098485,5.699999999999594,1.187500000000376,0,2.6999999999999247,18.40000000000064,3.395833333333468,3,-1.0,SL,2.0,-1.2500000000000968,2021-11-25,0.0,7.333333333336109,0,-1.0,SL,-1.0,SL,360.0,20.0,20.0,
2021-11-26,141655,141719,-1,1.12314,1.12408,1.12126,9.399999999999409,8,1.7000000000000348,0.1808510638298023,0.9356060606060588,18.799999999998818,inf,0.1914893617022131,4.299999999999304,0.6935483870968377,0.2096774193548329,0.0967741935483293,6.699999999999484,0.7127659574467985,1,2.100000000000435,26.39999999999976,3.9999999999999294,4,-1.0,SL,2.0,-1.127659574468093,2021-11-26,0.2096774193548329,99.0,0,-1.0,SL,-1.0,SL,,10.0,10.0,
2021-11-29,141938,142007,1,1.1266,1.12625,1.13001,3.5000000000007248,8,5.299999999999194,1.5142857142851704,-0.1840277777777502,34.09999999999913,inf,8.714285714283902,0.5000000000010552,0.135135135135427,0.675675675675335,0.1891891891892378,7.800000000000029,2.2285714285709752,0,5.399999999999849,28.799999999999937,3.620833333333462,0,-1.0,SL,9.742857142854875,-1.342857142857072,2021-11-29,0.1891891891892378,99.0,0,-1.0,SL,-1.0,SL,,44.0,44.0,
2021-11-30,142238,142295,-1,1.13324,1.13404,1.1316400000000002,7.999999999999119,9,5.20000000000076,0.6500000000001666,1.1223529411764923,15.999999999998238,inf,4.037500000000527,5.699999999999594,0.9193548387095156,0.0806451612904843,0.0,13.800000000001589,1.7250000000003889,0,10.40000000000152,42.49999999999865,4.83750000000005,1,-1.0,SL,2.0,-1.1500000000000166,2021-11-30,0.0806451612904843,99.0,0,-1.0,SL,-1.0,SL,451.0,18.0,18.0,
2021-12-01,142534,142583,1,1.13071,1.13015,1.13425,5.60000000000116,9,9.1999999999981,1.6428571428564631,-0.3511450381678574,35.39999999999876,12.89285714285448,0.8749999999996035,3.00000000000189,0.5084745762714288,0.4915254237285711,0.0,13.799999999999368,2.464285714285092,0,10.3999999999993,26.200000000000667,8.370833333333124,2,1.0535714285709754,cierre,6.321428571427042,0.8392857142853055,2021-12-01,0.0,12.89285714285448,0,2.321428571427835,cierre,6.321428571427042,TP,328.0,,,328.0
2021-12-02,142805,142871,1,1.13173,1.13122,1.13392,5.099999999997884,8,2.39999999999796,0.4705882352939127,0.0987654320986842,21.900000000001363,1.6274509803926094,7.941176470591744,3.4000000000000696,0.7727272727272957,0.2045454545457871,0.0227272727269171,1.7000000000000348,0.3333333333334785,1,1.0000000000021103,24.29999999999932,2.162500000000012,3,-1.0,SL,4.294117647060872,-1.2352941176471564,2021-12-02,0.0227272727269171,1.6274509803926094,1,-1.0,SL,-1.0,SL,248.0,12.0,12.0,
2021-12-03,143140,143159,-1,1.13113,1.1316,1.13019,4.699999999999704,12,3.899999999998904,0.8297872340423723,1.1541501976284063,9.399999999999409,7.680851063830511,0.8936170212763646,3.5000000000007248,0.7608695652173388,0.2391304347826611,0.0,8.500000000000174,1.8085106382980232,0,5.999999999999339,25.300000000001432,4.341666666666521,4,2.0,TP,2.0,1.744680851063814,2021-12-03,0.2391304347826611,7.680851063830511,0,2.0,TP,2.0,TP,13.0,126.0,,13.0
2021-12-06,143388,143447,1,1.12808,1.12738,1.13119,6.999999999999229,9,0.5999999999994898,0.0857142857142222,0.0189274447949372,31.09999999999946,inf,2.9428571428573966,5.599999999998939,0.9180327868850728,0.0,0.0819672131149271,5.5000000000005045,0.7857142857144443,1,3.5000000000007248,31.69999999999895,2.858333333333555,0,1.5571428571430792,cierre,4.442857142857555,1.3857142857144888,2021-12-06,0.0819672131149271,99.0,1,1.8285714285715555,cierre,2.5000000000001585,cierre,,464.0,464.0,
2021-12-07,143672,143735,-1,1.12935,1.12994,1.1281700000000003,5.899999999998684,8,2.9999999999996696,0.5084745762712438,0.8550724637681331,11.799999999997368,2.423728813559558,3.1864406779669885,3.2999999999994145,0.6470588235295655,0.2941176470586955,0.058823529411739,1.8999999999991248,0.3220338983050082,1,0.1999999999990898,20.700000000000163,2.654166666666661,1,2.0,TP,2.0,1.79661016949148,2021-12-07,0.2941176470586955,2.423728813559558,0,2.0,TP,2.0,TP,37.0,,,37.0
2021-12-08,143996,144023,-1,1.12935,1.13002,1.1280100000000002,6.699999999999484,11,2.0999999999982144,0.3134328358206531,0.9233576642336409,13.399999999998968,0.7313432835819659,2.955223880597381,5.399999999999849,0.8059701492537709,0.1641791044773745,0.0298507462688545,4.39999999999996,0.6567164179104923,1,3.20000000000098,27.399999999999647,4.233333333333404,2,2.0,TP,2.0,1.8208955223880456,2021-12-08,0.1641791044773745,0.7313432835819659,0,2.0,TP,2.0,TP,53.0,126.0,,53.0
2021-12-09,144244,144311,1,1.1328,1.13212,1.13454,6.800000000000139,8,1.2999999999996348,0.1911764705881776,0.0695187165775191,17.400000000000748,3.764705882353037,3.92647058823514,4.39999999999996,0.7457627118642856,0.0,0.2542372881357144,4.60000000000127,0.676470588235467,1,3.1000000000003247,18.700000000000383,2.4874999999998275,3,-1.0,SL,2.5588235294118222,-1.1764705882352904,2021-12-09,0.2542372881357144,3.764705882353037,0,-1.0,SL,-1.0,SL,,14.0,14.0,
2021-12-10,144568,144599,1,1.12808,1.1277,1.13028,3.8000000000004697,11,5.999999999999339,1.5789473684206836,-0.374999999999948,21.9999999999998,0.6578947368416593,6.868421052630733,1.40000000000029,0.6666666666673716,0.2857142857142857,0.0476190476183427,8.799999999999919,2.315789473683903,0,6.800000000000139,16.00000000000046,3.6166666666669527,4,-1.0,SL,5.789473684209757,-1.3157894736841715,2021-12-10,0.0476190476183427,0.6578947368416593,0,-1.0,SL,-1.0,SL,189.0,3.0,3.0,
2021-12-13,144846,144885,1,1.12666,1.12619,1.13192,4.699999999999704,10,18.199999999999328,3.8723404255320153,-0.5290697674418241,52.60000000000042,inf,7.914893617021659,2.2999999999995246,0.6764705882351405,0.2058823529412148,0.1176470588236446,22.4000000000002,4.765957446808852,0,19.70000000000028,34.40000000000109,3.575000000000013,0,2.0212765957448218,cierre,11.191489361702924,1.7659574468086356,2021-12-13,0.1176470588236446,99.0,0,5.404255319149248,cierre,4.255319148936442,cierre,,,,
2021-12-14,145143,145173,-1,1.13104,1.1314,1.1303200000000002,3.5999999999991594,11,25.69999999999961,7.138888888890448,2.917910447760995,7.199999999998319,2.4444444444449926,0.916666666666718,1.7000000000000348,0.6071428571432254,0.178571428571117,0.2142857142856576,29.69999999999917,8.250000000001696,0,25.69999999999961,13.400000000001189,4.183333333333354,1,-1.0,SL,2.0,-1.3333333333334112,2021-12-14,0.178571428571117,2.4444444444449926,0,-1.0,SL,-1.0,SL,216.0,2.0,2.0,
2021-12-16,145694,145749,-1,1.13028,1.1308,1.1292399999999998,5.20000000000076,9,4.100000000000215,0.7884615384614646,1.2329545454545598,10.40000000000152,inf,0.7115384615383219,2.80000000000058,0.5833333333334104,0.3750000000001156,0.0416666666664739,8.700000000001484,1.6730769230769642,0,5.300000000001415,17.599999999999838,3.454166666666351,3,-1.0,SL,2.0,-1.230769230769197,2021-12-16,0.3750000000001156,99.0,0,-1.0,SL,-1.0,SL,188.0,10.0,10.0,
2021-12-17,145978,146037,1,1.13206,1.1317,1.13488,3.60000000000138,9,0.4000000000004,0.1111111111111796,0.0139860139860275,28.200000000000447,6.19444444444256,6.361111111108404,2.500000000000835,0.4716981132075787,0.4528301886791583,0.0754716981132628,3.20000000000098,0.8888888888888203,1,2.40000000000018,28.600000000000847,3.045833333333396,4,-1.0,SL,7.833333333330455,-1.3333333333332056,2021-12-17,0.0754716981132628,6.19444444444256,1,-1.0,SL,-1.0,SL,,185.0,185.0,
2021-12-20,146264,146324,-1,1.1255,1.1261,1.1243,5.999999999999339,8,0.9000000000014552,0.150000000000259,0.9581395348836552,11.999999999998678,inf,2.3666666666668887,3.900000000001125,0.6190476190478876,0.3650793650793427,0.0158730158727697,5.299999999999194,0.8833333333332963,1,1.1999999999989797,21.500000000000963,3.7166666666665904,0,-1.0,SL,2.0,-1.200000000000022,2021-12-20,0.3650793650793427,99.0,0,-1.0,SL,-1.0,SL,,33.0,33.0,
2021-12-21,146549,146611,-1,1.12903,1.12957,1.12795,5.399999999999849,8,3.4000000000000696,0.6296296296296601,1.2446043165467673,10.7999999999997,2.481481481481771,2.5185185185186403,2.2999999999995246,0.4035087719297698,0.0701754385965664,0.5263157894736638,7.800000000000029,1.4444444444444902,0,4.900000000001015,13.900000000000023,2.833333333333299,1,-1.0,SL,2.0,-1.2222222222222283,2021-12-21,0.0701754385965664,2.481481481481771,0,-1.0,SL,-1.0,SL,210.0,34.0,34.0,
2021-12-22,146875,146899,-1,1.12927,1.12979,1.1282299999999998,5.20000000000076,11,1.2999999999996348,0.2499999999998932,0.9556313993174168,10.40000000000152,1.6730769230765372,3.230769230768574,2.2999999999995246,0.6969696969696766,0.0,0.3030303030303234,3.4000000000000696,0.6538461538460717,1,0.9000000000014552,29.29999999999877,4.245833333333208,2,-1.0,SL,2.0,-1.230769230769197,2021-12-22,0.0,1.6730769230765372,0,-1.0,SL,-1.0,SL,,11.0,11.0,
2021-12-23,147147,147187,1,1.13195,1.13137,1.13422,5.800000000000249,10,2.6999999999999247,0.4655172413792773,-0.1349999999999961,22.699999999999942,1.5344827586207226,3.931034482758555,3.1000000000003247,0.7750000000001666,0.2249999999998334,0.0,7.500000000000284,1.2931034482758554,0,5.800000000000249,20.000000000000018,3.641666666666932,3,-1.0,SL,3.9137931034480977,-1.206896551724129,2021-12-23,0.0,1.5344827586207226,0,-1.0,SL,-1.0,SL,,154.0,154.0,
2021-12-24,147435,147474,-1,1.13406,1.13423,1.13372,1.7000000000000348,10,6.00000000000156,3.529411764706728,1.4761904761906692,3.4000000000000696,0.9411764705878513,0.8823529411770085,0.2999999999997449,0.4285714285709754,0.4285714285709754,0.1428571428580491,6.700000000001705,3.941176470589157,0,6.099999999999994,12.599999999998168,1.812499999999754,4,-1.0,SL,2.0,-1.705882352941162,2021-12-24,0.4285714285709754,0.9411764705878513,0,-1.0,SL,-1.0,SL,50.0,18.0,18.0,
2021-12-28,147991,148049,1,1.13199,1.13146,1.13312,5.300000000001415,9,1.80000000000069,0.3396226415094734,0.1374045801527325,11.299999999998532,2.6226415094332665,2.188679245282529,3.99999999999956,0.8163265306123558,0.1836734693876441,0.0,2.500000000000835,0.4716981132075787,1,0.8000000000008001,13.099999999999223,1.8083333333332448,1,2.1320754716972674,TP,2.1320754716972674,1.9056603773577048,2021-12-28,0.0,2.6226415094332665,1,2.1320754716972674,TP,2.1320754716972674,TP,111.0,358.0,,111.0
2021-12-29,148283,148336,1,1.12856,1.12805,1.13143,5.100000000000104,9,11.799999999999589,2.3137254901959503,-0.6982248520709943,28.69999999999928,inf,0.7647058823527106,0.8999999999992347,0.2045454545452825,0.681818181818113,0.1136363636366045,15.899999999999803,3.117647058823427,0,12.699999999998823,16.899999999999693,2.7791666666666472,2,-1.0,SL,5.627450980391901,-1.235294117647054,2021-12-29,0.1136363636366045,99.0,0,-1.0,SL,-1.0,SL,302.0,30.0,30.0,
2021-12-30,148570,148623,1,1.13081,1.13037,1.13598,4.39999999999996,9,6.599999999998829,1.4999999999997478,-0.1463414634146077,51.699999999998965,1.1590909090909436,13.795454545454213,2.000000000002,0.5714285714293871,0.3999999999996193,0.0285714285709935,9.9999999999989,2.272727272727044,0,6.699999999999484,45.100000000000136,3.13749999999983,3,-1.0,SL,11.749999999999874,-1.2727272727272751,2021-12-30,0.0285714285709935,1.1590909090909436,0,-1.0,SL,-1.0,SL,,21.0,21.0,
2021-12-31,148882,148911,-1,1.13302,1.13354,1.1319799999999998,5.20000000000076,11,1.7000000000000348,0.3269230769230358,1.082524271844664,10.40000000000152,2.5576923076920366,5.865384615383753,4.100000000000215,0.7884615384618012,0.1346153846154503,0.0769230769227484,6.500000000000394,1.2499999999998932,0,3.4000000000000696,20.599999999999508,4.425000000000123,4,2.0,TP,2.0,1.769230769230803,2021-12-31,0.1346153846154503,2.5576923076920366,0,2.0,TP,2.0,TP,19.0,188.0,,19.0
2022-01-04,149421,149485,1,1.12875,1.12827,1.13094,4.799999999998139,8,4.39999999999996,0.9166666666670136,-0.2514285714285489,21.900000000001363,1.6250000000006362,9.87500000000422,3.799999999998249,1.0,0.0,0.0,8.199999999998209,1.7083333333336224,0,6.199999999998429,17.500000000001403,2.879166666666748,1,-1.0,SL,4.562500000002053,-1.2500000000000968,2022-01-04,0.0,1.6250000000006362,0,-1.0,SL,-1.0,SL,467.0,225.0,225.0,
2022-01-05,149728,149773,-1,1.13036,1.1308,1.12948,4.39999999999996,10,2.500000000000835,0.5681818181820132,1.1033057851240071,8.799999999999919,1.0681818181817608,7.0,1.40000000000029,0.2692307692307856,0.0769230769231426,0.6538461538460717,5.9000000000009045,1.3409090909093089,0,2.6999999999999247,24.199999999998667,4.291666666666564,2,-1.0,SL,2.0,-1.2727272727272751,2022-01-05,0.0769230769231426,1.0681818181817608,0,-1.0,SL,-1.0,SL,,38.0,38.0,
2022-01-06,149995,150061,1,1.12937,1.12894,1.13205,4.299999999999304,8,2.2999999999995246,0.5348837209302085,-0.0938775510203863,26.80000000000016,3.906976744186455,0.2093023255812512,2.5999999999992696,0.7027027027025405,0.0,0.2972972972974595,7.899999999998464,1.8372093023255207,0,4.599999999999049,24.500000000000632,2.8125000000000138,3,-1.0,SL,6.232558139535929,-1.2790697674419056,2022-01-06,0.2972972972974595,3.906976744186455,0,-1.0,SL,-1.0,SL,169.0,5.0,5.0,
2022-01-07,150296,150349,-1,1.13067,1.13095,1.1301100000000004,2.79999999999836,9,3.4000000000000696,1.2142857142864507,1.2537313432835648,5.599999999996719,7.178571428575082,7.357142857147785,0.7999999999985796,0.2962962962957784,0.4074074074076206,0.2962962962966008,5.299999999999194,1.892857142857964,0,4.199999999998649,13.400000000001189,2.679166666666917,4,-1.0,SL,2.0,-1.4285714285716795,2022-01-07,0.4074074074076206,7.178571428575082,0,-1.0,SL,-1.0,SL,162.0,3.0,3.0,
2022-01-10,150581,150637,1,1.13258,1.13195,1.13602,6.299999999999084,9,0.5000000000010552,0.0793650793652583,-0.0147492625369042,34.40000000000109,inf,4.079365079365964,2.40000000000018,0.4615384615384287,0.0192307692308924,0.5192307692306789,5.800000000000249,0.920634920635094,0,2.80000000000058,33.90000000000004,3.220833333333524,0,-1.0,SL,5.460317460318429,-1.1904761904762182,2022-01-10,0.5192307692306789,99.0,0,-0.3968253968252346,cierre,-1.0,SL,,253.0,253.0,
2022-01-12,151153,151211,1,1.13634,1.13539,1.13779,9.499999999997844,9,0.6000000000017103,0.0631578947370364,-0.0431654676260222,14.500000000001734,1.221052631579043,1.2421052631583671,5.899999999998684,0.9833333333332224,0.0166666666667776,0.0,9.099999999999664,0.9578947368422872,0,5.700000000001815,13.900000000000023,2.5416666666663867,2,-0.0105263157893113,cierre,1.5263157894742132,-0.1368421052630241,2022-01-12,0.0,1.221052631579043,0,0.0105263157895425,cierre,1.5263157894738564,TP,323.0,,,323.0
2022-01-13,151444,151499,-1,1.14729,1.14792,1.1460299999999997,6.300000000001305,9,24.89999999999881,3.952380952379946,3.0243902439022365,12.60000000000261,inf,3.222222222221517,3.60000000000138,0.6666666666669407,0.31481481481483,0.0185185185182291,30.200000000000227,4.793650793649837,0,26.299999999999105,12.300000000000644,3.966666666666563,3,2.0,TP,2.0,1.809523809523849,2022-01-13,0.31481481481483,99.0,0,2.0,TP,2.0,TP,42.0,370.0,,42.0
2022-01-17,152013,152075,-1,1.14262,1.14286,1.14214,2.40000000000018,8,3.8000000000004697,1.5833333333334103,1.1696428571428763,4.80000000000036,inf,4.458333333332601,0.4000000000004,0.2666666666667653,0.0,0.7333333333332347,5.5000000000005045,2.291666666666705,0,3.699999999999815,22.4000000000002,2.637499999999977,0,-1.0,SL,2.0,-1.4999999999999625,2022-01-17,0.0,99.0,0,-1.0,SL,-1.0,SL,109.0,39.0,39.0,
2022-01-19,152624,152649,-1,1.13476,1.13496,1.13436,1.99999999999978,11,11.399999999999189,5.700000000000222,1.6514285714284729,3.99999999999956,16.800000000001997,16.50000000000222,0.8999999999992347,0.2812499999996747,0.3750000000002602,0.343750000000065,13.499999999999623,6.750000000000555,0,11.399999999999189,17.500000000001403,3.745833333333448,2,2.0,TP,2.0,1.399999999999934,2022-01-19,0.3750000000002602,16.800000000001997,0,2.0,TP,2.0,TP,36.0,147.0,,36.0
2022-01-24,153497,153513,1,1.13123,1.13098,1.1345,2.4999999999986144,12,2.40000000000018,0.960000000000604,-0.0792079207920828,32.70000000000106,inf,10.880000000006254,1.1999999999989797,0.4444444444440789,0.4074074074076206,0.1481481481483004,4.599999999999049,1.84000000000064,0,2.6999999999999247,30.30000000000088,4.133333333332933,0,-1.0,SL,13.080000000007674,-1.480000000000266,2022-01-24,0.1481481481483004,99.0,0,-1.0,SL,-1.0,SL,,9.0,9.0,
2022-01-25,153749,153800,1,1.13048,1.12908,1.13289,13.999999999998458,9,0.2000000000013102,0.0142857142858094,-0.0083682008368752,24.100000000000232,0.5785714285714761,2.157142857143111,7.199999999998319,0.8372093023255214,0.0813953488372393,0.0813953488372393,13.199999999999878,0.942857142857238,0,4.39999999999996,23.89999999999892,4.150000000000172,1,-1.0,SL,1.7214285714287776,-1.0857142857142952,2022-01-25,0.0813953488372393,0.5785714285714761,0,-1.0,SL,-1.0,SL,,57.0,57.0,
2022-01-26,154023,154088,1,1.12917,1.12895,1.13107,2.199999999998869,8,1.40000000000029,0.6363636363640951,-0.0795454545454717,19.000000000000128,11.500000000005551,6.909090909094304,0.2999999999997449,0.0967741935482946,0.1935483870965893,0.709677419355116,3.900000000001125,1.772727272728695,0,1.40000000000029,17.599999999999838,1.7666666666664903,2,-1.0,SL,8.636363636368133,-1.5454545454548256,2022-01-26,0.709677419355116,11.500000000005551,0,-1.0,SL,-1.0,SL,,26.0,26.0,
2022-01-27,154311,154376,1,1.12136,1.12075,1.12432,6.099999999999994,8,1.40000000000029,0.2295081967213592,-0.0496453900709314,29.600000000000737,inf,3.573770491803398,3.4999999999985043,0.6730769230765371,0.2500000000003202,0.0769230769231426,6.500000000000394,1.0655737704918689,0,4.39999999999996,28.200000000000447,2.741666666666494,3,-1.0,SL,4.852459016393568,-1.19672131147541,2022-01-27,0.0769230769231426,99.0,0,-1.0,SL,-1.0,SL,,15.0,15.0,
2022-01-28,154602,154663,1,1.11366,1.11314,1.11558,5.20000000000076,8,1.2999999999996348,0.2499999999998932,-0.0726256983240036,19.199999999999218,1.0384615384613578,2.9807692307686806,4.39999999999996,0.8800000000000888,0.0999999999997779,0.0200000000001332,7.300000000001194,1.4038461538461784,0,1.900000000001345,17.899999999999583,3.324999999999948,4,-1.0,SL,3.6923076923070015,-1.230769230769197,2022-01-28,0.0200000000001332,1.0384615384613578,0,-1.0,SL,-1.0,SL,342.0,7.0,7.0,
2022-01-31,154899,154951,-1,1.11765,1.11833,1.11629,6.800000000000139,9,9.300000000000974,1.367647058823645,1.318493150684961,13.60000000000028,inf,4.632352941176356,4.899999999998794,0.89090909090879,0.0545454545458068,0.0545454545454031,15.100000000001224,2.2205882352942523,0,13.900000000000023,29.200000000000337,3.649999999999857,0,2.0,TP,2.0,1.8235294117647096,2022-01-31,0.0545454545458068,99.0,0,2.0,TP,2.0,TP,147.0,300.0,,147.0
2022-02-01,155196,155237,-1,1.12586,1.12682,1.1239400000000004,9.5999999999985,10,13.500000000001844,1.406250000000412,1.5578512396695283,19.199999999997,inf,1.125000000000376,7.800000000000029,0.8965517241380102,0.0459770114940475,0.0574712643679422,22.100000000000453,2.3020833333337407,0,16.599999999999948,24.199999999998667,5.629166666666444,1,-1.0,SL,2.0,-1.1250000000000195,2022-02-01,0.0459770114940475,99.0,0,-1.0,SL,-1.0,SL,429.0,108.0,108.0,
2022-02-02,155473,155525,-1,1.12881,1.12952,1.12739,7.099999999999884,9,10.300000000000864,1.450704225352258,1.9115044247787767,14.199999999999768,inf,1.3380281690141154,4.799999999998139,0.6575342465749799,0.1232876712330558,0.2191780821919641,16.40000000000086,2.309859154929736,0,14.300000000000423,11.300000000000754,3.3833333333331086,2,-1.0,SL,2.0,-1.169014084507045,2022-02-02,0.1232876712330558,99.0,0,-1.0,SL,-1.0,SL,,81.0,81.0,
2022-02-03,155747,155812,1,1.12915,1.12871,1.13082,4.39999999999996,8,1.3000000000018552,0.2954545454549698,0.0722222222223243,16.699999999998383,5.340909090909308,0.2045454545452825,2.900000000001235,0.8285714285716098,0.0,0.1714285714283901,2.199999999998869,0.4999999999997477,1,0.3999999999981796,18.000000000000238,2.5124999999998066,3,-1.0,SL,3.795454545454213,-1.2727272727272751,2022-02-03,0.1714285714283901,5.340909090909308,0,-1.0,SL,-1.0,SL,364.0,120.0,120.0,
2022-02-04,156068,156100,-1,1.14671,1.14762,1.1448899999999995,9.100000000001884,11,4.80000000000036,0.5274725274724578,0.8802992518703107,18.20000000000377,inf,1.7252747252742024,6.6000000000010495,0.8918918918920784,0.0540540540541108,0.0540540540538107,3.300000000001635,0.3626373626374672,1,0.8000000000008001,40.09999999999847,5.945833333333336,4,-1.0,SL,2.0,-1.1318681318681043,2022-02-04,0.0540540540541108,99.0,0,-1.0,SL,-1.0,SL,191.0,81.0,81.0,
2022-02-07,156354,156388,1,1.14237,1.14193,1.14584,4.39999999999996,11,0.99999999999989,0.2272727272727043,-0.0296735905044488,34.69999999999862,inf,7.090909090908678,0.5000000000010552,0.1250000000002775,0.6249999999997224,0.25,4.39999999999996,1.0,0,1.40000000000029,33.69999999999873,6.0249999999995945,0,-1.0,SL,7.886363636363395,-1.2727272727272751,2022-02-07,0.25,99.0,0,-1.0,SL,-1.0,SL,161.0,32.0,32.0,
2022-02-08,156625,156676,1,1.1402,1.13978,1.14487,4.20000000000087,9,11.699999999998932,2.785714285713455,-0.3342857142856782,46.69999999999952,inf,3.119047619046788,1.500000000000945,0.3191489361704339,0.6170212765955738,0.0638297872339923,15.000000000000568,3.571428571427967,0,11.900000000000244,35.00000000000058,5.562500000000081,1,3.809523809522601,cierre,11.119047619045205,3.5238095238083744,2022-02-08,0.0638297872339923,99.0,0,4.785714285712927,cierre,3.690476190475284,cierre,,,,
2022-02-09,156940,156964,-1,1.14416,1.14457,1.14334,4.100000000000215,11,9.300000000000974,2.268292682926948,1.4581280788177873,8.20000000000043,1.731707317073052,1.9756097560974024,2.100000000000435,0.4468085106382074,0.2127659574466979,0.3404255319150946,12.4000000000013,3.0243902439025976,0,9.60000000000072,20.299999999999763,4.150000000000079,2,2.0,TP,2.0,1.707317073170747,2022-02-09,0.2127659574466979,1.731707317073052,0,2.0,TP,2.0,TP,18.0,168.0,,18.0
2022-02-10,157218,157252,-1,1.14424,1.14463,1.1434599999999997,3.900000000001125,11,10.999999999998789,2.8205128205116963,1.5978260869564351,7.80000000000225,0.5897435897438671,5.743589743588138,0.99999999999989,0.2857142857143763,0.6000000000003807,0.114285714285243,14.399999999998858,3.692307692306336,0,11.999999999998678,18.40000000000064,4.212499999999841,3,2.0,TP,2.0,1.692307692307781,2022-02-10,0.6000000000003807,0.5897435897438671,0,2.0,TP,2.0,TP,21.0,304.0,,21.0
2022-02-14,157767,157828,1,1.13478,1.13349,1.1369,12.899999999997911,8,8.999999999999009,0.6976744186046872,0.2980132450330775,21.20000000000121,0.87596899224809,0.0852713178295134,10.099999999999554,0.9017857142856665,0.0892857142859019,0.0089285714284315,2.8999999999990145,0.2248062015503475,1,1.100000000000545,30.200000000000227,3.7249999999998855,0,-1.0,SL,1.6434108527135385,-1.0930232558139683,2022-02-14,0.0089285714284315,0.87596899224809,1,-1.0,SL,-1.0,SL,,10.0,10.0,
2022-02-15,158059,158115,-1,1.13294,1.13402,1.13078,10.7999999999997,9,5.699999999999594,0.5277777777777549,1.2766990291261706,21.5999999999994,0.157407407407415,2.6481481481483,3.699999999999815,0.5692307692307061,0.0923076923076082,0.3384615384616856,15.499999999999403,1.43518518518517,0,9.1999999999981,20.600000000001728,4.429166666666539,1,-1.0,SL,2.0,-1.1111111111111145,2022-02-15,0.0923076923076082,0.157407407407415,0,-1.0,SL,-1.0,SL,,4.0,4.0,
2022-02-16,158337,158403,-1,1.13658,1.13692,1.1359,3.4000000000000696,8,2.199999999998869,0.6470588235290661,1.1176470588234666,6.800000000000139,0.6764705882357935,3.558823529411496,1.3000000000018552,0.240740740741091,0.2592592592589089,0.5,4.899999999998794,1.4411764705878511,0,3.1000000000003247,18.700000000000383,2.345833333332973,2,-1.0,SL,2.0,-1.352941176470581,2022-02-16,0.2592592592589089,0.6764705882357935,0,-1.0,SL,-1.0,SL,361.0,6.0,6.0,
