lado,t,ent,stop,obj,rgoP,largo,gana,Rb,Rn,anio
venta,2020-01-20 07:55:00,1.10943,1.11023,1.1078299999999996,8.00000000000134,False,1,2,1.82125000000003,2020
compra,2020-01-20 09:55:00,1.10896,1.10839,1.1100999999999999,5.699999999999594,True,0,-1,-1.250877192982474,2020
compra,2020-01-20 22:35:00,1.10972,1.10934,1.1104800000000001,3.8000000000004697,True,0,-1,-1.3763157894736378,2020
compra,2020-01-20 23:40:00,1.10959,1.10933,1.1101100000000004,2.60000000000149,True,0,-1,-1.5499999999996847,2020
compra,2020-01-22 02:55:00,1.10804,1.10773,1.1086599999999995,3.0999999999981043,True,0,-1,-1.4612903225809273,2020
venta,2020-01-22 10:40:00,1.10893,1.10938,1.1080299999999998,4.500000000000615,False,1,2,1.6822222222222656,2020
compra,2020-01-22 12:35:00,1.10832,1.10771,1.10954,6.099999999999994,True,1,2,1.765573770491803,2020
compra,2020-01-23 19:40:00,1.1054,1.10482,1.10656,5.800000000000249,True,0,-1,-1.2465517241379205,2020
venta,2020-01-23 21:55:00,1.10542,1.1058,1.1046600000000004,3.7999999999982492,False,0,-1,-1.3763157894738576,2020
compra,2020-01-24 10:30:00,1.10372,1.10316,1.1048400000000003,5.60000000000116,True,0,-1,-1.25535714285709,2020
venta,2020-01-27 14:15:00,1.10238,1.10315,1.1008399999999996,7.7000000000015945,False,1,2,1.8142857142857527,2020
venta,2020-01-27 20:55:00,1.10168,1.10187,1.1013000000000002,1.8999999999991246,False,0,-1,-1.7526315789477152,2020
venta,2020-01-28 04:40:00,1.1021,1.10223,1.1018400000000002,1.2999999999996348,False,0,-1,-2.1000000000003087,2020
compra,2020-01-28 15:10:00,1.10049,1.09999,1.1014899999999999,4.999999999999449,True,0,-1,-1.2860000000000316,2020
venta,2020-01-29 15:50:00,1.09998,1.10098,1.0979799999999997,10.000000000001119,False,0,-1,-1.142999999999984,2020
compra,2020-01-29 19:05:00,1.10056,1.1001,1.1014799999999998,4.599999999999049,True,0,-1,-1.3108695652174556,2020
compra,2020-01-31 00:35:00,1.10308,1.10276,1.1037200000000003,3.20000000000098,True,0,-1,-1.4468749999998631,2020
compra,2020-01-31 09:35:00,1.10322,1.10202,1.1056200000000003,12.000000000000899,True,1,2,1.8808333333333422,2020
compra,2020-02-03 15:50:00,1.10508,1.10356,1.10812,15.199999999999658,True,0,-1,-1.0940789473684231,2020
venta,2020-02-04 15:25:00,1.10373,1.10483,1.1015300000000003,10.999999999998789,False,1,2,1.8699999999999857,2020
venta,2020-02-04 17:55:00,1.10371,1.10439,1.10235,6.800000000000139,False,0,-1,-1.2102941176470545,2020
compra,2020-02-04 18:05:00,1.10414,1.10383,1.1047599999999995,3.0999999999981043,True,0,-1,-1.4612903225809273,2020
venta,2020-02-04 21:55:00,1.10434,1.10457,1.1038800000000002,2.2999999999995246,False,0,-1,-1.6217391304349111,2020
compra,2020-02-05 00:35:00,1.10445,1.1042,1.1049499999999997,2.4999999999986144,True,0,-1,-1.5720000000003171,2020
venta,2020-02-05 06:40:00,1.10345,1.10382,1.10271,3.6999999999998145,False,0,-1,-1.3864864864865059,2020
venta,2020-02-05 07:50:00,1.10365,1.10395,1.10305,2.9999999999996696,False,0,-1,-1.4766666666667192,2020
compra,2020-02-06 05:40:00,1.09978,1.0994,1.10054,3.8000000000004697,True,1,2,1.6236842105263622,2020
venta,2020-02-06 08:05:00,1.10011,1.10056,1.0992099999999998,4.500000000000615,False,0,-1,-1.3177777777777344,2020
compra,2020-02-06 19:55:00,1.09768,1.09707,1.0989,6.099999999999994,True,0,-1,-1.234426229508197,2020
compra,2020-02-07 00:40:00,1.09797,1.09776,1.0983899999999995,2.0999999999982144,True,1,2,1.3190476190470402,2020
venta,2020-02-07 02:15:00,1.09818,1.09831,1.09792,1.2999999999996348,False,0,-1,-2.1000000000003087,2020
compra,2020-02-10 15:10:00,1.09326,1.09276,1.0942599999999998,4.999999999999449,True,0,-1,-1.2860000000000316,2020
venta,2020-02-12 00:05:00,1.09151,1.09189,1.0907499999999999,3.8000000000004697,False,0,-1,-1.3763157894736378,2020
compra,2020-02-12 07:55:00,1.09146,1.08972,1.0949400000000002,17.400000000000748,True,0,-1,-1.0821839080459734,2020
compra,2020-02-12 23:50:00,1.08743,1.08712,1.0880499999999995,3.0999999999981043,True,0,-1,-1.4612903225809273,2020
compra,2020-02-14 08:55:00,1.0843,1.08322,1.08646,10.799999999999699,True,0,-1,-1.132407407407411,2020
venta,2020-02-17 17:40:00,1.08343,1.08399,1.0823099999999997,5.60000000000116,False,1,2,1.74464285714291,2020
compra,2020-02-18 20:55:00,1.07958,1.07908,1.0805799999999999,4.999999999999449,True,0,-1,-1.2860000000000316,2020
venta,2020-02-19 21:50:00,1.0807,1.08115,1.0797999999999999,4.500000000000615,False,0,-1,-1.3177777777777344,2020
compra,2020-02-20 11:45:00,1.07944,1.07874,1.0808399999999998,6.999999999999229,True,0,-1,-1.2042857142857368,2020
compra,2020-02-20 20:55:00,1.07896,1.07848,1.0799199999999995,4.799999999998139,True,0,-1,-1.297916666666782,2020
venta,2020-02-25 18:30:00,1.08727,1.08827,1.0852699999999997,10.000000000001119,False,0,-1,-1.142999999999984,2020
venta,2020-02-26 12:40:00,1.08777,1.09086,1.0815899999999998,30.90000000000037,False,0,-1,-1.046278317152103,2020
compra,2020-02-28 02:30:00,1.09893,1.09822,1.10035,7.099999999999884,True,1,2,1.7985915492957714,2020
venta,2020-02-28 19:10:00,1.09982,1.10057,1.09832,7.500000000000284,False,0,-1,-1.1906666666666594,2020
venta,2020-03-02 10:55:00,1.10848,1.10925,1.1069399999999996,7.7000000000015945,False,0,-1,-1.1857142857142473,2020
venta,2020-03-02 12:25:00,1.11101,1.11278,1.10747,17.700000000000493,False,0,-1,-1.0807909604519752,2020
compra,2020-03-03 01:40:00,1.11354,1.11202,1.11658,15.199999999999658,True,0,-1,-1.0940789473684231,2020
compra,2020-03-03 12:35:00,1.11254,1.11107,1.1154800000000002,14.700000000000824,True,0,-1,-1.0972789115646204,2020
venta,2020-03-04 18:50:00,1.11312,1.11372,1.1119200000000002,5.999999999999339,False,0,-1,-1.2383333333333595,2020
compra,2020-03-05 04:35:00,1.11389,1.11357,1.1145300000000002,3.20000000000098,True,0,-1,-1.4468749999998631,2020
venta,2020-03-05 05:50:00,1.11345,1.114,1.11235,5.5000000000005045,False,1,2,1.7400000000000237,2020
compra,2020-03-05 11:55:00,1.11831,1.11565,1.1236299999999997,26.599999999998847,True,1,2,1.946240601503757,2020
venta,2020-03-09 04:55:00,1.13816,1.14251,1.1294600000000004,43.499999999998536,False,0,-1,-1.0328735632183919,2020
compra,2020-03-09 11:55:00,1.14356,1.14029,1.1500999999999997,32.69999999999884,True,0,-1,-1.0437308868501545,2020
compra,2020-03-09 20:25:00,1.14473,1.14211,1.1499700000000002,26.200000000000667,True,0,-1,-1.0545801526717544,2020
compra,2020-03-10 06:40:00,1.13677,1.13466,1.1409900000000002,21.100000000000563,True,0,-1,-1.0677725118483394,2020
venta,2020-03-10 07:40:00,1.13774,1.1401,1.1330200000000001,23.599999999999177,False,1,2,1.9394067796610148,2020
venta,2020-03-10 19:55:00,1.12794,1.13073,1.1223599999999998,27.900000000000702,False,0,-1,-1.051254480286737,2020
venta,2020-03-11 06:05:00,1.13446,1.13585,1.13168,13.900000000000023,False,1,2,1.8971223021582735,2020
compra,2020-03-12 15:30:00,1.10981,1.1055,1.11843,43.10000000000036,True,1,2,1.9668213457076569,2020
venta,2020-03-13 11:30:00,1.11465,1.11862,1.1067099999999999,39.70000000000029,False,1,2,1.963979848866499,2020
compra,2020-03-15 20:20:00,1.1177,1.10705,1.1389999999999996,106.49999999999825,True,0,-1,-1.0134272300469487,2020
venta,2020-03-16 06:25:00,1.11293,1.11534,1.10811,24.100000000000232,False,0,-1,-1.0593360995850616,2020
compra,2020-03-16 14:40:00,1.11422,1.10942,1.1238199999999998,47.999999999999154,True,0,-1,-1.029791666666667,2020
compra,2020-03-20 05:40:00,1.07747,1.07414,1.0841299999999996,33.29999999999833,True,0,-1,-1.042942942942945,2020
venta,2020-03-22 20:45:00,1.06929,1.07044,1.06699,11.499999999999844,False,1,2,1.8756521739130418,2020
venta,2020-03-22 23:25:00,1.06791,1.07031,1.0631099999999996,24.000000000001798,False,0,-1,-1.0595833333333289,2020
venta,2020-03-23 05:45:00,1.07387,1.07684,1.0679300000000003,29.69999999999917,False,1,2,1.9518518518518506,2020
venta,2020-03-24 10:40:00,1.08512,1.08879,1.0777800000000004,36.6999999999984,False,1,2,1.9610354223433226,2020
compra,2020-03-24 18:50:00,1.07593,1.07457,1.07865,13.600000000000279,True,1,2,1.8948529411764727,2020
venta,2020-03-25 04:05:00,1.07988,1.08132,1.0769999999999997,14.400000000001079,False,0,-1,-1.0993055555555482,2020
compra,2020-03-25 10:25:00,1.08245,1.07995,1.0874499999999998,24.999999999999467,True,0,-1,-1.0572000000000012,2020
compra,2020-03-26 04:05:00,1.09153,1.09066,1.0932699999999997,8.699999999999264,True,0,-1,-1.164367816091968,2020
venta,2020-03-26 19:35:00,1.10345,1.10587,1.0986100000000003,24.199999999998667,False,0,-1,-1.0590909090909124,2020
venta,2020-03-27 00:45:00,1.10363,1.10484,1.1012100000000002,12.099999999999334,False,0,-1,-1.1181818181818246,2020
compra,2020-03-27 04:50:00,1.10641,1.10551,1.1082099999999997,8.999999999999009,True,0,-1,-1.1588888888889064,2020
venta,2020-03-30 06:55:00,1.10619,1.10971,1.09915,35.199999999999676,False,1,2,1.9593749999999996,2020
compra,2020-03-30 13:20:00,1.10329,1.101,1.1078700000000004,22.900000000001253,True,0,-1,-1.0624454148471583,2020
venta,2020-03-30 20:50:00,1.10413,1.10556,1.10127,14.300000000000423,False,1,2,1.900000000000003,2020
compra,2020-03-31 14:25:00,1.09694,1.09426,1.1023,26.800000000000157,True,1,2,1.9466417910447764,2020
venta,2020-03-31 21:45:00,1.10296,1.10371,1.1014599999999999,7.500000000000284,False,0,-1,-1.1906666666666594,2020
venta,2020-04-01 14:40:00,1.09211,1.09417,1.0879899999999996,20.600000000001728,False,0,-1,-1.0694174757281496,2020
venta,2020-04-02 01:55:00,1.09404,1.09591,1.0902999999999998,18.700000000000383,False,0,-1,-1.0764705882352925,2020
compra,2020-04-02 03:45:00,1.09397,1.09302,1.0958700000000001,9.500000000000064,True,1,2,1.8494736842105273,2020
venta,2020-04-02 06:55:00,1.09366,1.09644,1.0881,27.800000000000047,False,1,2,1.9485611510791367,2020
venta,2020-04-02 20:45:00,1.08555,1.08666,1.0833300000000001,11.099999999999444,False,1,2,1.8711711711711647,2020
venta,2020-04-03 12:30:00,1.07824,1.07941,1.0759000000000003,11.699999999998933,False,0,-1,-1.1222222222222333,2020
venta,2020-04-03 15:35:00,1.0786,1.08093,1.0739400000000001,23.299999999999432,False,0,-1,-1.0613733905579414,2020
compra,2020-04-06 07:45:00,1.08256,1.08115,1.0853799999999998,14.099999999999113,True,0,-1,-1.1014184397163185,2020
venta,2020-04-06 10:50:00,1.08002,1.0818,1.0764599999999998,17.80000000000115,False,0,-1,-1.0803370786516802,2020
venta,2020-04-06 20:50:00,1.0791,1.07996,1.0773799999999998,8.60000000000083,False,0,-1,-1.166279069767426,2020
venta,2020-04-07 14:50:00,1.08939,1.09263,1.0829100000000003,32.399999999999096,False,0,-1,-1.044135802469137,2020
venta,2020-04-08 04:45:00,1.08655,1.08713,1.0853899999999999,5.800000000000249,False,0,-1,-1.2465517241379205,2020
compra,2020-04-08 16:55:00,1.08635,1.08508,1.0888899999999997,12.699999999998823,True,0,-1,-1.1125984251968608,2020
compra,2020-04-09 09:35:00,1.08777,1.08661,1.0900899999999996,11.599999999998278,True,0,-1,-1.1232758620689838,2020
venta,2020-04-09 20:30:00,1.09247,1.09396,1.08949,14.899999999999913,False,0,-1,-1.0959731543624167,2020
venta,2020-04-09 23:35:00,1.09266,1.09353,1.0909200000000001,8.699999999999264,False,0,-1,-1.164367816091968,2020
venta,2020-04-10 16:45:00,1.09478,1.09506,1.0942200000000004,2.7999999999983594,False,1,2,1.489285714285415,2020
compra,2020-04-13 01:55:00,1.09313,1.09273,1.0939299999999998,3.9999999999995595,True,0,-1,-1.3575000000000395,2020
venta,2020-04-16 09:05:00,1.08729,1.08886,1.0841500000000004,15.699999999998493,False,0,-1,-1.0910828025477795,2020
compra,2020-04-17 05:45:00,1.08703,1.08635,1.08839,6.800000000000139,True,0,-1,-1.2102941176470545,2020
compra,2020-04-21 05:35:00,1.08381,1.08283,1.08577,9.799999999999809,True,0,-1,-1.1459183673469415,2020
compra,2020-04-27 03:50:00,1.08316,1.08197,1.0855399999999995,11.899999999998023,True,1,2,1.8798319327730892,2020
venta,2020-04-27 12:30:00,1.08496,1.08584,1.0832,8.799999999999919,False,1,2,1.8374999999999986,2020
compra,2020-04-28 00:05:00,1.08255,1.08233,1.0829899999999997,2.1999999999988695,True,0,-1,-1.6500000000003339,2020
compra,2020-04-29 12:55:00,1.08572,1.08395,1.0892600000000001,17.700000000000493,True,0,-1,-1.0807909604519752,2020
compra,2020-04-29 17:05:00,1.08555,1.08492,1.0868099999999998,6.299999999999084,True,0,-1,-1.22698412698416,2020
venta,2020-05-03 22:45:00,1.09558,1.09736,1.0920200000000002,17.799999999998928,False,1,2,1.9196629213483098,2020
compra,2020-05-04 22:40:00,1.09038,1.09003,1.0910799999999996,3.4999999999985043,True,1,2,1.5914285714283969,2020
venta,2020-05-05 01:55:00,1.09089,1.09159,1.0894899999999996,7.0000000000014495,False,1,2,1.795714285714328,2020
compra,2020-05-05 04:55:00,1.09065,1.08994,1.0920699999999999,7.099999999999884,True,0,-1,-1.2014084507042286,2020
venta,2020-05-05 06:55:00,1.0903,1.09149,1.08792,11.900000000000244,False,0,-1,-1.1201680672268883,2020
venta,2020-05-05 10:45:00,1.08407,1.08567,1.0808700000000004,15.999999999998238,False,0,-1,-1.0893750000000098,2020
compra,2020-05-06 05:45:00,1.08398,1.08355,1.0848399999999998,4.299999999999304,True,0,-1,-1.3325581395349375,2020
venta,2020-05-07 00:20:00,1.07937,1.07998,1.07815,6.099999999999994,False,0,-1,-1.234426229508197,2020
compra,2020-05-07 09:55:00,1.07987,1.07782,1.0839700000000003,20.500000000001073,True,0,-1,-1.069756097560972,2020
venta,2020-05-07 21:50:00,1.08293,1.08324,1.0823099999999999,3.1000000000003247,False,1,2,1.5387096774194031,2020
venta,2020-05-08 18:35:00,1.0843,1.08533,1.0822400000000003,10.299999999998644,False,1,2,1.861165048543671,2020
compra,2020-05-12 09:40:00,1.08213,1.08124,1.0839100000000002,8.900000000000574,True,1,2,1.8393258426966397,2020
compra,2020-05-13 00:20:00,1.08528,1.08446,1.08692,8.20000000000043,True,0,-1,-1.1743902439024299,2020
venta,2020-05-13 12:40:00,1.08726,1.08811,1.0855599999999999,8.500000000000174,False,0,-1,-1.1682352941176437,2020
venta,2020-05-13 13:05:00,1.08704,1.08811,1.0849000000000002,10.699999999999044,False,0,-1,-1.1336448598130962,2020
venta,2020-05-14 00:05:00,1.08186,1.08192,1.0817400000000001,0.5999999999994898,False,0,-1,-3.3833333333353597,2020
compra,2020-05-14 06:35:00,1.08112,1.08014,1.08308,9.799999999999809,True,0,-1,-1.1459183673469415,2020
venta,2020-05-14 08:55:00,1.081,1.08202,1.07896,10.200000000000209,False,1,2,1.8598039215686304,2020
compra,2020-05-15 02:50:00,1.08022,1.07984,1.08098,3.8000000000004697,True,1,2,1.6236842105263622,2020
compra,2020-05-15 07:55:00,1.08163,1.07932,1.0862500000000002,23.100000000000342,True,0,-1,-1.061904761904761,2020
venta,2020-05-15 08:45:00,1.08081,1.08182,1.0787900000000001,10.099999999999554,False,0,-1,-1.141584158415848,2020
compra,2020-05-18 05:35:00,1.08206,1.08175,1.08268,3.1000000000003247,True,0,-1,-1.4612903225805969,2020
compra,2020-05-18 06:15:00,1.08242,1.08175,1.0837599999999998,6.699999999999484,True,0,-1,-1.2134328358209119,2020
venta,2020-05-18 16:45:00,1.09049,1.09199,1.0874899999999998,15.000000000000568,False,0,-1,-1.0953333333333297,2020
venta,2020-05-19 07:50:00,1.09286,1.09452,1.08954,16.599999999999948,False,0,-1,-1.0861445783132533,2020
venta,2020-05-19 21:30:00,1.0919,1.09309,1.0895200000000005,11.899999999998023,False,0,-1,-1.1201680672269108,2020
compra,2020-05-20 06:45:00,1.09457,1.09413,1.09545,4.3999999999999595,True,0,-1,-1.3250000000000028,2020
venta,2020-05-20 12:30:00,1.0953,1.09665,1.0926,13.499999999999623,False,0,-1,-1.1059259259259289,2020
venta,2020-05-21 09:35:00,1.09642,1.0976,1.09406,11.799999999999589,False,0,-1,-1.1211864406779704,2020
venta,2020-05-21 17:50:00,1.09579,1.09685,1.09367,10.600000000000609,False,1,2,1.8650943396226491,2020
venta,2020-05-22 17:50:00,1.08891,1.08946,1.08781,5.5000000000005045,False,0,-1,-1.2599999999999763,2020
venta,2020-05-25 00:05:00,1.09026,1.09054,1.0897,2.80000000000058,False,0,-1,-1.51071428571418,2020
compra,2020-05-25 11:50:00,1.09052,1.08956,1.0924399999999996,9.599999999998499,True,0,-1,-1.1489583333333566,2020
venta,2020-05-25 12:30:00,1.09062,1.09144,1.0889799999999998,8.20000000000043,False,0,-1,-1.1743902439024299,2020
compra,2020-05-25 14:35:00,1.08986,1.08898,1.09162,8.799999999999919,True,1,2,1.8374999999999986,2020
compra,2020-05-26 05:55:00,1.09221,1.09167,1.0932899999999999,5.399999999999849,True,0,-1,-1.2648148148148222,2020
compra,2020-05-26 07:10:00,1.09354,1.0916,1.09742,19.400000000000528,True,1,2,1.9262886597938165,2020
compra,2020-05-26 16:55:00,1.09763,1.09678,1.0993300000000001,8.500000000000174,True,1,2,1.8317647058823563,2020
venta,2020-05-26 23:55:00,1.09784,1.0985,1.0965199999999997,6.6000000000010495,False,1,2,1.7833333333333679,2020
compra,2020-05-27 05:30:00,1.09587,1.09522,1.0971699999999995,6.499999999998174,True,0,-1,-1.2200000000000617,2020
venta,2020-05-27 08:40:00,1.09648,1.09791,1.0936199999999998,14.300000000000423,False,1,2,1.900000000000003,2020
venta,2020-05-28 19:45:00,1.10687,1.10934,1.10193,24.699999999999722,False,0,-1,-1.0578947368421059,2020
venta,2020-05-29 14:50:00,1.11159,1.11329,1.1081900000000005,16.999999999998128,False,1,2,1.9158823529411673,2020
compra,2020-05-29 17:55:00,1.10912,1.10809,1.1111800000000003,10.300000000000864,True,1,2,1.861165048543701,2020
compra,2020-06-02 22:50:00,1.11741,1.11667,1.11889,7.399999999999629,True,1,2,1.806756756756747,2020
compra,2020-06-03 02:30:00,1.11881,1.11857,1.1192900000000001,2.4000000000001798,True,0,-1,-1.5958333333332888,2020
venta,2020-06-03 05:45:00,1.12011,1.1212,1.1179299999999999,10.900000000000354,False,0,-1,-1.1311926605504545,2020
venta,2020-06-05 12:30:00,1.13006,1.13435,1.1214800000000003,42.89999999999905,False,0,-1,-1.033333333333334,2020
compra,2020-06-05 14:45:00,1.13106,1.12828,1.13662,27.800000000000047,True,0,-1,-1.0514388489208633,2020
compra,2020-06-05 20:55:00,1.12911,1.12784,1.1316500000000003,12.700000000001044,True,1,2,1.887401574803159,2020
venta,2020-06-09 06:20:00,1.12887,1.12961,1.1273900000000001,7.399999999999629,False,1,2,1.806756756756747,2020
venta,2020-06-09 18:35:00,1.13425,1.13481,1.1331299999999997,5.60000000000116,False,1,2,1.74464285714291,2020
venta,2020-06-09 23:50:00,1.13323,1.1341,1.1314899999999997,8.700000000001484,False,0,-1,-1.164367816091926,2020
compra,2020-06-10 02:20:00,1.1342,1.13378,1.1350400000000003,4.20000000000087,True,1,2,1.65952380952388,2020
venta,2020-06-11 07:05:00,1.13479,1.13574,1.13289,9.500000000000064,False,0,-1,-1.1505263157894727,2020
compra,2020-06-12 01:55:00,1.1288,1.12796,1.13048,8.399999999999519,True,1,2,1.829761904761895,2020
compra,2020-06-15 06:30:00,1.12464,1.12267,1.1285800000000001,19.700000000000273,True,1,2,1.9274111675126915,2020
compra,2020-06-15 11:45:00,1.12647,1.12404,1.1313300000000004,24.300000000001543,True,1,2,1.9411522633744893,2020
venta,2020-06-16 00:25:00,1.13316,1.13398,1.1315199999999999,8.20000000000043,False,0,-1,-1.1743902439024299,2020
compra,2020-06-16 08:50:00,1.13416,1.1315,1.1394800000000003,26.600000000001067,True,0,-1,-1.0537593984962383,2020
compra,2020-06-16 22:40:00,1.12569,1.12532,1.12643,3.6999999999998145,True,1,2,1.6135135135134941,2020
compra,2020-06-18 10:40:00,1.12509,1.1239,1.12747,11.900000000000244,True,0,-1,-1.1201680672268883,2020
venta,2020-06-18 11:25:00,1.12409,1.12585,1.12057,17.599999999999838,False,1,2,1.9187499999999993,2020
compra,2020-06-18 14:55:00,1.1221,1.12026,1.1257800000000002,18.400000000000638,True,0,-1,-1.0777173913043452,2020
venta,2020-06-22 05:45:00,1.11987,1.12046,1.1186899999999997,5.9000000000009045,False,0,-1,-1.242372881355895,2020
compra,2020-06-22 06:35:00,1.12003,1.11895,1.1221900000000005,10.80000000000192,True,0,-1,-1.132407407407384,2020
compra,2020-06-23 06:30:00,1.12667,1.12565,1.12871,10.200000000000209,True,1,2,1.8598039215686304,2020
compra,2020-06-23 19:35:00,1.13105,1.1306,1.1319500000000002,4.500000000000615,True,0,-1,-1.3177777777777344,2020
compra,2020-06-24 08:45:00,1.1299,1.12869,1.1323199999999998,12.099999999999334,True,0,-1,-1.1181818181818246,2020
venta,2020-06-24 11:25:00,1.13004,1.13111,1.1278999999999997,10.700000000001264,False,1,2,1.8663551401869316,2020
venta,2020-06-24 15:10:00,1.12623,1.12795,1.1227900000000002,17.199999999999438,False,0,-1,-1.0831395348837236,2020
compra,2020-06-25 00:20:00,1.1252,1.12457,1.1264599999999998,6.299999999999084,True,0,-1,-1.22698412698416,2020
venta,2020-06-25 08:55:00,1.12295,1.12506,1.1187299999999998,21.100000000000563,False,0,-1,-1.0677725118483394,2020
venta,2020-06-26 04:45:00,1.12226,1.12263,1.12152,3.6999999999998145,False,1,2,1.6135135135134941,2020
compra,2020-06-26 07:25:00,1.12143,1.12059,1.1231099999999998,8.399999999999519,True,1,2,1.829761904761895,2020
compra,2020-06-29 08:35:00,1.12523,1.12404,1.12761,11.900000000000244,True,1,2,1.8798319327731117,2020
venta,2020-06-30 21:35:00,1.12314,1.12364,1.1221400000000001,4.999999999999449,False,0,-1,-1.2860000000000316,2020
venta,2020-07-01 08:45:00,1.1231,1.12448,1.1203400000000001,13.799999999999368,False,1,2,1.8963768115941981,2020
venta,2020-07-02 01:55:00,1.12532,1.12582,1.1243200000000002,4.999999999999449,False,0,-1,-1.2860000000000316,2020
venta,2020-07-02 14:55:00,1.12292,1.12815,1.1124599999999998,52.30000000000068,False,0,-1,-1.0273422562141488,2020
compra,2020-07-02 21:55:00,1.12384,1.1235,1.12452,3.4000000000000696,True,0,-1,-1.420588235294109,2020
compra,2020-07-03 05:50:00,1.12362,1.12287,1.1251200000000001,7.500000000000284,True,0,-1,-1.1906666666666594,2020
venta,2020-07-03 07:20:00,1.12343,1.12403,1.1222299999999996,6.00000000000156,False,0,-1,-1.2383333333332713,2020
venta,2020-07-03 11:25:00,1.12281,1.12345,1.1215300000000001,6.399999999999739,False,0,-1,-1.223437500000009,2020
venta,2020-07-03 20:45:00,1.12424,1.1247,1.1233199999999997,4.60000000000127,False,0,-1,-1.3108695652173055,2020
compra,2020-07-07 00:40:00,1.13303,1.13093,1.13723,20.999999999999908,True,0,-1,-1.0680952380952384,2020
venta,2020-07-07 13:55:00,1.12856,1.13068,1.1243200000000002,21.199999999998997,False,0,-1,-1.0674528301886825,2020
venta,2020-07-09 00:40:00,1.13381,1.13467,1.1320899999999998,8.60000000000083,False,0,-1,-1.166279069767426,2020
venta,2020-07-13 15:30:00,1.13582,1.13709,1.1332800000000003,12.699999999998823,False,0,-1,-1.1125984251968608,2020
venta,2020-07-13 16:50:00,1.13665,1.13748,1.1349899999999997,8.300000000001084,False,1,2,1.8277108433735165,2020
venta,2020-07-13 23:55:00,1.13447,1.13463,1.1341500000000002,1.5999999999993797,False,0,-1,-1.8937500000003464,2020
compra,2020-07-15 04:15:00,1.13982,1.13952,1.14042,2.9999999999996696,True,0,-1,-1.4766666666667192,2020
compra,2020-07-16 00:40:00,1.14178,1.14093,1.14348,8.500000000000174,True,0,-1,-1.1682352941176437,2020
compra,2020-07-16 05:55:00,1.1403,1.13972,1.1414600000000001,5.800000000000249,True,0,-1,-1.2465517241379205,2020
venta,2020-07-16 06:10:00,1.13993,1.14021,1.1393700000000004,2.7999999999983594,False,0,-1,-1.510714285714585,2020
venta,2020-07-16 16:15:00,1.14262,1.14342,1.1410199999999997,8.00000000000134,False,1,2,1.82125000000003,2020
compra,2020-07-17 10:50:00,1.14248,1.14102,1.1454,14.600000000000168,True,0,-1,-1.097945205479451,2020
