F,obj,mot,R,neta,rgo,lado,anio
0.5,nivel,SL,-1.0,-1.1165591732069424,12.868999999998778,-1,2020
0.5,1:2,SL,-1.0,-1.1165591732069424,12.868999999998778,-1,2020
0.618,nivel,SL,-1.0,-1.1353487667020485,11.082479999999123,-1,2020
0.618,1:2,SL,-1.0,-1.1353487667020485,11.082479999999123,-1,2020
0.705,nivel,SL,-1.0,-1.1536051119781405,9.765299999999115,-1,2020
0.705,1:2,SL,-1.0,-1.1536051119781405,9.765299999999115,-1,2020
0.79,nivel,SL,-1.0,-1.1769201736177024,8.478399999998146,-1,2020
0.79,1:2,SL,-1.0,-1.1769201736177024,8.478399999998146,-1,2020
0.5,nivel,SL,-1.0,-1.1003814495081357,14.942999999999302,1,2020
0.5,1:2,SL,-1.0,-1.1003814495081357,14.942999999999302,1,2020
0.618,nivel,SL,-1.0,-1.1165631585818387,12.868560000000798,1,2020
0.618,1:2,SL,-1.0,-1.1165631585818387,12.868560000000798,1,2020
0.705,nivel,SL,-1.0,-1.1322856311347338,11.339100000001054,1,2020
0.705,1:2,SL,-1.0,-1.1322856311347338,11.339100000001054,1,2020
0.79,nivel,SL,-1.0,-1.1523647001462582,9.84480000000076,1,2020
0.79,1:2,SL,-1.0,-1.1523647001462582,9.84480000000076,1,2020
0.5,nivel,TP,0.10462159997214072,0.09417337094696053,143.5650000000005,-1,2020
0.5,1:2,SL,-1.0,-1.0104482290251802,143.5650000000005,-1,2020
0.618,nivel,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.618,1:2,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.705,nivel,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.705,1:2,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.79,nivel,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.79,1:2,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.5,nivel,TP,0.10462159997214072,0.09417337094696053,143.5650000000005,-1,2020
0.5,1:2,SL,-1.0,-1.0104482290251802,143.5650000000005,-1,2020
0.618,nivel,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.618,1:2,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.705,nivel,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.705,1:2,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.79,nivel,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.79,1:2,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.5,nivel,TP,0.10462159997214072,0.09417337094696053,143.5650000000005,-1,2020
0.5,1:2,SL,-1.0,-1.0104482290251802,143.5650000000005,-1,2020
0.618,nivel,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.618,1:2,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.705,nivel,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.705,1:2,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.79,nivel,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.79,1:2,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.5,nivel,TP,0.10462159997214072,0.09417337094696053,143.5650000000005,-1,2020
0.5,1:2,SL,-1.0,-1.0104482290251802,143.5650000000005,-1,2020
0.618,nivel,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.618,1:2,SL,-1.0,-1.0121325063816984,123.63479999999981,-1,2020
0.705,nivel,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.705,1:2,SL,-1.0,-1.0137689839866715,108.94050000000061,-1,2020
0.79,nivel,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.79,1:2,SL,-1.0,-1.015858919056077,94.58400000000074,-1,2020
0.5,nivel,TP,0.7815028374775713,0.7131298858172431,21.938499999998385,1,2020
0.5,1:2,TP,2.0,1.9316270483396718,21.938499999998385,1,2020
0.618,nivel,TP,0.007970181422434131,-0.07142463949460683,18.89292000000023,1,2020
0.618,1:2,TP,2.0,1.920605179082959,18.89292000000023,1,2020
0.705,nivel,TP,0.1439289500795258,0.05382506029459605,16.64744999999857,1,2020
0.705,1:2,TP,2.0,1.9098961102150702,16.64744999999857,1,2020
