ins,regla,k,dia,lado,rgo_u,R,mot,neta,dias
EURUSD,C,1,2025-04-28,1,104.29999999999939,-1.0,SL,-1.0137104506232024,3
EURUSD,C,1,2025-05-06,1,74.60000000000022,-1.0,SL,-1.0191689008042895,1
EURUSD,C,1,2025-05-08,-1,151.89999999999813,1.0,TP,0.9905859117840683,2
EURUSD,C,1,2025-05-16,-1,66.69999999999953,-1.0,SL,-1.0214392803598202,1
EURUSD,C,1,2025-05-21,1,110.30000000000095,-1.0,SL,-1.012964641885766,6
EURUSD,C,1,2025-06-02,1,126.3000000000014,1.0,TP,0.98867775138559,8
EURUSD,C,1,2025-06-17,-1,133.39999999999907,-1.0,SL,-1.0107196401799101,5
EURUSD,C,1,2025-06-25,1,81.2999999999997,1.0,TP,0.982410824108241,1
EURUSD,C,1,2025-06-30,1,98.99999999999797,-1.0,SL,-1.0144444444444447,8
EURUSD,C,1,2025-07-14,-1,50.700000000001296,1.0,TP,0.9717948717948726,1
EURUSD,C,1,2025-07-21,1,92.70000000000111,1.0,TP,0.9845738942826323,3
EURUSD,C,1,2025-07-28,-1,172.30000000000078,1.0,TP,0.9917005223447476,2
EURUSD,C,1,2025-08-01,1,179.20000000000158,0.5558035714285647,cierre,0.5478236607142791,20
EURUSD,C,1,2025-09-02,-1,95.00000000000064,-1.0,SL,-1.0150526315789472,3
EURUSD,C,1,2025-09-08,1,113.30000000000062,1.0,TP,0.9873786407766991,6
EURUSD,C,1,2025-09-18,-1,132.2000000000001,1.0,TP,0.9891830559757943,5
EURUSD,C,1,2025-09-29,1,68.09999999999982,-1.0,SL,-1.020998531571219,5
EURUSD,C,1,2025-10-08,-1,86.3999999999998,-1.0,SL,-1.016550925925926,7
EURUSD,C,1,2025-10-20,-1,84.20000000000094,1.0,TP,0.983016627078385,8
EURUSD,C,1,2025-10-31,-1,100.40000000000049,-1.0,SL,-1.0142430278884462,9
EURUSD,C,1,2025-11-17,-1,64.9999999999995,1.0,TP,0.9779999999999999,2
EURUSD,C,1,2025-11-25,1,67.30000000000125,1.0,TP,0.9787518573551267,4
EURUSD,C,1,2025-12-03,1,79.19999999999926,1.0,TP,0.9819444444444443,6
EURUSD,C,1,2025-12-15,1,31.200000000000117,1.0,TP,0.9541666666666668,1
EURUSD,C,1,2025-12-19,-1,52.39999999999911,-1.0,SL,-1.0272900763358783,1
EURUSD,C,1,2025-12-23,1,88.0000000000014,-1.0,SL,-1.0162499999999997,7
EURUSD,C,1,2026-01-07,-1,65.99999999999939,1.0,TP,0.9783333333333332,6
EURUSD,C,1,2026-01-19,1,60.700000000000195,1.0,TP,0.9764415156507414,1
EURUSD,C,1,2026-01-22,1,78.70000000000043,1.0,TP,0.9818297331639136,1
EURUSD,C,1,2026-01-26,1,146.99999999999935,1.0,TP,0.9902721088435373,1
EURUSD,C,1,2026-01-30,-1,146.39999999999986,0.2274590163934466,cierre,0.21769125683060506,20
EURUSD,C,1,2026-03-02,-1,141.5999999999995,1.0,TP,0.9899011299435028,1
EURUSD,C,1,2026-03-11,-1,124.6999999999998,1.0,TP,0.988532477947073,2
EURUSD,C,1,2026-03-17,1,124.80000000000047,1.0,TP,0.9885416666666668,16
EURUSD,C,1,2026-04-13,1,78.2000000000016,1.0,TP,0.9817135549872127,4
EURUSD,C,1,2026-04-22,-1,83.19999999999882,-1.0,SL,-1.0171875000000001,10
EURUSD,C,1,2026-05-08,1,61.40000000000034,-1.0,SL,-1.02328990228013,2
EURUSD,C,1,2026-05-13,-1,74.60000000000022,1.0,TP,0.9808310991957105,2
EURUSD,C,1,2026-05-19,-1,54.00000000000071,-1.0,SL,-1.026481481481481,6
EURUSD,C,1,2026-06-03,-1,58.00000000000027,1.0,TP,0.975344827586207,2
EURUSD,C,1,2026-06-11,1,42.89999999999905,1.0,TP,0.9666666666666659,2
EURUSD,C,1,2026-06-17,-1,117.40000000000083,1.0,TP,0.9878194207836457,4
EURUSD,C,1,2026-06-24,-1,82.19999999999894,-1.0,SL,-1.0173965936739662,6
EURUSD,C,1,2026-07-07,-1,40.29999999999978,-1.0,SL,-1.035483870967742,2
EURUSD,C,1,2026-07-10,-1,36.90000000000193,1.0,TP,0.9612466124661267,1
EURUSD,C,1,2026-07-15,1,85.00000000000173,-1.0,SL,-1.0168235294117645,6
EURUSD,C,1,2026-07-29,1,106.59999999999891,1.0,TP,0.9865853658536584,7
EURUSD,C,1,2026-08-12,-1,28.200000000000447,-1.0,SL,-1.0507092198581551,2
EURUSD,C,1,2026-08-19,1,109.09999999999975,0.005499541704873617,cierre,-0.007607699358371142,2
EURUSD,C,2,2020-01-03,-1,69.6999999999992,2.0,TP,1.97948350071736,16
EURUSD,C,2,2020-01-30,1,39.20000000000145,-1.0,SL,-1.0364795918367333,5
EURUSD,C,2,2020-02-07,-1,70.00000000000117,2.0,TP,1.979571428571429,7
EURUSD,C,2,2020-02-21,1,67.80000000000008,2.0,TP,1.9789085545722713,4
EURUSD,C,2,2020-02-28,1,145.60000000000127,2.0,TP,1.9901785714285716,5
EURUSD,C,2,2020-03-09,1,187.70000000000175,-1.0,SL,-1.0076185402237612,3
EURUSD,C,2,2020-03-17,-1,220.6000000000019,0.15412511332728096,cierre,0.14764279238439798,20
EURUSD,C,2,2020-04-23,-1,107.80000000000011,-1.0,SL,-1.013265306122449,3
EURUSD,C,2,2020-04-30,1,130.7999999999998,-1.0,SL,-1.0109327217125383,4
EURUSD,C,2,2020-05-11,-1,69.00000000000128,-1.0,SL,-1.020724637681159,1
EURUSD,C,2,2020-05-14,-1,89.99999999999896,-1.0,SL,-1.015888888888889,2
EURUSD,C,2,2020-05-20,1,75.80000000000142,-1.0,SL,-1.0188654353562,2
EURUSD,C,2,2020-05-26,1,105.3000000000015,2.0,TP,1.98641975308642,5
EURUSD,C,2,2020-06-03,1,120.10000000000076,0.1240632805994989,cierre,0.11215653621981539,20
EURUSD,C,2,2020-07-06,1,91.20000000000016,2.0,TP,1.9843201754385966,11
EURUSD,C,2,2020-07-22,1,148.09999999999988,2.0,TP,1.9903443619176233,7
EURUSD,C,2,2020-08-03,-1,149.100000000002,-1.0,SL,-1.009590878604963,3
EURUSD,C,2,2020-08-07,-1,129.7999999999999,-1.0,SL,-1.0110169491525425,7
EURUSD,C,2,2020-08-19,-1,122.90000000000134,-1.0,SL,-1.0116354759967452,8
EURUSD,C,2,2020-09-02,-1,156.4999999999994,0.8408945686901028,cierre,0.8317571884984095,20
EURUSD,C,2,2020-10-02,-1,53.900000000000055,-1.0,SL,-1.0265306122448978,1
EURUSD,C,2,2020-10-09,1,92.20000000000006,-1.0,SL,-1.0155097613882864,2
EURUSD,C,2,2020-10-15,-1,61.20000000000125,-1.0,SL,-1.023366013071895,2
EURUSD,C,2,2020-10-20,1,121.10000000000065,-1.0,SL,-1.0118084227910817,7
EURUSD,C,2,2020-10-30,-1,115.60000000000014,-1.0,SL,-1.0123702422145329,3
EURUSD,C,2,2020-11-05,1,219.49999999999912,1.4637813211845156,cierre,1.4572665148063835,20
EURUSD,C,2,2020-12-07,-1,67.39999999999968,-1.0,SL,-1.0212166172106827,7
EURUSD,C,2,2020-12-17,1,142.8000000000007,-1.0,SL,-1.0100140056022409,19
EURUSD,C,2,2021-01-15,-1,103.59999999999924,-1.0,SL,-1.013803088803089,5
EURUSD,C,2,2021-01-25,-1,46.899999999998606,2.0,TP,1.9695095948827284,6
EURUSD,C,2,2021-02-04,-1,85.30000000000148,-1.0,SL,-1.016764361078546,2
EURUSD,C,2,2021-02-09,1,98.90000000000175,-1.0,SL,-1.0144590495449948,15
EURUSD,C,2,2021-03-04,-1,138.09999999999877,1.451122375090531,cierre,1.4407675597393361,20
EURUSD,C,2,2021-04-05,1,63.59999999999921,2.0,TP,1.97751572327044,6
EURUSD,C,2,2021-04-14,1,101.29999999999971,2.0,TP,1.985883514313919,19
EURUSD,C,2,2021-05-12,-1,110.60000000000069,-1.0,SL,-1.0129294755877034,4
EURUSD,C,2,2021-05-25,1,77.30000000000014,-1.0,SL,-1.0184993531694695,3
EURUSD,C,2,2021-06-01,1,29.09999999999968,-1.0,SL,-1.0491408934707909,1
EURUSD,C,2,2021-06-03,-1,99.80000000000099,2.0,TP,1.985671342685371,10
EURUSD,C,2,2021-06-18,-1,146.99999999999935,0.37074829931974157,cierre,0.36102040816327896,20
EURUSD,C,2,2021-07-26,1,47.20000000000057,2.0,TP,1.9697033898305087,4
EURUSD,C,2,2021-08-04,-1,57.39999999999856,2.0,TP,1.9750871080139367,4
EURUSD,C,2,2021-08-13,1,69.6999999999992,-1.0,SL,-1.02051649928264,2
EURUSD,C,2,2021-08-19,-1,65.89999999999874,-1.0,SL,-1.0216995447647956,2
EURUSD,C,2,2021-08-24,1,63.20000000000103,2.0,TP,1.9773734177215194,8
EURUSD,C,2,2021-09-07,-1,41.10000000000058,2.0,TP,1.9652068126520685,7
EURUSD,C,2,2021-09-17,-1,96.49999999999936,2.0,TP,1.985181347150259,13
EURUSD,C,2,2021-10-08,1,24.699999999999722,-1.0,SL,-1.0578947368421059,2
EURUSD,C,2,2021-10-13,1,73.90000000000008,-1.0,SL,-1.0193504736129906,17
EURUSD,C,2,2021-11-08,1,71.70000000000121,-1.0,SL,-1.0199442119944209,2
EURUSD,C,2,2021-11-11,-1,146.60000000000116,1.0654843110504668,cierre,1.0557298772169061,20
EURUSD,C,2,2021-12-14,-1,62.59999999999932,-1.0,SL,-1.0228434504792334,2
EURUSD,C,2,2021-12-17,-1,123.30000000000173,-1.0,SL,-1.0115977291159772,8
EURUSD,C,2,2021-12-31,1,70.20000000000026,-1.0,SL,-1.0203703703703704,1
EURUSD,C,2,2022-01-07,1,74.80000000000153,-1.0,SL,-1.0191176470588232,12
EURUSD,C,2,2022-01-26,-1,88.2000000000005,-1.0,SL,-1.0162131519274376,5
EURUSD,C,2,2022-02-03,1,173.1000000000016,-1.0,SL,-1.008261120739457,15
EURUSD,C,2,2022-03-01,-1,127.50000000000038,2.0,TP,1.9887843137254901,4
EURUSD,C,2,2022-03-09,1,219.4000000000007,-0.7780309936189546,cierre,-0.7845487693710056,20
EURUSD,C,2,2022-04-12,-1,105.69999999999968,-1.0,SL,-1.0135288552507096,7
EURUSD,C,2,2022-04-22,-1,141.50000000000105,2.0,TP,1.9898939929328623,4
EURUSD,C,2,2022-05-04,1,131.7999999999997,-1.0,SL,-1.0108497723823977,2
EURUSD,C,2,2022-05-11,-1,71.4999999999999,2.0,TP,1.98,1
EURUSD,C,2,2022-05-16,1,85.09999999999795,2.0,TP,1.9831962397179785,3
EURUSD,C,2,2022-05-23,1,156.60000000000005,-1.0,SL,-1.009131545338442,14
EURUSD,C,2,2022-06-13,-1,233.79999999999956,1.5868263473053883,cierre,1.580710008554319,20
EURUSD,C,2,2022-07-15,1,130.0000000000001,2.0,TP,1.989,18
EURUSD,C,2,2022-08-12,-1,105.19999999999862,2.0,TP,1.9864068441064637,5
EURUSD,C,2,2022-08-22,-1,153.4000000000013,-1.0,SL,-1.009322033898305,14
EURUSD,C,2,2022-09-12,1,123.19999999999887,-1.0,SL,-1.011607142857143,1
EURUSD,C,2,2022-09-21,-1,210.79999999999987,0.3187855787476258,cierre,0.31200189753320456,20
EURUSD,C,2,2022-10-21,1,106.89999999999976,2.0,TP,1.986623012160898,3
EURUSD,C,2,2022-10-31,-1,112.40000000000028,-1.0,SL,-1.0127224199288256,5
EURUSD,C,2,2022-11-08,1,155.69999999999973,2.0,TP,1.990815671162492,5
EURUSD,C,2,2022-11-21,-1,154.70000000000093,-1.0,SL,-1.0092436974789916,2
EURUSD,C,2,2022-11-24,1,111.60000000000058,-1.0,SL,-1.0128136200716846,4
EURUSD,C,2,2022-12-01,1,231.60000000000068,0.5988773747841108,cierre,0.5927029360967188,20
EURUSD,C,2,2022-12-30,1,94.49999999999957,-1.0,SL,-1.015132275132275,2
EURUSD,C,2,2023-01-05,-1,114.60000000000025,-1.0,SL,-1.012478184991274,1
EURUSD,C,2,2023-01-09,1,250.90000000000055,-0.0314866480669616,cierre,-0.03718612993224656,20
EURUSD,C,2,2023-02-10,-1,115.3000000000004,-1.0,SL,-1.0124024284475281,2
EURUSD,C,2,2023-02-15,-1,116.40000000000094,0.9450171821305678,cierre,0.9327319587628704,20
EURUSD,C,2,2023-03-17,1,91.9000000000003,2.0,TP,1.9844396082698585,3
EURUSD,C,2,2023-03-24,-1,170.69999999999916,-1.0,SL,-1.0083772700644407,7
EURUSD,C,2,2023-04-10,-1,78.19999999999938,-1.0,SL,-1.018286445012788,2
EURUSD,C,2,2023-04-13,1,134.2999999999983,-1.0,SL,-1.0106478034251676,20
EURUSD,C,2,2023-05-12,-1,150.3999999999994,0.6894946808510658,cierre,0.6799867021276615,20
EURUSD,C,2,2023-06-13,1,59.90000000000162,2.0,TP,1.9761268781302177,2
EURUSD,C,2,2023-06-21,1,86.29999999999914,-1.0,SL,-1.0165701042873698,2
EURUSD,C,2,2023-06-27,1,72.49999999999979,-1.0,SL,-1.0197241379310344,2
EURUSD,C,2,2023-07-05,-1,60.99999999999994,-1.0,SL,-1.0234426229508198,2
EURUSD,C,2,2023-07-10,1,133.90000000000012,2.0,TP,1.9893203883495145,6
EURUSD,C,2,2023-07-19,-1,75.59999999999789,2.0,TP,1.9810846560846556,4
EURUSD,C,2,2023-07-27,-1,129.7999999999999,1.250385208012325,cierre,1.2393682588597825,20
EURUSD,C,2,2023-08-25,-1,85.80000000000031,-1.0,SL,-1.0166666666666666,2
EURUSD,C,2,2023-08-30,1,140.50000000000117,-1.0,SL,-1.0101779359430605,2
EURUSD,C,2,2023-09-05,-1,86.10000000000007,2.0,TP,1.983391405342625,16
EURUSD,C,2,2023-10-02,-1,137.80000000000126,-1.0,SL,-1.010377358490566,6
EURUSD,C,2,2023-10-12,-1,104.20000000000095,-1.0,SL,-1.0137236084452974,7
EURUSD,C,2,2023-10-25,-1,126.80000000000024,-1.0,SL,-1.0112776025236594,7
EURUSD,C,2,2023-11-07,-1,58.19999999999936,-1.0,SL,-1.0245704467353955,5
EURUSD,C,2,2023-11-17,1,83.80000000000054,-1.0,SL,-1.0170644391408112,10
EURUSD,C,2,2023-12-05,-1,97.49999999999925,-1.0,SL,-1.0146666666666668,6
EURUSD,C,2,2023-12-14,1,218.70000000000056,-0.1989026063100167,cierre,-0.2054412437128516,20
EURUSD,C,2,2024-01-16,-1,96.09999999999896,1.6795005202913857,cierre,1.6646201873049131,20
EURUSD,C,2,2024-02-15,1,77.49999999999923,2.0,TP,1.981548387096774,15
EURUSD,C,2,2024-03-13,1,50.69999999999908,-1.0,SL,-1.0282051282051288,1
EURUSD,C,2,2024-03-19,-1,44.50000000000065,-1.0,SL,-1.0321348314606738,1
EURUSD,C,2,2024-03-22,-1,136.099999999999,1.130786186627489,cierre,1.1202792064658431,20
EURUSD,C,2,2024-04-23,1,78.2000000000016,2.0,TP,1.9817135549872127,16
EURUSD,C,2,2024-05-22,-1,51.399999999999224,-1.0,SL,-1.027821011673152,4
EURUSD,C,2,2024-05-29,-1,85.80000000000031,-1.0,SL,-1.0166666666666666,3
EURUSD,C,2,2024-06-07,-1,100.29999999999983,-0.35194416749751134,cierre,-0.3662013958125662,20
EURUSD,C,2,2024-07-09,-1,30.49999999999997,-1.0,SL,-1.0468852459016393,2
EURUSD,C,2,2024-07-12,1,76.50000000000156,-1.0,SL,-1.018692810457516,8
EURUSD,C,2,2024-07-29,-1,45.30000000000145,-1.0,SL,-1.0315673289183214,4
EURUSD,C,2,2024-08-05,1,170.7000000000014,0.6895137668423983,cierre,0.6811364967779578,20
EURUSD,C,2,2024-09-04,1,56.00000000000049,-1.0,SL,-1.025535714285714,4
EURUSD,C,2,2024-09-11,-1,37.199999999999456,-1.0,SL,-1.0384408602150543,1
EURUSD,C,2,2024-09-16,1,60.700000000000195,-1.0,SL,-1.0235584843492587,3
EURUSD,C,2,2024-09-23,-1,70.20000000000026,-1.0,SL,-1.0203703703703704,2
EURUSD,C,2,2024-10-01,-1,140.49999999999895,2.0,TP,1.9898220640569395,16
EURUSD,C,2,2024-10-24,1,66.90000000000084,-1.0,SL,-1.0213751868460386,9
EURUSD,C,2,2024-11-11,-1,148.59999999999872,2.0,TP,1.9903768506056527,9
EURUSD,C,2,2024-11-27,1,141.70000000000016,-1.0,SL,-1.010091743119266,15
EURUSD,C,2,2024-12-20,1,78.10000000000095,-1.0,SL,-1.0183098591549293,7
EURUSD,C,2,2025-01-02,-1,159.19999999999933,-1.0,SL,-1.0089824120603015,2
EURUSD,C,2,2025-01-08,-1,116.50000000000159,-1.0,SL,-1.0122746781115879,9
EURUSD,C,2,2025-01-24,1,120.0000000000001,-1.0,SL,-1.0119166666666666,5
EURUSD,C,2,2025-02-03,-1,93.00000000000085,-1.0,SL,-1.0153763440860213,2
EURUSD,C,2,2025-02-07,-1,79.80000000000098,-1.0,SL,-1.0179197994987466,3
EURUSD,C,2,2025-02-13,1,149.20000000000044,2.0,TP,1.9904155495978553,14
EURUSD,C,2,2025-03-11,1,108.50000000000026,-1.0,SL,-1.0131797235023041,8
EURUSD,C,2,2025-03-26,-1,89.09999999999972,-1.0,SL,-1.0160493827160495,2
EURUSD,C,2,2025-04-03,1,270.3999999999995,0.870192307692311,cierre,0.8649038461538495,20
EURUSD,C,2,2025-05-06,1,74.60000000000022,-1.0,SL,-1.0191689008042895,1
EURUSD,C,2,2025-05-08,-1,151.89999999999813,-1.0,SL,-1.0094140882159317,12
EURUSD,C,2,2025-05-27,-1,88.50000000000024,-1.0,SL,-1.0161581920903955,4
EURUSD,C,2,2025-06-05,1,85.39999999999992,2.0,TP,1.9832552693208432,5
EURUSD,C,2,2025-06-17,-1,133.39999999999907,-1.0,SL,-1.0107196401799101,5
EURUSD,C,2,2025-06-25,1,81.2999999999997,2.0,TP,1.982410824108241,4
EURUSD,C,2,2025-07-07,-1,78.50000000000134,-1.0,SL,-1.018216560509554,13
EURUSD,C,2,2025-07-28,-1,172.30000000000078,-0.17469529889726892,cierre,-0.18299477655252136,20
EURUSD,C,2,2025-08-28,1,104.20000000000095,2.0,TP,1.9862763915547026,14
EURUSD,C,2,2025-09-18,-1,132.2000000000001,0.7473524962178428,cierre,0.7365355521936371,20
EURUSD,C,2,2025-10-20,-1,84.20000000000094,2.0,TP,1.9830166270783849,11
EURUSD,C,2,2025-11-06,1,74.19999999999982,1.3611859838274962,cierre,1.3419137466307307,20
EURUSD,C,2,2025-12-05,-1,43.10000000000036,-1.0,SL,-1.0331786542923431,3
EURUSD,C,2,2025-12-11,1,117.19999999999952,-1.0,SL,-1.0122013651877133,19
EURUSD,C,2,2026-01-12,1,50.19999999999802,-1.0,SL,-1.0284860557768936,3
EURUSD,C,2,2026-01-19,1,60.700000000000195,2.0,TP,1.9764415156507413,1
EURUSD,C,2,2026-01-22,1,78.70000000000043,2.0,TP,1.9818297331639136,3
EURUSD,C,2,2026-01-30,-1,146.39999999999986,0.2274590163934466,cierre,0.21769125683060506,20
EURUSD,C,2,2026-03-02,-1,141.5999999999995,1.5819209039548061,cierre,1.5718220338983089,20
EURUSD,C,2,2026-03-31,1,110.50000000000004,2.0,TP,1.9870588235294118,10
EURUSD,C,2,2026-04-17,-1,62.19999999999892,2.0,TP,1.9770096463022504,20
EURUSD,C,2,2026-05-19,-1,54.00000000000071,-1.0,SL,-1.026481481481481,6
EURUSD,C,2,2026-06-03,-1,58.00000000000027,2.0,TP,1.975344827586207,10
EURUSD,C,2,2026-06-18,-1,156.39999999999876,0.12020460358057025,cierre,0.11106138107417632,20
EURUSD,C,2,2026-07-20,-1,42.200000000001125,-1.0,SL,-1.0338862559241697,7
EURUSD,C,2,2026-07-30,1,150.3999999999994,1.0066489361702269,cierre,0.9971409574468226,16
EURUSD,C,3,2020-01-03,-1,69.6999999999992,0.8665710186513793,cierre,0.8460545193687392,20
EURUSD,C,3,2020-02-05,-1,64.5999999999991,3.0,TP,2.977863777089783,9
EURUSD,C,3,2020-02-21,1,67.80000000000008,3.0,TP,2.9789085545722713,5
EURUSD,C,3,2020-03-02,1,187.6000000000011,-1.0,SL,-1.0076226012793177,12
EURUSD,C,3,2020-03-19,-1,390.7000000000016,-1.0,SL,-1.0036600972613259,5
EURUSD,C,3,2020-03-27,1,263.70000000000005,-1.0,SL,-1.005422828972317,4
EURUSD,C,3,2020-04-03,-1,168.90000000000072,-1.0,SL,-1.0084665482534043,6
EURUSD,C,3,2020-04-14,1,89.4000000000017,-1.0,SL,-1.015995525727069,1
EURUSD,C,3,2020-04-23,-1,107.80000000000011,-1.0,SL,-1.013265306122449,3
EURUSD,C,3,2020-04-30,1,130.7999999999998,-1.0,SL,-1.0109327217125383,4
EURUSD,C,3,2020-05-11,-1,69.00000000000128,-1.0,SL,-1.020724637681159,1
EURUSD,C,3,2020-05-14,-1,89.99999999999896,-1.0,SL,-1.015888888888889,2
EURUSD,C,3,2020-05-20,1,75.80000000000142,-1.0,SL,-1.0188654353562,2
EURUSD,C,3,2020-05-26,1,105.3000000000015,3.0,TP,2.98641975308642,7
EURUSD,C,3,2020-06-09,1,69.20000000000037,-1.0,SL,-1.0206647398843929,3
EURUSD,C,3,2020-06-18,-1,90.50000000000001,-1.0,SL,-1.0158011049723756,3
EURUSD,C,3,2020-06-25,-1,110.10000000000186,-1.0,SL,-1.012988192552225,7
EURUSD,C,3,2020-07-13,1,89.79999999999987,3.0,TP,2.984075723830735,8
EURUSD,C,3,2020-07-24,1,114.30000000000051,1.2274715660542366,cierre,1.2149606299212532,20
EURUSD,C,3,2020-08-31,1,128.09999999999988,-1.0,SL,-1.0111631537861046,3
EURUSD,C,3,2020-09-08,-1,74.7999999999993,-1.0,SL,-1.0191176470588237,2
EURUSD,C,3,2020-09-16,-1,85.30000000000148,0.7971864009378428,cierre,0.7804220398592967,20
EURUSD,C,3,2020-10-15,-1,61.20000000000125,-1.0,SL,-1.023366013071895,2
EURUSD,C,3,2020-10-20,1,121.10000000000065,-1.0,SL,-1.0118084227910817,7
EURUSD,C,3,2020-10-30,-1,115.60000000000014,-1.0,SL,-1.0123702422145329,3
EURUSD,C,3,2020-11-05,1,219.49999999999912,1.4637813211845156,cierre,1.4572665148063835,20
EURUSD,C,3,2020-12-07,-1,67.39999999999968,-1.0,SL,-1.0212166172106827,7
EURUSD,C,3,2020-12-17,1,142.8000000000007,-1.0,SL,-1.0100140056022409,19
EURUSD,C,3,2021-01-15,-1,103.59999999999924,-1.0,SL,-1.013803088803089,5
EURUSD,C,3,2021-01-25,-1,46.899999999998606,3.0,TP,2.9695095948827284,8
EURUSD,C,3,2021-02-05,1,90.69999999999911,-1.0,SL,-1.0157662624035282,20
EURUSD,C,3,2021-03-08,-1,127.30000000000129,-1.0,SL,-1.011233307148468,3
EURUSD,C,3,2021-03-16,-1,65.3999999999999,-1.0,SL,-1.0218654434250765,1
EURUSD,C,3,2021-03-19,-1,85.69999999999966,-1.0,SL,-1.0166861143523922,19
EURUSD,C,3,2021-04-19,1,86.69999999999955,1.3460207612456896,cierre,1.3295271049596458,20
EURUSD,C,3,2021-05-18,1,98.5999999999998,-1.0,SL,-1.0145030425963488,12
EURUSD,C,3,2021-06-07,1,86.69999999999955,-1.0,SL,-1.0164936562860438,4
EURUSD,C,3,2021-06-16,-1,153.6000000000004,1.0273437500000056,cierre,1.0180338541666722,20
EURUSD,C,3,2021-07-26,1,47.20000000000057,-1.0,SL,-1.0302966101694913,9
EURUSD,C,3,2021-08-09,-1,97.49999999999925,-1.0,SL,-1.0146666666666668,16
EURUSD,C,3,2021-09-02,1,79.70000000000032,-1.0,SL,-1.0179422835633625,7
EURUSD,C,3,2021-09-16,-1,63.19999999999881,3.0,TP,2.9773734177215188,10
EURUSD,C,3,2021-10-04,1,56.499999999999325,-1.0,SL,-1.0253097345132747,2
EURUSD,C,3,2021-10-08,1,24.699999999999722,-1.0,SL,-1.0578947368421059,2
EURUSD,C,3,2021-10-13,1,73.90000000000008,-1.0,SL,-1.0193504736129906,17
EURUSD,C,3,2021-11-08,1,71.70000000000121,-1.0,SL,-1.0199442119944209,2
EURUSD,C,3,2021-11-11,-1,146.60000000000116,1.0654843110504668,cierre,1.0557298772169061,20
EURUSD,C,3,2021-12-14,-1,62.59999999999932,-1.0,SL,-1.0228434504792334,2
EURUSD,C,3,2021-12-17,-1,123.30000000000173,-1.0,SL,-1.0115977291159772,8
EURUSD,C,3,2021-12-31,1,70.20000000000026,-1.0,SL,-1.0203703703703704,1
EURUSD,C,3,2022-01-07,1,74.80000000000153,-1.0,SL,-1.0191176470588232,12
EURUSD,C,3,2022-01-26,-1,88.2000000000005,-1.0,SL,-1.0162131519274376,5
EURUSD,C,3,2022-02-03,1,173.1000000000016,-1.0,SL,-1.008261120739457,15
EURUSD,C,3,2022-03-01,-1,127.50000000000038,0.254901960784311,cierre,0.2436862745098012,20
EURUSD,C,3,2022-03-30,1,188.39999999999966,-1.0,SL,-1.0075902335456475,3
EURUSD,C,3,2022-04-05,-1,148.80000000000004,2.573924731182795,cierre,2.5643145161290315,20
EURUSD,C,3,2022-05-04,1,131.7999999999997,-1.0,SL,-1.0108497723823977,2
EURUSD,C,3,2022-05-11,-1,71.4999999999999,-1.0,SL,-1.02,6
EURUSD,C,3,2022-05-23,1,156.60000000000005,-1.0,SL,-1.009131545338442,14
EURUSD,C,3,2022-06-13,-1,233.79999999999956,1.5868263473053883,cierre,1.580710008554319,20
EURUSD,C,3,2022-07-15,1,130.0000000000001,1.3607692307692283,cierre,1.3497692307692284,20
EURUSD,C,3,2022-08-15,-1,167.50000000000043,0.24537313432836105,cierre,0.23683582089552527,20
EURUSD,C,3,2022-09-13,-1,232.50000000000102,1.1286021505376262,cierre,1.1224516129032176,20
EURUSD,C,3,2022-10-13,1,109.29999999999995,3.0,TP,2.9869167429094237,20
EURUSD,C,3,2022-11-11,1,418.39999999999986,0.4249521988527757,cierre,0.42153441682600706,20
EURUSD,C,3,2022-12-13,1,126.9000000000009,-1.0,SL,-1.0112687155240345,18
EURUSD,C,3,2023-01-09,1,250.90000000000055,-0.0314866480669616,cierre,-0.03718612993224656,20
EURUSD,C,3,2023-02-10,-1,115.3000000000004,-1.0,SL,-1.0124024284475281,2
EURUSD,C,3,2023-02-15,-1,116.40000000000094,0.9450171821305678,cierre,0.9327319587628704,20
EURUSD,C,3,2023-03-17,1,91.9000000000003,3.0,TP,2.9844396082698585,12
EURUSD,C,3,2023-04-10,-1,78.19999999999938,-1.0,SL,-1.018286445012788,2
EURUSD,C,3,2023-04-13,1,134.2999999999983,-1.0,SL,-1.0106478034251676,20
EURUSD,C,3,2023-05-12,-1,150.3999999999994,0.6894946808510658,cierre,0.6799867021276615,20
EURUSD,C,3,2023-06-13,1,59.90000000000162,3.0,TP,2.9761268781302177,6
EURUSD,C,3,2023-06-23,-1,116.1000000000012,-1.0,SL,-1.0123169681309214,12
EURUSD,C,3,2023-07-12,1,150.3999999999994,-1.0,SL,-1.0095079787234043,11
EURUSD,C,3,2023-08-02,-1,80.8999999999993,-1.0,SL,-1.0176761433868975,2
EURUSD,C,3,2023-08-08,-1,59.90000000000162,-1.0,SL,-1.0238731218697823,2
EURUSD,C,3,2023-08-11,-1,121.70000000000013,2.020542317173384,cierre,2.0087921117502123,20
EURUSD,C,3,2023-09-11,1,55.19999999999969,-1.0,SL,-1.0259057971014494,3
EURUSD,C,3,2023-09-18,1,58.59999999999976,-1.0,SL,-1.0244027303754266,3
EURUSD,C,3,2023-09-25,-1,79.40000000000057,-1.0,SL,-1.0180100755667505,20
EURUSD,C,3,2023-10-25,-1,126.80000000000024,-1.0,SL,-1.0112776025236594,7
EURUSD,C,3,2023-11-07,-1,58.19999999999936,-1.0,SL,-1.0245704467353955,5
