slf,rr,riesgo,sl,tp,ajuste,fuera,f1,f2,R,dias
1.0,5.0,0.015,215.6800000000003,43.13600000000006,0.001228675,0.002412025,0.01925,0.1253,-0.02612841652854616,84.0
0.25,1.5,0.0075,53.92000000000007,35.946666666666715,0.0011791,0.000383525,0.00725,0.0529,-0.11286427376931812,75.0
0.5,1.0,0.005,107.84000000000015,107.84000000000015,0.0011592,0.00256425,0.0195,0.1315,-0.011836019996257737,88.0
0.75,5.0,0.015,161.76000000000022,32.35200000000005,0.0010253600000000001,0.0022284375,0.01875,0.11885,-0.033510819796057044,82.0
0.5,5.0,0.015,107.84000000000015,21.56800000000003,0.0010061999999999998,0.00045140249999999995,0.00695,0.06495,-0.057613228027730896,82.0
0.5,2.0,0.0075,107.84000000000015,53.92000000000007,0.00090153,0.000271955,0.00545,0.0499,-0.06963601676602425,86.0
0.5,3.0,0.01,107.84000000000015,35.946666666666715,0.0008813025,0.00049844,0.0068,0.0733,-0.05410424333829368,85.0
1.0,1.5,0.0075,215.6800000000003,143.78666666666686,0.0008171149999999999,0.00268884,0.0194,0.1386,-0.01048125276611923,87.0
0.75,3.0,0.01,161.76000000000022,53.92000000000007,0.0006774299999999999,0.00042777,0.0063,0.0679,-0.050438197841758604,88.0
0.25,1.0,0.005,53.92000000000007,53.92000000000007,0.00063386,7.579e-05,0.0022,0.03445,-0.1265534080074139,81.5
1.0,3.0,0.01,215.6800000000003,71.89333333333343,0.00057509,0.00091155,0.0103,0.0885,-0.027399819608183756,90.0
0.35,2.0,0.0075,75.4880000000001,37.74400000000005,0.0005412949999999999,0.00012049499999999998,0.0029,0.04155,-0.08327632687795875,83.0
0.25,5.0,0.02,53.92000000000007,10.784000000000015,0.000432825,0.000362805,0.0067,0.05415,-0.08325990122169638,70.0
0.35,5.0,0.015,75.4880000000001,15.09760000000002,0.000393875,0.0001089,0.00275,0.0396,-0.0701380853087084,76.0
0.35,3.0,0.01,75.4880000000001,25.1626666666667,0.00037323,8.05e-05,0.0025,0.0322,-0.08505486463572504,80.5
0.75,2.0,0.0075,161.76000000000022,80.88000000000011,0.00036296,0.00088445,0.0095,0.0931,-0.027463461235716434,90.0
1.0,2.0,0.0075,215.6800000000003,107.84000000000015,0.00023307,0.0005221125,0.00595,0.08775,-0.01725929610990814,91.0
