dia,cierre_min,o,h,l,c,patrones,alcista,bajista,neutro,cierre,cuerpo,pos_cierre,frac_cuerpo,verde,m5tend,m15dir,m15tend,m15pos,suya,lado,R,mot,ocupada,ent_min,rgo,lado_t,neta,res,mismo,toca,mecha,cuerpo_fuera,cerca,hora,lleno
2026-01-29,550,1.19746,1.1981,1.1974,1.19806,ninguno,False,False,False,cierra arriba,cuerpo lleno,0.9428571428570794,0.8571428571428571,True,1.0,1.0,-1.0,1.6463414634145022,True,1,-1.0,SL,False,550,10.5,1,-1.1361904761904762,True,True,False,False,False,12.8000000000017,70,True
2026-02-17,480,1.18449,1.18456,1.18436,1.18438,envolvente bajista,False,True,False,cierra abajo,cuerpo medio,0.0999999999995559,0.5500000000003331,False,-1.0,-1.0,-1.0,0.1428571428569918,True,-1,2.0,TP,False,481,3.4,-1,1.5794117647058823,True,True,False,False,False,8.099999999999774,0,False
2026-02-17,540,1.18299,1.18329,1.18286,1.18327,envolvente alcista,True,False,False,cierra arriba,cuerpo lleno,0.9534883720932276,0.6511627906979146,True,-1.0,1.0,-1.0,0.8039215686274765,True,1,2.0,TP,False,540,3.8,1,1.6236842105263158,True,True,False,False,False,2.9999999999996696,60,True
2026-02-19,480,1.17999,1.18,1.17981,1.17981,cubierta de nube oscura,False,True,False,cierra abajo,cuerpo lleno,0.0,0.9473684210534312,False,1.0,1.0,1.0,0.2702702702702541,True,-1,-1.0,SL,False,483,4.8,-1,-1.2979166666666666,True,True,False,False,False,2.6999999999999247,0,True
2026-02-19,540,1.18013,1.18035,1.18004,1.18006,estrella fugaz,False,True,False,cierra abajo,cuerpo pequeño,0.0645161290326739,0.22580645161221,False,1.0,1.0,1.0,0.4200000000001332,True,-1,-1.0,SL,False,540,4.8,-1,-1.2979166666666666,True,True,True,True,False,0.1999999999990898,60,False
2026-03-19,495,1.14484,1.14484,1.14437,1.14476,martillo,True,False,False,cierra arriba,cuerpo pequeño,0.8297872340423723,0.1702127659576277,False,-1.0,-1.0,-1.0,0.339130434782518,True,1,2.0,TP,False,496,10.9,1,1.8688073394495412,True,False,False,False,False,2.9999999999996696,15,False
2026-04-15,520,1.17884,1.1791,1.17882,1.17889,martillo invertido,True,False,False,cierra abajo,cuerpo pequeño,0.25,0.1785714285709754,True,-1.0,-1.0,1.0,0.0769230769231426,True,-1,-1.0,SL,False,521,7.0,-1,-1.2042857142857142,True,False,False,False,False,10.200000000000207,40,False
2026-04-23,490,1.17059,1.17072,1.17056,1.17061,ninguno,False,False,False,cierra en medio,cuerpo pequeño,0.3124999999993928,0.1249999999994795,True,1.0,1.0,1.0,0.8163265306119859,True,-1,-1.0,SL,False,493,3.8,-1,-1.3763157894736842,True,False,False,False,False,7.500000000000284,10,False
2026-04-23,535,1.17062,1.17087,1.17055,1.17076,envolvente alcista,True,False,False,cierra en medio,cuerpo medio,0.6562499999999349,0.4374999999999566,True,1.0,1.0,1.0,0.9210526315790244,True,-1,-1.0,SL,False,537,3.8,-1,-1.3763157894736842,True,False,False,False,False,5.999999999999339,55,False
2026-07-24,490,1.13778,1.13794,1.13775,1.13787,estrella de la mañana,True,False,False,cierra en medio,cuerpo medio,0.631578947368175,0.4736842105261312,True,-1.0,-1.0,-1.0,0.5,True,1,2.0,TP,False,494,3.8,1,1.6236842105263158,True,True,False,False,False,3.699999999999815,10,False
2026-08-11,500,1.15403,1.15411,1.15379,1.15381,ninguno,False,False,False,cierra abajo,cuerpo lleno,0.0624999999997397,0.6874999999999133,False,-1.0,-1.0,-1.0,-0.5937499999995446,True,-1,0.08,cierre,False,504,7.2,-1,-0.1186111111111111,False,True,True,False,True,0.4000000000004,20,True
