par,ema,fib,rr,ts,lado,R
EURUSD,20,0.705,2.0,2020-06-09 12:00:00,1,1.8964218455743929
EURUSD,20,0.705,2.0,2020-06-23 12:00:00,-1,1.9613440380612557
EURUSD,20,0.705,2.0,2020-06-23 12:00:00,-1,1.9613440380612557
EURUSD,20,0.705,2.0,2020-06-23 12:00:00,-1,1.9613440380612557
EURUSD,20,0.705,2.0,2020-06-23 12:00:00,-1,1.9613440380612557
EURUSD,20,0.705,2.0,2020-07-02 08:00:00,-1,-1.030621968585715
EURUSD,20,0.705,2.0,2020-07-02 08:00:00,-1,-1.030621968585715
EURUSD,20,0.705,2.0,2020-07-02 08:00:00,-1,-1.030621968585715
EURUSD,20,0.705,2.0,2020-07-02 08:00:00,-1,-1.030621968585715
EURUSD,20,0.705,2.0,2020-07-02 08:00:00,-1,-1.030621968585715
EURUSD,20,0.705,2.0,2020-07-10 04:00:00,1,1.9615890837787755
EURUSD,20,0.705,2.0,2020-07-10 04:00:00,1,1.9615890837787755
EURUSD,20,0.705,2.0,2020-07-10 04:00:00,1,1.9615890837787755
EURUSD,20,0.705,2.0,2020-08-05 08:00:00,-1,-1.0227794061424749
EURUSD,20,0.705,2.0,2020-08-05 08:00:00,-1,-1.0227794061424749
EURUSD,20,0.705,2.0,2020-08-05 08:00:00,-1,-1.0227794061424749
EURUSD,20,0.705,2.0,2020-08-05 08:00:00,-1,-1.0227794061424749
EURUSD,20,0.705,2.0,2020-08-11 00:00:00,1,1.9559322033898296
EURUSD,20,0.705,2.0,2020-08-13 08:00:00,-1,-1.035024982854904
EURUSD,20,0.705,2.0,2020-08-13 08:00:00,-1,-1.035024982854904
EURUSD,20,0.705,2.0,2020-08-13 08:00:00,-1,-1.035024982854904
EURUSD,20,0.705,2.0,2020-08-13 08:00:00,-1,-1.035024982854904
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-03 04:00:00,1,-1.0307970624340455
EURUSD,20,0.705,2.0,2020-09-17 00:00:00,1,-1.0596977540285564
EURUSD,20,0.705,2.0,2020-09-17 00:00:00,1,-1.0596977540285564
EURUSD,20,0.705,2.0,2020-09-17 00:00:00,1,-1.0596977540285564
EURUSD,20,0.705,2.0,2020-09-17 00:00:00,1,-1.0596977540285564
EURUSD,20,0.705,2.0,2020-10-09 12:00:00,-1,1.9730846328311014
EURUSD,20,0.705,2.0,2020-10-09 12:00:00,-1,1.9730846328311014
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0718141870684204
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0718141870684204
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0718141870684204
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0718141870684204
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0718141870684204
EURUSD,20,0.705,2.0,2020-09-29 08:00:00,-1,-1.0525185008355205
EURUSD,20,0.705,2.0,2020-10-14 04:00:00,1,-1.0432422625077484
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.1214901660932093
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.1214901660932093
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.1214901660932093
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.1214901660932093
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.1214901660932093
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.0503893724232696
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.0503893724232696
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.0503893724232696
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.0503893724232696
EURUSD,20,0.705,2.0,2020-10-20 08:00:00,-1,-1.045430718154813
EURUSD,20,0.705,2.0,2020-10-28 08:00:00,1,-1.0535630677029701
EURUSD,20,0.705,2.0,2020-10-28 08:00:00,1,-1.0535630677029701
EURUSD,20,0.705,2.0,2020-10-28 08:00:00,1,-1.0535630677029701
EURUSD,20,0.705,2.0,2020-10-28 08:00:00,1,-1.0535630677029701
EURUSD,20,0.705,2.0,2020-11-05 12:00:00,-1,1.9185301239139716
EURUSD,20,0.705,2.0,2020-11-05 12:00:00,-1,1.9185301239139716
EURUSD,20,0.705,2.0,2020-11-05 12:00:00,-1,1.9185301239139716
EURUSD,20,0.705,2.0,2020-11-05 12:00:00,-1,1.9269961200735117
EURUSD,20,0.705,2.0,2020-11-05 08:00:00,-1,-1.0400947694550762
EURUSD,20,0.705,2.0,2020-11-05 08:00:00,-1,-1.0400947694550762
EURUSD,20,0.705,2.0,2020-11-05 08:00:00,-1,-1.0400947694550762
EURUSD,20,0.705,2.0,2020-11-05 08:00:00,-1,-1.0400947694550762
EURUSD,20,0.705,2.0,2020-11-17 08:00:00,-1,1.961127043888384
EURUSD,20,0.705,2.0,2020-11-17 08:00:00,-1,1.961127043888384
EURUSD,20,0.705,2.0,2020-11-17 08:00:00,-1,1.961127043888384
EURUSD,20,0.705,2.0,2020-11-19 08:00:00,1,1.930750605326876
EURUSD,20,0.705,2.0,2020-12-21 08:00:00,1,-1.07235011383759
EURUSD,20,0.705,2.0,2020-12-21 08:00:00,1,1.9662668223582564
EURUSD,20,0.705,2.0,2021-01-08 00:00:00,1,-1.04823340922506
EURUSD,20,0.705,2.0,2021-01-22 08:00:00,-1,1.9226880761225111
EURUSD,20,0.705,2.0,2021-02-10 00:00:00,-1,-1.0484745762711862
EURUSD,20,0.705,2.0,2021-02-08 12:00:00,-1,-1.0636149294897468
EURUSD,20,0.705,2.0,2021-02-08 12:00:00,-1,-1.0636149294897468
EURUSD,20,0.705,2.0,2021-02-17 12:00:00,1,1.9610332988173738
EURUSD,20,0.705,2.0,2021-03-01 08:00:00,1,-1.0399955249762276
EURUSD,20,0.705,2.0,2021-03-01 08:00:00,1,-1.0399955249762276
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 12:00:00,-1,-1.036040577153299
EURUSD,20,0.705,2.0,2021-04-07 08:00:00,-1,-1.0261883178126348
EURUSD,20,0.705,2.0,2021-04-07 08:00:00,-1,-1.0261883178126348
EURUSD,20,0.705,2.0,2021-04-07 08:00:00,-1,-1.0261883178126348
EURUSD,20,0.705,2.0,2021-04-07 08:00:00,-1,-1.0261883178126348
EURUSD,20,0.705,2.0,2021-04-07 08:00:00,-1,-1.0276839384758345
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-04-02 08:00:00,-1,1.8544307018883157
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.1016238496251352
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.1016238496251352
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.1016238496251352
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.1016238496251352
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.1016238496251352
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.0363650234592554
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.0363650234592554
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.0363650234592554
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.0354346317771839
EURUSD,20,0.705,2.0,2021-05-07 12:00:00,-1,-1.0354346317771839
EURUSD,20,0.705,2.0,2021-05-12 12:00:00,1,-1.0390294494937082
EURUSD,20,0.705,2.0,2021-05-12 12:00:00,1,-1.0390294494937082
EURUSD,20,0.705,2.0,2021-05-17 08:00:00,-1,-1.0732244354549632
EURUSD,20,0.705,2.0,2021-05-17 08:00:00,-1,-1.0732244354549632
EURUSD,20,0.705,2.0,2021-05-17 08:00:00,-1,-1.0732244354549632
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 12:00:00,1,1.8867416442262002
EURUSD,20,0.705,2.0,2021-05-28 08:00:00,1,1.9551161330822335
EURUSD,20,0.705,2.0,2021-05-28 08:00:00,1,1.9551161330822335
EURUSD,20,0.705,2.0,2021-05-28 08:00:00,1,1.9551161330822335
EURUSD,20,0.705,2.0,2021-05-28 08:00:00,1,1.9551161330822335
EURUSD,20,0.705,2.0,2021-06-01 04:00:00,-1,1.9447897764565059
EURUSD,20,0.705,2.0,2021-06-01 04:00:00,-1,1.9447897764565059
EURUSD,20,0.705,2.0,2021-06-10 12:00:00,1,-1.0902692295552816
EURUSD,20,0.705,2.0,2021-06-29 08:00:00,1,-1.0675133374250538
EURUSD,20,0.705,2.0,2021-06-29 08:00:00,1,-1.0675133374250538
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9242584745762668
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9242584745762668
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9242584745762668
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9242584745762668
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9323925017138286
EURUSD,20,0.705,2.0,2021-07-06 04:00:00,-1,1.9323925017138286
EURUSD,20,0.705,2.0,2021-07-29 04:00:00,-1,-1.109670987038872
EURUSD,20,0.705,2.0,2021-08-06 12:00:00,1,-1.068178025697873
EURUSD,20,0.705,2.0,2021-08-06 12:00:00,1,-1.068178025697873
EURUSD,20,0.705,2.0,2021-08-06 08:00:00,1,-1.0355385456533632
EURUSD,20,0.705,2.0,2021-08-24 12:00:00,-1,-1.0584735540062558
EURUSD,20,0.705,2.0,2021-08-24 12:00:00,-1,-1.0584735540062558
EURUSD,20,0.705,2.0,2021-09-16 12:00:00,1,-1.0647190604421746
EURUSD,20,0.705,2.0,2021-09-16 12:00:00,1,-1.0647190604421746
EURUSD,20,0.705,2.0,2021-09-16 12:00:00,1,-1.0647190604421746
EURUSD,20,0.705,2.0,2021-09-08 08:00:00,1,1.9237821127811576
EURUSD,20,0.705,2.0,2021-09-08 08:00:00,1,1.9237821127811576
EURUSD,20,0.705,2.0,2021-09-08 08:00:00,1,1.9237821127811576
EURUSD,20,0.705,2.0,2021-09-08 08:00:00,1,1.9237821127811576
EURUSD,20,0.705,2.0,2021-11-09 04:00:00,-1,1.905137815516274
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-11-30 08:00:00,-1,-1.039060899493301
EURUSD,20,0.705,2.0,2021-12-03 12:00:00,1,-1.119690311780705
EURUSD,20,0.705,2.0,2022-01-18 08:00:00,1,-1.0495143782136749
EURUSD,20,0.705,2.0,2022-01-18 08:00:00,1,-1.0495143782136749
EURUSD,20,0.705,2.0,2022-01-18 08:00:00,1,-1.0495143782136749
EURUSD,20,0.705,2.0,2022-01-18 08:00:00,1,-1.0495143782136749
EURUSD,20,0.705,2.0,2022-01-18 08:00:00,1,-1.0495143782136749
EURUSD,20,0.705,2.0,2022-02-04 00:00:00,-1,-1.0575024629551457
EURUSD,20,0.705,2.0,2022-02-04 00:00:00,-1,-1.0575024629551457
EURUSD,20,0.705,2.0,2022-02-04 00:00:00,-1,-1.0586149652614127
EURUSD,20,0.705,2.0,2022-02-04 00:00:00,-1,-1.0586149652614127
EURUSD,20,0.705,2.0,2022-02-01 04:00:00,-1,-1.0286154523442654
EURUSD,20,0.705,2.0,2022-02-01 04:00:00,-1,-1.0286154523442654
EURUSD,20,0.705,2.0,2022-02-01 04:00:00,-1,-1.0286154523442654
EURUSD,20,0.705,2.0,2022-02-01 04:00:00,-1,-1.0286154523442654
EURUSD,20,0.705,2.0,2022-02-01 04:00:00,-1,-1.0286154523442654
EURUSD,20,0.705,2.0,2022-02-11 16:00:00,1,-1.0223901045132504
EURUSD,20,0.705,2.0,2022-02-16 08:00:00,-1,1.9451645064805594
EURUSD,20,0.705,2.0,2022-02-16 08:00:00,-1,1.9451645064805594
EURUSD,20,0.705,2.0,2022-02-16 08:00:00,-1,1.9451645064805594
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-09 16:00:00,-1,1.9812186841258481
EURUSD,20,0.705,2.0,2022-03-17 12:00:00,-1,-1.0333846944016432
EURUSD,20,0.705,2.0,2022-03-17 12:00:00,-1,-1.0333846944016432
EURUSD,20,0.705,2.0,2022-04-04 16:00:00,1,-1.088296131641504
EURUSD,20,0.705,2.0,2022-04-04 16:00:00,1,-1.088296131641504
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-04 08:00:00,1,-1.028853914447135
EURUSD,20,0.705,2.0,2022-04-01 12:00:00,1,-1.0239973149857358
EURUSD,20,0.705,2.0,2022-04-01 12:00:00,1,-1.0239973149857358
EURUSD,20,0.705,2.0,2022-04-01 12:00:00,1,-1.0239973149857358
EURUSD,20,0.705,2.0,2022-04-01 12:00:00,1,-1.0224627322850728
EURUSD,20,0.705,2.0,2022-05-17 08:00:00,-1,-1.0217180001214996
EURUSD,20,0.705,2.0,2022-05-17 08:00:00,-1,-1.0217180001214996
EURUSD,20,0.705,2.0,2022-05-17 08:00:00,-1,-1.0217180001214996
EURUSD,20,0.705,2.0,2022-06-12 20:00:00,1,-1.032908741528301
EURUSD,20,0.705,2.0,2022-06-12 20:00:00,1,-1.032908741528301
EURUSD,20,0.705,2.0,2022-06-12 20:00:00,1,-1.0347986907905142
EURUSD,20,0.705,2.0,2022-06-12 20:00:00,1,-1.0347986907905142
EURUSD,20,0.705,2.0,2022-06-10 08:00:00,1,-1.0294678275204783
EURUSD,20,0.705,2.0,2022-06-10 08:00:00,1,-1.0294678275204783
EURUSD,20,0.705,2.0,2022-06-07 04:00:00,1,1.9646686761871812
EURUSD,20,0.705,2.0,2022-06-07 04:00:00,1,1.9646686761871812
EURUSD,20,0.705,2.0,2022-06-29 16:00:00,1,-1.0219739692979086
EURUSD,20,0.705,2.0,2022-07-18 12:00:00,-1,1.9370460048426146
EURUSD,20,0.705,2.0,2022-07-18 12:00:00,-1,1.9370460048426146
EURUSD,20,0.705,2.0,2022-07-18 04:00:00,-1,-1.0254059624062828
EURUSD,20,0.705,2.0,2022-08-15 16:00:00,1,-1.0773119238774889
EURUSD,20,0.705,2.0,2022-08-15 16:00:00,1,-1.0773119238774889
EURUSD,20,0.705,2.0,2022-08-15 16:00:00,1,-1.0773119238774889
EURUSD,20,0.705,2.0,2022-08-15 12:00:00,1,-1.054959837042163
EURUSD,20,0.705,2.0,2022-08-15 12:00:00,1,-1.054959837042163
EURUSD,20,0.705,2.0,2022-10-04 12:00:00,-1,1.9800022375118869
EURUSD,20,0.705,2.0,2022-10-04 12:00:00,-1,1.9800022375118869
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-10-04 04:00:00,-1,-1.0507587186085723
EURUSD,20,0.705,2.0,2022-09-29 20:00:00,-1,-1.0149844130668273
EURUSD,20,0.705,2.0,2022-09-29 20:00:00,-1,-1.0149844130668273
EURUSD,20,0.705,2.0,2022-10-10 08:00:00,1,-1.0232603532971143
EURUSD,20,0.705,2.0,2022-10-10 08:00:00,1,-1.0232603532971143
EURUSD,20,0.705,2.0,2022-10-10 08:00:00,1,-1.0232603532971143
EURUSD,20,0.705,2.0,2022-10-10 04:00:00,1,-1.0221953188054884
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-10-07 04:00:00,1,-1.0526897568165072
EURUSD,20,0.705,2.0,2022-11-03 04:00:00,1,-1.0532687651331722
EURUSD,20,0.705,2.0,2022-11-03 04:00:00,1,-1.0532687651331722
EURUSD,20,0.705,2.0,2022-11-03 04:00:00,1,1.9750388381713768
EURUSD,20,0.705,2.0,2022-11-03 04:00:00,1,1.9750388381713768
EURUSD,20,0.705,2.0,2022-11-03 04:00:00,1,1.9750388381713768
EURUSD,20,0.705,2.0,2022-10-31 12:00:00,1,-1.0377527852579334
EURUSD,20,0.705,2.0,2022-10-31 12:00:00,1,-1.0377527852579334
EURUSD,20,0.705,2.0,2022-10-31 12:00:00,1,-1.0377527852579334
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-07 08:00:00,-1,-1.0677966101694931
EURUSD,20,0.705,2.0,2022-11-23 20:00:00,-1,-1.0577766105735205
EURUSD,20,0.705,2.0,2022-11-23 20:00:00,-1,-1.0577766105735205
EURUSD,20,0.705,2.0,2022-12-07 12:00:00,1,1.9151058208910894
EURUSD,20,0.705,2.0,2022-12-19 08:00:00,1,-1.0683703473500497
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-08 20:00:00,-1,-1.025025594357866
EURUSD,20,0.705,2.0,2023-01-18 00:00:00,1,1.9649243297603576
EURUSD,20,0.705,2.0,2023-01-18 00:00:00,1,1.9649243297603576
EURUSD,20,0.705,2.0,2023-01-18 00:00:00,1,1.9649243297603576
EURUSD,20,0.705,2.0,2023-01-31 08:00:00,1,1.9367172633535419
EURUSD,20,0.705,2.0,2023-03-12 20:00:00,-1,-1.142572283150536
EURUSD,20,0.705,2.0,2023-03-01 12:00:00,-1,1.916853213943075
EURUSD,20,0.705,2.0,2023-03-01 12:00:00,-1,1.916853213943075
EURUSD,20,0.705,2.0,2023-02-28 04:00:00,-1,-1.05962432505681
EURUSD,20,0.705,2.0,2023-03-10 12:00:00,-1,-1.0284809496305438
EURUSD,20,0.705,2.0,2023-03-10 12:00:00,-1,-1.0284809496305438
EURUSD,20,0.705,2.0,2023-04-24 16:00:00,-1,1.9575900470068355
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-13 12:00:00,-1,1.8586747047487326
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-02 04:00:00,-1,1.9483763830977794
EURUSD,20,0.705,2.0,2023-06-20 20:00:00,1,-1.136548102172349
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9704062415926824
EURUSD,20,0.705,2.0,2023-06-27 12:00:00,-1,1.9598720395106084
EURUSD,20,0.705,2.0,2023-07-27 08:00:00,-1,1.8243674772783072
EURUSD,20,0.705,2.0,2023-07-27 08:00:00,-1,1.8243674772783072
EURUSD,20,0.705,2.0,2023-07-27 04:00:00,-1,1.9403022459714436
EURUSD,20,0.705,2.0,2023-07-27 04:00:00,-1,1.9403022459714436
EURUSD,20,0.705,2.0,2023-07-27 04:00:00,-1,1.9403022459714436
EURUSD,20,0.705,2.0,2023-07-27 04:00:00,-1,1.9440893007252744
EURUSD,20,0.705,2.0,2023-07-27 04:00:00,-1,1.9440893007252744
EURUSD,20,0.705,2.0,2023-08-14 04:00:00,1,1.9042004421518064
EURUSD,20,0.705,2.0,2023-08-14 04:00:00,1,1.9042004421518064
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,1.918803054822138
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,1.918803054822138
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,1.9093933153809537
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,1.9093933153809537
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,-1.0497685587999885
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,-1.0497685587999885
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,-1.0497685587999885
EURUSD,20,0.705,2.0,2023-08-30 12:00:00,-1,-1.0497685587999885
EURUSD,20,0.705,2.0,2023-08-29 08:00:00,-1,-1.2089421390999664
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.123344977789278
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.123344977789278
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.044188310183397
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.044188310183397
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.044188310183397
EURUSD,20,0.705,2.0,2023-09-01 12:00:00,1,-1.044188310183397
EURUSD,20,0.705,2.0,2023-09-19 12:00:00,-1,1.9597052566324307
EURUSD,20,0.705,2.0,2023-09-19 12:00:00,-1,1.9597052566324307
EURUSD,20,0.705,2.0,2023-09-19 12:00:00,-1,1.9597052566324307
EURUSD,20,0.705,2.0,2023-09-19 12:00:00,-1,1.9597052566324307
EURUSD,20,0.705,2.0,2023-09-19 12:00:00,-1,1.9597052566324307
EURUSD,20,0.705,2.0,2023-09-19 16:00:00,-1,1.7945992530882364
EURUSD,20,0.705,2.0,2023-10-06 12:00:00,-1,1.9179787203533214
EURUSD,20,0.705,2.0,2023-10-13 08:00:00,1,-1.0935802630717866
EURUSD,20,0.705,2.0,2023-10-13 08:00:00,1,-1.0935802630717866
EURUSD,20,0.705,2.0,2023-10-17 08:00:00,-1,-1.0769437718590267
EURUSD,20,0.705,2.0,2023-10-26 00:00:00,1,-1.0550222205121278
EURUSD,20,0.705,2.0,2023-10-26 00:00:00,1,-1.0550222205121278
EURUSD,20,0.705,2.0,2023-10-26 00:00:00,1,-1.0550222205121278
EURUSD,20,0.705,2.0,2023-10-25 08:00:00,1,-1.1255818038113585
EURUSD,20,0.705,2.0,2023-10-25 08:00:00,1,-1.1255818038113585
EURUSD,20,0.705,2.0,2023-10-31 08:00:00,-1,1.9564077551518102
EURUSD,20,0.705,2.0,2023-10-31 08:00:00,-1,1.9564077551518102
EURUSD,20,0.705,2.0,2023-10-31 08:00:00,-1,1.9564077551518102
EURUSD,20,0.705,2.0,2023-10-31 08:00:00,-1,1.9564077551518102
EURUSD,20,0.705,2.0,2023-11-01 08:00:00,1,-1.078692493946728
EURUSD,20,0.705,2.0,2023-11-14 08:00:00,-1,-1.052575462333174
