ts,dir,entrada,rr,riesgo_pips,motivo,pips,R,bruto
2026-01-21 13:15:00,corto,1.1731,3.0,9.599999999998499,SL,-10.799999999998498,-1.1250000000000195,-1.0
2026-01-23 08:30:00,largo,1.17449,3.0,17.599999999999838,TP,51.59999999999951,2.931818181818181,3.0
2026-01-26 13:15:00,largo,1.18464,3.0,12.699999999998823,TP,36.89999999999647,2.905511811023613,3.0
2026-01-28 07:30:00,corto,1.19929,3.0,33.799999999999386,tiempo,61.999999999998806,1.834319526627217,1.8698224852070993
2026-01-30 08:15:00,corto,1.19331,3.0,10.999999999998789,TP,31.799999999996363,2.8909090909090787,2.9999999999999996
2026-01-30 12:15:00,corto,1.19422,3.0,13.399999999998968,TP,38.9999999999969,2.910447761194023,3.0
2026-02-02 08:00:00,largo,1.18617,3.0,21.799999999998487,SL,-22.999999999998487,-1.055045871559637,-1.0
2026-02-03 07:45:00,corto,1.1815,3.0,10.300000000000864,TP,29.700000000002593,2.883495145631078,3.0
2026-02-03 14:30:00,largo,1.17964,3.0,17.400000000000748,tiempo,6.499999999999374,0.37356321839075257,0.4425287356321289
2026-02-05 14:45:00,corto,1.17978,3.0,24.999999999999467,SL,-26.199999999999466,-1.048000000000001,-1.0
2026-02-09 09:45:00,corto,1.1862,3.0,8.799999999999919,SL,-9.999999999999918,-1.1363636363636376,-1.0
2026-02-10 13:30:00,largo,1.19014,3.0,13.900000000000023,SL,-15.100000000000023,-1.0863309352517985,-1.0
2026-02-11 06:30:00,corto,1.1914,3.0,12.600000000000389,SL,-13.800000000000388,-1.0952380952380922,-1.0
2026-02-12 12:30:00,corto,1.18722,3.0,16.599999999999948,SL,-17.799999999999947,-1.0722891566265063,-1.0
2026-02-13 09:45:00,corto,1.18602,3.0,7.399999999999629,SL,-8.599999999999628,-1.1621621621621703,-0.9999999999999999
2026-02-16 08:45:00,largo,1.18651,3.0,8.999999999999009,SL,-10.199999999999008,-1.133333333333348,-1.0
2026-02-16 13:45:00,largo,1.18545,3.0,6.599999999998829,SL,-7.799999999998829,-1.181818181818214,-1.0
2026-02-18 13:15:00,corto,1.18371,3.0,12.399999999999078,TP,35.99999999999723,2.903225806451605,2.9999999999999996
2026-02-19 09:45:00,corto,1.17998,3.0,8.699999999999264,TP,24.899999999997792,2.86206896551723,3.0
2026-02-20 08:15:00,largo,1.17562,3.0,14.000000000000679,TP,40.80000000000203,2.914285714285718,2.9999999999999996
2026-02-23 09:30:00,largo,1.18104,3.0,8.60000000000083,SL,-9.800000000000828,-1.1395348837209167,-1.0
2026-02-24 15:30:00,largo,1.17742,3.0,9.199999999998099,TP,26.399999999994296,2.8695652173912776,3.0
2026-02-26 13:30:00,corto,1.18029,3.0,14.799999999999258,SL,-15.999999999999257,-1.0810810810810851,-1.0
2026-02-27 08:30:00,corto,1.18126,3.0,10.000000000001119,SL,-11.200000000001118,-1.1199999999999866,-1.0
2026-03-02 13:15:00,largo,1.17154,3.0,19.700000000000273,SL,-20.900000000000272,-1.0609137055837554,-1.0
2026-03-05 06:45:00,largo,1.16068,3.0,20.299999999999763,SL,-21.499999999999762,-1.0591133004926114,-1.0
2026-03-06 06:45:00,largo,1.16115,3.0,10.799999999999699,SL,-11.999999999999698,-1.111111111111114,-1.0
2026-03-09 15:45:00,corto,1.15875,3.0,12.600000000000389,SL,-13.800000000000388,-1.0952380952380922,-1.0
2026-03-11 13:45:00,corto,1.15818,3.0,31.799999999999606,TP,94.19999999999881,2.9622641509433953,2.9999999999999996
2026-03-16 13:30:00,corto,1.14836,3.0,19.499999999998963,SL,-20.699999999998962,-1.0615384615384649,-1.0
2026-03-18 07:45:00,largo,1.15321,3.0,15.500000000001624,SL,-16.700000000001623,-1.0774193548387014,-1.0
2026-03-19 12:15:00,corto,1.14811,3.0,24.299999999999322,SL,-25.49999999999932,-1.049382716049384,-1.0
2026-03-19 14:15:00,corto,1.15105,3.0,29.300000000000992,SL,-30.50000000000099,-1.040955631399316,-1.0
2026-03-20 07:45:00,corto,1.15676,3.0,13.900000000000023,TP,40.500000000000064,2.913669064748201,2.9999999999999996
2026-03-25 07:45:00,corto,1.16026,3.0,14.899999999999913,TP,43.49999999999974,2.9194630872483214,3.0
2026-03-26 07:30:00,largo,1.15564,3.0,9.999999999998899,SL,-11.199999999998898,-1.1200000000000132,-1.0
2026-03-27 11:30:00,largo,1.15154,3.0,14.600000000000168,SL,-15.800000000000168,-1.0821917808219168,-1.0
2026-03-31 06:45:00,largo,1.14718,3.0,12.100000000001554,SL,-13.300000000001553,-1.0991735537189955,-1.0
2026-03-31 11:15:00,largo,1.14745,3.0,18.100000000000893,TP,53.10000000000267,2.9337016574585664,3.0
2026-04-01 15:15:00,corto,1.16062,3.0,21.899999999999142,TP,64.49999999999743,2.945205479452053,3.0
2026-04-02 06:45:00,largo,1.15347,3.0,20.700000000000163,SL,-21.900000000000162,-1.0579710144927532,-1.0
2026-04-02 11:45:00,largo,1.15177,3.0,9.699999999999154,TP,27.899999999997462,2.8762886597938038,3.0
2026-04-06 14:45:00,corto,1.1543,3.0,29.29999999999877,SL,-30.49999999999877,-1.0409556313993191,-1.0
2026-04-08 13:30:00,corto,1.16931,3.0,29.599999999998516,SL,-30.799999999998516,-1.0405405405405426,-1.0
