par,ent,n,acierto,rgo,coste,bruta,neta,ee,z
12h+4h,M15,4005,0.3742821473158552,6.800000000000139,0.19627085377822748,0.12284644194756554,-0.151773443629087,0.02489787709969449,-6.095838734417616
12h+4h,M5,11679,0.34711876016782256,3.8000000000004697,0.3488372093022739,0.04135628050346776,-0.447109807462542,0.015918819007762135,-28.086870467245586
8h+4h,M15,5622,0.35645677694770544,6.704500000000769,0.19277108433732423,0.06937033084311633,-0.19747746701051486,0.021293661229438796,-9.274002478141213
8h+4h,M5,16283,0.3551556838420438,3.700000000000614,0.34878048780485976,0.06546705152613155,-0.4218678664025193,0.013571541366307635,-31.084742330730226
4h+2h,M15,6425,0.34350194552529184,6.453000000000429,0.2025316455696027,0.030505836575875488,-0.2595985334146935,0.019232953527224893,-13.497590635116081
4h+2h,M5,17932,0.3609747936649565,3.5000000000007248,0.363636363636367,0.08292438099486951,-0.4226141438263957,0.012821777213546314,-32.96065255134057
