par,ts,R,neta,gana,tam,prof,cierre,cuerpo,mecha_a,mecha_b,envuelve,ob_tam,ob_cuerpo,ob_dist,fvg_hay,fvg_dist,fvg_tam,fvg_contra,d20,d50,d200,atr_rel,hora,dsem,ret5,ret20,K,RSI,racha,pos_dia,pos_sem,rr,cos,lado,ano
EURUSD,2020-02-20 12:00:00,0.9308510638298023,0.8547872340425635,1,1.1767955801104777,0.70422535211261,0.17840375586856957,0.16713881019833485,0.5325779036827145,0.3002832861189506,0,1.1767955801104777,0.2676056338029065,0.3643617021277073,1,1.3191489361703157,0.14364640883973862,0,0.49250381487245165,2.7917606969836344,10.35536299275741,1.1726595400065063,12,3,-0.3314917127071457,2.1160220994475134,31.373725940790376,40.110437946524335,1,0.5658198614318924,0.3351573187414519,0.9308510638298023,0.07606382978723883,-1,2020
SPX500,2020-02-20 12:00:00,-1.0,-1.0535714285714295,0,1.1266072718516817,0.2564760194921749,0.7010344532785959,0.5846356068351016,0.18212355776253464,0.23324083540236376,0,1.1266072718516817,0.9572539967513042,0.2099553571428391,0,,0.0,0,0.5678878567522353,1.8756672198450184,6.685977229619505,0.6978131379747837,12,3,-0.505176980496059,0.491789068143487,70.37841840101733,55.18927171436879,0,0.5090909090909008,0.7392438070404136,0.31223214285717454,0.05357142857142944,1,2020
USDJPY,2020-02-20 12:00:00,0.5681818181818182,0.4545454545454589,0,2.0942982456140644,0.06282722513089162,0.16753926701571095,0.6373333333333449,0.35200000000001336,0.010666666666641808,0,2.0942982456140644,0.2914485165793808,1.4431818181817644,0,,0.0,0,-4.847211611907989,-6.79259327889766,-9.077136246269921,1.4238875878220247,12,3,-1.8786549707602205,-8.146929824561408,91.33859809066269,82.51634842440673,3,0.8815080789946099,0.9485781067393827,3.613636363636256,0.11363636363635933,-1,2020
GBPUSD,2020-02-20 12:00:00,0.42222222222224104,0.37142857142859004,0,2.2983992751434985,0.006570302233887346,0.40735873850197835,0.29461756373935416,0.10764872521247688,0.597733711048169,0,2.2983992751434985,0.37450722733245406,0.22380952380951072,0,,0.0,1,-2.258895218397877,-2.9496926536592056,-4.747156130307656,1.133418913136502,12,3,-1.165810933252787,-4.714587737843527,11.577566607051608,28.876046440097824,0,0.39722572509457615,0.155786350148368,1.4317460317460424,0.05079365079365102,1,2020
USDJPY,2020-02-20 16:00:00,-1.0,-1.0417827298050146,0,1.2937726410212216,0.39733333333333576,0.5599999999999833,0.08564231738036969,0.01007556675060646,0.9042821158690239,0,1.380024150422607,0.9450000000000204,1.8607242339833323,1,1.4066852367688105,1.6318785578747639,0,4.036693009248205,6.0509474159530505,8.370265129740483,1.5084569346864514,16,3,2.973952044160763,7.496981197170978,91.66998843447618,81.36501635432629,0,0.8518850987432625,0.9357226334242283,0.45961002785517746,0.041782729805014546,1,2020
GBPUSD,2020-02-20 16:00:00,-1.0,-1.1927710843373758,0,1.105543376135306,0.11898016997163201,0.11614730878187468,0.022857142857166782,0.45142857142850473,0.5257142857143285,0,1.105543376135306,0.29461756373935416,1.6325301204821452,1,10.048192771085462,0.6075790792358446,0,2.1277920345725527,2.9477790659531546,4.882912333949272,1.085777437728476,16,3,1.4249921703727066,4.271844660194134,14.125611135043718,28.83278918697455,0,0.3934426229508215,0.1543026706231467,3.759036144578842,0.1927710843373758,-1,2020
XAUUSD,2020-02-20 16:00:00,-1.0,-1.0770613922424905,0,1.4872264320466368,0.1436224780576774,0.3001253847030477,0.2570794727913382,0.5080255774500583,0.2348949497586036,0,1.4872264320466368,0.03499373076484891,0.45042383765736455,0,,0.0,0,-2.850897874313793,-5.120407960225452,-8.78194353445465,0.9925669792153116,16,3,-1.6053840546542615,-6.726169285799067,91.93678267714648,80.91461070475279,2,0.8041060735671596,0.913218903254574,1.57718982789633,0.07706139224249044,-1,2020
EURUSD,2020-02-20 16:00:00,-1.0,-1.2199999999999867,0,1.8998923573734139,0.08215297450428867,0.10198300283284284,0.52845528455285,0.2073170731707251,0.264227642276425,0,1.1410118406889758,0.311320754716908,0.15384615384612757,0,,0.0,0,-1.0622586035538355,-3.2800529371185765,-10.674850174213164,1.2010342598578148,16,3,-1.0871905274488192,-2.67491926803009,32.302457702855065,35.145729773194034,0,0.2678983833718394,0.15868673050615953,4.87692307692262,0.21999999999998665,1,2020
EURUSD,2020-02-20 20:00:00,4.255319148934431,3.9510638297856193,1,1.3413304252999514,0.004065040650432923,0.186991869918741,0.25974025974017734,0.12987012987008867,0.6103896103897339,0,1.3413304252999514,0.52845528455285,1.6382978723396213,0,,0.0,0,-1.0674002498482187,-3.292199408783302,-10.809503336951796,1.1824629271437976,20,3,-0.5125408942202476,-2.2955288985822215,28.904305312622203,34.4690026043141,1,0.22401847575061196,0.13269493844050856,4.255319148934431,0.3042553191488116,1,2020
USDJPY,2020-02-20 20:00:00,-1.0,-1.0721153846153852,0,1.338503034389724,0.20654911838793358,0.3173803526448194,0.3750000000000153,0.5215517241379115,0.1034482758620732,0,1.264329062710724,0.6373333333333449,0.3149038461538491,0,,0.0,0,-3.3006893853965953,-5.396287884731914,-7.8046407917124,1.5435857403070619,20,3,-2.049898853675001,-6.844234659474056,92.6488482641097,78.23036410535946,1,0.7728904847396776,0.9014413712504872,1.3028846153846292,0.07211538461538516,-1,2020
EURUSD,2020-02-21 00:00:00,-1.0,-1.420588235294109,0,0.4248275862069806,0.4025974025973614,0.038961038960997764,0.4153846153845786,0.523076923076902,0.06153846153851935,0,1.9475862068964294,0.16713881019833485,3.8970588235287393,1,10.852941176470281,0.14344827586202732,0,0.8424204691287116,3.0574906511936644,10.681410039111839,1.1665325824618065,0,4,0.016551724137916807,2.3999999999998973,24.58480134522465,36.344732252095675,0,0.47692307692309793,0.16963064295487065,2.1764705882357935,0.42058823529410905,-1,2020
USDJPY,2020-02-21 00:00:00,0.40828402366866196,0.3195266272189562,1,0.7548397592321446,0.0258620689655183,0.7025862068965396,0.1717557251908459,0.6450381679389184,0.18320610687023564,1,1.2201073694485132,0.6373333333333449,0.12130177514792177,0,,0.0,0,-3.0143554288912364,-5.143998848088705,-7.601676590296547,1.5995316159250699,0,4,-1.0736944851146861,-6.761021636570704,91.45253733991338,78.68263607925736,0,0.35496183206108156,0.9189715621347886,0.40828402366866196,0.08875739644970575,-1,2020
GBPUSD,2020-02-21 04:00:00,-1.0,-1.1194029850746163,0,0.49883086515979486,0.4937500000000286,0.3437500000000217,0.2839506172840369,0.5432098765432201,0.17283950617274305,0,0.49883086515979486,0.8312500000000096,0.18656716417898453,1,5.5522388059695755,0.6048324240062504,0,1.352183916931962,2.3493103126922255,4.4436455218501605,1.0796936800471408,4,4,-0.5830085736555055,3.6321122369447023,21.84742033948321,33.13970248518201,0,0.43933054393303145,0.19881305637981858,0.7835820895521658,0.11940298507461629,-1,2020
NAS100,2020-02-21 08:00:00,0.19555353901998218,0.16152450090745943,1,0.9490212619106942,0.06464646464647934,0.8258585858585696,0.5788244453094432,0.14207862981706787,0.2790969248734889,0,0.9490212619106942,0.762424242424238,0.3659255898366431,0,,0.0,0,-1.0595180594389217,-0.19625181231398692,5.272567151387887,0.96377906197887,8,4,-2.261738146820317,0.18424432983758782,24.05883717439612,43.33579150567635,0,0.6018569087930101,0.2702525686683813,0.19555353901998218,0.034029038112522746,1,2020
SPX500,2020-02-21 08:00:00,0.25443639090228803,0.20444888777806786,1,0.892966995501054,0.24975099601594214,0.7465139442230956,0.46436556735604934,0.1613331470095174,0.37430128563443327,0,0.892966995501054,0.7591301460823292,0.24743814046487325,0,,0.0,0,-1.0647203998661106,-0.5951609810660412,2.8437819122688297,0.9459212182185969,8,4,-2.1500730056848085,-0.9269127860007196,28.910264173139495,42.335682133385646,0,0.5856836147164968,0.3112987215196395,0.25443639090228803,0.049987503124220185,1,2020
USDJPY,2020-02-21 08:00:00,-1.0,-1.0381679389312977,0,1.1102684665554383,0.5327868852459223,0.5409836065573592,0.3688118811881114,0.027227722772300997,0.6039603960395876,0,1.1102684665554383,0.7868852459016311,0.03816793893126293,1,2.024173027989829,1.434855149400879,1,2.002101678831106,4.063546150767705,6.547193315901904,1.7155867811605632,8,4,-0.6431063248900459,6.591839830122875,84.93900978086505,70.93118289065089,0,0.5630372492836625,0.8659914296844538,0.42748091603054983,0.03816793893129764,1,2020
USDJPY,2020-02-21 12:00:00,0.6094674556212963,0.5650887573964454,1,1.149523403044558,0.34653465346533885,0.49009900990099586,0.3381037567084136,0.26654740608228583,0.39534883720930053,1,1.149523403044558,0.3688118811881114,0.0118343195266414,0,,0.0,0,-1.217657940925945,-3.1508038931947535,-5.553186875988856,1.8290398126463883,12,4,1.0413999146393487,-5.673637786313833,79.66274710479492,65.18199372221518,0,0.3099579242636762,0.7931437475652495,0.6094674556212963,0.04437869822485101,-1,2020
EURUSD,2020-02-21 16:00:00,7.2456140350881775,6.994736842105704,0,3.0552398272334758,0.0014880952380719314,0.08333333333334986,0.35135135135142026,0.38513513513512704,0.2635135135134527,0,3.0552398272334758,0.691964285714253,4.912280701754584,0,,0.0,1,-1.9958022050451474,-0.663554170945887,5.451634935519554,1.4097099823746388,16,4,-3.196180950215885,-1.5139804501023144,82.03001223981512,66.14359189453344,4,0.925392670157072,0.933488914819141,10.807017543860319,0.250877192982474,-1,2020
SPX500,2020-02-21 16:00:00,-1.0,-1.0821580172531848,0,1.9778096819652553,0.1308623804107773,0.11343413393992273,0.22533163728875616,0.4428947846629076,0.33177357804833624,0,1.9778096819652553,0.5534889944470359,1.5823634122963472,0,,0.0,0,-1.9710241375655413,-1.8162271923936264,1.0903175964164367,1.0596805120780766,16,4,-1.3434603399339748,-1.9027833830641845,18.22630652385909,34.40388126881706,1,0.19579088471849698,0.10642979976099405,3.629056552101955,0.08215801725318493,1,2020
GBPUSD,2020-02-21 16:00:00,5.152777777777225,4.93055555555502,0,1.556975189422046,0.06106870229009607,0.0763358778625883,0.46861924686194995,0.30125523012555916,0.2301255230124909,0,1.556975189422046,0.29007633587786097,3.083333333333256,0,,0.0,1,-0.9929655315642323,-0.27942767474294916,1.6652242678517368,1.1207126207126177,16,4,-2.766305155251791,1.9937602139355144,68.23834662751985,56.298070427479196,2,0.9294809010773702,0.6162215628090987,6.7222222222216566,0.22222222222220558,-1,2020
SPX500,2020-02-21 20:00:00,-1.0,-1.0512426338713796,0,1.4491112574061689,0.00013628929675433727,0.5318008359076996,0.33814607173029604,0.1007603102680193,0.5610936180016847,0,1.4491112574061689,0.22533163728875616,0.05978307284996632,0,,0.0,0,-1.5122114552467796,-1.4578576309216755,1.3610950682848137,1.064959739754411,20,4,-1.3100724160631747,-1.7577353522053853,13.537445694375933,37.15104431715568,0,0.3138889633541625,0.1706328966351448,0.8801776411306971,0.05124263387137973,1,2020
USDJPY,2020-02-23 20:00:00,0.2392026578073165,0.18936877076412745,1,0.28658875904283304,2.621359223301212,0.30097087378634346,0.8243626062322654,0.14730878186970378,0.028328611898030796,0,0.28658875904283304,0.5728155339805893,0.06810631229235307,1,1.5365448504983479,1.3160823594880298,0,0.570504408756008,2.3674482938379455,4.874301979684289,1.8704137392662183,20,6,-0.5091819699499347,4.677239844184735,50.880035649338936,60.86870627027827,0,0.8526912181302962,0.7362680171406292,0.2392026578073165,0.04983388704318905,1,2020
EURUSD,2020-02-24 00:00:00,0.44059405940583013,0.369801980197914,1,1.3464696223316523,0.013937282229979444,0.6898954703833249,0.7884615384615488,0.18269230769232309,0.028846153846128184,0,1.3464696223316523,0.8327526132404014,0.26980198019812074,1,1.0816831683168118,0.3190241613886987,0,-0.13299722644542836,0.9468976027947318,7.102956421410414,1.3574271612800604,0,0,-0.7506450856203695,-1.2760966455546905,67.17230649552688,50.2087051142438,0,0.028846153846128184,0.028846153846128184,0.44059405940583013,0.07079207920791614,-1,2020
USDJPY,2020-02-24 00:00:00,2.4251968503938444,2.3070866141733677,1,0.9615908471806266,0.23229461756371567,0.1274787535410782,0.029045643153547768,0.5269709543568278,0.44398340248962437,0,0.9615908471806266,0.8243626062322654,1.0354330708662003,0,,0.0,0,-0.522596205216103,-2.2452174127615203,-4.743457896681226,1.9104865990112088,0,0,0.8880414056115304,-4.451103241623529,42.261255704493344,61.016654701654474,1,0.4730290456431721,0.4730290456431721,2.4251968503938444,0.11811023622047677,-1,2020
NAS100,2020-02-24 04:00:00,-1.0,-1.178784266984479,0,1.0238922867074562,0.07176622260421321,0.04841713221602858,0.4773318468970264,0.36677814938686437,0.15589000371610923,0,1.0238922867074562,0.3765936112304882,3.7574493444570902,0,,0.0,0,-4.068476681392809,-4.358649272796188,-0.7838839509935452,1.2598289887609313,4,0,-4.758510435458524,-5.920857716959231,6.981394499825911,23.109450707044942,1,0.11213579256884611,0.11213579256884611,7.917759237185995,0.178784266984479,1,2020
GBPUSD,2020-02-24 04:00:00,0.6190476190476023,0.4920634920634792,1,0.5825242718446366,0.06250000000006506,0.5937499999999819,0.34825870646772217,0.6268656716417894,0.024875621890488458,0,0.36407766990294,0.5333333333332717,0.5476190476190937,1,1.119047619047514,0.072815533980588,0,0.0001090459452104441,0.598841749019242,2.5705874727287163,1.0774762994442524,4,0,0.6310679611650062,1.7172330097087378,70.91552857865429,48.49645275252494,0,0.3823529411764642,0.3823529411764642,0.6190476190476023,0.1269841269841231,-1,2020
EURUSD,2020-02-24 08:00:00,-1.0,-1.0677725118483465,0,0.7846633972358393,1.0909090909090564,0.10795454545449672,0.12456747404849768,0.7301038062283575,0.14532871972314484,0,1.2795363352652405,0.8327526132404014,0.3246445497630808,1,1.1018957345972005,0.3031654034774924,0,-0.06619492978295344,0.8822059914705404,6.675808896730585,1.4232233502538092,8,0,1.654034774855055,-0.8426214890772062,48.17121867826159,49.78842352758908,0,0.4209115281501519,0.4209115281501519,0.7440758293839785,0.06777251184834655,-1,2020
XAUUSD,2020-02-24 12:00:00,-1.0,-1.0606428138265602,0,1.8051678328559955,0.12968382395133835,0.15418603316693089,0.5263157894736679,0.1355434039644675,0.3381408065618646,0,0.9705871689826333,0.5005336179295499,2.304831210834804,1,0.950475035374952,1.288902469973429,0,3.8369801134314288,6.530009267331658,10.1595423127087,1.6100650433622463,12,0,3.1531134924046698,7.220878500510159,90.82053547660131,84.04735243741885,0,0.5218477308852626,0.5218477308852626,2.979583586011656,0.06064281382656012,1,2020
NAS100,2020-02-24 12:00:00,0.3988492099735084,0.3851493287058129,0,1.6719884244137395,0.585627692981818,0.21397794493537595,0.19847619047618692,0.2056598639455731,0.59586394557824,0,1.6719884244137395,0.47279631928723775,0.35770389989952034,0,,0.0,1,-3.834722196013021,-4.520791902896363,-1.8697927214562045,1.5132600691990383,12,0,-3.538246445208252,-6.285372390761488,9.385702063885674,19.417382060297612,3,0.39338195667014303,0.39338195667014303,0.9830121472280356,0.01369988126769548,1,2020
SPX500,2020-02-24 12:00:00,-1.0,-1.0312646553071756,0,2.063351420488528,0.2811243079543851,0.17292859508824418,0.26186032258963443,0.20352675711062354,0.534612920299742,0,2.063351420488528,0.5798040978564286,0.7203376582773522,0,,0.0,1,-4.050774189028742,-4.862343455536619,-3.3444832868058154,1.4361287065892236,12,0,-4.232394314628634,-6.371218722768581,8.305687460555554,18.529312654764865,3,0.2607366547559174,0.2607366547559174,1.8215309259549108,0.03126465530717556,1,2020
GBPUSD,2020-02-24 12:00:00,0.3989218328840661,0.35579514824794867,0,1.640965958684925,0.005319148936165606,0.6524822695035584,0.427331887201741,0.1952277657266595,0.3774403470715995,0,1.640965958684925,0.6684397163120158,0.23180592991915344,0,,0.0,1,-0.3770227219013853,-0.9892774789230118,-2.921161908002753,1.123569794050333,12,0,-0.8553971486761541,-1.8446319464648786,56.221547799697134,45.53885192649619,0,0.5488165680473444,0.5488165680473444,0.528301886792428,0.043126684636117414,1,2020
EURUSD,2020-02-24 16:00:00,-0.2906574394463665,-0.3401384083045008,0,1.9821687746216168,0.2343096234309641,0.37029288702925206,0.418300653594776,0.5261437908496644,0.055555555555559584,0,1.9821687746216168,0.7322175732217686,0.21453287197242973,0,,0.0,0,-0.7653985622827251,-0.08014747333206367,5.181091203971451,1.530139593908628,16,0,-0.19489944018253977,-2.152187435206325,68.34114984172659,56.2341166072987,0,0.5686567164179301,0.5686567164179301,1.0415224913496017,0.04948096885813428,-1,2020
GBPUSD,2020-02-24 16:00:00,-1.0,-1.0672268907563012,0,1.4478643216080371,0.10412147505423766,0.412147505422996,0.4065040650406746,0.5609756097560425,0.03252032520328285,0,1.4478643216080371,0.427331887201741,0.17016806722688252,1,1.7647058823528974,0.07537688442211599,0,0.6523796782772254,1.327761282256051,3.432846230661012,1.0408630271330432,16,0,1.1871859296482048,1.162060301507546,45.765188557298266,43.49724245812379,0,0.4008875739644897,0.4008875739644897,1.1386554621848466,0.06722689075630114,-1,2020
USDJPY,2020-02-24 16:00:00,-0.039800995024853465,-0.07711442786067427,0,2.4278632261344715,0.14554973821990602,0.27539267015705915,0.18244803695148326,0.07159353348731043,0.7459584295612063,0,2.4278632261344715,0.6869109947644053,0.53358208955224,1,1.141791044776089,0.6711580017795721,1,-1.3127034861826898,-0.10812595838445013,2.2181680252674956,2.0470986208691384,16,0,-2.0668615736621305,-0.5389602135502795,14.504502859791762,40.39807836426294,0,0.29799851742031125,0.29799851742031125,1.7213930348258843,0.0373134328358208,1,2020
SPX500,2020-02-24 16:00:00,-0.33324561403508757,-0.3507894736842105,0,1.6306552465833979,0.4376967434604568,0.5150291110677734,0.01876682969720275,0.0415178326097702,0.9397153376930271,0,1.6306552465833979,0.26186032258963443,0.015774853801165632,0,,0.0,0,-3.4392064129750275,-4.377720551809295,-3.1127322900903334,1.5433748497032673,16,0,-4.170238281808968,-5.858130222564433,14.259718861639671,18.4402304460166,4,0.38291440407546096,0.38291440407546096,0.5090350877193041,0.0175438596491229,1,2020
SPX500,2020-02-24 20:00:00,-1.0,-1.046296296296296,0,1.5605108514118642,0.078749244380942,0.2773534099027343,0.21200654805034774,0.13579153583983997,0.6522019161098123,0,0.5583176291760812,0.33814607173029604,7.292013888888869,1,2.5510802469135654,1.3802935873440492,0,3.243623484886756,4.2956045510153,3.244287724056966,1.6350777687025275,20,0,2.22992601358813,6.29281124782126,15.61743464746508,17.426332787250757,5,0.2944634159995489,0.2944634159995489,2.029320987654294,0.04629629629629616,-1,2020
GBPUSD,2020-02-24 20:00:00,1.175438596491416,1.0350877192984236,1,0.8066896212494231,0.008130081300775582,0.4552845528455086,0.5255102040815737,0.41836734693880556,0.05612244897962074,0,0.8066896212494231,0.4065040650406746,0.09649122807023011,0,,0.0,0,-0.30772196873896285,-1.0042919553669114,-3.2109436377491543,0.9983630708790293,20,0,-0.33448106246926235,0.16396130513196994,47.62350153573184,46.19871918903653,0,0.5547337278106309,0.5547337278106309,1.175438596491416,0.14035087719299247,1,2020
NAS100,2020-02-24 20:00:00,-1.0,-1.0333481547354384,0,1.3671044953593057,0.1208826608681663,0.24136264798259907,0.19813429959138634,0.1486392722226545,0.6532264281859592,0,1.3671044953593057,0.09599742288797669,0.7139839928857291,1,2.1780791462872453,1.2313519107754076,0,2.9794600121180936,3.914068443392788,1.8046022662641157,1.6782752902155897,20,0,1.5626410648815658,6.365508053772533,16.10454953359223,20.107366360079837,0,0.34369273883519946,0.34369273883519946,2.094264117385541,0.0333481547354383,-1,2020
SPX500,2020-02-25 00:00:00,4.5784051888590485,4.502098435711398,1,1.5478363811956721,0.17711939457371598,0.03389421141614799,0.5328686620199583,0.35820691540249994,0.10892442257754177,0,0.5408683551927965,0.33814607173029604,10.531285768790145,1,2.717156301665905,1.3371548438684402,0,2.403389329834481,3.531344351864625,2.630583138349864,1.6878279799066902,0,1,1.2924597858708051,5.788882312013884,19.483389798107712,24.082183421184624,0,0.6417930845975001,0.4254268599899213,4.5784051888590485,0.07630675314765081,-1,2020
XAUUSD,2020-02-25 00:00:00,-1.0,-1.021734405564008,0,0.9554887471054156,0.9508804448563508,0.32835959221500505,0.17271016311166618,0.13406524466750105,0.6932245922208328,0,2.2976892049253395,0.8096119011831798,0.5255017025284425,1,1.3910019560964992,0.566740313389671,0,1.2926417487359347,3.5592221496267302,6.890323824095022,1.8371292846800833,0,1,-1.4015310843778928,4.441827206191649,52.699892508249036,65.36540229545437,1,0.865934755332499,0.2968387096774169,0.5250307904078919,0.021734405564008005,1,2020
NAS100,2020-02-25 00:00:00,-1.0,-1.0462392108508007,0,1.3832339799302624,0.24354328887518245,0.006553079947578117,0.5082930200414576,0.3736466252015736,0.11806035475696884,0,1.324155140605501,0.09599742288797669,2.3503390875461707,1,1.6596794081380795,1.1926673989314402,0,2.1852278912106367,3.190282756438296,1.2645943179051349,1.7327106343861023,0,1,0.7689846757595505,5.918014780373869,18.62299904051783,26.31599517587145,0,0.6263533747984265,0.5022455358746811,3.9722564734894745,0.04623921085080075,-1,2020
USDJPY,2020-02-25 00:00:00,1.0599999999999303,0.9849999999999314,1,0.6707734428473364,0.6816326530612579,0.13469387755103082,0.04942965779469838,0.7110266159695969,0.23954372623570466,0,0.6707734428473364,0.4857142857143039,0.44749999999999873,1,0.7025000000000048,1.1854893908281765,1,0.9202657874544731,-0.16169555057250956,-2.6283430355285016,1.9008587041374143,0,1,1.916495550992473,0.9746748802190491,25.760028782154976,43.33209825419465,0,0.23954372623570466,0.3773165307635277,1.0599999999999303,0.07499999999999893,-1,2020
XAUUSD,2020-02-25 12:00:00,3.8465608465608647,3.7671957671957848,1,1.3011401230766872,0.07701352145796274,0.14520870076425801,0.5850000000000039,0.2699999999999981,0.14499999999999805,0,1.3011401230766872,0.3380364491475604,1.5965608465608798,1,3.1988095238095458,0.4408271916102791,0,-0.8528862256083944,-2.655800849645577,-5.6468426048564515,2.1267874863752483,12,1,-0.0724385477103924,-3.627281871622377,34.90747027698529,60.61657731206881,1,0.8403240253923775,0.383679783772249,3.8465608465608647,0.07936507936507993,-1,2020
USDJPY,2020-02-25 16:00:00,1.8811881188118755,1.8069306930693005,0,1.97372099524738,0.16572237960340833,0.12039660056656529,0.11813186813188423,0.32692307692307243,0.5549450549450433,0,1.97372099524738,0.5424929178470479,1.3267326732673421,0,,0.0,1,-2.2599282792258557,-1.7523179996992577,0.5370026978957196,1.8615664845173225,16,1,-2.1274811294380616,-5.591277606933176,9.374891011443031,30.23487676763051,4,0.17549956559513366,0.1127861529871572,3.074257425742578,0.07425742574257492,1,2020
