tf,n,bruta,neta,ee,z,coste,riesgo
H1,7513,0.08888964023304306,-0.1096611304192146,0.0172364262574713,-6.362173270789291,11.864406779660834,91.30000000000109
H2,3621,0.05396470176853131,-0.08645422919214538,0.025323243039058443,-3.4140267523712824,8.51581508515883,146.00000000000364
H4,1815,0.10862422647439289,0.019717871138890418,0.03212504142271643,0.6137850805990684,5.876649134663511,196.10000000000127
H8,902,0.005139115338322488,-0.06276294277118463,0.041421062118237484,-1.5152422357501651,3.6555816792090052,389.1499999999951
H12,487,-0.003489930716119583,-0.054686387365577294,0.059019225673610516,-0.9265859851839673,3.2804632014040083,550.0
D1,291,0.06571926230072647,0.04046834327201387,0.07900371943657045,0.5122333930683428,1.9011406844106613,583.6999999999989
