dia,ts,lado,R,motivo,rgo,neta
2020-02-21,2020-02-21 08:20:00,1,-1.0,SL,3.5000000000007248,-1.408571428571344
2020-09-18,2020-09-18 08:45:00,1,-1.0,SL,5.5000000000005045,-1.2599999999999763
2020-09-18,2020-09-18 11:05:00,-1,-1.0,SL,4.100000000000215,-1.3487804878048597
2020-09-18,2020-09-18 10:05:00,-1,-1.0,SL,10.200000000000209,-1.1401960784313696
2020-10-20,2020-10-20 10:15:00,1,1.31481481481483,cierre,10.799999999999699,1.182407407407419
2020-10-20,2020-10-20 09:15:00,-1,-1.0,SL,9.599999999998499,-1.1489583333333566
2021-01-27,2021-01-27 08:35:00,-1,-1.0,SL,5.699999999999594,-1.250877192982474
2021-03-02,2021-03-02 08:20:00,-1,-1.0,SL,11.900000000000244,-1.1201680672268883
2021-03-02,2021-03-02 09:40:00,1,-1.0,SL,6.500000000000394,-1.2199999999999867
2021-03-02,2021-03-02 11:20:00,1,0.45360824742261197,cierre,9.700000000001374,0.3061855670102617
2021-05-14,2021-05-14 08:10:00,1,2.0,TP,4.699999999999704,1.6957446808510448
2022-06-01,2022-06-01 10:10:00,1,-1.0,SL,17.899999999999583,-1.0798882681564264
2022-07-11,2022-07-11 08:25:00,-1,-1.0,SL,6.500000000000394,-1.2199999999999867
2022-07-28,2022-07-28 08:10:00,1,-1.0,SL,8.799999999999919,-1.1625000000000014
2022-08-04,2022-08-04 09:10:00,1,0.7714285714285125,cierre,14.000000000000679,0.6692857142856603
2022-08-26,2022-08-26 10:20:00,-1,-1.0,SL,1.60000000000049,-1.8937499999997263
2022-08-26,2022-08-26 08:55:00,-1,-1.0,SL,12.199999999999989,-1.1172131147540985
2023-06-19,2023-06-19 08:25:00,-1,-1.0,SL,4.00000000000178,-1.357499999999841
2023-12-19,2023-12-19 08:15:00,1,0.9583333333335164,cierre,9.599999999998499,0.8093750000001598
2024-03-11,2024-03-11 08:25:00,1,-1.0,SL,4.100000000000215,-1.3487804878048597
2024-03-11,2024-03-11 10:00:00,-1,-1.0,SL,4.3999999999999595,-1.3250000000000028
2024-09-23,2024-09-23 08:30:00,1,-1.0,SL,1.9999999999997797,-1.7150000000000787
2025-12-15,2025-12-15 11:25:00,1,-0.4878048780487012,cierre,4.100000000000215,-0.8365853658535609
2025-12-15,2025-12-15 09:00:00,-1,-1.0,SL,5.1000000000001044,-1.2803921568627392
2026-01-29,2026-01-29 08:05:00,1,-1.0,SL,8.20000000000043,-1.1743902439024299
2026-01-29,2026-01-29 10:55:00,-1,0.08035714285707382,cierre,11.200000000000099,-0.04732142857149649
2026-04-15,2026-04-15 11:15:00,1,2.0,TP,1.1999999999989797,0.8083333333323202
2026-08-11,2026-08-11 08:20:00,-1,2.0,TP,3.2999999999994145,1.5666666666665898
