i_base,i_ent,k,alcista,entrada,objetivo,stop,nat,sim,rr,ts,vent,riesgo_u,R,coste_R,R_neto,tf,ins
19,20,1,False,4317.845,4309.618,4326.005,0.0,0.0,1.0082107843137265,2026-01-02 19:59:00,CTRL_B,815.9999999999854,-1.0,0.04289215686274586,-1.0428921568627458,H1,XAUUSD
25,26,1,True,4404.985,4421.195,4388.365,1.0,1.0,0.9753309265944731,2026-01-05 02:59:00,FUERA,1661.999999999989,0.9753309265944731,0.02105896510228654,0.9542719614921865,H1,XAUUSD
26,27,1,False,4399.615,4388.365,4413.875,0.0,0.0,0.7889200561009697,2026-01-05 03:59:00,CTRL_A,1426.0000000000218,-1.0,0.02454417952314128,-1.0245441795231414,H1,XAUUSD
27,28,1,True,4403.865,4413.875,4397.005,1.0,1.0,1.4591836734694892,2026-01-05 04:59:00,CTRL_A,685.9999999999673,1.4591836734694892,0.05102040816326774,1.4081632653062215,H1,XAUUSD
33,34,1,False,4436.085,4425.798,4439.675,1.0,1.0,2.865459610027812,2026-01-05 10:59:00,FUERA,359.00000000001455,2.865459610027812,0.09749303621169521,2.7679665738161168,H1,XAUUSD
36,37,1,True,4416.635,4421.225,4396.045,1.0,1.0,0.22292374939291468,2026-01-05 13:59:00,NY,2059.0000000000146,0.22292374939291468,0.01699854298202999,0.2059252064108847,H1,XAUUSD
40,41,1,True,4443.325,4454.125,4432.095,1.0,1.0,0.9617097061443101,2026-01-05 17:59:00,FUERA,1122.9999999999563,0.9617097061443101,0.03116651825467619,0.9305431878896339,H1,XAUUSD
50,51,1,False,4467.205,4453.875,4468.275,0.0,1.0,12.457943925236965,2026-01-06 04:59:00,CTRL_A,106.9999999999709,-1.0,0.3271028037384067,-1.3271028037384067,H1,XAUUSD
53,54,1,False,4459.125,4451.205,4470.035,0.0,1.0,0.7259395050412629,2026-01-06 07:59:00,FUERA,1090.9999999999854,-1.0,0.03208065994500501,-1.032080659945005,H1,XAUUSD
54,55,1,False,4467.948,4456.695,4475.485,1.0,1.0,1.4930343638054369,2026-01-06 08:59:00,LONDRES,753.6999999999352,1.4930343638054369,0.04643757463182036,1.4465967891736164,H1,XAUUSD
56,57,1,True,4451.455,4468.185,4442.095,1.0,1.0,1.7873931623932755,2026-01-06 10:59:00,FUERA,935.9999999999673,1.7873931623932755,0.037393162393163704,1.750000000000112,H1,XAUUSD
58,59,1,False,4463.365,4448.285,4466.065,0.0,0.0,5.5851851851855345,2026-01-06 12:59:00,FUERA,269.9999999999818,-1.0,0.12962962962963837,-1.1296296296296384,H1,XAUUSD
64,65,1,False,4488.215,4481.345,4493.775,1.0,1.0,1.2356115107914605,2026-01-06 18:59:00,CTRL_B,555.9999999999491,1.2356115107914605,0.06294964028777555,1.1726618705036849,H1,XAUUSD
68,69,1,False,4493.235,4491.548,4500.348,1.0,1.0,0.2371713763531324,2026-01-06 23:59:00,FUERA,711.3000000000284,0.2371713763531324,0.049205679741316746,0.18796569661181567,H1,XAUUSD
71,72,1,True,4474.255,4495.595,4459.308,0.0,0.0,1.4277112464039592,2026-01-07 02:59:00,FUERA,1494.7000000000116,-1.0,0.023416070114404046,-1.023416070114404,H1,XAUUSD
72,73,1,False,4474.505,4459.308,4479.965,1.0,1.0,2.7833333333333363,2026-01-07 03:59:00,CTRL_A,546.0000000000036,2.7833333333333363,0.06410256410256368,2.7192307692307724,H1,XAUUSD
79,80,1,True,4464.095,4468.415,4458.495,0.0,0.0,0.7714285714284693,2026-01-07 10:59:00,FUERA,560.0000000000364,-1.0,0.06249999999999594,-1.062499999999996,H1,XAUUSD
83,84,1,False,4444.548,4427.505,4454.095,1.0,1.0,1.7851681156382957,2026-01-07 14:59:00,NY,954.700000000048,1.7851681156382957,0.03666073111972163,1.7485073845185741,H1,XAUUSD
84,85,1,True,4445.895,4454.095,4423.135,1.0,1.0,0.3602811950790747,2026-01-07 15:59:00,FUERA,2276.000000000022,0.3602811950790747,0.015377855887521821,0.34490333919155286,H1,XAUUSD
88,89,1,True,4456.875,4458.655,4445.105,1.0,0.0,0.15123194562444175,2026-01-07 19:59:00,CTRL_B,1177.0000000000437,0.15123194562444175,0.02973661852166415,0.1214953271027776,H1,XAUUSD
89,90,1,False,4451.805,4445.105,4461.365,0.0,1.0,0.7008368200837954,2026-01-07 20:59:00,FUERA,955.9999999999491,-1.0,0.036610878661089814,-1.03661087866109,H1,XAUUSD
90,91,1,True,4455.635,4461.365,4449.688,1.0,0.0,0.9635110139565245,2026-01-07 21:59:00,FUERA,594.7000000000116,0.9635110139565245,0.058853203295778235,0.9046578106607462,H1,XAUUSD
93,94,1,True,4448.065,4466.075,4441.678,0.0,0.0,2.819790198841556,2026-01-08 01:59:00,FUERA,638.6999999999716,-1.0,0.05479881008298349,-1.0547988100829835,H1,XAUUSD
99,100,1,False,4430.745,4415.415,4439.448,1.0,1.0,1.7614615649774987,2026-01-08 07:59:00,FUERA,870.3000000000429,1.7614615649774987,0.04021601746523989,1.7212455475122588,H1,XAUUSD
102,103,1,True,4433.048,4435.145,4422.755,0.0,0.0,0.20373069076078212,2026-01-08 10:59:00,FUERA,1029.2999999999665,-1.0,0.034003691829399725,-1.0340036918293998,H1,XAUUSD
104,105,1,True,4427.415,4433.048,4407.485,1.0,1.0,0.28263923733064367,2026-01-08 12:59:00,FUERA,1993.000000000029,0.28263923733064367,0.01756146512794756,0.2650777722026961,H1,XAUUSD
105,106,1,False,4423.515,4407.485,4435.605,0.0,0.0,1.3258891645989799,2026-01-08 13:59:00,NY,1208.9999999999236,-1.0,0.028949545078579168,-1.0289495450785793,H1,XAUUSD
106,107,1,False,4432.755,4417.095,4439.185,0.0,0.0,2.4354587869361035,2026-01-08 14:59:00,NY,643.0000000000291,-1.0,0.05443234836702709,-1.054432348367027,H1,XAUUSD
109,110,1,False,4463.165,4446.695,4465.165,1.0,1.0,8.235000000000127,2026-01-08 17:59:00,FUERA,200.0,8.235000000000127,0.175,8.060000000000127,H1,XAUUSD
111,112,1,True,4451.895,4463.175,4444.565,1.0,1.0,1.5388813096860106,2026-01-08 19:59:00,CTRL_B,733.0000000000837,1.5388813096860106,0.04774897680763439,1.491132332878376,H1,XAUUSD
114,115,1,False,4475.485,4472.398,4483.548,1.0,1.0,0.3828599776757405,2026-01-08 23:59:00,FUERA,806.3000000000102,0.3828599776757405,0.04340816073421749,0.339451816941523,H1,XAUUSD
116,117,1,True,4468.745,4476.675,4452.585,1.0,,0.49071782178220064,2026-01-09 01:59:00,FUERA,1615.9999999999854,0.49071782178220064,0.021658415841584355,0.4690594059406163,H1,XAUUSD
117,118,1,False,4469.305,4452.585,4476.295,0.0,,2.391988555078795,2026-01-09 02:59:00,FUERA,698.9999999999782,-1.0,0.0500715307582276,-1.0500715307582276,H1,XAUUSD
124,125,1,False,4470.815,4463.905,4477.445,0.0,0.0,1.0422322775263562,2026-01-09 09:59:00,LONDRES,663.0000000000109,-1.0,0.0527903469079931,-1.0527903469079931,H1,XAUUSD
125,126,1,True,4472.248,4477.445,4466.798,1.0,0.0,0.9535779816514294,2026-01-09 10:59:00,FUERA,544.9999999999818,0.9535779816514294,0.06422018348624067,0.8893577981651887,H1,XAUUSD
136,137,1,False,4509.015,4497.405,4510.998,0.0,0.0,5.85476550681033,2026-01-09 21:59:00,FUERA,198.2999999999265,-1.0,0.17650025214328274,-1.1765002521432828,H1,XAUUSD
142,143,1,True,4568.365,4581.255,4563.118,1.0,1.0,2.4566418906045033,2026-01-12 04:59:00,CTRL_A,524.6999999999389,2.4566418906045033,0.06670478368592353,2.38993710691858,H1,XAUUSD
147,148,1,False,4588.945,4579.235,4599.245,1.0,0.0,0.9427184466019286,2026-01-12 09:59:00,LONDRES,1030.0000000000182,0.9427184466019286,0.03398058252427125,0.9087378640776573,H1,XAUUSD
148,149,1,True,4594.055,4599.245,4585.835,0.0,1.0,0.6313868613138004,2026-01-12 10:59:00,FUERA,822.0000000000255,-1.0,0.04257907542578943,-1.0425790754257895,H1,XAUUSD
150,151,1,True,4590.315,4594.725,4578.145,1.0,1.0,0.36236647493846075,2026-01-12 12:59:00,FUERA,1216.9999999999163,0.36236647493846075,0.028759244042729996,0.33360723089573074,H1,XAUUSD
152,153,1,True,4601.778,4620.185,4584.615,1.0,1.0,1.0724815009030852,2026-01-12 14:59:00,NY,1716.3000000000466,1.0724815009030852,0.020392705238011448,1.0520887956650737,H1,XAUUSD
154,155,1,False,4616.625,4601.548,4629.975,1.0,1.0,1.1293632958801358,2026-01-12 16:59:00,FUERA,1335.0000000000364,1.1293632958801358,0.026217228464418763,1.1031460674157172,H1,XAUUSD
157,158,1,False,4610.975,4600.215,4618.695,1.0,1.0,1.3937823834198355,2026-01-12 19:59:00,CTRL_B,771.9999999999345,1.3937823834198355,0.045336787564770685,1.3484455958550647,H1,XAUUSD
164,165,1,False,4593.955,4576.455,4599.455,0.0,1.0,3.1818181818181817,2026-01-13 03:59:00,CTRL_A,550.0,-1.0,0.06363636363636363,-1.0636363636363637,H1,XAUUSD
165,166,1,False,4596.148,4592.325,4599.635,1.0,1.0,1.0963579007743711,2026-01-13 04:59:00,CTRL_A,348.700000000008,1.0963579007743711,0.10037281330656495,0.9959850874678062,H1,XAUUSD
177,178,1,True,4613.045,4629.555,4592.775,0.0,0.0,0.8145041933892384,2026-01-13 16:59:00,FUERA,2027.0000000000437,-1.0,0.017266896891958188,-1.0172668968919583,H1,XAUUSD
192,193,1,True,4634.775,4639.495,4621.265,1.0,0.0,0.34937083641750527,2026-01-14 08:59:00,LONDRES,1350.9999999999309,0.34937083641750527,0.025906735751296664,0.3234641006662086,H1,XAUUSD
195,196,1,True,4630.145,4638.015,4625.795,1.0,0.0,1.8091954022986743,2026-01-14 11:59:00,FUERA,435.0000000000364,1.8091954022986743,0.0804597701149358,1.7287356321837384,H1,XAUUSD
197,198,1,True,4635.495,4641.595,4623.645,0.0,0.0,0.5147679324895059,2026-01-14 13:59:00,NY,1184.9999999999454,-1.0,0.029535864978904314,-1.0295358649789044,H1,XAUUSD
199,200,1,True,4617.715,4638.765,4599.165,1.0,0.0,1.1347708894878692,2026-01-14 15:59:00,FUERA,1855.0000000000182,1.1347708894878692,0.018867924528301702,1.1159029649595675,H1,XAUUSD
201,202,1,True,4614.125,4624.615,4600.985,1.0,1.0,0.7983257229832207,2026-01-14 17:59:00,FUERA,1314.0000000000327,0.7983257229832207,0.02663622526636159,0.7716894977168591,H1,XAUUSD
205,206,1,True,4626.065,4641.335,4617.665,0.0,0.0,1.8178571428572736,2026-01-14 21:59:00,FUERA,839.9999999999636,-1.0,0.04166666666666847,-1.0416666666666685,H1,XAUUSD
214,215,1,False,4601.565,4593.255,4613.365,0.0,0.0,0.7042372881355392,2026-01-15 07:59:00,FUERA,1180.0000000000182,-1.0,0.029661016949152085,-1.029661016949152,H1,XAUUSD
215,216,1,True,4604.115,4613.365,4597.685,1.0,1.0,1.4385692068430622,2026-01-15 08:59:00,LONDRES,642.9999999999382,1.4385692068430622,0.05443234836703478,1.3841368584760274,H1,XAUUSD
218,219,1,False,4619.005,4609.155,4622.755,1.0,1.0,2.6266666666667637,2026-01-15 11:59:00,FUERA,375.0,2.6266666666667637,0.09333333333333334,2.5333333333334305,H1,XAUUSD
229,230,1,False,4609.855,4604.175,4620.448,1.0,1.0,0.5362031530254863,2026-01-15 23:59:00,FUERA,1059.3000000000757,0.5362031530254863,0.03304068724629236,0.5031624657791939,H1,XAUUSD
231,232,1,True,4600.335,4610.845,4593.565,0.0,1.0,1.552437223042768,2026-01-16 01:59:00,FUERA,677.0000000000437,-1.0,0.05169867060560966,-1.0516986706056097,H1,XAUUSD
236,237,1,True,4597.845,4615.735,4593.865,1.0,1.0,4.494974874371179,2026-01-16 06:59:00,FUERA,398.0000000000473,4.494974874371179,0.08793969849245187,4.407035175878727,H1,XAUUSD
240,241,1,False,4599.885,4598.615,4610.945,1.0,0.0,0.11482820976496338,2026-01-16 10:59:00,FUERA,1105.999999999949,0.11482820976496338,0.031645569620254624,0.08318264014470876,H1,XAUUSD
243,244,1,True,4601.625,4612.675,4582.105,1.0,1.0,0.5660860655737672,2026-01-16 13:59:00,NY,1952.0000000000437,0.5660860655737672,0.01793032786885206,0.5481557377049151,H1,XAUUSD
248,249,1,False,4582.415,4576.395,4595.865,0.0,0.0,0.4475836431226475,2026-01-16 18:59:00,CTRL_B,1344.9999999999818,-1.0,0.026022304832714106,-1.0260223048327142,H1,XAUUSD
251,252,1,False,4595.515,4580.335,4598.085,0.0,0.0,5.906614785993,2026-01-16 21:59:00,FUERA,256.9999999999709,-1.0,0.13618677042803098,-1.136186770428031,H1,XAUUSD
255,256,1,True,4662.275,4678.285,4652.845,1.0,,1.697773064687303,2026-01-19 02:59:00,FUERA,942.9999999999382,1.697773064687303,0.037115588547192255,1.6606574761401107,H1,XAUUSD
261,262,1,True,4663.275,4678.415,4661.345,0.0,,7.8445595854949115,2026-01-19 08:59:00,LONDRES,192.99999999993815,-1.0,0.18134715025912546,-1.1813471502591255,H1,XAUUSD
263,264,1,True,4663.565,4672.645,4660.948,0.0,,3.4696217042427726,2026-01-19 10:59:00,FUERA,261.69999999992797,-1.0,0.13374092472300203,-1.1337409247230021,H1,XAUUSD
267,268,1,True,4666.355,4673.565,4661.198,1.0,1.0,1.3980996703511914,2026-01-19 14:59:00,NY,515.6999999999243,1.3980996703511914,0.06786891603646526,1.3302307543147263,H1,XAUUSD
271,272,1,False,4676.248,4668.848,4680.105,1.0,1.0,1.9185895773916755,2026-01-19 18:59:00,CTRL_B,385.6999999999971,1.9185895773916755,0.09074410163339451,1.827845475758281,H1,XAUUSD
280,281,1,False,4715.915,4705.355,4722.505,0.0,0.0,1.6024279210925898,2026-01-20 07:59:00,FUERA,659.0000000000146,-1.0,0.05311077389984708,-1.053110773899847,H1,XAUUSD
288,289,1,True,4737.215,4750.835,4722.028,1.0,1.0,0.8968196483834847,2026-01-20 15:59:00,FUERA,1518.6999999999898,0.8968196483834847,0.02304602620662424,0.8737736221768605,H1,XAUUSD
292,293,1,False,4760.555,4752.485,4766.145,1.0,0.0,1.443649373882005,2026-01-20 19:59:00,CTRL_B,559.0000000000146,1.443649373882005,0.06261180679785168,1.3810375670841535,H1,XAUUSD
303,304,1,True,4855.055,4888.075,4832.375,0.0,1.0,1.455908289241583,2026-01-21 07:59:00,FUERA,2268.000000000029,-1.0,0.0154320987654319,-1.015432098765432,H1,XAUUSD
304,305,1,False,4854.435,4832.375,4869.375,0.0,0.0,1.4765729585007357,2026-01-21 08:59:00,LONDRES,1493.99999999996,-1.0,0.023427041499331284,-1.0234270414993314,H1,XAUUSD
305,306,1,False,4860.175,4851.325,4876.965,0.0,1.0,0.5270994639666696,2026-01-21 09:59:00,LONDRES,1678.9999999999964,-1.0,0.020845741512805285,-1.0208457415128054,H1,XAUUSD
311,312,1,True,4847.505,4880.635,4812.415,0.0,0.0,0.9441436306640061,2026-01-21 15:59:00,FUERA,3509.0000000000146,-1.0,0.009974351667141595,-1.0099743516671416,H1,XAUUSD
327,328,1,True,4830.435,4839.353,4821.975,0.0,1.0,1.0541371158391994,2026-01-22 08:59:00,LONDRES,846.0000000000036,-1.0,0.04137115839243481,-1.0413711583924348,H1,XAUUSD
330,331,1,False,4831.015,4819.305,4836.145,1.0,0.0,2.282651072124715,2026-01-22 11:59:00,FUERA,513.0000000000109,2.282651072124715,0.06822612085769836,2.214424951267017,H1,XAUUSD
333,334,1,False,4834.845,4810.535,4847.505,0.0,0.0,1.9202211690363886,2026-01-22 14:59:00,NY,1265.9999999999854,-1.0,0.027646129541864458,-1.0276461295418644,H1,XAUUSD
339,340,1,False,4916.875,4905.755,4928.295,0.0,0.0,0.9737302977232767,2026-01-22 20:59:00,FUERA,1142.0000000000073,-1.0,0.030647985989491925,-1.030647985989492,H1,XAUUSD
345,346,1,True,4951.855,4962.125,4937.845,1.0,0.0,0.7330478229836505,2026-01-23 03:59:00,CTRL_A,1400.9999999999309,0.7330478229836505,0.024982155603141848,0.7080656673805086,H1,XAUUSD
351,352,1,True,4918.415,4947.565,4899.545,1.0,1.0,1.5447800741918285,2026-01-23 09:59:00,LONDRES,1886.999999999989,1.5447800741918285,0.01854795972443042,1.526232114467398,H1,XAUUSD
353,354,1,True,4922.625,4932.265,4911.625,1.0,1.0,0.8763636363636661,2026-01-23 11:59:00,FUERA,1100.0,0.8763636363636661,0.031818181818181815,0.8445454545454842,H1,XAUUSD
355,356,1,False,4938.945,4918.205,4947.785,0.0,0.0,2.3461538461537828,2026-01-23 13:59:00,NY,884.0000000000146,-1.0,0.03959276018099482,-1.039592760180995,H1,XAUUSD
356,357,1,False,4942.995,4923.305,4956.325,0.0,0.0,1.477119279819933,2026-01-23 14:59:00,NY,1332.9999999999927,-1.0,0.0262565641410354,-1.0262565641410355,H1,XAUUSD
360,361,1,True,4966.375,4987.815,4957.995,1.0,1.0,2.558472553699203,2026-01-23 18:59:00,CTRL_B,838.0000000000109,2.558472553699203,0.04176610978520232,2.516706443914001,H1,XAUUSD
363,364,1,False,4983.785,4970.385,4989.648,0.0,0.0,2.2855193586899176,2026-01-23 21:59:00,FUERA,586.3000000000284,-1.0,0.0596964011598129,-1.059696401159813,H1,XAUUSD
370,371,1,True,5074.185,5077.985,5052.175,1.0,1.0,0.1726487960017826,2026-01-26 05:59:00,FUERA,2201.000000000022,0.1726487960017826,0.015901862789640914,0.15674693321214167,H1,XAUUSD
376,377,1,True,5091.345,5094.895,5078.215,1.0,0.0,0.27037319116528197,2026-01-26 11:59:00,FUERA,1313.000000000011,0.27037319116528197,0.026656511805026435,0.24371667936025554,H1,XAUUSD
387,388,1,False,5043.195,4989.805,5061.195,0.0,0.0,2.9661111111110787,2026-01-26 23:59:00,FUERA,1800.0,-1.0,0.019444444444444445,-1.0194444444444444,H1,XAUUSD
390,391,1,False,5072.315,5018.248,5079.575,0.0,,7.447245179063138,2026-01-27 02:59:00,FUERA,726.0000000000218,-1.0,0.048209366391183124,-1.0482093663911831,H1,XAUUSD
395,396,1,False,5085.725,5076.525,5100.585,1.0,1.0,0.6191117092867382,2026-01-27 07:59:00,FUERA,1485.9999999999673,0.6191117092867382,0.023553162853297963,0.5955585464334402,H1,XAUUSD
411,412,1,True,5171.865,5183.998,5157.115,1.0,1.0,0.8225762711864278,2026-01-28 00:59:00,FUERA,1475.0,0.8225762711864278,0.023728813559322035,0.7988474576271059,H1,XAUUSD
415,416,1,False,5245.385,5224.265,5248.755,0.0,0.0,6.2670623145402296,2026-01-28 04:59:00,CTRL_A,336.9999999999891,-1.0,0.103857566765582,-1.103857566765582,H1,XAUUSD
424,425,1,False,5266.295,5251.515,5289.235,1.0,0.0,0.6442894507410638,2026-01-28 13:59:00,NY,2293.99999999996,0.6442894507410638,0.01525719267654778,0.629032258064516,H1,XAUUSD
425,426,1,True,5285.945,5289.235,5248.535,1.0,0.0,0.08794439989307609,2026-01-28 14:59:00,NY,3740.9999999999854,0.08794439989307609,0.009355787222667772,0.07858861267040831,H1,XAUUSD
428,429,1,False,5297.855,5274.255,5306.795,0.0,0.0,2.6398210290825626,2026-01-28 17:59:00,FUERA,894.0000000000509,-1.0,0.0391498881431745,-1.0391498881431744,H1,XAUUSD
430,431,1,False,5325.105,5268.245,5331.598,0.0,0.0,8.757123055597756,2026-01-28 19:59:00,CTRL_B,649.3000000000393,-1.0,0.05390420452794992,-1.0539042045279499,H1,XAUUSD
439,440,1,True,5562.295,5564.335,5515.485,1.0,0.0,0.04358043153172284,2026-01-29 05:59:00,FUERA,4681.00000000004,0.04358043153172284,0.007477034821619248,0.0361033967101036,H1,XAUUSD
455,456,1,False,5378.815,5282.335,5425.165,0.0,1.0,2.081553398058227,2026-01-29 21:59:00,FUERA,4635.000000000036,-1.0,0.007551240560949239,-1.0075512405609492,H1,XAUUSD
457,458,1,False,5406.815,5376.098,5450.745,1.0,1.0,0.6992260414295343,2026-01-30 00:59:00,FUERA,4393.000000000029,0.6992260414295343,0.007967220578192526,0.6912588208513417,H1,XAUUSD
464,465,1,True,5180.805,5204.835,5117.205,0.0,0.0,0.3778301886792391,2026-01-30 07:59:00,FUERA,6360.000000000036,-1.0,0.005503144654088019,-1.005503144654088,H1,XAUUSD
471,472,1,False,5031.825,4990.875,5112.258,1.0,1.0,0.5091193912946157,2026-01-30 14:59:00,NY,8043.299999999999,0.5091193912946157,0.004351447788842888,0.5047679435057728,H1,XAUUSD
472,473,1,True,5050.045,5112.258,4979.725,0.0,0.0,0.8847127417519909,2026-01-30 15:59:00,FUERA,7031.999999999971,-1.0,0.0049772468714448445,-1.0049772468714449,H1,XAUUSD
473,474,1,True,4984.465,5073.408,4943.195,0.0,0.0,2.1551490186576028,2026-01-30 16:59:00,FUERA,4127.000000000044,-1.0,0.008480736612551401,-1.0084807366125514,H1,XAUUSD
475,476,1,True,4877.498,4985.515,4679.725,0.0,0.0,0.5461665646979171,2026-01-30 18:59:00,CTRL_B,19777.299999999923,-1.0,0.0017697056726651331,-1.001769705672665,H1,XAUUSD
480,481,1,False,4765.848,4694.575,4884.248,1.0,1.0,0.6019679054054085,2026-02-02 00:59:00,FUERA,11839.999999999964,0.6019679054054085,0.0029560810810810904,0.5990118243243273,H1,XAUUSD
484,485,1,True,4678.565,4728.258,4602.425,0.0,0.0,0.6526530076175544,2026-02-02 04:59:00,CTRL_A,7613.999999999942,-1.0,0.0045967953769372565,-1.0045967953769372,H1,XAUUSD
490,491,1,False,4704.508,4602.255,4732.848,0.0,,3.608080451658404,2026-02-02 10:59:00,FUERA,2834.0000000000146,-1.0,0.012350035285815039,-1.012350035285815,H1,XAUUSD
496,497,1,True,4665.528,4744.698,4596.125,1.0,1.0,1.1407287869400429,2026-02-02 16:59:00,FUERA,6940.300000000025,1.1407287869400429,0.005043009668169946,1.135685777271873,H1,XAUUSD
497,498,1,False,4673.385,4596.125,4713.318,0.0,0.0,1.934740690656856,2026-02-02 17:59:00,FUERA,3993.2999999999993,-1.0,0.008764680840407685,-1.0087646808404076,H1,XAUUSD
501,502,1,True,4657.245,4700.295,4643.325,1.0,1.0,3.0926724137931005,2026-02-02 21:59:00,FUERA,1392.0000000000073,3.0926724137931005,0.02514367816091941,3.067528735632181,H1,XAUUSD
507,508,1,False,4808.765,4751.165,4824.765,0.0,0.0,3.6000000000000227,2026-02-03 04:59:00,CTRL_A,1600.0,-1.0,0.021875,-1.021875,H1,XAUUSD
508,509,1,False,4824.605,4800.215,4841.365,0.0,0.0,1.4552505966586575,2026-02-03 05:59:00,FUERA,1676.0000000000218,-1.0,0.02088305489260116,-1.0208830548926011,H1,XAUUSD
511,512,1,False,4912.125,4871.525,4949.395,0.0,0.0,1.0893480010732464,2026-02-03 08:59:00,LONDRES,3727.0000000000437,-1.0,0.009390931043734797,-1.0093909310437348,H1,XAUUSD
512,513,1,True,4915.835,4949.395,4884.275,0.0,1.0,1.0633713561470208,2026-02-03 09:59:00,LONDRES,3156.00000000004,-1.0,0.01108998732572863,-1.0110899873257286,H1,XAUUSD
513,514,1,False,4901.965,4884.275,4929.515,1.0,0.0,0.642105263157909,2026-02-03 10:59:00,FUERA,2755.000000000018,0.642105263157909,0.012704174228675051,0.6294010889292339,H1,XAUUSD
514,515,1,True,4916.475,4929.515,4883.445,1.0,1.0,0.39479261277625505,2026-02-03 11:59:00,FUERA,3303.0000000000655,0.39479261277625505,0.01059642749016025,0.3841961852860948,H1,XAUUSD
515,516,1,False,4913.405,4883.445,4935.308,0.0,0.0,1.3678491530840386,2026-02-03 12:59:00,FUERA,2190.3000000000247,-1.0,0.01597954618088828,-1.0159795461808883,H1,XAUUSD
517,518,1,True,4916.245,4950.835,4892.895,1.0,1.0,1.4813704496788418,2026-02-03 14:59:00,NY,2334.9999999999454,1.4813704496788418,0.014989293361884719,1.466381156316957,H1,XAUUSD
518,519,1,False,4935.115,4892.895,4948.355,0.0,0.0,3.188821752265864,2026-02-03 15:59:00,FUERA,1323.9999999999782,-1.0,0.02643504531722098,-1.026435045317221,H1,XAUUSD
522,523,1,True,4926.945,4953.635,4880.295,1.0,1.0,0.5721329046088043,2026-02-03 19:59:00,CTRL_B,4664.999999999964,0.5721329046088043,0.00750267952840306,0.5646302250804012,H1,XAUUSD
528,529,1,False,5039.645,4984.635,5065.325,0.0,,2.142133956386353,2026-02-04 02:59:00,FUERA,2567.999999999938,-1.0,0.0136292834890969,-1.013629283489097,H1,XAUUSD
531,532,1,False,5079.155,5055.895,5090.145,1.0,1.0,2.116469517743207,2026-02-04 05:59:00,FUERA,1099.0000000000691,2.116469517743207,0.03184713375795978,2.084622383985247,H1,XAUUSD
532,533,1,True,5076.275,5090.145,5050.745,1.0,0.0,0.543282412847667,2026-02-04 06:59:00,FUERA,2552.9999999999745,0.543282412847667,0.013709361535448628,0.5295730513122183,H1,XAUUSD
534,535,1,False,5083.138,5061.785,5091.395,1.0,1.0,2.586048201525824,2026-02-04 08:59:00,LONDRES,825.7000000000517,2.586048201525824,0.04238827661377959,2.543659924912044,H1,XAUUSD
537,538,1,True,5047.255,5064.068,5013.015,0.0,0.0,0.491033878504679,2026-02-04 11:59:00,FUERA,3423.999999999978,-1.0,0.010221962616822495,-1.0102219626168225,H1,XAUUSD
538,539,1,False,5040.645,5013.015,5062.905,0.0,1.0,1.2412398921833319,2026-02-04 12:59:00,FUERA,2225.999999999931,-1.0,0.01572327044025206,-1.0157232704402521,H1,XAUUSD
542,543,1,True,4904.165,5007.485,4844.165,1.0,1.0,1.721999999999995,2026-02-04 16:59:00,FUERA,6000.0,1.721999999999995,0.005833333333333334,1.7161666666666617,H1,XAUUSD
546,547,1,True,4937.705,4957.335,4914.135,1.0,1.0,0.8328383538396416,2026-02-04 20:59:00,FUERA,2356.999999999971,0.8328383538396416,0.014849384811200862,0.8179889690284406,H1,XAUUSD
553,554,1,False,4863.425,4787.685,4890.705,0.0,0.0,2.7763929618768506,2026-02-05 04:59:00,CTRL_A,2727.9999999999745,-1.0,0.012829912023460531,-1.0128299120234605,H1,XAUUSD
557,558,1,False,4911.275,4895.385,4943.215,1.0,1.0,0.49749530369440087,2026-02-05 08:59:00,LONDRES,3194.000000000051,0.49749530369440087,0.010958046336881478,0.4865372573575194,H1,XAUUSD
559,560,1,True,4876.565,4913.625,4847.205,0.0,0.0,1.2622615803814992,2026-02-05 10:59:00,FUERA,2935.9999999999673,-1.0,0.01192098092643065,-1.0119209809264307,H1,XAUUSD
560,561,1,False,4867.845,4847.205,4894.195,1.0,1.0,0.7833017077799148,2026-02-05 11:59:00,FUERA,2634.9999999999454,0.7833017077799148,0.013282732447818113,0.7700189753320967,H1,XAUUSD
563,564,1,False,4845.215,4801.388,4869.198,1.0,0.0,1.8274194220906437,2026-02-05 14:59:00,NY,2398.3000000000175,1.8274194220906437,0.01459367051661583,1.8128257515740278,H1,XAUUSD
564,565,1,True,4817.345,4869.198,4800.055,1.0,1.0,2.9990167727009935,2026-02-05 15:59:00,FUERA,1728.9999999999964,2.9990167727009935,0.020242914979757127,2.9787738577212366,H1,XAUUSD
578,579,1,False,4845.895,4807.075,4902.975,0.0,0.0,0.6800981079187223,2026-02-06 06:59:00,FUERA,5707.999999999993,-1.0,0.00613174491941136,-1.0061317449194114,H1,XAUUSD
587,588,1,False,4943.365,4894.135,4964.338,0.0,0.0,2.3473036761550405,2026-02-06 15:59:00,FUERA,2097.2999999999956,-1.0,0.016688122824584022,-1.016688122824584,H1,XAUUSD
588,589,1,True,4951.455,4964.338,4921.578,1.0,1.0,0.43120125849315616,2026-02-06 16:59:00,FUERA,2987.69999999995,0.43120125849315616,0.01171469692405549,0.4194865615691007,H1,XAUUSD
