i_base,i_ent,k,alcista,entrada,objetivo,stop,nat,sim,rr,ts,vent,riesgo_u,R,coste_R,R_neto,tf,ins
939,940,1,True,23698.277,23776.799,23596.277,1.0,1.0,0.769823529411773,2026-03-03 15:59:00,FUERA,102.0,0.769823529411773,0.0196078431372549,0.7502156862745181,H1,GRXEUR
949,950,1,True,23830.555,23918.055,23754.566,0.0,1.0,1.1514824514074193,2026-03-04 03:59:00,CTRL_A,75.9890000000014,-1.0,0.026319598889312443,-1.0263195988893123,H1,GRXEUR
950,951,1,False,23796.066,23754.566,23843.599,1.0,0.0,0.8730776513159381,2026-03-04 04:59:00,CTRL_A,47.53299999999945,0.8730776513159381,0.0420760313887199,0.8310016199272181,H1,GRXEUR
954,955,1,False,23846.255,23775.666,23949.288,0.0,0.0,0.6851105956344115,2026-03-04 08:59:00,LONDRES,103.03299999999945,-1.0,0.019411256587695307,-1.0194112565876954,H1,GRXEUR
957,958,1,False,24137.766,23995.766,24220.788,0.0,0.0,1.7103900171038828,2026-03-04 11:59:00,FUERA,83.02200000000084,-1.0,0.02409000024089976,-1.0240900002408997,H1,GRXEUR
960,961,1,True,24168.788,24224.788,24070.777,1.0,1.0,0.5713644386854406,2026-03-04 14:59:00,NY,98.01100000000224,0.5713644386854406,0.020405872810194306,0.5509585658752463,H1,GRXEUR
963,964,1,True,24214.688,24239.288,24166.177,1.0,0.0,0.5071014821381313,2026-03-04 17:59:00,FUERA,48.5109999999986,0.5071014821381313,0.041227762775454174,0.4658737193626772,H1,GRXEUR
966,967,1,True,24260.755,24295.699,24248.177,0.0,0.0,2.778184131022085,2026-03-04 20:59:00,FUERA,12.578000000001339,-1.0,0.15900779138176077,-1.1590077913817607,H1,GRXEUR
970,971,1,True,24181.566,24320.099,24137.077,0.0,0.0,3.113870844478555,2026-03-05 02:59:00,FUERA,44.48899999999776,-1.0,0.044954932679990574,-1.0449549326799905,H1,GRXEUR
974,975,1,True,24122.066,24164.099,24004.555,1.0,1.0,0.3576941733114342,2026-03-05 06:59:00,FUERA,117.5109999999986,0.3576941733114342,0.017019683263694664,0.34067449004773953,H1,GRXEUR
976,977,1,True,24173.788,24201.666,24030.777,1.0,1.0,0.19493605386998325,2026-03-05 08:59:00,LONDRES,143.01100000000224,0.19493605386998325,0.013984938221535187,0.18095111564844807,H1,GRXEUR
982,983,1,True,24081.777,24176.777,23949.399,0.0,0.0,0.717641904243924,2026-03-05 14:59:00,NY,132.37799999999697,-1.0,0.015108250615661558,-1.0151082506156615,H1,GRXEUR
984,985,1,True,23892.677,24110.399,23747.755,0.0,0.0,1.5023391893570581,2026-03-05 16:59:00,FUERA,144.92199999999866,-1.0,0.01380052718013841,-1.0138005271801385,H1,GRXEUR
986,987,1,True,23736.166,23941.188,23674.155,1.0,1.0,3.306219864217474,2026-03-05 18:59:00,CTRL_B,62.01100000000224,3.306219864217474,0.03225234232636029,3.2739675218911137,H1,GRXEUR
1002,1003,1,True,23609.766,23800.799,23534.399,0.0,0.0,2.5347035174546364,2026-03-06 12:59:00,FUERA,75.36699999999837,-1.0,0.026536813194104093,-1.0265368131941042,H1,GRXEUR
1004,1005,1,True,23446.299,23690.266,23338.799,1.0,1.0,2.269460465116284,2026-03-06 14:59:00,NY,107.5,2.269460465116284,0.018604651162790697,2.2508558139534935,H1,GRXEUR
1008,1009,1,False,23625.655,23543.655,23680.177,0.0,1.0,1.5039800447525538,2026-03-06 18:59:00,CTRL_B,54.522000000000844,-1.0,0.03668244011591594,-1.036682440115916,H1,GRXEUR
1010,1011,1,False,23641.766,23609.155,23699.666,1.0,1.0,0.5632297063903275,2026-03-06 20:59:00,FUERA,57.900000000001455,0.5632297063903275,0.03454231433505958,0.5286873920552679,H1,GRXEUR
1014,1015,1,True,22779.555,22961.566,22706.588,1.0,1.0,2.4944289884467943,2026-03-09 01:59:00,FUERA,72.96700000000055,2.4944289884467943,0.027409650938095095,2.4670193375086993,H1,GRXEUR
1020,1021,1,False,23039.799,22857.155,23104.288,0.0,0.0,2.8321729287164676,2026-03-09 07:59:00,FUERA,64.4890000000014,-1.0,0.03101304098373299,-1.031013040983733,H1,GRXEUR
1026,1027,1,True,23327.288,23354.777,23122.255,1.0,1.0,0.13407110074962486,2026-03-09 13:59:00,NY,205.03299999999945,0.13407110074962486,0.009754527319992417,0.12431657342963244,H1,GRXEUR
1029,1030,1,True,23352.666,23469.699,23308.177,1.0,1.0,2.630605318168441,2026-03-09 16:59:00,FUERA,44.4890000000014,2.630605318168441,0.0449549326799869,2.5856503854884543,H1,GRXEUR
1038,1039,1,True,23568.699,23636.566,23517.699,1.0,1.0,1.3307254901960466,2026-03-10 03:59:00,CTRL_A,51.0,1.3307254901960466,0.0392156862745098,1.2915098039215367,H1,GRXEUR
1043,1044,1,False,23955.399,23840.399,24047.277,0.0,1.0,1.2516598097477503,2026-03-10 08:59:00,LONDRES,91.87799999999697,-1.0,0.02176799669126522,-1.0217679966912652,H1,GRXEUR
1046,1047,1,True,23916.766,24067.755,23795.277,0.0,0.0,1.2428203376437346,2026-03-10 11:59:00,FUERA,121.4890000000014,-1.0,0.016462395772456576,-1.0164623957724566,H1,GRXEUR
1047,1048,1,False,23831.788,23795.277,23971.777,1.0,0.0,0.26081334962034747,2026-03-10 12:59:00,FUERA,139.98899999999776,0.26081334962034747,0.014286836822893455,0.24652651279745402,H1,GRXEUR
1049,1050,1,False,23969.777,23765.266,24067.399,0.0,1.0,2.0949273729281543,2026-03-10 14:59:00,NY,97.62200000000303,-1.0,0.020487185265615722,-1.0204871852656157,H1,GRXEUR
1050,1051,1,True,24028.188,24067.399,23895.255,1.0,0.0,0.2949681418459207,2026-03-10 15:59:00,FUERA,132.93299999999726,0.2949681418459207,0.01504517313233013,0.27992296871359057,H1,GRXEUR
1051,1052,1,False,24028.699,23895.255,24106.188,1.0,1.0,1.7221024919666452,2026-03-10 16:59:00,FUERA,77.48899999999776,1.7221024919666452,0.025810114984063,1.6962923769825822,H1,GRXEUR
1057,1058,1,False,23933.699,23807.099,23955.699,0.0,1.0,5.754545454545553,2026-03-11 00:59:00,FUERA,22.0,-1.0,0.09090909090909091,-1.0909090909090908,H1,GRXEUR
1058,1059,1,False,23946.077,23886.555,23959.088,0.0,1.0,4.574744447006935,2026-03-11 01:59:00,FUERA,13.010999999998603,-1.0,0.15371608638845705,-1.153716086388457,H1,GRXEUR
1067,1068,1,False,23640.777,23546.755,23817.766,1.0,0.0,0.5312307544536466,2026-03-11 10:59:00,FUERA,176.9890000000014,0.5312307544536466,0.011300137296668065,0.5199306171569786,H1,GRXEUR
1072,1073,1,True,23685.677,23743.899,23559.255,0.0,0.0,0.4605369318631424,2026-03-11 15:59:00,FUERA,126.42199999999866,-1.0,0.01582003132366219,-1.0158200313236623,H1,GRXEUR
1078,1079,1,True,23424.077,23497.799,23362.777,0.0,0.0,1.2026427406198112,2026-03-11 23:59:00,FUERA,61.30000000000291,-1.0,0.03262642740619747,-1.0326264274061974,H1,GRXEUR
1079,1080,1,False,23427.088,23362.777,23497.699,1.0,1.0,0.9107787738454461,2026-03-12 00:59:00,FUERA,70.61100000000079,0.9107787738454461,0.028324198779226716,0.8824545750662194,H1,GRXEUR
1082,1083,1,False,23302.199,23250.577,23326.088,0.0,0.0,2.160910879484327,2026-03-12 03:59:00,CTRL_A,23.888999999999214,-1.0,0.08372054083469654,-1.0837205408346966,H1,GRXEUR
1089,1090,1,False,23620.299,23567.255,23705.788,1.0,1.0,0.6204774883317992,2026-03-12 10:59:00,FUERA,85.4890000000014,0.6204774883317992,0.023394822725730412,0.5970826656060687,H1,GRXEUR
1090,1091,1,True,23601.255,23705.788,23533.255,0.0,0.0,1.5372499999999918,2026-03-12 11:59:00,FUERA,68.0,-1.0,0.029411764705882353,-1.0294117647058822,H1,GRXEUR
1093,1094,1,True,23543.255,23572.399,23367.288,1.0,1.0,0.1656219632090116,2026-03-12 14:59:00,NY,175.96700000000055,0.1656219632090116,0.011365767445032272,0.15425619576397934,H1,GRXEUR
1095,1096,1,False,23587.199,23489.755,23640.199,1.0,1.0,1.8385660377358397,2026-03-12 16:59:00,FUERA,53.0,1.8385660377358397,0.03773584905660377,1.800830188679236,H1,GRXEUR
1103,1104,1,True,23631.555,23653.066,23591.577,0.0,0.0,0.5380709390164354,2026-03-13 02:59:00,FUERA,39.977999999999156,-1.0,0.05002751513332438,-1.0500275151333245,H1,GRXEUR
1104,1105,1,False,23606.088,23591.577,23644.066,1.0,1.0,0.3820896308388784,2026-03-13 03:59:00,CTRL_A,37.977999999999156,0.3820896308388784,0.05266206751277172,0.3294275633261067,H1,GRXEUR
1105,1106,1,True,23614.066,23644.066,23583.577,0.0,0.0,0.9839614287120668,2026-03-13 04:59:00,CTRL_A,30.48899999999776,-1.0,0.06559742858080446,-1.0655974285808045,H1,GRXEUR
1109,1110,1,False,23425.266,23287.777,23463.777,0.0,0.0,3.5701228220510086,2026-03-13 08:59:00,LONDRES,38.5109999999986,-1.0,0.051933213886943275,-1.0519332138869433,H1,GRXEUR
1113,1114,1,False,23677.766,23583.399,23767.266,1.0,1.0,1.054379888268138,2026-03-13 12:59:00,FUERA,89.5,1.054379888268138,0.0223463687150838,1.0320335195530543,H1,GRXEUR
1116,1117,1,True,23415.188,23558.799,23380.755,0.0,1.0,4.170737374031081,2026-03-13 15:59:00,FUERA,34.432999999997264,-1.0,0.0580838149449702,-1.0580838149449703,H1,GRXEUR
1119,1120,1,True,23394.155,23443.799,23355.166,0.0,1.0,1.2732822078022799,2026-03-13 18:59:00,CTRL_B,38.98899999999776,-1.0,0.05129651953115276,-1.0512965195311528,H1,GRXEUR
1123,1124,1,False,23496.055,23413.899,23561.055,0.0,1.0,1.2639384615384468,2026-03-16 00:59:00,FUERA,65.0,-1.0,0.03076923076923077,-1.0307692307692307,H1,GRXEUR
1140,1141,1,False,23622.666,23559.666,23633.655,0.0,1.0,5.733005733006902,2026-03-16 17:59:00,FUERA,10.988999999997759,-1.0,0.1820001820002191,-1.182000182000219,H1,GRXEUR
1143,1144,1,True,23620.666,23642.677,23589.199,0.0,0.0,0.6994947087424355,2026-03-16 22:59:00,FUERA,31.467000000000553,-1.0,0.0635586487431266,-1.0635586487431266,H1,GRXEUR
1148,1149,1,True,23560.588,23577.566,23529.099,0.0,0.0,0.5391724094127601,2026-03-17 03:59:00,CTRL_A,31.489000000001397,-1.0,0.06351424306900541,-1.0635142430690054,H1,GRXEUR
1152,1153,1,False,23505.899,23437.177,23551.799,0.0,0.0,1.4972113289761404,2026-03-17 07:59:00,FUERA,45.89999999999782,-1.0,0.04357298474945741,-1.0435729847494575,H1,GRXEUR
1155,1156,1,False,23598.288,23533.799,23642.288,0.0,0.0,1.4656590909091227,2026-03-17 10:59:00,FUERA,44.0,-1.0,0.045454545454545456,-1.0454545454545454,H1,GRXEUR
1160,1161,1,True,23701.188,23823.788,23680.399,0.0,1.0,5.897349559864336,2026-03-17 15:59:00,FUERA,20.78899999999703,-1.0,0.09620472365194505,-1.096204723651945,H1,GRXEUR
1161,1162,1,False,23727.166,23680.399,23748.299,1.0,0.0,2.212984431931305,2026-03-17 16:59:00,FUERA,21.132999999997992,2.212984431931305,0.09463871669901056,2.1183457152322944,H1,GRXEUR
1164,1165,1,False,23701.299,23677.666,23712.299,1.0,0.0,2.148454545454363,2026-03-17 19:59:00,CTRL_B,11.0,2.148454545454363,0.18181818181818182,1.9666363636361812,H1,GRXEUR
1174,1175,1,True,23878.266,23932.655,23803.755,1.0,1.0,0.7299459140261201,2026-03-18 07:59:00,FUERA,74.5109999999986,0.7299459140261201,0.026841674383648557,0.7031042396424715,H1,GRXEUR
1176,1177,1,False,23899.788,23856.299,23959.766,1.0,1.0,0.7250825302611292,2026-03-18 09:59:00,LONDRES,59.977999999999156,0.7250825302611292,0.03334556003868132,0.691736970222448,H1,GRXEUR
1179,1180,1,True,23604.277,23855.899,23556.277,0.0,0.0,5.242125000000063,2026-03-18 12:59:00,FUERA,48.0,-1.0,0.041666666666666664,-1.0416666666666667,H1,GRXEUR
1183,1184,1,True,23520.699,23544.899,23468.188,1.0,0.0,0.46085582068518394,2026-03-18 16:59:00,FUERA,52.51100000000224,0.46085582068518394,0.038087257907865296,0.42276856277731867,H1,GRXEUR
1194,1195,1,False,23097.699,23059.099,23145.077,1.0,1.0,0.8147241335641371,2026-03-19 05:59:00,FUERA,47.37800000000061,0.8147241335641371,0.04221368567689591,0.7725104478872412,H1,GRXEUR
1199,1200,1,True,22952.777,23040.899,22889.788,0.0,0.0,1.399006175681566,2026-03-19 10:59:00,FUERA,62.98899999999776,-1.0,0.03175157567194385,-1.0317515756719438,H1,GRXEUR
1203,1204,1,True,22928.255,23006.755,22850.288,0.0,0.0,1.006836225582611,2026-03-19 14:59:00,NY,77.96700000000055,-1.0,0.02565187835879264,-1.0256518783587927,H1,GRXEUR
1211,1212,1,False,23051.066,22996.777,23088.077,1.0,1.0,1.4668341844315846,2026-03-20 00:59:00,FUERA,37.01100000000224,1.4668341844315846,0.05403798870605709,1.4127961957255275,H1,GRXEUR
1215,1216,1,True,23001.077,23023.088,22953.088,0.0,1.0,0.45866761132755346,2026-03-20 04:59:00,CTRL_A,47.9890000000014,-1.0,0.041676217466501526,-1.0416762174665015,H1,GRXEUR
1218,1219,1,False,23054.777,22899.688,23176.299,1.0,1.0,1.2762215895064175,2026-03-20 07:59:00,FUERA,121.52200000000084,1.2762215895064175,0.01645792531393481,1.2597636641924828,H1,GRXEUR
1222,1223,1,False,22906.277,22729.277,22933.299,1.0,1.0,6.550218340611149,2026-03-20 11:59:00,FUERA,27.022000000000844,6.550218340611149,0.07401376656057795,6.476204574050572,H1,GRXEUR
1225,1226,1,True,22432.899,22693.266,22378.799,0.0,0.0,4.8126987060995905,2026-03-20 14:59:00,NY,54.10000000000218,-1.0,0.036968576709795184,-1.0369685767097951,H1,GRXEUR
1227,1228,1,True,22304.166,22488.755,22254.799,0.0,0.0,3.7391172240564026,2026-03-20 16:59:00,FUERA,49.36700000000201,-1.0,0.040512893228268246,-1.0405128932282683,H1,GRXEUR
1229,1230,1,True,22176.166,22315.188,22087.166,0.0,0.0,1.5620449438201933,2026-03-20 18:59:00,CTRL_B,89.0,-1.0,0.02247191011235955,-1.0224719101123596,H1,GRXEUR
1232,1233,1,False,21992.199,21949.766,22117.299,0.0,0.0,0.3391926458833045,2026-03-22 23:59:00,FUERA,125.09999999999854,-1.0,0.015987210231814736,-1.0159872102318148,H1,GRXEUR
1237,1238,1,False,22040.088,21997.566,22102.588,1.0,1.0,0.6803520000000135,2026-03-23 04:59:00,CTRL_A,62.5,0.6803520000000135,0.032,0.6483520000000135,H1,GRXEUR
1241,1242,1,False,21923.399,21878.288,22037.399,1.0,0.0,0.39571052631579634,2026-03-23 08:59:00,LONDRES,114.0,0.39571052631579634,0.017543859649122806,0.37816666666667353,H1,GRXEUR
1242,1243,1,True,21918.399,22037.399,21859.777,1.0,1.0,2.0299546245435818,2026-03-23 09:59:00,LONDRES,58.62200000000303,2.0299546245435818,0.03411688444611062,1.9958377400974712,H1,GRXEUR
1245,1246,1,False,22854.399,22570.355,22940.355,0.0,0.0,3.304527897994407,2026-03-23 12:59:00,FUERA,85.95599999999831,-1.0,0.023267718367537337,-1.0232677183675374,H1,GRXEUR
1248,1249,1,True,22693.666,23092.377,22581.155,0.0,0.0,3.5437512776527753,2026-03-23 15:59:00,FUERA,112.51100000000224,-1.0,0.017776039676120202,-1.0177760396761202,H1,GRXEUR
1250,1251,1,False,22849.166,22669.699,22897.799,1.0,1.0,3.690230913166121,2026-03-23 17:59:00,FUERA,48.63299999999799,3.690230913166121,0.04112433944029944,3.6491065737258217,H1,GRXEUR
1252,1253,1,True,22781.288,22850.655,22718.166,0.0,0.0,1.0989353949494478,2026-03-23 19:59:00,CTRL_B,63.12199999999939,-1.0,0.03168467412312695,-1.031684674123127,H1,GRXEUR
1256,1257,1,True,22464.555,22584.555,22397.577,0.0,1.0,1.7916330735465602,2026-03-24 01:59:00,FUERA,66.97799999999916,-1.0,0.029860551225776005,-1.029860551225776,H1,GRXEUR
1258,1259,1,False,22446.066,22416.066,22499.599,1.0,0.0,0.5604019950311081,2026-03-24 03:59:00,CTRL_A,53.53299999999945,0.5604019950311081,0.03736013300207387,0.5230418620290342,H1,GRXEUR
1259,1260,1,True,22449.577,22499.599,22370.588,1.0,1.0,0.6332780513741955,2026-03-24 04:59:00,CTRL_A,78.9890000000014,0.6332780513741955,0.025319981263213418,0.607958070110982,H1,GRXEUR
1263,1264,1,True,22573.277,22733.766,22403.899,0.0,0.0,0.947519748727723,2026-03-24 08:59:00,LONDRES,169.37799999999697,-1.0,0.011807908937406486,-1.0118079089374066,H1,GRXEUR
1264,1265,1,False,22582.277,22403.899,22638.799,0.0,1.0,3.1559038958280725,2026-03-24 09:59:00,LONDRES,56.522000000000844,-1.0,0.03538445207175914,-1.0353844520717592,H1,GRXEUR
1267,1268,1,True,22448.266,22640.799,22344.766,1.0,1.0,1.860222222222217,2026-03-24 12:59:00,FUERA,103.5,1.860222222222217,0.01932367149758454,1.8408985507246323,H1,GRXEUR
1271,1272,1,True,22595.699,22660.677,22478.655,1.0,1.0,0.5551587437202951,2026-03-24 16:59:00,FUERA,117.04400000000169,0.5551587437202951,0.01708759099142178,0.5380711527288733,H1,GRXEUR
1279,1280,1,True,22863.066,22917.555,22820.588,1.0,1.0,1.2827581336221687,2026-03-25 02:59:00,FUERA,42.477999999999156,1.2827581336221687,0.047083196007345916,1.2356749376148228,H1,GRXEUR
1285,1286,1,True,22987.766,23070.299,22913.799,1.0,0.0,1.1158084010436928,2026-03-25 08:59:00,LONDRES,73.96700000000055,1.1158084010436928,0.02703908499736349,1.0887693160463294,H1,GRXEUR
1290,1291,1,True,22977.399,23054.399,22903.788,0.0,0.0,1.046039314776313,2026-03-25 13:59:00,NY,73.61100000000079,-1.0,0.027169852331852287,-1.0271698523318522,H1,GRXEUR
1293,1294,1,False,22937.155,22867.899,23002.655,1.0,1.0,1.0573435114503449,2026-03-25 16:59:00,FUERA,65.5,1.0573435114503449,0.030534351145038167,1.0268091603053067,H1,GRXEUR
1305,1306,1,True,22706.255,22776.566,22672.155,0.0,0.0,2.061906158357577,2026-03-26 06:59:00,FUERA,34.10000000000218,-1.0,0.05865102639295812,-1.058651026392958,H1,GRXEUR
1310,1311,1,True,22616.299,22698.788,22548.399,1.0,1.0,1.2148600883653027,2026-03-26 11:59:00,FUERA,67.89999999999782,1.2148600883653027,0.0294550810014737,1.185405007363829,H1,GRXEUR
1312,1313,1,False,22699.399,22576.255,22820.788,1.0,1.0,1.0144576526703493,2026-03-26 13:59:00,NY,121.38899999999921,1.0144576526703493,0.01647595745907795,0.9979816952112713,H1,GRXEUR
1313,1314,1,True,22655.255,22820.788,22629.766,0.0,0.0,6.494291655223444,2026-03-26 14:59:00,NY,25.489000000001397,-1.0,0.07846522029110167,-1.0784652202911016,H1,GRXEUR
1315,1316,1,True,22578.799,22699.777,22556.799,0.0,1.0,5.4989999999999615,2026-03-26 16:59:00,FUERA,22.0,-1.0,0.09090909090909091,-1.0909090909090908,H1,GRXEUR
1325,1326,1,False,22724.566,22698.099,22778.599,1.0,1.0,0.4898302888975408,2026-03-27 04:59:00,CTRL_A,54.03299999999945,0.4898302888975408,0.03701441711546685,0.45281587178207394,H1,GRXEUR
1334,1335,1,False,22291.777,22249.277,22363.755,1.0,0.0,0.5904581955597314,2026-03-27 13:59:00,NY,71.9780000000028,0.5904581955597314,0.027786268026340304,0.5626719275333911,H1,GRXEUR
1349,1350,1,False,22275.899,22136.299,22301.266,0.0,0.0,5.5032128355742165,2026-03-30 07:59:00,LONDRES,25.36699999999837,-1.0,0.07884259076753769,-1.0788425907675376,H1,GRXEUR
1351,1352,1,False,22251.277,22227.277,22372.777,0.0,0.0,0.19753086419753085,2026-03-30 09:59:00,FUERA,121.5,-1.0,0.01646090534979424,-1.0164609053497942,H1,GRXEUR
1352,1353,1,True,22314.788,22372.777,22233.277,1.0,1.0,0.7114254517794674,2026-03-30 10:59:00,FUERA,81.51100000000224,0.7114254517794674,0.024536565616909926,0.6868888861625574,H1,GRXEUR
1355,1356,1,False,22353.755,22325.288,22441.799,0.0,0.0,0.3233269728772112,2026-03-30 13:59:00,NY,88.04399999999805,-1.0,0.022715914769888285,-1.0227159147698883,H1,GRXEUR
1361,1362,1,True,22447.277,22493.688,22336.666,0.0,0.0,0.4195875636238824,2026-03-30 19:59:00,FUERA,110.61099999999715,-1.0,0.0180813843107833,-1.0180813843107832,H1,GRXEUR
1362,1363,1,False,22435.299,22336.666,22461.399,1.0,1.0,3.779042145593477,2026-03-30 22:59:00,FUERA,26.100000000002183,3.779042145593477,0.07662835249041505,3.702413793103062,H1,GRXEUR
1377,1378,1,False,22805.255,22690.766,22831.766,1.0,1.0,4.318547018219133,2026-03-31 13:59:00,NY,26.510999999998603,4.318547018219133,0.07544038323715083,4.243106634981982,H1,GRXEUR
1389,1390,1,True,23044.155,23054.666,23014.188,1.0,1.0,0.35075249441058653,2026-04-01 03:58:00,CTRL_A,29.967000000000553,0.35075249441058653,0.06674008075549648,0.28401241365509006,H1,GRXEUR
1393,1394,1,False,23149.899,23092.688,23354.288,1.0,1.0,0.27991232404876576,2026-04-01 07:59:00,LONDRES,204.3889999999992,0.27991232404876576,0.009785262416274886,0.2701270616324909,H1,GRXEUR
1394,1395,1,True,23171.299,23354.288,23106.755,0.0,0.0,2.8351047347546934,2026-04-01 08:59:00,LONDRES,64.54399999999805,-1.0,0.030986613782846745,-1.0309866137828467,H1,GRXEUR
1402,1403,1,False,23355.699,23253.655,23384.688,1.0,1.0,3.5200938286939727,2026-04-01 16:59:00,FUERA,28.98899999999776,3.5200938286939727,0.06899168650178186,3.451102142192191,H1,GRXEUR
1405,1406,1,False,23310.266,23183.177,23347.799,0.0,1.0,3.386060266965119,2026-04-01 19:59:00,FUERA,37.53299999999945,-1.0,0.0532864412650209,-1.053286441265021,H1,GRXEUR
1407,1408,1,True,23293.788,23312.799,23281.766,0.0,0.0,1.5813508567623746,2026-04-01 23:59:00,FUERA,12.022000000000844,-1.0,0.16636167027115784,-1.166361670271158,H1,GRXEUR
1416,1417,1,False,22955.788,22882.755,23001.766,1.0,1.0,1.5884335986776457,2026-04-02 08:59:00,LONDRES,45.977999999999156,1.5884335986776457,0.04349906477010824,1.5449345339075373,H1,GRXEUR
1420,1421,1,True,22759.288,22839.799,22669.788,1.0,1.0,0.8995642458100402,2026-04-02 12:59:00,NY,89.5,0.8995642458100402,0.0223463687150838,0.8772178770949565,H1,GRXEUR
1424,1425,1,True,23132.188,23164.899,23069.155,1.0,0.0,0.5189503910650494,2026-04-02 16:59:00,FUERA,63.03299999999945,0.5189503910650494,0.03172941157806256,0.4872209794869868,H1,GRXEUR
1432,1433,1,False,23190.166,23157.366,23267.488,1.0,0.0,0.4242000982902566,2026-04-06 02:59:00,CTRL_A,77.32200000000012,0.4242000982902566,0.02586585965184549,0.3983342386384111,H1,GRXEUR
1435,1436,1,False,23190.488,23162.666,23214.099,0.0,0.0,1.1783490745840277,2026-04-06 05:59:00,FUERA,23.610999999997148,-1.0,0.08470628097074422,-1.0847062809707442,H1,GRXEUR
1442,1443,1,True,23240.966,23259.999,23218.766,0.0,1.0,0.8573423423422893,2026-04-06 12:59:00,NY,22.200000000000728,-1.0,0.09009009009008714,-1.0900900900900872,H1,GRXEUR
1444,1445,1,False,23274.066,23212.166,23335.366,1.0,1.0,1.009787928221776,2026-04-06 14:59:00,FUERA,61.30000000000291,1.009787928221776,0.03262642740619747,0.9771615008155786,H1,GRXEUR
1446,1447,1,False,23289.666,23233.966,23304.299,1.0,1.0,3.806464839746352,2026-04-06 16:59:00,FUERA,14.632999999997992,3.806464839746352,0.13667737306090852,3.6697874666854435,H1,GRXEUR
1450,1451,1,False,23288.888,23285.055,23352.977,1.0,0.0,0.05980745525751257,2026-04-06 22:59:00,FUERA,64.08899999999994,0.05980745525751257,0.031206603317261963,0.028600851940250607,H1,GRXEUR
1454,1455,1,True,23180.299,23291.699,23150.155,0.0,0.0,3.6955944798301683,2026-04-07 02:59:00,CTRL_A,30.144000000000233,-1.0,0.06634819532908653,-1.0663481953290865,H1,GRXEUR
1461,1462,1,False,23372.399,23169.788,23409.788,1.0,1.0,5.419000240712644,2026-04-07 09:59:00,FUERA,37.388999999999214,5.419000240712644,0.053491668672605366,5.365508572040039,H1,GRXEUR
1463,1464,1,True,23095.277,23390.399,23069.266,0.0,0.0,11.34604590365687,2026-04-07 11:59:00,FUERA,26.010999999998603,-1.0,0.07689054630733565,-1.0768905463073357,H1,GRXEUR
1476,1477,1,False,24031.177,23893.688,24078.188,0.0,0.0,2.9246133883560335,2026-04-08 02:59:00,CTRL_A,47.0109999999986,-1.0,0.04254323456212502,-1.042543234562125,H1,GRXEUR
1482,1483,1,True,23962.788,24159.288,23898.277,0.0,1.0,3.045992156376326,2026-04-08 08:59:00,LONDRES,64.51100000000224,-1.0,0.031002464695942252,-1.0310024646959421,H1,GRXEUR
1483,1484,1,True,23941.288,24015.288,23870.755,1.0,1.0,1.049154296570408,2026-04-08 09:59:00,FUERA,70.53299999999945,1.049154296570408,0.028355521528929943,1.020798775041478,H1,GRXEUR
1486,1487,1,False,24135.299,24018.777,24166.399,1.0,1.0,3.7466881028936547,2026-04-08 12:59:00,NY,31.100000000002183,3.7466881028936547,0.06430868167202121,3.6823794212216336,H1,GRXEUR
1487,1488,1,True,24072.755,24166.399,24014.266,0.0,0.0,1.6010531894885875,2026-04-08 13:59:00,NY,58.4890000000014,-1.0,0.034194463916291135,-1.0341944639162912,H1,GRXEUR
1490,1491,1,False,24078.666,23962.277,24113.166,1.0,1.0,3.373594202898633,2026-04-08 16:59:00,FUERA,34.5,3.373594202898633,0.057971014492753624,3.3156231884058798,H1,GRXEUR
1493,1494,1,True,24031.788,24073.799,23914.799,0.0,0.0,0.35910213780781186,2026-04-08 19:59:00,FUERA,116.9890000000014,-1.0,0.01709562437494103,-1.017095624374941,H1,GRXEUR
1502,1503,1,False,23943.899,23877.799,23970.166,0.0,1.0,2.5164655270873197,2026-04-09 06:59:00,FUERA,26.266999999999825,-1.0,0.0761411657212477,-1.0761411657212476,H1,GRXEUR
1505,1506,1,True,23800.399,23843.766,23744.288,1.0,0.0,0.7728787581757189,2026-04-09 09:59:00,FUERA,56.111000000000786,0.7728787581757189,0.03564363493789047,0.7372351232378285,H1,GRXEUR
1506,1507,1,False,23766.766,23744.288,23815.899,0.0,1.0,0.4574929273603975,2026-04-09 10:59:00,FUERA,49.13300000000163,-1.0,0.04070583925263944,-1.0407058392526394,H1,GRXEUR
1510,1511,1,True,23707.899,23781.899,23672.255,0.0,1.0,2.076085736729871,2026-04-09 14:59:00,FUERA,35.64400000000023,-1.0,0.05611042531702354,-1.0561104253170235,H1,GRXEUR
1518,1519,1,True,23869.699,23873.377,23843.677,1.0,0.0,0.14134194143416204,2026-04-10 00:59:00,FUERA,26.022000000000844,0.14134194143416204,0.07685804319421778,0.06448389823994426,H1,GRXEUR
1523,1524,1,True,23888.666,23925.688,23877.177,0.0,0.0,3.2223866306895905,2026-04-10 05:59:00,FUERA,11.489000000001397,-1.0,0.1740795543563197,-1.1740795543563196,H1,GRXEUR
1525,1526,1,True,23853.899,23905.188,23796.899,0.0,0.0,0.8998070175438075,2026-04-10 07:59:00,LONDRES,57.0,-1.0,0.03508771929824561,-1.0350877192982457,H1,GRXEUR
1530,1531,1,False,23971.788,23946.788,24043.747,1.0,1.0,0.3474200586445111,2026-04-10 12:59:00,NY,71.95899999999892,0.3474200586445111,0.027793604691560888,0.3196264539529502,H1,GRXEUR
