ts,ses,arriba,motivo,rr,riesgo_p,bruto,R
2021-07-16 07:45:00,Asia,False,TP,2.205882352941215,6.800000000000139,2.205882352941215,2.0294117647059244
2021-07-16 09:15:00,Asia,True,TP,1.8918918918920784,7.399999999999629,1.8918918918920784,1.7297297297299081
2021-07-16 12:00:00,NuevaYork,False,SL,1.8050847457627452,11.799999999999589,-1.0,-1.1016949152542408
2021-07-19 09:30:00,Londres,False,TP,1.5337423312882918,16.300000000000203,1.5337423312882918,1.4601226993864522
2021-07-19 15:00:00,Londres,True,TP,1.4677419354840153,24.799999999998157,1.4677419354840153,1.419354838709818
2021-07-20 13:45:00,NuevaYork,False,SL,4.371212121212033,13.199999999999878,-1.0,-1.0909090909090917
2021-07-21 14:00:00,NuevaYork,True,SL,4.476923076924286,6.499999999998174,-1.0,-1.1846153846154366
2021-07-21 15:30:00,Londres,True,SL,3.9264705882351403,6.800000000000139,-1.0,-1.1764705882352904
2021-07-22 12:15:00,Londres,False,TP,2.7881355932204492,11.799999999999589,2.7881355932204492,2.686440677966208
2021-07-22 13:30:00,NuevaYork,True,TP,3.777777777777418,14.400000000001079,3.777777777777418,3.6944444444440903
2021-07-22 16:45:00,NuevaYork,False,SL,5.45333333333494,7.499999999998064,-1.0,-1.1600000000000412
2021-07-23 11:45:00,NuevaYork,False,tiempo,7.764044943821879,8.899999999998354,3.3258426966299113,3.191011235955729
2021-07-27 07:30:00,NuevaYork,False,SL,5.405797101448669,6.900000000000794,-1.0,-1.1739130434782408
2021-07-27 13:30:00,NuevaYork,True,SL,1.080508474576331,23.599999999999177,-1.0,-1.0508474576271203
2021-07-27 15:30:00,NuevaYork,True,SL,7.610526315789262,9.500000000000064,-1.0,-1.1263157894736833
2021-07-28 09:00:00,Asia,True,TP,1.1276595744682207,9.399999999999409,1.1276595744682207,1.0000000000001277
2021-07-28 12:45:00,NuevaYork,False,SL,4.576086956521632,9.200000000000319,-1.0,-1.1304347826086911
2021-07-28 18:00:00,NuevaYork,False,TP,0.7647058823530181,27.199999999998337,0.7647058823530181,0.7205882352941918
2021-07-28 19:00:00,NuevaYork,True,SL,3.8247422680405716,9.700000000001374,-1.0,-1.123711340206168
2021-07-29 05:45:00,Asia,True,SL,2.403225806452566,6.199999999998429,-1.0,-1.1935483870968233
2021-07-29 09:00:00,Asia,True,SL,1.3505154639175636,9.699999999999154,-1.0,-1.1237113402061962
2021-07-29 13:00:00,Asia,True,SL,1.6117647058821685,8.500000000000174,-1.0,-1.1411764705882324
2021-07-29 19:15:00,NuevaYork,True,SL,3.8775510204073864,4.900000000001015,-1.0,-1.244897959183623
2021-07-30 09:45:00,Londres,True,TP,1.0895522388060666,13.399999999998968,1.0895522388060666,1.0000000000000897
2021-08-02 05:45:00,Asia,True,SL,2.5094339622646333,5.299999999999194,-1.0,-1.226415094339657
2021-08-03 07:45:00,Asia,True,SL,1.3289473684212179,7.599999999998719,-1.0,-1.1578947368421317
2021-08-03 11:00:00,NuevaYork,True,TP,5.1063829787236354,4.699999999999704,5.1063829787236354,4.851063829787449
2021-08-03 14:00:00,Londres,False,SL,1.486666666666948,14.999999999998348,-1.0,-1.0800000000000087
2021-08-03 15:30:00,Asia,False,TP,1.1165048543688232,10.300000000000864,1.1165048543688232,0.999999999999901
2021-08-04 05:30:00,Asia,True,SL,1.2972972972974595,7.399999999999629,-1.0,-1.1621621621621703
2021-08-04 09:00:00,NuevaYork,False,TP,2.818840579710237,13.799999999999368,2.818840579710237,2.731884057971102
2021-08-04 13:45:00,Londres,True,TP,1.8867924528304771,10.599999999998388,1.8867924528304771,1.7735849056606487
2021-08-04 14:30:00,Londres,False,SL,3.978021978022077,9.099999999999664,-1.0,-1.1318681318681367
2021-08-05 01:15:00,NuevaYork,False,SL,10.68333333333023,6.00000000000156,-1.0,-1.199999999999948
2021-08-05 12:00:00,Londres,True,TP,2.1515151515150155,9.900000000000464,2.1515151515150155,2.0303030303029
2021-08-06 14:00:00,Londres,False,SL,5.826923076922395,5.20000000000076,-1.0,-1.230769230769197
2021-08-06 14:30:00,Asia,False,SL,2.012500000000361,7.999999999999119,-1.0,-1.1500000000000163
2021-08-06 17:00:00,NuevaYork,False,SL,2.5750000000005,7.999999999999119,-1.0,-1.1500000000000163
2021-08-09 05:30:00,Asia,True,SL,6.838709677418315,3.1000000000003247,-1.0,-1.3870967741935079
2021-08-09 12:45:00,Londres,True,TP,1.1111111111109366,9.900000000000464,1.1111111111109366,0.9898989898988212
2021-08-09 14:30:00,Londres,False,SL,2.2028985507243344,6.900000000000794,-1.0,-1.1739130434782408
2021-08-09 15:00:00,Asia,False,SL,1.9411764705881123,8.500000000000174,-1.0,-1.1411764705882324
2021-08-09 17:45:00,Londres,False,SL,2.012820512820312,7.800000000000029,-1.0,-1.153846153846153
2021-08-10 05:45:00,Asia,True,TP,0.8709677419353683,6.200000000000649,0.8709677419353683,0.6774193548386144
2021-08-10 08:00:00,Asia,False,SL,0.5686274509805287,10.199999999997988,-1.0,-1.1176470588235525
2021-08-10 13:00:00,Londres,False,SL,3.4444444444439304,7.200000000000539,-1.0,-1.166666666666654
