R,neta,rgo,lado,gana,fvg,pos,anio
-1.0,-1.2012612370857487,7.452999999999577,-1,False,True,0.9690464303544695,2020
-1.0,-1.1267748478701858,11.83199999999971,1,False,True,0.48875255623722336,2020
-1.0,-1.0229375334505697,65.39499999999947,1,False,True,0.49903319368353205,2020
-1.0,-1.1432801604737728,10.469000000000506,1,False,True,0.07738693467336465,2020
-1.0,-1.1129347989760618,13.281999999999528,1,False,True,0.0015527950310559578,2020
-1.0,-1.1616379310344882,9.279999999999688,-1,False,True,0.6947935368043069,2020
2.448275862069324,2.134796238244852,4.784999999999684,1,True,True,0.4008714596949809,2021
2.4482758620687295,2.284072249589265,9.13500000000056,1,True,True,0.23584905660376923,2021
-1.0,-1.1482066989428,10.12099999999947,-1,False,True,0.890371782650147,2021
-1.0,-1.1499250374812653,10.004999999999598,-1,False,True,0.9287469287469371,2021
2.448275862069019,2.3389225049209528,13.716999999999757,-1,True,True,0.9871794871794867,2021
-1.0,-1.1759324419422834,8.526000000000522,-1,False,True,0.980769230769234,2021
2.448275862069082,2.1934771530492028,5.886999999999887,-1,True,True,0.976162097735404,2021
-1.0,-1.0502176096417817,29.869999999999663,-1,False,True,0.5429234338747129,2022
-1.0,-1.0579867017164069,25.867999999999824,-1,False,True,0.8518049398353339,2022
-1.0,-1.0585777326512296,25.606999999999402,-1,False,True,0.7992400253324853,2022
-1.0,-1.097777198357338,15.341000000000804,-1,False,True,0.8956000000000017,2023
2.4482758620689555,2.372655777374464,19.83600000000081,1,True,True,0.41051956382296073,2023
-1.0,-1.0646551724137934,23.199999999999932,-1,False,True,0.9913690476190486,2023
-1.0,-1.1827708054099806,8.207000000001585,-1,False,True,0.9391839876828273,2023
-1.0,-1.0856359899520411,17.51600000000053,1,False,True,0.46654099905748697,2023
-1.0,-1.0752898659840386,19.923000000000002,-1,False,True,0.6311637080867958,2024
-1.0,-1.0784888284234173,19.1110000000009,-1,False,True,0.5450361604207857,2024
2.4482758620683747,2.216329055202773,6.467000000000667,1,True,True,0.22962962962961492,2024
-1.0,-1.1409377055341685,10.642999999998892,-1,False,True,0.9655172413792965,2024
-1.0,-1.1144339334757425,13.10799999999972,-1,False,True,0.7238723872387318,2024
-1.0,-1.0435755163698712,34.42299999999818,-1,False,True,0.9526704298740734,2024
2.44827586206902,2.4044789628894816,34.248999999999796,-1,True,True,0.9988073941562426,2024
2.44827586206902,2.4044789628894816,34.248999999999796,-1,True,True,0.9886702444842116,2024
-1.0,-1.0488885991786736,30.681999999998766,-1,False,True,0.8548528125910834,2024
-1.0,-1.053159442889037,28.21700000000078,-1,False,True,0.8809598989580104,2024
-1.0,-1.0722404161047976,20.763999999999783,1,False,True,0.18211033743974292,2025
-1.0,-1.0607090820786762,24.708000000001107,1,False,True,0.01535776614310053,2025
2.4482758620690563,2.41356167553816,43.20999999999913,1,True,True,0.001566170712609587,2026
-1.0,-1.0390076454985162,38.45400000000154,1,False,True,0.10886498516320281,2026
-1.0,-1.06056690624243,24.76599999999962,-1,False,True,0.7330003841721017,2026
2.448275862068987,2.3391532082060484,13.746000000000436,-1,True,True,0.9411764705882434,2026
-1.0,-1.1880877742946945,7.9749999999989996,-1,False,True,0.803508771929848,2026
