i,ts,lado,entrada,stop,objetivo,riesgo_u,rr,n_obj,tf_obj,tomas,R,motivo,R_neto,ins
168,2020-01-12 22:59:00,1,1.11166,1.11118,1.11798,4.8000000000003595,13.166666666665433,1,4H,2,-1.0,SL,-1.2499999999999813,EURUSD
312,2020-01-20 22:59:00,1,1.10968,1.10924,1.11798,4.3999999999999595,18.863636363636477,1,4H,2,-1.0,SL,-1.2727272727272751,EURUSD
1263,2020-03-16 11:59:00,-1,1.11659,1.12014,1.10209,35.49999999999942,4.084507042253576,1,4H,2,4.084507042253576,TP,4.050704225352167,EURUSD
2183,2020-05-07 21:59:00,-1,1.08315,1.08394,1.06375,7.899999999998464,24.556962025321337,1,4H,1,-1.0,SL,-1.1518987341772446,EURUSD
5788,2020-12-06 22:59:00,-1,1.2127,1.21318,1.18082,4.8000000000003595,66.4166666666615,2,12H,1,-1.0,SL,-1.2499999999999813,EURUSD
6469,2021-01-17 22:59:00,-1,1.20774,1.20848,1.18082,7.399999999999629,36.378378378380276,2,12H,1,-1.0,SL,-1.1621621621621703,EURUSD
6853,2021-02-08 22:59:00,1,1.20517,1.20459,1.21624,5.800000000000249,19.086206896550753,1,1D,1,12.258620689654558,tiempo,12.051724137930428,EURUSD
6885,2021-02-10 06:59:00,1,1.21271,1.2122,1.21624,5.1000000000001044,6.921568627450903,1,1D,1,-1.0,SL,-1.235294117647054,EURUSD
7274,2021-03-04 11:59:00,-1,1.20345,1.205,1.18082,15.500000000001624,14.599999999998424,1,12H,1,-1.0,SL,-1.0774193548387017,EURUSD
7429,2021-03-14 20:59:00,1,1.19489,1.19429,1.21624,5.999999999999339,35.58333333333722,1,1D,1,-1.0,SL,-1.200000000000022,EURUSD
7488,2021-03-17 07:59:00,1,1.1898,1.18851,1.21624,12.900000000000134,20.496124031007554,1,1D,1,-1.0,SL,-1.0930232558139525,EURUSD
7722,2021-03-31 03:59:00,1,1.17071,1.17034,1.21624,3.6999999999998145,123.05405405406042,1,1D,1,14.405405405406281,tiempo,14.08108108108194,EURUSD
7911,2021-04-12 00:59:00,1,1.18973,1.18932,1.21624,4.100000000000215,64.65853658536255,1,1D,1,-1.0,SL,-1.292682926829253,EURUSD
8004,2021-04-15 21:59:00,1,1.19663,1.1962,1.21624,4.300000000001525,45.6046511627743,1,1D,1,-1.0,SL,-1.2790697674417615,EURUSD
