dia,hora,lado,rngA,ent,stop,tp,rgo,rr,R,neta,res,dow
2021-07-07,2021-07-07 07:50:00,-1,11.200000000000099,1.1827100000000002,1.18298,1.18216,2.6999999999977042,2.037037037038956,-1.0,-1.52962962963008,SL,2
2021-07-09,2021-07-09 08:50:00,1,18.199999999999328,1.183725,1.18244,1.18678,12.849999999999806,2.377431906614845,2.377431906614845,2.266147859922236,TP,4
2021-07-13,2021-07-13 08:30:00,1,16.599999999999948,1.185835,1.18569,1.18635,1.4500000000006175,3.55172413792982,-1.0,-1.986206896551304,SL,1
2021-07-14,2021-07-14 10:05:00,-1,13.600000000000279,1.17819,1.17868,1.17721,4.899999999998794,2.000000000000453,-1.0,-1.2918367346939492,SL,2
2021-07-15,2021-07-15 07:55:00,-1,17.499999999999183,1.18369,1.18427,1.18222,5.800000000000249,2.53448275862034,-1.0,-1.2465517241379205,SL,3
2021-07-15,2021-07-15 10:15:00,-1,17.499999999999183,1.184615,1.18398,1.183,6.349999999999412,2.543307086614286,-1.0,-1.2251968503937216,SL,3
2021-07-20,2021-07-20 09:30:00,1,14.199999999999768,1.179095,1.17839,1.18244,7.049999999999557,4.744680851064031,-1.0,-1.202836879432637,SL,1
2021-07-20,2021-07-20 09:30:00,1,14.199999999999768,1.179095,1.17864,1.18021,4.550000000000942,2.450549450548893,-1.0,-1.3142857142856492,SL,1
2021-07-22,2021-07-22 08:45:00,-1,13.499999999999623,1.1797650000000002,1.18022,1.17866,4.549999999998722,2.4285714285724045,2.4285714285724045,2.114285714286602,TP,3
2021-07-23,2021-07-23 08:55:00,1,13.300000000000534,1.17751,1.17658,1.18304,9.300000000000974,5.9462365591392,-1.0,-1.1537634408601989,SL,4
2021-07-23,2021-07-23 10:00:00,-1,13.300000000000534,1.1775250000000002,1.17834,1.17572,8.149999999997881,2.2147239263810135,2.2147239263810135,2.0392638036815813,TP,4
2021-08-04,2021-08-04 08:30:00,-1,14.800000000001479,1.18738,1.18778,1.18609,3.9999999999995595,3.2250000000003887,-1.0,-1.3575000000000395,SL,2
2021-08-09,2021-08-09 07:50:00,-1,21.299999999999653,1.1762299999999999,1.17663,1.17531,4.00000000000178,2.299999999998501,2.299999999998501,1.94249999999866,TP,0
2021-08-11,2021-08-11 09:10:00,1,13.799999999999368,1.171465,1.17098,1.17255,4.850000000000687,2.237113402061544,-1.0,-1.2948453608247004,SL,2
2021-08-11,2021-08-11 09:10:00,1,13.799999999999368,1.171465,1.17068,1.17427,7.850000000000357,3.5732484076430815,3.5732484076430815,3.3910828025475483,TP,2
2021-08-12,2021-08-12 08:40:00,1,11.199999999997878,1.17382,1.17323,1.17541,5.9000000000009045,2.6949152542368418,-1.0,-1.242372881355895,SL,3
2021-08-16,2021-08-16 09:40:00,1,10.80000000000192,1.178865,1.17871,1.17941,1.5500000000012726,3.516129032255292,-1.0,-1.922580645160533,SL,0
2021-08-16,2021-08-16 09:40:00,1,10.80000000000192,1.178865,1.17881,1.17941,0.5500000000013827,9.909090909066318,-1.0,-3.5999999999934635,SL,0
2021-08-25,2021-08-25 09:55:00,-1,24.300000000001543,1.175205,1.17604,1.17344,8.349999999999191,2.1137724550900447,2.1137724550900447,1.942514970060088,TP,2
2021-08-26,2021-08-26 08:05:00,1,12.600000000000389,1.17611,1.17594,1.17649,1.7000000000000348,2.2352941176472894,-1.0,-1.841176470588218,SL,3
2021-08-26,2021-08-26 08:05:00,1,12.600000000000389,1.17611,1.17591,1.17673,1.9999999999997797,3.1000000000006662,-1.0,-1.7150000000000787,SL,3
2021-08-31,2021-08-31 09:55:00,-1,29.300000000000992,1.182415,1.18291,1.1804,4.949999999999122,4.070707070707995,-1.0,-1.2888888888889403,SL,1
2021-08-31,2021-08-31 09:55:00,-1,29.300000000000992,1.182415,1.18271,1.18165,2.949999999999342,2.593220338983306,-1.0,-1.4847457627119724,SL,1
2021-09-07,2021-09-07 08:20:00,1,14.099999999999113,1.1872500000000001,1.18662,1.18862,6.300000000001305,2.17460317460252,-1.0,-1.22698412698408,SL,1
2021-09-07,2021-09-07 08:20:00,1,14.099999999999113,1.1872500000000001,1.18682,1.18813,4.300000000001525,2.0465116279057156,-1.0,-1.3325581395347657,SL,1
2021-09-17,2021-09-17 08:40:00,-1,14.800000000001479,1.1778,1.17747,1.17703,3.2999999999994145,2.3333333333335577,-1.0,-1.4333333333334102,SL,4
2021-09-17,2021-09-17 08:40:00,-1,14.800000000001479,1.1778,1.17757,1.17703,2.2999999999995246,3.3478260869569416,-1.0,-1.6217391304349111,SL,4
