celda,lado,t,ent,stop,obj,rgoP,largo,gana,Rb,Rn,anio
E0+S1,venta,2020-01-02 01:30:00,1.1221,1.12218,1.1219400000000004,0.7999999999985796,False,0,-1,-2.7875000000031736,2020
E0+S2,venta,2020-01-02 01:30:00,1.1221,1.12244,1.12142,3.4000000000000696,False,0,-1,-1.420588235294109,2020
E1+S1,venta,2020-01-02 01:45:00,1.12209,1.12218,1.1219100000000002,0.8999999999992347,False,1,2,0.4111111111097603,2020
E1+S2,venta,2020-01-02 01:45:00,1.12209,1.12244,1.1213899999999999,3.5000000000007248,False,0,-1,-1.408571428571344,2020
E2+S1,venta,2020-01-02 02:00:00,1.1219,1.12218,1.1213399999999998,2.80000000000058,False,0,-1,-1.51071428571418,2020
E2+S2,venta,2020-01-02 02:00:00,1.1219,1.12244,1.1208199999999995,5.40000000000207,False,0,-1,-1.2648148148147134,2020
E0+S2,compra,2020-01-02 12:15:00,1.11916,1.11829,1.1208999999999998,8.699999999999264,True,0,-1,-1.164367816091968,2020
E1+S2,compra,2020-01-02 12:30:00,1.11918,1.11829,1.1209600000000002,8.900000000000574,True,0,-1,-1.1606741573033603,2020
E2+S1,compra,2020-01-02 12:45:00,1.1193,1.11927,1.11936,0.2999999999997449,True,0,-1,-5.766666666670719,2020
E2+S2,compra,2020-01-02 12:45:00,1.1193,1.11829,1.1213199999999999,10.099999999999554,True,0,-1,-1.141584158415848,2020
E0+S1,venta,2020-01-02 16:15:00,1.11845,1.1197,1.11595,12.499999999999734,False,1,2,1.8855999999999975,2020
E0+S2,venta,2020-01-02 16:15:00,1.11845,1.1203,1.1147499999999997,18.500000000001293,False,1,2,1.9227027027027082,2020
E1+S1,venta,2020-01-02 16:30:00,1.11757,1.1197,1.11331,21.299999999999653,False,1,2,1.932863849765257,2020
E1+S2,venta,2020-01-02 16:30:00,1.11757,1.1203,1.1121099999999997,27.300000000001212,False,0,-1,-1.05238095238095,2020
E2+S1,venta,2020-01-02 16:45:00,1.11661,1.1197,1.1104300000000005,30.89999999999815,False,0,-1,-1.0462783171521064,2020
E2+S2,venta,2020-01-02 16:45:00,1.11661,1.1203,1.1092300000000002,36.89999999999971,False,0,-1,-1.0387533875338757,2020
E0+S1,compra,2020-01-02 17:15:00,1.11705,1.117,1.1171500000000003,0.5000000000010552,True,0,-1,-3.8599999999939643,2020
E0+S2,compra,2020-01-02 17:15:00,1.11705,1.11635,1.1184500000000004,7.0000000000014495,True,0,-1,-1.204285714285672,2020
E1+S1,compra,2020-01-02 17:30:00,1.11704,1.117,1.1171200000000001,0.40000000000040004,True,1,2,-1.5749999999964244,2020
E1+S2,compra,2020-01-02 17:30:00,1.11704,1.11635,1.1184200000000002,6.900000000000794,True,0,-1,-1.2072463768115704,2020
E2+S2,compra,2020-01-02 17:45:00,1.11698,1.11635,1.1182400000000003,6.300000000001305,True,0,-1,-1.22698412698408,2020
E0+S1,venta,2020-01-03 00:15:00,1.11725,1.11734,1.1170700000000002,0.8999999999992347,False,0,-1,-2.5888888888902395,2020
E0+S2,venta,2020-01-03 00:15:00,1.11725,1.11738,1.1169900000000001,1.2999999999996348,False,0,-1,-2.1000000000003087,2020
E1+S1,venta,2020-01-03 00:30:00,1.11725,1.11734,1.1170700000000002,0.8999999999992347,False,0,-1,-2.5888888888902395,2020
E1+S2,venta,2020-01-03 00:30:00,1.11725,1.11738,1.1169900000000001,1.2999999999996348,False,0,-1,-2.1000000000003087,2020
E0+S1,compra,2020-01-03 04:45:00,1.117,1.11695,1.1170999999999998,0.4999999999988347,True,1,2,-0.8600000000066652,2020
E0+S2,compra,2020-01-03 04:45:00,1.117,1.11685,1.1173000000000002,1.500000000000945,True,0,-1,-1.9533333333327327,2020
E0+S2,compra,2020-01-03 08:15:00,1.11583,1.1152,1.1170900000000004,6.300000000001305,True,0,-1,-1.22698412698408,2020
E1+S2,compra,2020-01-03 08:30:00,1.11534,1.1152,1.11562,1.40000000000029,True,1,2,0.97857142857164,2020
E0+S1,venta,2020-01-03 18:45:00,1.11666,1.11798,1.11402,13.199999999999878,False,0,-1,-1.1083333333333343,2020
E0+S2,venta,2020-01-03 18:45:00,1.11666,1.11798,1.11402,13.199999999999878,False,0,-1,-1.1083333333333343,2020
E1+S1,venta,2020-01-03 19:00:00,1.11666,1.11798,1.11402,13.199999999999878,False,0,-1,-1.1083333333333343,2020
E1+S2,venta,2020-01-03 19:00:00,1.11666,1.11798,1.11402,13.199999999999878,False,0,-1,-1.1083333333333343,2020
E2+S1,venta,2020-01-03 19:15:00,1.11628,1.11798,1.1128799999999999,17.000000000000348,False,0,-1,-1.0841176470588219,2020
E2+S2,venta,2020-01-03 19:15:00,1.11628,1.11798,1.1128799999999999,17.000000000000348,False,0,-1,-1.0841176470588219,2020
E0+S1,compra,2020-01-03 20:30:00,1.11613,1.11612,1.1161500000000002,0.10000000000065512,True,1,2,-12.299999999906317,2020
E0+S2,compra,2020-01-03 20:30:00,1.11613,1.11602,1.1163500000000002,1.100000000000545,True,0,-1,-2.299999999999356,2020
E1+S1,compra,2020-01-03 20:45:00,1.11616,1.11612,1.1162400000000001,0.40000000000040004,True,0,-1,-4.574999999996424,2020
E1+S2,compra,2020-01-03 20:45:00,1.11616,1.11602,1.11644,1.40000000000029,True,0,-1,-2.02142857142836,2020
E0+S1,venta,2020-01-05 23:30:00,1.11658,1.11667,1.1163999999999996,0.9000000000014552,False,0,-1,-2.58888888888632,2020
E0+S2,venta,2020-01-05 23:30:00,1.11658,1.11677,1.1161999999999996,1.900000000001345,False,1,2,1.2473684210531644,2020
E1+S1,venta,2020-01-05 23:45:00,1.11604,1.11667,1.1147799999999997,6.300000000001305,False,0,-1,-1.22698412698408,2020
E1+S2,venta,2020-01-05 23:45:00,1.11604,1.11677,1.1145799999999997,7.300000000001194,False,0,-1,-1.1958904109588722,2020
E2+S1,venta,2020-01-06 00:00:00,1.11639,1.11667,1.1158299999999999,2.80000000000058,False,0,-1,-1.51071428571418,2020
E2+S2,venta,2020-01-06 00:00:00,1.11639,1.11677,1.11563,3.8000000000004697,False,0,-1,-1.3763157894736378,2020
E0+S1,venta,2020-01-06 00:15:00,1.11671,1.11677,1.1165900000000002,0.5999999999994898,False,1,2,-0.3833333333353597,2020
E0+S2,venta,2020-01-06 00:15:00,1.11671,1.11681,1.1165100000000001,0.9999999999998899,False,1,2,0.5699999999998426,2020
E1+S1,venta,2020-01-06 00:30:00,1.11674,1.11677,1.1166800000000001,0.2999999999997449,False,0,-1,-5.766666666670719,2020
E1+S2,venta,2020-01-06 00:30:00,1.11674,1.11681,1.1166,0.700000000000145,False,0,-1,-3.04285714285672,2020
E2+S1,venta,2020-01-06 00:45:00,1.11635,1.11677,1.1155099999999998,4.20000000000087,False,0,-1,-1.34047619047612,2020
E2+S2,venta,2020-01-06 00:45:00,1.11635,1.11681,1.1154299999999997,4.60000000000127,False,0,-1,-1.3108695652173055,2020
E0+S2,compra,2020-01-06 06:15:00,1.11603,1.11571,1.1166700000000003,3.20000000000098,True,0,-1,-1.4468749999998631,2020
E1+S2,compra,2020-01-06 06:30:00,1.11588,1.11571,1.11622,1.7000000000000348,True,1,2,1.158823529411782,2020
