dia,cierre_min,lado,ent,sl,tp,rgo,toque,arriba,R,mot,neta,examen
2020-06-29,500,-1,1.12578,1.12598,1.12538,1.9999999999997797,0,True,-1.0,SL,-1.7150000000000787,False
2020-07-01,620,-1,1.12386,1.12442,1.1227400000000003,5.599999999998939,1,True,2.0,TP,1.7446428571428088,False
2020-07-03,575,1,1.12302,1.12242,1.1242199999999998,5.999999999999339,0,False,-0.4166666666664816,cierre,-0.6549999999998412,True
2020-07-06,480,-1,1.12921,1.12932,1.12899,1.100000000000545,0,True,2.0,TP,0.7000000000006441,False
2020-07-07,480,1,1.13082,1.13023,1.1319999999999997,5.899999999998684,0,False,-1.0,SL,-1.2423728813559862,False
2020-07-08,495,1,1.12655,1.12623,1.1271899999999997,3.1999999999987594,0,False,2.0,TP,1.553124999999827,False
2020-07-08,500,1,1.12677,1.12647,1.12737,2.9999999999996696,1,False,2.0,TP,1.5233333333332808,False
2020-07-08,660,-1,1.12786,1.12851,1.1265600000000004,6.499999999998174,1,True,0.9846153846156211,cierre,0.7646153846155593,False
2020-07-09,580,1,1.133,1.13251,1.1339800000000002,4.900000000001015,0,False,2.0,TP,1.708163265306183,False
2020-07-09,650,1,1.13329,1.13272,1.1344299999999998,5.699999999999594,1,False,-1.0,SL,-1.250877192982474,False
2020-07-10,505,1,1.12631,1.1259,1.12713,4.100000000000215,1,False,-1.0,SL,-1.3487804878048597,False
2020-07-10,630,-1,1.12891,1.12911,1.1285100000000001,1.9999999999997797,0,True,2.0,TP,1.2849999999999213,False
2020-07-10,635,-1,1.12861,1.12903,1.1277699999999997,4.20000000000087,1,True,-1.0,SL,-1.34047619047612,False
2020-07-13,650,1,1.1305,1.13008,1.1313400000000002,4.20000000000087,0,False,2.0,TP,1.65952380952388,False
2020-07-17,585,-1,1.13921,1.1396,1.1384300000000003,3.8999999999989043,1,True,2.0,TP,1.6333333333332303,False
2020-07-20,545,-1,1.14471,1.14578,1.1425699999999996,10.700000000001264,1,True,-1.0,SL,-1.1336448598130684,False
2020-07-23,480,-1,1.1584,1.15871,1.1577800000000005,3.0999999999981043,0,True,-1.0,SL,-1.4612903225809273,False
2020-07-30,485,1,1.17607,1.17589,1.1764299999999996,1.7999999999984695,1,False,-1.0,SL,-1.7944444444451197,False
2020-07-31,675,1,1.18442,1.18383,1.1856000000000002,5.9000000000009045,0,False,0.33898305084736835,cierre,0.0966101694914733,False
2020-07-31,680,1,1.18406,1.1839,1.1843799999999998,1.5999999999993797,1,False,2.0,TP,1.1062499999996536,False
2020-08-04,525,-1,1.17728,1.17776,1.1763200000000005,4.799999999998139,1,True,-1.0,SL,-1.297916666666782,False
2020-08-05,545,-1,1.182,1.18242,1.1811599999999998,4.20000000000087,1,True,-1.0,SL,-1.34047619047612,False
2020-08-06,525,-1,1.18768,1.18895,1.1851400000000003,12.699999999998823,1,True,2.0,TP,1.8874015748031392,False
2020-08-06,575,1,1.18633,1.18553,1.1879300000000004,8.00000000000134,1,False,-1.0,SL,-1.17874999999997,False
2020-08-07,675,1,1.18236,1.18137,1.1843400000000002,9.900000000000464,0,False,0.13131313131308828,cierre,-0.013131313131349381,False
2020-08-10,485,-1,1.17959,1.17987,1.1790299999999998,2.80000000000058,0,True,-1.0,SL,-1.51071428571418,False
2020-08-11,490,-1,1.17505,1.17564,1.1738699999999997,5.9000000000009045,0,True,2.0,TP,1.757627118644105,False
2020-08-12,585,-1,1.17374,1.17453,1.1721599999999999,7.900000000000684,1,True,-1.0,SL,-1.1810126582278324,False
2020-08-14,480,-1,1.18198,1.18217,1.1816000000000002,1.8999999999991246,0,True,2.0,TP,1.2473684210522848,False
2020-08-14,490,-1,1.18193,1.18244,1.18091,5.1000000000001044,1,True,-1.0,SL,-1.2803921568627392,False
2020-08-17,495,-1,1.18645,1.18678,1.1857900000000001,3.2999999999994145,0,True,-1.0,SL,-1.4333333333334102,False
2020-08-17,510,-1,1.18644,1.18678,1.18576,3.4000000000000696,1,True,2.0,TP,1.579411764705891,False
2020-08-17,605,1,1.18424,1.18398,1.1847599999999998,2.5999999999992696,0,False,-1.0,SL,-1.5500000000001544,False
2020-08-17,610,1,1.18431,1.18405,1.1848299999999998,2.5999999999992696,1,False,-1.0,SL,-1.5500000000001544,False
2020-08-18,490,-1,1.18914,1.18973,1.1879600000000003,5.899999999998684,0,True,-1.0,SL,-1.2423728813559862,False
2020-08-18,505,-1,1.18945,1.18966,1.1890299999999998,2.100000000000435,1,True,-1.0,SL,-1.68095238095224,False
2020-08-19,555,1,1.19284,1.19259,1.1933399999999996,2.4999999999986144,0,False,-1.0,SL,-1.5720000000003171,False
2020-08-24,540,-1,1.18059,1.18087,1.18003,2.80000000000058,0,True,-1.0,SL,-1.51071428571418,False
2020-08-25,485,-1,1.18123,1.18151,1.1806699999999999,2.80000000000058,0,True,2.0,TP,1.48928571428582,False
2020-08-26,550,1,1.18071,1.18014,1.1818499999999998,5.699999999999594,1,False,-1.0,SL,-1.250877192982474,False
2020-08-27,515,1,1.18259,1.1824,1.1829700000000003,1.900000000001345,0,False,2.0,TP,1.2473684210531644,False
2020-08-31,510,1,1.18974,1.18945,1.1903200000000003,2.900000000001235,0,False,-1.0,SL,-1.493103448275652,False
2020-08-31,515,1,1.19019,1.18961,1.1913500000000001,5.800000000000249,1,False,-1.0,SL,-1.2465517241379205,False
2020-09-02,525,1,1.18989,1.18915,1.1913699999999998,7.399999999999629,1,False,-1.0,SL,-1.193243243243253,False
2020-09-03,490,1,1.18037,1.17944,1.1822299999999997,9.299999999998754,1,False,-1.0,SL,-1.1537634408602357,False
2020-09-04,515,1,1.18401,1.18375,1.1845299999999999,2.5999999999992696,0,False,-1.0,SL,-1.5500000000001544,False
2020-09-07,480,1,1.18297,1.18268,1.1835500000000003,2.900000000001235,0,False,-1.0,SL,-1.493103448275652,False
2020-09-07,585,-1,1.18413,1.18457,1.18325,4.3999999999999595,1,True,-1.0,SL,-1.3250000000000028,False
2020-09-09,605,-1,1.17824,1.17873,1.1772599999999998,4.900000000001015,0,True,2.0,TP,1.708163265306183,False
2020-09-09,610,-1,1.17804,1.17846,1.1771999999999998,4.20000000000087,1,True,2.0,TP,1.65952380952388,False
2020-09-10,485,-1,1.18272,1.18292,1.18232,1.9999999999997797,0,True,-1.0,SL,-1.7150000000000787,False
2020-09-14,550,-1,1.18523,1.18554,1.18461,3.1000000000003247,0,True,-1.0,SL,-1.4612903225805969,False
2020-09-15,505,-1,1.18984,1.18998,1.18956,1.40000000000029,0,True,2.0,TP,0.97857142857164,False
2020-09-18,525,-1,1.18599,1.18625,1.1854700000000002,2.5999999999992696,0,True,-1.0,SL,-1.5500000000001544,True
2020-09-18,610,1,1.18456,1.18414,1.1854000000000002,4.20000000000087,1,False,2.0,TP,1.65952380952388,True
2020-09-21,575,1,1.18408,1.18384,1.18456,2.4000000000001798,0,False,-1.0,SL,-1.5958333333332888,False
2020-09-22,495,1,1.17544,1.17521,1.1759,2.2999999999995246,1,False,-1.0,SL,-1.6217391304349111,False
2020-09-23,500,1,1.1675,1.16721,1.1680799999999998,2.8999999999990145,0,False,2.0,TP,1.5068965517239703,False
2020-09-23,505,1,1.16824,1.1674,1.1699199999999998,8.399999999999519,1,False,2.0,TP,1.829761904761895,False
2020-09-25,530,-1,1.16758,1.16786,1.1670200000000004,2.7999999999983594,0,True,-1.0,SL,-1.510714285714585,False
2020-09-25,535,-1,1.1677,1.16785,1.1673999999999998,1.500000000000945,1,True,2.0,TP,1.0466666666672673,False
2020-09-28,635,-1,1.16392,1.16408,1.1636000000000002,1.5999999999993797,0,True,-1.0,SL,-1.8937500000003464,False
2020-09-29,545,-1,1.1678,1.1684,1.1665999999999996,6.00000000000156,0,True,2.0,TP,1.7616666666667287,False
2020-09-29,650,-1,1.16803,1.16863,1.1668299999999996,6.00000000000156,1,True,-1.0,SL,-1.2383333333332713,False
2020-10-01,490,-1,1.17509,1.17535,1.1745700000000001,2.5999999999992696,0,True,2.0,TP,1.4499999999998456,False
2020-10-01,495,-1,1.17478,1.17519,1.17396,4.100000000000215,1,True,-1.0,SL,-1.3487804878048597,False
2020-10-05,600,-1,1.17323,1.17381,1.17207,5.800000000000249,0,True,-1.0,SL,-1.2465517241379205,False
2020-10-06,510,1,1.17825,1.17805,1.17865,1.9999999999997797,0,False,-1.0,SL,-1.7150000000000787,False
2020-10-06,550,-1,1.17965,1.18001,1.1789300000000003,3.5999999999991594,0,True,2.0,TP,1.602777777777685,False
2020-10-07,480,-1,1.17383,1.1741,1.17329,2.6999999999999247,0,True,-1.0,SL,-1.5296296296296443,False
2020-10-07,500,-1,1.17408,1.1743,1.1736400000000002,2.1999999999988695,1,True,-1.0,SL,-1.6500000000003339,False
2020-10-08,485,-1,1.1776,1.178,1.1768,3.9999999999995595,0,True,-1.0,SL,-1.3575000000000395,False
2020-10-08,490,-1,1.17736,1.17768,1.1767199999999998,3.20000000000098,1,True,-1.0,SL,-1.4468749999998631,False
2020-10-08,610,1,1.17605,1.17584,1.1764700000000001,2.100000000000435,1,False,2.0,TP,1.31904761904776,False
2020-10-13,635,1,1.17977,1.17897,1.1813699999999998,7.999999999999119,1,False,-1.0,SL,-1.1787500000000197,False
2020-10-14,635,-1,1.17496,1.17536,1.17416,3.9999999999995595,0,True,2.0,TP,1.6424999999999605,False
2020-10-14,640,-1,1.17479,1.17521,1.1739499999999998,4.20000000000087,1,True,2.0,TP,1.65952380952388,False
2020-10-15,535,1,1.17419,1.17372,1.17513,4.699999999999704,1,False,-1.0,SL,-1.3042553191489552,False
2020-10-16,540,1,1.17037,1.16942,1.17227,9.500000000000064,1,False,0.7684210526316995,cierre,0.6178947368422267,False
2020-10-16,590,-1,1.17154,1.1718,1.1710200000000002,2.5999999999992696,0,True,-1.0,SL,-1.5500000000001544,False
2020-10-16,595,-1,1.17138,1.17201,1.1701200000000003,6.299999999999084,1,True,0.44444444444460107,cierre,0.2174603174604411,False
2020-10-19,540,1,1.17046,1.17031,1.1707600000000002,1.500000000000945,0,False,2.0,TP,1.0466666666672673,False
2020-10-19,605,-1,1.17231,1.17252,1.1718899999999999,2.100000000000435,0,True,-1.0,SL,-1.68095238095224,False
2020-10-20,560,1,1.17642,1.17598,1.1773,4.3999999999999595,1,False,2.0,TP,1.6749999999999972,True
2020-10-22,585,-1,1.18618,1.1866,1.1853399999999998,4.20000000000087,1,True,-1.0,SL,-1.34047619047612,False
2020-10-22,680,1,1.18418,1.18367,1.1852,5.1000000000001044,1,False,0.15686274509819287,cierre,-0.12352941176454646,False
2020-10-23,585,-1,1.18224,1.18273,1.1812599999999998,4.900000000001015,0,True,-1.0,SL,-1.291836734693817,False
2020-10-26,485,1,1.18304,1.18217,1.1847800000000004,8.700000000001484,0,False,-1.0,SL,-1.164367816091926,False
2020-10-26,500,1,1.18284,1.18233,1.1838599999999995,5.099999999997884,1,False,-1.0,SL,-1.2803921568628613,False
2020-10-30,540,1,1.16686,1.16604,1.1685,8.20000000000043,1,False,0.39024390243912344,cierre,0.21585365853669355,False
2020-11-02,540,1,1.16301,1.16269,1.1636500000000003,3.20000000000098,0,False,-1.0,SL,-1.4468749999998631,False
2020-11-02,635,-1,1.16465,1.16492,1.16411,2.6999999999999247,0,True,2.0,TP,1.4703703703703557,False
2020-11-06,555,-1,1.18378,1.185,1.18134,12.199999999999989,1,True,-1.0,SL,-1.1172131147540985,False
2020-11-09,485,-1,1.18942,1.1896,1.1890599999999998,1.80000000000069,0,True,-1.0,SL,-1.7944444444441399,False
2020-11-09,615,1,1.18821,1.18753,1.18957,6.800000000000139,1,False,-1.0,SL,-1.2102941176470545,False
2020-11-10,570,-1,1.1835,1.18394,1.18262,4.3999999999999595,0,True,-1.0,SL,-1.3250000000000028,True
2020-11-12,550,-1,1.17865,1.17883,1.1782899999999998,1.80000000000069,0,True,-1.0,SL,-1.7944444444441399,False
2020-11-12,555,-1,1.17866,1.17883,1.17832,1.7000000000000348,1,True,2.0,TP,1.158823529411782,False
2020-11-13,515,-1,1.18126,1.18139,1.181,1.2999999999996348,0,True,-1.0,SL,-2.1000000000003087,False
2020-11-13,520,-1,1.18128,1.18143,1.1809800000000004,1.4999999999987246,1,True,2.0,TP,1.046666666665856,False
2020-11-16,665,1,1.18372,1.1835,1.1841600000000003,2.20000000000109,0,False,-1.0,SL,-1.649999999999678,False
2020-11-17,585,-1,1.1866,1.18715,1.1855000000000004,5.499999999998284,1,True,-1.0,SL,-1.260000000000081,False
2020-11-18,480,-1,1.18768,1.18784,1.1873600000000002,1.5999999999993797,0,True,-1.0,SL,-1.8937500000003464,False
2020-11-18,490,-1,1.18773,1.18794,1.1873099999999999,2.100000000000435,1,True,-1.0,SL,-1.68095238095224,False
2020-11-23,495,-1,1.18736,1.18789,1.1863000000000001,5.299999999999194,0,True,2.0,TP,1.730188679245242,False
2020-11-25,525,-1,1.19094,1.19145,1.1899200000000005,5.099999999997884,1,True,-1.0,SL,-1.2803921568628613,False
2020-11-26,535,-1,1.19317,1.19405,1.19141,8.799999999999919,1,True,2.0,TP,1.8374999999999986,False
2020-11-26,605,1,1.19184,1.19143,1.19266,4.100000000000215,1,False,-1.0,SL,-1.3487804878048597,False
2020-11-27,505,-1,1.19266,1.19292,1.1921400000000002,2.5999999999992696,1,True,2.0,TP,1.4499999999998456,False
2020-12-01,490,-1,1.19584,1.19599,1.1955399999999998,1.500000000000945,1,True,-1.0,SL,-1.9533333333327327,False
2020-12-02,520,-1,1.2083,1.20843,1.20804,1.2999999999996348,1,True,-1.0,SL,-2.1000000000003087,False
2020-12-02,560,1,1.20647,1.20601,1.2073899999999997,4.599999999999049,1,False,-1.0,SL,-1.3108695652174556,False
2020-12-03,505,-1,1.21208,1.21255,1.21114,4.699999999999704,0,True,-1.0,SL,-1.3042553191489552,False
2020-12-03,640,1,1.2106,1.21015,1.2114999999999996,4.499999999998394,1,False,-1.0,SL,-1.3177777777778912,False
2020-12-04,485,-1,1.21561,1.21605,1.21473,4.3999999999999595,0,True,2.0,TP,1.6749999999999972,False
2020-12-07,500,1,1.21199,1.21179,1.2123899999999999,1.9999999999997797,1,False,-1.0,SL,-1.7150000000000787,False
2020-12-08,595,-1,1.21221,1.21273,1.2111699999999999,5.20000000000076,1,True,-1.0,SL,-1.27499999999996,False
2020-12-10,630,-1,1.20988,1.21021,1.2092200000000002,3.2999999999994145,0,True,-1.0,SL,-1.4333333333334102,False
2020-12-14,500,-1,1.21438,1.21455,1.21404,1.7000000000000348,1,True,-1.0,SL,-1.841176470588218,False
2020-12-16,530,-1,1.21644,1.21684,1.21564,3.9999999999995595,1,True,-1.0,SL,-1.3575000000000395,False
2020-12-17,490,-1,1.22335,1.22357,1.2229099999999997,2.20000000000109,1,True,-1.0,SL,-1.649999999999678,False
2020-12-22,490,1,1.22198,1.22135,1.2232400000000003,6.300000000001305,1,False,-1.0,SL,-1.22698412698408,False
2020-12-25,480,-1,1.21957,1.22031,1.2180900000000001,7.399999999999629,0,True,0.4729729729730946,cierre,0.27972972972984167,False
2020-12-28,530,-1,1.22266,1.22283,1.22232,1.7000000000000348,1,True,-1.0,SL,-1.841176470588218,False
2021-01-04,485,-1,1.22583,1.22594,1.2256099999999999,1.100000000000545,0,True,2.0,TP,0.7000000000006441,False
2021-01-05,560,-1,1.22766,1.22787,1.2272399999999999,2.100000000000435,0,True,2.0,TP,1.31904761904776,False
2021-01-05,565,-1,1.227,1.22775,1.2255000000000005,7.499999999998064,1,True,-1.0,SL,-1.1906666666667158,False
2021-01-06,505,-1,1.23239,1.23293,1.2313100000000001,5.399999999999849,1,True,-1.0,SL,-1.2648148148148222,False
2021-01-08,540,1,1.2239,1.22323,1.2252399999999999,6.699999999999484,0,False,-1.0,SL,-1.2134328358209119,False
2021-01-13,520,-1,1.22169,1.22207,1.2209299999999998,3.8000000000004697,1,True,2.0,TP,1.6236842105263622,False
2021-01-13,550,1,1.22019,1.21941,1.2217500000000001,7.800000000000029,1,False,-1.0,SL,-1.1833333333333327,False
2021-01-15,605,1,1.21373,1.21279,1.2156099999999999,9.399999999999409,1,False,0.15957446808521694,cierre,0.007446808510739283,False
2021-01-18,500,-1,1.20841,1.20867,1.2078900000000001,2.5999999999992696,0,True,2.0,TP,1.4499999999998456,False
2021-01-18,640,1,1.20659,1.20627,1.2072300000000002,3.20000000000098,1,False,-1.0,SL,-1.4468749999998631,False
2021-01-20,545,-1,1.21564,1.21581,1.2153,1.7000000000000348,0,True,2.0,TP,1.158823529411782,False
2021-01-20,610,1,1.21281,1.21225,1.2139299999999997,5.599999999998939,0,False,-1.0,SL,-1.2553571428571912,False
2021-01-22,485,1,1.21628,1.21588,1.21708,3.9999999999995595,0,False,-1.0,SL,-1.3575000000000395,False
2021-01-22,585,-1,1.21763,1.21803,1.21683,3.9999999999995595,1,True,-1.0,SL,-1.3575000000000395,False
2021-01-26,555,1,1.21266,1.21197,1.2140400000000002,6.900000000000794,1,False,2.0,TP,1.7927536231884296,False
2021-01-27,520,1,1.21543,1.21522,1.21585,2.100000000000435,1,False,2.0,TP,1.31904761904776,True
2021-01-28,520,1,1.20872,1.20807,1.21002,6.500000000000394,0,False,2.0,TP,1.7800000000000133,False
2021-01-28,565,-1,1.2111,1.21136,1.2105800000000002,2.5999999999992696,0,True,2.0,TP,1.4499999999998456,False
2021-01-28,570,-1,1.21036,1.21133,1.2084200000000003,9.699999999999154,1,True,-0.07216494845340057,cierre,-0.21958762886578456,False
2021-02-01,545,1,1.21233,1.21178,1.2134299999999996,5.499999999998284,0,False,-1.0,SL,-1.260000000000081,False
2021-02-03,490,1,1.20351,1.20304,1.20445,4.699999999999704,1,False,-1.0,SL,-1.3042553191489552,False
2021-02-04,485,1,1.20085,1.20027,1.20201,5.800000000000249,0,False,-1.0,SL,-1.2465517241379205,False
2021-02-08,570,1,1.20306,1.20289,1.2034,1.7000000000000348,0,False,2.0,TP,1.158823529411782,False
2021-02-08,575,1,1.20334,1.20291,1.2042000000000004,4.300000000001525,1,False,-1.0,SL,-1.3325581395347657,False
2021-02-10,505,-1,1.21291,1.21302,1.2126899999999998,1.100000000000545,0,True,-1.0,SL,-2.299999999999356,False
2021-02-11,485,-1,1.21279,1.21299,1.21239,1.9999999999997797,0,True,-1.0,SL,-1.7150000000000787,False
2021-02-11,490,-1,1.21284,1.21327,1.2119799999999996,4.300000000001525,1,True,2.0,TP,1.6674418604652343,False
2021-02-12,550,1,1.21186,1.21123,1.2131199999999998,6.299999999999084,1,False,-1.0,SL,-1.22698412698416,False
2021-02-15,570,-1,1.21374,1.21436,1.2125,6.200000000000649,1,True,-1.0,SL,-1.2306451612902984,False
2021-02-16,580,-1,1.21453,1.21513,1.2133300000000002,5.999999999999339,1,True,-1.0,SL,-1.2383333333333595,False
2021-02-18,530,-1,1.20478,1.20524,1.2038599999999997,4.60000000000127,0,True,-1.0,SL,-1.3108695652173055,False
2021-02-18,535,-1,1.20494,1.20509,1.2046399999999997,1.500000000000945,1,True,2.0,TP,1.0466666666672673,False
2021-02-22,495,1,1.21127,1.21115,1.2115100000000003,1.2000000000012,1,False,-1.0,SL,-2.191666666665475,False
2021-02-23,575,1,1.2159,1.21577,1.21616,1.2999999999996348,0,False,-1.0,SL,-2.1000000000003087,False
2021-02-24,580,-1,1.2166,1.21712,1.2155599999999998,5.20000000000076,1,True,-1.0,SL,-1.27499999999996,False
2021-03-02,510,1,1.20173,1.20128,1.20263,4.500000000000615,1,False,-1.0,SL,-1.3177777777777344,True
2021-03-03,515,-1,1.20923,1.20948,1.2087299999999999,2.500000000000835,1,True,-1.0,SL,-1.571999999999809,False
2021-03-03,570,1,1.20792,1.2078,1.2081600000000003,1.2000000000012,1,False,2.0,TP,0.8083333333345251,False
2021-03-04,575,1,1.20473,1.20433,1.2055300000000004,4.00000000000178,1,False,-1.0,SL,-1.357499999999841,False
2021-03-05,485,1,1.19541,1.19486,1.1965100000000002,5.5000000000005045,0,False,-1.0,SL,-1.2599999999999763,False
2021-03-05,490,1,1.19547,1.19506,1.19629,4.100000000000215,1,False,-1.0,SL,-1.3487804878048597,False
2021-03-08,480,1,1.18922,1.18887,1.1899199999999996,3.4999999999985043,0,False,-1.0,SL,-1.4085714285716031,False
2021-03-08,500,1,1.18891,1.1888,1.1891299999999996,1.0999999999983245,1,False,-1.0,SL,-2.30000000000198,False
2021-03-10,665,-1,1.19006,1.19046,1.1892599999999995,4.00000000000178,0,True,0.22499999999970857,cierre,-0.13250000000013232,False
2021-03-10,670,-1,1.18992,1.19025,1.1892600000000002,3.2999999999994145,1,True,-0.15151515151482528,cierre,-0.5848484848482355,False
2021-03-16,485,1,1.19177,1.19136,1.19259,4.100000000000215,1,False,2.0,TP,1.6512195121951403,False
2021-03-18,540,1,1.19473,1.19389,1.1964100000000004,8.40000000000174,1,False,-1.0,SL,-1.17023809523806,False
2021-03-19,480,-1,1.19322,1.19371,1.1922399999999997,4.900000000001015,0,True,2.0,TP,1.708163265306183,False
2021-03-19,585,1,1.19032,1.19007,1.1908200000000002,2.500000000000835,0,False,-1.0,SL,-1.571999999999809,False
2021-03-22,520,-1,1.18995,1.19047,1.1889100000000004,5.199999999998539,1,True,-1.0,SL,-1.2750000000000772,True
2021-03-23,480,1,1.19051,1.19026,1.1910099999999997,2.4999999999986144,0,False,-1.0,SL,-1.5720000000003171,False
2021-03-23,485,1,1.19041,1.19011,1.19101,2.9999999999996696,1,False,-1.0,SL,-1.4766666666667192,False
2021-03-24,490,1,1.18183,1.18146,1.18257,3.6999999999998145,1,False,-1.0,SL,-1.3864864864865059,False
2021-03-25,485,1,1.18079,1.1802,1.1819700000000002,5.9000000000009045,0,False,-1.0,SL,-1.242372881355895,False
2021-03-25,500,1,1.18071,1.18027,1.18159,4.3999999999999595,1,False,-1.0,SL,-1.3250000000000028,False
2021-03-26,480,-1,1.17867,1.1789,1.1782100000000002,2.2999999999995246,0,True,2.0,TP,1.3782608695650889,False
2021-03-26,545,-1,1.1787,1.17902,1.1780600000000003,3.1999999999987594,1,True,-1.0,SL,-1.446875000000173,False
2021-03-29,485,1,1.17752,1.17734,1.1778799999999996,1.7999999999984695,0,False,-1.0,SL,-1.7944444444451197,False
2021-03-29,495,1,1.17764,1.17728,1.1783599999999999,3.5999999999991594,1,False,2.0,TP,1.602777777777685,False
2021-03-29,600,-1,1.17865,1.17939,1.17717,7.399999999999629,0,True,2.0,TP,1.806756756756747,False
2021-03-31,545,-1,1.1723,1.17271,1.1714799999999999,4.100000000000215,1,True,-1.0,SL,-1.3487804878048597,False
2021-04-01,490,1,1.17159,1.17125,1.17227,3.4000000000000696,0,False,2.0,TP,1.579411764705891,False
2021-04-01,540,-1,1.17323,1.17335,1.1729900000000002,1.1999999999989797,0,True,2.0,TP,0.8083333333323202,False
2021-04-01,545,-1,1.17253,1.17336,1.1708700000000003,8.299999999998864,1,True,-1.0,SL,-1.1722891566265297,False
2021-04-02,635,-1,1.17835,1.17848,1.17809,1.2999999999996348,0,True,-1.0,SL,-2.1000000000003087,False
2021-04-05,480,1,1.17492,1.17478,1.1752,1.40000000000029,0,False,-1.0,SL,-2.02142857142836,False
2021-04-06,550,1,1.18026,1.17968,1.1814200000000001,5.800000000000249,0,False,2.0,TP,1.7534482758620795,False
2021-04-06,675,-1,1.18183,1.18218,1.1811299999999998,3.5000000000007248,0,True,1.9714285714277557,cierre,1.5628571428564118,False
2021-04-07,495,1,1.18697,1.18639,1.1881300000000001,5.800000000000249,0,False,2.0,TP,1.7534482758620795,False
2021-04-07,525,-1,1.18752,1.18796,1.18664,4.3999999999999595,1,True,-1.0,SL,-1.3250000000000028,False
2021-04-07,580,1,1.18668,1.18651,1.18702,1.7000000000000348,1,False,2.0,TP,1.158823529411782,False
2021-04-08,545,-1,1.18781,1.18814,1.1871500000000001,3.2999999999994145,1,True,-1.0,SL,-1.4333333333334102,True
2021-04-09,485,1,1.18939,1.18924,1.1896899999999997,1.4999999999987246,1,False,-1.0,SL,-1.953333333334144,False
2021-04-12,550,1,1.18856,1.18811,1.1894600000000002,4.500000000000615,1,False,-1.0,SL,-1.3177777777777344,False
2021-04-13,545,1,1.18877,1.18845,1.1894100000000003,3.20000000000098,1,False,2.0,TP,1.5531250000001369,True
2021-04-14,485,-1,1.19636,1.19671,1.1956600000000004,3.4999999999985043,0,True,-1.0,SL,-1.4085714285716031,True
2021-04-15,570,-1,1.19865,1.199,1.1979499999999998,3.5000000000007248,0,True,2.0,TP,1.591428571428656,True
2021-04-15,685,-1,1.19896,1.19932,1.1982400000000002,3.5999999999991594,1,True,1.5000000000003084,cierre,1.1027777777779935,True
2021-04-16,590,-1,1.19732,1.19758,1.1967999999999996,2.60000000000149,0,True,-1.0,SL,-1.5499999999996847,True
2021-04-20,530,-1,1.20671,1.20717,1.2057899999999997,4.60000000000127,0,True,-1.0,SL,-1.3108695652173055,False
2021-04-20,535,-1,1.20681,1.20717,1.2060899999999997,3.60000000000138,1,True,-1.0,SL,-1.3972222222220698,False
2021-04-22,485,1,1.20319,1.20305,1.20347,1.40000000000029,0,False,2.0,TP,0.97857142857164,False
2021-04-22,550,-1,1.20443,1.20477,1.2037499999999999,3.4000000000000696,1,True,-1.0,SL,-1.420588235294109,False
2021-04-23,525,-1,1.20275,1.20301,1.2022300000000001,2.5999999999992696,0,True,-1.0,SL,-1.5500000000001544,False
2021-04-27,545,1,1.20714,1.20649,1.2084400000000002,6.500000000000394,0,False,-1.0,SL,-1.2199999999999867,False
2021-04-27,610,1,1.20657,1.20641,1.2068899999999998,1.5999999999993797,1,False,-1.0,SL,-1.8937500000003464,False
2021-04-30,485,1,1.21174,1.21151,1.2122,2.2999999999995246,0,False,-1.0,SL,-1.6217391304349111,False
2021-05-03,495,1,1.20172,1.20149,1.2021799999999998,2.2999999999995246,1,False,2.0,TP,1.3782608695650889,True
2021-05-03,570,-1,1.20337,1.20369,1.2027300000000003,3.1999999999987594,1,True,-1.0,SL,-1.446875000000173,True
2021-05-04,515,1,1.20348,1.20333,1.2037800000000003,1.500000000000945,0,False,-1.0,SL,-1.9533333333327327,False
2021-05-07,485,1,1.20604,1.2059,1.20632,1.40000000000029,0,False,2.0,TP,0.97857142857164,False
2021-05-07,490,1,1.20618,1.20593,1.2066800000000002,2.500000000000835,1,False,-1.0,SL,-1.571999999999809,False
2021-05-10,480,1,1.21517,1.21506,1.2153900000000002,1.100000000000545,0,False,2.0,TP,0.7000000000006441,False
2021-05-11,560,1,1.21265,1.2123,1.2133500000000002,3.5000000000007248,1,False,2.0,TP,1.591428571428656,False
2021-05-14,480,-1,1.20961,1.20976,1.2093100000000003,1.4999999999987246,0,True,2.0,TP,1.046666666665856,True
2021-05-14,490,-1,1.20973,1.20988,1.2094299999999998,1.500000000000945,1,True,-1.0,SL,-1.9533333333327327,True
2021-05-17,480,1,1.2127,1.21259,1.2129199999999996,1.0999999999983245,0,False,2.0,TP,0.69999999999802,True
2021-05-19,595,1,1.22173,1.22162,1.22195,1.100000000000545,0,False,2.0,TP,0.7000000000006441,False
2021-05-21,485,-1,1.22385,1.22396,1.2236300000000004,1.0999999999983245,0,True,2.0,TP,0.69999999999802,False
2021-05-21,490,-1,1.22369,1.22391,1.2232499999999997,2.20000000000109,1,True,2.0,TP,1.350000000000322,False
2021-05-21,525,1,1.22245,1.22223,1.2228900000000003,2.20000000000109,0,False,2.0,TP,1.350000000000322,False
2021-05-21,530,1,1.2224,1.22228,1.2226399999999997,1.1999999999989797,1,False,-1.0,SL,-2.19166666666768,False
2021-05-24,485,-1,1.21884,1.21904,1.21844,1.9999999999997797,1,True,-1.0,SL,-1.7150000000000787,False
2021-05-27,495,-1,1.21954,1.22002,1.21858,4.8000000000003595,1,True,-1.0,SL,-1.2979166666666444,False
