RA,nA,RB,nB,RC,nC,rgo,lado,anio
2.0,0.7500000000000475,2.0,0.7500000000000475,1.6,0.3500000000000476,1.2000000000000455,1,2020
2.0,0.7500000000000475,2.0,0.7500000000000475,1.6,0.3500000000000476,1.2000000000000455,1,2020
2.0,0.7500000000000475,2.0,0.7500000000000475,1.6,0.3500000000000476,1.2000000000000455,1,2020
-1.0,-2.2499999999999525,-1.0,-2.2499999999999525,-1.0,-2.2499999999999525,1.2000000000000455,-1,2020
-1.0,-2.2499999999999525,-1.0,-2.2499999999999525,-1.0,-2.2499999999999525,1.2000000000000455,-1,2020
-1.0,-1.5769230769231601,-1.0,-1.5769230769231601,-1.0,-1.5769230769231601,2.599999999999625,-1,2020
-1.0,-1.5769230769231601,-1.0,-1.5769230769231601,-1.0,-1.5769230769231601,2.599999999999625,-1,2020
2.0,1.812499999999996,2.0,1.812499999999996,2.0,1.812499999999996,7.9999999999998295,1,2020
2.0,1.812499999999996,2.0,1.812499999999996,2.0,1.812499999999996,7.9999999999998295,1,2020
2.0,1.812499999999996,2.0,1.812499999999996,2.0,1.812499999999996,7.9999999999998295,1,2020
-1.0,-1.4054054054054939,-1.0,-1.4054054054054939,-1.0,-1.4054054054054939,3.699999999999193,1,2020
-1.0,-1.4054054054054939,-1.0,-1.4054054054054939,-1.0,-1.4054054054054939,3.699999999999193,1,2020
2.0,1.9112426035502943,2.0,1.9112426035502943,2.0,1.9112426035502943,16.899999999999693,1,2020
2.0,1.5312499999999485,2.0,1.5312499999999485,1.6,1.1312499999999486,3.1999999999996476,1,2020
2.0,1.5312499999999485,2.0,1.5312499999999485,1.6,1.1312499999999486,3.1999999999996476,1,2020
2.0,1.5312499999999485,2.0,1.5312499999999485,1.6,1.1312499999999486,3.1999999999996476,1,2020
-1.0,-1.5555555555555345,-1.0,-1.5555555555555345,-1.0,-1.5555555555555345,2.7000000000001023,1,2020
-1.0,-2.363636363636899,-1.0,-2.363636363636899,-1.0,-2.363636363636899,1.099999999999568,-1,2020
-1.0,-2.2499999999999525,0.0,-1.2499999999999525,0.0,-1.2499999999999525,1.2000000000000455,1,2020
2.0,1.6808510638297671,0.0,-0.3191489361702328,0.0,-0.3191489361702328,4.699999999999704,1,2020
-1.0,-1.5172413793104096,-1.0,-1.5172413793104096,-1.0,-1.5172413793104096,2.899999999999636,1,2020
-1.0,-1.999999999999962,-1.0,-1.999999999999962,-1.0,-1.999999999999962,1.5000000000000568,-1,2020
2.0,1.2499999999998508,2.0,1.2499999999998508,1.6,0.8499999999998509,1.999999999999602,1,2020
2.0,1.000000000000038,2.0,1.000000000000038,1.6,0.6000000000000381,1.5000000000000568,-1,2020
-1.0,-2.875000000001039,0.0,-1.8750000000010392,0.0,-1.8750000000010392,0.7999999999995566,-1,2020
-1.0,-2.875000000001039,-1.0,-2.875000000001039,-1.0,-2.875000000001039,0.7999999999995566,-1,2020
-1.0,-1.78947368421089,0.0,-0.78947368421089,0.0,-0.78947368421089,1.8999999999991246,-1,2020
-1.0,-1.78947368421089,0.0,-0.78947368421089,0.0,-0.78947368421089,1.8999999999991246,-1,2020
-1.0,-2.0714285714288936,-1.0,-2.0714285714288936,-1.0,-2.0714285714288936,1.3999999999995794,-1,2020
-1.0,-2.0714285714288936,-1.0,-2.0714285714288936,-1.0,-2.0714285714288936,1.3999999999995794,-1,2020
-1.0,-1.9375000000005196,-1.0,-1.9375000000005196,-1.0,-1.9375000000005196,1.5999999999991132,1,2020
-1.0,-1.9375000000005196,-1.0,-1.9375000000005196,-1.0,-1.9375000000005196,1.5999999999991132,1,2020
-1.0,-2.153846153846951,-1.0,-2.153846153846951,-1.0,-2.153846153846951,1.2999999999991019,-1,2020
-1.0,-2.4999999999992326,0.0,-1.4999999999992326,0.0,-1.4999999999992326,1.0000000000005116,1,2020
2.0,0.9285714285721942,2.0,0.9285714285721942,1.6,0.5285714285721943,1.4000000000010004,-1,2020
-1.0,-1.8333333333333017,-1.0,-1.8333333333333017,-1.0,-1.8333333333333017,1.8000000000000682,-1,2020
-1.0,-1.5999999999998635,0.0,-0.5999999999998635,0.0,-0.5999999999998635,2.5000000000005684,-1,2020
-1.0,-2.1538461538456897,-1.0,-2.1538461538456897,-1.0,-2.1538461538456897,1.300000000000523,1,2020
-1.0,-1.3061224489795507,0.0,-0.30612244897955065,0.0,-0.30612244897955065,4.900000000000659,1,2020
-1.0,-1.7894736842102996,-1.0,-1.7894736842102996,-1.0,-1.7894736842102996,1.9000000000005457,-1,2020
2.0,1.062500000000313,2.0,1.062500000000313,2.0,1.062500000000313,1.6000000000005343,-1,2020
2.0,1.000000000000038,2.0,1.000000000000038,1.6,0.6000000000000381,1.5000000000000568,1,2020
2.0,1.000000000000038,2.0,1.000000000000038,1.6,0.6000000000000381,1.5000000000000568,1,2020
2.0,0.49999999999863576,0.0,-1.5000000000013642,0.0,-1.5000000000013642,0.9999999999990905,-1,2020
