tf,ema,fib,rr,n,bruto,zb,neto,zn,coste
60,50,0.382,2.0,15875,-0.1972283464566929,-18.710220711992893,-0.2807350021480017,-26.533116930198236,0.0835066556913088
60,50,0.382,3.0,15195,-0.2626521882198091,-20.873510618386355,-0.3482702252248533,-27.65141806558524,0.08561803700504413
60,50,0.5,1.0,16176,-0.1531899109792285,-19.7155492088328,-0.2531531409429989,-32.207900268860996,0.09996322996377043
60,50,0.5,2.0,15681,-0.1371723742108284,-12.649049379928288,-0.23920991299453565,-21.96852636145096,0.10203753878370728
60,50,0.5,3.0,15219,-0.15789473684210525,-11.944402454706553,-0.2617899506244279,-19.773952282689446,0.10389521378232262
60,50,0.618,1.0,15409,-0.1399831267441106,-17.548747581004328,-0.26926251354424957,-33.28352212031988,0.12927938680013895
60,50,0.618,2.0,15160,-0.08614775725593668,-7.681901398780921,-0.21681266211104294,-19.234865355769042,0.1306649048551063
60,50,0.618,3.0,14846,-0.09416677893035161,-6.853175199625479,-0.22645881626201922,-16.45627187643296,0.13229203733166758
60,50,0.705,1.0,14520,-0.15234159779614326,-18.573160149667665,-0.31192830377002273,-37.447336692558665,0.1595867059738795
60,50,0.705,2.0,14402,-0.07741980280516594,-6.71095285999542,-0.2377866332645211,-20.503009001666534,0.1603668304593551
60,50,0.705,3.0,14253,-0.026450571809443626,-1.839615991613765,-0.18787064260737762,-13.037530518904312,0.16142007079793397
60,50,0.786,1.0,12986,-0.19544124441706454,-22.70880053950197,-0.3923688122395446,-44.82151970843387,0.1969275678224801
60,50,0.786,2.0,12923,-0.06724444788361836,-5.504798949689125,-0.26471593970857593,-21.55815491950669,0.1974714918249576
60,50,0.786,3.0,12875,-0.019184466019417475,-1.2649343202144308,-0.21706974657792216,-14.283071577058971,0.19788528055850468
60,100,0.382,1.0,16984,-0.26424870466321243,-35.70576115403521,-0.34883477899373766,-46.70260397073103,0.0845860743305252
60,100,0.382,2.0,16365,-0.261961503208066,-25.935826771753604,-0.3486513468376007,-34.3897000583897,0.08668984362953475
60,100,0.382,3.0,15771,-0.31646693297825124,-26.395298910789958,-0.40506989341679595,-33.75007860812765,0.08860296043854472
60,100,0.5,1.0,16650,-0.20936936936936937,-27.627457617579914,-0.3132986018802703,-40.82868937275319,0.1039292325109009
60,100,0.5,2.0,16194,-0.20266765468692108,-19.46049672279228,-0.30857514259756336,-29.503621855523576,0.10590748791064228
60,100,0.5,3.0,15788,-0.21915378768685076,-17.36781439383876,-0.3267610710694843,-25.851414497209483,0.10760728338263352
60,100,0.618,1.0,15909,-0.19014394367967816,-24.427927685846875,-0.32385707312476164,-40.9774361455712,0.13371312944508343
60,100,0.618,2.0,15688,-0.14157317695053545,-13.077743861155843,-0.276539946224715,-25.40351851005001,0.13496676927417958
60,100,0.618,3.0,15397,-0.15360135091251542,-11.665627623100681,-0.29012917435711116,-21.997170345534105,0.13652782344459577
60,100,0.705,1.0,15009,-0.19848091145312813,-24.808908686756716,-0.36303835847900856,-44.620690861798984,0.16455744702588043
60,100,0.705,2.0,14910,-0.12816901408450704,-11.48915511841523,-0.2933886786765794,-26.14497351606249,0.1652196645920724
60,100,0.705,3.0,14771,-0.08442217859318936,-6.105373852254633,-0.25064055701093063,-18.080337769582318,0.16621837841774126
60,100,0.786,1.0,13402,-0.22892105655872258,-27.223435496863203,-0.4308536618434151,-50.30812739624452,0.2019326052846925
