dia,ent_min,sal_min,lado_x,ent,sl,tp,rgo,mot,R,bloque,neta,min,lado_y,dentroAntes,vuelto,cuerpo5,res
2025-09-15,530,548,1,1.17244,1.17201,1.1733,4.3,TP,2.0,5,1.6674418604651162,530,1,True,True,97.29729729727946,True
2025-09-15,595,623,1,1.17345,1.17303,1.17429,4.2,TP,2.0,5,1.6595238095238096,595,1,True,True,44.82758620694143,True
2025-11-05,490,518,-1,1.14863,1.14905,1.14779,4.2,SL,-1.0,5,-1.3404761904761904,490,0,True,True,24.13793103449596,True
2025-11-05,525,546,-1,1.14878,1.1492,1.14794,4.2,SL,-1.0,5,-1.3404761904761904,525,-1,True,True,80.0,True
2025-11-05,562,664,-1,1.14896,1.14957,1.14774,6.1,TP,2.0,5,1.7655737704918033,562,-1,False,True,82.22222222220688,True
2025-12-16,495,540,1,1.17468,1.17434,1.17536,3.4,TP,2.0,5,1.5794117647058823,495,0,True,True,45.45454545458216,True
2025-12-22,501,531,1,1.17193,1.17147,1.17285,4.6,TP,2.0,5,1.6891304347826086,501,1,False,True,29.999999999977796,True
2025-12-22,533,553,1,1.17295,1.17244,1.17397,5.1,SL,-1.0,5,-1.280392156862745,533,1,False,True,85.18518518516996,True
2025-12-22,581,690,1,1.17307,1.17256,1.17409,5.1,cierre,0.86,5,0.5796078431372549,581,1,False,True,37.14285714283901,False
2026-03-04,519,542,1,1.16225,1.16116,1.16443,10.9,SL,-1.0,5,-1.1311926605504588,519,0,False,True,42.10526315790242,True
2026-07-23,506,632,-1,1.14287,1.14362,1.14137,7.5,TP,2.0,5,1.8093333333333332,506,-1,False,True,18.181818181726427,True
2026-08-21,508,586,1,1.16932,1.1688,1.17036,5.2,SL,-1.0,5,-1.275,508,0,True,True,97.56097560979309,True
2026-08-21,589,644,1,1.16895,1.16832,1.17021,6.3,TP,2.0,5,1.773015873015873,589,-1,False,True,77.58620689655899,True
