fecha,R,riesgo
2026-08-04,-1.0,4.300000000001525
2026-08-05,-1.0,3.900000000001125
2026-08-10,-1.0,3.700000000002035
2026-08-12,-1.0,4.8000000000003595
2026-08-13,2.0,2.2999999999995246
2026-08-13,-1.0,4.20000000000087
2026-08-14,-1.0,2.60000000000149
2026-08-18,-1.0,3.40000000000229
2026-08-19,2.0,2.900000000001235
2026-08-20,-1.0,3.700000000002035
2026-08-21,-1.0,5.700000000001815
