entrada,salida,px_ent,px_sal,lotes,atr,motivo,noches,bruto,coste,neto,capital
2025-06-05 09:25:00,2025-06-05 13:02:00,3384.6949999999997,3373.9814736842104,1.2652646900760292,10.513526315789468,stop,0,-1355.5446553568524,7.5915881404561745,-1363.1362434973087,131660.79991203806
2025-06-11 12:30:00,2025-06-11 12:30:00,3349.095,3338.5614421052633,1.2741090847238246,10.333557894736838,stop,0,-1342.0901808148178,7.644654508342947,-1349.7348353231607,130311.06507671489
2025-06-11 22:10:00,2025-06-12 03:00:00,3360.605,3374.2850000000003,1.2858491411907245,10.13424210526314,tiempo,1,1759.0416251489485,52.719814788819704,1706.3218103601287,132017.38688707503
2025-06-12 10:28:00,2025-06-12 15:00:00,3377.7479999999996,3383.4750000000004,1.2781183922157313,10.32904210526313,tiempo,0,731.9784032220479,7.668710353294388,724.3096928687535,132741.6965799438
2025-06-13 00:02:00,2025-06-13 05:00:00,3398.9449999999997,3424.985,1.2121189366323057,10.951210526315768,tiempo,0,3156.357710990575,7.2727136197938345,3149.0849973707814,135890.78157731457
2025-06-13 13:29:00,2025-06-13 14:03:00,3444.325,3433.279094736842,1.2529224465837607,10.84590526315788,stop,0,-1383.9662647047976,7.517534679502564,-1391.4837993843003,134499.29777793027
2025-06-15 22:00:00,2025-06-15 22:00:00,3451.265,3439.6702315789476,1.1803600811178723,11.394768421052609,stop,0,-1368.6001794016263,7.082160486707234,-1375.6823398883334,133123.61543804195
2025-06-22 22:00:00,2025-06-22 22:01:00,3396.848,3386.4264736842106,1.3023849014838624,10.221526315789484,stop,0,-1357.283852410083,7.814309408903174,-1365.0981618189862,131758.51727622296
2025-07-01 07:13:00,2025-07-01 12:00:00,3336.3979999999997,3348.645,1.50107860103556,8.777589473684174,tiempo,0,1838.370962688295,9.00647160621336,1829.3644910820817,133587.88176730505
2025-07-02 19:55:00,2025-07-02 23:28:00,3358.0649999999996,3348.9681157894734,1.5015130983637082,8.896884210526304,stop,0,-1365.9090796403152,9.009078590182249,-1374.9181582304975,132212.96360907456
2025-07-11 00:31:00,2025-07-11 05:00:00,3330.285,3331.5150000000003,1.6249418205044348,8.136473684210513,tiempo,0,199.86784392212232,9.749650923026609,190.1181929990957,132403.08180207366
2025-07-11 06:18:00,2025-07-11 06:55:00,3341.7079999999996,3333.600442105263,1.6743864991516475,7.907557894736827,stop,0,-1357.518548003732,10.046318994909885,-1367.5648669986417,131035.51693507502
2025-07-11 12:30:00,2025-07-11 17:00:00,3350.158,3353.378,1.6502841787779088,7.940178947368402,tiempo,0,531.3915055665286,9.901705072667452,521.4898004938611,131557.0067355689
2025-07-13 22:27:00,2025-07-14 01:26:00,3368.759,3360.618505263158,1.656786020210733,7.940494736842098,stop,1,-1348.705787759871,67.92822682864005,-1416.634014588511,130140.37272098039
2025-07-14 07:29:00,2025-07-14 08:35:00,3373.9049999999997,3365.5557789473683,1.5969670215161875,8.149221052631564,stop,0,-1333.3430676401163,9.581802129097126,-1342.9248697692133,128797.44785121118
2025-07-16 15:30:00,2025-07-16 15:30:00,3375.0049999999997,3366.918852631579,1.6332112733140443,7.886147368421035,stop,0,-1320.6387039783583,9.799267639884265,-1330.4379716182425,127467.00987959294
2025-07-21 05:11:00,2025-07-21 10:00:00,3361.2349999999997,3365.7250000000004,1.6787227645286211,7.593094736842101,tiempo,0,753.7465212734669,10.072336587171726,743.6741846862951,128210.68406427924
2025-07-21 11:16:00,2025-07-21 16:00:00,3370.765,3397.625,1.6784255046096737,7.638747368421053,tiempo,0,4508.250905381605,10.070553027658042,4498.180352353947,132708.86441663318
2025-07-21 23:26:00,2025-07-21 23:39:00,3401.5389999999998,3393.672936842105,1.731121459389043,7.66606315789474,stop,0,-1361.711073354086,10.386728756334257,-1372.0978021104202,131336.76661452276
2025-07-22 12:42:00,2025-07-22 17:00:00,3402.6749999999997,3431.835,1.7918218127008216,7.329789473684229,tiempo,0,5224.952405835651,10.75093087620493,5214.201474959446,136550.9680894822
2025-07-23 00:11:00,2025-07-23 01:04:00,3433.479,3425.8704526315787,1.8431544174439733,7.408547368421071,stop,0,-1402.3727692437094,11.058926504663841,-1413.4316957483732,135137.5363937338
2025-08-01 12:37:00,2025-08-01 17:00:00,3334.015,3346.838,1.6610297810842682,8.135768421052648,tiempo,0,2129.93848828441,9.966178686505609,2119.9723095979043,137257.50870333172
2025-08-01 19:31:00,2025-08-04 01:00:00,3355.1549999999997,3351.675,1.6234775631914222,8.454536842105274,tiempo,3,-564.9701919905441,180.20600951424788,-745.176201504792,136512.33250182692
2025-08-04 11:51:00,2025-08-04 16:00:00,3369.285,3373.849,1.564996432561721,8.72285263157896,tiempo,0,714.2643718212173,9.389978595370327,704.874393225847,137217.20689505278
2025-08-05 14:51:00,2025-08-05 16:31:00,3385.4049999999997,3376.481484210526,1.5729576263348666,8.723515789473698,stop,0,-1403.631221477216,9.4377457580092,-1413.0689672352253,135804.13792781756
2025-08-07 07:25:00,2025-08-07 08:07:00,3390.489,3382.3627263157896,1.7133415188317902,7.9262736842105515,stop,0,-1392.3082096547932,10.280049112990742,-1402.588258767784,134401.54966904977
2025-08-07 19:33:00,2025-08-07 22:16:00,3397.305,3388.6966736842105,1.5984340357565006,8.408326315789486,stop,0,-1375.9841774056022,9.590604214539002,-1385.5747816201413,133015.97488742962
2025-08-13 14:03:00,2025-08-13 15:16:00,3367.0649999999996,3356.7184631578943,1.3109495087570264,10.146536842105261,stop,0,-1356.3787390494356,7.865697052542158,-1364.2444361019777,131651.73045132763
2025-08-14 00:23:00,2025-08-14 03:02:00,3370.705,3360.770168421053,1.352378101086399,9.734831578947375,stop,0,-1343.564866534963,8.114268606518394,-1351.6791351414813,130300.05131618615
2025-08-20 22:05:00,2025-08-21 00:03:00,3351.7349999999997,3345.163642105263,2.045090755674287,6.371357894736799,stop,1,-1343.9023282753053,83.84872098264577,-1427.751049257951,128872.3002669282
2025-08-22 14:02:00,2025-08-22 14:02:00,3352.1349999999998,3346.3134,2.2924487737819867,5.621600000000002,stop,0,-1334.5719781448668,13.754692642691921,-1348.3266707875587,127523.97359614064
2025-08-26 00:23:00,2025-08-26 01:19:00,3378.785,3372.494010526316,2.093649548190835,6.090989473684203,stop,0,-1317.1127269251851,12.56189728914501,-1329.6746242143302,126194.29897192631
2025-08-26 15:55:00,2025-08-26 18:05:00,3386.625,3380.0335894736845,1.9744358221450118,6.391410526315806,stop,0,-1301.4317061621,11.846614932870072,-1313.2783210949701,124881.02065083134
2025-08-26 22:00:00,2025-08-27 01:04:00,3393.6949999999997,3386.928736842105,1.901858296688645,6.5662631578947614,stop,1,-1286.847372442061,77.97619016423444,-1364.8235626062954,123516.19708822505
2025-08-27 16:35:00,2025-08-27 22:00:00,3394.395,3397.635,1.8407288100217463,6.710178947368451,tiempo,0,596.3961344470894,11.044372860130478,585.3517615869589,124101.54884981201
2025-08-27 23:30:00,2025-08-28 00:55:00,3398.975,3392.2655157894737,1.9064728454080926,6.509484210526338,stop,1,-1279.1449454062497,78.16538666173179,-1357.3103320679816,122744.23851774403
2025-08-28 08:37:00,2025-08-28 13:00:00,3399.375,3396.715,1.8443562555158324,6.655126315789503,tiempo,0,-490.5987639671846,11.066137533094995,-501.6649015002796,122242.57361624375
2025-08-28 14:06:00,2025-08-28 19:00:00,3410.348,3419.625,1.767753500869658,6.915136842105288,tiempo,0,1639.9449227567895,10.60652100521795,1629.3384017515716,123871.91201799533
2025-08-29 13:38:00,2025-08-29 18:00:00,3423.269,3443.4950000000003,1.9548737390168844,6.336568421052662,tiempo,0,3953.9276245356614,11.729242434101307,3942.19838210156,127814.11040009689
