dia,ses,lado,entrada,stop,riesgo,edad,ts,R,motivo,ins
2020-01-03,NY,-1,1.11666,1.11808,0.0014199999999999768,1,2020-01-03 18:59:00,-1.0,SL,EURUSD
2020-01-06,Asia,-1,1.11653,1.1169499999999999,0.0004199999999998649,1,2020-01-06 02:59:00,-1.0,SL,EURUSD
2020-01-07,Londres,-1,1.11762,1.11906,0.0014399999999998858,6,2020-01-07 10:59:00,2.0,TP,EURUSD
2020-01-08,Asia,1,1.11586,1.11452,0.0013400000000001189,6,2020-01-08 02:59:00,-1.0,SL,EURUSD
2020-01-09,Asia,1,1.11152,1.11061,0.0009099999999999664,2,2020-01-09 02:59:00,-1.0,SL,EURUSD
2020-01-10,Asia,1,1.11079,1.1101,0.0006899999999998574,3,2020-01-10 02:59:00,-1.0,SL,EURUSD
2020-01-13,Asia,-1,1.11287,1.11328,0.00041000000000002146,2,2020-01-13 06:59:00,2.0,TP,EURUSD
2020-01-14,Londres,1,1.11339,1.11274,0.0006500000000000394,1,2020-01-14 10:59:00,-1.0,SL,EURUSD
2020-01-15,Asia,1,1.11355,1.1127,0.0008500000000000174,3,2020-01-15 06:59:00,-1.0,SL,EURUSD
2020-01-16,Asia,-1,1.11516,1.1159,0.0007399999999999629,2,2020-01-16 02:59:00,-1.0,SL,EURUSD
2020-01-17,Asia,-1,1.11362,1.11435,0.0007299999999998974,6,2020-01-17 02:59:00,2.0,TP,EURUSD
2020-01-20,Asia,1,1.10971,1.10879,0.0009200000000000319,1,2020-01-20 02:59:00,-1.0,SL,EURUSD
2020-01-21,Asia,1,1.10957,1.10877,0.0007999999999999119,3,2020-01-21 02:59:00,-1.0,SL,EURUSD
2020-01-22,Asia,1,1.10828,1.10787,0.00041000000000002146,1,2020-01-22 06:59:00,-1.0,SL,EURUSD
2020-01-23,Asia,-1,1.10895,1.11006,0.0011099999999999444,1,2020-01-23 02:59:00,-1.0,SL,EURUSD
2020-01-24,Londres,-1,1.10374,1.10627,0.0025300000000001432,1,2020-01-24 10:59:00,0.3715415019762402,tiempo,EURUSD
2020-01-27,Asia,-1,1.10289,1.10368,0.0007900000000000684,1,2020-01-27 02:59:00,-1.0,SL,EURUSD
2020-01-28,Asia,1,1.10214,1.10162,0.0005199999999998539,5,2020-01-28 02:59:00,-1.0,SL,EURUSD
2020-01-29,Asia,-1,1.10161,1.10286,0.0012499999999999734,1,2020-01-29 02:59:00,-1.0,SL,EURUSD
2020-01-30,Asia,-1,1.10122,1.10189,0.0006699999999999484,2,2020-01-30 02:59:00,-1.0,SL,EURUSD
2020-01-31,Asia,-1,1.10264,1.1034599999999999,0.0008199999999998209,2,2020-01-31 02:59:00,-1.0,SL,EURUSD
2020-02-03,Asia,1,1.10819,1.10789,0.00029999999999996696,1,2020-02-03 02:59:00,-1.0,SL,EURUSD
2020-02-04,Asia,1,1.10586,1.10546,0.00039999999999995595,2,2020-02-04 02:59:00,-1.0,SL,EURUSD
2020-02-05,Asia,1,1.10358,1.10326,0.000320000000000098,4,2020-02-05 06:59:00,2.0,TP,EURUSD
2020-02-06,Londres,-1,1.10011,1.10148,0.0013700000000000934,1,2020-02-06 10:59:00,2.0,TP,EURUSD
2020-02-07,Londres,1,1.09713,1.09477,0.0023599999999999177,2,2020-02-07 14:59:00,-1.0,SL,EURUSD
2020-02-10,Asia,1,1.09535,1.09418,0.0011700000000001154,3,2020-02-10 02:59:00,-1.0,SL,EURUSD
2020-02-11,Londres,1,1.09182,1.09046,0.0013600000000000279,1,2020-02-11 10:59:00,-1.0,SL,EURUSD
2020-02-12,Asia,-1,1.09159,1.09206,0.00046999999999997044,3,2020-02-12 02:59:00,2.0,TP,EURUSD
2020-02-13,Asia,1,1.08714,1.08642,0.0007200000000000539,1,2020-02-13 06:59:00,2.0,TP,EURUSD
2020-02-14,Asia,1,1.08369,1.08261,0.0010799999999999699,1,2020-02-14 02:59:00,2.0,TP,EURUSD
2020-02-17,Asia,-1,1.08392,1.08426,0.00034000000000000696,1,2020-02-17 02:59:00,-1.0,SL,EURUSD
2020-02-18,Asia,1,1.08282,1.08219,0.0006299999999999084,7,2020-02-18 02:59:00,-1.0,SL,EURUSD
2020-02-19,Londres,-1,1.08005,1.08089,0.0008399999999999519,1,2020-02-19 10:59:00,2.0,TP,EURUSD
2020-02-20,Asia,-1,1.07926,1.08162,0.0023599999999999177,1,2020-02-20 02:59:00,-1.0,SL,EURUSD
2020-02-21,Asia,1,1.07897,1.07839,0.0005800000000000249,3,2020-02-21 02:59:00,2.0,TP,EURUSD
2020-02-24,Asia,-1,1.08226,1.08433,0.0020700000000000163,1,2020-02-24 02:59:00,-1.0,SL,EURUSD
2020-02-25,Asia,-1,1.08634,1.08656,0.00021999999999988695,5,2020-02-25 02:59:00,-1.0,SL,EURUSD
2020-02-26,Asia,-1,1.08682,1.0882,0.0013800000000001589,4,2020-02-26 02:59:00,-1.0,SL,EURUSD
2020-02-28,Asia,-1,1.1001,1.1009,0.0007999999999999119,1,2020-02-28 06:59:00,-1.0,SL,EURUSD
2020-03-02,Asia,1,1.10568,1.10352,0.0021599999999999397,1,2020-03-02 02:59:00,2.0,TP,EURUSD
2020-03-03,Londres,1,1.11123,1.10992,0.0013099999999999223,2,2020-03-03 10:59:00,-1.0,SL,EURUSD
2020-03-04,Asia,-1,1.11653,1.1186,0.0020700000000000163,4,2020-03-04 02:59:00,-1.0,SL,EURUSD
2020-03-05,Londres,1,1.117,1.11185,0.005149999999999988,1,2020-03-05 10:59:00,2.0,TP,EURUSD
2020-03-06,Asia,-1,1.12319,1.12497,0.0017800000000001148,1,2020-03-06 02:59:00,-1.0,SL,EURUSD
2020-03-10,Asia,1,1.13949,1.13708,0.002409999999999801,1,2020-03-10 02:59:00,-1.0,SL,EURUSD
2020-03-11,Asia,-1,1.13287,1.13677,0.0039000000000000146,8,2020-03-11 06:59:00,2.0,TP,EURUSD
2020-03-12,Asia,1,1.1313,1.12583,0.005469999999999864,2,2020-03-12 02:59:00,-1.0,SL,EURUSD
2020-03-13,Asia,1,1.12132,1.1151200000000001,0.006199999999999983,2,2020-03-13 02:59:00,-1.0,SL,EURUSD
2020-03-16,Asia,-1,1.11242,1.11699,0.004569999999999963,2,2020-03-16 02:59:00,-1.0,SL,EURUSD
2020-03-17,Asia,-1,1.11789,1.11901,0.0011200000000000099,1,2020-03-17 02:59:00,2.0,TP,EURUSD
2020-03-18,Asia,-1,1.0968,1.10461,0.007810000000000095,1,2020-03-18 06:59:00,2.0,TP,EURUSD
2020-03-19,Asia,1,1.0897,1.08763,0.0020699999999997942,2,2020-03-19 02:59:00,2.0,TP,EURUSD
2020-03-20,Asia,1,1.07349,1.06517,0.008320000000000105,1,2020-03-20 02:59:00,-1.0,SL,EURUSD
2020-03-23,Asia,1,1.07139,1.0656700000000001,0.005719999999999947,3,2020-03-23 02:59:00,2.0,TP,EURUSD
2020-03-24,Asia,-1,1.08003,1.08237,0.0023400000000000087,2,2020-03-24 02:59:00,-1.0,SL,EURUSD
2020-03-25,Asia,-1,1.0809,1.08247,0.0015700000000000713,1,2020-03-25 02:59:00,-1.0,SL,EURUSD
2020-03-27,Asia,-1,1.10215,1.108,0.005850000000000133,1,2020-03-27 06:59:00,-1.0,SL,EURUSD
2020-03-30,Asia,-1,1.10954,1.11393,0.004390000000000116,1,2020-03-30 01:59:00,2.0,TP,EURUSD
