conf,ses,clave,lado,t,tent,ent,stop,rgo,obj,gano,rgoP,cpc,Rb,Rn
C2,londres,hi,-1,2021-06-28 09:25:00,2021-06-28 07:25:00,1.19407,1.19444,0.00036999999999998145,1.19333,1,3.6999999999998145,38.648648648650585,2.0,1.6135135135134941
C1,londres,hi,-1,2021-06-28 09:25:00,2021-06-28 07:25:00,1.1938,1.19436,0.000560000000000116,1.1926799999999997,0,5.60000000000116,25.535714285709,-1.0,-1.25535714285709
C2,londres,hi,-1,2021-06-28 09:30:00,2021-06-28 07:30:00,1.19377,1.19436,0.0005900000000000905,1.1925899999999998,0,5.9000000000009045,24.237288135589505,-1.0,-1.242372881355895
C1,londres,hi,-1,2021-06-28 09:35:00,2021-06-28 07:35:00,1.19413,1.19442,0.0002900000000001235,1.1935499999999997,1,2.900000000001235,49.31034482756521,2.0,1.506896551724348
C2,londres,hi,-1,2021-06-28 09:40:00,2021-06-28 07:40:00,1.19404,1.19442,0.00038000000000004697,1.19328,1,3.8000000000004697,37.63157894736377,2.0,1.6236842105263622
C1,londres,hi,-1,2021-06-28 09:55:00,2021-06-28 07:55:00,1.19415,1.1942,4.999999999988347e-05,1.1940500000000003,1,0.4999999999988347,286.00000000066655,2.0,-0.8600000000066652
C2,londres,hi,-1,2021-06-28 10:05:00,2021-06-28 08:05:00,1.19379,1.1942,0.00041000000000002146,1.1929699999999999,1,4.100000000000215,34.878048780485976,2.0,1.6512195121951403
C1,londres,hi,-1,2021-06-28 10:55:00,2021-06-28 08:55:00,1.19412,1.19428,0.00015999999999993797,1.1938000000000002,1,1.5999999999993797,89.37500000003465,2.0,1.1062499999996536
C2,londres,hi,-1,2021-06-28 11:10:00,2021-06-28 09:10:00,1.1937,1.19428,0.0005800000000000249,1.19254,1,5.800000000000249,24.655172413792044,2.0,1.7534482758620795
C1,londres,hi,-1,2021-06-28 11:00:00,2021-06-28 09:00:00,1.19398,1.19437,0.00038999999999989043,1.1932000000000003,1,3.8999999999989043,36.66666666667697,2.0,1.6333333333332303
C2,londres,hi,-1,2021-06-28 11:05:00,2021-06-28 09:05:00,1.19398,1.19437,0.00038999999999989043,1.1932000000000003,1,3.8999999999989043,36.66666666667697,2.0,1.6333333333332303
C1,londres,hi,-1,2021-06-28 11:40:00,2021-06-28 09:40:00,1.19385,1.1942,0.00034999999999985043,1.1931500000000004,0,3.4999999999985043,40.85714285716032,-1.0,-1.4085714285716031
C2,londres,hi,-1,2021-06-28 11:45:00,2021-06-28 09:45:00,1.19385,1.1942,0.00034999999999985043,1.1931500000000004,1,3.4999999999985043,40.85714285716032,2.0,1.5914285714283969
C1,londres,lo,1,2021-06-29 09:25:00,2021-06-29 07:25:00,1.19092,1.19055,0.00036999999999998145,1.19166,0,3.6999999999998145,38.648648648650585,-1.0,-1.3864864864865059
C2,londres,lo,1,2021-06-29 09:30:00,2021-06-29 07:30:00,1.19097,1.19055,0.00042000000000008697,1.1918100000000003,0,4.20000000000087,34.047619047611995,-1.0,-1.34047619047612
C1,londres,lo,1,2021-06-29 11:25:00,2021-06-29 09:25:00,1.19077,1.18994,0.0008300000000001084,1.1924300000000003,0,8.300000000001084,17.22891566264835,-1.0,-1.1722891566264835
C2,londres,lo,1,2021-06-29 11:35:00,2021-06-29 09:35:00,1.19082,1.18994,0.0008799999999999919,1.19258,0,8.799999999999919,16.25000000000015,-1.0,-1.1625000000000014
C1,londres,lo,1,2021-06-29 11:30:00,2021-06-29 09:30:00,1.19079,1.19053,0.00025999999999992696,1.1913099999999999,1,2.5999999999992696,55.000000000015454,2.0,1.4499999999998456
C2,londres,lo,1,2021-06-29 11:35:00,2021-06-29 09:35:00,1.1908,1.19053,0.00026999999999999247,1.19134,0,2.6999999999999247,52.96296296296444,-1.0,-1.5296296296296443
C1,londres,lo,1,2021-06-30 08:00:00,2021-06-30 06:00:00,1.18959,1.1894,0.00018999999999991246,1.1899699999999998,0,1.8999999999991246,75.26315789477152,-1.0,-1.7526315789477152
C2,londres,lo,1,2021-06-30 08:05:00,2021-06-30 06:05:00,1.18976,1.1894,0.00035999999999991594,1.1904799999999998,1,3.5999999999991594,39.722222222231494,2.0,1.602777777777685
C1,londres,lo,1,2021-06-30 08:05:00,2021-06-30 06:05:00,1.18973,1.18953,0.00019999999999997797,1.19013,0,1.9999999999997797,71.50000000000787,-1.0,-1.7150000000000787
C2,londres,lo,1,2021-06-30 08:15:00,2021-06-30 06:15:00,1.18997,1.18953,0.00043999999999999595,1.19085,0,4.3999999999999595,32.5000000000003,-1.0,-1.3250000000000028
C1,londres,lo,1,2021-06-30 09:00:00,2021-06-30 07:00:00,1.18979,1.18948,0.00030999999999981043,1.1904099999999995,0,3.0999999999981043,46.12903225809273,-1.0,-1.4612903225809273
C1,londres,lo,1,2021-06-30 09:40:00,2021-06-30 07:40:00,1.18966,1.1893,0.00035999999999991594,1.1903799999999998,1,3.5999999999991594,39.722222222231494,2.0,1.602777777777685
C2,londres,lo,1,2021-06-30 09:45:00,2021-06-30 07:45:00,1.18996,1.1893,0.0006599999999998829,1.1912799999999997,0,6.599999999998829,21.666666666670512,-1.0,-1.216666666666705
C1,londres,lo,1,2021-06-30 10:00:00,2021-06-30 08:00:00,1.1896,1.18939,0.00021000000000004349,1.19002,0,2.100000000000435,68.09523809522399,-1.0,-1.68095238095224
C1,londres,lo,1,2021-06-30 10:05:00,2021-06-30 08:05:00,1.18976,1.18955,0.00020999999999982144,1.1901799999999996,0,2.0999999999982144,68.095238095296,-1.0,-1.6809523809529598
C1,londres,lo,1,2021-06-30 11:30:00,2021-06-30 09:30:00,1.18959,1.18849,0.0010999999999998789,1.1917899999999997,0,10.999999999998789,13.000000000001432,-1.0,-1.1300000000000143
C2,londres,lo,1,2021-06-30 11:35:00,2021-06-30 09:35:00,1.18962,1.18849,0.0011299999999998533,1.1918799999999996,0,11.299999999998533,12.654867256638811,-1.0,-1.126548672566388
C1,londres,lo,1,2021-07-01 08:00:00,2021-07-01 06:00:00,1.18428,1.18386,0.00042000000000008697,1.1851200000000002,0,4.20000000000087,34.047619047611995,-1.0,-1.34047619047612
C2,londres,lo,1,2021-07-01 08:40:00,2021-07-01 06:40:00,1.18445,1.18386,0.0005900000000000905,1.1856300000000002,1,5.9000000000009045,24.237288135589505,2.0,1.757627118644105
C1,londres,lo,1,2021-07-01 08:30:00,2021-07-01 06:30:00,1.18394,1.18373,0.00021000000000004349,1.18436,0,2.100000000000435,68.09523809522399,-1.0,-1.68095238095224
C2,londres,lo,1,2021-07-01 08:40:00,2021-07-01 06:40:00,1.1841,1.18373,0.00036999999999998145,1.18484,1,3.6999999999998145,38.648648648650585,2.0,1.6135135135134941
C1,londres,lo,1,2021-07-01 08:35:00,2021-07-01 06:35:00,1.18406,1.18379,0.00026999999999999247,1.1845999999999999,0,2.6999999999999247,52.96296296296444,-1.0,-1.5296296296296443
C2,londres,lo,1,2021-07-01 08:40:00,2021-07-01 06:40:00,1.18407,1.18379,0.000280000000000058,1.18463,1,2.80000000000058,51.071428571418,2.0,1.48928571428582
C1,londres,lo,1,2021-07-01 10:40:00,2021-07-01 08:40:00,1.18394,1.18383,0.0001100000000000545,1.18416,0,1.100000000000545,129.9999999999356,-1.0,-2.299999999999356
C2,londres,lo,1,2021-07-01 10:45:00,2021-07-01 08:45:00,1.18417,1.18383,0.00034000000000000696,1.18485,1,3.4000000000000696,42.0588235294109,2.0,1.579411764705891
C1,londres,lo,1,2021-07-02 08:00:00,2021-07-02 06:00:00,1.18409,1.18393,0.00016000000000016001,1.1844100000000004,0,1.6000000000016001,89.37499999991061,-1.0,-1.893749999999106
C1,londres,lo,1,2021-07-02 08:05:00,2021-07-02 06:05:00,1.18412,1.18401,0.0001100000000000545,1.1843400000000002,0,1.100000000000545,129.9999999999356,-1.0,-2.299999999999356
C2,londres,lo,1,2021-07-02 08:20:00,2021-07-02 06:20:00,1.18422,1.18401,0.00021000000000004349,1.1846400000000001,0,2.100000000000435,68.09523809522399,-1.0,-1.68095238095224
C1,londres,lo,1,2021-07-02 08:20:00,2021-07-02 06:20:00,1.18416,1.18379,0.0003700000000002035,1.1849000000000005,0,3.700000000002035,38.64864864862739,-1.0,-1.386486486486274
C1,londres,lo,1,2021-07-02 08:35:00,2021-07-02 06:35:00,1.18404,1.18352,0.000520000000000076,1.1850800000000001,0,5.20000000000076,27.499999999995982,-1.0,-1.27499999999996
C2,londres,lo,1,2021-07-02 08:40:00,2021-07-02 06:40:00,1.18416,1.18352,0.000640000000000196,1.1854400000000005,0,6.40000000000196,22.343749999993157,-1.0,-1.2234374999999316
C1,londres,lo,1,2021-07-02 08:40:00,2021-07-02 06:40:00,1.18403,1.18397,5.999999999994898e-05,1.1841499999999998,1,0.5999999999994898,238.333333333536,2.0,-0.3833333333353597
C1,londres,hi,-1,2021-07-05 09:40:00,2021-07-05 07:40:00,1.18677,1.18722,0.0004499999999998394,1.1858700000000004,0,4.499999999998394,31.77777777778912,-1.0,-1.3177777777778912
C2,londres,hi,-1,2021-07-05 09:45:00,2021-07-05 07:45:00,1.1867,1.18722,0.0005199999999998539,1.1856600000000004,0,5.199999999998539,27.500000000007727,-1.0,-1.2750000000000772
C1,londres,hi,-1,2021-07-05 10:35:00,2021-07-05 08:35:00,1.18678,1.18732,0.0005399999999999849,1.1857,0,5.399999999999849,26.48148148148222,-1.0,-1.2648148148148222
C2,londres,hi,-1,2021-07-05 10:40:00,2021-07-05 08:40:00,1.18668,1.18732,0.0006399999999999739,1.1854,0,6.399999999999739,22.34375000000091,-1.0,-1.223437500000009
C1,londres,hi,-1,2021-07-06 09:15:00,2021-07-06 07:15:00,1.18824,1.18951,0.0012700000000001044,1.1856999999999998,1,12.700000000001044,11.259842519684113,2.0,1.887401574803159
C2,londres,hi,-1,2021-07-06 09:20:00,2021-07-06 07:20:00,1.18821,1.18951,0.0013000000000000789,1.1856099999999998,1,13.000000000000789,10.999999999999332,2.0,1.8900000000000068
C1,londres,hi,-1,2021-07-06 09:30:00,2021-07-06 07:30:00,1.18826,1.18872,0.00045999999999990493,1.1873400000000003,1,4.599999999999049,31.086956521745556,2.0,1.6891304347825444
C2,londres,hi,-1,2021-07-06 09:35:00,2021-07-06 07:35:00,1.1882,1.18872,0.000520000000000076,1.1871599999999998,1,5.20000000000076,27.499999999995982,2.0,1.72500000000004
C1,londres,hi,-1,2021-07-06 09:35:00,2021-07-06 07:35:00,1.18814,1.18838,0.00024000000000001798,1.18766,1,2.4000000000001798,59.58333333332887,2.0,1.4041666666667112
C2,londres,hi,-1,2021-07-06 09:40:00,2021-07-06 07:40:00,1.18814,1.18838,0.00024000000000001798,1.18766,1,2.4000000000001798,59.58333333332887,2.0,1.4041666666667112
C1,londres,lo,1,2021-07-07 09:10:00,2021-07-07 07:10:00,1.1819,1.18129,0.0006099999999999994,1.18312,0,6.099999999999994,23.442622950819693,-1.0,-1.234426229508197
C2,londres,lo,1,2021-07-07 09:15:00,2021-07-07 07:15:00,1.1819,1.18129,0.0006099999999999994,1.18312,0,6.099999999999994,23.442622950819693,-1.0,-1.234426229508197
C1,londres,lo,1,2021-07-07 09:15:00,2021-07-07 07:15:00,1.18225,1.18152,0.0007300000000001194,1.1837100000000003,0,7.300000000001194,19.589041095887207,-1.0,-1.1958904109588722
C2,londres,lo,1,2021-07-07 09:25:00,2021-07-07 07:25:00,1.18238,1.18152,0.0008600000000000829,1.1841000000000002,0,8.60000000000083,16.627906976742583,-1.0,-1.166279069767426
C1,londres,lo,1,2021-07-07 09:40:00,2021-07-07 07:40:00,1.18177,1.18118,0.0005900000000000905,1.1829500000000002,1,5.9000000000009045,24.237288135589505,2.0,1.757627118644105
C2,londres,lo,1,2021-07-07 09:45:00,2021-07-07 07:45:00,1.18198,1.18118,0.0008000000000001339,1.1835800000000003,1,8.00000000000134,17.87499999999701,2.0,1.82125000000003
C1,londres,lo,1,2021-07-07 10:35:00,2021-07-07 08:35:00,1.1816,1.1815,9.999999999998899e-05,1.1818,1,0.9999999999998899,143.00000000001575,2.0,0.5699999999998426
C2,londres,lo,1,2021-07-07 10:55:00,2021-07-07 08:55:00,1.18239,1.1815,0.0008900000000000574,1.1841700000000002,0,8.900000000000574,16.06741573033604,-1.0,-1.1606741573033603
C1,londres,lo,1,2021-07-07 10:40:00,2021-07-07 08:40:00,1.18179,1.18148,0.00030999999999981043,1.1824099999999995,1,3.0999999999981043,46.12903225809273,2.0,1.5387096774190727
C2,londres,lo,1,2021-07-07 10:45:00,2021-07-07 08:45:00,1.18185,1.18148,0.00036999999999998145,1.18259,1,3.6999999999998145,38.648648648650585,2.0,1.6135135135134941
C1,londres,lo,1,2021-07-07 13:30:00,2021-07-07 11:30:00,1.18184,1.18151,0.00032999999999994145,1.1824999999999999,1,3.2999999999994145,43.333333333341024,2.0,1.5666666666665898
C2,londres,lo,1,2021-07-07 13:35:00,2021-07-07 11:35:00,1.18184,1.18151,0.00032999999999994145,1.1824999999999999,1,3.2999999999994145,43.333333333341024,2.0,1.5666666666665898
C1,londres,hi,-1,2021-07-08 09:30:00,2021-07-08 07:30:00,1.1806,1.18071,0.00010999999999983245,1.1803800000000004,1,1.0999999999983245,130.000000000198,2.0,0.69999999999802
C2,londres,hi,-1,2021-07-08 09:35:00,2021-07-08 07:35:00,1.18029,1.18071,0.0004199999999998649,1.1794500000000003,0,4.199999999998649,34.04761904763,-1.0,-1.3404761904762998
C1,londres,hi,-1,2021-07-08 09:35:00,2021-07-08 07:35:00,1.18048,1.18073,0.0002500000000000835,1.1799799999999998,0,2.500000000000835,57.199999999980896,-1.0,-1.571999999999809
C2,londres,hi,-1,2021-07-08 09:45:00,2021-07-08 07:45:00,1.18019,1.18073,0.0005399999999999849,1.17911,0,5.399999999999849,26.48148148148222,-1.0,-1.2648148148148222
C1,londres,hi,-1,2021-07-08 09:40:00,2021-07-08 07:40:00,1.1804,1.18073,0.0003300000000001635,1.1797399999999996,0,3.300000000001635,43.33333333331186,-1.0,-1.4333333333331186
C2,londres,hi,-1,2021-07-08 09:45:00,2021-07-08 07:45:00,1.18032,1.18073,0.00041000000000002146,1.1795,0,4.100000000000215,34.878048780485976,-1.0,-1.3487804878048597
C1,londres,lo,1,2021-07-09 08:05:00,2021-07-09 06:05:00,1.18327,1.18307,0.00019999999999997797,1.18367,0,1.9999999999997797,71.50000000000787,-1.0,-1.7150000000000787
C2,londres,lo,1,2021-07-09 08:10:00,2021-07-09 06:10:00,1.18331,1.18307,0.00024000000000001798,1.1837900000000001,0,2.4000000000001798,59.58333333332887,-1.0,-1.5958333333332888
C1,londres,lo,1,2021-07-09 08:15:00,2021-07-09 06:15:00,1.18342,1.18308,0.00034000000000000696,1.1841,0,3.4000000000000696,42.0588235294109,-1.0,-1.420588235294109
C2,londres,lo,1,2021-07-09 09:10:00,2021-07-09 07:10:00,1.18356,1.18308,0.00048000000000003595,1.18452,0,4.8000000000003595,29.791666666664437,-1.0,-1.2979166666666444
C1,londres,lo,1,2021-07-09 08:20:00,2021-07-09 06:20:00,1.18322,1.18303,0.00018999999999991246,1.1835999999999998,0,1.8999999999991246,75.26315789477152,-1.0,-1.7526315789477152
C2,londres,lo,1,2021-07-09 09:10:00,2021-07-09 07:10:00,1.18348,1.18303,0.00045000000000006146,1.1843800000000002,0,4.500000000000615,31.777777777773437,-1.0,-1.3177777777777344
C1,londres,lo,1,2021-07-09 09:05:00,2021-07-09 07:05:00,1.18333,1.18249,0.0008399999999999519,1.18501,1,8.399999999999519,17.0238095238105,2.0,1.829761904761895
C2,londres,lo,1,2021-07-09 09:10:00,2021-07-09 07:10:00,1.18343,1.18249,0.0009399999999999409,1.1853099999999999,1,9.399999999999409,15.212765957447765,2.0,1.8478723404255224
C1,londres,lo,1,2021-07-09 09:10:00,2021-07-09 07:10:00,1.18327,1.18311,0.00015999999999993797,1.18359,1,1.5999999999993797,89.37500000003465,2.0,1.1062499999996536
C2,londres,lo,1,2021-07-09 09:40:00,2021-07-09 07:40:00,1.18364,1.18311,0.0005299999999999194,1.1846999999999999,0,5.299999999999194,26.9811320754758,-1.0,-1.269811320754758
C1,londres,lo,1,2021-07-09 09:40:00,2021-07-09 07:40:00,1.18346,1.18262,0.0008399999999999519,1.1851399999999999,1,8.399999999999519,17.0238095238105,2.0,1.829761904761895
C2,londres,lo,1,2021-07-09 09:45:00,2021-07-09 07:45:00,1.18366,1.18262,0.0010399999999999299,1.1857399999999998,1,10.399999999999299,13.750000000000927,2.0,1.8624999999999907
C1,londres,lo,1,2021-07-09 09:45:00,2021-07-09 07:45:00,1.184,1.18315,0.0008500000000000174,1.1857,0,8.500000000000174,16.823529411764362,-1.0,-1.1682352941176437
C2,londres,lo,1,2021-07-09 09:50:00,2021-07-09 07:50:00,1.18412,1.18315,0.0009700000000001374,1.1860600000000003,0,9.700000000001374,14.742268041235025,-1.0,-1.1474226804123502
C1,londres,lo,1,2021-07-09 10:55:00,2021-07-09 08:55:00,1.18321,1.18316,5.0000000000105516e-05,1.1833100000000003,1,0.5000000000010552,285.99999999939644,2.0,-0.8599999999939643
C2,londres,lo,1,2021-07-09 11:15:00,2021-07-09 09:15:00,1.1837,1.18316,0.0005399999999999849,1.18478,1,5.399999999999849,26.48148148148222,2.0,1.7351851851851778
C1,londres,lo,1,2021-07-09 11:00:00,2021-07-09 09:00:00,1.18339,1.18288,0.0005100000000000104,1.18441,0,5.1000000000001044,28.039215686273934,-1.0,-1.2803921568627392
C2,londres,lo,1,2021-07-09 11:05:00,2021-07-09 09:05:00,1.18351,1.18288,0.0006300000000001305,1.1847700000000003,1,6.300000000001305,22.698412698408,2.0,1.77301587301592
C1,londres,lo,1,2021-07-09 11:05:00,2021-07-09 09:05:00,1.18321,1.18314,7.00000000000145e-05,1.1833500000000001,1,0.700000000000145,204.285714285672,2.0,-0.04285714285671993
C2,londres,lo,1,2021-07-09 11:10:00,2021-07-09 09:10:00,1.18354,1.18314,0.00039999999999995595,1.18434,1,3.9999999999995595,35.750000000003936,2.0,1.6424999999999605
C1,londres,lo,1,2021-07-09 11:10:00,2021-07-09 09:10:00,1.1836,1.18316,0.00043999999999999595,1.18448,1,4.3999999999999595,32.5000000000003,2.0,1.6749999999999972
C2,londres,lo,1,2021-07-09 11:15:00,2021-07-09 09:15:00,1.18369,1.18316,0.0005299999999999194,1.1847499999999997,1,5.299999999999194,26.9811320754758,2.0,1.730188679245242
C1,londres,lo,1,2021-07-12 08:30:00,2021-07-12 06:30:00,1.18665,1.18608,0.0005699999999999594,1.18779,0,5.699999999999594,25.0877192982474,-1.0,-1.250877192982474
C2,londres,lo,1,2021-07-12 09:10:00,2021-07-12 07:10:00,1.1868,1.18608,0.0007200000000000539,1.1882400000000002,0,7.200000000000539,19.861111111109622,-1.0,-1.1986111111110962
C1,londres,lo,1,2021-07-12 09:05:00,2021-07-12 07:05:00,1.18664,1.18559,0.0010499999999999954,1.18874,0,10.499999999999954,13.619047619047679,-1.0,-1.1361904761904769
C2,londres,lo,1,2021-07-12 09:10:00,2021-07-12 07:10:00,1.18664,1.18559,0.0010499999999999954,1.18874,0,10.499999999999954,13.619047619047679,-1.0,-1.1361904761904769
C1,londres,lo,1,2021-07-13 09:00:00,2021-07-13 07:00:00,1.1858,1.18528,0.000520000000000076,1.1868400000000001,0,5.20000000000076,27.499999999995982,-1.0,-1.27499999999996
C2,londres,lo,1,2021-07-13 09:15:00,2021-07-13 07:15:00,1.18591,1.18528,0.0006300000000001305,1.1871700000000003,0,6.300000000001305,22.698412698408,-1.0,-1.22698412698408
C1,londres,lo,1,2021-07-13 09:05:00,2021-07-13 07:05:00,1.18567,1.18554,0.00012999999999996348,1.18593,0,1.2999999999996348,110.00000000003091,-1.0,-2.1000000000003087
C2,londres,lo,1,2021-07-13 09:15:00,2021-07-13 07:15:00,1.18583,1.18554,0.00028999999999990145,1.1864099999999997,0,2.8999999999990145,49.31034482760296,-1.0,-1.4931034482760297
C1,londres,lo,1,2021-07-13 09:15:00,2021-07-13 07:15:00,1.18581,1.18548,0.00032999999999994145,1.18647,0,3.2999999999994145,43.333333333341024,-1.0,-1.4333333333334102
C2,londres,lo,1,2021-07-13 09:25:00,2021-07-13 07:25:00,1.18594,1.18548,0.00045999999999990493,1.1868599999999998,0,4.599999999999049,31.086956521745556,-1.0,-1.3108695652174556
C1,londres,lo,1,2021-07-13 09:20:00,2021-07-13 07:20:00,1.18566,1.18552,0.000140000000000029,1.18594,0,1.40000000000029,102.142857142836,-1.0,-2.02142857142836
C2,londres,lo,1,2021-07-13 09:25:00,2021-07-13 07:25:00,1.18582,1.18552,0.000300000000000189,1.1864200000000005,1,3.00000000000189,47.66666666663664,2.0,1.5233333333336336
C1,londres,hi,-1,2021-07-14 08:05:00,2021-07-14 06:05:00,1.17883,1.17919,0.00035999999999991594,1.1781100000000002,0,3.5999999999991594,39.722222222231494,-1.0,-1.397222222222315
C2,londres,hi,-1,2021-07-14 08:15:00,2021-07-14 06:15:00,1.17881,1.17919,0.00038000000000004697,1.1780499999999998,0,3.8000000000004697,37.63157894736377,-1.0,-1.3763157894736378
C1,londres,hi,-1,2021-07-14 09:10:00,2021-07-14 07:10:00,1.17875,1.17959,0.0008399999999999519,1.17707,0,8.399999999999519,17.0238095238105,-1.0,-1.170238095238105
C2,londres,hi,-1,2021-07-14 09:15:00,2021-07-14 07:15:00,1.17859,1.17959,0.0009999999999998899,1.1765900000000002,0,9.999999999998899,14.300000000001575,-1.0,-1.1430000000000158
C1,londres,hi,-1,2021-07-14 09:50:00,2021-07-14 07:50:00,1.17868,1.1797,0.0010200000000000209,1.17664,0,10.200000000000209,14.019607843136967,-1.0,-1.1401960784313696
C2,londres,hi,-1,2021-07-14 09:55:00,2021-07-14 07:55:00,1.17859,1.1797,0.0011099999999999444,1.1763700000000001,0,11.099999999999444,12.882882882883528,-1.0,-1.1288288288288353
C1,londres,hi,-1,2021-07-14 10:40:00,2021-07-14 08:40:00,1.17894,1.17993,0.0009899999999998244,1.1769600000000005,0,9.899999999998244,14.444444444447008,-1.0,-1.1444444444444701
C2,londres,hi,-1,2021-07-14 10:45:00,2021-07-14 08:45:00,1.17889,1.17993,0.0010399999999999299,1.1768100000000001,0,10.399999999999299,13.750000000000927,-1.0,-1.1375000000000093
C1,londres,hi,-1,2021-07-15 08:10:00,2021-07-15 06:10:00,1.18422,1.18464,0.0004199999999998649,1.1833800000000003,1,4.199999999998649,34.04761904763,2.0,1.6595238095237002
C2,londres,hi,-1,2021-07-15 08:20:00,2021-07-15 06:20:00,1.18416,1.18464,0.0004799999999998139,1.1832000000000005,1,4.799999999998139,29.791666666678218,2.0,1.702083333333218
C1,londres,hi,-1,2021-07-15 08:15:00,2021-07-15 06:15:00,1.18424,1.18453,0.0002900000000001235,1.1836599999999997,0,2.900000000001235,49.31034482756521,-1.0,-1.493103448275652
C2,londres,hi,-1,2021-07-15 08:20:00,2021-07-15 06:20:00,1.1842,1.18453,0.0003300000000001635,1.1835399999999996,0,3.300000000001635,43.33333333331186,-1.0,-1.4333333333331186
C1,londres,hi,-1,2021-07-15 08:40:00,2021-07-15 06:40:00,1.18413,1.18463,0.000500000000000167,1.1831299999999996,1,5.00000000000167,28.599999999990448,2.0,1.7140000000000954
C2,londres,hi,-1,2021-07-15 08:45:00,2021-07-15 06:45:00,1.18413,1.18463,0.000500000000000167,1.1831299999999996,1,5.00000000000167,28.599999999990448,2.0,1.7140000000000954
C1,londres,hi,-1,2021-07-15 10:20:00,2021-07-15 08:20:00,1.18421,1.18448,0.00026999999999999247,1.18367,0,2.6999999999999247,52.96296296296444,-1.0,-1.5296296296296443
C2,londres,hi,-1,2021-07-15 10:25:00,2021-07-15 08:25:00,1.18411,1.18448,0.00036999999999998145,1.18337,0,3.6999999999998145,38.648648648650585,-1.0,-1.3864864864865059
C1,londres,hi,-1,2021-07-15 11:50:00,2021-07-15 09:50:00,1.18413,1.18506,0.0009300000000000974,1.1822699999999997,1,9.300000000000974,15.376344086019895,2.0,1.8462365591398011
C2,londres,hi,-1,2021-07-15 11:55:00,2021-07-15 09:55:00,1.18413,1.18506,0.0009300000000000974,1.1822699999999997,1,9.300000000000974,15.376344086019895,2.0,1.8462365591398011
C1,londres,hi,-1,2021-07-15 11:55:00,2021-07-15 09:55:00,1.18431,1.18453,0.000220000000000109,1.1838699999999998,0,2.20000000000109,64.9999999999678,-1.0,-1.649999999999678
C2,londres,hi,-1,2021-07-15 12:00:00,2021-07-15 10:00:00,1.18403,1.18453,0.000500000000000167,1.1830299999999996,1,5.00000000000167,28.599999999990448,2.0,1.7140000000000954
C1,londres,hi,-1,2021-07-15 12:00:00,2021-07-15 10:00:00,1.18371,1.18441,0.0006999999999999229,1.1823100000000002,1,6.999999999999229,20.42857142857368,2.0,1.7957142857142632
C2,londres,hi,-1,2021-07-15 12:05:00,2021-07-15 10:05:00,1.18368,1.18441,0.0007299999999998974,1.1822200000000003,1,7.299999999998974,19.589041095893165,2.0,1.8041095890410683
C1,londres,lo,1,2021-07-15 12:50:00,2021-07-15 10:50:00,1.18219,1.18194,0.0002500000000000835,1.1826900000000002,0,2.500000000000835,57.199999999980896,-1.0,-1.571999999999809
C2,londres,lo,1,2021-07-15 12:55:00,2021-07-15 10:55:00,1.18227,1.18194,0.00032999999999994145,1.1829299999999998,0,3.2999999999994145,43.333333333341024,-1.0,-1.4333333333334102
C1,londres,hi,-1,2021-07-16 10:50:00,2021-07-16 08:50:00,1.18166,1.18171,5.0000000000105516e-05,1.1815599999999997,1,0.5000000000010552,285.99999999939644,2.0,-0.8599999999939643
C2,londres,hi,-1,2021-07-16 11:05:00,2021-07-16 09:05:00,1.18137,1.18171,0.00034000000000000696,1.18069,0,3.4000000000000696,42.0588235294109,-1.0,-1.420588235294109
C1,londres,hi,-1,2021-07-16 11:00:00,2021-07-16 09:00:00,1.18146,1.18195,0.0004900000000001015,1.1804799999999998,0,4.900000000001015,29.183673469381713,-1.0,-1.291836734693817
C2,londres,hi,-1,2021-07-16 11:05:00,2021-07-16 09:05:00,1.18139,1.18195,0.000560000000000116,1.1802699999999997,0,5.60000000000116,25.535714285709,-1.0,-1.25535714285709
C1,londres,hi,-1,2021-07-16 11:05:00,2021-07-16 09:05:00,1.18166,1.18175,9.000000000014552e-05,1.1814799999999996,1,0.9000000000014552,158.88888888863198,2.0,0.41111111111368026
C2,londres,hi,-1,2021-07-16 12:10:00,2021-07-16 10:10:00,1.18135,1.18175,0.000400000000000178,1.1805499999999995,1,4.00000000000178,35.74999999998409,2.0,1.642500000000159
C1,londres,hi,-1,2021-07-16 11:20:00,2021-07-16 09:20:00,1.18154,1.18212,0.0005800000000000249,1.18038,0,5.800000000000249,24.655172413792044,-1.0,-1.2465517241379205
C2,londres,hi,-1,2021-07-16 11:30:00,2021-07-16 09:30:00,1.1815,1.18212,0.0006200000000000649,1.1802599999999999,0,6.200000000000649,23.06451612902984,-1.0,-1.2306451612902984
C1,londres,hi,-1,2021-07-16 11:25:00,2021-07-16 09:25:00,1.18156,1.18182,0.000260000000000149,1.1810399999999996,0,2.60000000000149,54.99999999996848,-1.0,-1.5499999999996847
C2,londres,hi,-1,2021-07-16 12:05:00,2021-07-16 10:05:00,1.18155,1.18182,0.00026999999999999247,1.1810100000000001,0,2.6999999999999247,52.96296296296444,-1.0,-1.5296296296296443
C1,londres,hi,-1,2021-07-16 11:30:00,2021-07-16 09:30:00,1.18162,1.1817,8.000000000008001e-05,1.1814599999999997,0,0.8000000000008001,178.74999999982123,-1.0,-2.787499999998212
C2,londres,hi,-1,2021-07-16 12:10:00,2021-07-16 10:10:00,1.18146,1.1817,0.00024000000000001798,1.18098,1,2.4000000000001798,59.58333333332887,2.0,1.4041666666667112
