ts,lado,bruto,neto
2025-04-03 11:30:00,-1,-6.900000000000794,-8.100000000000794
2025-04-03 11:45:00,-1,5.899999999998684,4.699999999998684
2025-04-03 19:30:00,1,28.399999999999537,27.199999999999537
2025-04-04 05:15:00,-1,40.40000000000043,39.20000000000043
2025-04-04 07:30:00,1,-21.899999999999142,-23.09999999999914
2025-04-04 07:45:00,1,-7.800000000000029,-9.000000000000028
2025-04-04 14:30:00,1,29.200000000000337,28.000000000000338
2025-04-04 16:30:00,1,-27.500000000000302,-28.7000000000003
2025-04-06 23:00:00,-1,45.80000000000028,44.60000000000028
2025-04-07 02:15:00,1,0.7999999999985796,-0.40000000000142033
2025-04-07 02:30:00,1,20.700000000000163,19.500000000000163
2025-04-07 11:00:00,1,2.2999999999995246,1.0999999999995247
2025-04-07 14:30:00,1,-20.099999999998452,-21.29999999999845
2025-04-07 14:45:00,1,-10.699999999999044,-11.899999999999043
2025-04-07 19:45:00,1,-10.399999999999299,-11.599999999999298
2025-04-07 20:15:00,1,0.2999999999997449,-0.900000000000255
2025-04-08 02:30:00,-1,15.099999999999003,13.899999999999004
2025-04-08 14:15:00,1,6.599999999998829,5.399999999998829
2025-04-09 01:15:00,-1,14.800000000001479,13.60000000000148
2025-04-10 07:30:00,-1,-17.799999999998928,-18.999999999998927
2025-04-10 07:45:00,-1,-11.200000000000099,-12.400000000000098
2025-04-10 14:45:00,-1,-4.900000000001015,-6.100000000001015
2025-04-10 18:15:00,-1,76.00000000000051,74.80000000000051
2025-04-11 00:30:00,-1,8.799999999999919,7.599999999999919
2025-04-11 02:00:00,-1,3.9999999999995595,2.7999999999995593
2025-04-11 07:00:00,-1,-35.89999999999982,-37.099999999999824
2025-04-11 07:15:00,-1,-39.70000000000029,-40.90000000000029
2025-04-11 07:45:00,-1,-62.699999999999974,-63.89999999999998
2025-04-11 08:00:00,-1,-29.69999999999917,-30.89999999999917
2025-04-11 08:15:00,-1,-14.199999999999768,-15.399999999999768
2025-04-11 08:30:00,-1,16.499999999999293,15.299999999999294
2025-04-11 16:15:00,1,21.799999999998487,20.599999999998488
2025-04-14 10:00:00,1,10.600000000000609,9.40000000000061
2025-04-14 12:15:00,1,-48.09999999999981,-49.29999999999981
2025-04-14 12:45:00,1,-11.699999999998933,-12.899999999998933
2025-04-15 11:15:00,1,11.999999999998678,10.799999999998679
2025-04-15 15:30:00,1,-23.899999999998922,-25.09999999999892
2025-04-15 16:00:00,1,-7.599999999998719,-8.799999999998718
2025-04-17 00:15:00,1,-16.099999999998893,-17.299999999998892
2025-04-17 17:00:00,1,6.300000000001305,5.100000000001304
2025-04-21 02:15:00,-1,2.300000000001745,1.1000000000017451
2025-04-21 07:30:00,-1,-17.799999999998928,-18.999999999998927
2025-04-21 07:45:00,-1,-2.5999999999992696,-3.7999999999992697
2025-04-21 09:00:00,-1,24.100000000000232,22.900000000000233
2025-04-22 07:30:00,1,12.100000000001554,10.900000000001555
2025-04-22 21:45:00,1,-25.500000000000522,-26.70000000000052
2025-04-22 22:15:00,1,30.399999999999316,29.199999999999317
2025-04-23 00:45:00,-1,-9.900000000000464,-11.100000000000463
2025-04-23 13:45:00,1,19.400000000000528,18.20000000000053
2025-04-23 17:00:00,1,-2.9999999999996696,-4.19999999999967
2025-04-25 00:45:00,1,-3.60000000000138,-4.80000000000138
2025-04-30 15:15:00,1,21.700000000000053,20.500000000000053
2025-04-30 19:45:00,1,-2.4000000000001798,-3.60000000000018
2025-04-30 20:00:00,1,4.999999999999449,3.799999999999449
2025-05-02 17:00:00,1,-1.500000000000945,-2.700000000000945
2025-05-05 15:45:00,1,-12.099999999999334,-13.299999999999333
2025-05-05 16:00:00,1,5.800000000000249,4.600000000000249
2025-05-07 19:00:00,1,-15.899999999999803,-17.099999999999802
2025-05-08 05:00:00,1,-6.299999999999084,-7.499999999999084
2025-05-08 15:30:00,1,-28.700000000001502,-29.9000000000015
2025-05-08 16:00:00,1,-0.10000000000065512,-1.300000000000655
2025-05-12 07:00:00,1,-65.69999999999965,-66.89999999999965
2025-05-12 07:15:00,1,-0.8999999999992347,-2.099999999999235
2025-05-12 07:30:00,1,25.500000000000522,24.300000000000523
2025-05-12 10:15:00,1,7.500000000000284,6.300000000000284
2025-05-12 10:30:00,1,26.999999999999247,25.799999999999248
2025-05-13 15:15:00,-1,3.7999999999982492,2.599999999998249
2025-05-14 18:00:00,1,-0.9000000000014552,-2.1000000000014554
2025-05-22 17:15:00,1,14.399999999998858,13.199999999998859
2025-05-29 06:15:00,-1,-6.699999999999484,-7.899999999999484
2025-05-29 12:30:00,-1,-16.399999999998638,-17.599999999998637
2025-05-29 12:45:00,-1,-1.7000000000000348,-2.900000000000035
2025-06-13 03:00:00,1,-0.8000000000008001,-2.0000000000008002
2025-06-13 15:15:00,-1,1.900000000001345,0.7000000000013451
2025-06-17 16:45:00,1,-16.300000000000203,-17.500000000000203
2025-06-17 17:00:00,1,-11.700000000001154,-12.900000000001153
2025-06-18 18:45:00,1,-0.6999999999979245,-1.8999999999979245
2025-06-19 01:45:00,1,2.100000000000435,0.9000000000004349
2025-06-23 09:15:00,1,11.300000000000754,10.100000000000755
2025-06-23 14:00:00,-1,-15.499999999999403,-16.699999999999402
2025-06-23 14:15:00,-1,-18.199999999999328,-19.399999999999327
2025-06-23 14:30:00,-1,-10.799999999999699,-11.999999999999698
2025-06-23 15:15:00,-1,11.399999999999189,10.19999999999919
2025-06-23 23:30:00,-1,2.6999999999999247,1.4999999999999247
2025-06-26 16:30:00,-1,10.200000000000209,9.00000000000021
2025-06-26 22:30:00,1,15.300000000000313,14.100000000000314
2025-07-16 15:30:00,-1,58.59999999999976,57.39999999999976
2025-07-28 15:30:00,1,-11.200000000000099,-12.400000000000098
2025-07-28 15:45:00,1,-9.500000000000064,-10.700000000000063
2025-07-28 16:00:00,1,-8.099999999999774,-9.299999999999773
2025-07-30 18:45:00,1,-0.40000000000040004,-1.6000000000004
2025-07-30 19:15:00,1,-11.600000000000499,-12.800000000000498
2025-07-30 20:15:00,1,0.700000000000145,-0.499999999999855
2025-07-31 06:15:00,-1,10.099999999999554,8.899999999999554
2025-08-01 12:45:00,-1,-15.500000000001624,-16.700000000001623
2025-08-01 13:00:00,-1,7.800000000000029,6.600000000000029
2025-08-01 13:15:00,-1,1.9999999999997797,0.7999999999997798
2025-08-07 18:30:00,1,31.69999999999895,30.499999999998952
2025-08-07 20:15:00,-1,7.500000000000284,6.300000000000284
2025-08-12 15:15:00,-1,5.9000000000009045,4.700000000000904
2025-08-12 15:30:00,-1,17.199999999999438,15.999999999999439
2025-08-22 17:00:00,-1,-3.2999999999994145,-4.499999999999415
2025-08-22 17:15:00,-1,6.500000000000394,5.300000000000394
2025-09-02 14:00:00,-1,20.700000000000163,19.500000000000163
2025-09-17 20:15:00,1,2.5999999999992696,1.3999999999992696
2025-09-18 04:45:00,1,-4.299999999999304,-5.499999999999305
2025-09-18 05:00:00,1,-8.300000000001084,-9.500000000001084
2025-10-01 15:45:00,1,-0.20000000000131024,-1.4000000000013102
2025-10-01 16:30:00,1,9.699999999999154,8.499999999999154
2026-01-25 23:00:00,-1,45.100000000000136,43.900000000000134
2026-01-27 16:15:00,-1,12.499999999999734,11.299999999999734
2026-01-27 16:30:00,-1,6.399999999999739,5.199999999999739
2026-01-27 20:45:00,-1,-8.300000000001084,-9.500000000001084
2026-01-27 21:00:00,-1,3.2999999999994145,2.0999999999994143
2026-01-27 21:15:00,-1,3.5999999999991594,2.3999999999991593
2026-01-27 21:30:00,-1,12.599999999998168,11.399999999998169
2026-01-28 10:15:00,1,-6.099999999999994,-7.2999999999999945
2026-01-28 11:15:00,1,12.799999999999478,11.59999999999948
2026-01-28 16:15:00,1,6.900000000000794,5.700000000000794
2026-01-28 18:30:00,1,-0.20000000000131024,-1.4000000000013102
2026-01-28 19:15:00,1,40.50000000000109,39.300000000001084
2026-01-28 23:45:00,-1,7.399999999999629,6.199999999999629
2026-01-29 15:15:00,1,27.400000000001867,26.200000000001868
2026-01-30 02:00:00,1,6.300000000001305,5.100000000001304
2026-01-30 11:45:00,-1,29.799999999999827,28.599999999999827
2026-01-30 15:00:00,1,-2.0999999999982144,-3.2999999999982146
2026-01-30 16:15:00,1,3.8000000000004697,2.6000000000004695
2026-01-30 17:00:00,1,-3.2999999999994145,-4.499999999999415
2026-01-30 18:15:00,1,14.199999999999768,12.999999999999769
2026-01-30 20:45:00,1,-2.5999999999992696,-3.7999999999992697
2026-02-01 23:00:00,1,31.100000000001682,29.900000000001683
2026-02-02 15:30:00,1,13.499999999999623,12.299999999999624
2026-02-02 18:00:00,1,-5.5000000000005045,-6.700000000000505
2026-02-22 23:45:00,-1,2.4000000000001798,1.2000000000001798
2026-03-02 15:45:00,1,9.500000000000064,8.300000000000065
2026-03-03 16:45:00,-1,12.600000000000389,11.40000000000039
2026-03-05 15:15:00,1,-19.299999999999873,-20.499999999999872
2026-03-05 16:15:00,1,19.200000000001438,18.00000000000144
2026-03-06 14:45:00,-1,-7.600000000000939,-8.800000000000939
2026-03-06 15:00:00,-1,0.2999999999997449,-0.900000000000255
2026-03-06 16:30:00,-1,9.300000000000974,8.100000000000975
2026-03-08 20:45:00,1,-11.000000000001009,-12.200000000001008
2026-03-08 21:00:00,1,3.1999999999987594,1.9999999999987594
2026-03-09 04:15:00,-1,2.1999999999988695,0.9999999999988696
2026-03-09 07:15:00,1,27.29999999999899,26.099999999998992
2026-03-09 14:00:00,-1,-5.199999999998539,-6.399999999998539
2026-03-09 14:45:00,-1,3.9999999999995595,2.7999999999995593
2026-03-09 19:45:00,-1,-2.20000000000109,-3.40000000000109
2026-03-09 21:00:00,-1,18.400000000000638,17.20000000000064
2026-03-10 17:00:00,1,-3.4999999999985043,-4.6999999999985045
2026-03-13 14:30:00,1,0.30000000000196536,-0.8999999999980346
2026-03-13 18:00:00,1,-12.000000000000899,-13.200000000000898
2026-03-13 18:15:00,1,-10.599999999998388,-11.799999999998388
2026-03-13 19:00:00,1,4.900000000001015,3.7000000000010145
2026-03-18 17:30:00,1,-15.100000000001224,-16.300000000001223
2026-03-18 17:45:00,1,-7.800000000000029,-9.000000000000028
2026-03-18 19:00:00,1,-6.299999999999084,-7.499999999999084
2026-03-18 19:15:00,1,10.099999999999554,8.899999999999554
2026-03-19 12:45:00,-1,1.2000000000012,1.2001510896197942e-12
2026-03-19 16:00:00,-1,-13.600000000000279,-14.800000000000278
2026-03-19 16:15:00,-1,-2.80000000000058,-4.00000000000058
2026-03-19 16:30:00,-1,6.399999999999739,5.199999999999739
2026-03-19 17:45:00,-1,-0.9999999999998899,-2.19999999999989
2026-03-19 18:00:00,-1,25.100000000000122,23.900000000000123
2026-03-23 10:00:00,-1,9.799999999999809,8.59999999999981
2026-03-23 10:30:00,-1,-19.599999999999618,-20.799999999999617
2026-03-23 11:30:00,-1,8.799999999999919,7.599999999999919
2026-03-23 11:45:00,-1,12.699999999998823,11.499999999998824
2026-03-23 13:15:00,-1,16.799999999999038,15.599999999999039
2026-03-23 17:30:00,-1,12.399999999999078,11.19999999999908
2026-03-23 17:45:00,-1,21.800000000000708,20.60000000000071
2026-03-24 00:30:00,1,9.099999999999664,7.899999999999664
2026-03-31 16:30:00,-1,-5.999999999999339,-7.199999999999339
2026-04-01 18:00:00,1,-5.399999999999849,-6.5999999999998495
2026-04-07 22:45:00,-1,-18.199999999999328,-19.399999999999327
2026-04-07 23:00:00,-1,-9.999999999998899,-11.199999999998898
2026-04-07 23:15:00,-1,1.500000000000945,0.30000000000094507
2026-04-07 23:30:00,-1,19.100000000000783,17.900000000000784
2026-04-07 23:45:00,-1,14.499999999999513,13.299999999999514
2026-04-08 11:15:00,-1,6.699999999999484,5.499999999999484
2026-04-08 18:45:00,1,17.599999999999838,16.39999999999984
