i,alcista,d,vuelve,base,r3,velas
14,False,0.4209093987624324,1.0,0.9402199904351984,0.9392073874567229,7.0
16,False,0.25611042404738427,1.0,0.9622190339550454,0.49755377477857476,2.0
19,True,0.232495086919256,1.0,0.9375896700143472,0.5231767290990887,1.0
22,True,0.7487525443799594,0.0,0.822572931611669,0.35018176733780926,
23,True,0.012654564886155921,0.0,0.9937828790052606,0.37502495508083683,
25,True,0.11699883470652821,1.0,0.9679579148732664,0.5899919289749707,1.0
38,True,0.2420828764261373,1.0,0.9335246293639407,0.7376901263212076,1.0
40,False,0.090368074112509,1.0,0.986131037780966,0.8236613603473129,2.0
43,True,0.29565180619076376,1.0,0.9220468675274988,0.5596259625962494,2.0
46,True,0.981028098837405,0.0,0.7780966044954567,0.39004004875500087,
53,True,0.10502137642595215,1.0,0.9725011956001913,0.24238791656676426,1.0
68,True,0.1037686883242773,1.0,0.9727403156384505,1.6185222333667648,1.0
70,False,0.052773062169860614,1.0,0.9909134385461502,0.44967690537312965,1.0
75,True,1.2360153172086825,1.0,0.7288378766140602,0.8292121212121222,11.0
76,True,0.23013684172068308,1.0,0.9390243902439024,0.42245285776932945,1.0
89,True,0.2674502787846758,1.0,0.9277857484457197,0.9614505561480797,3.0
96,False,0.5108824415615628,1.0,0.929220468675275,0.7452785868646054,2.0
100,True,0.5737289139656678,1.0,0.8574844571975131,0.46477288707635417,2.0
105,False,0.17471956619995815,1.0,0.9717838354854137,0.745089910348766,2.0
108,False,0.24866072890713023,1.0,0.9624581539933046,0.5453712190650893,1.0
121,False,1.2067655454907085,1.0,0.8340506934481109,1.3941236068895466,1.0
123,True,0.21845468168679394,1.0,0.9399808703969392,0.1683526519142998,2.0
130,True,1.3941121562574053,1.0,0.705404112864658,0.7227583262169122,4.0
131,True,0.1470540828604248,1.0,0.9586322333811573,0.3805163348496473,3.0
135,False,1.0875306606257154,0.0,0.8522238163558107,0.37664482171422525,
136,False,0.027158026378952437,1.0,0.9940219990435198,0.2829154678723196,1.0
141,False,0.7033927655257517,1.0,0.90363462458154,0.2853302771410707,2.0
142,False,0.17891465849536584,1.0,0.9705882352941176,0.21010735412254117,1.0
144,True,0.12937014611679462,1.0,0.9641319942611191,0.342319508448532,1.0
150,True,0.4061595204909954,1.0,0.8955045432807269,0.7223756906077364,1.0
157,True,0.14697408980455676,1.0,0.9586322333811573,0.6006742261722321,1.0
162,True,0.37130642278997283,1.0,0.9031563845050216,0.6271610826278626,2.0
165,False,1.3608465848976183,0.0,0.8146819703491153,0.8993928389036978,
166,False,0.06072057632773097,1.0,0.990674318507891,0.2582334384858106,1.0
180,True,0.185279973491382,1.0,0.9459588713534194,1.739333333333333,1.0
186,False,1.3152434244442435,0.0,0.8208990913438546,1.0920225880855736,
187,False,0.26717315525093793,1.0,0.9607843137254902,0.4297159504734219,1.0
198,False,0.4682200701889316,1.0,0.9344811095169775,0.7995226730310213,2.0
201,True,0.8493567710651093,1.0,0.8041606886657102,0.5075109649122713,8.0
202,True,0.10225144562011325,1.0,0.9736967957914874,0.2830290590904359,1.0
209,False,0.6378968644751751,1.0,0.9143950263032042,0.9269746646796132,2.0
210,False,0.44892906933747356,1.0,0.9359158297465328,0.908360128617374,1.0
218,False,0.3167104068667575,1.0,0.953610712577714,0.948488387180465,1.0
222,False,0.14755118013105106,1.0,0.9775227164036346,0.4726519337016554,1.0
226,False,0.8508709423302948,1.0,0.8821138211382114,1.2406097560975886,6.0
227,False,0.21267085867528476,1.0,0.9670014347202296,0.3197680133687141,1.0
236,False,0.5934666833782318,1.0,0.9179818268770923,1.2220437956204349,1.0
238,True,0.34332453988462686,1.0,0.9100908656145386,0.24517582023851947,1.0
241,True,0.7579761481942975,1.0,0.8208990913438546,0.8258221680877138,25.0
247,False,0.4404052305739903,1.0,0.9371114299378288,0.6386206896551561,1.0
252,True,0.1598618896080707,1.0,0.9543280726924916,1.3476702508960716,14.0
254,True,0.48104266590320816,1.0,0.8775705404112865,0.6763848396501703,1.0
257,True,0.6758446684892939,1.0,0.8362027737924438,1.156200408070748,2.0
258,True,0.5540943890577825,1.0,0.8598756575801052,1.0770588235293708,1.0
262,False,0.11768558736680759,1.0,0.9813486370157819,0.17510204081630246,1.0
266,False,4.033286972486617,1.0,0.5248684839789575,4.19818094782188,16.0
267,False,1.149004047793393,1.0,0.8436154949784792,0.39007981755986093,4.0
268,False,0.5645288389820988,1.0,0.9215686274509804,0.4674071908798658,1.0
278,True,0.6298570832421788,0.0,0.8474414155906265,0.45433382862803257,
282,True,3.0816200061336447,0.0,0.43376374940219986,4.246636771300528,
283,True,0.9266591637540078,0.0,0.7879005260640841,0.4121909478207024,
284,True,0.4688799562573688,1.0,0.880439980870397,1.9245583038869418,1.0
285,True,0.8408571534556208,1.0,0.8058345289335247,0.7673276416047027,1.0
288,True,0.9470638334777902,1.0,0.7845528455284553,1.5159512535899957,10.0
289,True,0.38036881288827024,1.0,0.9017216642754663,0.30839733742959136,2.0
300,True,0.9051193336089952,1.0,0.7936394069823052,0.3627180899908219,1.0
302,False,0.1487509047635363,1.0,0.9775227164036346,0.6943699731903435,1.0
304,True,0.6997615196916745,1.0,0.8304638928742228,0.9129717667604385,1.0
309,True,0.11527850732333869,0.0,0.968675274988044,0.5523437500000148,
311,True,1.2828095563745638,1.0,0.7221425155428025,2.227217496962307,12.0
312,True,1.7084697596863743,1.0,0.6501673840267814,1.3033774735902375,10.0
313,True,0.014243406974982385,1.0,0.9933046389287422,0.7168949771689475,1.0
316,True,0.310659027257527,1.0,0.9175035868005739,0.5747386267307211,1.0
322,False,0.42328599919333215,1.0,0.9392635102821616,0.46300387882358,8.0
323,False,0.7441187063738152,1.0,0.899091343854615,1.5683987274655589,7.0
324,False,0.09358418046410925,1.0,0.9854136776661885,0.31595672751859455,1.0
330,True,1.8245738985067803,1.0,0.629842180774749,3.6260726072606695,15.0
331,True,0.5631141376690706,1.0,0.8586800573888091,0.27459725129698515,13.0
333,True,0.16322094334673415,1.0,0.9538498326159732,0.7952134430959871,2.0
336,True,0.013768126423383792,1.0,0.9935437589670014,0.4512981574539361,1.0
342,False,0.3008225988922461,1.0,0.9560019129603061,0.5685936151855017,21.0
343,False,0.35684025091214394,1.0,0.9483500717360115,1.459787556904402,20.0
345,False,0.13633168059350181,1.0,0.9780009564801531,0.6125415282392045,2.0
349,False,0.04865265555100114,1.0,0.9911525585844094,0.9077777777777859,1.0
351,True,0.734164973694518,1.0,0.8249641319942611,0.7197701149425335,3.0
352,True,0.0466453185910116,1.0,0.986131037780966,0.3129990418396485,1.0
354,False,0.6670874404305002,1.0,0.9108082257293161,1.4607703281027136,1.0
361,True,0.37284465612970324,1.0,0.9024390243902439,0.4925717009613133,1.0
363,True,0.3216648096729147,1.0,0.9155906264945002,0.4657270419329367,1.0
364,True,0.04973604385333705,1.0,0.9854136776661885,0.4998120300752138,1.0
