ts,R,equity,ano,plaza,riesgo_pips,motivo,dir
2021-12-23 13:05:00,-1.1379310344827702,5212.895553060328,2021,NY,8.699999999999264,SL,largo
2021-12-27 13:45:00,0.8536585365853735,5257.3958809523065,2021,NY,8.20000000000043,TP,largo
2021-12-28 10:10:00,0.7599999999999736,5297.352089647543,2021,Londres,4.999999999999449,TP,corto
2021-12-28 14:55:00,-1.078431372549018,5240.223782798403,2021,NY,15.300000000000313,SL,largo
2021-12-31 08:20:00,0.903999999999998,5287.5954057949,2021,Londres,12.499999999999734,TP,largo
2021-12-31 16:30:00,-1.1846153846153735,5224.957737141638,2021,NY,6.500000000000394,SL,corto
2022-01-10 14:55:00,0.9097744360902141,5272.4930669306705,2022,NY,13.299999999998313,TP,largo
2022-01-12 16:10:00,-1.1935483870968233,5209.563310970528,2022,NY,6.199999999998429,SL,corto
2022-01-17 15:30:00,0.8518518518518478,5253.941072508424,2022,NY,8.099999999999774,TP,largo
2022-01-18 08:55:00,-1.1363636363636376,5194.237196684465,2022,Londres,8.799999999999919,SL,largo
2022-01-18 10:50:00,-1.352941176470581,5123.96222284697,2022,Londres,3.4000000000000696,SL,largo
2022-01-19 16:40:00,0.8400000000000061,5167.003505518884,2022,NY,7.500000000000284,TP,corto
2022-01-20 14:40:00,0.916666666666673,5214.367704319474,2022,NY,14.400000000001079,TP,corto
2022-01-20 15:40:00,-1.0731707317073131,5158.408636273119,2022,NY,16.40000000000086,SL,largo
2022-01-21 15:25:00,0.8857142857142852,5204.097398480109,2022,NY,10.499999999999954,TP,corto
2022-01-28 07:50:00,-1.1025641025640924,5146.718888701996,2022,Londres,11.700000000001154,SL,largo
2022-01-28 09:40:00,0.848101265822798,5190.368276745418,2022,Londres,7.900000000000684,TP,largo
2022-01-28 10:55:00,-1.1395348837209527,5131.222219638318,2022,Londres,8.599999999998609,SL,largo
2022-02-01 16:20:00,-1.1008403361344516,5074.735655707846,2022,NY,11.900000000000244,SL,corto
2022-02-03 08:30:00,-1.1304347826086911,5017.3690787302785,2022,Londres,9.200000000000319,SL,largo
2022-02-09 08:45:00,-1.21428571428567,4956.443882774271,2022,Londres,5.60000000000116,SL,corto
2022-02-14 07:50:00,-1.0930232558139685,4902.268798474179,2022,Londres,12.899999999997913,SL,largo
2022-02-15 16:25:00,0.8878504672897329,4945.793614909231,2022,NY,10.700000000001264,TP,corto
2022-02-16 07:25:00,-1.206896551724129,4886.1030023155,2022,Londres,5.800000000000249,SL,corto
2022-02-17 09:15:00,0.830985915492955,4926.7058300812205,2022,Londres,7.099999999999884,TP,largo
2022-02-17 10:20:00,0.8636363636363623,4969.254653159194,2022,Londres,8.799999999999919,TP,largo
2022-02-17 10:35:00,-1.0722891566265063,4915.96987434821,2022,Londres,16.599999999999948,SL,largo
2022-02-21 08:50:00,0.9563636363636333,4962.984422601068,2022,Londres,27.49999999999808,TP,corto
2022-02-23 15:30:00,-1.21428571428567,4902.7196117552,2022,NY,5.60000000000116,SL,largo
2022-02-28 08:50:00,0.9189189189189149,4947.771629809166,2022,Londres,14.799999999999258,TP,largo
2022-03-02 13:45:00,-1.1034482758620645,4893.175529066445,2022,NY,11.600000000000499,SL,largo
2022-03-02 16:55:00,0.9716981132075473,4940.7224233583165,2022,NY,42.40000000000021,TP,corto
2022-03-11 08:20:00,-1.1061946902654796,4886.068414250371,2022,Londres,11.300000000000754,SL,largo
2022-03-11 14:45:00,-1.1016949152542408,4832.238846974731,2022,NY,11.799999999999589,SL,largo
2022-03-15 12:40:00,-1.0736196319018396,4780.358982053223,2022,NY,16.300000000000203,SL,corto
2022-03-16 10:45:00,0.903999999999998,4823.573427250984,2022,Londres,12.499999999999734,TP,corto
2022-03-16 14:05:00,0.8846153846153769,4866.243499876666,2022,NY,10.399999999999299,TP,corto
2022-03-16 14:30:00,0.9508196721311475,4912.512700367297,2022,NY,24.399999999999977,TP,corto
2022-03-18 12:30:00,0.80327868852459,4951.973867960412,2022,NY,6.099999999999994,TP,largo
2022-03-21 07:15:00,0.809523809523849,4992.061275462951,2022,Londres,6.300000000001305,TP,corto
2022-03-21 09:35:00,-1.166666666666654,4933.820560582551,2022,Londres,7.200000000000539,SL,largo
2022-03-23 08:10:00,-1.1578947368420855,4876.692111986332,2022,Londres,7.600000000000939,SL,largo
2022-03-24 14:20:00,0.8518518518518478,4918.2343040514,2022,NY,8.099999999999774,TP,corto
2022-03-25 12:40:00,-1.1304347826086911,4862.63687278821,2022,NY,9.200000000000319,SL,corto
2022-03-25 13:25:00,-1.0863309352517985,4809.812544170151,2022,NY,13.900000000000023,SL,corto
2022-03-25 15:25:00,-1.1379310344827702,4755.080194529593,2022,NY,8.699999999999264,SL,largo
2022-03-25 15:45:00,0.7818181818182018,4792.256276050462,2022,NY,5.5000000000005045,TP,largo
2022-03-30 06:40:00,-1.1165048543689473,4738.750502094557,2022,Londres,10.299999999998644,SL,corto
2022-03-31 13:35:00,0.9268292682926867,4782.670628699336,2022,NY,16.40000000000086,TP,largo
2022-03-31 14:50:00,0.9568345323741008,4828.432872844444,2022,NY,27.800000000000047,TP,largo
2022-04-05 12:40:00,0.8750000000000094,4870.681660481833,2022,NY,9.600000000000719,TP,largo
2022-04-05 13:45:00,-1.074534161490678,4818.3445221424945,2022,NY,16.100000000001113,SL,largo
2022-04-07 13:45:00,0.9178082191780832,4862.567684195035,2022,NY,14.600000000000168,TP,corto
2022-04-08 08:55:00,0.830985915492955,4902.974936782008,2022,Londres,7.099999999999884,TP,largo
2022-04-11 13:40:00,-1.137931034482735,4847.182463363455,2022,NY,8.700000000001484,SL,largo
2022-04-12 13:10:00,0.944444444444443,4892.961408850776,2022,NY,21.599999999999397,TP,corto
2022-04-13 12:35:00,-1.0991735537189955,4839.179271051012,2022,NY,12.100000000001554,SL,largo
2022-04-18 12:20:00,0.8260869565217032,4879.155099811866,2022,NY,6.899999999998574,TP,largo
2022-04-19 06:50:00,0.9411764705882365,4925.076559574803,2022,Londres,20.400000000000418,TP,largo
2022-04-22 15:20:00,0.881188118811876,4968.475749060165,2022,NY,10.099999999999554,TP,largo
2022-04-28 09:00:00,0.8834951456310778,5012.371991114969,2022,Londres,10.300000000000864,TP,largo
2022-04-28 09:45:00,-1.0851063829787153,4957.982422700743,2022,Londres,14.100000000001334,SL,largo
2022-04-29 07:55:00,-1.0674157303370826,4905.060138413488,2022,Londres,17.799999999998928,SL,corto
2022-05-03 13:35:00,0.9325842696629257,4950.803957681838,2022,NY,17.80000000000115,TP,corto
2022-05-05 15:10:00,-1.0821917808219168,4897.226764167199,2022,NY,14.600000000000168,SL,largo
2022-05-11 06:50:00,-1.2000000000000222,4838.4600429971915,2022,Londres,5.999999999999339,SL,corto
2022-05-13 13:50:00,0.9518072289156604,4884.5128554546345,2022,NY,24.899999999998812,TP,largo
