bloque,ses,dia,ent_min,sal_min,lado,ent,sl,tp,rgo,mot,R,desvio_p,ancla,nivel_alto,cuerpo_fuera,mecha,toca,h4,m15,dia_dir,cerca,toque,hora,rango,gana
2,11,2022-08-26,489,530,1,0.9964,0.99565,0.9979,7.5,SL,-1.0,0.0,1979,False,False,False,False,-1.0,-1.0,1.0,4.699999999999704,1,5,4.8000000000003595,False
2,11,2022-08-26,565,601,1,0.99625,0.99565,0.99745,6.0,TP,2.0,0.0,1995,False,False,True,True,-1.0,-1.0,-1.0,0.49999999999994493,5,85,4.700000000000815,True
2,11,2022-08-26,643,666,1,0.99792,0.99724,0.99928,6.8,TP,2.0,0.0,2010,True,False,True,True,-1.0,1.0,1.0,2.4999999999997247,3,160,7.099999999999884,True
2,12,2023-06-19,483,690,-1,1.0935,1.09421,1.09208,7.1,cierre,1.51,0.0,2580,True,False,False,False,1.0,1.0,0.0,6.099999999999994,0,0,3.8999999999989043,True
2,13,2023-12-19,491,607,1,1.09299,1.09229,1.09439,7.0,TP,2.0,0.0,2883,True,False,False,False,1.0,-1.0,1.0,2.9999999999996696,0,10,4.099999999997994,True
2,14,2024-03-11,493,590,1,1.09426,1.09366,1.09546,6.0,SL,-1.0,0.0,3055,False,False,False,False,1.0,1.0,-1.0,5.40000000000207,0,10,2.2999999999995246,False
2,14,2024-03-11,610,690,1,1.09366,1.09325,1.09448,4.1,cierre,1.15,0.0,3079,False,False,True,True,1.0,-1.0,-1.0,0.9000000000014552,2,130,2.9999999999996696,True
2,15,2024-09-23,513,543,1,1.1159,1.11549,1.11672,4.1,SL,-1.0,0.0,3360,False,False,True,True,1.0,-1.0,-1.0,2.5999999999992696,0,30,3.4000000000000696,False
2,16,2025-06-13,491,542,-1,1.15344,1.15454,1.15124,11.0,SL,-1.0,0.0,4173,False,False,False,False,-1.0,1.0,1.0,28.799999999999937,0,10,9.200000000000319,False
2,16,2025-06-13,548,636,1,1.15502,1.15311,1.15884,19.1,SL,-1.0,0.0,4184,False,False,False,False,-1.0,1.0,1.0,36.70000000000062,0,65,10.900000000000354,False
2,17,2025-12-15,480,533,1,1.17376,1.17299,1.1753,7.7,SL,-1.0,0.0,4343,False,False,False,False,-1.0,1.0,0.0,6.800000000000139,0,0,2.4999999999986144,False
2,17,2025-12-15,544,573,-1,1.17287,1.1738,1.17101,9.3,SL,-1.0,0.0,4355,False,True,False,True,-1.0,-1.0,-1.0,0.10000000000065512,0,60,2.4000000000001798,False
2,18,2026-01-29,550,557,1,1.19835,1.1973,1.20045,10.5,SL,-1.0,0.0,4486,True,False,False,False,1.0,-1.0,-1.0,12.800000000001699,2,70,6.999999999999229,False
2,19,2026-04-15,521,619,-1,1.1787,1.1794,1.1773,7.0,SL,-1.0,0.0,4652,False,False,False,False,1.0,-1.0,-1.0,10.200000000000209,0,40,2.80000000000058,False
2,20,2026-08-11,504,690,-1,1.15346,1.15418,1.15202,7.2,cierre,0.08,0.0,4863,False,True,False,True,-1.0,-1.0,-1.0,0.40000000000040004,0,20,3.1999999999987594,True
3,1,2020-04-08,481,483,-1,1.08668,1.08742,1.0852,7.4,TP,2.0,0.0,129,True,False,False,False,1.0,1.0,-1.0,20.700000000000163,0,0,6.900000000000794,True
3,1,2020-04-08,508,544,1,1.08401,1.08299,1.08605,10.2,TP,2.0,0.0,134,False,False,False,False,1.0,-1.0,-1.0,25.899999999998702,1,25,8.300000000001084,True
3,2,2020-07-03,561,571,-1,1.12401,1.1246,1.12283,5.9,TP,2.0,0.0,231,True,False,False,False,-1.0,1.0,1.0,5.499999999998284,0,80,4.099999999997994,True
3,3,2021-02-26,645,666,-1,1.21372,1.21445,1.21226,7.3,TP,2.0,0.0,463,False,False,False,False,-1.0,-1.0,-1.0,1.7000000000000348,9,165,4.700000000001925,True
3,4,2021-03-22,491,512,1,1.18823,1.1875,1.18969,7.3,TP,2.0,0.0,518,False,False,False,False,-1.0,1.0,-1.0,5.1000000000001044,0,10,6.999999999999229,True
3,4,2021-03-22,597,617,1,1.18986,1.18938,1.19082,4.8,TP,2.0,0.0,539,True,False,False,False,-1.0,-1.0,1.0,3.1999999999987594,10,115,6.200000000000649,True
3,5,2021-04-14,568,571,-1,1.19624,1.19671,1.1953,4.7,SL,-1.0,0.0,662,True,False,True,True,1.0,-1.0,-1.0,1.8999999999991246,15,85,8.500000000000174,False
3,7,2021-08-26,495,535,-1,1.17633,1.17662,1.17575,2.9,TP,2.0,0.0,1078,False,False,False,False,-1.0,1.0,-1.0,4.00000000000178,0,15,3.5000000000007248,True
3,7,2021-08-26,540,577,1,1.17617,1.17562,1.17727,5.5,TP,2.0,0.0,1087,False,False,False,False,-1.0,-1.0,-1.0,3.7999999999982492,6,60,2.2999999999995246,True
3,7,2021-08-26,585,618,-1,1.17698,1.17736,1.17622,3.8,TP,2.0,0.0,1096,True,False,False,False,-1.0,1.0,1.0,2.5999999999992696,1,105,3.1000000000003247,True
3,8,2021-11-26,545,560,1,1.12374,1.12321,1.1248,5.3,TP,2.0,0.0,1260,True,True,False,True,1.0,1.0,1.0,3.8000000000004697,6,65,8.500000000000174,True
3,10,2022-04-08,485,546,-1,1.08642,1.08691,1.08544,4.9,TP,2.0,0.0,1635,False,False,False,False,1.0,1.0,-1.0,10.600000000000609,0,5,3.9999999999995595,True
3,10,2022-04-08,552,555,1,1.0859,1.08539,1.08692,5.1,SL,-1.0,0.0,1648,False,False,True,True,1.0,-1.0,-1.0,0.9999999999998899,0,70,5.399999999999849,False
3,10,2022-04-08,561,570,1,1.08565,1.08505,1.08685,6.0,SL,-1.0,0.0,1650,False,True,False,True,1.0,-1.0,-1.0,1.8999999999991246,2,80,8.500000000000174,False
3,10,2022-04-08,589,603,1,1.08572,1.08493,1.0873,7.9,TP,2.0,0.0,1655,False,False,True,True,1.0,-1.0,-1.0,1.6000000000016001,6,105,4.999999999999449,True
3,11,2022-08-22,510,539,-1,1.00284,1.00316,1.0022,3.2,TP,2.0,0.0,1898,False,False,False,False,1.0,-1.0,-1.0,7.7000000000015945,0,30,3.1999999999987594,True
3,13,2022-12-12,507,511,1,1.05231,1.05173,1.05347,5.8,TP,2.0,0.0,2198,False,False,False,False,1.0,1.0,-1.0,10.900000000000354,0,25,3.9999999999995595,True
3,13,2022-12-12,562,570,1,1.05297,1.05259,1.05373,3.8,TP,2.0,0.0,2209,True,False,False,False,1.0,1.0,-1.0,13.100000000001444,1,80,9.399999999999409,True
3,14,2022-12-28,521,582,-1,1.065,1.06551,1.06398,5.1,TP,2.0,0.0,2287,True,False,False,False,1.0,1.0,1.0,2.0999999999982144,4,40,2.500000000000835,True
3,15,2023-04-26,493,518,1,1.099,1.0985,1.1,5.0,TP,2.0,0.0,2410,True,False,False,False,1.0,1.0,-1.0,4.999999999999449,0,10,3.2999999999994145,True
3,15,2023-04-26,520,535,1,1.10011,1.09959,1.10115,5.2,TP,2.0,0.0,2416,True,False,False,False,1.0,1.0,1.0,9.799999999999809,3,40,5.800000000000249,True
3,15,2023-04-26,554,561,1,1.10097,1.10039,1.10213,5.8,TP,2.0,0.0,2422,True,False,False,False,1.0,1.0,1.0,15.800000000001369,3,70,5.5000000000005045,True
3,16,2023-05-26,550,559,1,1.07296,1.07245,1.07398,5.1,TP,2.0,0.0,2551,False,False,False,False,1.0,-1.0,-1.0,7.600000000000939,0,70,2.80000000000058,True
3,17,2024-02-12,482,496,1,1.07939,1.07907,1.08003,3.2,SL,-1.0,0.0,3010,False,False,False,False,-1.0,0.0,0.0,7.500000000000284,0,0,1.2000000000012,False
3,17,2024-02-12,545,555,-1,1.07967,1.08007,1.07887,4.0,TP,2.0,0.0,3023,True,False,True,True,-1.0,1.0,1.0,1.500000000000945,1,65,4.8000000000003595,True
3,18,2024-07-15,495,551,-1,1.08918,1.08958,1.08838,4.0,TP,2.0,0.0,3271,True,False,True,True,1.0,1.0,1.0,0.9999999999998899,0,15,1.7000000000000348,True
3,18,2024-07-15,610,690,1,1.09009,1.08961,1.09105,4.8,cierre,1.67,0.0,3294,True,False,False,False,1.0,1.0,1.0,4.599999999999049,5,130,2.500000000000835,True
3,19,2024-10-02,493,557,1,1.10635,1.10591,1.10723,4.4,TP,2.0,0.0,3442,False,False,False,False,-1.0,-1.0,-1.0,6.900000000000794,0,10,2.9999999999996696,True
3,20,2024-10-16,498,514,1,1.08828,1.08776,1.08932,5.2,SL,-1.0,0.0,3486,False,False,False,False,-1.0,-1.0,-1.0,2.6999999999999247,2,15,3.20000000000098,False
3,20,2024-10-16,526,541,1,1.08805,1.08757,1.08901,4.8,SL,-1.0,0.0,3492,False,False,False,False,-1.0,-1.0,-1.0,3.8999999999989043,3,45,2.100000000000435,False
3,20,2024-10-16,548,677,1,1.08826,1.08763,1.08952,6.3,TP,2.0,0.0,3496,False,False,False,False,-1.0,-1.0,-1.0,4.499999999998394,3,65,2.4999999999986144,True
3,21,2025-01-15,506,529,1,1.02951,1.02888,1.03077,6.3,TP,2.0,0.0,3660,False,False,True,True,-1.0,-1.0,-1.0,0.700000000000145,4,25,6.800000000000139,True
3,22,2025-01-22,485,597,1,1.04075,1.03996,1.04233,7.9,TP,2.0,0.0,3699,False,False,False,False,-1.0,-1.0,1.0,14.000000000000679,0,5,4.20000000000087,True
4,1,2021-04-08,525,537,1,1.18725,1.18684,1.18807,4.1,TP,2.0,0.0,568,True,False,False,False,1.0,-1.0,-1.0,8.20000000000043,0,45,4.199999999998649,True
4,1,2021-04-08,545,553,1,1.18831,1.18799,1.18895,3.2,TP,2.0,0.0,572,True,False,True,True,1.0,1.0,1.0,2.6999999999999247,1,65,4.3999999999999595,True
4,2,2021-04-13,515,537,-1,1.18962,1.19013,1.1886,5.1,TP,2.0,0.0,609,False,False,False,False,-1.0,1.0,1.0,10.900000000000354,0,35,2.9999999999996696,True
4,2,2021-04-13,547,570,1,1.18892,1.18841,1.18994,5.1,TP,2.0,0.0,615,False,False,True,True,-1.0,-1.0,-1.0,2.000000000002,1,65,6.399999999999739,True
4,3,2021-04-15,516,565,1,1.19753,1.1969,1.19879,6.3,TP,2.0,0.0,695,False,False,False,False,-1.0,-1.0,1.0,4.8000000000003595,0,35,2.20000000000109,True
4,4,2021-05-03,500,536,1,1.20184,1.20126,1.203,5.8,TP,2.0,0.0,778,False,False,True,True,-1.0,-1.0,-1.0,2.20000000000109,2,20,3.4000000000000696,True
4,4,2021-05-03,615,652,1,1.20355,1.20297,1.20471,5.8,TP,2.0,0.0,801,True,False,False,False,-1.0,-1.0,1.0,1.900000000001345,7,135,2.900000000001235,True
4,5,2021-05-17,488,653,1,1.2133,1.21252,1.21486,7.8,TP,2.0,0.0,861,False,False,False,False,-1.0,-1.0,1.0,2.4000000000001798,1,5,2.4000000000001798,True
4,6,2021-06-22,537,541,-1,1.18993,1.19031,1.18917,3.8,SL,-1.0,0.0,914,False,False,False,False,-1.0,1.0,1.0,12.399999999999078,3,55,3.7999999999982492,False
4,8,2021-08-17,542,610,1,1.17662,1.17602,1.17782,6.0,TP,2.0,0.0,1001,False,False,False,False,-1.0,-1.0,-1.0,5.399999999999849,8,60,3.9999999999995595,True
4,8,2021-08-17,614,625,-1,1.17796,1.17831,1.17726,3.5,SL,-1.0,0.0,1015,True,False,False,False,-1.0,1.0,1.0,3.8000000000004697,0,130,7.0000000000014495,False
4,10,2021-10-20,492,550,-1,1.16414,1.16465,1.16312,5.1,TP,2.0,0.0,1163,True,False,False,False,1.0,-1.0,1.0,6.699999999999484,0,10,2.500000000000835,True
4,11,2021-11-29,517,537,1,1.12703,1.12639,1.12831,6.4,SL,-1.0,0.0,1297,False,False,False,False,-1.0,-1.0,-1.0,4.899999999998794,2,35,2.6999999999999247,False
4,11,2021-11-29,565,619,1,1.12686,1.12591,1.12876,9.5,TP,2.0,0.0,1307,False,False,False,False,-1.0,-1.0,-1.0,3.4000000000000696,2,85,3.6999999999998145,True
4,12,2021-12-22,520,619,1,1.12689,1.12635,1.12797,5.4,TP,2.0,0.0,1341,False,False,True,True,-1.0,-1.0,1.0,3.7999999999982492,2,40,5.099999999997884,True
4,12,2021-12-22,644,683,1,1.12809,1.12745,1.12937,6.4,TP,2.0,0.0,1365,False,False,False,False,-1.0,1.0,1.0,11.499999999999844,3,160,5.999999999999339,True
4,13,2022-01-11,487,545,1,1.13389,1.13346,1.13475,4.3,TP,2.0,0.0,1377,True,False,False,False,-1.0,-1.0,1.0,6.499999999998174,0,5,2.9999999999996696,True
4,13,2022-01-11,555,560,-1,1.13418,1.13465,1.13324,4.7,SL,-1.0,0.0,1391,True,False,True,True,-1.0,1.0,1.0,0.7999999999985796,3,75,3.5999999999991594,False
4,13,2022-01-11,633,648,-1,1.13417,1.13476,1.13299,5.9,TP,2.0,0.0,1406,True,False,False,False,-1.0,-1.0,1.0,1.9999999999997797,8,150,5.299999999999194,True
4,14,2022-02-22,525,562,1,1.13004,1.12919,1.13174,8.5,TP,2.0,0.0,1471,False,False,False,False,-1.0,-1.0,-1.0,9.699999999999154,0,45,4.3999999999999595,True
4,14,2022-02-22,567,626,1,1.13191,1.13107,1.13359,8.4,TP,2.0,0.0,1479,True,False,False,False,-1.0,1.0,1.0,2.0999999999982144,0,85,6.500000000000394,True
4,15,2022-03-29,496,525,1,1.09908,1.09832,1.1006,7.6,TP,2.0,0.0,1508,True,False,False,False,-1.0,1.0,1.0,10.300000000000864,0,15,4.00000000000178,True
4,15,2022-03-29,617,668,-1,1.0995,1.10065,1.0972,11.5,SL,-1.0,0.0,1532,True,True,False,True,-1.0,-1.0,1.0,1.2999999999996348,3,135,7.600000000000939,False
4,16,2022-04-05,513,566,1,1.09707,1.09632,1.09857,7.5,TP,2.0,0.0,1554,False,False,False,False,1.0,-1.0,-1.0,3.5999999999991594,0,30,3.900000000001125,True
4,16,2022-04-05,606,612,-1,1.09782,1.09847,1.09652,6.5,SL,-1.0,0.0,1573,True,True,False,True,1.0,1.0,1.0,2.700000000002145,6,125,4.900000000001015,False
4,18,2022-10-25,612,620,1,0.98733,0.98645,0.98909,8.8,SL,-1.0,0.0,2090,False,False,True,True,-1.0,-1.0,1.0,4.799999999999249,4,130,9.599999999999609,False
4,19,2022-12-07,485,494,1,1.04552,1.04464,1.04728,8.8,SL,-1.0,0.0,2151,False,False,False,False,-1.0,-1.0,1.0,7.0000000000014495,1,5,5.999999999999339,False
4,19,2022-12-07,500,589,1,1.045,1.04412,1.04676,8.8,TP,2.0,0.0,2154,False,False,True,True,-1.0,-1.0,1.0,1.6000000000016001,2,20,5.899999999998684,True
4,20,2022-12-20,505,659,1,1.06046,1.0588,1.06378,16.6,TP,2.0,0.0,2241,False,False,False,False,-1.0,1.0,1.0,25.500000000000522,0,25,4.700000000001925,True
4,21,2023-02-06,490,530,1,1.07911,1.07852,1.08029,5.9,SL,-1.0,0.0,2324,False,False,False,False,-1.0,-1.0,1.0,7.699999999999374,0,10,6.999999999999229,False
4,22,2023-03-29,491,539,1,1.08308,1.08227,1.0847,8.1,SL,-1.0,0.0,2367,False,False,False,False,-1.0,-1.0,-1.0,4.199999999998649,2,10,5.599999999998939,False
4,22,2023-03-29,562,690,1,1.08293,1.08205,1.08469,8.8,cierre,1.72,0.0,2381,False,False,False,False,-1.0,-1.0,-1.0,4.299999999999304,5,80,4.599999999999049,True
4,23,2023-05-11,486,512,-1,1.09734,1.09812,1.09578,7.8,TP,2.0,0.0,2452,False,False,False,False,-1.0,1.0,-1.0,7.800000000000029,0,5,3.00000000000189,True
4,24,2023-05-19,485,494,1,1.07718,1.07663,1.07828,5.5,TP,2.0,0.0,2495,False,False,False,False,1.0,1.0,1.0,9.899999999998244,0,5,3.60000000000138,True
4,26,2023-09-20,485,521,1,1.06844,1.06806,1.0692,3.8,TP,2.0,0.0,2710,False,False,True,True,-1.0,1.0,1.0,4.300000000001525,0,5,10.900000000000354,True
4,26,2023-09-20,530,550,-1,1.06863,1.06904,1.06781,4.1,TP,2.0,0.0,2719,True,False,True,True,-1.0,1.0,1.0,0.8999999999992347,6,50,4.3999999999999595,True
4,26,2023-09-20,552,554,1,1.06809,1.06768,1.06891,4.1,SL,-1.0,0.0,2723,False,False,False,False,-1.0,1.0,-1.0,1.900000000001345,1,70,4.699999999999704,False
4,26,2023-09-20,564,575,1,1.06784,1.06743,1.06866,4.1,TP,2.0,0.0,2725,False,False,True,True,-1.0,-1.0,-1.0,0.10000000000065512,2,80,4.199999999998649,True
4,27,2023-11-09,495,519,-1,1.07038,1.07073,1.06968,3.5,SL,-1.0,0.0,2755,False,False,False,False,-1.0,1.0,-1.0,4.3999999999999595,0,15,1.3999999999980695,False
4,27,2023-11-09,555,558,-1,1.0702,1.07039,1.06982,1.9,TP,2.0,0.0,2767,False,False,False,False,-1.0,-1.0,-1.0,1.9999999999997797,0,75,6.299999999999084,True
4,28,2024-01-11,505,540,-1,1.09838,1.09872,1.0977,3.4,TP,2.0,0.0,2929,True,False,False,False,1.0,1.0,-1.0,5.20000000000076,0,25,1.9999999999997797,True
4,30,2024-04-18,545,690,-1,1.06819,1.06884,1.06689,6.5,cierre,0.78,0.0,3152,True,False,True,True,1.0,1.0,1.0,0.0,2,65,2.4999999999986144,True
4,31,2024-04-30,484,490,1,1.0701,1.06945,1.0714,6.5,SL,-1.0,0.0,3182,False,False,False,False,-1.0,-1.0,1.0,4.20000000000087,0,0,4.299999999999304,False
4,31,2024-04-30,520,542,1,1.06964,1.06899,1.07094,6.5,TP,2.0,0.0,3190,False,False,True,True,-1.0,-1.0,-1.0,0.20000000000131024,3,40,5.1000000000001044,True
4,31,2024-04-30,555,573,-1,1.07026,1.07091,1.06896,6.5,SL,-1.0,0.0,3197,False,False,False,False,-1.0,1.0,1.0,9.00000000000123,5,75,3.1999999999987594,False
4,32,2024-07-11,482,523,1,1.08372,1.0834,1.08436,3.2,SL,-1.0,0.0,3225,False,False,False,False,-1.0,-1.0,0.0,5.5000000000005045,0,0,1.2999999999996348,False
4,32,2024-07-11,558,640,1,1.08356,1.08324,1.0842,3.2,TP,2.0,0.0,3240,False,False,False,False,-1.0,-1.0,-1.0,4.700000000001925,0,75,2.5999999999992696,True
4,33,2024-08-05,495,554,1,1.09038,1.08907,1.093,13.1,TP,2.0,0.0,3314,False,False,True,True,-1.0,-1.0,-1.0,0.10000000000065512,1,15,14.300000000000423,True
4,34,2024-09-30,501,543,1,1.11604,1.1156,1.11692,4.4,TP,2.0,0.0,3401,False,False,True,True,1.0,-1.0,-1.0,0.1999999999990898,0,20,5.00000000000167,True
4,35,2024-11-13,490,542,-1,1.06098,1.06138,1.06018,4.0,TP,2.0,0.0,3571,False,False,False,False,-1.0,1.0,-1.0,4.3999999999999595,0,10,2.80000000000058,True
4,35,2024-11-13,552,626,1,1.0602,1.05929,1.06202,9.1,TP,2.0,0.0,3583,False,False,False,False,-1.0,-1.0,-1.0,13.800000000001589,6,70,9.699999999999154,True
4,36,2024-12-20,485,562,1,1.03787,1.03709,1.03943,7.8,TP,2.0,0.0,3613,True,False,True,True,1.0,1.0,1.0,0.20000000000131024,1,5,5.699999999999594,True
4,40,2025-03-25,512,610,1,1.07868,1.0777,1.08064,9.8,TP,2.0,0.0,3919,False,False,False,False,-1.0,-1.0,-1.0,6.599999999998829,1,30,5.800000000000249,True
4,42,2025-05-02,483,690,1,1.13136,1.13014,1.1338,12.2,cierre,1.52,0.0,4085,True,False,False,False,1.0,1.0,-1.0,7.800000000000029,0,0,6.300000000001305,True
4,44,2025-10-29,505,539,1,1.16308,1.16235,1.16454,7.3,SL,-1.0,0.0,4305,False,False,False,False,-1.0,-1.0,-1.0,5.399999999999849,0,25,3.5000000000007248,False
4,44,2025-10-29,565,590,1,1.16262,1.16173,1.1644,8.9,TP,2.0,0.0,4317,False,False,True,True,-1.0,-1.0,-1.0,0.2999999999997449,2,85,2.6999999999999247,True
4,46,2026-01-13,481,660,1,1.16595,1.16528,1.16729,6.7,TP,2.0,0.0,4429,False,False,False,False,-1.0,-1.0,1.0,5.1000000000001044,0,0,3.1000000000003247,True
4,47,2026-02-17,481,510,-1,1.18406,1.1844,1.18338,3.4,TP,2.0,0.0,4515,True,False,False,False,1.0,1.0,1.0,8.099999999999774,0,0,1.9999999999997797,True
4,47,2026-02-17,540,585,1,1.18335,1.18297,1.18411,3.8,TP,2.0,0.0,4527,False,False,False,False,1.0,-1.0,-1.0,2.9999999999996696,3,60,4.299999999999304,True
