entrada,salida,px_ent,px_sal,lotes,atr,motivo,noches,bruto,coste,neto,peor,capital
2020-01-15 14:02:00,2020-01-15 14:18:00,1556.865,1553.475305263158,2.950118159995769,3.3896947368421144,stop,0,-999.9999999999965,17.700708959974612,-1017.700708959971,-1090.6586837504192,98982.29929104004
2020-01-17 12:16:00,2020-01-17 13:52:00,1558.148,1555.2530210526315,3.419102559658207,2.894978947368425,stop,0,-989.8229929103824,20.514615357949243,-1010.3376082683316,-1132.7486780147397,97971.96168277171
2020-01-17 18:25:00,2020-01-17 20:45:00,1560.688,1557.8396421052632,3.4395945068491156,2.8483578947368473,stop,0,-979.7196168277229,20.637567041094695,-1000.3571838688176,-1062.8347026164454,96971.60449890289
2020-01-20 05:43:00,2020-01-20 10:00:00,1561.155,1560.348,3.4777841471538236,2.7883157894736876,tiempo,0,-280.65718067531924,20.866704882922942,-301.52388555824217,-699.0346135779344,96670.08061334465
2020-01-21 01:17:00,2020-01-21 06:00:00,1562.705,1565.615,3.712743893702478,2.6037368421052562,tiempo,0,1080.4084730674515,22.27646336221487,1058.1320097052367,-251.35276160364356,97728.21262304988
2020-01-23 14:44:00,2020-01-23 15:08:00,1563.675,1560.8707894736842,3.485052627323498,2.8042105263157713,stop,0,-977.2821262304838,20.91031576394099,-998.1924419944247,-1128.111535464584,96730.02018105546
2020-01-24 15:11:00,2020-01-24 20:00:00,1567.848,1571.048,3.3447082972815805,2.8920315789473485,tiempo,0,1070.306655130121,20.06824978368948,1050.2384053464316,-274.26608037708655,97780.25858640189
2020-01-26 23:00:00,2020-01-27 04:00:00,1579.248,1579.345,3.011998730790855,3.2463578947368252,tiempo,1,29.216387688665268,123.49194796242506,-94.2755602737598,-729.8072924706685,97685.98302612813
2020-01-30 08:21:00,2020-01-30 09:20:00,1582.965,1579.5900105263156,2.8944085244654816,3.3749894736841988,stop,0,-976.8598302613133,17.36645114679289,-994.2262814081062,-1067.1684229704094,96691.75674472003
2020-01-30 17:38:00,2020-01-30 19:42:00,1585.188,1581.6335894736844,2.7203317126382403,3.5544105263157832,stop,0,-966.9175674471717,16.321990275829442,-983.2395577230011,-1317.456648430735,95708.51718699702
2020-01-31 15:46:00,2020-01-31 16:56:00,1585.888,1582.670494736842,2.974618822940545,3.2175052631578804,stop,0,-957.0851718699518,17.84771293764327,-974.932884807595,-1110.425206603706,94733.58430218943
2020-01-31 21:30:00,2020-02-03 00:36:00,1589.476,1586.2078421052634,2.898684437944447,3.2681578947368317,stop,3,-947.3358430218732,321.75397261183366,-1269.0898156337068,-1388.7597142191962,93464.49448655572
2020-02-07 00:45:00,2020-02-07 05:00:00,1568.178,1565.678,2.5697197561486402,3.637147368421036,tiempo,0,-642.42993903716,15.418318536891842,-657.8482575740519,-773.4856466007525,92806.64622898167
2020-02-07 10:11:00,2020-02-07 12:19:00,1569.065,1565.6425263157896,2.7116832674899047,3.4224736842105097,stop,0,-928.0664622897991,16.27009960493943,-944.3365618947386,-956.410688443716,91862.30966708693
2020-02-09 23:32:00,2020-02-10 01:45:00,1574.008,1570.4880105263157,2.6097325106753617,3.5199894736841926,stop,1,-918.6230966708949,106.99903293768983,-1025.6221296085848,-1078.6024466621157,90836.68753747834
2020-02-10 17:35:00,2020-02-10 20:28:00,1576.578,1573.1437157894736,2.6449962195632475,3.434284210526307,stop,0,-908.3668753747967,15.869977317379485,-924.2368526921762,-931.8321681521229,89912.45068478616
2020-02-13 03:55:00,2020-02-13 08:00:00,1573.978,1575.245,3.1341484482984496,2.868800000000008,tiempo,0,397.09660839935884,18.804890689790696,378.29171770956816,-580.7577074697404,90290.74240249573
2020-02-13 09:54:00,2020-02-13 12:02:00,1575.778,1572.8840315789473,3.119962945886385,2.8939684210526426,stop,0,-902.9074240249766,18.71977767531831,-921.6272017002949,-926.6289949282818,89369.11520079544
