i,alcista,d,vuelve,base,r3,velas
15,True,0.3451356030365851,1.0,0.9273403019744483,0.34392991239049364,23.0
28,True,0.8097656831691257,1.0,0.8391482771970576,1.6062992125984195,2.0
29,True,0.022468322847368043,1.0,0.9911575687185443,1.1823529411765086,1.0
33,True,2.1249677311959867,1.0,0.6182888114595432,3.1746987951805554,3.0
34,True,0.7490415883261796,1.0,0.8497560975609756,0.57077798861481,1.0
37,False,1.3313291534282359,1.0,0.785954316686024,0.9845662586482593,25.0
38,False,1.3393080048138868,1.0,0.7846844754161827,0.7585585585585403,3.0
39,False,0.37622747125409983,1.0,0.9390011614401859,0.6579572446555719,1.0
41,True,1.2032927121941177,1.0,0.7673248161053039,1.1137026239066663,1.0
47,False,0.6802233098782532,1.0,0.891413085559427,0.7472440944881944,9.0
53,True,0.7293097449676588,1.0,0.8534262485481998,1.0329273793414961,12.0
57,True,0.6735390114346773,1.0,0.8647154471544716,0.9012886597938602,3.0
62,True,2.8960280278005466,1.0,0.5147657762291908,3.8600000000000363,2.0
63,True,0.0,1.0,0.9965466511807975,0.5210362694300255,1.0
65,False,1.7241466509065813,1.0,0.7227874564459931,0.9992056136634035,12.0
66,False,1.212740093054846,1.0,0.8056058846302749,0.7976679475288383,1.0
72,True,0.45737155984727157,0.0,0.9060627177700349,0.3779870922728201,
73,True,0.5039940854712935,0.0,0.8963530778164924,1.1721273650207764,
74,True,0.4450787210176955,1.0,0.9083391405342625,0.7755905511810548,1.0
81,False,0.40886179417108065,1.0,0.9342934572202864,1.413454270597361,2.0
82,False,0.003240421144965449,1.0,0.9961130468447542,0.5828877005348003,1.0
84,True,0.2818455928929803,1.0,0.9399303135888502,0.7106598984771937,1.0
89,True,0.3506256459073097,1.0,0.9264576074332171,0.9560439560439999,3.0
90,True,0.30006075110155456,1.0,0.9365389082462253,0.8390804597700218,2.0
93,False,0.5187352142151056,1.0,0.917289972899729,1.5559293523969846,6.0
95,False,0.34857434422597827,1.0,0.9439101819589625,0.511562718990936,1.0
97,True,0.13533380667727396,0.0,0.9697406116918312,0.7824987354577418,
103,True,1.6111466923719848,0.0,0.6972977158343012,0.9121813031161621,
104,True,0.36479957611097547,1.0,0.9236701509872242,0.5394409937888401,1.0
118,False,0.0,1.0,0.9972280294231514,0.5095541401273065,1.0
120,True,1.1701969144334565,0.0,0.7728687572590012,1.05542857142869,
121,True,0.9298871424717003,1.0,0.8156562137049942,1.0286951813750136,1.0
125,True,1.2361629613209144,1.0,0.761873790166473,0.5643776824034257,31.0
126,True,2.575700143857915,1.0,0.5558652729384437,2.0498098859315936,22.0
127,True,1.5939091909391159,1.0,0.7000851722802942,0.6900389538119331,18.0
129,True,1.8641542326910827,1.0,0.657560975609756,1.6237942122185685,2.0
130,True,0.2369254434111361,1.0,0.9493612078977932,0.9855445544554721,1.0
138,False,0.40916635410638263,1.0,0.9342624854819976,0.4868804664722491,2.0
141,True,0.041586460779668155,1.0,0.987595818815331,0.6587112171837959,1.0
146,False,0.756315222647322,1.0,0.879008904374758,0.5818584070796725,3.0
147,False,0.28773790587095,1.0,0.9533875338753388,0.4855513307984755,1.0
150,True,1.1344607808513718,1.0,0.779465737514518,0.5690799396681522,2.0
166,False,0.6845381696521299,1.0,0.8908091366627952,0.876666666666703,14.0
167,False,1.2982486402681974,1.0,0.791451800232288,1.806083650190039,12.0
168,False,0.2151226874883483,1.0,0.9643360433604335,0.6926315789473607,1.0
180,True,0.441262471073395,1.0,0.9089740611691831,0.5784906652642947,1.0
183,False,0.21269411638191738,1.0,0.9646302748741773,0.611510791366797,1.0
185,True,0.45772915123497293,1.0,0.9059233449477352,1.204385964912017,2.0
186,True,0.048142683057319315,1.0,0.9863724351529229,0.6045156591405944,1.0
188,False,0.3345911769780803,1.0,0.9460936895083236,0.6010129431626097,1.0
197,False,0.8313948253454448,1.0,0.8674564459930314,0.5403381642512437,2.0
204,False,1.1833861860503272,1.0,0.8106542779713511,0.9250936329587865,8.0
205,False,0.009458181535341354,1.0,0.995152922957801,0.2712550607287714,1.0
213,True,0.11345121379092006,1.0,0.9739992257065427,0.6019417475728284,1.0
215,False,1.4211527400930544,1.0,0.7711653116531165,2.862886597938109,2.0
219,False,1.5150423602936465,0.0,0.756144018583043,1.6297491039426828,
220,False,1.5186291657020745,1.0,0.7553387533875339,1.1787992082692098,6.0
225,True,0.5243103297627781,1.0,0.8926209833526907,0.6176470588235731,2.0
226,True,0.0683849535742221,1.0,0.98267131242741,0.804232804232752,1.0
244,False,0.03685206041071972,1.0,0.9911730545876888,0.5231130564748461,1.0
249,False,1.1564807568822448,1.0,0.8150832365466512,1.0377083333332928,8.0
250,False,0.5650883173579433,1.0,0.9098412698412699,0.8974101586026967,2.0
258,True,0.3822139341840402,1.0,0.920650406504065,0.5909797822705727,3.0
262,True,0.5177276111848885,1.0,0.8938753387533875,0.38814531548756515,2.0
265,False,0.6564403671096583,1.0,0.895454897406117,0.8359409924005594,1.0
