dia,i,lado,tipo,nivel,entrada,stop,obj,riesgo,hora,ts,R,motivo,neto,dirH1,dirM15,favH1,favM15,diaD,Rinv,motInv,netoInv
2021-10-12,132159,-1,A,alto,1.15614,1.15639,1.1556399999999998,2.500000000000835,8,2021-10-12 06:09:00,-1.0,SL,-1.571999999999809,1,-1,False,True,2021-10-12,2.0,TP,1.428000000000191
2021-10-13,132463,1,B,alto,1.15556,1.15469,1.1572999999999998,8.699999999999264,9,2021-10-13 07:39:00,-1.0,SL,-1.164367816091968,-1,1,False,True,2021-10-13,-1.0,SL,-1.164367816091968
2021-10-18,133345,-1,B,mínimo,1.15781,1.15854,1.1563500000000002,7.299999999998974,11,2021-10-18 09:29:00,-1.0,SL,-1.1958904109589317,1,-1,False,True,2021-10-18,2.0,TP,1.8041095890410683
2021-11-08,137623,-1,B,mínimo,1.15537,1.1563,1.1535099999999998,9.300000000000974,8,2021-11-08 07:39:00,-1.0,SL,-1.1537634408601989,1,-1,False,True,2021-11-08,2.0,TP,1.8462365591398011
2021-11-22,140496,1,A,mínimo,1.1268,1.12653,1.12734,2.6999999999999247,8,2021-11-22 07:04:00,-1.0,SL,-1.5296296296296443,-1,-1,False,False,2021-11-22,2.0,TP,1.4703703703703557
2021-11-23,140796,-1,B,alto,1.12458,1.12543,1.12288,8.500000000000174,9,2021-11-23 08:04:00,-1.0,SL,-1.1682352941176437,1,1,False,False,2021-11-23,2.0,TP,1.8317647058823563
2021-11-24,141086,1,B,alto,1.12539,1.12428,1.1276099999999998,11.099999999999444,9,2021-11-24 08:14:00,-1.0,SL,-1.1288288288288353,-1,1,False,True,2021-11-24,2.0,TP,1.8711711711711647
2021-12-03,143088,1,A,mínimo,1.12847,1.12821,1.1289900000000004,2.60000000000149,8,2021-12-03 07:04:00,-1.0,SL,-1.5499999999996847,-1,-1,False,False,2021-12-03,-1.0,SL,-1.5499999999996847
2021-12-07,143671,1,B,alto,1.12967,1.12922,1.13057,4.500000000000615,8,2021-12-07 07:39:00,-1.0,SL,-1.3177777777777344,-1,-1,False,False,2021-12-07,2.0,TP,1.6822222222222656
2021-12-09,144241,1,A,mínimo,1.13287,1.13274,1.13313,1.2999999999996348,8,2021-12-09 07:09:00,-1.0,SL,-2.1000000000003087,-1,-1,False,False,2021-12-09,-1.0,SL,-2.1000000000003087
2021-12-13,144814,1,A,mínimo,1.12852,1.12848,1.1286,0.4000000000004,8,2021-12-13 07:04:00,-1.0,SL,-4.574999999996425,-1,-1,False,False,2021-12-13,-1.0,SL,-4.574999999996425
2021-12-14,145126,-1,A,alto,1.12813,1.12827,1.12785,1.40000000000029,10,2021-12-14 09:04:00,2.0,TP,0.97857142857164,1,1,False,False,2021-12-14,-1.0,SL,-2.02142857142836
2021-12-20,146286,-1,B,alto,1.12508,1.12623,1.12278,11.499999999999844,10,2021-12-20 09:49:00,-1.0,SL,-1.1243478260869582,1,-1,False,True,2021-12-20,2.0,TP,1.8756521739130418
2021-12-23,147130,1,A,mínimo,1.13265,1.13228,1.13339,3.699999999999815,9,2021-12-23 08:14:00,-1.0,SL,-1.386486486486506,-1,-1,False,False,2021-12-23,2.0,TP,1.6135135135134941
2021-12-28,148014,-1,A,alto,1.13303,1.13307,1.13295,0.4000000000004,11,2021-12-28 10:04:00,-1.0,SL,-4.574999999996425,1,1,False,False,2021-12-28,2.0,TP,-1.5749999999964248
2021-12-29,148269,1,A,mínimo,1.12995,1.12977,1.13031,1.80000000000069,8,2021-12-29 07:24:00,-1.0,SL,-1.79444444444414,-1,-1,False,False,2021-12-29,-1.0,SL,-1.7944444444441399
2021-12-31,148847,1,A,mínimo,1.131,1.1308,1.1314,1.99999999999978,8,2021-12-31 07:39:00,-1.0,SL,-1.715000000000079,-1,-1,False,False,2021-12-31,2.0,TP,1.2849999999999213
2022-01-07,150280,1,B,alto,1.13029,1.1298,1.1312700000000002,4.900000000001015,8,2022-01-07 07:14:00,2.0,TP,1.708163265306183,1,-1,True,False,2022-01-07,-1.0,SL,-1.291836734693817
2022-01-10,150578,-1,B,mínimo,1.1328,1.13337,1.13166,5.699999999999594,9,2022-01-10 08:04:00,-1.0,SL,-1.250877192982474,1,-1,False,True,2022-01-10,-1.0,SL,-1.250877192982474
2022-01-12,151140,1,A,mínimo,1.13645,1.13641,1.13653,0.4000000000004,8,2022-01-12 07:04:00,-1.0,SL,-4.574999999996425,-1,-1,False,False,2022-01-12,-1.0,SL,-4.574999999996425
2022-01-24,153455,1,A,mínimo,1.1319,1.13155,1.1325999999999996,3.4999999999985043,9,2022-01-24 08:09:00,-1.0,SL,-1.4085714285716031,-1,-1,False,False,2022-01-24,2.0,TP,1.5914285714283969
2022-01-25,153729,-1,B,mínimo,1.13053,1.13098,1.12963,4.500000000000615,8,2022-01-25 07:04:00,-1.0,SL,-1.3177777777777344,-1,1,True,False,2022-01-25,2.0,TP,1.6822222222222656
2022-01-26,154017,1,A,mínimo,1.12946,1.12931,1.1297599999999997,1.4999999999987246,8,2022-01-26 07:04:00,-1.0,SL,-1.953333333334144,-1,-1,False,False,2022-01-26,-1.0,SL,-1.953333333334144
2022-01-27,154306,-1,B,mínimo,1.12158,1.12191,1.12092,3.2999999999994145,8,2022-01-27 07:09:00,2.0,TP,1.5666666666665898,-1,1,True,False,2022-01-27,-1.0,SL,-1.4333333333334102
2022-01-28,154615,1,B,mínimo,1.1136,1.11297,1.1148599999999995,6.299999999999084,9,2022-01-28 08:59:00,-1.0,SL,-1.22698412698416,-1,1,False,True,2022-01-28,-1.0,SL,-1.22698412698416
2022-01-31,154881,-1,A,alto,1.11659,1.1167,1.11637,1.100000000000545,8,2022-01-31 07:09:00,2.0,TP,0.7000000000006441,1,1,False,False,2022-01-31,-1.0,SL,-2.299999999999356
2022-01-31,154907,-1,B,alto,1.1169,1.11731,1.11608,4.100000000000215,10,2022-01-31 09:19:00,-1.0,SL,-1.3487804878048597,1,-1,False,True,2022-01-31,2.0,TP,1.6512195121951403
2022-02-09,156898,1,A,mínimo,1.14132,1.14128,1.1413999999999995,0.3999999999981796,8,2022-02-09 07:29:00,-1.0,SL,-4.57500000001627,-1,-1,False,False,2022-02-09,-1.0,SL,-4.57500000001627
2022-02-10,157193,-1,A,alto,1.14285,1.14287,1.1428099999999997,0.2000000000013102,9,2022-02-10 08:04:00,-1.0,SL,-8.14999999995316,1,1,False,False,2022-02-10,-1.0,SL,-8.14999999995316
2022-02-15,158047,1,B,alto,1.13263,1.132,1.1338900000000005,6.300000000001305,8,2022-02-15 07:19:00,-1.0,SL,-1.22698412698408,-1,1,False,True,2022-02-15,2.0,TP,1.77301587301592
2022-02-17,158636,-1,A,alto,1.138,1.13841,1.13718,4.100000000000215,9,2022-02-17 08:24:00,2.0,TP,1.6512195121951403,1,1,False,False,2022-02-17,-1.0,SL,-1.3487804878048597
2022-02-22,159518,-1,B,alto,1.13204,1.13278,1.13056,7.399999999999629,10,2022-02-22 09:54:00,-1.0,SL,-1.193243243243253,1,-1,False,True,2022-02-22,2.0,TP,1.806756756756747
2022-02-23,159772,-1,B,mínimo,1.13168,1.13256,1.12992,8.799999999999919,8,2022-02-23 07:04:00,-1.0,SL,-1.1625000000000014,1,-1,False,True,2022-02-23,2.0,TP,1.8374999999999986
2022-03-01,160955,-1,B,mínimo,1.11954,1.12051,1.1176,9.699999999999154,10,2022-03-01 09:54:00,2.0,TP,1.852577319587616,1,-1,False,True,2022-03-01,-1.0,SL,-1.147422680412384
2022-03-02,161242,1,B,mínimo,1.10925,1.10732,1.11311,19.29999999999988,10,2022-03-02 09:54:00,-1.0,SL,-1.074093264248705,-1,-1,False,False,2022-03-02,-1.0,SL,-1.074093264248705
2022-03-03,161509,1,A,mínimo,1.10934,1.10907,1.10988,2.6999999999999247,9,2022-03-03 08:09:00,2.0,TP,1.4703703703703557,-1,-1,False,False,2022-03-03,-1.0,SL,-1.5296296296296443
2022-03-04,161789,1,A,mínimo,1.10143,1.10102,1.1022499999999995,4.099999999997994,8,2022-03-04 07:29:00,-1.0,SL,-1.3487804878050489,-1,-1,False,False,2022-03-04,-1.0,SL,-1.3487804878050487
2022-03-08,162382,-1,B,alto,1.08952,1.09137,1.0858200000000002,18.49999999999908,9,2022-03-08 08:54:00,-1.0,SL,-1.0772972972973012,1,1,False,False,2022-03-08,-1.0,SL,-1.0772972972973012
2022-03-08,162385,-1,B,alto,1.08835,1.09051,1.0840299999999996,21.60000000000161,10,2022-03-08 09:09:00,-1.0,SL,-1.0662037037036989,1,-1,False,True,2022-03-08,2.0,TP,1.9337962962963013
2022-03-10,162960,1,B,alto,1.10455,1.10261,1.1084299999999996,19.399999999998307,10,2022-03-10 09:04:00,-1.0,SL,-1.073711340206192,-1,1,False,True,2022-03-10,-1.0,SL,-1.073711340206192
2022-03-10,162970,-1,B,mínimo,1.10396,1.10573,1.10042,17.700000000000493,10,2022-03-10 09:54:00,-1.0,SL,-1.0807909604519752,-1,1,True,False,2022-03-10,2.0,TP,1.9192090395480248
2022-03-11,163265,1,B,mínimo,1.09815,1.09723,1.09999,9.20000000000032,11,2022-03-11 10:29:00,2.0,TP,1.8445652173913096,-1,1,False,True,2022-03-11,-1.0,SL,-1.1554347826086901
2022-03-16,164130,-1,B,alto,1.09847,1.09893,1.0975500000000002,4.599999999999049,9,2022-03-16 08:34:00,-1.0,SL,-1.3108695652174556,1,-1,False,True,2022-03-16,-1.0,SL,-1.3108695652174556
2022-03-28,166402,-1,B,mínimo,1.09462,1.09552,1.0928199999999997,9.00000000000123,10,2022-03-28 08:04:00,-1.0,SL,-1.158888888888867,1,1,False,False,2022-03-28,2.0,TP,1.841111111111133
2022-03-29,166689,1,A,alto,1.10024,1.09993,1.1008600000000002,3.1000000000003247,10,2022-03-29 08:04:00,-1.0,SL,-1.4612903225805969,-1,-1,False,False,2022-03-29,2.0,TP,1.5387096774194031
2022-03-31,167248,-1,B,mínimo,1.11616,1.11702,1.1144400000000003,8.599999999998609,8,2022-03-31 06:39:00,-1.0,SL,-1.1662790697674688,1,1,False,False,2022-03-31,-1.0,SL,-1.1662790697674688
2022-04-01,167528,-1,B,mínimo,1.1056,1.10702,1.10276,14.199999999999768,8,2022-04-01 06:09:00,-1.0,SL,-1.1007042253521142,1,-1,False,True,2022-04-01,-1.0,SL,-1.1007042253521142
2022-04-04,167818,1,A,mínimo,1.10414,1.10383,1.1047599999999995,3.0999999999981043,8,2022-04-04 06:19:00,-1.0,SL,-1.4612903225809273,-1,-1,False,False,2022-04-04,-1.0,SL,-1.4612903225809273
2022-04-05,168136,-1,B,mínimo,1.09667,1.0969,1.09621,2.2999999999995246,10,2022-04-05 08:49:00,-1.0,SL,-1.6217391304349111,1,-1,False,True,2022-04-05,-1.0,SL,-1.6217391304349111
2022-04-06,168431,-1,B,alto,1.09073,1.09137,1.08945,6.399999999999739,11,2022-04-06 09:29:00,-1.0,SL,-1.223437500000009,1,-1,False,True,2022-04-06,-1.0,SL,-1.223437500000009
2022-04-08,168978,-1,B,mínimo,1.08557,1.08649,1.08373,9.20000000000032,9,2022-04-08 07:09:00,-1.0,SL,-1.15543478260869,1,-1,False,True,2022-04-08,2.0,TP,1.8445652173913099
2022-04-11,169261,-1,B,mínimo,1.08771,1.08812,1.08689,4.100000000000215,8,2022-04-11 06:44:00,-1.0,SL,-1.3487804878048597,1,-1,False,True,2022-04-11,2.0,TP,1.6512195121951403
2022-04-12,169540,1,A,mínimo,1.08721,1.08699,1.0876500000000002,2.20000000000109,8,2022-04-12 06:04:00,-1.0,SL,-1.649999999999678,-1,-1,False,False,2022-04-12,2.0,TP,1.350000000000322
2022-04-13,169826,-1,A,alto,1.08422,1.08439,1.08388,1.7000000000000348,8,2022-04-13 06:04:00,2.0,TP,1.158823529411782,-1,1,True,False,2022-04-13,-1.0,SL,-1.841176470588218
2022-04-19,170993,-1,A,alto,1.07845,1.07874,1.0778699999999997,2.900000000001235,9,2022-04-19 07:19:00,-1.0,SL,-1.493103448275652,1,1,False,False,2022-04-19,2.0,TP,1.506896551724348
2022-04-26,172426,1,A,mínimo,1.07104,1.07073,1.07166,3.1000000000003247,8,2022-04-26 06:49:00,-1.0,SL,-1.4612903225805969,-1,-1,False,False,2022-04-26,2.0,TP,1.5387096774194031
2022-05-02,173568,1,A,mínimo,1.05136,1.05125,1.0515800000000002,1.100000000000545,8,2022-05-02 06:14:00,-1.0,SL,-2.299999999999356,1,-1,True,False,2022-05-02,-1.0,SL,-2.299999999999356
2022-05-03,173890,-1,B,mínimo,1.04953,1.05073,1.0471300000000003,11.999999999998678,11,2022-05-03 09:04:00,-1.0,SL,-1.1191666666666795,1,-1,False,True,2022-05-03,2.0,TP,1.8808333333333203
2022-05-04,174175,1,B,alto,1.05326,1.05261,1.0545600000000002,6.500000000000394,10,2022-05-04 08:49:00,-1.0,SL,-1.2199999999999869,1,-1,True,False,2022-05-04,2.0,TP,1.7800000000000133
2022-05-04,174142,-1,B,mínimo,1.05085,1.0514,1.0497500000000004,5.499999999998284,8,2022-05-04 06:04:00,-1.0,SL,-1.260000000000081,-1,1,True,False,2022-05-04,2.0,TP,1.739999999999919
2022-05-04,174157,-1,B,mínimo,1.05106,1.05236,1.0484600000000004,12.999999999998568,9,2022-05-04 07:19:00,-1.0,SL,-1.110000000000012,1,-1,False,True,2022-05-04,2.0,TP,1.889999999999988
2022-05-06,174752,-1,B,alto,1.05444,1.05696,1.0494000000000003,25.19999999999856,10,2022-05-06 08:54:00,-1.0,SL,-1.056746031746035,1,1,False,False,2022-05-06,2.0,TP,1.943253968253965
2022-05-06,174740,1,B,mínimo,1.05317,1.04955,1.06041,36.19999999999956,9,2022-05-06 07:54:00,0.4337016574585884,cierre,0.3941988950276487,-1,1,False,True,2022-05-06,-1.0,SL,-1.0395027624309396
2022-05-12,175869,1,A,mínimo,1.05046,1.04995,1.05148,5.100000000000104,8,2022-05-12 06:04:00,-1.0,SL,-1.2803921568627394,-1,-1,False,False,2022-05-12,2.0,TP,1.7196078431372606
2022-05-13,176158,-1,A,alto,1.03977,1.04006,1.0391900000000005,2.8999999999990145,8,2022-05-13 06:09:00,2.0,TP,1.5068965517239703,1,-1,False,True,2022-05-13,-1.0,SL,-1.4931034482760297
2022-05-13,176167,1,B,alto,1.0404,1.03909,1.0430199999999998,13.099999999999223,8,2022-05-13 06:54:00,-1.0,SL,-1.109160305343518,1,-1,True,False,2022-05-13,-1.0,SL,-1.109160305343518
2022-05-13,176190,-1,B,alto,1.03997,1.04082,1.03827,8.500000000000174,10,2022-05-13 08:49:00,-1.0,SL,-1.1682352941176437,1,-1,False,True,2022-05-13,-1.0,SL,-1.1682352941176437
2022-05-17,176751,-1,B,alto,1.04551,1.04581,1.04491,2.9999999999996696,9,2022-05-17 07:44:00,-1.0,SL,-1.4766666666667192,1,-1,False,True,2022-05-17,2.0,TP,1.5233333333332808
2022-05-20,177619,-1,B,mínimo,1.05576,1.0572,1.0528800000000005,14.399999999998858,10,2022-05-20 08:19:00,-1.0,SL,-1.0993055555555635,1,-1,False,True,2022-05-20,2.0,TP,1.9006944444444365
2022-06-01,179916,1,B,alto,1.07316,1.07137,1.0767399999999998,17.899999999999583,10,2022-06-01 08:09:00,-1.0,SL,-1.0798882681564264,1,-1,True,False,2022-06-01,2.0,TP,1.9201117318435736
2022-06-03,180480,-1,B,mínimo,1.07465,1.07502,1.07391,3.699999999999815,9,2022-06-03 07:19:00,-1.0,SL,-1.386486486486506,1,-1,False,True,2022-06-03,2.0,TP,1.6135135135134941
2022-06-06,180765,-1,A,alto,1.07315,1.07346,1.07253,3.1000000000003247,9,2022-06-06 07:09:00,-1.0,SL,-1.4612903225805969,1,1,False,False,2022-06-06,-1.0,SL,-1.4612903225805969
2022-06-07,181066,1,B,alto,1.07014,1.06909,1.07224,10.499999999999954,10,2022-06-07 08:14:00,-1.0,SL,-1.1361904761904769,-1,1,False,True,2022-06-07,2.0,TP,1.8638095238095231
2022-06-07,181042,-1,B,mínimo,1.06659,1.06766,1.0644499999999997,10.700000000001264,8,2022-06-07 06:14:00,-1.0,SL,-1.1336448598130684,1,-1,False,True,2022-06-07,2.0,TP,1.8663551401869316
2022-06-08,181359,-1,B,mínimo,1.06763,1.06896,1.0649700000000004,13.299999999998311,10,2022-06-08 08:44:00,-1.0,SL,-1.107518796992495,1,-1,False,True,2022-06-08,2.0,TP,1.892481203007505
2022-06-14,182478,-1,A,alto,1.04383,1.04391,1.0436700000000003,0.7999999999985796,8,2022-06-14 06:04:00,-1.0,SL,-2.7875000000031736,1,1,False,False,2022-06-14,-1.0,SL,-2.7875000000031736
2022-06-15,182776,-1,B,alto,1.04724,1.04837,1.0449799999999998,11.300000000000754,8,2022-06-15 06:54:00,-1.0,SL,-1.1265486725663632,1,1,False,False,2022-06-15,-1.0,SL,-1.1265486725663632
2022-06-15,182787,-1,B,alto,1.04572,1.04915,1.03886,34.30000000000044,9,2022-06-15 07:49:00,-1.0,SL,-1.0416909620991248,1,-1,False,True,2022-06-15,-1.0,SL,-1.0416909620991248
2022-06-17,183357,1,B,mínimo,1.05174,1.05098,1.0532599999999996,7.599999999998719,9,2022-06-17 07:24:00,-1.0,SL,-1.1881578947368738,-1,1,False,True,2022-06-17,-1.0,SL,-1.1881578947368738
2022-06-17,183374,1,B,mínimo,1.05258,1.05017,1.0574,24.100000000000232,10,2022-06-17 08:49:00,-1.0,SL,-1.0593360995850616,-1,1,False,True,2022-06-17,2.0,TP,1.9406639004149384
2022-06-17,183382,-1,B,mínimo,1.05178,1.05326,1.0488199999999996,14.80000000000148,11,2022-06-17 09:29:00,2.0,TP,1.903378378378388,-1,1,True,False,2022-06-17,-1.0,SL,-1.096621621621612
2022-06-22,184212,-1,B,mínimo,1.04858,1.04978,1.0461800000000003,11.999999999998678,8,2022-06-22 06:49:00,-1.0,SL,-1.1191666666666795,-1,1,True,False,2022-06-22,-1.0,SL,-1.1191666666666797
2022-06-22,184218,1,B,mínimo,1.0486,1.04715,1.0515,14.499999999999512,9,2022-06-22 07:19:00,2.0,TP,1.901379310344824,-1,-1,False,False,2022-06-22,-1.0,SL,-1.0986206896551758
2022-06-27,185077,-1,A,alto,1.05733,1.05736,1.0572700000000002,0.2999999999997449,9,2022-06-27 07:09:00,-1.0,SL,-5.766666666670719,1,1,False,False,2022-06-27,-1.0,SL,-5.766666666670719
2022-06-28,185363,-1,B,alto,1.05825,1.05957,1.05561,13.199999999999878,8,2022-06-28 06:59:00,-1.0,SL,-1.1083333333333345,1,1,False,False,2022-06-28,-1.0,SL,-1.1083333333333343
2022-06-30,185929,1,B,alto,1.0461,1.04538,1.04754,7.200000000000539,8,2022-06-30 06:14:00,-1.0,SL,-1.1986111111110962,-1,1,False,True,2022-06-30,-1.0,SL,-1.1986111111110962
2022-06-30,185958,1,B,alto,1.04524,1.04337,1.04898,18.700000000000383,10,2022-06-30 08:39:00,-1.0,SL,-1.0764705882352923,-1,-1,False,False,2022-06-30,2.0,TP,1.9235294117647075
2022-07-06,187089,-1,A,alto,1.0269,1.02702,1.0266599999999997,1.2000000000012,8,2022-07-06 06:59:00,-1.0,SL,-2.191666666665475,1,1,False,False,2022-07-06,-1.0,SL,-2.191666666665475
2022-07-06,187095,1,B,alto,1.02679,1.0256,1.02917,11.900000000000244,9,2022-07-06 07:29:00,-1.0,SL,-1.1201680672268883,-1,1,False,True,2022-07-06,2.0,TP,1.8798319327731117
2022-07-06,187103,1,B,alto,1.02703,1.0254,1.0302900000000002,16.300000000000203,10,2022-07-06 08:09:00,-1.0,SL,-1.087730061349692,-1,1,False,True,2022-07-06,2.0,TP,1.912269938650308
2022-07-06,187112,1,A,mínimo,1.02452,1.0241,1.0253600000000005,4.20000000000087,10,2022-07-06 08:54:00,-1.0,SL,-1.34047619047612,-1,-1,False,False,2022-07-06,2.0,TP,1.65952380952388
2022-07-13,188528,1,B,alto,1.00421,1.00327,1.00609,9.399999999999409,9,2022-07-13 07:04:00,-1.0,SL,-1.1521276595744776,-1,1,False,True,2022-07-13,2.0,TP,1.8478723404255224
2022-07-15,189098,1,A,mínimo,1.00181,1.00139,1.0026500000000005,4.20000000000087,8,2022-07-15 06:39:00,-1.0,SL,-1.34047619047612,-1,-1,False,False,2022-07-15,2.0,TP,1.65952380952388
2022-07-20,189964,-1,A,alto,1.02439,1.02449,1.02419,0.99999999999989,8,2022-07-20 06:54:00,-1.0,SL,-2.4300000000001574,1,1,False,False,2022-07-20,2.0,TP,0.5699999999998426
2022-07-20,189973,-1,B,alto,1.02474,1.02649,1.02124,17.499999999999183,9,2022-07-20 07:39:00,2.0,TP,1.9182857142857104,-1,1,True,False,2022-07-20,-1.0,SL,-1.0817142857142896
2022-07-21,190243,1,B,alto,1.02291,1.02188,1.0249700000000002,10.300000000000864,8,2022-07-21 06:09:00,-1.0,SL,-1.138834951456299,-1,1,False,True,2022-07-21,2.0,TP,1.861165048543701
2022-07-22,190546,1,A,mínimo,1.01875,1.01817,1.01991,5.800000000000249,9,2022-07-22 07:24:00,-1.0,SL,-1.2465517241379205,-1,-1,False,False,2022-07-22,2.0,TP,1.7534482758620795
2022-07-25,190832,1,B,alto,1.02108,1.01862,1.0259999999999998,24.599999999999067,9,2022-07-25 07:24:00,-1.0,SL,-1.0581300813008152,-1,1,False,True,2022-07-25,-1.0,SL,-1.0581300813008152
2022-07-26,191126,-1,B,mínimo,1.02132,1.02251,1.01894,11.900000000000244,9,2022-07-26 07:54:00,2.0,TP,1.879831932773112,-1,1,True,False,2022-07-26,-1.0,SL,-1.1201680672268883
2022-07-27,191392,1,B,alto,1.01501,1.01443,1.01617,5.800000000000249,8,2022-07-27 06:04:00,-1.0,SL,-1.2465517241379205,-1,-1,False,False,2022-07-27,2.0,TP,1.7534482758620795
2022-07-27,191408,-1,A,alto,1.01443,1.01504,1.01321,6.099999999999994,9,2022-07-27 07:24:00,-1.0,SL,-1.234426229508197,-1,1,True,False,2022-07-27,-1.0,SL,-1.234426229508197
2022-07-29,191983,-1,B,alto,1.02346,1.02444,1.0215,9.799999999999809,9,2022-07-29 07:29:00,2.0,TP,1.8540816326530585,1,-1,False,True,2022-07-29,-1.0,SL,-1.1459183673469415
2022-07-29,191986,-1,B,alto,1.02222,1.02431,1.0180399999999996,20.90000000000148,9,2022-07-29 07:44:00,-1.0,SL,-1.068421052631574,1,-1,False,True,2022-07-29,-1.0,SL,-1.068421052631574
2022-08-05,193403,-1,B,mínimo,1.02293,1.02333,1.0221299999999995,4.00000000000178,8,2022-08-05 06:04:00,-1.0,SL,-1.357499999999841,1,-1,False,True,2022-08-05,-1.0,SL,-1.357499999999841
2022-08-08,193719,-1,B,alto,1.01885,1.01954,1.0174700000000003,6.899999999998574,10,2022-08-08 08:24:00,2.0,TP,1.792753623188363,1,-1,False,True,2022-08-08,-1.0,SL,-1.207246376811637
2022-08-10,194292,-1,B,mínimo,1.02053,1.02114,1.01931,6.099999999999994,10,2022-08-10 08:09:00,-1.0,SL,-1.234426229508197,1,-1,False,True,2022-08-10,2.0,TP,1.765573770491803
2022-08-17,195706,1,B,alto,1.01825,1.0178,1.0191500000000002,4.500000000000615,8,2022-08-17 06:04:00,-1.0,SL,-1.3177777777777344,-1,-1,False,False,2022-08-17,2.0,TP,1.6822222222222656
2022-08-18,196017,1,B,mínimo,1.01611,1.01571,1.0169100000000004,4.00000000000178,9,2022-08-18 07:59:00,2.0,TP,1.642500000000159,-1,1,False,True,2022-08-18,-1.0,SL,-1.357499999999841
2022-08-23,196860,1,A,mínimo,0.99176,0.99165,0.99198,1.0999999999994348,8,2022-08-23 06:19:00,-1.0,SL,-2.300000000000668,-1,-1,False,False,2022-08-23,-1.0,SL,-2.3000000000006677
2022-08-24,197145,-1,B,mínimo,0.99391,0.99488,0.99197,9.700000000000264,8,2022-08-24 06:04:00,-1.0,SL,-1.147422680412367,1,-1,False,True,2022-08-24,2.0,TP,1.852577319587633
2022-08-25,197445,-1,B,alto,1.00094,1.00182,0.99918,8.799999999999919,9,2022-08-25 07:04:00,-1.0,SL,-1.1625000000000014,1,1,False,False,2022-08-25,-1.0,SL,-1.1625000000000014
2022-08-26,197748,-1,A,alto,0.99749,0.99765,0.99717,1.60000000000049,10,2022-08-26 08:19:00,-1.0,SL,-1.8937499999997265,1,1,False,False,2022-08-26,-1.0,SL,-1.8937499999997263
2022-09-02,199193,1,A,alto,0.99786,0.99775,0.99808,1.0999999999994348,10,2022-09-02 08:44:00,2.0,TP,0.699999999999332,1,-1,True,False,2022-09-02,-1.0,SL,-2.3000000000006677
2022-09-05,199467,1,B,alto,0.99244,0.99075,0.99582,16.899999999999693,9,2022-09-05 07:34:00,-1.0,SL,-1.084615384615386,-1,1,False,True,2022-09-05,-1.0,SL,-1.084615384615386
2022-09-05,199449,1,A,mínimo,0.98886,0.98843,0.9897199999999998,4.299999999999304,8,2022-09-05 06:04:00,2.0,TP,1.6674418604650625,-1,1,False,True,2022-09-05,-1.0,SL,-1.3325581395349375
2022-09-07,200060,-1,B,alto,0.99072,0.99164,0.9888800000000002,9.199999999999209,10,2022-09-07 08:59:00,2.0,TP,1.844565217391291,1,-1,False,True,2022-09-07,-1.0,SL,-1.155434782608709
2022-09-13,201194,1,B,alto,1.01461,1.0141,1.01563,5.100000000000104,9,2022-09-13 07:34:00,-1.0,SL,-1.2803921568627394,1,-1,True,False,2022-09-13,2.0,TP,1.7196078431372606
2022-09-14,201489,1,B,alto,1.00024,0.9981,1.00452,21.400000000000308,10,2022-09-14 08:09:00,-1.0,SL,-1.0668224299065412,-1,1,False,True,2022-09-14,1.0700934579439165,cierre,1.0032710280373753
2022-09-15,201756,-1,B,mínimo,0.99596,0.9965,0.9948799999999998,5.40000000000096,8,2022-09-15 06:24:00,-1.0,SL,-1.2648148148147678,-1,1,True,False,2022-09-15,2.0,TP,1.7351851851852322
2022-09-30,204921,1,A,mínimo,0.97969,0.97958,0.9799099999999998,1.0999999999994348,8,2022-09-30 06:44:00,-1.0,SL,-2.300000000000668,-1,-1,False,False,2022-09-30,2.0,TP,0.699999999999332
2022-10-07,206363,1,B,mínimo,0.97857,0.97742,0.9808700000000002,11.500000000000954,9,2022-10-07 07:04:00,2.0,TP,1.8756521739130536,-1,1,False,True,2022-10-07,-1.0,SL,-1.1243478260869462
2022-10-11,206942,-1,A,alto,0.9716,0.97225,0.9703000000000002,6.499999999999284,9,2022-10-11 07:39:00,2.0,TP,1.7799999999999758,1,1,False,False,2022-10-11,-1.0,SL,-1.2200000000000242
2022-10-17,208112,-1,A,alto,0.97511,0.97518,0.97497,0.700000000000145,11,2022-10-17 09:19:00,2.0,TP,-0.0428571428567199,1,1,False,False,2022-10-17,-1.0,SL,-3.04285714285672
2022-10-17,208103,-1,B,mínimo,0.97197,0.97463,0.96665,26.599999999999955,10,2022-10-17 08:34:00,-1.0,SL,-1.0537593984962408,1,-1,False,True,2022-10-17,2.0,TP,1.9462406015037592
2022-10-19,208677,1,B,mínimo,0.98301,0.9819,0.9852300000000002,11.100000000000554,10,2022-10-19 08:44:00,-1.0,SL,-1.1288288288288224,-1,-1,False,False,2022-10-19,2.0,TP,1.8711711711711776
2022-10-28,210693,1,B,mínimo,0.99614,0.99486,0.9987,12.800000000000589,11,2022-10-28 09:14:00,-1.0,SL,-1.1117187499999948,-1,1,False,True,2022-10-28,2.0,TP,1.8882812500000052
2022-11-15,214106,-1,A,alto,1.03404,1.03437,1.0333800000000002,3.2999999999994145,8,2022-11-15 07:04:00,-1.0,SL,-1.4333333333334102,1,1,False,False,2022-11-15,2.0,TP,1.5666666666665898
2022-11-17,214717,1,A,mínimo,1.03636,1.03605,1.03698,3.1000000000003247,10,2022-11-17 09:59:00,-1.0,SL,-1.4612903225805969,-1,-1,False,False,2022-11-17,-1.0,SL,-1.4612903225805969
