dia,i,lado,tipo,nivel,entrada,stop,obj,riesgo,hora,ts,R,motivo,neto,dirH1,dirM15,favH1,favM15,diaD,Rinv,motInv,netoInv
2022-11-21,215258,1,A,mínimo,1.02599,1.02572,1.02653,2.6999999999999247,8,2022-11-21 07:04:00,-1.0,SL,-1.5296296296296443,-1,-1,False,False,2022-11-21,-1.0,SL,-1.5296296296296443
2022-11-28,216702,-1,A,alto,1.03798,1.03807,1.0377999999999996,0.9000000000014552,8,2022-11-28 07:54:00,-1.0,SL,-2.58888888888632,1,1,False,False,2022-11-28,2.0,TP,0.41111111111368026
2022-11-30,217300,-1,B,alto,1.03575,1.03676,1.03373,10.099999999999554,10,2022-11-30 09:49:00,-1.0,SL,-1.141584158415848,1,-1,False,True,2022-11-30,2.0,TP,1.858415841584152
2022-12-01,217555,-1,A,alto,1.04522,1.04563,1.0444,4.100000000000215,8,2022-12-01 07:04:00,-1.0,SL,-1.3487804878048597,-1,1,True,False,2022-12-01,-1.0,SL,-1.3487804878048597
2022-12-02,217862,1,B,alto,1.05369,1.05244,1.05619,12.499999999999734,9,2022-12-02 08:39:00,-1.0,SL,-1.1144000000000025,1,-1,True,False,2022-12-02,2.0,TP,1.8855999999999975
2022-12-05,218142,1,A,mínimo,1.05389,1.05363,1.0544099999999998,2.5999999999992696,8,2022-12-05 07:59:00,-1.0,SL,-1.5500000000001544,-1,-1,False,False,2022-12-05,-1.0,SL,-1.5500000000001544
2022-12-09,219282,1,B,alto,1.05849,1.05757,1.06033,9.20000000000032,8,2022-12-09 07:09:00,-1.0,SL,-1.15543478260869,-1,1,False,True,2022-12-09,2.0,TP,1.8445652173913099
2022-12-12,219575,-1,A,alto,1.05266,1.05313,1.05172,4.699999999999704,8,2022-12-12 07:34:00,-1.0,SL,-1.3042553191489552,1,1,False,False,2022-12-12,-1.0,SL,-1.3042553191489552
2022-12-13,219890,1,A,mínimo,1.05391,1.05357,1.05459,3.4000000000000696,10,2022-12-13 09:54:00,-1.0,SL,-1.420588235294109,-1,-1,False,False,2022-12-13,-1.0,SL,-1.420588235294109
2022-12-16,220721,-1,A,alto,1.06587,1.06622,1.0651700000000004,3.4999999999985043,8,2022-12-16 07:19:00,2.0,TP,1.5914285714283969,-1,1,True,False,2022-12-16,-1.0,SL,-1.4085714285716031
2022-12-16,220735,-1,B,mínimo,1.06286,1.06374,1.0611,8.799999999999919,9,2022-12-16 08:29:00,-1.0,SL,-1.1625000000000014,1,-1,False,True,2022-12-16,2.0,TP,1.8374999999999986
2022-12-19,221040,-1,B,alto,1.06349,1.06513,1.0602100000000003,16.399999999998638,10,2022-12-19 09:54:00,2.0,TP,1.9128048780487727,1,-1,False,True,2022-12-19,-1.0,SL,-1.0871951219512268
2022-12-22,221885,1,B,alto,1.06505,1.06365,1.0678500000000002,14.00000000000068,9,2022-12-22 08:19:00,-1.0,SL,-1.1021428571428522,-1,1,False,True,2022-12-22,2.0,TP,1.8978571428571478
2022-12-30,223584,1,A,mínimo,1.06423,1.06416,1.06437,0.700000000000145,8,2022-12-30 07:34:00,2.0,TP,-0.0428571428567199,-1,1,False,True,2022-12-30,-1.0,SL,-3.04285714285672
2023-01-03,224148,1,A,mínimo,1.0652,1.065,1.0656,1.99999999999978,8,2023-01-03 07:14:00,2.0,TP,1.284999999999921,-1,-1,False,False,2023-01-03,-1.0,SL,-1.7150000000000787
2023-01-05,224720,1,A,mínimo,1.0607,1.06027,1.0615599999999998,4.299999999999304,8,2023-01-05 07:04:00,-1.0,SL,-1.3325581395349375,-1,-1,False,False,2023-01-05,-1.0,SL,-1.3325581395349375
2023-01-06,225006,1,A,mínimo,1.05209,1.05104,1.05419,10.499999999999954,8,2023-01-06 07:04:00,-1.0,SL,-1.1361904761904769,-1,-1,False,False,2023-01-06,2.0,TP,1.8638095238095231
2023-01-09,225292,-1,A,alto,1.06814,1.06831,1.0678,1.7000000000000348,8,2023-01-09 07:04:00,-1.0,SL,-1.841176470588218,1,1,False,False,2023-01-09,2.0,TP,1.158823529411782
2023-01-10,225596,-1,A,alto,1.07391,1.07433,1.0730699999999995,4.20000000000087,9,2023-01-10 08:29:00,-1.0,SL,-1.34047619047612,1,1,False,False,2023-01-10,-1.0,SL,-1.34047619047612
2023-01-11,225889,1,A,mínimo,1.07296,1.0726,1.0736799999999995,3.5999999999991594,10,2023-01-11 09:09:00,2.0,TP,1.602777777777685,-1,-1,False,False,2023-01-11,-1.0,SL,-1.397222222222315
2023-01-12,226152,1,A,mínimo,1.07593,1.07564,1.0765100000000003,2.900000000001235,8,2023-01-12 07:04:00,-1.0,SL,-1.493103448275652,-1,-1,False,False,2023-01-12,-1.0,SL,-1.493103448275652
2023-01-16,226757,1,B,mínimo,1.08189,1.08124,1.08319,6.500000000000394,10,2023-01-16 09:34:00,2.0,TP,1.7800000000000131,-1,1,False,True,2023-01-16,-1.0,SL,-1.2199999999999867
2023-01-18,227301,-1,A,alto,1.07978,1.07989,1.07956,1.100000000000545,8,2023-01-18 07:09:00,-1.0,SL,-2.299999999999356,1,1,False,False,2023-01-18,2.0,TP,0.7000000000006441
2023-01-26,229021,-1,B,mínimo,1.09069,1.09158,1.0889099999999998,8.900000000000574,8,2023-01-26 07:14:00,-1.0,SL,-1.1606741573033603,1,-1,False,True,2023-01-26,2.0,TP,1.8393258426966397
2023-01-27,229323,1,A,mínimo,1.08699,1.0866,1.0877699999999997,3.899999999998904,9,2023-01-27 08:24:00,2.0,TP,1.6333333333332305,1,-1,True,False,2023-01-27,-1.0,SL,-1.3666666666667697
2023-01-31,229903,-1,A,mínimo,1.08232,1.08283,1.0813,5.100000000000104,10,2023-01-31 09:49:00,-1.0,SL,-1.2803921568627394,-1,1,True,False,2023-01-31,2.0,TP,1.7196078431372606
2023-02-03,230735,-1,B,mínimo,1.08861,1.09026,1.0853100000000002,16.499999999999293,8,2023-02-03 07:34:00,-1.0,SL,-1.0866666666666704,1,-1,False,True,2023-02-03,2.0,TP,1.9133333333333296
2023-02-07,231330,1,B,mínimo,1.0727,1.07127,1.07556,14.300000000000423,10,2023-02-07 09:14:00,-1.0,SL,-1.099999999999997,-1,1,False,True,2023-02-07,2.0,TP,1.900000000000003
2023-02-10,232172,-1,A,alto,1.07338,1.074,1.07214,6.200000000000649,8,2023-02-10 07:24:00,-1.0,SL,-1.2306451612902984,1,1,False,False,2023-02-10,-1.0,SL,-1.2306451612902984
2023-02-14,232742,1,B,alto,1.07452,1.07387,1.0758199999999996,6.499999999998174,8,2023-02-14 07:04:00,-1.0,SL,-1.2200000000000617,-1,1,False,True,2023-02-14,2.0,TP,1.7799999999999383
2023-02-15,233030,1,A,mínimo,1.07092,1.0705,1.0717600000000005,4.20000000000087,8,2023-02-15 07:04:00,-1.0,SL,-1.34047619047612,-1,-1,False,False,2023-02-15,-1.0,SL,-1.34047619047612
2023-02-16,233332,1,B,alto,1.07138,1.0705,1.07314,8.799999999999919,9,2023-02-16 08:19:00,-1.0,SL,-1.1625000000000014,-1,1,False,True,2023-02-16,2.0,TP,1.8374999999999986
2023-02-17,233605,-1,B,mínimo,1.06336,1.0635,1.0630800000000005,1.3999999999980697,8,2023-02-17 07:04:00,-1.0,SL,-2.02142857142998,-1,1,True,False,2023-02-17,2.0,TP,0.9785714285700202
2023-02-21,234093,1,B,alto,1.06791,1.06703,1.06967,8.799999999999919,9,2023-02-21 08:19:00,-1.0,SL,-1.1625000000000014,-1,1,False,True,2023-02-21,2.0,TP,1.8374999999999986
2023-02-21,234082,-1,B,mínimo,1.06613,1.06678,1.06483,6.500000000000394,8,2023-02-21 07:24:00,-1.0,SL,-1.2199999999999869,1,-1,False,True,2023-02-21,2.0,TP,1.7800000000000133
2023-02-22,234294,1,A,mínimo,1.0655,1.06531,1.0658799999999995,1.8999999999991248,9,2023-02-22 08:04:00,-1.0,SL,-1.7526315789477152,-1,-1,False,False,2023-02-22,-1.0,SL,-1.7526315789477152
2023-03-02,235511,1,A,mínimo,1.0637,1.06362,1.0638600000000002,0.8000000000008001,8,2023-03-02 07:39:00,-1.0,SL,-2.787499999998212,-1,-1,False,False,2023-03-02,2.0,TP,0.21250000000178781
2023-03-07,236120,1,B,alto,1.06933,1.0687,1.0705899999999997,6.299999999999084,8,2023-03-07 07:39:00,-1.0,SL,-1.22698412698416,-1,1,False,True,2023-03-07,2.0,TP,1.77301587301584
2023-03-07,236114,1,A,mínimo,1.06774,1.0676,1.0680199999999995,1.3999999999980697,8,2023-03-07 07:09:00,2.0,TP,0.9785714285700202,-1,1,False,True,2023-03-07,-1.0,SL,-2.02142857142998
2023-03-09,236512,-1,A,alto,1.05537,1.05549,1.0551299999999997,1.2000000000012,8,2023-03-09 07:09:00,-1.0,SL,-2.191666666665475,1,1,False,False,2023-03-09,-1.0,SL,-2.191666666665475
2023-03-10,236718,1,B,alto,1.05995,1.05908,1.0616899999999998,8.699999999999264,8,2023-03-10 07:34:00,-1.0,SL,-1.164367816091968,-1,1,False,True,2023-03-10,2.0,TP,1.835632183908032
2023-03-10,236748,1,A,mínimo,1.0586,1.05798,1.05984,6.200000000000649,11,2023-03-10 10:04:00,2.0,TP,1.7693548387097016,1,-1,True,False,2023-03-10,-1.0,SL,-1.2306451612902984
2023-03-13,236946,1,A,mínimo,1.06733,1.0666,1.0687899999999997,7.299999999998974,9,2023-03-13 08:34:00,2.0,TP,1.8041095890410683,-1,-1,False,False,2023-03-13,-1.0,SL,-1.1958904109589317
2023-03-17,237736,-1,A,alto,1.06603,1.06692,1.06425,8.900000000000574,8,2023-03-17 07:14:00,2.0,TP,1.83932584269664,1,-1,False,True,2023-03-17,-1.0,SL,-1.1606741573033603
2023-03-27,238945,1,B,alto,1.07771,1.07624,1.0806499999999997,14.699999999998605,9,2023-03-27 07:09:00,-1.0,SL,-1.097278911564635,-1,1,False,True,2023-03-27,2.0,TP,1.902721088435365
2023-03-27,238950,-1,B,mínimo,1.0759,1.07638,1.0749400000000005,4.799999999998139,9,2023-03-27 07:34:00,-1.0,SL,-1.297916666666782,-1,1,True,False,2023-03-27,-1.0,SL,-1.297916666666782
2023-03-27,238971,1,A,mínimo,1.07651,1.07585,1.0778300000000005,6.6000000000010495,11,2023-03-27 09:19:00,-1.0,SL,-1.216666666666632,1,-1,True,False,2023-03-27,-1.0,SL,-1.2166666666666321
2023-03-30,239551,-1,B,mínimo,1.08282,1.08472,1.07902,19.000000000000128,9,2023-03-30 07:09:00,-1.0,SL,-1.0752631578947365,1,-1,False,True,2023-03-30,2.0,TP,1.9247368421052637
2023-03-31,239781,1,B,mínimo,1.08931,1.08829,1.09135,10.200000000000207,11,2023-03-31 09:29:00,-1.0,SL,-1.1401960784313696,-1,1,False,True,2023-03-31,2.0,TP,1.8598039215686304
2023-04-05,240365,1,A,mínimo,1.09546,1.09526,1.0958600000000005,2.000000000002,8,2023-04-05 06:09:00,-1.0,SL,-1.7149999999992849,-1,1,False,True,2023-04-05,-1.0,SL,-1.7149999999992849
2023-04-05,240387,-1,B,mínimo,1.09501,1.09598,1.0930700000000002,9.699999999999154,9,2023-04-05 07:59:00,-1.0,SL,-1.147422680412384,-1,1,True,False,2023-04-05,-1.0,SL,-1.147422680412384
2023-04-12,241294,-1,A,alto,1.09326,1.09355,1.0926799999999997,2.900000000001235,8,2023-04-12 06:04:00,2.0,TP,1.506896551724348,1,1,False,False,2023-04-12,-1.0,SL,-1.493103448275652
2023-04-13,241500,1,A,mínimo,1.09847,1.09831,1.0987900000000004,1.6000000000016,8,2023-04-13 06:14:00,2.0,TP,1.1062500000008937,-1,-1,False,False,2023-04-13,-1.0,SL,-1.8937499999991063
2023-04-14,241699,-1,A,alto,1.10696,1.10746,1.1059599999999996,5.00000000000167,8,2023-04-14 06:04:00,2.0,TP,1.7140000000000954,-1,1,True,False,2023-04-14,-1.0,SL,-1.2859999999999046
2023-04-18,242106,-1,A,alto,1.09408,1.09437,1.0934999999999997,2.900000000001235,8,2023-04-18 06:04:00,-1.0,SL,-1.493103448275652,1,1,False,False,2023-04-18,-1.0,SL,-1.493103448275652
2023-04-21,242741,1,B,mínimo,1.09561,1.09438,1.09807,12.300000000000644,9,2023-04-21 07:59:00,2.0,TP,1.88373983739838,-1,1,False,True,2023-04-21,-1.0,SL,-1.11626016260162
2023-04-24,242934,1,A,mínimo,1.09752,1.09731,1.09794,2.100000000000435,9,2023-04-24 07:04:00,-1.0,SL,-1.68095238095224,1,-1,True,False,2023-04-24,2.0,TP,1.31904761904776
2023-05-03,244339,-1,A,alto,1.1028,1.10286,1.10268,0.5999999999994898,8,2023-05-03 06:54:00,2.0,TP,-0.3833333333353597,1,1,False,False,2023-05-03,-1.0,SL,-3.3833333333353597
2023-05-04,244535,1,B,alto,1.10906,1.10819,1.1107999999999998,8.699999999999264,8,2023-05-04 06:14:00,-1.0,SL,-1.164367816091968,-1,1,False,True,2023-05-04,2.0,TP,1.835632183908032
2023-05-05,244745,-1,A,alto,1.10438,1.10448,1.10418,0.99999999999989,8,2023-05-05 06:54:00,-1.0,SL,-2.4300000000001574,1,1,False,False,2023-05-05,2.0,TP,0.5699999999998426
2023-05-10,245359,1,B,alto,1.09775,1.09679,1.09967,9.60000000000072,9,2023-05-10 07:04:00,-1.0,SL,-1.1489583333333222,-1,1,False,True,2023-05-10,2.0,TP,1.8510416666666778
2023-05-24,247425,1,B,alto,1.07915,1.07785,1.0817500000000002,13.000000000000789,10,2023-05-24 08:09:00,-1.0,SL,-1.1099999999999932,-1,1,False,True,2023-05-24,2.0,TP,1.8900000000000068
2023-05-25,247635,1,B,mínimo,1.07318,1.07254,1.07446,6.399999999999739,10,2023-05-25 08:39:00,-1.0,SL,-1.223437500000009,-1,1,False,True,2023-05-25,2.0,TP,1.776562499999991
2023-06-09,249842,-1,B,mínimo,1.07746,1.07819,1.0760000000000003,7.299999999998974,8,2023-06-09 06:09:00,-1.0,SL,-1.1958904109589317,1,-1,False,True,2023-06-09,-1.0,SL,-1.1958904109589317
2023-06-14,250458,-1,A,alto,1.07933,1.07948,1.0790299999999995,1.500000000000945,9,2023-06-14 07:34:00,2.0,TP,1.0466666666672673,-1,1,True,False,2023-06-14,-1.0,SL,-1.9533333333327327
2023-06-16,250864,-1,B,mínimo,1.0936,1.09457,1.0916599999999996,9.700000000001374,9,2023-06-16 07:24:00,-1.0,SL,-1.1474226804123502,1,-1,False,True,2023-06-16,2.0,TP,1.8525773195876498
2023-06-20,251239,-1,A,alto,1.09251,1.09262,1.0922900000000004,1.0999999999983243,8,2023-06-20 06:04:00,2.0,TP,0.6999999999980198,-1,1,True,False,2023-06-20,-1.0,SL,-2.3000000000019805
2023-06-22,251637,1,A,mínimo,1.09851,1.09832,1.0988900000000004,1.900000000001345,8,2023-06-22 06:19:00,-1.0,SL,-1.7526315789468356,-1,-1,False,False,2023-06-22,-1.0,SL,-1.7526315789468356
2023-06-26,252041,-1,A,alto,1.09074,1.09083,1.0905600000000002,0.8999999999992347,8,2023-06-26 06:14:00,2.0,TP,0.4111111111097603,-1,1,True,False,2023-06-26,-1.0,SL,-2.5888888888902395
2023-06-30,252845,1,A,mínimo,1.0864,1.08624,1.08672,1.5999999999993797,8,2023-06-30 06:14:00,-1.0,SL,-1.8937500000003464,-1,-1,False,False,2023-06-30,2.0,TP,1.1062499999996536
2023-07-05,253486,1,B,alto,1.08923,1.08785,1.0919899999999998,13.799999999999368,10,2023-07-05 08:44:00,-1.0,SL,-1.103623188405802,1,-1,True,False,2023-07-05,2.0,TP,1.8963768115941981
2023-07-05,253479,-1,B,mínimo,1.08725,1.08867,1.08441,14.199999999999768,10,2023-07-05 08:09:00,-1.0,SL,-1.1007042253521142,1,-1,False,True,2023-07-05,2.0,TP,1.8992957746478858
2023-07-06,253679,-1,B,alto,1.08565,1.08633,1.08429,6.800000000000139,9,2023-07-06 07:54:00,-1.0,SL,-1.2102941176470543,1,-1,False,True,2023-07-06,-1.0,SL,-1.2102941176470545
2023-07-07,253862,1,B,alto,1.08975,1.0887,1.09185,10.499999999999954,8,2023-07-07 06:09:00,-1.0,SL,-1.1361904761904769,-1,1,False,True,2023-07-07,2.0,TP,1.8638095238095231
2023-07-10,254064,1,A,mínimo,1.095,1.0946,1.0958,3.99999999999956,8,2023-07-10 06:04:00,-1.0,SL,-1.3575000000000397,-1,-1,False,False,2023-07-10,-1.0,SL,-1.3575000000000395
2023-07-18,255289,1,B,alto,1.12663,1.12532,1.12925,13.099999999999223,9,2023-07-18 07:09:00,-1.0,SL,-1.109160305343518,0,1,False,True,2023-07-18,2.0,TP,1.890839694656482
2023-07-19,255518,1,B,alto,1.12352,1.12255,1.1254600000000003,9.700000000001374,11,2023-07-19 09:14:00,-1.0,SL,-1.1474226804123502,-1,1,False,True,2023-07-19,2.0,TP,1.8525773195876498
2023-07-25,256295,1,B,alto,1.10821,1.10762,1.1093899999999997,5.899999999998684,8,2023-07-25 06:19:00,-1.0,SL,-1.2423728813559862,-1,1,False,True,2023-07-25,2.0,TP,1.7576271186440138
2023-07-28,256926,1,A,mínimo,1.09515,1.095,1.0954500000000005,1.500000000000945,9,2023-07-28 07:59:00,2.0,TP,1.0466666666672673,-1,-1,False,False,2023-07-28,-1.0,SL,-1.9533333333327327
2023-08-09,259146,-1,A,alto,1.09754,1.09772,1.0971799999999998,1.80000000000069,8,2023-08-09 06:09:00,2.0,TP,1.20555555555586,1,-1,False,True,2023-08-09,-1.0,SL,-1.7944444444441399
2023-08-14,260007,-1,B,mínimo,1.09296,1.09385,1.0911799999999998,8.900000000000574,8,2023-08-14 06:04:00,-1.0,SL,-1.1606741573033603,1,-1,False,True,2023-08-14,2.0,TP,1.8393258426966397
2023-08-15,260312,-1,B,alto,1.09196,1.09278,1.09032,8.20000000000043,9,2023-08-15 07:29:00,-1.0,SL,-1.17439024390243,1,-1,False,True,2023-08-15,2.0,TP,1.8256097560975701
2023-08-16,260583,-1,A,alto,1.0915,1.09164,1.09122,1.40000000000029,8,2023-08-16 06:04:00,2.0,TP,0.97857142857164,1,1,False,False,2023-08-16,-1.0,SL,-2.02142857142836
2023-08-22,261761,1,A,alto,1.09183,1.0918,1.09189,0.2999999999997449,10,2023-08-22 08:19:00,-1.0,SL,-5.766666666670719,1,-1,True,False,2023-08-22,2.0,TP,-2.7666666666707194
2023-08-23,262032,1,B,alto,1.08613,1.0859,1.08659,2.2999999999995246,8,2023-08-23 06:59:00,-1.0,SL,-1.6217391304349111,1,-1,True,False,2023-08-23,-1.0,SL,-1.6217391304349111
2023-08-30,263485,-1,B,mínimo,1.08583,1.0865,1.0844900000000002,6.699999999999484,10,2023-08-30 08:04:00,-1.0,SL,-1.213432835820912,1,-1,False,True,2023-08-30,2.0,TP,1.7865671641790881
2023-09-01,264041,-1,B,mínimo,1.08308,1.08419,1.0808600000000002,11.099999999999444,8,2023-09-01 06:24:00,-1.0,SL,-1.1288288288288353,1,-1,False,True,2023-09-01,2.0,TP,1.8711711711711647
2023-09-04,264326,-1,A,alto,1.07872,1.07889,1.07838,1.7000000000000348,8,2023-09-04 06:09:00,-1.0,SL,-1.841176470588218,1,-1,False,True,2023-09-04,-1.0,SL,-1.841176470588218
2023-09-06,264900,1,B,alto,1.07381,1.07317,1.07509,6.399999999999739,8,2023-09-06 06:29:00,-1.0,SL,-1.223437500000009,-1,1,False,True,2023-09-06,2.0,TP,1.776562499999991
2023-09-07,265189,1,A,mínimo,1.07189,1.07162,1.07243,2.6999999999999247,8,2023-09-07 06:39:00,-1.0,SL,-1.5296296296296443,-1,1,False,True,2023-09-07,-1.0,SL,-1.5296296296296443
2023-09-08,265471,1,B,alto,1.07259,1.07223,1.0733099999999998,3.5999999999991594,8,2023-09-08 06:14:00,-1.0,SL,-1.397222222222315,-1,1,False,True,2023-09-08,2.0,TP,1.602777777777685
2023-09-12,266052,1,A,mínimo,1.07376,1.07358,1.0741200000000002,1.80000000000069,8,2023-09-12 06:39:00,-1.0,SL,-1.79444444444414,-1,-1,False,False,2023-09-12,2.0,TP,1.2055555555558601
2023-09-15,266903,-1,A,alto,1.06545,1.06563,1.06509,1.80000000000069,8,2023-09-15 06:04:00,-1.0,SL,-1.79444444444414,1,1,False,False,2023-09-15,2.0,TP,1.2055555555558601
2023-09-18,267190,1,B,alto,1.06737,1.06681,1.0684899999999995,5.599999999998939,8,2023-09-18 06:04:00,-1.0,SL,-1.2553571428571912,-1,1,False,True,2023-09-18,2.0,TP,1.7446428571428088
2023-09-19,267487,1,A,mínimo,1.06785,1.06774,1.06807,1.100000000000545,8,2023-09-19 06:59:00,2.0,TP,0.7000000000006441,-1,-1,False,False,2023-09-19,-1.0,SL,-2.299999999999356
2023-09-20,267767,1,B,alto,1.06903,1.06847,1.0701499999999995,5.599999999998939,8,2023-09-20 06:19:00,-1.0,SL,-1.2553571428571912,-1,1,False,True,2023-09-20,2.0,TP,1.7446428571428088
2023-09-20,267784,1,B,alto,1.06895,1.06853,1.0697900000000002,4.20000000000087,9,2023-09-20 07:44:00,2.0,TP,1.65952380952388,1,-1,True,False,2023-09-20,-1.0,SL,-1.34047619047612
2023-09-20,267764,1,A,mínimo,1.06821,1.0679,1.0688300000000002,3.1000000000003247,8,2023-09-20 06:04:00,2.0,TP,1.5387096774194031,-1,1,False,True,2023-09-20,-1.0,SL,-1.4612903225805969
2023-09-20,267778,-1,B,mínimo,1.06766,1.06833,1.0663200000000002,6.699999999999484,9,2023-09-20 07:14:00,-1.0,SL,-1.213432835820912,1,-1,False,True,2023-09-20,2.0,TP,1.7865671641790881
2023-09-22,268352,1,B,alto,1.06658,1.06558,1.0685800000000003,10.00000000000112,9,2023-09-22 07:09:00,-1.0,SL,-1.142999999999984,-1,1,False,True,2023-09-22,2.0,TP,1.857000000000016
2023-09-22,268357,1,B,mínimo,1.06473,1.06173,1.0707299999999995,29.99999999999892,9,2023-09-22 07:34:00,-0.1233333333333316,cierre,-0.1709999999999999,-1,-1,False,False,2023-09-22,0.12333333333333159,cierre,0.0756666666666632
2023-09-27,269209,-1,A,alto,1.05706,1.05736,1.0564600000000002,2.9999999999996696,9,2023-09-27 07:34:00,2.0,TP,1.5233333333332808,1,1,False,False,2023-09-27,-1.0,SL,-1.4766666666667192
2023-10-02,270078,-1,B,alto,1.05722,1.05776,1.05614,5.399999999999849,9,2023-10-02 07:59:00,-1.0,SL,-1.2648148148148222,1,-1,False,True,2023-10-02,-1.0,SL,-1.2648148148148222
2023-10-04,270650,-1,A,alto,1.04739,1.04743,1.04731,0.4000000000004,9,2023-10-04 07:39:00,2.0,TP,-1.5749999999964248,1,1,False,False,2023-10-04,-1.0,SL,-4.574999999996425
2023-10-05,270936,1,A,mínimo,1.05057,1.05036,1.05099,2.100000000000435,9,2023-10-05 07:29:00,2.0,TP,1.31904761904776,-1,-1,False,False,2023-10-05,-1.0,SL,-1.68095238095224
2023-10-11,272112,-1,A,alto,1.06093,1.06135,1.0600899999999998,4.20000000000087,11,2023-10-11 09:29:00,2.0,TP,1.65952380952388,1,1,False,False,2023-10-11,-1.0,SL,-1.34047619047612
2023-10-11,272071,-1,B,mínimo,1.06013,1.06041,1.05957,2.80000000000058,8,2023-10-11 06:04:00,-1.0,SL,-1.51071428571418,1,-1,False,True,2023-10-11,2.0,TP,1.48928571428582
2023-10-18,273545,-1,A,alto,1.05831,1.05844,1.0580500000000002,1.2999999999996348,10,2023-10-18 08:59:00,-1.0,SL,-2.1000000000003087,1,1,False,False,2023-10-18,-1.0,SL,-2.1000000000003087
2023-10-19,273798,-1,B,mínimo,1.05299,1.05333,1.05231,3.4000000000000696,8,2023-10-19 06:04:00,-1.0,SL,-1.420588235294109,1,-1,False,True,2023-10-19,2.0,TP,1.579411764705891
2023-10-19,273830,1,A,mínimo,1.05356,1.05304,1.0546000000000002,5.20000000000076,10,2023-10-19 08:44:00,2.0,TP,1.72500000000004,1,-1,True,False,2023-10-19,-1.0,SL,-1.27499999999996
2023-10-23,274396,-1,A,alto,1.05929,1.05947,1.0589300000000004,1.7999999999984695,9,2023-10-23 07:54:00,-1.0,SL,-1.7944444444451195,1,1,False,False,2023-10-23,-1.0,SL,-1.7944444444451197
2023-10-23,274377,-1,B,mínimo,1.05714,1.05785,1.05572,7.099999999999884,8,2023-10-23 06:19:00,-1.0,SL,-1.2014084507042286,1,-1,False,True,2023-10-23,2.0,TP,1.7985915492957714
2023-10-24,274674,1,B,alto,1.06874,1.06778,1.0706600000000002,9.60000000000072,9,2023-10-24 07:04:00,-1.0,SL,-1.1489583333333222,-1,1,False,True,2023-10-24,2.0,TP,1.8510416666666778
2023-10-27,275538,1,A,mínimo,1.05578,1.05554,1.05626,2.40000000000018,9,2023-10-27 07:04:00,-1.0,SL,-1.5958333333332886,-1,-1,False,False,2023-10-27,-1.0,SL,-1.5958333333332886
2023-11-06,277256,1,B,alto,1.07403,1.07349,1.07511,5.399999999999849,8,2023-11-06 07:19:00,-1.0,SL,-1.2648148148148222,-1,1,False,True,2023-11-06,-1.0,SL,-1.2648148148148222
2023-11-08,277829,1,A,mínimo,1.0684,1.0681,1.069,2.9999999999996696,8,2023-11-08 07:04:00,-1.0,SL,-1.4766666666667192,-1,-1,False,False,2023-11-08,2.0,TP,1.5233333333332808
2023-11-10,278421,1,B,alto,1.06755,1.06697,1.06871,5.800000000000249,9,2023-11-10 08:24:00,-1.0,SL,-1.2465517241379205,-1,1,False,True,2023-11-10,-1.0,SL,-1.2465517241379205
2023-11-17,279872,-1,A,alto,1.08501,1.08566,1.08371,6.500000000000394,10,2023-11-17 09:19:00,-1.0,SL,-1.2199999999999869,-1,1,True,False,2023-11-17,2.0,TP,1.7800000000000133
2023-11-17,279868,1,B,mínimo,1.08482,1.08417,1.0861199999999995,6.499999999998174,9,2023-11-17 08:59:00,2.0,TP,1.7799999999999383,-1,1,False,True,2023-11-17,-1.0,SL,-1.2200000000000617
2023-12-04,283024,1,B,mínimo,1.08692,1.08602,1.0887200000000004,9.00000000000123,9,2023-12-04 08:14:00,-1.0,SL,-1.158888888888867,-1,1,False,True,2023-12-04,-1.0,SL,-1.158888888888867
2023-12-05,283324,1,A,mínimo,1.08357,1.08314,1.0844299999999998,4.299999999999304,10,2023-12-05 09:14:00,-1.0,SL,-1.3325581395349375,-1,1,False,True,2023-12-05,-1.0,SL,-1.3325581395349375
2023-12-07,283874,-1,B,mínimo,1.07619,1.0765,1.07557,3.1000000000003247,8,2023-12-07 07:04:00,-1.0,SL,-1.4612903225805969,1,1,False,False,2023-12-07,2.0,TP,1.5387096774194031
2023-12-11,284457,1,A,mínimo,1.07614,1.07613,1.0761600000000002,0.1000000000006551,8,2023-12-11 07:39:00,-1.0,SL,-15.29999999990632,-1,-1,False,False,2023-12-11,-1.0,SL,-15.29999999990632
2023-12-25,287281,-1,A,alto,1.10123,1.10149,1.1007099999999996,2.60000000000149,8,2023-12-25 07:09:00,2.0,TP,1.4500000000003153,1,-1,False,True,2023-12-25,-1.0,SL,-1.5499999999996847
2023-12-25,287289,1,B,alto,1.10087,1.10059,1.10143,2.80000000000058,8,2023-12-25 07:53:00,-1.0,SL,-1.51071428571418,1,-1,True,False,2023-12-25,-1.0,SL,-1.51071428571418
2023-12-28,287975,-1,A,alto,1.11182,1.11218,1.1111000000000002,3.5999999999991594,8,2023-12-28 07:24:00,-1.0,SL,-1.397222222222315,-1,1,True,False,2023-12-28,2.0,TP,1.602777777777685
2024-01-03,288841,1,B,alto,1.09602,1.09557,1.09692,4.500000000000615,8,2024-01-03 07:34:00,-1.0,SL,-1.3177777777777344,-1,-1,False,False,2024-01-03,-1.0,SL,-1.3177777777777344
2024-01-05,289441,1,B,mínimo,1.09274,1.09183,1.09456,9.099999999999664,10,2024-01-05 09:34:00,-1.0,SL,-1.157142857142863,-1,1,False,True,2024-01-05,2.0,TP,1.842857142857137
