dia,ts,lado,R,motivo,rgo,neta
2024-08-05,2024-08-05 08:10:00,-1,-1.0,SL,17.000000000000348,-1.0841176470588219
2024-09-30,2024-09-30 09:55:00,1,2.0,TP,7.600000000000939,1.8118421052631812
2024-09-30,2024-09-30 08:20:00,-1,-1.0,SL,7.500000000000284,-1.1906666666666594
2024-11-13,2024-11-13 11:00:00,-1,2.0,TP,1.9999999999997797,1.2849999999999213
2024-11-13,2024-11-13 08:15:00,-1,-1.0,SL,7.300000000001194,-1.1958904109588722
2024-12-20,2024-12-20 08:05:00,1,2.0,TP,5.399999999999849,1.7351851851851778
2024-12-20,2024-12-20 10:50:00,-1,-1.0,SL,6.800000000000139,-1.2102941176470545
2025-03-06,2025-03-06 08:45:00,1,-1.0,SL,13.799999999999368,-1.1036231884058019
2025-03-06,2025-03-06 10:40:00,-1,-1.0,SL,8.399999999999519,-1.170238095238105
2025-03-06,2025-03-06 11:25:00,-1,-0.34482758620688775,cierre,8.699999999999264,-0.5091954022988556
2025-03-13,2025-03-13 08:20:00,-1,-1.0,SL,12.900000000000134,-1.1108527131782935
2025-03-25,2025-03-25 10:15:00,1,1.0108695652174622,cierre,9.200000000000319,0.8554347826087719
2025-03-25,2025-03-25 08:10:00,-1,-1.0,SL,7.099999999999884,-1.2014084507042286
2025-04-17,2025-04-17 08:10:00,-1,-1.0,SL,10.700000000001264,-1.1336448598130684
2025-05-02,2025-05-02 08:10:00,1,0.922480620154876,cierre,12.900000000000134,0.8116279069765826
2025-10-23,2025-10-23 08:45:00,-1,-1.0,SL,4.299999999999304,-1.3325581395349375
2025-10-29,2025-10-29 08:55:00,-1,-1.0,SL,5.199999999998539,-1.2750000000000772
2026-01-13,2026-01-13 10:35:00,1,-0.7499999999997687,cierre,4.8000000000003595,-1.047916666666413
2026-02-17,2026-02-17 08:20:00,-1,-1.0,SL,5.800000000000249,-1.2465517241379205
2026-02-19,2026-02-19 08:45:00,1,-1.0,SL,2.80000000000058,-1.51071428571418
2026-07-24,2026-07-24 09:05:00,1,2.0,TP,5.1000000000001044,1.7196078431372608
